id,x0,x1,x2,fitness-2,fitness-1,fitness0,fitness-0.5,fitness-1.5,fitness0.5,fitness1.5,fitness4,fitness3,fitness4.5,fitness5,fitness3.5,fitness2.5,fitness2,fitness1,fitness-2.5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-5
32341,-3.85011,-0.184411,-1.4561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.926,NA,NA,NA,NA,NA
32431,-3.60577,-1.25044,-0.57662,NA,NA,NA,NA,1408.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32614,-4.48072,-1.37241,-0.693263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.185,NA,NA,NA,NA,NA
32868,-2.54358,-0.904119,-0.798261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.77,NA,NA,NA,NA
33154,-2.91934,-1.76443,-0.114942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.659,NA,NA,NA,NA,NA
33339,-1.40562,-1.0926,-0.195418,NA,NA,NA,NA,1332.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33417,-1.38538,-1.6587,-1.09031,NA,NA,NA,NA,1680.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33770,-3.15096,0.0368746,-1.52869,NA,NA,NA,201.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33950,-2.53682,-0.986372,-0.841559,NA,NA,709.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34054,-2.04979,-0.923973,-0.618498,NA,NA,NA,NA,8600.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34293,-0.970708,1.61539,-2.35849,NA,NA,NA,89.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34563,-0.34099,2.03646,-3.43394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.314,NA,NA,NA,NA,NA,NA
34626,-0.789628,2.38212,-4.83199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.899,NA,NA,NA,NA,NA,NA
34917,-1.31804,3.07963,-3.87755,NA,NA,NA,NA,NA,52.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35095,-3.96137,4.05999,-4.6362,NA,90.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35389,-4.24025,3.80739,-4.24195,NA,NA,-0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35439,-3.8779,3.80866,-3.2643,NA,16.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35794,-2.75967,4.22204,-4.19833,-4.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35935,-2.40993,4.487,-3.13532,36.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36093,-3.27219,4.9406,-2.81426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194,NA,NA,NA
36221,-2.82864,4.9257,-2.64565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.736,NA,NA
36476,-2.02366,4.0441,-2.88408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.19,NA,NA,NA,NA,NA
36607,-1.86411,3.20931,-2.59007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.796,NA
36993,-0.478158,3.40458,-1.3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.475,NA,NA,NA,NA
37050,-0.935915,3.8647,-0.869492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.869,NA,NA
37388,-1.47421,4.69444,-0.592905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2453.18,NA,NA
37498,-1.15953,4.84469,-1.03144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.006,NA,NA,NA,NA
37695,0.876677,3.59683,-0.983129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.513,NA,NA,NA
37851,1.41515,4.85099,-0.23681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.962,NA,NA,NA
38184,1.79578,3.31997,-2.15307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.517,NA,NA,NA,NA
38313,0.36311,2.95078,-1.20725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.145,NA,NA
38584,-0.590715,3.86295,-0.817465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.751,NA
38747,-1.43093,4.55253,-0.95854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900.438,NA,NA,NA,NA,NA
38864,-1.33012,4.30532,-1.46401,NA,4251.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39001,-0.966849,4.26364,-1.40051,NA,8403.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39330,-0.769157,4.99076,-0.668499,1543.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39510,0.021742,4.65343,0.00416916,NA,1315.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39602,-1.82061,2.51896,0.527144,NA,NA,NA,NA,13.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39879,-0.500699,2.71417,-0.333785,NA,109.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40172,-1.35373,3.12751,-0.501265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.782,NA
40288,-2.87484,0.687768,-0.0970246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.364,NA,NA,NA,NA,NA
40558,-2.20857,0.27132,-1.37669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.834
40621,-1.93318,-0.386595,-1.69539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.381,NA,NA
40890,-1.65965,-0.149545,-2.61809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.352,NA,NA,NA
41192,-0.106848,1.35004,-1.34522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.799,NA,NA,NA,NA,NA
41352,0.0411922,0.271174,-2.59673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.666,NA,NA,NA,NA,NA
41412,-0.34002,1.02532,-3.53906,NA,222.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41655,0.812792,-0.30665,-3.06119,NA,NA,NA,NA,1090.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41966,-0.571524,-1.47515,-2.24731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.683,NA
42173,-1.8595,-1.17703,-2.29002,2.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42389,-1.64873,-0.959805,-1.633,NA,NA,NA,NA,3785.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42562,-0.957305,-0.273813,0.943767,NA,NA,NA,NA,2766.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42666,-1.90864,-0.399414,-0.597118,NA,NA,NA,473.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42982,-1.02653,-0.0209731,-2.06339,NA,1525.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43014,-0.742688,-1.18773,-2.55456,NA,NA,NA,NA,2592.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43349,-2.65363,-0.99268,-2.20827,NA,634.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43552,-3.58421,-1.28037,-3.08203,NA,NA,NA,NA,812.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43668,-2.92396,-1.39915,-3.33427,NA,NA,NA,NA,600.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43930,-4.26989,-1.40544,-3.21533,NA,NA,25.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44009,-4.5914,-0.707272,-4.3636,NA,NA,NA,NA,NA,46.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44329,-4.26205,-0.0360517,-4.41336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.129,NA,NA,NA,NA,NA,NA,NA
44504,-2.71855,-1.74957,-4.80168,NA,NA,NA,NA,NA,NA,NA,-0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44641,-1.54142,-3.36744,-4.04532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44938,-0.708314,-3.98694,-4.34428,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45167,-0.684829,-3.00487,-3.35379,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45216,-0.561139,-0.929741,-4.13201,NA,NA,NA,NA,NA,NA,NA,409.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45503,-0.169907,-1.07696,-4.18088,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45725,-0.573437,-1.6428,-3.46658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.199,NA,NA,NA,NA,NA,NA,NA,NA,NA
45824,-1.73114,-0.139453,-3.62459,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46148,-0.171415,0.0476412,-2.93423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.393,NA,NA,NA,NA,NA,NA,NA,NA,NA
46368,-0.131554,1.71965,-2.8328,NA,NA,NA,NA,NA,NA,NA,97.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46540,0.925409,1.78665,-1.12556,NA,NA,NA,NA,NA,NA,NA,7.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46795,3.02254,1.44706,-2.45202,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46822,3.2691,0.491603,-1.97579,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47124,4.13182,-0.215123,-1.3635,NA,NA,NA,NA,NA,NA,NA,1437.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47351,3.4363,1.12354,-0.514643,NA,NA,NA,NA,NA,NA,NA,NA,11.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47445,4.10743,0.678592,-0.176034,NA,NA,NA,NA,NA,NA,NA,NA,174.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47675,4.96209,-0.0173835,-1.22119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796.967,NA,NA,NA,NA,NA,NA,NA,NA
47891,4.60569,0.900721,-2.41858,NA,NA,NA,NA,NA,NA,NA,NA,51.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48086,4.98736,-0.688373,-1.96965,NA,NA,NA,NA,NA,NA,NA,2250.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48292,3.4758,-0.464852,-2.46577,NA,NA,NA,NA,NA,NA,NA,NA,6.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48457,4.84687,-0.269124,-1.6576,NA,NA,NA,NA,NA,NA,NA,805.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48641,4.71021,0.265985,-1.95776,NA,NA,NA,NA,NA,NA,NA,NA,408.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48811,4.96981,-0.00966329,-2.15136,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49105,4.82318,-1.02212,-3.60767,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49223,4.65777,-1.54274,-3.86124,NA,NA,NA,NA,NA,NA,NA,601.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49409,4.29601,-0.741644,-2.5255,NA,NA,NA,NA,NA,NA,NA,NA,487.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49665,3.60008,-1.15505,-3.44959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.762,NA,NA,NA,NA,NA,NA,NA,NA,NA
49815,2.43656,-1.38152,-3.65946,NA,NA,NA,NA,NA,NA,31.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50042,1.87579,0.388572,-3.41929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.013,NA,NA,NA,NA,NA,NA
50367,2.03883,0.455418,-4.17952,NA,NA,NA,NA,NA,NA,-0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50429,1.5542,1.4575,-4.86851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.585,NA,NA,NA,NA,NA,NA,NA
50757,0.686138,-0.330285,-4.0808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.154,NA,NA,NA,NA,NA,NA,NA,NA
50893,1.07932,0.0584037,-4.06433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA
51159,2.42329,0.755307,-2.90207,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51360,1.44677,1.79058,-2.77131,NA,NA,NA,NA,NA,NA,NA,14.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51463,1.42311,0.319722,-1.96063,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51761,1.52436,0.619212,-1.41572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51899,1.59793,-0.0792294,-1.5788,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52126,1.25775,0.225513,-2.08589,NA,NA,NA,NA,NA,NA,NA,146.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52342,1.27863,0.605705,-2.1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.92,NA,NA,NA,NA,NA,NA,NA,NA
52402,-0.263875,-0.277558,-2.24489,NA,NA,NA,NA,NA,NA,140.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52769,-1.09171,-1.2,-1.81095,NA,NA,NA,NA,NA,65.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52945,-0.457006,-2.26226,-0.43312,NA,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53187,-0.136436,-1.96376,-0.218171,NA,NA,NA,NA,4761.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53375,0.157073,-3.09109,-0.242394,NA,NA,39.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53526,-0.889681,-0.78941,1.67495,NA,NA,457.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53693,-1.06528,-2.05556,0.97057,NA,784.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53921,-0.102686,-1.50383,0.363679,NA,NA,NA,NA,3619.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54161,-0.78451,-0.781073,0.411379,NA,5026.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54211,-0.927547,0.106787,0.750134,NA,NA,NA,40.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54503,0.656589,-0.737426,1.56713,NA,NA,NA,NA,1.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54682,0.178902,-0.71859,-0.588081,NA,NA,NA,NA,2153.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54954,0.225863,-1.63011,-0.334174,NA,NA,NA,NA,511.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55010,-0.164994,-1.88091,0.744225,NA,NA,NA,NA,1546.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55223,0.185373,-2.73835,2.21701,5.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55467,-0.172356,-2.1242,3.38116,726.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55687,-0.304324,-0.296743,3.43524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.392,NA,NA,NA,NA,NA
55863,0.427358,-0.046568,4.92621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.837,NA,NA,NA
56164,0.0274358,-0.328847,4.22826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.045,NA,NA,NA,NA,NA
56227,1.70777,0.455997,3.97524,-11.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56598,1.82207,-0.72051,4.93505,NA,NA,NA,NA,4797.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56651,3.43328,-0.716493,4.36333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.585,NA,NA,NA,NA,NA
56887,3.88261,1.38556,3.99137,NA,NA,NA,NA,-1.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57135,3.89582,0.772992,4.09556,NA,NA,177.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57394,2.04444,-0.873191,4.96205,NA,NA,NA,NA,NA,11.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57435,2.39053,-0.849129,4.4675,NA,NA,38.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57694,1.59015,-1.53688,3.58252,NA,NA,NA,NA,NA,NA,15.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57858,0.400958,-2.11489,2.42947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.988,NA,NA,NA,NA,NA,NA,NA,NA,NA
58073,-1.33539,-2.4382,2.16626,NA,NA,NA,NA,NA,NA,NA,258.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58347,-1.62929,-0.568852,1.72971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.31,NA,NA,NA,NA,NA,NA,NA
58519,-1.83903,-1.60956,2.54071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.272,NA,NA,NA,NA,NA,NA
58637,-0.266107,-1.79114,1.3632,NA,NA,NA,NA,NA,73.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58853,-0.860422,-1.8649,1.461,NA,NA,615.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59025,-1.33615,-0.698648,2.97076,NA,NA,NA,NA,1445.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59271,-1.39489,-1.30836,1.8469,NA,717.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59424,-1.93683,-0.305955,0.671033,NA,NA,703.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59657,-1.02673,-0.546122,-0.28971,NA,NA,NA,1315.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59862,-1.84566,-0.746864,-1.02462,NA,NA,1911.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60108,-0.616884,-0.693424,-1.74786,NA,NA,NA,1879.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60367,-1.63254,-0.578617,-1.0319,NA,3975.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60519,-0.711638,-0.30364,-1.84717,NA,NA,NA,2474.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60640,-1.72351,-0.140277,-3.02746,NA,NA,NA,357.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60891,-1.99718,-1.75237,-2.04628,NA,498.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61133,-0.759333,-2.00252,-1.49662,NA,15143.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61246,0.112363,-1.46838,-1.75642,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61406,0.0133317,-1.79882,-2.4418,NA,NA,NA,NA,161.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61628,-2.86207,-2.15106,-2.60707,153.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61824,-1.57834,-1.7783,-3.0355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.893,NA
62037,-0.393062,-2.06425,-2.65773,NA,110.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62358,-1.01762,-2.01488,-0.819923,NA,NA,NA,NA,6902.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62526,-1.61832,-1.13922,-0.773168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.627,NA,NA,NA,NA,NA
62762,0.174515,-1.30588,-1.79707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.259,NA
62875,-1.34134,-0.23579,-2.71094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.606,NA
63098,-0.313242,-0.078326,-2.86122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.622,NA,NA,NA
63393,-0.739752,-0.164547,-3.83648,915.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63488,-0.090707,0.514431,-3.06915,NA,159.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63720,0.735668,0.121963,-2.04027,NA,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63939,1.70027,1.42894,-1.18956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.606,NA,NA,NA,NA,NA
64167,2.39913,-0.391499,-1.60272,NA,NA,NA,NA,779.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64333,1.53496,0.849056,-0.85606,NA,93.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64436,0.209265,0.35148,-1.0829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.035,NA,NA,NA,NA,NA
64632,0.393966,1.3574,-1.11326,NA,NA,NA,NA,63.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64859,0.170414,0.605313,-0.886807,NA,79.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
