id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-1.5,fitness-1,fitness-3,fitness-2,fitness-4.5,fitness-0.5,fitness0,fitness-4,fitness-5,fitness0.5
48568,2.24702,3.19058,-4.42425,NA,NA,-73.727,NA,NA,NA,NA,NA,NA,NA,NA,NA
48660,0.396342,1.19185,-4.59705,NA,NA,NA,NA,NA,-80.09,NA,NA,NA,NA,NA,NA
48834,0.0811878,0.667298,-4.69919,NA,NA,-211.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
49092,0.549328,1.47429,-4.50088,NA,NA,-86.946,NA,NA,NA,NA,NA,NA,NA,NA,NA
49395,0.855718,1.5229,-4.46551,NA,NA,NA,NA,-32.659,NA,NA,NA,NA,NA,NA,NA
49498,1.39518,1.26752,-3.66577,-43.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49628,0.560792,1.88553,-4.10035,NA,NA,NA,NA,NA,-47.665,NA,NA,NA,NA,NA,NA
49909,2.24294,1.15774,-4.83405,NA,NA,NA,NA,-23.736,NA,NA,NA,NA,NA,NA,NA
50124,2.21763,1.19511,-3.79912,NA,NA,NA,NA,-24.502,NA,NA,NA,NA,NA,NA,NA
50281,4.0749,1.74602,-4.36784,NA,NA,NA,NA,NA,-120.393,NA,NA,NA,NA,NA,NA
50413,2.66481,1.86897,-2.28738,NA,NA,NA,NA,-185.903,NA,NA,NA,NA,NA,NA,NA
50660,3.01038,2.0334,-2.33818,NA,-189.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50882,1.28643,2.41462,-1.65978,NA,NA,NA,NA,-224.431,NA,NA,NA,NA,NA,NA,NA
51084,1.95544,2.99534,-2.94617,-109.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51342,1.43403,3.13239,-3.69212,-75.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51425,0.249202,1.15112,-4.10889,NA,NA,NA,NA,-90.203,NA,NA,NA,NA,NA,NA,NA
51734,-0.782753,1.52986,-4.93207,NA,NA,NA,-216.546,NA,NA,NA,NA,NA,NA,NA,NA
51924,-0.445038,1.43081,-4.2051,NA,NA,NA,NA,NA,-142.416,NA,NA,NA,NA,NA,NA
52157,0.465015,1.30517,-3.5713,NA,-76.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52331,1.96235,2.60225,-3.61546,-49.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52595,1.70418,2.12155,-4.46734,-38.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52746,1.09397,1.02773,-3.32193,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.118,NA,NA
52813,1.52375,2.43387,-2.59485,NA,NA,NA,NA,-94.036,NA,NA,NA,NA,NA,NA,NA
53183,0.969177,1.79542,-2.80464,-97.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53243,2.44755,1.07191,-2.81599,NA,-92.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53407,3.04723,1.45365,-3.36595,NA,-69.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53603,2.54347,1.43067,-3.57837,NA,NA,NA,NA,-38.785,NA,NA,NA,NA,NA,NA,NA
53945,3.76922,1.57773,-4.13946,NA,-91.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54137,2.39216,1.63895,-4.08614,NA,NA,NA,NA,-23.838,NA,NA,NA,NA,NA,NA,NA
54219,2.50749,0.795034,-4.70011,NA,NA,NA,NA,NA,-53.673,NA,NA,NA,NA,NA,NA
54595,2.62457,2.23399,-4.68302,NA,NA,NA,-71.401,NA,NA,NA,NA,NA,NA,NA,NA
54644,2.06735,0.434466,-4.63674,NA,NA,NA,NA,NA,NA,NA,-178.491,NA,NA,NA,NA
54959,0.630862,0.966422,-4.53331,NA,NA,NA,NA,-76.707,NA,NA,NA,NA,NA,NA,NA
55125,1.37618,2.0684,-4.67992,NA,-14.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55232,1.94457,2.13576,-3.85737,NA,NA,NA,NA,-15.975,NA,NA,NA,NA,NA,NA,NA
55551,1.67516,1.06407,-4.99618,NA,-30.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55765,2.40464,2.03828,-4.02569,NA,NA,NA,NA,-29.276,NA,NA,NA,NA,NA,NA,NA
55976,3.11628,2.48657,-4.89854,-92.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56183,3.97947,2.42861,-4.92009,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.24,NA,NA
56234,3.25379,2.75503,-4.11776,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.167,NA,NA
56478,2.58066,3.08126,-4.43873,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.339,NA,NA
56723,1.86998,3.3801,-4.00594,NA,NA,NA,NA,NA,NA,-139.694,NA,NA,NA,NA,NA
56868,1.6309,1.66689,-3.27665,-48.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57094,1.20266,2.43865,-3.21261,NA,NA,NA,NA,-56.368,NA,NA,NA,NA,NA,NA,NA
57258,2.24275,2.57468,-4.74625,NA,NA,NA,NA,NA,-40.59,NA,NA,NA,NA,NA,NA
57527,2.2658,2.39151,-4.78737,NA,NA,NA,NA,-27.136,NA,NA,NA,NA,NA,NA,NA
57750,2.11554,3.19131,-4.83483,NA,NA,NA,NA,NA,-67.939,NA,NA,NA,NA,NA,NA
57870,0.977361,2.19586,-4.35515,NA,NA,NA,NA,NA,-28.987,NA,NA,NA,NA,NA,NA
58030,1.97521,2.28426,-4.18097,NA,NA,NA,-57.09,NA,NA,NA,NA,NA,NA,NA,NA
58312,1.72774,1.40708,-2.80756,NA,NA,NA,NA,NA,-82.309,NA,NA,NA,NA,NA,NA
58403,1.53004,0.91857,-3.64006,NA,NA,NA,NA,NA,-53.494,NA,NA,NA,NA,NA,NA
58676,3.26756,0.359164,-4.8854,NA,NA,NA,NA,NA,NA,NA,-243.213,NA,NA,NA,NA
58879,3.26318,1.30454,-4.79016,NA,-61.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59018,2.45123,0.848225,-4.94877,NA,-50.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59249,1.92684,0.585021,-4.57278,NA,NA,NA,NA,-57.739,NA,NA,NA,NA,NA,NA,NA
59515,2.30654,1.33356,-4.6236,NA,NA,NA,NA,-27.693,NA,NA,NA,NA,NA,NA,NA
59735,2.39355,2.11491,-4.90261,NA,NA,NA,NA,NA,NA,-104.695,NA,NA,NA,NA,NA
59806,1.0241,1.61452,-4.5231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.796,NA
60168,2.39243,0.691024,-4.79215,NA,NA,-72.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
60209,1.05811,1.3968,-4.56126,NA,NA,NA,NA,-29.545,NA,NA,NA,NA,NA,NA,NA
60413,2.03029,0.606021,-4.76873,NA,NA,NA,NA,NA,-65.521,NA,NA,NA,NA,NA,NA
60729,0.541661,1.42804,-4.82294,NA,NA,NA,NA,NA,-61.934,NA,NA,NA,NA,NA,NA
60906,1.07863,1.52418,-4.46338,NA,-18.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61094,1.50706,2.03071,-4.91922,NA,NA,NA,NA,-21.882,NA,NA,NA,NA,NA,NA,NA
61391,2.02994,1.82702,-4.06456,NA,-5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61483,-0.16378,0.891411,-3.7928,NA,NA,NA,NA,NA,-178.103,NA,NA,NA,NA,NA,NA
61618,0.753747,1.34563,-4.45124,NA,NA,-73.081,NA,NA,NA,NA,NA,NA,NA,NA,NA
61803,0.788287,3.15099,-3.14322,NA,NA,NA,NA,NA,-123.702,NA,NA,NA,NA,NA,NA
62118,1.1276,1.11983,-3.85154,NA,NA,-62.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
62307,1.60194,2.13394,-2.91116,NA,-60.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62573,1.24996,3.038,-4.57585,NA,NA,-67.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
62787,1.97244,2.63344,-3.8532,NA,NA,NA,NA,NA,-40.267,NA,NA,NA,NA,NA,NA
62909,1.94179,2.68349,-4.60432,NA,-29.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63133,0.552452,2.17555,-4.31403,NA,NA,NA,-85.614,NA,NA,NA,NA,NA,NA,NA,NA
63258,1.1963,3.65831,-4.3958,NA,NA,NA,NA,NA,NA,NA,-189.576,NA,NA,NA,NA
63473,1.30064,2.17855,-4.34106,NA,NA,NA,-62.971,NA,NA,NA,NA,NA,NA,NA,NA
63730,2.06819,3.08018,-4.77452,NA,NA,NA,NA,-59.54,NA,NA,NA,NA,NA,NA,NA
63903,0.809682,1.6999,-4.29331,NA,NA,-72.365,NA,NA,NA,NA,NA,NA,NA,NA,NA
64152,1.53659,2.01209,-4.74254,NA,NA,-36.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
64212,1.66062,2.81538,-4.96596,NA,NA,NA,-78.839,NA,NA,NA,NA,NA,NA,NA,NA
64481,1.34308,3.03992,-4.90264,NA,NA,NA,-110.078,NA,NA,NA,NA,NA,NA,NA,NA
64735,1.31961,1.94845,-4.94147,NA,NA,-44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
64813,2.51452,1.74866,-4.33165,NA,-16.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65100,2.21164,2.06407,-4.91922,NA,NA,-35.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
65283,1.8676,2.2785,-4.58525,NA,NA,NA,NA,-16.915,NA,NA,NA,NA,NA,NA,NA
65401,2.1914,2.15752,-4.01214,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.334,NA,NA
65797,0.00788831,1.42239,-4.70093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-185.143,NA
65869,0.444574,1.77832,-4.59792,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.516,NA,NA
66094,1.96202,1.83206,-4.88095,NA,NA,NA,NA,NA,NA,-95.346,NA,NA,NA,NA,NA
66325,1.98255,2.56088,-4.52661,-51.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66499,1.70789,2.51158,-4.56033,NA,NA,NA,NA,NA,-22.768,NA,NA,NA,NA,NA,NA
66648,1.62904,2.2463,-4.81956,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.131,NA,NA
66839,0.878421,2.35474,-4.50021,NA,NA,NA,NA,NA,NA,-123.654,NA,NA,NA,NA,NA
67185,0.937656,3.33395,-4.15204,-90.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67358,1.19618,3.40401,-3.17423,NA,NA,NA,NA,NA,-115.105,NA,NA,NA,NA,NA,NA
67491,1.62879,2.20726,-4.18559,NA,-11.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67667,1.79671,3.40621,-4.06604,-91.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67922,1.42272,2.11316,-4.65002,NA,-13.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68117,1.22772,1.39819,-3.10351,NA,NA,NA,NA,-55.349,NA,NA,NA,NA,NA,NA,NA
68269,2.25171,1.48924,-3.89156,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.901,NA,NA
68499,1.71427,1.71926,-2.3541,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.045,NA,NA
68732,0.285643,2.09183,-3.14134,NA,NA,NA,NA,-100.312,NA,NA,NA,NA,NA,NA,NA
68937,0.333232,3.40214,-2.68715,NA,-185.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69076,1.26951,3.07786,-1.85896,NA,NA,NA,NA,-226.864,NA,NA,NA,NA,NA,NA,NA
69382,0.178039,4.72848,-3.42939,NA,NA,NA,NA,-283.476,NA,NA,NA,NA,NA,NA,NA
69563,-0.0597615,4.15644,-2.6791,NA,NA,NA,NA,-291.966,NA,NA,NA,NA,NA,NA,NA
69701,-0.643808,3.74195,-3.16155,NA,NA,NA,NA,-262.571,NA,NA,NA,NA,NA,NA,NA
69823,0.614697,4.5155,-3.95912,NA,NA,NA,NA,NA,-217.667,NA,NA,NA,NA,NA,NA
70180,1.00309,4.6503,-4.12922,-214.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70253,1.9164,1.4498,-3.54416,NA,NA,-53.422,NA,NA,NA,NA,NA,NA,NA,NA,NA
70569,1.84444,2.40969,-4.68042,NA,NA,-42.216,NA,NA,NA,NA,NA,NA,NA,NA,NA
70675,2.96041,2.36737,-3.35204,NA,NA,NA,NA,NA,-76.411,NA,NA,NA,NA,NA,NA
70932,2.80224,1.11676,-2.96287,NA,NA,NA,NA,NA,NA,NA,-189.17,NA,NA,NA,NA
71119,3.02347,0.934006,-3.51816,NA,NA,-93.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
71281,3.66351,1.77513,-2.47843,NA,NA,NA,NA,NA,NA,NA,-239.803,NA,NA,NA,NA
71519,2.72068,4.55666,-4.30318,NA,NA,-226.127,NA,NA,NA,NA,NA,NA,NA,NA,NA
71756,2.26357,4.43305,-3.53377,NA,NA,-203.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
71989,2.83519,2.46686,-2.75135,NA,NA,NA,NA,NA,NA,NA,-175.554,NA,NA,NA,NA
72128,1.86185,1.98914,-3.96056,NA,NA,-25.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
72343,2.84509,3.28409,-4.96781,NA,-92.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72520,1.81229,3.56216,-4.12463,NA,NA,NA,NA,NA,NA,-158.989,NA,NA,NA,NA,NA
72785,1.74165,3.02856,-4.78462,-78.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72908,0.129754,2.41175,-3.62691,NA,NA,NA,NA,NA,-100.91,NA,NA,NA,NA,NA,NA
73190,0.295363,2.24134,-4.17753,NA,NA,-79.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
73271,1.43063,1.21231,-3.98849,NA,-16.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73594,1.56711,1.59065,-2.64912,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.235,NA,NA
73791,0.986505,1.22661,-3.33145,-73.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73902,1.19942,1.92147,-4.69116,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.38,NA,NA
74134,-0.439083,2.28045,-4.40182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-224.893,NA
74291,0.741448,0.807054,-3.68749,-106.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578,1.07121,1.31909,-4.38278,-52.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74690,1.50149,1.68309,-4.19054,-20.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74894,1.13978,1.94908,-4.9689,NA,NA,NA,NA,-27.035,NA,NA,NA,NA,NA,NA,NA
75178,1.03945,2.53126,-3.92241,NA,NA,NA,NA,NA,-42.465,NA,NA,NA,NA,NA,NA
75272,-0.043824,3.29805,-4.15645,NA,NA,-174.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
75433,1.16498,2.95906,-4.97284,NA,-56.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75715,1.13786,2.22015,-4.88406,NA,NA,-45.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
75834,0.787913,1.97499,-4.05317,NA,-33.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76100,1.49646,1.86855,-4.72097,NA,NA,NA,NA,-11.708,NA,NA,NA,NA,NA,NA,NA
76201,0.29013,0.865624,-3.70207,NA,NA,NA,NA,-121.907,NA,NA,NA,NA,NA,NA,NA
76403,0.660292,1.53155,-4.7956,-67.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76642,1.82485,1.63995,-3.58384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.304,NA
76863,1.01694,3.76693,-3.46406,NA,NA,NA,NA,NA,NA,-192.984,NA,NA,NA,NA,NA
77062,2.71284,2.76447,-4.05702,NA,NA,NA,NA,NA,NA,-137.917,NA,NA,NA,NA,NA
77316,2.7393,1.95405,-3.89986,NA,NA,NA,NA,NA,NA,-116.892,NA,NA,NA,NA,NA
77543,3.57387,1.33173,-3.49627,-140.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77718,2.75891,0.678132,-4.97269,-82.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77837,1.66584,1.72155,-3.90931,NA,-6.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78022,2.05319,2.15293,-4.32231,NA,-10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78278,3.21783,1.47372,-4.63821,-77.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78575,3.11555,1.05346,-4.95148,-83.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78727,2.54797,1.18494,-3.20708,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.632,NA,NA
78885,1.2974,1.74755,-3.36951,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.18,NA,NA
79172,1.1837,2.73727,-4.56439,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.394,NA,NA
79375,2.13072,2.71091,-4.59447,-45.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79424,1.79545,2.2314,-4.58742,-26.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79701,2.65497,1.34987,-4.8366,NA,NA,NA,NA,NA,NA,-119.081,NA,NA,NA,NA,NA
79913,1.68758,1.38631,-4.58837,NA,NA,NA,NA,NA,NA,-80.413,NA,NA,NA,NA,NA
80111,1.81716,2.53345,-4.32037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130.752,NA
80333,2.313,3.28564,-4.28643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-187.047,NA
80542,2.64313,2.39795,-3.32308,NA,NA,NA,NA,NA,NA,-143.665,NA,NA,NA,NA,NA
80608,3.32602,1.75489,-3.73526,NA,NA,NA,NA,NA,NA,-146.26,NA,NA,NA,NA,NA
80886,2.92462,2.20653,-3.79593,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.135,NA,NA
81040,3.27931,3.92887,-4.75281,NA,NA,NA,NA,NA,NA,NA,NA,NA,-202.94,NA,NA
81214,3.55347,2.40679,-4.76539,NA,NA,NA,NA,NA,NA,NA,NA,NA,-124.54,NA,NA
81566,3.27334,2.52417,-4.35964,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.919,NA,NA
81710,3.91235,0.259857,-4.17776,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.756,NA,NA
81812,3.5286,0.665225,-4.05369,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.71,NA,NA
82051,1.7608,1.50685,-4.24611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.849,NA
82379,1.49128,1.98208,-4.73662,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.021,NA,NA
82563,0.855464,0.792604,-4.80262,NA,NA,NA,NA,NA,NA,-135.52,NA,NA,NA,NA,NA
82774,0.704685,2.67942,-4.80052,-80.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82867,0.422314,1.0129,-3.86656,-103.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83025,2.20947,2.51566,-4.58941,NA,-25.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83238,2.20064,0.761595,-4.12889,NA,NA,NA,NA,NA,NA,NA,-153.047,NA,NA,NA,NA
83487,2.11668,0.966509,-4.82032,NA,-29.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83654,1.83436,1.23781,-3.64584,NA,NA,-58.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
83950,2.16003,2.00552,-3.16033,NA,NA,NA,NA,NA,-53.894,NA,NA,NA,NA,NA,NA
84189,2.47552,1.13418,-4.79451,NA,NA,-46.614,NA,NA,NA,NA,NA,NA,NA,NA,NA
84385,2.86947,2.48546,-4.91848,NA,NA,NA,NA,-53.441,NA,NA,NA,NA,NA,NA,NA
84594,2.91076,3.7095,-4.68233,NA,NA,NA,NA,NA,NA,NA,NA,NA,-179.853,NA,NA
84778,1.96302,4.03182,-4.47594,NA,NA,-134.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
84858,0.485197,1.64476,-4.80926,NA,NA,NA,NA,NA,-64.299,NA,NA,NA,NA,NA,NA
85050,0.967996,1.33156,-4.55749,NA,NA,-61.941,NA,NA,NA,NA,NA,NA,NA,NA,NA
85335,0.853947,0.938574,-3.55639,NA,NA,-119.702,NA,NA,NA,NA,NA,NA,NA,NA,NA
85415,1.17748,1.9345,-2.90801,NA,-64.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85654,1.50666,2.39179,-3.07989,NA,-57.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85963,2.40461,2.27383,-4.86778,NA,NA,NA,NA,NA,-28.417,NA,NA,NA,NA,NA,NA
86137,2.66025,0.926597,-4.12299,NA,NA,-60.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
86370,2.7731,0.799797,-4.38133,NA,NA,NA,NA,NA,-58.212,NA,NA,NA,NA,NA,NA
86576,2.17743,1.33604,-4.20106,NA,NA,NA,NA,-18.767,NA,NA,NA,NA,NA,NA,NA
86647,3.25484,2.00646,-4.43234,NA,NA,NA,NA,NA,-57.023,NA,NA,NA,NA,NA,NA
86990,2.97184,1.98247,-4.51735,NA,NA,NA,NA,NA,-46.157,NA,NA,NA,NA,NA,NA
87119,2.38943,2.00359,-4.61968,-40.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87386,3.95402,1.4783,-4.83917,NA,NA,NA,NA,NA,NA,-189.159,NA,NA,NA,NA,NA
87533,4.21326,1.04957,-4.48349,NA,NA,NA,NA,NA,NA,-230.368,NA,NA,NA,NA,NA
87700,2.35911,2.19895,-3.94158,NA,NA,NA,NA,NA,NA,-112.905,NA,NA,NA,NA,NA
87867,0.493187,3.12545,-4.67479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-204.891,NA
88009,2.40776,1.27146,-4.26439,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.75,NA,NA
88245,1.79988,0.707524,-4.72051,NA,NA,NA,NA,NA,NA,-131.738,NA,NA,NA,NA,NA
88592,1.08004,2.79837,-4.59286,-55.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88749,1.3036,2.67072,-3.99553,-58.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88953,2.29993,2.08686,-4.95121,NA,NA,NA,NA,NA,NA,-102.079,NA,NA,NA,NA,NA
89026,1.55171,2.29521,-4.55679,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.273,NA,NA
89256,2.31938,1.92892,-4.03351,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.088,NA,NA
89536,1.45742,2.02851,-4.83653,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.548,NA,NA
89697,1.22307,2.21741,-4.87032,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.725,NA,NA
89841,1.36185,2.15726,-4.82939,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.213,NA,NA
90089,2.20331,2.76509,-4.07158,-66.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90249,1.87233,2.46079,-4.38353,NA,NA,NA,NA,NA,NA,-92.805,NA,NA,NA,NA,NA
90595,1.16639,3.24491,-3.89044,-88.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90645,1.64913,3.80883,-3.9842,-122.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90906,1.01246,3.76392,-4.97454,-141.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91133,2.12872,4.25334,-4.07118,-173.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91318,2.12164,2.80207,-4.82299,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.042,NA,NA
91511,2.8029,2.7397,-4.46702,NA,NA,NA,NA,-62.827,NA,NA,NA,NA,NA,NA,NA
91795,2.66222,2.29676,-3.85896,NA,-37.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91839,0.533835,2.64856,-4.68954,NA,-60.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92057,2.08089,4.30686,-4.4788,NA,NA,NA,NA,-158.043,NA,NA,NA,NA,NA,NA,NA
92248,1.22699,2.53559,-4.91242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.237,NA
92479,2.28388,2.07506,-3.4051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.318,NA
92756,1.67837,2.11014,-3.75235,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.73,NA,NA
92812,0.842047,1.52778,-4.0713,-62.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93059,1.80392,3.0754,-3.63877,NA,NA,NA,NA,-66.855,NA,NA,NA,NA,NA,NA,NA
93368,2.39795,0.920925,-3.57927,-73.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93440,1.97912,2.58638,-3.34625,NA,-48.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93693,0.960268,2.77901,-3.28366,NA,NA,NA,NA,NA,-86.049,NA,NA,NA,NA,NA,NA
93836,0.69899,3.24978,-3.60836,NA,NA,NA,NA,-97.39,NA,NA,NA,NA,NA,NA,NA
94019,1.3221,2.45855,-4.9765,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.347,NA,NA
94371,1.41974,2.21643,-3.67687,NA,NA,NA,NA,-33.023,NA,NA,NA,NA,NA,NA,NA
94411,2.50125,2.41293,-4.94795,-59.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94685,2.59549,1.61721,-4.85068,-39.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94978,3.0827,1.35477,-4.43496,NA,NA,NA,NA,NA,NA,-113.925,NA,NA,NA,NA,NA
95069,2.85837,1.59724,-4.58027,NA,NA,NA,NA,NA,NA,-123.745,NA,NA,NA,NA,NA
95328,2.90521,1.85475,-4.64151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.628,NA
95596,2.25895,3.46071,-4.26266,NA,NA,NA,NA,NA,NA,-152.35,NA,NA,NA,NA,NA
95717,3.3201,2.50143,-4.2125,-96.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95896,2.01237,1.89078,-4.48026,NA,-6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96006,2.42535,1.8049,-4.56553,-35.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96257,2.55587,2.29701,-4.90156,-53.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96441,4.36381,2.65036,-4.4379,NA,NA,NA,NA,-175.377,NA,NA,NA,NA,NA,NA,NA
96769,1.93547,2.67408,-3.51134,NA,-44.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96934,1.75113,1.87715,-3.17759,NA,-39.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
