id,x0,x1,x2,fitness-2,fitness-2.5,fitness-3,fitness-1.5,fitness-3.5,fitness-4,fitness-4.5,fitness-1,fitness-0.5,fitness-5
54393,2.10695,2.6809,-4.01788,NA,-31.523,NA,NA,NA,NA,NA,NA,NA,NA
54403,1.31681,3.34698,-4.81959,-82.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
54646,1.80417,2.6618,-4.38127,-27.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
54884,1.28008,2.05784,-4.69736,-25.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
55019,1.05368,1.4644,-4.56752,NA,-22.298,NA,NA,NA,NA,NA,NA,NA,NA
55267,3.40685,1.71635,-4.39053,NA,NA,-68.446,NA,NA,NA,NA,NA,NA,NA
55424,2.48961,1.26455,-3.77713,NA,NA,-34.351,NA,NA,NA,NA,NA,NA,NA
55671,3.26445,0.848665,-4.96964,NA,NA,-84.491,NA,NA,NA,NA,NA,NA,NA
55826,3.11957,1.24577,-4.12475,NA,-51.885,NA,NA,NA,NA,NA,NA,NA,NA
56051,1.72728,1.21899,-4.98864,NA,-22.525,NA,NA,NA,NA,NA,NA,NA,NA
56247,2.40875,1.4592,-4.26446,NA,-14.037,NA,NA,NA,NA,NA,NA,NA,NA
56548,1.8733,0.756957,-3.15418,-84.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
56646,2.68324,1.17464,-4.56992,NA,NA,-34.667,NA,NA,NA,NA,NA,NA,NA
56926,2.33903,0.648243,-3.49246,NA,NA,-74.994,NA,NA,NA,NA,NA,NA,NA
57014,0.825328,1.50657,-4.49539,NA,NA,NA,NA,-49.464,NA,NA,NA,NA,NA
57335,1.55872,1.11376,-3.96638,NA,-18.009,NA,NA,NA,NA,NA,NA,NA,NA
57442,1.85747,2.1651,-3.79592,-18.184,NA,NA,NA,NA,NA,NA,NA,NA,NA
57746,2.85563,1.00073,-4.94681,-61.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
57895,1.9649,2.08944,-4.69331,-19.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
58186,1.78626,2.79571,-3.94515,NA,-35.763,NA,NA,NA,NA,NA,NA,NA,NA
58375,2.24264,2.8711,-3.39126,NA,NA,-67.886,NA,NA,NA,NA,NA,NA,NA
58496,0.178313,0.993327,-3.6874,NA,-118.856,NA,NA,NA,NA,NA,NA,NA,NA
58678,1.91258,1.61479,-4.28664,-5.852,NA,NA,NA,NA,NA,NA,NA,NA,NA
58922,1.73904,2.13319,-4.88355,NA,NA,NA,-45.974,NA,NA,NA,NA,NA,NA
59098,1.87825,1.20409,-3.6158,NA,-25.25,NA,NA,NA,NA,NA,NA,NA,NA
59324,1.27327,1.23281,-3.78637,NA,NA,NA,NA,-42.3,NA,NA,NA,NA,NA
59445,1.21494,1.42685,-3.7861,NA,NA,-29.225,NA,NA,NA,NA,NA,NA,NA
59716,1.25435,0.857241,-4.52794,NA,-48.003,NA,NA,NA,NA,NA,NA,NA,NA
59820,1.64542,1.06233,-3.67863,NA,NA,NA,NA,-48.752,NA,NA,NA,NA,NA
60098,1.31782,1.20285,-4.26051,-19.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
60342,0.536701,1.00848,-4.24004,NA,-81.522,NA,NA,NA,NA,NA,NA,NA,NA
60597,1.0665,1.64371,-3.46692,NA,NA,-45.309,NA,NA,NA,NA,NA,NA,NA
60680,0.693844,2.08155,-4.8472,NA,NA,NA,NA,-61.669,NA,NA,NA,NA,NA
60849,1.90169,1.25843,-4.5687,NA,NA,NA,NA,-29.406,NA,NA,NA,NA,NA
61119,1.49814,1.5738,-3.77836,NA,NA,-15.985,NA,NA,NA,NA,NA,NA,NA
61311,1.96799,1.76613,-4.26864,NA,NA,NA,NA,NA,-45.666,NA,NA,NA,NA
61600,2.78875,2.58394,-4.62121,NA,NA,NA,NA,-57.934,NA,NA,NA,NA,NA
61651,2.95721,2.36471,-4.61726,NA,NA,NA,NA,-75.42,NA,NA,NA,NA,NA
61835,1.41553,2.31547,-4.57475,NA,NA,NA,NA,-44.828,NA,NA,NA,NA,NA
62067,2.18587,0.953974,-4.92281,NA,-37.026,NA,NA,NA,NA,NA,NA,NA,NA
62261,1.23471,2.13822,-4.67707,NA,NA,NA,-36.922,NA,NA,NA,NA,NA,NA
62417,1.5416,2.144,-3.57854,-28.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
62624,1.77704,4.10719,-3.25494,-163.336,NA,NA,NA,NA,NA,NA,NA,NA,NA
62939,1.98995,2.85803,-3.65,-51.157,NA,NA,NA,NA,NA,NA,NA,NA,NA
63018,1.73111,2.26462,-3.50239,NA,-29.215,NA,NA,NA,NA,NA,NA,NA,NA
63277,2.43447,1.3192,-2.66942,NA,NA,-103.11,NA,NA,NA,NA,NA,NA,NA
63530,1.87999,2.12217,-4.18969,NA,NA,NA,NA,-23.004,NA,NA,NA,NA,NA
63696,2.47368,2.09557,-4.14012,NA,NA,NA,NA,-35.038,NA,NA,NA,NA,NA
63903,2.75947,2.47524,-4.72578,NA,NA,-49.748,NA,NA,NA,NA,NA,NA,NA
64166,3.73374,1.54194,-4.43307,NA,-87.201,NA,NA,NA,NA,NA,NA,NA,NA
64364,2.49099,3.34223,-3.5922,NA,-92.307,NA,NA,NA,NA,NA,NA,NA,NA
64408,2.48922,1.48188,-3.56164,NA,NA,NA,NA,-54.236,NA,NA,NA,NA,NA
64690,1.6497,1.88777,-4.73786,-11.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
64950,2.04517,2.46276,-4.36993,NA,-19.567,NA,NA,NA,NA,NA,NA,NA,NA
65054,2.32368,2.32499,-4.48211,NA,NA,NA,-39.034,NA,NA,NA,NA,NA,NA
65379,1.92341,1.25733,-3.98956,NA,-10.53,NA,NA,NA,NA,NA,NA,NA,NA
65401,1.65462,1.90782,-3.86602,-16.291,NA,NA,NA,NA,NA,NA,NA,NA,NA
65742,1.98954,1.26441,-4.47155,-11.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
65870,1.5581,2.39357,-4.91696,NA,NA,NA,-37.199,NA,NA,NA,NA,NA,NA
66028,1.76386,2.25185,-4.33302,-22.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
66356,1.11767,2.52125,-4.77691,NA,NA,-36.213,NA,NA,NA,NA,NA,NA,NA
66582,2.66239,1.72827,-4.64186,NA,-24.939,NA,NA,NA,NA,NA,NA,NA,NA
66705,2.70184,0.940049,-4.23534,-50.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
66826,2.10792,1.70713,-4.82321,NA,NA,NA,NA,-41.337,NA,NA,NA,NA,NA
67053,2.43278,1.86644,-4.52695,NA,NA,NA,NA,-36.791,NA,NA,NA,NA,NA
67239,1.7272,1.96447,-4.28398,NA,NA,NA,NA,-23.871,NA,NA,NA,NA,NA
67445,1.65125,1.1747,-4.64133,NA,NA,-16.574,NA,NA,NA,NA,NA,NA,NA
67729,0.996822,1.77821,-3.90593,-28.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
67999,0.649629,0.956357,-4.60839,NA,-79.355,NA,NA,NA,NA,NA,NA,NA,NA
68030,1.19054,0.665257,-4.47923,NA,-70.926,NA,NA,NA,NA,NA,NA,NA,NA
68363,1.03489,2.03646,-4.06251,NA,-23.333,NA,NA,NA,NA,NA,NA,NA,NA
68487,1.11824,2.12541,-4.11075,NA,NA,-31.649,NA,NA,NA,NA,NA,NA,NA
68767,2.21474,1.1241,-4.58373,-33.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
68861,2.59063,1.20676,-4.00491,-35.923,NA,NA,NA,NA,NA,NA,NA,NA,NA
69141,3.15934,1.79098,-4.87218,NA,NA,NA,-73.473,NA,NA,NA,NA,NA,NA
69205,1.78823,2.37558,-3.5719,NA,NA,-35.303,NA,NA,NA,NA,NA,NA,NA
69594,1.70973,1.43963,-2.71323,NA,NA,NA,NA,-91.497,NA,NA,NA,NA,NA
69742,1.77718,2.64111,-3.55496,NA,NA,-43.989,NA,NA,NA,NA,NA,NA,NA
69822,2.98732,2.98003,-4.80948,NA,-75.652,NA,NA,NA,NA,NA,NA,NA,NA
70121,2.57164,3.06002,-4.9699,-68.514,NA,NA,NA,NA,NA,NA,NA,NA,NA
70337,2.77048,3.43795,-4.94971,-100.122,NA,NA,NA,NA,NA,NA,NA,NA,NA
70571,2.75455,1.95361,-4.74842,-32.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
70694,1.99023,2.00573,-4.85186,NA,-13.122,NA,NA,NA,NA,NA,NA,NA,NA
70907,0.884918,1.2748,-4.77751,-51.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
71096,0.673563,1.91469,-4.67006,NA,-38.486,NA,NA,NA,NA,NA,NA,NA,NA
71362,0.896798,1.79173,-4.65149,NA,NA,NA,-45.204,NA,NA,NA,NA,NA,NA
71434,1.22393,2.79393,-4.93796,-54.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
71691,1.84932,2.06822,-4.05751,NA,-9.011,NA,NA,NA,NA,NA,NA,NA,NA
71804,1.81588,0.916023,-4.31212,NA,-24.55,NA,NA,NA,NA,NA,NA,NA,NA
72091,2.70135,1.51054,-3.87599,NA,-30.977,NA,NA,NA,NA,NA,NA,NA,NA
72259,3.58319,2.70862,-4.08616,-102.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
72483,2.05584,1.87623,-3.52585,NA,NA,NA,-44.494,NA,NA,NA,NA,NA,NA
72636,1.94274,2.11104,-2.76246,-78.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
72998,0.500722,2.77811,-4.13158,NA,-66.566,NA,NA,NA,NA,NA,NA,NA,NA
73112,1.58414,3.82049,-3.76323,NA,NA,-113.582,NA,NA,NA,NA,NA,NA,NA
73267,1.80675,3.11718,-3.65077,-65.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
73488,2.04678,2.29046,-3.90272,NA,NA,NA,NA,NA,-52.068,NA,NA,NA,NA
73684,1.51142,2.02161,-4.32713,NA,NA,-20.702,NA,NA,NA,NA,NA,NA,NA
73931,1.90757,1.40219,-3.68497,NA,NA,NA,NA,NA,-60.223,NA,NA,NA,NA
74076,1.44955,2.77033,-4.45052,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.939
74381,1.50705,1.31207,-4.2682,NA,NA,-20.121,NA,NA,NA,NA,NA,NA,NA
74464,0.837153,2.8262,-4.3844,-59.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
74626,0.958099,1.85616,-4.94058,-39.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
74955,0.79501,1.55686,-3.38333,-71.828,NA,NA,NA,NA,NA,NA,NA,NA,NA
75112,0.934794,1.37477,-2.9425,NA,NA,NA,-129.042,NA,NA,NA,NA,NA,NA
75268,1.54239,2.42896,-3.50616,NA,-35.095,NA,NA,NA,NA,NA,NA,NA,NA
75555,1.85984,0.884644,-3.93423,-42.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
75761,2.29411,2.19665,-4.44871,NA,-16.976,NA,NA,NA,NA,NA,NA,NA,NA
75869,1.4974,2.64804,-4.62385,NA,-28.729,NA,NA,NA,NA,NA,NA,NA,NA
76189,1.48924,2.1885,-4.79613,NA,-17.328,NA,NA,NA,NA,NA,NA,NA,NA
76313,1.08845,1.40861,-3.66152,NA,NA,-37.243,NA,NA,NA,NA,NA,NA,NA
76557,0.818156,2.28848,-4.95603,NA,NA,-43.591,NA,NA,NA,NA,NA,NA,NA
76763,1.32541,1.76187,-4.84386,-24.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
76946,2.10533,1.92082,-4.16838,-19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
77077,1.17612,2.70967,-4.03641,-44.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
77205,1.5939,2.24177,-3.91407,NA,-15.776,NA,NA,NA,NA,NA,NA,NA,NA
77524,1.6236,2.73752,-3.5182,NA,NA,-55.37,NA,NA,NA,NA,NA,NA,NA
77635,1.77552,2.78172,-3.90204,NA,NA,-46.261,NA,NA,NA,NA,NA,NA,NA
77822,1.51143,2.1775,-3.95576,NA,NA,NA,NA,-28.862,NA,NA,NA,NA,NA
78006,1.86215,3.41488,-3.75171,NA,-78.999,NA,NA,NA,NA,NA,NA,NA,NA
78363,1.37202,3.20061,-4.90053,NA,-63.52,NA,NA,NA,NA,NA,NA,NA,NA
78593,2.73665,1.9094,-3.82527,NA,NA,NA,NA,-65.651,NA,NA,NA,NA,NA
78617,1.27317,2.6193,-4.34176,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.137
78889,1.24535,2.71562,-3.08179,NA,NA,-77.891,NA,NA,NA,NA,NA,NA,NA
79061,1.62287,1.38733,-4.53896,NA,NA,NA,NA,-32.488,NA,NA,NA,NA,NA
79293,2.01974,1.97356,-4.07295,NA,NA,NA,NA,NA,-54.593,NA,NA,NA,NA
79597,0.510702,2.05002,-3.59143,NA,NA,-60.679,NA,NA,NA,NA,NA,NA,NA
79702,1.31033,1.43763,-4.01752,NA,NA,-14.567,NA,NA,NA,NA,NA,NA,NA
79806,1.72672,2.04891,-4.44142,-8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
80163,1.14086,2.09147,-4.46996,NA,-19.938,NA,NA,NA,NA,NA,NA,NA,NA
80357,2.80959,2.20634,-4.17729,-39.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
80422,2.82139,1.62988,-4.27231,-33.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
80696,3.60261,1.663,-3.56129,-98.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
80894,2.32224,2.55012,-3.91414,NA,-33.837,NA,NA,NA,NA,NA,NA,NA,NA
81067,1.62824,2.39519,-3.49279,NA,-33.962,NA,NA,NA,NA,NA,NA,NA,NA
81276,2.65549,1.46819,-3.1644,NA,NA,NA,-76.694,NA,NA,NA,NA,NA,NA
81499,1.54863,2.22877,-3.08401,NA,NA,NA,-94.999,NA,NA,NA,NA,NA,NA
81788,2.20119,2.38252,-3.59206,NA,-33.424,NA,NA,NA,NA,NA,NA,NA,NA
81942,2.37478,2.58281,-4.60983,NA,NA,-36.08,NA,NA,NA,NA,NA,NA,NA
82051,1.73149,2.36935,-3.77126,NA,-23.899,NA,NA,NA,NA,NA,NA,NA,NA
82332,1.95637,2.51656,-4.18288,NA,-21.201,NA,NA,NA,NA,NA,NA,NA,NA
82455,2.11391,2.40192,-3.9029,NA,-23.612,NA,NA,NA,NA,NA,NA,NA,NA
82768,2.15946,1.7693,-4.46614,NA,-6.415,NA,NA,NA,NA,NA,NA,NA,NA
82997,1.83209,2.3972,-3.93436,NA,NA,NA,NA,-31.942,NA,NA,NA,NA,NA
83181,1.71941,2.10904,-4.50875,NA,NA,NA,NA,-27.574,NA,NA,NA,NA,NA
83385,1.23349,2.50036,-4.63587,NA,-27.787,NA,NA,NA,NA,NA,NA,NA,NA
83599,0.868879,1.39116,-4.69822,NA,-36.543,NA,NA,NA,NA,NA,NA,NA,NA
83694,1.11235,1.16884,-4.89007,-42.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
83903,1.24021,2.83289,-4.4985,-45.838,NA,NA,NA,NA,NA,NA,NA,NA,NA
84130,2.0663,2.10973,-4.30925,NA,NA,NA,-35.702,NA,NA,NA,NA,NA,NA
84234,2.02739,2.99303,-4.2055,NA,NA,NA,NA,NA,NA,NA,-77.834,NA,NA
84453,2.35122,1.91743,-4.81451,-26.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
84680,1.76772,0.542471,-4.68707,NA,NA,NA,-98.752,NA,NA,NA,NA,NA,NA
84965,1.93478,2.19577,-3.93201,NA,NA,-16.9,NA,NA,NA,NA,NA,NA,NA
85181,0.983852,2.79095,-4.4953,NA,NA,NA,NA,-72.252,NA,NA,NA,NA,NA
85281,2.56414,1.00485,-4.69793,NA,NA,NA,NA,-48.19,NA,NA,NA,NA,NA
85413,1.3928,1.78032,-4.43501,NA,-7.707,NA,NA,NA,NA,NA,NA,NA,NA
85621,1.06481,1.12743,-4.44845,-41.179,NA,NA,NA,NA,NA,NA,NA,NA,NA
85916,0.733232,2.08128,-3.90984,NA,NA,NA,-64.385,NA,NA,NA,NA,NA,NA
86005,1.70669,2.75579,-4.39445,NA,NA,NA,NA,NA,NA,NA,-67.717,NA,NA
86224,1.82338,2.254,-4.49601,NA,NA,NA,-34.439,NA,NA,NA,NA,NA,NA
86422,1.05422,1.90125,-4.55425,NA,-20.305,NA,NA,NA,NA,NA,NA,NA,NA
86791,1.93342,1.91547,-3.86472,-12.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
86906,2.43718,1.578,-4.91478,NA,-21.754,NA,NA,NA,NA,NA,NA,NA,NA
87082,3.16763,2.17371,-4.46248,-54.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
87325,1.35594,2.771,-4.38521,NA,NA,-35.436,NA,NA,NA,NA,NA,NA,NA
87491,1.6983,3.79935,-4.06797,NA,NA,-113.013,NA,NA,NA,NA,NA,NA,NA
87642,1.6806,3.22573,-4.07914,NA,NA,-59.496,NA,NA,NA,NA,NA,NA,NA
87837,1.92232,2.58227,-4.58465,-28.183,NA,NA,NA,NA,NA,NA,NA,NA,NA
88058,1.65617,0.848629,-4.57069,-43.917,NA,NA,NA,NA,NA,NA,NA,NA,NA
88377,2.16307,1.0694,-4.4714,NA,-18.349,NA,NA,NA,NA,NA,NA,NA,NA
88595,3.28095,1.68238,-4.92049,NA,NA,NA,NA,-71.197,NA,NA,NA,NA,NA
88619,3.10776,1.31563,-4.28827,NA,-47.836,NA,NA,NA,NA,NA,NA,NA,NA
88862,2.43979,1.30725,-4.63713,NA,NA,-25.065,NA,NA,NA,NA,NA,NA,NA
89032,2.55166,1.49706,-3.60654,NA,NA,-38.057,NA,NA,NA,NA,NA,NA,NA
89316,2.53822,1.05305,-4.61076,NA,-33.248,NA,NA,NA,NA,NA,NA,NA,NA
89470,2.55549,2.2405,-4.60209,NA,NA,NA,-51.944,NA,NA,NA,NA,NA,NA
89686,2.30439,2.17144,-4.21745,NA,-16.894,NA,NA,NA,NA,NA,NA,NA,NA
89910,2.16545,0.513743,-4.96357,NA,-70.63,NA,NA,NA,NA,NA,NA,NA,NA
90199,2.98822,0.701931,-4.56675,NA,NA,NA,NA,-86.469,NA,NA,NA,NA,NA
90296,1.10027,2.10195,-4.06663,NA,NA,-26.158,NA,NA,NA,NA,NA,NA,NA
90511,1.53633,1.77018,-4.75969,NA,NA,-13.152,NA,NA,NA,NA,NA,NA,NA
90762,1.17657,1.43866,-4.8463,NA,NA,-31.117,NA,NA,NA,NA,NA,NA,NA
90967,1.43866,3.03757,-4.40005,NA,-47.521,NA,NA,NA,NA,NA,NA,NA,NA
91192,2.82325,2.48364,-4.86511,NA,NA,-53.001,NA,NA,NA,NA,NA,NA,NA
91345,2.81227,1.4264,-4.87572,NA,NA,NA,NA,-47.767,NA,NA,NA,NA,NA
91459,2.41178,2.09353,-4.66272,NA,-19.144,NA,NA,NA,NA,NA,NA,NA,NA
91763,1.63423,1.86462,-4.92907,NA,-15.186,NA,NA,NA,NA,NA,NA,NA,NA
91926,1.44287,3.34997,-4.81921,NA,-71.307,NA,NA,NA,NA,NA,NA,NA,NA
92049,1.85806,2.19118,-4.89501,-26.306,NA,NA,NA,NA,NA,NA,NA,NA,NA
92261,2.08926,2.40786,-3.95349,NA,-21.945,NA,NA,NA,NA,NA,NA,NA,NA
92559,0.160135,2.01116,-3.65268,NA,-80.87,NA,NA,NA,NA,NA,NA,NA,NA
92715,2.62387,2.29058,-4.45336,NA,-28.673,NA,NA,NA,NA,NA,NA,NA,NA
92926,2.12146,2.21553,-4.20611,NA,NA,NA,-26.692,NA,NA,NA,NA,NA,NA
93194,1.31494,2.33846,-3.5652,NA,NA,-34.565,NA,NA,NA,NA,NA,NA,NA
93284,1.58689,2.61081,-3.94547,NA,NA,-29.423,NA,NA,NA,NA,NA,NA,NA
93556,2.94486,0.386332,-3.66814,NA,NA,-111.477,NA,NA,NA,NA,NA,NA,NA
93653,2.64479,1.02068,-4.90833,-47.911,NA,NA,NA,NA,NA,NA,NA,NA,NA
93871,2.85555,1.95672,-3.29245,-66.569,NA,NA,NA,NA,NA,NA,NA,NA,NA
94060,1.02683,1.60722,-3.27711,NA,NA,-50.127,NA,NA,NA,NA,NA,NA,NA
94368,1.52315,1.50652,-4.42159,NA,NA,NA,NA,-22.328,NA,NA,NA,NA,NA
94500,1.47905,2.40215,-4.95739,NA,NA,NA,-43.21,NA,NA,NA,NA,NA,NA
94731,2.94092,1.70985,-4.00168,NA,NA,NA,NA,-55.612,NA,NA,NA,NA,NA
94841,1.10269,0.780637,-4.60652,NA,NA,NA,NA,-80.983,NA,NA,NA,NA,NA
95158,1.43869,1.6954,-3.46204,NA,NA,NA,NA,NA,-68.281,NA,NA,NA,NA
95216,2.20151,1.07377,-4.21162,NA,NA,NA,NA,NA,-55.754,NA,NA,NA,NA
95529,1.58679,2.11561,-2.9666,NA,NA,NA,NA,-74.656,NA,NA,NA,NA,NA
95668,1.69495,2.09352,-3.40486,NA,-29.875,NA,NA,NA,NA,NA,NA,NA,NA
95891,1.9597,1.10342,-4.28242,NA,-11.969,NA,NA,NA,NA,NA,NA,NA,NA
96058,2.70128,0.742636,-4.18044,NA,NA,-59.101,NA,NA,NA,NA,NA,NA,NA
96309,1.72966,1.47023,-4.43969,NA,NA,NA,NA,-33.484,NA,NA,NA,NA,NA
96590,2.20252,2.90933,-4.88743,-50.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
96738,1.64504,2.51628,-4.39381,NA,NA,-25.128,NA,NA,NA,NA,NA,NA,NA
96898,2.59304,2.95693,-4.15796,NA,NA,NA,NA,-85.57,NA,NA,NA,NA,NA
97177,2.47053,2.44701,-3.94437,NA,NA,NA,NA,-45.944,NA,NA,NA,NA,NA
97257,2.47569,2.1527,-4.96907,NA,NA,NA,NA,-42.996,NA,NA,NA,NA,NA
97541,1.61932,2.06832,-4.85166,NA,NA,-16.903,NA,NA,NA,NA,NA,NA,NA
97605,0.787263,1.86796,-4.20228,NA,-31.669,NA,NA,NA,NA,NA,NA,NA,NA
97900,1.6938,2.19864,-3.66336,NA,NA,NA,NA,-34.976,NA,NA,NA,NA,NA
98033,0.918503,2.18104,-3.66034,-42.343,NA,NA,NA,NA,NA,NA,NA,NA,NA
98363,1.57383,1.4365,-4.13001,-8.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
98422,2.34805,1.71564,-4.33191,NA,-10.993,NA,NA,NA,NA,NA,NA,NA,NA
98601,1.27923,1.93965,-4.84722,-30.107,NA,NA,NA,NA,NA,NA,NA,NA,NA
98946,2.47747,1.29694,-4.78217,NA,-23.739,NA,NA,NA,NA,NA,NA,NA,NA
99128,1.8472,0.957048,-4.90961,NA,-31.713,NA,NA,NA,NA,NA,NA,NA,NA
99245,1.53492,1.8811,-3.76901,-24.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
99545,0.428215,1.82058,-4.34816,NA,NA,NA,NA,NA,NA,NA,NA,-140.332,NA
99707,3.0656,1.54635,-4.45408,NA,NA,NA,NA,NA,NA,NA,NA,-129.961,NA
99989,2.42564,2.04596,-4.12526,NA,NA,NA,-35.269,NA,NA,NA,NA,NA,NA
100107,2.27674,2.02775,-4.19379,NA,-12.301,NA,NA,NA,NA,NA,NA,NA,NA
100269,2.04096,3.29082,-4.66211,NA,NA,-68.371,NA,NA,NA,NA,NA,NA,NA
100471,2.82936,1.77139,-4.61275,NA,NA,-40.972,NA,NA,NA,NA,NA,NA,NA
100688,2.7909,0.775042,-4.61047,NA,-60.551,NA,NA,NA,NA,NA,NA,NA,NA
100804,1.75588,1.06345,-4.47861,-18.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
101100,1.40702,1.32582,-4.23816,NA,-8.733,NA,NA,NA,NA,NA,NA,NA,NA
101388,1.11701,1.58228,-4.09254,NA,NA,-18.68,NA,NA,NA,NA,NA,NA,NA
101447,1.25874,1.51706,-4.12868,NA,NA,-18.882,NA,NA,NA,NA,NA,NA,NA
101607,1.18756,1.38347,-4.9238,NA,NA,-36.003,NA,NA,NA,NA,NA,NA,NA
101997,1.85754,1.96057,-4.51522,NA,NA,-9.844,NA,NA,NA,NA,NA,NA,NA
102003,0.798633,3.48136,-4.81582,NA,NA,NA,NA,-111.381,NA,NA,NA,NA,NA
102358,-0.132465,3.23773,-4.43685,NA,-131.181,NA,NA,NA,NA,NA,NA,NA,NA
102529,-0.0484904,3.2105,-4.66907,NA,-124.189,NA,NA,NA,NA,NA,NA,NA,NA
102752,-0.152474,2.7311,-4.30738,-122.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
102855,1.16298,2.31524,-3.75436,NA,NA,-33.947,NA,NA,NA,NA,NA,NA,NA
103096,0.150148,3.19497,-4.6298,NA,-108.964,NA,NA,NA,NA,NA,NA,NA,NA
103303,1.29772,2.70592,-4.40548,NA,-33.569,NA,NA,NA,NA,NA,NA,NA,NA
103563,1.65433,2.16523,-4.49296,-13.146,NA,NA,NA,NA,NA,NA,NA,NA,NA
103684,1.51011,2.04938,-3.65625,NA,NA,NA,NA,NA,NA,NA,-73.271,NA,NA
103915,2.33954,2.23165,-4.66704,-27.952,NA,NA,NA,NA,NA,NA,NA,NA,NA
104167,2.13194,2.87287,-4.56248,NA,NA,NA,-59.96,NA,NA,NA,NA,NA,NA
104387,2.08186,2.74738,-4.71221,NA,NA,NA,NA,-52.029,NA,NA,NA,NA,NA
104411,1.01648,1.37587,-4.48469,NA,NA,NA,NA,-38.625,NA,NA,NA,NA,NA
104705,1.28161,2.84289,-4.62009,-43.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
104854,1.77618,0.701016,-4.66547,NA,-46.504,NA,NA,NA,NA,NA,NA,NA,NA
105110,2.11451,0.906719,-4.02826,NA,-28.607,NA,NA,NA,NA,NA,NA,NA,NA
105348,1.2083,1.31262,-4.01584,NA,NA,-21.839,NA,NA,NA,NA,NA,NA,NA
105418,1.44261,2.10351,-4.06273,-13.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
105725,0.055948,1.29856,-3.47212,NA,-114.298,NA,NA,NA,NA,NA,NA,NA,NA
105921,1.43987,2.04895,-4.01447,-13.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
106072,1.65332,3.21848,-4.11346,NA,-57.901,NA,NA,NA,NA,NA,NA,NA,NA
106390,1.28121,2.6203,-4.43162,NA,NA,-35.533,NA,NA,NA,NA,NA,NA,NA
106504,1.84887,2.47838,-4.746,NA,NA,NA,-38.171,NA,NA,NA,NA,NA,NA
106710,2.23608,1.96022,-3.12745,-58.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
106880,0.473667,2.15637,-3.06007,-100.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
107156,1.45778,1.77272,-3.85274,NA,NA,NA,NA,NA,NA,NA,-81.644,NA,NA
107343,1.83894,1.5943,-3.43718,-31.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
107497,2.46071,1.39384,-4.70738,-31.092,NA,NA,NA,NA,NA,NA,NA,NA,NA
107621,2.06962,0.546126,-4.82179,NA,-63.194,NA,NA,NA,NA,NA,NA,NA,NA
107922,2.27701,1.78482,-4.46049,NA,-10.15,NA,NA,NA,NA,NA,NA,NA,NA
108083,2.80544,1.42936,-4.01846,NA,NA,-36.713,NA,NA,NA,NA,NA,NA,NA
108306,1.00581,0.704366,-4.67226,NA,NA,-76.069,NA,NA,NA,NA,NA,NA,NA
108543,1.43694,2.5479,-4.35213,NA,NA,NA,NA,-47.371,NA,NA,NA,NA,NA
