id,x0,x1,x2,fitness-3.5,fitness-2,fitness-3,fitness-2.5,fitness-1.5,fitness-1,fitness-4,fitness-0.5
61773,1.28242,1.16944,-4.26827,-47.731,NA,NA,NA,NA,NA,NA,NA
61854,1.29844,1.35973,-4.14713,NA,NA,NA,-13.355,NA,NA,NA,NA
62160,1.49504,2.15093,-4.86895,-29.653,NA,NA,NA,NA,NA,NA,NA
62394,1.83844,1.02769,-4.0201,NA,NA,-32.353,NA,NA,NA,NA,NA
62558,1.36821,0.489441,-4.7201,-94.94,NA,NA,NA,NA,NA,NA,NA
62605,1.79541,1.32622,-4.03475,-33.046,NA,NA,NA,NA,NA,NA,NA
62935,2.51598,1.91919,-3.99562,NA,-24.465,NA,NA,NA,NA,NA,NA
63180,1.61211,1.93016,-3.1099,NA,NA,-46.616,NA,NA,NA,NA,NA
63310,1.21191,1.83096,-4.53097,NA,-24.615,NA,NA,NA,NA,NA,NA
63515,2.32122,2.46551,-4.22122,NA,-27.148,NA,NA,NA,NA,NA,NA
63749,1.786,2.17695,-4.22434,NA,NA,-11.757,NA,NA,NA,NA,NA
63969,1.91994,1.67971,-4.53988,-27.249,NA,NA,NA,NA,NA,NA,NA
64164,2.00132,2.04502,-4.96577,-48.611,NA,NA,NA,NA,NA,NA,NA
64314,1.14875,1.95643,-3.9171,NA,NA,NA,-20.936,NA,NA,NA,NA
64568,2.00583,2.80022,-3.93738,NA,NA,NA,-38.006,NA,NA,NA,NA
64635,2.33745,1.82495,-3.91844,NA,-22.362,NA,NA,NA,NA,NA,NA
64820,1.40765,0.987058,-3.92166,NA,NA,-34.888,NA,NA,NA,NA,NA
65051,1.9525,1.47585,-4.50526,-20.97,NA,NA,NA,NA,NA,NA,NA
65313,1.43726,1.85509,-4.22117,NA,-8.315,NA,NA,NA,NA,NA,NA
65584,1.01501,1.05664,-4.56528,NA,-47.319,NA,NA,NA,NA,NA,NA
65617,2.41617,2.79718,-4.22331,NA,-45.58,NA,NA,NA,NA,NA,NA
65990,1.17092,2.01562,-3.82873,NA,-25.397,NA,NA,NA,NA,NA,NA
66179,1.717,1.94741,-3.88247,NA,-20.524,NA,NA,NA,NA,NA,NA
66365,2.18763,1.58618,-4.87414,NA,-15.697,NA,NA,NA,NA,NA,NA
66566,1.92597,1.10351,-4.66992,NA,NA,-18.92,NA,NA,NA,NA,NA
66644,1.98132,1.67056,-4.12753,NA,-12.441,NA,NA,NA,NA,NA,NA
66819,1.37173,1.32568,-3.67577,NA,NA,-32.068,NA,NA,NA,NA,NA
67034,1.17349,2.06163,-4.559,-31.431,NA,NA,NA,NA,NA,NA,NA
67263,0.961211,2.11578,-4.21339,NA,NA,NA,-24.99,NA,NA,NA,NA
67544,1.77922,1.78464,-4.07761,NA,NA,NA,-2.9,NA,NA,NA,NA
67634,2.03008,2.15398,-4.64302,NA,NA,NA,-13.315,NA,NA,NA,NA
67998,2.89737,0.949776,-4.15682,NA,NA,NA,-51.846,NA,NA,NA,NA
68161,1.87649,1.88241,-4.01289,NA,NA,-17.877,NA,NA,NA,NA,NA
68213,2.64398,1.49348,-3.98043,NA,NA,NA,-26.399,NA,NA,NA,NA
68456,2.43905,1.46744,-4.17053,NA,-18.82,NA,NA,NA,NA,NA,NA
68797,2.34181,1.86668,-4.26887,NA,NA,NA,-12.49,NA,NA,NA,NA
68984,1.53503,1.40903,-4.17478,NA,NA,-8.543,NA,NA,NA,NA,NA
69019,0.908585,1.71987,-4.41253,NA,NA,NA,-26.192,NA,NA,NA,NA
69238,1.66896,2.08618,-4.71267,NA,NA,-17.691,NA,NA,NA,NA,NA
69496,1.81501,0.848035,-4.5152,NA,NA,NA,-30.529,NA,NA,NA,NA
69715,2.10054,1.51846,-4.14768,NA,NA,NA,-6.609,NA,NA,NA,NA
69824,2.09764,2.52766,-4.81456,NA,-32.6,NA,NA,NA,NA,NA,NA
70078,2.48966,2.01685,-4.23719,NA,-23.163,NA,NA,NA,NA,NA,NA
70361,1.9094,1.80302,-4.7019,NA,NA,NA,NA,-29.494,NA,NA,NA
70599,2.25569,1.55118,-4.92813,NA,NA,-21.923,NA,NA,NA,NA,NA
70781,1.7681,1.03847,-3.61859,NA,NA,NA,NA,NA,NA,-80.712,NA
70889,2.11534,0.782536,-4.21737,NA,-48.575,NA,NA,NA,NA,NA,NA
71082,1.6581,1.62145,-4.7691,NA,-14.006,NA,NA,NA,NA,NA,NA
71280,0.961107,1.92708,-4.73962,NA,-29.533,NA,NA,NA,NA,NA,NA
71568,1.8833,1.91716,-4.47453,NA,NA,-12.912,NA,NA,NA,NA,NA
71602,1.37471,2.28601,-4.02178,NA,NA,NA,NA,-41.42,NA,NA,NA
71897,2.0887,2.3597,-4.98181,NA,NA,NA,-26.795,NA,NA,NA,NA
72016,2.01326,2.96631,-3.41431,NA,NA,-67.503,NA,NA,NA,NA,NA
72261,2.02012,1.83418,-4.22336,NA,NA,NA,-4.055,NA,NA,NA,NA
72403,2.56638,2.06887,-3.6457,NA,-43.268,NA,NA,NA,NA,NA,NA
72628,1.71813,1.4765,-4.56722,NA,NA,-6.309,NA,NA,NA,NA,NA
72946,2.3218,1.72347,-4.12077,NA,NA,-12.453,NA,NA,NA,NA,NA
73113,1.84366,2.90237,-3.71454,NA,NA,-48.114,NA,NA,NA,NA,NA
73260,3.00618,1.86125,-3.97254,NA,NA,NA,-43.505,NA,NA,NA,NA
73442,3.11782,1.54923,-4.42726,NA,NA,NA,-45.77,NA,NA,NA,NA
73795,2.24598,1.15484,-4.42013,NA,-32.033,NA,NA,NA,NA,NA,NA
73925,1.63312,0.587244,-4.82233,NA,NA,NA,NA,-93.027,NA,NA,NA
74089,2.00247,1.01151,-3.72845,NA,NA,NA,NA,-55.693,NA,NA,NA
74324,1.63643,1.42621,-4.04605,NA,NA,NA,-4.573,NA,NA,NA,NA
74401,2.81131,2.25778,-4.81436,NA,NA,-40.497,NA,NA,NA,NA,NA
74787,1.59254,2.45988,-4.58671,NA,NA,NA,-19.999,NA,NA,NA,NA
74820,1.02397,2.21912,-4.52265,NA,NA,-31.445,NA,NA,NA,NA,NA
75045,1.52115,1.62928,-4.47917,NA,NA,NA,-3.048,NA,NA,NA,NA
75315,1.31536,1.97298,-4.06852,NA,NA,NA,NA,-29.214,NA,NA,NA
75453,2.22047,1.51082,-3.66477,NA,-33.876,NA,NA,NA,NA,NA,NA
75753,1.37432,1.62952,-3.96944,NA,NA,NA,NA,-29.981,NA,NA,NA
75803,2.348,2.24467,-3.58043,NA,-34.876,NA,NA,NA,NA,NA,NA
76040,1.84019,1.55905,-4.45546,NA,-5.095,NA,NA,NA,NA,NA,NA
76297,1.25151,1.59097,-3.89042,NA,NA,NA,-17.258,NA,NA,NA,NA
76499,1.56225,2.81734,-4.98426,NA,NA,NA,NA,-56.264,NA,NA,NA
76713,0.864837,1.92246,-4.81806,NA,NA,NA,-32.673,NA,NA,NA,NA
76982,1.19357,1.76629,-4.85409,NA,NA,-27.71,NA,NA,NA,NA,NA
77069,3.08824,1.73758,-4.96426,NA,NA,-52.051,NA,NA,NA,NA,NA
77362,2.41492,1.44761,-3.43345,-54.132,NA,NA,NA,NA,NA,NA,NA
77550,2.35374,2.02203,-3.76719,NA,NA,NA,-22.284,NA,NA,NA,NA
77680,2.23156,2.37445,-4.37027,NA,NA,NA,-20.36,NA,NA,NA,NA
77921,1.7711,2.07403,-4.53261,NA,NA,-13.292,NA,NA,NA,NA,NA
78048,2.95613,2.24886,-4.04413,NA,NA,-57.664,NA,NA,NA,NA,NA
78322,2.07835,1.88574,-4.04088,NA,NA,NA,-7.398,NA,NA,NA,NA
78459,2.50293,1.32048,-4.00751,NA,-33.906,NA,NA,NA,NA,NA,NA
78782,1.64495,1.04704,-4.7546,NA,NA,NA,-23.097,NA,NA,NA,NA
78946,2.13663,0.999563,-4.26329,NA,NA,NA,-19.926,NA,NA,NA,NA
79104,2.62015,1.24694,-4.07115,NA,NA,NA,-28.829,NA,NA,NA,NA
79320,2.31925,1.72746,-4.91281,NA,-26.859,NA,NA,NA,NA,NA,NA
79520,3.2528,1.50165,-4.83626,NA,NA,NA,-57.115,NA,NA,NA,NA
79775,2.12357,1.04717,-3.9663,NA,-29.862,NA,NA,NA,NA,NA,NA
79820,2.23492,1.9117,-4.36056,NA,NA,-13.056,NA,NA,NA,NA,NA
80026,1.08245,2.00466,-4.19611,NA,NA,-23.095,NA,NA,NA,NA,NA
80280,2.26717,1.45605,-4.67831,NA,NA,-18.152,NA,NA,NA,NA,NA
80538,2.39987,2.57234,-4.74624,NA,NA,-39.134,NA,NA,NA,NA,NA
80741,2.1939,1.2101,-4.81662,NA,NA,-20.266,NA,NA,NA,NA,NA
80806,1.59483,1.99423,-4.01632,NA,-10.442,NA,NA,NA,NA,NA,NA
81030,2.24734,2.42224,-4.46938,NA,NA,NA,NA,-40.035,NA,NA,NA
81316,2.28322,1.80404,-4.29983,NA,NA,NA,NA,-23.537,NA,NA,NA
81592,1.1823,0.817477,-4.11282,NA,NA,NA,-58.507,NA,NA,NA,NA
81661,1.27832,2.40234,-4.45415,NA,NA,-23.748,NA,NA,NA,NA,NA
81958,2.24306,2.58078,-4.0574,NA,NA,-37.873,NA,NA,NA,NA,NA
82050,2.81033,1.67479,-4.66262,NA,NA,-36.282,NA,NA,NA,NA,NA
82360,2.73609,2.07963,-4.87673,-50.972,NA,NA,NA,NA,NA,NA,NA
82548,1.83721,1.25482,-4.28842,NA,NA,-8.966,NA,NA,NA,NA,NA
82741,1.6696,1.42116,-3.97546,NA,NA,NA,-5.73,NA,NA,NA,NA
82876,0.859899,1.08066,-4.0981,NA,NA,NA,NA,-85.13,NA,NA,NA
83145,2.10304,1.34981,-4.19682,NA,NA,NA,NA,-43.623,NA,NA,NA
83354,2.33703,2.06871,-4.95077,NA,NA,NA,-22.83,NA,NA,NA,NA
83434,1.8092,1.06494,-4.21403,NA,NA,NA,-13.507,NA,NA,NA,NA
83767,1.56315,2.00814,-4.20754,NA,NA,NA,-8.035,NA,NA,NA,NA
83836,2.2225,2.45782,-4.87612,NA,-33.908,NA,NA,NA,NA,NA,NA
84027,1.86015,1.52874,-4.21847,NA,-3.347,NA,NA,NA,NA,NA,NA
84321,1.63875,1.56701,-4.63938,NA,-7.161,NA,NA,NA,NA,NA,NA
84575,1.83361,1.75002,-4.20838,NA,NA,-10.009,NA,NA,NA,NA,NA
84656,2.9029,2.05412,-4.78684,NA,NA,-49.654,NA,NA,NA,NA,NA
84820,1.55108,1.91401,-4.11878,NA,NA,-10.306,NA,NA,NA,NA,NA
85039,1.16122,2.58387,-4.229,NA,NA,-34.29,NA,NA,NA,NA,NA
85353,2.11649,2.22262,-4.34349,NA,-22.887,NA,NA,NA,NA,NA,NA
85428,1.42838,1.47024,-4.69601,NA,NA,NA,-11.714,NA,NA,NA,NA
85763,2.03815,1.32664,-4.32999,NA,NA,NA,-5.447,NA,NA,NA,NA
85961,1.99938,2.01006,-4.6964,NA,NA,NA,-10.131,NA,NA,NA,NA
86141,2.88518,1.16505,-4.63906,NA,NA,NA,-42.497,NA,NA,NA,NA
86239,2.17812,1.18033,-4.40735,NA,NA,NA,NA,-41.651,NA,NA,NA
86422,1.8676,1.41452,-4.00494,NA,NA,NA,-6.323,NA,NA,NA,NA
86601,1.82361,2.16299,-3.98926,NA,-14.855,NA,NA,NA,NA,NA,NA
86837,1.4122,1.87383,-4.45498,NA,-9.312,NA,NA,NA,NA,NA,NA
87147,1.2744,2.26442,-4.54598,NA,NA,-24.287,NA,NA,NA,NA,NA
87380,2.03542,1.69746,-4.18202,NA,NA,NA,-4.3,NA,NA,NA,NA
87422,1.91042,2.25305,-3.83206,NA,NA,NA,-18.701,NA,NA,NA,NA
87645,1.81047,1.3694,-4.70272,NA,NA,NA,-8.774,NA,NA,NA,NA
87977,1.89102,2.40607,-3.92462,NA,NA,-22.301,NA,NA,NA,NA,NA
88136,2.54189,2.11831,-4.94225,NA,-31.384,NA,NA,NA,NA,NA,NA
88312,2.79427,2.45078,-3.95683,NA,NA,-47.236,NA,NA,NA,NA,NA
88403,1.86377,1.59531,-4.55283,-18.817,NA,NA,NA,NA,NA,NA,NA
88697,1.87251,2.28096,-4.06556,-34.424,NA,NA,NA,NA,NA,NA,NA
88946,1.40818,2.32864,-4.51392,-33.248,NA,NA,NA,NA,NA,NA,NA
89133,2.04542,2.31243,-4.39888,NA,NA,-17.781,NA,NA,NA,NA,NA
89328,1.26877,1.63588,-4.43941,-37.592,NA,NA,NA,NA,NA,NA,NA
89470,1.78488,1.94014,-4.95792,NA,NA,NA,-14.355,NA,NA,NA,NA
89708,1.44019,2.08959,-3.81126,-29.933,NA,NA,NA,NA,NA,NA,NA
89935,1.35135,1.68069,-3.82577,NA,NA,-21.457,NA,NA,NA,NA,NA
90153,1.67975,1.69712,-4.25633,-26.621,NA,NA,NA,NA,NA,NA,NA
90210,1.76635,1.84834,-4.61811,-26.028,NA,NA,NA,NA,NA,NA,NA
90544,2.07091,1.85004,-3.87409,NA,-21.775,NA,NA,NA,NA,NA,NA
90618,1.78412,1.39075,-4.4647,NA,NA,-7.179,NA,NA,NA,NA,NA
90976,2.08675,1.64141,-4.12552,NA,NA,NA,-5.045,NA,NA,NA,NA
91061,1.96647,1.08625,-4.96706,NA,-29.877,NA,NA,NA,NA,NA,NA
91282,1.80301,1.56378,-4.55348,NA,-15.744,NA,NA,NA,NA,NA,NA
91565,2.21962,2.30552,-4.78893,NA,NA,NA,-22.667,NA,NA,NA,NA
91740,2.24746,2.5428,-4.2509,NA,NA,-38.013,NA,NA,NA,NA,NA
91849,2.45246,2.30929,-4.29959,-46.46,NA,NA,NA,NA,NA,NA,NA
92116,3.24868,2.28379,-4.50302,NA,-60.161,NA,NA,NA,NA,NA,NA
92337,2.50707,2.20686,-3.92774,NA,NA,NA,-28.169,NA,NA,NA,NA
92432,1.85317,1.56459,-4.71335,NA,NA,-8.087,NA,NA,NA,NA,NA
92638,0.733416,1.31628,-4.56967,NA,NA,NA,NA,-80.014,NA,NA,NA
92941,0.705597,1.96245,-4.7827,NA,NA,NA,-39.069,NA,NA,NA,NA
93152,1.04203,1.43583,-4.83566,NA,NA,-34.209,NA,NA,NA,NA,NA
93324,2.15072,0.451127,-4.29019,NA,-78.163,NA,NA,NA,NA,NA,NA
93457,1.40703,1.78806,-4.80522,NA,-15.975,NA,NA,NA,NA,NA,NA
93626,1.77771,2.35331,-4.0327,NA,NA,NA,-17.258,NA,NA,NA,NA
93877,1.2137,1.68351,-4.36471,-35.92,NA,NA,NA,NA,NA,NA,NA
94065,1.94811,1.95793,-4.42671,NA,NA,-8.39,NA,NA,NA,NA,NA
94213,2.34746,0.785025,-4.49719,NA,-50.467,NA,NA,NA,NA,NA,NA
94450,2.22831,1.04865,-3.93546,NA,-29.952,NA,NA,NA,NA,NA,NA
94692,1.97951,2.61665,-4.98977,NA,NA,NA,-34.091,NA,NA,NA,NA
94951,1.8146,2.09837,-3.6194,NA,-31.381,NA,NA,NA,NA,NA,NA
95069,2.62952,1.66448,-4.26975,-36.21,NA,NA,NA,NA,NA,NA,NA
95388,2.30868,2.29206,-4.97445,NA,NA,NA,-27.668,NA,NA,NA,NA
95420,1.56606,2.40628,-4.0157,-40.736,NA,NA,NA,NA,NA,NA,NA
95659,1.75706,2.46492,-4.34602,-36.595,NA,NA,NA,NA,NA,NA,NA
95869,1.48438,2.25402,-4.7274,-30.63,NA,NA,NA,NA,NA,NA,NA
96162,0.90423,1.86728,-4.61717,NA,NA,-33.17,NA,NA,NA,NA,NA
96252,1.85051,1.29972,-4.49311,NA,NA,NA,-7.098,NA,NA,NA,NA
96405,2.27933,2.86621,-4.51759,-53.63,NA,NA,NA,NA,NA,NA,NA
96756,1.06623,1.32429,-4.68158,NA,NA,NA,NA,NA,NA,-68.255,NA
96843,1.35677,1.20603,-4.79778,-36.24,NA,NA,NA,NA,NA,NA,NA
97059,2.41284,0.739727,-3.8411,NA,-57.331,NA,NA,NA,NA,NA,NA
97265,2.57661,1.31059,-4.0252,NA,NA,-27.974,NA,NA,NA,NA,NA
97533,2.23087,1.63615,-3.86793,NA,-15.271,NA,NA,NA,NA,NA,NA
97673,2.04947,1.37083,-4.58648,NA,NA,NA,-7.555,NA,NA,NA,NA
97915,1.56597,2.11712,-3.99894,NA,NA,NA,-11.298,NA,NA,NA,NA
98120,2.16766,1.90464,-4.72356,NA,NA,-14.326,NA,NA,NA,NA,NA
98344,1.56342,1.80761,-3.83875,NA,-16.616,NA,NA,NA,NA,NA,NA
98557,2.02518,2.59338,-4.26831,NA,NA,NA,-24.568,NA,NA,NA,NA
98800,1.02327,1.66303,-3.9734,NA,NA,NA,-22.691,NA,NA,NA,NA
98918,1.59473,1.88254,-4.22772,NA,NA,NA,-4.537,NA,NA,NA,NA
99150,2.56646,2.43241,-4.42917,NA,-41.193,NA,NA,NA,NA,NA,NA
99251,2.05696,1.72358,-4.51083,NA,NA,NA,-4.395,NA,NA,NA,NA
99562,2.19872,1.75763,-4.80441,NA,NA,NA,-12.885,NA,NA,NA,NA
99664,2.50807,2.04425,-4.62442,NA,-23.147,NA,NA,NA,NA,NA,NA
99955,2.8609,1.35707,-3.81198,NA,-47.082,NA,NA,NA,NA,NA,NA
100078,1.67441,2.30448,-3.56338,NA,NA,-29.394,NA,NA,NA,NA,NA
100376,2.9624,2.34767,-4.05265,NA,NA,NA,-47.742,NA,NA,NA,NA
100567,2.39129,1.64375,-4.11425,NA,-20.439,NA,NA,NA,NA,NA,NA
100647,1.921,1.71138,-4.06172,NA,NA,NA,NA,-30.564,NA,NA,NA
100934,1.25498,1.98675,-4.90378,NA,-25.197,NA,NA,NA,NA,NA,NA
101105,2.40819,2.34497,-4.4416,NA,NA,NA,-23.348,NA,NA,NA,NA
101237,2.45984,1.22888,-4.3638,NA,NA,-22.397,NA,NA,NA,NA,NA
101517,2.10356,1.4479,-4.24131,NA,NA,NA,-6.434,NA,NA,NA,NA
101631,0.891942,2.18656,-4.21022,NA,-40.465,NA,NA,NA,NA,NA,NA
101872,1.18711,2.0332,-4.93334,NA,NA,NA,-24.149,NA,NA,NA,NA
102098,1.10792,1.35943,-3.93201,NA,NA,-33.775,NA,NA,NA,NA,NA
102259,0.860676,1.48308,-4.86584,-50.226,NA,NA,NA,NA,NA,NA,NA
102553,1.76826,1.72382,-4.69517,NA,NA,-10.485,NA,NA,NA,NA,NA
102735,1.58853,1.83909,-3.34827,NA,NA,-35.576,NA,NA,NA,NA,NA
102959,2.21148,1.16856,-3.62464,NA,NA,-40.272,NA,NA,NA,NA,NA
103185,1.99718,1.41892,-4.47899,NA,-12.036,NA,NA,NA,NA,NA,NA
103299,1.87545,1.82381,-4.3472,NA,NA,NA,-2.183,NA,NA,NA,NA
103410,1.42996,1.85564,-4.69173,NA,NA,NA,NA,NA,NA,-62.175,NA
103719,2.18657,1.39306,-4.16282,NA,NA,-14.251,NA,NA,NA,NA,NA
103920,1.08625,1.51156,-4.11753,-32.77,NA,NA,NA,NA,NA,NA,NA
104015,1.65705,1.71178,-3.57758,-32.375,NA,NA,NA,NA,NA,NA,NA
104210,1.8839,2.24999,-4.56353,NA,NA,NA,NA,-35.068,NA,NA,NA
104558,1.42738,2.42733,-4.48036,NA,NA,NA,-21.167,NA,NA,NA,NA
104784,1.88912,1.89418,-4.26625,NA,NA,NA,-3.276,NA,NA,NA,NA
104847,2.62465,1.71364,-4.81688,NA,NA,NA,-26.164,NA,NA,NA,NA
105058,2.23833,1.20787,-4.32467,NA,-17.879,NA,NA,NA,NA,NA,NA
105307,2.80157,1.27651,-3.7164,NA,NA,NA,-44.357,NA,NA,NA,NA
105535,1.7748,1.68462,-4.98959,NA,NA,NA,-14.516,NA,NA,NA,NA
105708,2.46071,2.13644,-4.29261,NA,NA,NA,-19.751,NA,NA,NA,NA
105892,2.33116,3.07997,-4.97729,NA,NA,-66.465,NA,NA,NA,NA,NA
106128,1.25713,2.01,-4.91738,NA,NA,NA,-21.107,NA,NA,NA,NA
106269,2.48434,2.56837,-4.17048,-48.266,NA,NA,NA,NA,NA,NA,NA
106457,1.83687,1.35338,-4.87715,NA,-16.168,NA,NA,NA,NA,NA,NA
106728,1.8119,2.27997,-4.18428,NA,NA,NA,-13.269,NA,NA,NA,NA
106973,2.07001,1.00786,-4.06404,NA,NA,NA,NA,-51.494,NA,NA,NA
107104,1.82925,1.63957,-4.59459,NA,NA,NA,-3.06,NA,NA,NA,NA
107263,1.2456,1.02836,-4.61332,NA,-42.723,NA,NA,NA,NA,NA,NA
107536,1.07303,1.08678,-4.44518,NA,NA,NA,NA,-61.016,NA,NA,NA
107784,1.93316,1.81452,-4.01594,NA,-10.664,NA,NA,NA,NA,NA,NA
107865,1.83326,1.42712,-3.84663,NA,-25.092,NA,NA,NA,NA,NA,NA
108107,2.31253,1.92196,-4.21976,NA,NA,NA,NA,-32.976,NA,NA,NA
108287,2.22198,1.87319,-4.00765,NA,-21.786,NA,NA,NA,NA,NA,NA
108546,2.1566,2.19529,-4.33257,NA,NA,NA,-13.761,NA,NA,NA,NA
108796,1.88717,2.1154,-4.54657,NA,NA,-16.378,NA,NA,NA,NA,NA
108866,0.964088,2.12111,-4.01469,-39.209,NA,NA,NA,NA,NA,NA,NA
109151,1.0645,1.91511,-4.51879,NA,NA,-19.927,NA,NA,NA,NA,NA
109249,1.72092,2.41862,-4.46993,NA,NA,NA,NA,NA,NA,-60.595,NA
109524,1.57709,1.49059,-4.48886,NA,NA,-9.1,NA,NA,NA,NA,NA
109605,2.40077,2.14609,-4.32152,NA,NA,-28.883,NA,NA,NA,NA,NA
109933,1.78689,2.41751,-4.6153,-31.079,NA,NA,NA,NA,NA,NA,NA
110060,1.9487,2.25346,-3.64562,NA,NA,NA,-23.795,NA,NA,NA,NA
110306,2.12851,0.967048,-4.18789,NA,NA,NA,-24.895,NA,NA,NA,NA
110443,2.90109,1.25672,-4.80445,NA,-48.175,NA,NA,NA,NA,NA,NA
110642,1.65095,1.10266,-4.604,NA,-29.788,NA,NA,NA,NA,NA,NA
110994,2.06781,0.542805,-4.36159,NA,-65.74,NA,NA,NA,NA,NA,NA
111117,1.235,1.11325,-4.56952,NA,NA,-26.789,NA,NA,NA,NA,NA
111249,1.51514,1.39962,-3.87204,NA,NA,NA,NA,-32.417,NA,NA,NA
111554,1.65048,1.34452,-4.11718,NA,NA,NA,NA,-32.384,NA,NA,NA
111605,1.71006,1.06591,-3.99793,NA,NA,NA,-19.324,NA,NA,NA,NA
111965,2.16429,0.559292,-4.4151,NA,NA,NA,-56.527,NA,NA,NA,NA
112076,1.94517,2.24911,-4.22497,NA,NA,-15.059,NA,NA,NA,NA,NA
112386,1.64431,2.4984,-4.5604,NA,NA,NA,NA,NA,-58.514,NA,NA
112578,2.15906,1.94608,-3.60749,NA,NA,NA,NA,-40.07,NA,NA,NA
112657,1.53587,2.46727,-4.26958,NA,NA,-24.986,NA,NA,NA,NA,NA
112959,2.83886,1.89471,-4.51819,NA,NA,NA,-30.839,NA,NA,NA,NA
113184,1.82166,2.58754,-4.73449,NA,NA,NA,NA,-40.151,NA,NA,NA
113333,1.79231,1.83281,-4.05176,NA,NA,NA,NA,-34.999,NA,NA,NA
113428,2.48799,2.69014,-3.67924,NA,NA,NA,-50.075,NA,NA,NA,NA
113669,1.91747,2.98927,-4.60403,NA,NA,NA,-44.527,NA,NA,NA,NA
113913,2.57923,1.59605,-3.57868,NA,NA,-40.709,NA,NA,NA,NA,NA
114139,1.42468,1.42376,-4.07193,NA,NA,NA,-9.171,NA,NA,NA,NA
114296,1.09943,1.81243,-3.93508,NA,NA,-25.542,NA,NA,NA,NA,NA
114473,1.66905,2.20863,-3.69673,NA,-31.252,NA,NA,NA,NA,NA,NA
114730,2.18749,1.654,-4.40758,NA,-11.832,NA,NA,NA,NA,NA,NA
114887,2.11464,1.33258,-4.10363,NA,-17.736,NA,NA,NA,NA,NA,NA
115153,1.78964,2.12692,-4.98734,NA,NA,NA,NA,NA,-54.77,NA,NA
115323,2.78583,1.92284,-4.59129,NA,NA,NA,NA,-53.211,NA,NA,NA
115559,1.9833,1.60741,-3.72608,NA,-25.456,NA,NA,NA,NA,NA,NA
115716,1.62151,2.19323,-4.30025,NA,NA,NA,-11.561,NA,NA,NA,NA
115899,1.67058,2.07282,-3.55612,NA,NA,-23.947,NA,NA,NA,NA,NA
116142,1.11948,2.35248,-4.7974,NA,NA,NA,-29.174,NA,NA,NA,NA
116376,1.86653,1.37,-4.73509,NA,NA,NA,-9.025,NA,NA,NA,NA
116410,2.19773,1.53193,-4.68366,NA,NA,NA,-10.067,NA,NA,NA,NA
116630,2.82362,1.32676,-4.67084,-48.206,NA,NA,NA,NA,NA,NA,NA
116867,3.17993,1.5044,-4.70015,NA,NA,NA,NA,-63.781,NA,NA,NA
117067,2.18819,1.63714,-4.86371,NA,NA,NA,NA,NA,-55.923,NA,NA
117209,2.08264,3.00512,-4.69117,NA,NA,NA,-47.061,NA,NA,NA,NA
117525,1.19753,2.66617,-4.2105,NA,NA,-36.789,NA,NA,NA,NA,NA
117648,2.01234,2.48096,-4.51519,NA,NA,-24.968,NA,NA,NA,NA,NA
117921,1.31112,2.08206,-3.96583,NA,NA,NA,-16.279,NA,NA,NA,NA
118016,2.63535,2.35032,-4.27954,NA,NA,NA,-31.337,NA,NA,NA,NA
118251,1.99439,2.62007,-4.85873,NA,-32.164,NA,NA,NA,NA,NA,NA
118410,2.57938,1.93488,-4.81914,NA,NA,NA,-25.019,NA,NA,NA,NA
118641,2.08896,2.14786,-4.21367,NA,NA,NA,-11.677,NA,NA,NA,NA
118803,1.37905,1.65331,-4.69995,NA,NA,-11.862,NA,NA,NA,NA,NA
119028,1.87099,2.15361,-3.68707,NA,-21.331,NA,NA,NA,NA,NA,NA
119206,2.02703,1.40265,-4.11555,NA,NA,-20.747,NA,NA,NA,NA,NA
119547,2.21982,1.92169,-3.73793,NA,NA,-23.919,NA,NA,NA,NA,NA
119715,2.21236,1.7436,-3.78475,NA,NA,NA,-15.145,NA,NA,NA,NA
119938,2.68562,2.83675,-4.19284,NA,NA,-57.838,NA,NA,NA,NA,NA
120071,1.55966,1.49028,-4.03764,NA,NA,NA,-5.002,NA,NA,NA,NA
120240,1.66678,1.90674,-4.56038,NA,NA,NA,-4.991,NA,NA,NA,NA
120462,1.78099,1.16527,-3.84879,NA,NA,-32.214,NA,NA,NA,NA,NA
120677,1.85502,1.96435,-4.71673,NA,NA,-16.071,NA,NA,NA,NA,NA
120962,2.76623,3.03407,-4.17521,NA,NA,NA,-67.581,NA,NA,NA,NA
121162,1.71472,1.81613,-4.87521,NA,NA,NA,-11.214,NA,NA,NA,NA
121394,1.59944,0.92448,-3.91946,NA,-53.434,NA,NA,NA,NA,NA,NA
121445,1.9012,0.955487,-3.75043,NA,NA,NA,-35.095,NA,NA,NA,NA
121795,1.68225,1.70781,-3.39875,NA,NA,-28.564,NA,NA,NA,NA,NA
121990,1.30782,2.88998,-4.60915,NA,NA,NA,-42.211,NA,NA,NA,NA
122102,0.682587,1.79921,-4.28228,NA,-49,NA,NA,NA,NA,NA,NA
122247,1.80713,2.09598,-3.13446,NA,NA,NA,-45.878,NA,NA,NA,NA
122555,1.93099,1.81678,-3.34211,NA,NA,NA,-30.384,NA,NA,NA,NA
122795,1.28208,1.74937,-4.05063,NA,NA,NA,-11.768,NA,NA,NA,NA
122881,1.17104,1.36877,-4.42731,NA,NA,-18.736,NA,NA,NA,NA,NA
123035,2.17496,0.778502,-4.86491,NA,NA,NA,NA,-65.297,NA,NA,NA
123380,2.45619,1.66806,-4.28676,NA,-18.796,NA,NA,NA,NA,NA,NA
