id,x0,x1,x2,fitness7,fitness8,fitness9,fitness9.5,fitness10,fitness8.5,fitness7.5,fitness5,fitness4.5,fitness4,fitness1.5,fitness2,fitness3,fitness2.5,fitness6.5,fitness1,fitness0.5,fitness3.5,fitness5.5,fitness6
34652,7.92912,9.46019,6.076,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34963,7.33607,9.23553,6.85135,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35139,5.33697,9.04611,7.17602,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35236,5.4094,8.8925,7.44676,NA,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35409,5.8401,8.98907,9.30058,NA,-0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35786,8.37151,8.42284,8.85395,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35888,8.97981,8.25715,7.22191,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36006,8.34768,8.25061,7.03151,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36334,8.82837,8.00136,7.83825,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36489,8.10834,9.2199,8.35399,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36694,8.77719,7.47259,9.31957,NA,NA,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36993,7.36011,8.0226,8.89209,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37191,7.91793,8.27543,8.36779,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37227,8.28099,6.66744,9.92231,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37558,8.54752,7.7273,9.43033,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37768,9.05469,8.46553,8.93051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA
38000,8.34788,9.18538,10.1662,NA,NA,NA,NA,NA,NA,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38095,9.31468,8.57099,9.69489,NA,NA,NA,NA,NA,NA,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38377,7.70449,8.35229,9.15015,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38512,7.09442,9.82709,7.70992,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38606,8.22999,8.01216,7.51618,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38872,8.13056,8.9037,7.78464,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39033,10.2282,7.84418,8.7437,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39400,9.09356,8.36892,9.24192,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39446,9.77754,8.24431,8.77193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.097
39612,9.45144,7.53552,7.87706,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39853,8.49321,6.98018,7.60727,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40079,9.82047,8.95924,8.01001,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40230,8.65383,8.11513,8.83076,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40497,9.60127,8.06869,8.92208,NA,NA,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40723,9.45909,6.61143,8.05727,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40952,9.02472,7.13601,7.70271,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41094,8.19921,8.14931,7.89365,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41384,7.69429,7.46962,7.54534,NA,NA,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41405,6.30476,7.02344,8.40097,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41670,5.52992,6.67058,8.33517,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41847,5.95149,6.55025,6.85792,NA,NA,-0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42040,4.86738,6.57902,6.99505,NA,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42242,4.18133,6.2989,7.12188,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42449,4.03324,6.72659,9.02376,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42651,5.93738,8.20135,7.77055,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42986,6.29626,9.77625,7.26487,NA,NA,NA,-0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43192,7.78268,8.80255,7.97833,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43346,6.95033,8.26242,7.85924,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43563,7.9627,8.75304,8.11577,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43653,8.78376,8.13044,8.72321,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43920,7.34669,8.40019,9.34747,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44111,7.92848,7.51841,8.27676,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44341,7.38001,6.89445,8.51584,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44451,8.09427,6.07649,8.85472,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44745,8.60966,6.21879,8.93117,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44968,9.2286,7.52663,7.16721,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45025,8.56245,6.47674,7.35199,NA,NA,NA,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45333,9.32023,7.07844,7.75923,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45524,8.72495,8.22014,7.8698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA
45640,9.37923,8.37405,7.00278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033,NA
45953,7.56872,9.20739,7.44576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,NA,NA,NA,NA,NA
46126,7.71377,9.92615,7.77659,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46239,8.48392,9.99266,7.29718,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46453,9.61961,9.74855,8.08943,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46651,8.42472,7.84983,7.08209,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46983,7.56879,9.62471,7.7586,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47065,8.47614,8.99106,8.46573,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269,8.66563,7.97691,8.18153,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47506,8.48505,8.77172,8.53351,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47659,8.05284,8.20982,9.57794,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47859,6.20671,7.9172,8.26173,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48122,6.52415,9.14359,7.15255,NA,NA,NA,NA,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48220,7.25814,8.02749,6.50933,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48502,6.96446,6.75822,7.51053,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48793,8.49604,8.59655,8.323,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48982,9.10845,9.64894,8.14313,NA,NA,-0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49126,9.49905,8.86393,7.84839,NA,NA,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49384,8.59941,7.60457,8.09619,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49414,8.78308,8.81017,6.79475,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49760,10.0565,8.3016,6.17643,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49922,9.60441,7.85299,6.50523,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50196,9.8092,7.53532,5.58406,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50246,8.13558,8.16592,6.63489,NA,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50525,7.50648,7.2484,6.14566,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50757,7.95389,8.74003,6.91656,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50906,7.4499,8.98577,5.30078,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51108,8.9345,9.06584,4.552,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51254,9.67873,7.63392,7.27951,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51562,8.39417,7.00293,7.32444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA
51778,8.43868,7.27739,7.39846,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51855,8.28223,8.53408,7.02814,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52008,8.18151,8.92297,7.16615,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52353,7.33949,8.48964,6.67212,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52512,8.75601,8.36972,6.60213,NA,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52751,8.2871,6.55457,8.37293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA
52946,8.38962,5.70339,8.6734,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53105,8.0217,6.85173,8.02348,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53281,8.68406,6.76589,8.47175,NA,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53433,9.00295,7.44706,7.96837,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53648,7.75943,7.60227,6.38611,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53852,7.75026,6.32078,6.91673,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54098,7.61294,4.53766,7.5559,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54307,9.79953,4.15194,7.60038,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54429,8.83314,3.70963,7.96053,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54623,8.72794,3.00446,7.54424,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54933,7.7899,4.05967,7.38464,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55072,8.13966,4.63139,8.42372,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55288,8.11298,4.49041,8.34472,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55503,8.54793,3.84971,9.01269,NA,NA,NA,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55639,8.26234,3.87258,8.4746,NA,NA,NA,NA,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55823,6.89708,3.74033,8.73924,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56100,7.3452,2.22763,8.84105,NA,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56336,7.78048,2.01671,10.2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA
56429,6.67302,2.46669,9.39283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019,NA,NA,NA,NA,NA
56696,8.28379,3.90577,9.43679,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56862,8.99189,2.41056,9.05003,NA,NA,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57110,9.21192,1.19094,8.83254,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57313,7.11519,0.669547,8.79025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA
57470,7.37666,0.563742,8.91403,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57749,8.13916,0.270019,9.40234,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57852,6.95713,1.75111,9.385,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58129,7.00113,0.945351,9.47531,NA,NA,NA,NA,NA,NA,NA,NA,-0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58287,7.28872,1.12464,9.55671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA
58483,7.19032,1.13646,9.67878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,NA
58714,7.50558,2.61777,9.69876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21
58935,8.41709,1.66191,8.39447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.144,NA
59166,7.1586,1.80803,8.42479,NA,NA,NA,NA,NA,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59347,8.33107,2.19884,9.08019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334,NA,NA
59510,8.3776,1.88027,8.95861,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59613,9.29231,1.8473,8.85903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,NA
59892,9.44407,0.992314,7.63198,NA,NA,NA,NA,NA,NA,NA,-0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60175,9.75117,1.07071,7.63637,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60236,9.8298,0.718296,9.26425,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60547,9.82714,0.554145,8.20857,NA,NA,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60783,9.64454,1.4037,8.92066,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60903,9.13991,1.33759,9.30846,NA,NA,NA,NA,NA,NA,NA,NA,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61145,9.36106,1.13094,9.26077,NA,NA,NA,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61360,9.74232,2.28191,8.81355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61552,9.12562,2.0879,8.63788,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61757,8.85105,2.34575,8.99242,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61878,8.08237,2.60572,8.47395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62033,9.09537,1.86957,7.81235,NA,NA,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62258,8.35586,1.05415,7.10504,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62471,7.36358,0.961562,7.61808,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62658,7.58266,3.9824,7.72742,NA,NA,NA,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62818,6.39545,3.29809,6.90164,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63115,5.79372,2.6474,7.82104,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63357,5.12776,1.81674,8.39526,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63492,4.51367,0.403147,8.29206,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63617,5.63636,0.562352,8.66633,NA,NA,NA,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63879,7.02336,0.295947,8.37235,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64002,8.4076,1.32242,8.14784,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64334,9.58192,1.82233,8.51009,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64456,9.00723,3.77415,8.90565,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64739,7.18042,3.15651,8.15633,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64887,6.54471,3.72378,7.86244,NA,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65039,7.58751,3.9343,8.92026,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65383,7.52767,4.54606,8.58142,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65567,8.04053,3.18661,9.08994,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65680,6.8115,3.55111,7.65061,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65860,7.19163,3.72684,7.5017,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66184,7.86838,1.73256,7.15352,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66248,8.00372,1.33215,6.51398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA
66416,8.59198,1.12693,8.09574,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66785,7.5654,0.656258,8.29157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.623,NA,NA
66871,6.35082,0.555869,7.15131,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67040,7.62264,2.64146,8.40029,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67273,7.73733,3.68468,8.17999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67500,8.08252,3.34633,9.01731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA
67627,7.62673,2.41513,9.47254,NA,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67979,7.35313,2.79639,9.29898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,NA,NA
68041,7.49411,2.79869,8.62281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,NA,NA
68294,8.02681,2.17557,8.38019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA
68502,7.6851,2.62738,8.4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA
68660,7.38373,2.38699,9.14673,NA,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68896,7.92916,0.303908,8.03695,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69081,7.21071,0.532835,5.75117,NA,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69248,6.64918,1.16702,5.92663,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69485,7.44141,1.10667,7.06112,NA,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
