id,x0,x1,x2,fitness-0.5,fitness-1,fitness-1.5,fitness-2,fitness-2.5,fitness0,fitness-3,fitness-3.5,fitness-4,fitness-5,fitness-4.5
52987,-3.35296,4.40155,3.40988,NA,NA,NA,-80.929,NA,NA,NA,NA,NA,NA,NA
53069,-2.42124,4.28511,4.28461,NA,NA,NA,NA,-47.526,NA,NA,NA,NA,NA,NA
53381,-2.24182,5,2.51139,NA,NA,-65.77,NA,NA,NA,NA,NA,NA,NA,NA
53587,-2.39678,3.60873,2.24884,NA,NA,NA,NA,-85.736,NA,NA,NA,NA,NA,NA
53673,-1.00385,5,1.9371,NA,NA,NA,NA,NA,NA,NA,-120.422,NA,NA,NA
53912,-1.61106,5,2.48699,NA,NA,NA,NA,-34.89,NA,NA,NA,NA,NA,NA
54131,-2.78547,4.86607,2.80907,NA,NA,NA,NA,-51.986,NA,NA,NA,NA,NA,NA
54321,-2.96194,4.55196,3.94923,NA,NA,-90.145,NA,NA,NA,NA,NA,NA,NA,NA
54556,-3.92484,5,3.58972,NA,NA,NA,-134.92,NA,NA,NA,NA,NA,NA,NA
54704,-4.06355,5,4.90416,NA,NA,NA,NA,-189.453,NA,NA,NA,NA,NA,NA
54839,-3.7403,5,5,NA,-197.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
55168,-3.66183,5,5,NA,NA,NA,NA,NA,-288.694,NA,NA,NA,NA,NA
55264,-3.49597,5,5,NA,-176.889,NA,NA,NA,NA,NA,NA,NA,NA,NA
55492,-3.46432,3.63989,5,NA,-192.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
55780,-3.84591,5,4.57571,NA,NA,NA,NA,-150.987,NA,NA,NA,NA,NA,NA
55863,-3.0803,4.69626,5,NA,NA,NA,NA,NA,NA,NA,-134.254,NA,NA,NA
56197,-2.74028,5,4.77583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.346
56362,-2.87267,5,5,NA,NA,NA,NA,NA,NA,-122.726,NA,NA,NA,NA
56588,-2.03331,5,3.77405,NA,NA,NA,NA,NA,NA,-45.82,NA,NA,NA,NA
56698,-1.59632,5,3.43619,NA,NA,NA,NA,NA,NA,NA,NA,-88.946,NA,NA
56952,-1.08283,5,3.60265,NA,NA,NA,NA,NA,NA,NA,NA,-104.342,NA,NA
57062,-1.97727,4.38798,2.20404,NA,NA,NA,NA,NA,NA,-52.676,NA,NA,NA,NA
57294,-1.71492,5,2.23283,NA,NA,NA,NA,NA,NA,NA,-79.84,NA,NA,NA
57489,-1.54571,5,2.67799,NA,NA,-51.642,NA,NA,NA,NA,NA,NA,NA,NA
57772,-1.66579,5,2.89614,NA,NA,NA,NA,-26.892,NA,NA,NA,NA,NA,NA
57934,-2.45929,5,3.32217,NA,NA,NA,NA,-32.761,NA,NA,NA,NA,NA,NA
58126,-1.76817,5,2.90005,NA,NA,NA,-22.828,NA,NA,NA,NA,NA,NA,NA
58265,-2.50591,5,4.7908,NA,NA,NA,NA,-79.322,NA,NA,NA,NA,NA,NA
58457,-3.50843,4.79625,4.83287,NA,NA,NA,-132.859,NA,NA,NA,NA,NA,NA,NA
58633,-2.91858,5,4.49809,NA,NA,NA,NA,NA,NA,NA,-105.711,NA,NA,NA
58968,-2.83172,5,3.72782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.749
59021,-1.97911,4.62145,2.85713,NA,NA,NA,NA,NA,NA,NA,-44.258,NA,NA,NA
59388,-2.89451,4.45147,3.19902,NA,NA,NA,NA,NA,NA,NA,NA,-98.519,NA,NA
59565,-2.4365,4.14858,3.62679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.747
59651,-2.92442,5,3.20482,NA,NA,NA,NA,NA,NA,NA,-97.111,NA,NA,NA
59922,-2.45877,5,4.67689,NA,NA,NA,NA,NA,NA,-89.106,NA,NA,NA,NA
60054,-0.997917,5,5,NA,NA,NA,NA,-85.951,NA,NA,NA,NA,NA,NA
60339,-0.228123,5,5,NA,NA,NA,-132.522,NA,NA,NA,NA,NA,NA,NA
60496,-0.0919931,3.90218,5,NA,NA,NA,NA,-184.907,NA,NA,NA,NA,NA,NA
60695,0.161352,4.72157,4.22786,NA,NA,NA,NA,NA,NA,-197.725,NA,NA,NA,NA
60915,-0.582015,4.23891,5,NA,NA,NA,NA,NA,NA,NA,-166.288,NA,NA,NA
61065,-0.163811,3.6777,3.73382,NA,NA,NA,NA,NA,NA,-191.214,NA,NA,NA,NA
61211,-1.09857,4.34173,3.05405,NA,NA,NA,-14.123,NA,NA,NA,NA,NA,NA,NA
61527,-1.68589,3.97682,2.36021,NA,NA,NA,-48.559,NA,NA,NA,NA,NA,NA,NA
61655,-2.04142,5,3.14673,NA,NA,NA,-19.579,NA,NA,NA,NA,NA,NA,NA
61962,-0.726798,5,2.65788,NA,NA,NA,NA,-60.276,NA,NA,NA,NA,NA,NA
62046,-1.54129,5,1.9072,NA,NA,NA,NA,NA,NA,-79.881,NA,NA,NA,NA
62253,-1.65553,4.05994,3.72163,NA,NA,NA,NA,NA,NA,NA,NA,-83.382,NA,NA
62428,-2.85292,3.3499,4.34644,NA,NA,NA,NA,NA,NA,NA,NA,-169.699,NA,NA
62708,-2.9786,5,3.25059,NA,NA,NA,NA,NA,NA,NA,NA,-113.249,NA,NA
62822,-0.292608,4.56969,2.05673,NA,NA,NA,-137.323,NA,NA,NA,NA,NA,NA,NA
63190,-0.779289,5,1.87268,NA,NA,NA,NA,NA,NA,-125.617,NA,NA,NA,NA
63202,-2.50025,5,1.06226,NA,NA,NA,NA,NA,NA,NA,NA,-190.45,NA,NA
63408,-2.10698,4.33372,2.837,NA,NA,NA,NA,NA,NA,NA,-49.854,NA,NA,NA
63777,-2.58652,3.13834,2.48062,NA,NA,NA,NA,-106.583,NA,NA,NA,NA,NA,NA
63806,-2.9987,4.18626,3.74043,NA,NA,NA,NA,-60.866,NA,NA,NA,NA,NA,NA
64175,-1.9022,3.55522,3.39867,NA,NA,NA,NA,NA,NA,-43.433,NA,NA,NA,NA
64257,-0.989644,4.75858,3.64192,NA,NA,NA,NA,NA,NA,NA,-73.735,NA,NA,NA
64551,-1.08768,4.49856,3.33859,NA,-62.547,NA,NA,NA,NA,NA,NA,NA,NA,NA
64609,-1.77823,4.0462,2.94905,NA,NA,-31.153,NA,NA,NA,NA,NA,NA,NA,NA
64954,-1.60699,4.77948,3.00832,NA,NA,NA,-14.451,NA,NA,NA,NA,NA,NA,NA
65001,-2.73923,4.56649,4.37726,NA,NA,-69.918,NA,NA,NA,NA,NA,NA,NA,NA
65249,-2.67127,4.95699,5,NA,NA,NA,-98.394,NA,NA,NA,NA,NA,NA,NA
65455,-1.77823,4.65113,4.39968,NA,NA,NA,NA,NA,NA,NA,-64.132,NA,NA,NA
65658,-2.37594,4.97921,4.30002,NA,NA,NA,NA,NA,NA,-55.64,NA,NA,NA,NA
65829,-4.33629,5,3.81311,NA,NA,NA,NA,-178.485,NA,NA,NA,NA,NA,NA
66143,-2.32136,5,5,NA,NA,NA,NA,NA,NA,-99.947,NA,NA,NA,NA
66259,-2.35113,4.1359,4.48024,NA,NA,NA,NA,NA,NA,-57.329,NA,NA,NA,NA
66406,-4.08987,1.81503,4.74394,NA,NA,NA,NA,NA,NA,NA,NA,-382.507,NA,NA
66725,-2.43765,2.25914,4.61763,NA,NA,NA,NA,-165.925,NA,NA,NA,NA,NA,NA
66973,-2.33843,3.72401,4.71632,NA,-124.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
67119,-2.84085,4.09529,5,NA,NA,-125.405,NA,NA,NA,NA,NA,NA,NA,NA
67380,-1.97925,3.74649,3.44191,NA,NA,NA,NA,-28.505,NA,NA,NA,NA,NA,NA
67511,-1.53421,5,2.92334,NA,NA,NA,NA,NA,NA,-29.277,NA,NA,NA,NA
67719,-0.332376,4.41776,1.84106,NA,NA,NA,NA,-154.12,NA,NA,NA,NA,NA,NA
67992,-1.36806,5,3.04937,NA,NA,NA,NA,NA,NA,NA,-70.902,NA,NA,NA
68150,-1.58207,5,2.92626,NA,NA,NA,NA,NA,NA,-49.074,NA,NA,NA,NA
68290,-1.24634,4.98765,5,NA,NA,NA,NA,-82.734,NA,NA,NA,NA,NA,NA
68573,-1.13889,5,4.57568,NA,NA,-68.707,NA,NA,NA,NA,NA,NA,NA,NA
68763,-1.71114,5,4.08704,NA,NA,NA,-30.356,NA,NA,NA,NA,NA,NA,NA
68853,-2.76696,4.7822,2.91343,NA,NA,NA,-49.699,NA,NA,NA,NA,NA,NA,NA
69106,-2.96821,4.82267,2.50955,NA,NA,NA,NA,NA,NA,-81.191,NA,NA,NA,NA
69232,-2.66929,4.08753,4.24584,NA,NA,NA,NA,NA,NA,NA,NA,-139.462,NA,NA
69449,-1.25321,5,5,NA,NA,NA,-80.254,NA,NA,NA,NA,NA,NA,NA
69658,-1.84528,5,5,NA,NA,NA,-77.559,NA,NA,NA,NA,NA,NA,NA
69812,-2.65274,5,4.29696,NA,NA,NA,NA,NA,NA,NA,NA,-115.309,NA,NA
70078,-2.81632,5,5,NA,NA,NA,NA,-107.53,NA,NA,NA,NA,NA,NA
70326,-3.35037,5,3.38403,NA,NA,NA,NA,NA,NA,-92.346,NA,NA,NA,NA
70577,-2.21345,5,4.28696,NA,NA,NA,NA,NA,NA,-59.283,NA,NA,NA,NA
70691,-1.89368,4.58757,4.07157,NA,NA,NA,NA,NA,NA,-35.828,NA,NA,NA,NA
70917,-1.29728,5,5,NA,NA,NA,NA,NA,NA,NA,-124.828,NA,NA,NA
71010,-1.73266,5,3.66984,NA,NA,NA,NA,NA,NA,NA,-62.748,NA,NA,NA
71232,-2.08048,4.2052,4.02767,NA,NA,NA,NA,NA,NA,NA,-69.34,NA,NA,NA
71520,-1.72513,4.20075,5,NA,NA,NA,NA,NA,NA,-92.167,NA,NA,NA,NA
71684,-1.06711,4.33844,3.90037,NA,NA,NA,NA,NA,NA,NA,-98.462,NA,NA,NA
71944,-1.16529,3.73327,5,NA,NA,NA,NA,-94.348,NA,NA,NA,NA,NA,NA
72082,-1.03354,2.44564,3.64819,NA,NA,NA,NA,NA,NA,NA,-184.967,NA,NA,NA
72279,-1.53411,2.85274,2.19834,NA,NA,NA,-154.797,NA,NA,NA,NA,NA,NA,NA
72496,-0.600942,3.74286,2.9209,NA,NA,NA,-89.456,NA,NA,NA,NA,NA,NA,NA
72791,-1.43428,5,2.01198,NA,NA,NA,NA,NA,NA,-71.811,NA,NA,NA,NA
72825,-2.27972,5,3.66891,NA,NA,NA,NA,NA,NA,NA,-63.409,NA,NA,NA
73096,-3.46863,3.07923,3.20535,NA,NA,NA,NA,NA,NA,-136.176,NA,NA,NA,NA
73357,-3.6486,2.5772,4.82813,NA,NA,NA,NA,-218.796,NA,NA,NA,NA,NA,NA
73552,-2.57247,1.17991,5,NA,NA,NA,NA,NA,NA,-335.54,NA,NA,NA,NA
73621,-1.60211,2.82089,5,NA,NA,NA,NA,NA,NA,-142.477,NA,NA,NA,NA
73897,-1.36872,3.67066,5,NA,NA,NA,NA,-87.452,NA,NA,NA,NA,NA,NA
74021,-0.152623,4.48347,4.87005,NA,NA,NA,NA,NA,NA,-191.142,NA,NA,NA,NA
74300,-1.12281,4.77321,3.17432,NA,NA,NA,NA,-17.335,NA,NA,NA,NA,NA,NA
74433,-1.14446,5,4.78942,NA,NA,-81.221,NA,NA,NA,NA,NA,NA,NA,NA
74775,0.179707,5,3.89466,NA,NA,NA,-135.004,NA,NA,NA,NA,NA,NA,NA
74952,-0.456931,5,4.06617,NA,NA,NA,NA,-80.045,NA,NA,NA,NA,NA,NA
75172,-1.89879,5,4.00395,NA,NA,NA,NA,-26.555,NA,NA,NA,NA,NA,NA
75296,-1.26687,4.00224,3.55319,NA,NA,NA,NA,-18.938,NA,NA,NA,NA,NA,NA
75526,-1.20313,5,4.03186,NA,NA,NA,NA,NA,NA,-48.645,NA,NA,NA,NA
75610,-2.46802,4.89735,3.75897,NA,NA,NA,-33.791,NA,NA,NA,NA,NA,NA,NA
75883,-0.309152,5,5,-181.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76179,0.0618451,3.62664,4.97324,NA,NA,NA,-210.125,NA,NA,NA,NA,NA,NA,NA
76351,-1.48397,2.68445,3.23223,NA,NA,NA,NA,-95.29,NA,NA,NA,NA,NA,NA
76486,-1.93526,2.54644,2.88707,NA,NA,NA,-137.37,NA,NA,NA,NA,NA,NA,NA
76716,-3.04102,3.87934,2.85827,NA,NA,NA,NA,-73.353,NA,NA,NA,NA,NA,NA
76846,-2.99692,4.5174,3.17405,NA,NA,NA,-62.223,NA,NA,NA,NA,NA,NA,NA
77040,-3.8677,5,1.72507,NA,NA,NA,NA,-187.221,NA,NA,NA,NA,NA,NA
77234,-3.35449,2.96005,3.75951,NA,NA,NA,NA,NA,NA,-143.772,NA,NA,NA,NA
77506,-1.99164,3.08203,3.97203,NA,NA,NA,-74.451,NA,NA,NA,NA,NA,NA,NA
77719,-1.95317,3.39773,5,NA,NA,NA,-94.949,NA,NA,NA,NA,NA,NA,NA
77960,-2.49949,3.95771,5,NA,NA,NA,NA,-88.304,NA,NA,NA,NA,NA,NA
78042,-2.18933,4.71197,3.46981,NA,NA,NA,NA,NA,NA,-36.854,NA,NA,NA,NA
78268,-3.57137,5,2.85164,NA,NA,NA,NA,NA,NA,-108.734,NA,NA,NA,NA
78551,-3.45365,5,3.65947,NA,NA,NA,NA,-92.576,NA,NA,NA,NA,NA,NA
78622,-1.30059,5,5,NA,NA,NA,NA,NA,NA,NA,-119.052,NA,NA,NA
78836,-1.69334,5,5,NA,NA,NA,NA,NA,NA,-87.656,NA,NA,NA,NA
79117,-1.8473,3.80119,5,NA,NA,NA,-78.653,NA,NA,NA,NA,NA,NA,NA
79397,-2.77065,4.21844,4.54042,NA,NA,NA,-72.111,NA,NA,NA,NA,NA,NA,NA
79539,-3.11502,4.67033,3.99652,NA,NA,-91.994,NA,NA,NA,NA,NA,NA,NA,NA
79768,-3.16273,5,3.65646,NA,NA,-90.905,NA,NA,NA,NA,NA,NA,NA,NA
79810,-1.80223,3.91316,3.40391,NA,NA,NA,-13.764,NA,NA,NA,NA,NA,NA,NA
80131,-1.5451,5,2.86236,NA,NA,NA,-23.943,NA,NA,NA,NA,NA,NA,NA
80304,-3.25107,5,3.67786,NA,NA,NA,-80.242,NA,NA,NA,NA,NA,NA,NA
80529,-3.01822,5,3.64708,NA,NA,-87.573,NA,NA,NA,NA,NA,NA,NA,NA
80777,-2.10815,5,5,NA,NA,NA,-77.94,NA,NA,NA,NA,NA,NA,NA
80822,-1.68913,4.30924,5,NA,NA,-79.938,NA,NA,NA,NA,NA,NA,NA,NA
81163,-3.11637,4.41235,4.99768,NA,NA,-121.618,NA,NA,NA,NA,NA,NA,NA,NA
81343,-2.25478,4.93035,3.12271,NA,NA,-42.522,NA,NA,NA,NA,NA,NA,NA,NA
81582,-1.69711,3.60008,4.72866,NA,NA,NA,NA,NA,NA,NA,-99.259,NA,NA,NA
81659,-1.87511,3.86259,5,NA,NA,NA,NA,-76.915,NA,NA,NA,NA,NA,NA
81854,-2.0706,5,5,NA,NA,NA,-78.81,NA,NA,NA,NA,NA,NA,NA
82077,-0.857401,5,4.27056,NA,NA,NA,-54.334,NA,NA,NA,NA,NA,NA,NA
82274,-1.32721,5,3.68223,NA,NA,NA,NA,NA,NA,-39.531,NA,NA,NA,NA
82495,-1.40096,5,3.88435,NA,NA,NA,-23.422,NA,NA,NA,NA,NA,NA,NA
82601,-1.0903,4.05058,4.19447,NA,NA,-64.443,NA,NA,NA,NA,NA,NA,NA,NA
82895,-1.11642,3.51141,4.7474,NA,NA,NA,-92.919,NA,NA,NA,NA,NA,NA,NA
83145,-1.21454,3.77254,4.32556,NA,NA,-62.287,NA,NA,NA,NA,NA,NA,NA,NA
83291,-0.959911,4.04768,5,NA,NA,NA,NA,-92.23,NA,NA,NA,NA,NA,NA
83570,-1.73951,5,4.95323,NA,NA,NA,NA,NA,NA,NA,-115.702,NA,NA,NA
83682,-1.25359,4.79499,3.76096,NA,NA,NA,-23.05,NA,NA,NA,NA,NA,NA,NA
83818,-1.26019,5,2.18654,NA,NA,NA,NA,-58.327,NA,NA,NA,NA,NA,NA
84118,-1.86942,4.02216,1.85677,NA,NA,NA,NA,NA,NA,-89.797,NA,NA,NA,NA
84261,-2.37198,3.28529,3.13022,NA,NA,NA,NA,NA,NA,NA,NA,-110.877,NA,NA
84574,-1.77615,3.75666,4.29205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.484
84790,-2.88124,3.61924,3.99101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.828
84965,-2.18406,3.58718,2.91858,NA,NA,NA,NA,-41.741,NA,NA,NA,NA,NA,NA
85090,-2.70576,3.57937,3.42175,NA,NA,NA,NA,-57.519,NA,NA,NA,NA,NA,NA
85357,-2.94831,4.13407,4.9686,NA,NA,NA,NA,NA,NA,-119.628,NA,NA,NA,NA
85579,-1.40622,4.32545,4.27288,NA,NA,NA,NA,NA,NA,NA,-62.226,NA,NA,NA
85650,-1.14252,3.46315,2.91941,NA,NA,NA,NA,NA,NA,-63.908,NA,NA,NA,NA
85943,-1.02266,4.05628,1.87686,NA,NA,NA,NA,NA,NA,-113.115,NA,NA,NA,NA
86167,-0.845312,3.55729,2.04939,NA,NA,NA,NA,NA,NA,NA,NA,-221.155,NA,NA
86274,-2.39396,3.23378,1.00599,NA,NA,NA,NA,NA,NA,-201.921,NA,NA,NA,NA
86470,-2.15274,3.48029,2.51698,NA,NA,NA,NA,NA,NA,NA,NA,-108.574,NA,NA
86698,-1.44059,3.26473,1.28055,NA,NA,NA,NA,NA,NA,NA,-196.01,NA,NA,NA
86919,-2.18167,3.5799,2.76437,NA,NA,NA,NA,NA,NA,NA,-75.054,NA,NA,NA
87031,-2.33673,4.37938,4.58577,NA,NA,NA,NA,NA,NA,-74.766,NA,NA,NA,NA
87320,-1.81043,4.64592,2.89504,NA,NA,NA,NA,NA,NA,-32.205,NA,NA,NA,NA
87489,-1.81399,4.94001,2.43542,NA,NA,NA,NA,-36.621,NA,NA,NA,NA,NA,NA
87783,-1.85024,5,3.07532,NA,NA,NA,-17.45,NA,NA,NA,NA,NA,NA,NA
87801,-3.13127,5,2.20655,NA,NA,-163.992,NA,NA,NA,NA,NA,NA,NA,NA
88133,-2.47499,5,2.38823,NA,-143.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
88325,-3.32058,5,1.56177,NA,NA,-197.96,NA,NA,NA,NA,NA,NA,NA,NA
88449,-1.91516,5,1.69621,NA,NA,NA,NA,NA,NA,NA,-111.495,NA,NA,NA
88789,-1.73172,5,1.85282,NA,NA,NA,NA,NA,NA,NA,NA,NA,-248.85,NA
88973,-2.3028,4.92661,2.36839,NA,NA,NA,NA,NA,NA,-65.163,NA,NA,NA,NA
89006,-2.45001,4.6553,3.91517,NA,NA,NA,NA,-32.364,NA,NA,NA,NA,NA,NA
89248,-2.65002,4.44446,4.41724,NA,NA,NA,NA,NA,NA,NA,-85.894,NA,NA,NA
89558,-2.92916,5,4.34444,NA,NA,NA,NA,-74.976,NA,NA,NA,NA,NA,NA
89694,-3.01084,5,5,NA,NA,NA,NA,-112.912,NA,NA,NA,NA,NA,NA
89933,-2.4245,5,5,NA,NA,-91.352,NA,NA,NA,NA,NA,NA,NA,NA
90196,-1.55604,5,5,NA,NA,-82.296,NA,NA,NA,NA,NA,NA,NA,NA
90305,-1.73782,5,5,NA,NA,NA,-76.354,NA,NA,NA,NA,NA,NA,NA
90574,-2.56314,3.77286,5,NA,NA,NA,NA,-95.94,NA,NA,NA,NA,NA,NA
90638,-1.39583,4.52865,5,NA,NA,NA,-70.433,NA,NA,NA,NA,NA,NA,NA
90836,-2.3092,3.93368,4.50246,NA,NA,NA,NA,NA,NA,-60.654,NA,NA,NA,NA
91056,-2.24398,4.42875,5,NA,NA,NA,-74.103,NA,NA,NA,NA,NA,NA,NA
91214,-2.95184,5,3.90922,NA,NA,NA,-61.291,NA,NA,NA,NA,NA,NA,NA
91565,-1.65821,3.32828,3.11935,NA,NA,NA,NA,-47.131,NA,NA,NA,NA,NA,NA
91720,-2.05701,3.4873,4.01108,NA,-126.537,NA,NA,NA,NA,NA,NA,NA,NA,NA
91925,-2.33699,3.76401,4.16583,NA,NA,NA,-50.516,NA,NA,NA,NA,NA,NA,NA
92036,-1.45918,4.98595,4.63505,NA,NA,NA,-54.352,NA,NA,NA,NA,NA,NA,NA
92369,-1.54294,5,1.72423,NA,NA,NA,-101.887,NA,NA,NA,NA,NA,NA,NA
92432,-1.84813,5,1.1587,NA,NA,NA,-135.63,NA,NA,NA,NA,NA,NA,NA
92731,-1.386,5,2.42427,NA,NA,NA,NA,NA,NA,-48.902,NA,NA,NA,NA
92916,-1.82681,4.55468,2.63129,NA,NA,NA,NA,NA,NA,-42.808,NA,NA,NA,NA
93102,-0.168224,4.97147,3.13261,NA,NA,-98.516,NA,NA,NA,NA,NA,NA,NA,NA
93290,-1.86294,4.39671,4.68633,NA,NA,NA,NA,-52.187,NA,NA,NA,NA,NA,NA
93568,-1.94106,4.21549,4.71288,NA,NA,-63.715,NA,NA,NA,NA,NA,NA,NA,NA
93647,-2.04428,4.29822,5,NA,-115.097,NA,NA,NA,NA,NA,NA,NA,NA,NA
93895,-1.97991,5,5,NA,NA,NA,-79.049,NA,NA,NA,NA,NA,NA,NA
94169,-3.45726,5,3.99609,NA,NA,NA,-98.794,NA,NA,NA,NA,NA,NA,NA
94339,-1.79749,4.98883,3.68297,NA,NA,NA,-19.673,NA,NA,NA,NA,NA,NA,NA
94494,-2.88719,3.88726,3.3088,NA,NA,NA,NA,-56.271,NA,NA,NA,NA,NA,NA
94637,-2.7248,5,3.59209,NA,NA,NA,-45.136,NA,NA,NA,NA,NA,NA,NA
94903,-1.44086,3.53129,3.51878,NA,NA,NA,NA,-36.928,NA,NA,NA,NA,NA,NA
95179,-1.94062,4.41927,4.93403,NA,-106.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
95357,-2.78525,4.08793,4.58666,NA,-117.356,NA,NA,NA,NA,NA,NA,NA,NA,NA
95503,-2.75597,3.69084,5,NA,NA,NA,NA,-109.451,NA,NA,NA,NA,NA,NA
95741,-2.76164,3.87333,5,NA,NA,NA,NA,NA,NA,-114.312,NA,NA,NA,NA
95944,-2.44108,3.49869,5,NA,NA,NA,-106.146,NA,NA,NA,NA,NA,NA,NA
96196,-2.06235,3.01577,3.71345,NA,NA,-105.048,NA,NA,NA,NA,NA,NA,NA,NA
96353,-1.94191,3.55179,4.18929,NA,NA,NA,NA,-48.737,NA,NA,NA,NA,NA,NA
96468,-1.9102,4.68355,3.43488,NA,NA,NA,NA,-8.215,NA,NA,NA,NA,NA,NA
96697,-2.15258,5,5,NA,NA,NA,-77.846,NA,NA,NA,NA,NA,NA,NA
96921,-2.51358,4.2548,5,NA,NA,NA,-83.478,NA,NA,NA,NA,NA,NA,NA
97142,-1.19382,4.68698,5,NA,NA,NA,NA,-76.868,NA,NA,NA,NA,NA,NA
97341,-0.603124,5,4.2094,NA,NA,NA,NA,-67.817,NA,NA,NA,NA,NA,NA
97543,-1.86755,5,3.53083,NA,NA,-39.111,NA,NA,NA,NA,NA,NA,NA,NA
97632,-2.27263,4.75793,5,NA,NA,NA,-80.748,NA,NA,NA,NA,NA,NA,NA
97985,-3.47869,5,5,NA,NA,NA,-148.559,NA,NA,NA,NA,NA,NA,NA
98084,-3.27951,3.43622,4.74744,NA,NA,NA,NA,-131.938,NA,NA,NA,NA,NA,NA
98337,-3.05282,3.29517,5,NA,NA,NA,NA,NA,NA,-143.552,NA,NA,NA,NA
98584,-3.13114,3.44409,4.98008,NA,NA,NA,NA,NA,NA,-145.848,NA,NA,NA,NA
98739,-3.87972,3.13146,5,NA,NA,-229.057,NA,NA,NA,NA,NA,NA,NA,NA
98843,-3.20521,3.68842,4.95834,NA,NA,NA,NA,-128.901,NA,NA,NA,NA,NA,NA
99170,-3.41391,2.94108,5,NA,NA,NA,NA,NA,NA,-192.338,NA,NA,NA,NA
99375,-1.53122,3.55143,4.08509,NA,NA,NA,NA,NA,NA,NA,-89.128,NA,NA,NA
99489,-2.51433,4.79362,4.27726,NA,NA,NA,NA,NA,NA,NA,-80.203,NA,NA,NA
99778,-1.25926,5,5,NA,NA,NA,NA,NA,NA,NA,-125.797,NA,NA,NA
99978,-2.2095,5,4.27017,NA,NA,NA,NA,-41.361,NA,NA,NA,NA,NA,NA
100187,-2.19483,4.88991,3.56637,NA,NA,NA,-23.274,NA,NA,NA,NA,NA,NA,NA
100327,-3.35829,4.77063,4.36105,NA,-139.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
100484,-3.34653,5,3.82116,NA,NA,NA,-86.13,NA,NA,NA,NA,NA,NA,NA
100685,-2.67379,4.94294,4.561,NA,NA,NA,NA,NA,NA,-88.248,NA,NA,NA,NA
100893,-2.97485,5,5,NA,NA,NA,NA,NA,NA,-120.113,NA,NA,NA,NA
101145,-3.08957,5,4.31026,NA,NA,NA,NA,-82.459,NA,NA,NA,NA,NA,NA
101310,-3.2638,5,5,NA,NA,NA,NA,-130.214,NA,NA,NA,NA,NA,NA
101456,-2.70556,4.41578,5,NA,NA,NA,NA,-90.558,NA,NA,NA,NA,NA,NA
101716,-2.24621,4.28148,5,NA,NA,NA,-77.408,NA,NA,NA,NA,NA,NA,NA
101955,-1.91732,3.78524,5,NA,NA,NA,NA,NA,NA,-96.8,NA,NA,NA,NA
102054,-2.95388,5,4.28165,NA,NA,-87.252,NA,NA,NA,NA,NA,NA,NA,NA
102314,-2.255,5,2.98933,NA,NA,NA,-34.408,NA,NA,NA,NA,NA,NA,NA
102509,-1.74605,5,3.89638,-125.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102609,-1.09462,5,4.75129,NA,NA,NA,NA,NA,-180.009,NA,NA,NA,NA,NA
102850,-0.845614,3.83115,3.49048,NA,NA,NA,-51.456,NA,NA,NA,NA,NA,NA,NA
103127,-0.857925,4.79887,4.02063,NA,-92.743,NA,NA,NA,NA,NA,NA,NA,NA,NA
103283,0.236078,4.89785,5,NA,NA,NA,NA,-207.792,NA,NA,NA,NA,NA,NA
103538,-1.14108,4.65,4.79693,NA,NA,NA,NA,NA,NA,NA,-105.168,NA,NA,NA
103740,-1.52032,5,5,NA,NA,NA,NA,NA,NA,NA,-110.171,NA,NA,NA
103876,-1.72481,5,5,NA,NA,NA,NA,NA,NA,NA,NA,-139.956,NA,NA
104096,-3.03972,5,5,NA,NA,NA,NA,NA,NA,NA,NA,-164.899,NA,NA
104398,-3.84537,5,5,NA,NA,NA,NA,NA,NA,-189.89,NA,NA,NA,NA
104533,-3.63603,4.99341,4.85649,NA,NA,NA,NA,NA,NA,-165.153,NA,NA,NA,NA
104773,-2.75709,5,3.64048,NA,NA,NA,NA,NA,NA,-58.907,NA,NA,NA,NA
104890,-3.04373,5,4.34609,NA,NA,NA,-80.779,NA,NA,NA,NA,NA,NA,NA
105098,-2.65965,5,5,NA,NA,NA,NA,-97.284,NA,NA,NA,NA,NA,NA
105318,-3.01002,5,3.44867,NA,NA,NA,NA,NA,NA,-67.213,NA,NA,NA,NA
105509,-2.30226,4.60647,2.47505,NA,NA,NA,NA,NA,NA,-53.788,NA,NA,NA,NA
105799,-2.31688,4.74126,2.76471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167.858
105811,-3.38849,4.42629,2.29813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.254
106156,-2.5713,3.3929,2.65235,NA,NA,NA,NA,NA,NA,-85.246,NA,NA,NA,NA
