id,x0,x1,x2,fitness-4.5,fitness-4,fitness-3.5,fitness-2.5,fitness-1.5,fitness-2,fitness-3,fitness-0.5,fitness-1,fitness-5,fitness0,fitness0.5
48542,2.48579,2.56118,-3.5757,NA,NA,-81.194,NA,NA,NA,NA,NA,NA,NA,NA,NA
48731,1.7068,1.37404,-3.41414,NA,NA,NA,-30.418,NA,NA,NA,NA,NA,NA,NA,NA
48884,1.90502,2.03028,-3.25944,-101.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49048,1.8166,1.5526,-3.87992,NA,-58.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49242,3.36721,1.59957,-4.92481,NA,NA,-94.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
49474,2.64126,2.02302,-4.897,NA,NA,-43.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
49748,0.547396,2.111,-4.53412,NA,NA,-56.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
49918,1.14072,1.83361,-3.93136,NA,NA,NA,-19.546,NA,NA,NA,NA,NA,NA,NA,NA
50148,2.11213,2.08135,-4.92375,NA,NA,NA,-17.866,NA,NA,NA,NA,NA,NA,NA,NA
50344,0.892607,1.27142,-4.31888,NA,NA,NA,-36.087,NA,NA,NA,NA,NA,NA,NA,NA
50481,0.549842,2.98199,-3.95289,NA,NA,NA,-76.713,NA,NA,NA,NA,NA,NA,NA,NA
50687,0.88994,1.60845,-4.42377,NA,NA,NA,NA,-66.673,NA,NA,NA,NA,NA,NA,NA
50817,0.774337,2.12392,-4.41074,NA,NA,NA,NA,-66.651,NA,NA,NA,NA,NA,NA,NA
51069,1.87565,2.3279,-3.43527,NA,NA,-53.329,NA,NA,NA,NA,NA,NA,NA,NA,NA
51234,1.08902,2.71183,-4.55398,NA,NA,-56.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
51468,1.85882,3.79714,-4.81928,NA,NA,NA,NA,NA,NA,-111.121,NA,NA,NA,NA,NA
51650,1.54543,3.51558,-4.75607,NA,NA,NA,NA,NA,NA,-90.313,NA,NA,NA,NA,NA
51883,2.56899,2.99086,-4.74943,NA,NA,NA,-58.087,NA,NA,NA,NA,NA,NA,NA,NA
52054,2.05725,2.32523,-4.95636,NA,NA,NA,-24.671,NA,NA,NA,NA,NA,NA,NA,NA
52387,1.37606,2.69962,-4.3104,NA,NA,-48.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
52413,0.8496,2.90427,-4.09116,NA,-99.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52689,0.820353,2.84969,-3.81052,NA,NA,NA,NA,NA,NA,-69.639,NA,NA,NA,NA,NA
52869,0.957277,2.78019,-4.3003,NA,NA,-56.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
53012,2.16932,3.21879,-4.34195,NA,NA,NA,-59.303,NA,NA,NA,NA,NA,NA,NA,NA
53374,2.16334,1.39913,-4.78343,NA,NA,NA,-12.917,NA,NA,NA,NA,NA,NA,NA,NA
53479,3.20006,0.57268,-3.73998,NA,NA,NA,NA,NA,NA,-99.926,NA,NA,NA,NA,NA
53668,2.07722,0.473479,-4.7342,NA,NA,NA,NA,NA,NA,-67.148,NA,NA,NA,NA,NA
53976,2.53007,1.25076,-4.74502,NA,-84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54105,2.9366,2.20445,-4.73642,NA,-85.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54265,3.25096,2.74953,-4.25458,NA,-119.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54595,3.34689,3.161,-4.97425,NA,NA,NA,-110.283,NA,NA,NA,NA,NA,NA,NA,NA
54700,2.61118,2.44359,-4.78444,NA,NA,NA,-37.245,NA,NA,NA,NA,NA,NA,NA,NA
54927,1.85688,2.55017,-4.40215,NA,NA,NA,NA,NA,NA,-22.952,NA,NA,NA,NA,NA
55080,3.23018,3.19495,-4.81551,NA,NA,NA,NA,-112.829,NA,NA,NA,NA,NA,NA,NA
55292,2.64387,3.39541,-4.57849,NA,NA,NA,-84.441,NA,NA,NA,NA,NA,NA,NA,NA
55485,2.36126,3.18596,-4.72101,NA,NA,NA,-63.983,NA,NA,NA,NA,NA,NA,NA,NA
55719,2.77151,3.17042,-4.71774,NA,NA,NA,NA,NA,NA,-87.328,NA,NA,NA,NA,NA
55836,2.00788,1.75119,-3.12462,NA,NA,-56.289,NA,NA,NA,NA,NA,NA,NA,NA,NA
56150,1.95804,1.88679,-2.53251,NA,-158.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56299,0.866826,2.20976,-2.79788,NA,NA,NA,-88.758,NA,NA,NA,NA,NA,NA,NA,NA
56455,1.19261,2.49017,-4.77557,NA,NA,NA,NA,-43.387,NA,NA,NA,NA,NA,NA,NA
56636,1.29157,3.74565,-4.50845,NA,NA,NA,NA,NA,NA,-107.204,NA,NA,NA,NA,NA
56997,0.00861463,2.69692,-4.96554,NA,NA,-120.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
57039,1.49662,2.42024,-2.8707,NA,NA,-81.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
57387,1.96995,2.17483,-3.33526,NA,NA,NA,-35.479,NA,NA,NA,NA,NA,NA,NA,NA
57460,0.36051,2.56498,-4.21759,NA,NA,NA,-65.671,NA,NA,NA,NA,NA,NA,NA,NA
57731,-0.00561178,2.33037,-4.68546,NA,NA,-109.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
57839,-0.195194,2.16343,-4.89957,NA,NA,NA,-100.227,NA,NA,NA,NA,NA,NA,NA,NA
58093,0.665053,1.61216,-4.95889,NA,NA,NA,-47.656,NA,NA,NA,NA,NA,NA,NA,NA
58203,2.47219,2.07884,-3.6945,NA,NA,NA,NA,NA,-30.888,NA,NA,NA,NA,NA,NA
58446,4.23959,0.887954,-4.88997,NA,NA,NA,NA,-167.946,NA,NA,NA,NA,NA,NA,NA
58719,2.62949,0.546529,-4.60735,NA,NA,NA,NA,NA,NA,NA,NA,-142.568,NA,NA,NA
58962,2.98796,0.967534,-4.18882,NA,NA,NA,NA,-69.242,NA,NA,NA,NA,NA,NA,NA
59044,2.99217,0.537005,-4.5819,NA,NA,NA,NA,NA,NA,NA,NA,-146.867,NA,NA,NA
59370,3.37627,0.97845,-4.49154,NA,NA,NA,NA,-89.867,NA,NA,NA,NA,NA,NA,NA
59509,3.43691,2.02648,-4.47316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238.04
59725,3.41572,2.06748,-4.486,NA,NA,NA,NA,-87.043,NA,NA,NA,NA,NA,NA,NA
59818,3.28213,0.694984,-4.91827,NA,NA,NA,NA,NA,NA,NA,-179.518,NA,NA,NA,NA
60196,3.55673,1.37828,-4.98866,NA,NA,NA,NA,NA,NA,NA,-170.768,NA,NA,NA,NA
60239,3.94999,1.42774,-4.43488,NA,NA,NA,NA,NA,NA,-106.246,NA,NA,NA,NA,NA
60572,3.25355,1.02165,-3.77508,NA,NA,-91.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
60799,1.72619,1.95562,-4.30642,-86.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60828,0.71879,1.27534,-4.95934,NA,-103.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61167,0.965984,2.08798,-4.90083,NA,NA,NA,NA,NA,NA,-32.51,NA,NA,NA,NA,NA
61314,1.27227,2.99773,-4.9418,NA,-98.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61555,1.6885,3.38217,-3.40857,NA,NA,-105.553,NA,NA,NA,NA,NA,NA,NA,NA,NA
61669,1.01251,4.83025,-3.59148,NA,NA,NA,NA,NA,-251.505,NA,NA,NA,NA,NA,NA
61898,0.104506,2.22078,-4.46541,NA,NA,NA,-73.696,NA,NA,NA,NA,NA,NA,NA,NA
62089,1.06678,1.05797,-3.50892,NA,NA,NA,-59.615,NA,NA,NA,NA,NA,NA,NA,NA
62355,0.335174,1.81661,-4.59139,NA,NA,NA,NA,NA,NA,-60.842,NA,NA,NA,NA,NA
62566,0.0363604,1.71575,-4.32751,NA,NA,NA,NA,NA,NA,-80.144,NA,NA,NA,NA,NA
62716,-0.0922475,2.35656,-4.57357,NA,NA,-117.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
62943,0.352765,0.74163,-4.56776,NA,-148.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63137,0.628028,1.19267,-4.10211,NA,NA,-78.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
63344,1.84348,1.48405,-3.95284,NA,NA,NA,-6.06,NA,NA,NA,NA,NA,NA,NA,NA
63570,1.68497,2.0352,-3.66354,-96.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63619,2.2348,1.93758,-3.90214,NA,-78.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63886,3.10806,2.12002,-4.93192,NA,-94.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64099,2.29065,2.49967,-3.893,NA,-80.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64209,2.6351,2.52035,-3.53099,NA,NA,NA,-56.593,NA,NA,NA,NA,NA,NA,NA,NA
64523,1.34706,2.28393,-4.57484,NA,NA,-46.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
64634,1.58262,0.923076,-4.82281,NA,NA,-64.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
64852,2.99824,1.21418,-4.79707,NA,NA,NA,-48.283,NA,NA,NA,NA,NA,NA,NA,NA
65117,4.09364,2.60081,-4.69225,NA,NA,NA,NA,NA,NA,-146.562,NA,NA,NA,NA,NA
65279,3.72945,2.93078,-4.16256,NA,-162.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65451,3.29536,1.65136,-4.32074,NA,NA,NA,NA,NA,NA,NA,NA,-97.887,NA,NA,NA
65769,4.17026,1.33989,-4.36327,NA,NA,NA,NA,NA,NA,NA,NA,-155.392,NA,NA,NA
65850,4.84312,2.00078,-4.39073,NA,NA,NA,-202.632,NA,NA,NA,NA,NA,NA,NA,NA
66053,4.82222,1.36367,-4.70327,NA,-257.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66204,4.99931,1.66537,-3.20758,NA,NA,-360,NA,NA,NA,NA,NA,NA,NA,NA,NA
66407,3.90921,0.694314,-4.43205,NA,-173.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66626,4.0208,1.24421,-4.19798,-202.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66991,2.93341,0.800885,-4.70176,-151.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67065,3.4588,1.37105,-3.83042,NA,NA,NA,NA,NA,NA,-81.126,NA,NA,NA,NA,NA
67366,3.01734,1.30365,-3.5363,NA,NA,NA,NA,NA,-63.1,NA,NA,NA,NA,NA,NA
67432,1.94622,0.513205,-3.08051,NA,NA,NA,NA,NA,NA,-104.404,NA,NA,NA,NA,NA
67783,0.467858,1.7517,-3.90613,NA,NA,NA,NA,NA,NA,-55.389,NA,NA,NA,NA,NA
67973,0.725758,2.34666,-3.95782,NA,NA,NA,NA,NA,NA,NA,NA,-91.901,NA,NA,NA
68078,2.82174,2.26538,-2.80496,NA,NA,NA,NA,NA,-111.729,NA,NA,NA,NA,NA,NA
68221,3.13232,1.61509,-3.21846,NA,NA,NA,-85.038,NA,NA,NA,NA,NA,NA,NA,NA
68493,1.25138,2.96725,-4.65555,NA,NA,-70.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
68718,-0.447578,2.77579,-4.90545,NA,NA,NA,-138.401,NA,NA,NA,NA,NA,NA,NA,NA
68956,-0.0359727,2.42971,-4.18768,NA,NA,NA,-89.727,NA,NA,NA,NA,NA,NA,NA,NA
69166,-0.00429505,2.11928,-4.50787,NA,NA,NA,NA,NA,-88.511,NA,NA,NA,NA,NA,NA
69332,1.34075,1.87227,-4.16246,NA,NA,NA,NA,-36.634,NA,NA,NA,NA,NA,NA,NA
69504,1.33641,1.7363,-4.27616,NA,NA,NA,-7.446,NA,NA,NA,NA,NA,NA,NA,NA
69601,2.71237,2.07456,-4.94877,NA,NA,NA,NA,NA,NA,-45.768,NA,NA,NA,NA,NA
69890,3.12406,2.93574,-4.18544,NA,-118.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70091,2.77155,3.2929,-3.48343,NA,NA,NA,-107.527,NA,NA,NA,NA,NA,NA,NA,NA
70399,1.30571,2.86994,-4.07741,NA,-80.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70491,1.59253,3.23448,-4.22527,-127.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70633,0.790464,3.49251,-4.61723,-173.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70977,2.34588,2.71106,-4.35967,NA,NA,NA,NA,NA,NA,-43.131,NA,NA,NA,NA,NA
71012,2.4922,3.56058,-4.68073,-170.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71308,1.66746,2.33176,-4.33771,NA,NA,NA,NA,NA,-23.152,NA,NA,NA,NA,NA,NA
71438,2.51845,0.937656,-4.49487,NA,NA,NA,-37.96,NA,NA,NA,NA,NA,NA,NA,NA
71616,3.28216,0.440045,-4.09445,NA,NA,NA,-108.004,NA,NA,NA,NA,NA,NA,NA,NA
71890,2.5582,0.548225,-3.36682,NA,NA,NA,NA,NA,NA,NA,NA,-156.618,NA,NA,NA
72083,2.79384,1.72737,-3.26641,NA,NA,NA,-61.207,NA,NA,NA,NA,NA,NA,NA,NA
72222,3.03931,3.69268,-3.03279,NA,NA,NA,NA,-198.82,NA,NA,NA,NA,NA,NA,NA
72555,3.64176,2.79548,-4.79171,NA,NA,NA,NA,NA,NA,NA,-167.573,NA,NA,NA,NA
72774,3.25599,3.46912,-4.44891,NA,NA,NA,NA,NA,-122.658,NA,NA,NA,NA,NA,NA
72829,2.42949,1.63514,-4.7891,NA,-51.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73020,3.0559,3.24731,-4.19776,NA,NA,NA,-93.417,NA,NA,NA,NA,NA,NA,NA,NA
73400,4.04534,2.1207,-4.45636,NA,NA,NA,NA,NA,NA,-128.335,NA,NA,NA,NA,NA
73462,4.20279,0.986574,-4.67981,-238.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73670,3.82177,2.17046,-4.70216,NA,NA,-131.371,NA,NA,NA,NA,NA,NA,NA,NA,NA
73815,3.8273,1.63272,-4.45025,NA,NA,-121.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
74062,4.48255,2.31277,-4.88322,NA,-215.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74346,4.04621,3.12968,-4.32715,-250.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74579,4.32589,1.79186,-3.37618,NA,NA,NA,-189.423,NA,NA,NA,NA,NA,NA,NA,NA
74604,3.69228,1.93899,-3.62731,NA,-191.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74852,0.898148,3.04744,-3.73206,NA,NA,-83.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
75186,1.99468,2.17338,-4.20206,NA,NA,NA,-10.488,NA,NA,NA,NA,NA,NA,NA,NA
75201,1.10847,1.61213,-4.85974,NA,NA,NA,NA,NA,-28.04,NA,NA,NA,NA,NA,NA
75522,1.66216,2.20224,-4.10698,NA,NA,NA,NA,NA,-22.642,NA,NA,NA,NA,NA,NA
75792,1.88294,2.02018,-3.21631,NA,NA,NA,NA,-54.916,NA,NA,NA,NA,NA,NA,NA
75977,2.99291,2.87319,-2.6117,NA,NA,NA,NA,-172.508,NA,NA,NA,NA,NA,NA,NA
76089,2.81348,1.7011,-3.20669,NA,NA,NA,NA,-90.438,NA,NA,NA,NA,NA,NA,NA
76395,2.19726,1.78198,-4.59011,NA,NA,NA,-8.533,NA,NA,NA,NA,NA,NA,NA,NA
76560,4.27596,1.17588,-4.19432,NA,NA,NA,-141.963,NA,NA,NA,NA,NA,NA,NA,NA
76799,4.36837,1.88606,-3.72577,NA,NA,NA,NA,NA,NA,NA,NA,-193.117,NA,NA,NA
76834,2.07076,1.68377,-4.68916,NA,NA,NA,NA,-35.415,NA,NA,NA,NA,NA,NA,NA
77115,2.33305,0.799637,-4.22761,NA,NA,NA,NA,NA,-58.581,NA,NA,NA,NA,NA,NA
77330,3.37442,0.431907,-4.48102,NA,NA,NA,-109.852,NA,NA,NA,NA,NA,NA,NA,NA
77448,3.62839,1.50969,-3.24636,NA,NA,-159.773,NA,NA,NA,NA,NA,NA,NA,NA,NA
77663,4.05805,2.12498,-4.50147,-212.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77824,3.45423,2.13242,-3.99173,NA,NA,NA,NA,NA,NA,-87.717,NA,NA,NA,NA,NA
78042,2.96962,2.45343,-4.51881,NA,NA,-79.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
78290,1.70846,2.68245,-4.15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.676,NA,NA
78512,1.82729,2.72655,-3.63434,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147.955,NA,NA
78609,0.736457,2.47041,-3.9096,-111.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78986,1.37931,1.4432,-3.20536,-120.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79122,1.3562,0.411341,-4.91227,NA,NA,-111.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
79240,0.609435,0.724647,-4.84918,-154.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79554,2.44957,1.34856,-3.28009,NA,NA,NA,-49.282,NA,NA,NA,NA,NA,NA,NA,NA
79656,3.29952,1.24303,-3.63345,NA,NA,NA,-76.553,NA,NA,NA,NA,NA,NA,NA,NA
79994,3.56532,0.823234,-3.05102,NA,NA,-197.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
80011,2.75436,1.13301,-3.09566,NA,NA,-104.192,NA,NA,NA,NA,NA,NA,NA,NA,NA
80386,2.85169,1.95614,-4.42859,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140.172,NA,NA
80463,2.21723,2.54214,-3.70543,-127.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80792,1.38388,3.27732,-4.86787,NA,NA,NA,NA,NA,-69.055,NA,NA,NA,NA,NA,NA
80852,1.84579,2.36894,-4.67148,NA,NA,NA,NA,NA,-27.407,NA,NA,NA,NA,NA,NA
81160,1.88701,1.45447,-4.61417,NA,NA,NA,NA,NA,-20.218,NA,NA,NA,NA,NA,NA
81335,2.35919,2.07944,-4.60533,NA,NA,NA,NA,NA,-22.974,NA,NA,NA,NA,NA,NA
81583,1.23651,0.900376,-3.75519,NA,NA,NA,NA,-93.704,NA,NA,NA,NA,NA,NA,NA
81609,0.992083,1.12004,-3.0676,NA,NA,NA,-84.979,NA,NA,NA,NA,NA,NA,NA,NA
81868,0.0733353,0.121553,-4.02754,NA,NA,NA,NA,NA,NA,-267.283,NA,NA,NA,NA,NA
82071,0.749602,1.14794,-3.77846,NA,NA,-74.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
82374,1.89458,0.67537,-3.45135,NA,NA,NA,NA,NA,-81.336,NA,NA,NA,NA,NA,NA
82540,2.29568,1.95936,-4.73064,NA,NA,NA,-15.273,NA,NA,NA,NA,NA,NA,NA,NA
82725,3.04759,1.66385,-4.29117,NA,NA,-58.417,NA,NA,NA,NA,NA,NA,NA,NA,NA
82883,4.10064,1.5432,-3.65004,-267.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83181,4.40393,1.84406,-4.444,-240.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83213,4.4871,1.81499,-4.66965,NA,NA,NA,NA,NA,NA,-160.158,NA,NA,NA,NA,NA
83541,3.88648,0.927855,-3.86983,NA,NA,NA,NA,NA,NA,-124.863,NA,NA,NA,NA,NA
83720,2.8386,1.22595,-2.52263,NA,NA,NA,NA,NA,NA,-157.34,NA,NA,NA,NA,NA
83966,2.83141,0.735823,-4.27635,NA,NA,NA,-63.025,NA,NA,NA,NA,NA,NA,NA,NA
84168,2.68622,-0.0432942,-4.64233,NA,NA,NA,NA,NA,NA,-145.745,NA,NA,NA,NA,NA
84237,2.14663,1.21484,-4.35996,NA,NA,NA,NA,NA,-24.99,NA,NA,NA,NA,NA,NA
84486,3.95838,2.54735,-4.95534,NA,NA,NA,-126.046,NA,NA,NA,NA,NA,NA,NA,NA
84782,2.15388,2.14166,-3.97271,NA,NA,NA,NA,NA,-23.37,NA,NA,NA,NA,NA,NA
84820,2.28747,2.87077,-3.63933,NA,NA,NA,NA,NA,NA,NA,NA,-106.143,NA,NA,NA
85118,1.26825,3.34714,-2.97574,NA,NA,NA,NA,-147.261,NA,NA,NA,NA,NA,NA,NA
85357,1.15803,3.40559,-3.68181,NA,NA,NA,NA,-101.707,NA,NA,NA,NA,NA,NA,NA
85406,1.07065,3.47583,-3.75626,NA,NA,NA,NA,NA,-97.333,NA,NA,NA,NA,NA,NA
85606,0.765763,2.84579,-3.95273,NA,NA,NA,NA,-92.17,NA,NA,NA,NA,NA,NA,NA
85950,1.90147,2.14032,-4.4679,NA,NA,NA,-9.331,NA,NA,NA,NA,NA,NA,NA,NA
86159,2.94708,1.16444,-4.95815,NA,NA,NA,NA,NA,-55.485,NA,NA,NA,NA,NA,NA
86210,4.20991,1.43491,-3.51318,NA,NA,NA,-158.545,NA,NA,NA,NA,NA,NA,NA,NA
86596,3.98599,1.80408,-3.54952,NA,NA,NA,NA,NA,NA,-141.776,NA,NA,NA,NA,NA
86713,4.64889,2.11338,-3.54659,NA,NA,-261.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
86982,4.1318,2.81388,-2.86191,-567.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87169,3.42917,1.42449,-3.57083,NA,-140.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87293,1.9591,2.3404,-4.82257,-114.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87493,2.03839,3.04329,-3.95403,NA,-106.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87781,0.813617,2.70276,-3.84424,NA,NA,-76.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
87813,-0.531972,1.06638,-4.00955,-217.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88106,1.02265,2.9385,-3.22188,NA,NA,NA,-81.02,NA,NA,NA,NA,NA,NA,NA,NA
88327,1.16168,2.68334,-4.30323,NA,NA,NA,-35.094,NA,NA,NA,NA,NA,NA,NA,NA
88426,1.55052,2.38314,-3.66011,NA,NA,NA,-27.522,NA,NA,NA,NA,NA,NA,NA,NA
88638,2.54758,1.99361,-4.54817,NA,NA,NA,-20.757,NA,NA,NA,NA,NA,NA,NA,NA
88896,2.2045,0.846087,-4.6532,NA,NA,NA,NA,NA,NA,-39.511,NA,NA,NA,NA,NA
89146,2.26105,1.57917,-4.49419,NA,NA,NA,-10.117,NA,NA,NA,NA,NA,NA,NA,NA
89318,1.02363,2.92121,-3.92116,NA,-93.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89499,0.97179,3.02805,-4.96314,NA,NA,NA,NA,NA,NA,-71.136,NA,NA,NA,NA,NA
89717,0.0431275,1.98613,-4.69465,NA,NA,NA,NA,NA,NA,-82.624,NA,NA,NA,NA,NA
89952,-0.364723,2.47961,-4.6199,NA,NA,NA,NA,NA,NA,-118.16,NA,NA,NA,NA,NA
90195,1.2353,2.85224,-4.92276,NA,NA,NA,NA,NA,NA,-51.179,NA,NA,NA,NA,NA
90275,1.92814,2.50836,-4.86322,NA,NA,NA,-25.896,NA,NA,NA,NA,NA,NA,NA,NA
90488,0.0848454,2.19034,-4.31481,NA,NA,NA,NA,NA,-80.324,NA,NA,NA,NA,NA,NA
90603,0.125105,2.45566,-4.25382,NA,NA,NA,NA,-117.679,NA,NA,NA,NA,NA,NA,NA
90828,0.718202,0.0129873,-4.35996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-593.327,NA
91091,2.87394,2.36664,-3.67467,NA,NA,NA,NA,NA,-58.853,NA,NA,NA,NA,NA,NA
91313,2.51825,3.24738,-4.96567,NA,NA,NA,NA,-87.338,NA,NA,NA,NA,NA,NA,NA
91563,1.68987,3.71189,-3.23834,NA,NA,NA,NA,NA,NA,-129.976,NA,NA,NA,NA,NA
91639,2.85096,3.51939,-4.49199,NA,NA,-114.276,NA,NA,NA,NA,NA,NA,NA,NA,NA
91828,3.19005,2.99336,-4.75784,NA,NA,NA,NA,NA,-90.998,NA,NA,NA,NA,NA,NA
92163,4.19127,1.83059,-4.41001,NA,-170.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92241,3.39374,1.36156,-4.50278,NA,NA,-79.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
92463,3.15226,1.2118,-3.86353,NA,NA,NA,NA,NA,NA,-61.527,NA,NA,NA,NA,NA
92646,0.997121,0.502392,-2.74152,NA,NA,-163.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
92950,1.08328,1.19916,-4.26715,-94.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93191,2.45483,2.87882,-3.6973,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.948,NA,NA
93325,2.17121,1.14183,-3.70137,NA,-83.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93594,1.81359,1.81196,-3.82722,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.17,NA,NA
93795,2.00439,1.11469,-2.47748,NA,NA,NA,NA,NA,NA,NA,NA,NA,-233.472,NA,NA
93846,2.25705,0.189724,-2.12999,NA,-307.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94010,1.86651,0.613762,-3.00599,NA,NA,-107.436,NA,NA,NA,NA,NA,NA,NA,NA,NA
94238,2.13783,0.850243,-3.60793,NA,-78.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94482,3.11343,1.38503,-3.26079,-176.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94610,3.06957,0.63714,-3.16766,NA,NA,NA,NA,NA,NA,-124.418,NA,NA,NA,NA,NA
94870,1.89603,1.68451,-3.59125,NA,NA,NA,NA,NA,NA,-22.177,NA,NA,NA,NA,NA
95165,1.30375,2.8926,-4.47563,NA,-76.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95245,2.22839,3.5195,-4.18812,NA,-132.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95545,1.82016,2.99976,-3.43059,NA,NA,-86.603,NA,NA,NA,NA,NA,NA,NA,NA,NA
95796,1.02036,3.3548,-2.76176,NA,NA,-152.553,NA,NA,NA,NA,NA,NA,NA,NA,NA
95902,2.13142,2.88158,-4.75045,NA,NA,-56.654,NA,NA,NA,NA,NA,NA,NA,NA,NA
96111,2.00831,1.35961,-4.1343,NA,NA,NA,NA,NA,NA,-8.57,NA,NA,NA,NA,NA
96238,1.27162,0.259043,-3.02835,NA,NA,NA,NA,NA,-182.237,NA,NA,NA,NA,NA,NA
96459,2.06917,1.23678,-2.61069,NA,NA,-111.544,NA,NA,NA,NA,NA,NA,NA,NA,NA
96712,2.33073,1.77766,-1.9358,NA,NA,NA,NA,NA,NA,-221.645,NA,NA,NA,NA,NA
96819,3.6367,1.9405,-3.94229,NA,NA,NA,-86.185,NA,NA,NA,NA,NA,NA,NA,NA
