id,x0,x1,x2,fitness-0.5,fitness0,fitness-2,fitness-3.5,fitness-3,fitness-1.5,fitness-2.5,fitness-1,fitness0.5,fitness1,fitness5,fitness4,fitness4.5,fitness3.5,fitness3,fitness2
41528,5,-0.915434,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11040.965,NA,NA,NA,NA,NA
41653,5,-1.02948,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5663.734,NA,NA,NA,NA,NA
41862,5,-0.690221,4.79537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14303.307,NA,NA,NA,NA,NA
42067,5,-0.788309,4.81841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17041.951,NA,NA,NA,NA,NA
42223,4.80554,-0.653609,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12836.094,NA,NA,NA,NA,NA
42483,5,-0.939487,4.67078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5989.136,NA,NA,NA
42738,5,-0.907639,4.84054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15005.761,NA,NA,NA,NA,NA
42836,5,-1.37768,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5039.926,NA,NA,NA,NA
43132,4.91852,-0.74766,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6195.635,NA,NA,NA
43374,5,-0.794447,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13052.681,NA,NA,NA,NA,NA
43504,5,-0.748739,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12652.451,NA,NA,NA,NA,NA
43671,5,-0.588615,4.96236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8085.659,NA,NA,NA,NA,NA
43968,5,-0.686595,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11151.446,NA,NA,NA,NA,NA
44192,5,-0.587865,4.68959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6389.183,NA,NA,NA,NA,NA
44257,4.13079,-0.762004,4.33896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3223.02,NA,NA,NA,NA,NA
44455,4.97238,-0.919955,4.95119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14414.133,NA,NA,NA,NA,NA
44735,5,-0.93406,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10358.206,NA,NA,NA,NA,NA
44847,5,-0.779411,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12990.714,NA,NA,NA,NA,NA
45166,4.91388,-0.601057,4.77722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12016.189,NA,NA,NA,NA,NA
45221,5,-0.718256,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12045.842,NA,NA,NA,NA,NA
45400,5,-0.56386,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5755.506,NA,NA,NA,NA,NA
45622,5,-1.31924,4.32719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6048.244,NA,NA,NA,NA,NA
45956,5,-0.943677,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9971.425,NA,NA,NA,NA,NA
46145,5,-2.18128,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991.599,NA,NA,NA,NA,NA
46318,5,-2.0196,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5537.594,NA,NA,NA,NA,NA
46407,5,-0.812876,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13033.615,NA,NA,NA,NA,NA
46735,5,-2.10319,4.85191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6244.775,NA,NA,NA,NA,NA
46844,4.89541,-1.80698,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892.03,NA,NA,NA,NA,NA
47133,5,-0.757646,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17021.106,NA,NA,NA,NA,NA
47235,5,-0.579077,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6542.262,NA,NA,NA,NA,NA
47559,5,-0.843573,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12768.415,NA,NA,NA,NA,NA
47641,4.81314,-1.8732,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4768.643,NA,NA,NA,NA,NA
47871,5,-0.523949,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3620.548,NA,NA,NA,NA,NA
48114,5,-0.875796,4.69522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11443.887,NA,NA,NA,NA,NA
48338,5,-0.921566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10826.12,NA,NA,NA,NA,NA
48404,5,-1.36054,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6108.226,NA,NA,NA,NA
48782,4.17108,-1.68249,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118.052,NA,NA,NA,NA,NA
48835,4.29417,-1.46127,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5223.241,NA,NA,NA
49198,5,-1.50835,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840.613,NA,NA
49273,4.88455,-0.843672,4.82969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29101.975,NA,NA,NA,NA,NA
49551,5,-1.02141,4.71579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6282.581,NA,NA,NA,NA,NA
49696,5,-2.04489,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5411.856,NA,NA,NA,NA,NA
49912,5,-1.92087,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4769.222,NA,NA,NA,NA,NA
50131,4.37918,-0.208313,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2721.576,NA,NA,NA
50391,5,1.21944,4.85878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2771.904,NA,NA,NA,NA,NA
50479,5,0.350547,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3525.766,NA,NA,NA,NA,NA
50632,5,0.31359,4.96391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3927.452,NA,NA,NA,NA,NA
50895,5,-0.719134,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12066.921,NA,NA,NA,NA,NA
51030,5,-0.884102,4.83505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18686.405,NA,NA,NA,NA,NA
51376,4.47848,-1.36057,4.86744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164.17,NA,NA,NA
51513,5,-0.962035,4.82272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15381.76,NA,NA,NA,NA,NA
51775,5,-0.805608,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13053.685,NA,NA,NA,NA,NA
51875,5,-0.682416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14588.702,NA,NA,NA,NA,NA
52196,4.96421,-0.832617,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14763.02,NA,NA,NA,NA,NA
52347,4.76068,-1.06865,4.70084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3801.867,NA,NA,NA,NA,NA
52515,5,-2.05197,4.76338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6379.183,NA,NA,NA,NA,NA
52713,4.35672,-1.60597,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5376.255,NA,NA,NA,NA,NA
52992,5,-1.01567,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6443.775,NA,NA,NA,NA,NA
53029,5,0.237061,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2679.249,NA,NA,NA,NA,NA
53233,5,-0.576791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6425.426,NA,NA,NA,NA,NA
53443,5,-1.30004,4.38222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4683.118,NA,NA,NA,NA,NA
53687,5,-0.571309,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6143.212,NA,NA,NA,NA,NA
53961,5,-0.749484,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12663.968,NA,NA,NA,NA,NA
54001,4.72822,-0.580629,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7113.181,NA,NA,NA,NA,NA
54331,5,-0.943204,4.76488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13155.802,NA,NA,NA
54422,4.29397,-0.272772,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4410.808,NA,NA,NA,NA,NA
54698,5,-0.646899,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12465.087,NA,NA,NA,NA,NA
54837,5,-2.17461,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4021.668,NA,NA,NA,NA,NA
55001,5,-0.896369,4.27935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4650.388,NA,NA,NA,NA
55336,5,-0.184825,4.15372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4871.37,NA,NA,NA,NA,NA
55413,5,-0.927291,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12554.179,NA,NA,NA,NA,NA
55665,5,-2.10023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5882.845,NA,NA,NA,NA,NA
55919,4.12856,-1.27775,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4723.715,NA,NA,NA,NA,NA
56191,4.80184,-0.571428,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9042.956,NA,NA,NA,NA,NA
56218,5,-0.681703,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10990.977,NA,NA,NA,NA,NA
56447,5,-0.671904,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10652.734,NA,NA,NA,NA,NA
56615,5,-1.40431,4.38386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4177.131,NA,NA,NA
56998,5,-0.688984,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14948.781,NA,NA,NA,NA,NA
57144,3.59645,-0.540499,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.743,NA,NA,NA,NA,NA
57345,5,-0.745459,4.98053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9149.644,NA,NA,NA
57560,5,0.22636,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498.767,NA,NA,NA,NA,NA
57728,5,-0.664604,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10386.677,NA,NA,NA,NA,NA
57931,5,-0.605926,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088.486,NA,NA,NA,NA
58195,4.75017,-0.815828,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14985.35,NA,NA,NA,NA,NA
58260,4.60734,-0.700438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5823.355,NA,NA,NA,NA,NA
58476,5,-1.00525,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7013.883,NA,NA,NA,NA,NA
58657,5,-0.629794,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10556.839,NA,NA,NA,NA,NA
58924,5,-1.41895,4.38268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5802.448,NA,NA,NA,NA,NA
59013,5,-1.02214,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8026.335,NA,NA,NA,NA,NA
59362,5,-0.707663,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11775.316,NA,NA,NA,NA,NA
59471,5,-1.04948,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4492.09,NA,NA,NA,NA,NA
59786,5,-0.907948,3.81953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4942.372,NA,NA,NA,NA,NA
59811,4.74862,-0.706119,4.73549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18963.636,NA,NA,NA,NA,NA
60109,5,-0.938052,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10200.403,NA,NA,NA,NA,NA
60284,4.89874,-0.719624,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15766.195,NA,NA,NA,NA,NA
60536,5,-0.947187,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9824.689,NA,NA,NA,NA,NA
60701,5,-1.06126,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3783.145,NA,NA,NA,NA,NA
60998,4.69977,-0.917636,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10519.555,NA,NA,NA,NA,NA
61099,5,-0.858293,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12538.504,NA,NA,NA,NA,NA
61366,4.62382,-0.905575,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6709.602,NA,NA,NA,NA,NA
61507,5,-0.817736,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13011.058,NA,NA,NA,NA,NA
61681,5,-1.96323,4.90733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8862.819,NA,NA,NA,NA,NA
61939,5,-1.47159,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5686.724,NA,NA,NA,NA
62075,5,-1.01634,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6406.55,NA,NA,NA,NA,NA
62367,4.23342,-0.259721,4.98262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4765.006,NA,NA,NA,NA,NA
62414,4.88748,-0.765392,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16971.195,NA,NA,NA,NA,NA
62706,4.86793,-0.952276,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12790.879,NA,NA,NA,NA,NA
62842,5,-0.728801,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12285.103,NA,NA,NA,NA,NA
63186,5,-0.676815,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14317.283,NA,NA,NA,NA,NA
63240,5,-0.572628,4.95883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7224.763,NA,NA,NA,NA,NA
63458,5,-0.606525,4.77665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9693.791,NA,NA,NA,NA,NA
63603,5,-2.94165,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3023.622,NA,NA,NA,NA,NA
63936,5,-3.0702,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969.804,NA,NA,NA,NA,NA
64199,4.89226,-2.17993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3974.18,NA,NA,NA,NA,NA
64322,5,-0.960043,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9262.792,NA,NA,NA,NA,NA
64481,4.88409,-0.522549,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4684.988,NA,NA,NA,NA,NA
64655,4.43662,-1.56593,4.84883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3932.876,NA,NA,NA,NA,NA
64823,5,-1.41071,4.27614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7383.462,NA,NA,NA,NA,NA
65052,4.94938,-0.335228,4.33673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3770.96,NA,NA,NA,NA,NA
65216,5,-0.72627,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12230.46,NA,NA,NA,NA,NA
65533,4.94781,-0.761855,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15372.514,NA,NA,NA,NA,NA
65695,4.77756,-0.691872,4.57457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4559.093,NA,NA,NA,NA,NA
65979,3.72741,-1.48999,4.23938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433.493,NA,NA,NA,NA,NA
66002,4.76459,-0.798333,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15600.282,NA,NA,NA,NA,NA
66203,5,-0.974966,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8564.845,NA,NA,NA,NA,NA
66560,5,-0.654007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12636.164,NA,NA,NA,NA,NA
66708,5,-0.732766,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12367.125,NA,NA,NA,NA,NA
66838,4.84482,-0.606958,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10534.484,NA,NA,NA,NA,NA
67099,4.78946,-0.770632,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16247.091,NA,NA,NA,NA,NA
67314,4.85817,-0.958295,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12452.707,NA,NA,NA,NA,NA
67584,5,-1.89057,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4066.578,NA,NA,NA
67671,5,-0.871809,4.94308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14868.8,NA,NA,NA,NA,NA
67962,5,-0.874139,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13689.486,NA,NA,NA
68166,5,-0.811414,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13038.968,NA,NA,NA,NA,NA
68376,4.68534,-0.684224,4.89291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13014.944,NA,NA,NA,NA,NA
68463,5,-1.96195,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5339.663,NA,NA,NA,NA,NA
68740,5,-0.64104,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11426.908,NA,NA,NA,NA,NA
68834,4.89662,-0.991848,4.90451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13098.086,NA,NA,NA,NA,NA
69192,5,-0.945742,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9885.452,NA,NA,NA,NA,NA
69283,5,0.492074,4.88707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2272.765,NA,NA,NA,NA,NA
69406,5,-0.977307,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8451.143,NA,NA,NA,NA,NA
69688,4.7182,-0.630196,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9306.055,NA,NA,NA,NA,NA
69821,5,-0.747081,4.87678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16757.63,NA,NA,NA,NA,NA
70189,3.7782,-0.593935,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3568.832,NA,NA,NA,NA,NA
70321,5,-0.967267,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11809.775,NA,NA,NA,NA,NA
70423,4.90622,-0.598959,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12952.937,NA,NA,NA,NA,NA
70790,5,-1.98115,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5482.923,NA,NA,NA,NA,NA
70968,4.87213,-0.708099,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15673.921,NA,NA,NA,NA,NA
71008,3.81698,-0.782571,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4612.405,NA,NA,NA,NA,NA
71243,5,-0.976839,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8473.962,NA,NA,NA,NA,NA
71459,5,-0.975302,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8548.594,NA,NA,NA,NA,NA
71618,5,-1.02708,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6644.779,NA,NA,NA
71851,4.84931,-0.641562,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14915.489,NA,NA,NA,NA,NA
72117,5,-0.998144,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7392.631,NA,NA,NA,NA,NA
72234,5,-2.05571,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5321.161,NA,NA,NA,NA,NA
72427,4.2656,-1.40041,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7331.485,NA,NA,NA,NA,NA
72735,5,-0.888517,4.70952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11869.923,NA,NA,NA,NA,NA
72819,4.59475,-0.905671,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4952.117,NA,NA,NA,NA,NA
73007,4.7974,-0.860762,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17733.204,NA,NA,NA,NA,NA
73221,4.94329,-0.696359,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18491.29,NA,NA,NA,NA,NA
73399,4.82344,-0.964613,4.93068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14799.31,NA,NA,NA,NA,NA
73773,5,-1.25276,3.34496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3076.874,NA,NA,NA,NA,NA
73964,4.78692,-1.24352,4.33463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5189.794,NA,NA,NA,NA,NA
74049,5,-0.896181,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11649.521,NA,NA,NA,NA,NA
74240,5,-2.13192,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4140.765,NA,NA,NA,NA,NA
74594,5,-1.97408,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5439.287,NA,NA,NA,NA,NA
74701,5,-0.622429,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10655.725,NA,NA,NA,NA,NA
74863,5,-0.929727,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10524.987,NA,NA,NA,NA,NA
75139,5,-0.82636,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12953.009,NA,NA,NA,NA,NA
75293,5,-0.954488,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9510.217,NA,NA,NA,NA,NA
75552,4.82851,-1.04162,4.77592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10656.425,NA,NA,NA,NA,NA
75656,4.8908,-0.796696,4.91864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21830.264,NA,NA,NA,NA,NA
75843,5,-0.904907,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11386.317,NA,NA,NA,NA,NA
76087,5,-0.696251,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11451.187,NA,NA,NA,NA,NA
76291,4.91075,-1.91869,4.96072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7037.363,NA,NA,NA,NA,NA
76594,4.74159,-1.94725,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5809.945,NA,NA,NA,NA,NA
76790,5,-3.03312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3198.637,NA,NA,NA,NA,NA
76970,5,-0.632587,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10608.788,NA,NA,NA,NA,NA
77002,4.1682,-0.714188,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2375.602,NA,NA,NA
77210,5,-0.732057,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12352.781,NA,NA,NA,NA,NA
77555,5,-0.534782,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4206.715,NA,NA,NA,NA,NA
77773,5,-0.891177,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11790.819,NA,NA,NA,NA,NA
77988,5,-0.806705,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13051.705,NA,NA,NA,NA,NA
78133,5,-0.657131,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11979.993,NA,NA,NA,NA,NA
78358,5,-0.717832,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12035.589,NA,NA,NA,NA,NA
78443,4.7695,-0.548989,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6005.05,NA,NA,NA,NA,NA
78728,5,0.248445,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2851.491,NA,NA,NA,NA,NA
78962,5,-0.601382,4.64326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7012.02,NA,NA,NA,NA,NA
79078,5,-0.925813,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10671.55,NA,NA,NA,NA,NA
79335,5,-0.661779,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10280.598,NA,NA,NA,NA,NA
79478,4.66872,-1.03131,4.98291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4878.544,NA,NA,NA,NA,NA
79775,5,-0.831191,4.88975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16993.159,NA,NA,NA,NA,NA
79876,5,-0.969312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8834.832,NA,NA,NA,NA,NA
80055,4.48992,-0.16764,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.973,NA,NA,NA,NA,NA
80393,5,-0.741817,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13755.616,NA,NA,NA,NA,NA
80458,5,-0.580528,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6616.15,NA,NA,NA,NA,NA
80760,4.97925,-0.879822,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13154.676,NA,NA,NA,NA,NA
80919,5,0.429354,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778.349,NA,NA,NA,NA,NA
81117,5,-0.92664,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10781.109,NA,NA,NA
81348,4.76822,-1.01907,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7535.888,NA,NA,NA,NA,NA
81526,5,0.249912,4.96421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3309.152,NA,NA,NA
81785,5,-0.759538,4.61615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8520.257,NA,NA,NA,NA,NA
81897,5,-0.633783,4.73531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10058.419,NA,NA,NA,NA,NA
82176,5,-0.578295,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8646.411,NA,NA,NA,NA,NA
82220,4.41997,-0.158345,4.86759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3889.804,NA,NA,NA,NA,NA
82486,5,0.200224,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985.528,NA,NA,NA,NA,NA
82748,5,-0.849767,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12679.713,NA,NA,NA,NA,NA
82843,5,-0.61041,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8083.224,NA,NA,NA,NA,NA
83164,5,-1.098,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514.783,NA,NA,NA,NA,NA
83227,5,-1.96025,4.88756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7018.555,NA,NA,NA,NA,NA
83493,5,-1.61738,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4336.636,NA,NA,NA
83669,5,-2.02924,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5005.028,NA,NA,NA
83892,5,-0.822744,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12980.154,NA,NA,NA,NA,NA
84004,5,-0.817884,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13010.256,NA,NA,NA,NA,NA
