id,x0,x1,x2,fitness5,fitness4.5,fitness3.5,fitness4,fitness3
87503,-0.874945,5,4.84964,16248.63,NA,NA,NA,NA
87657,-0.117751,4.22164,5,4237.836,NA,NA,NA,NA
87863,-0.685887,4.84079,5,14780.26,NA,NA,NA,NA
87995,-0.551839,5,4.91711,6526.766,NA,NA,NA,NA
88275,-1.51141,5,4.2282,NA,6495.664,NA,NA,NA
88497,-2.87966,5,5,2353.829,NA,NA,NA,NA
88633,-2.9964,5,5,3249.746,NA,NA,NA,NA
88925,-1.86589,5,5,3459.548,NA,NA,NA,NA
89027,-0.551143,5,5,6230.873,NA,NA,NA,NA
89304,0.353195,4.86603,5,4573.904,NA,NA,NA,NA
89402,-0.761921,5,5,15074.322,NA,NA,NA,NA
89790,-2.63418,4.41582,5,890.676,NA,NA,NA,NA
89798,-2.10006,4.94042,5,7451.777,NA,NA,NA,NA
90161,-2.15765,5,5,3569.539,NA,NA,NA,NA
90238,-0.907644,5,5,11299.422,NA,NA,NA,NA
90395,-0.910036,5,4.92929,14003.335,NA,NA,NA,NA
90749,-1.45121,4.30149,5,7903.774,NA,NA,NA,NA
90814,-0.71839,2.83068,4.88574,4151.588,NA,NA,NA,NA
91116,-0.744862,4.87379,5,16731.141,NA,NA,NA,NA
91385,-0.946662,5,5,9846.822,NA,NA,NA,NA
91571,-2.05639,5,5,5314.75,NA,NA,NA,NA
91610,-3.18464,4.65227,5,1124.157,NA,NA,NA,NA
91844,-2.12532,5,5,4275.518,NA,NA,NA,NA
92160,-1.97191,5,5,5423.767,NA,NA,NA,NA
92311,-0.786485,5,4.81016,16880.432,NA,NA,NA,NA
92470,-0.79132,5,4.88639,17215.136,NA,NA,NA,NA
92789,-0.743781,4.75777,5,14767.572,NA,NA,NA,NA
92886,-2.03562,5,4.62214,3774.956,NA,NA,NA,NA
93145,-2.13902,5,4.85249,NA,5749.473,NA,NA,NA
93314,-0.175171,5,4.86255,NA,6454.457,NA,NA,NA
93549,-0.88292,5,5,15786.565,NA,NA,NA,NA
93636,-0.949848,5,5,9711.507,NA,NA,NA,NA
93878,-0.71397,5,5,11939.974,NA,NA,NA,NA
93993,-0.51985,4.89194,5,4464.56,NA,NA,NA,NA
94378,-0.863378,4.77093,5,15085.724,NA,NA,NA,NA
94393,-0.625061,5,5,8757.261,NA,NA,NA,NA
94760,-0.785644,5,4.79865,16628.773,NA,NA,NA,NA
94925,-0.191197,5,5,NA,4839.249,NA,NA,NA
95065,-0.628025,5,5,11721.63,NA,NA,NA,NA
95377,-0.813249,5,5,13032.143,NA,NA,NA,NA
95475,-0.741371,5,4.88043,16598.268,NA,NA,NA,NA
95674,-1.57597,4.24693,5,5419.436,NA,NA,NA,NA
95876,-0.575979,4.86067,5,8509.311,NA,NA,NA,NA
96134,-0.68845,5,4.91423,14350.691,NA,NA,NA,NA
96318,-1.96307,5,5,7005.409,NA,NA,NA,NA
96451,-0.752251,5,5,12705.325,NA,NA,NA,NA
96746,-0.901809,5,5,11482.187,NA,NA,NA,NA
96971,-0.609539,5,5,10717.053,NA,NA,NA,NA
97012,-0.542366,5,5,4614.887,NA,NA,NA,NA
97358,-0.913605,5,4.93795,13611.934,NA,NA,NA,NA
97455,-0.567367,5,5,7909.237,NA,NA,NA,NA
97609,-0.569507,5,5,6049.85,NA,NA,NA,NA
97987,-0.757096,4.96604,5,NA,7983.509,NA,NA,NA
98138,-0.966619,4.84996,5,11935.968,NA,NA,NA,NA
98388,-0.906192,5,4.89929,16044.138,NA,NA,NA,NA
98504,-1.58659,5,5,NA,NA,NA,3274.184,NA
98661,-1.92258,5,5,4800.102,NA,NA,NA,NA
98915,-2.17073,5,5,3255.015,NA,NA,NA,NA
99177,-0.861432,5,5,12480.976,NA,NA,NA,NA
99298,-0.567121,4.8482,5,10175.119,NA,NA,NA,NA
99402,-0.919074,4.78481,5,13609.342,NA,NA,NA,NA
99660,-0.675625,5,5,10783.773,NA,NA,NA,NA
99909,-1.41983,5,4.33254,6954.225,NA,NA,NA,NA
100159,-0.769398,5,4.87026,17179.436,NA,NA,NA,NA
100369,-2.00816,5,5,5553.076,NA,NA,NA,NA
100471,-2.14432,4.75077,5,4466.073,NA,NA,NA,NA
100654,-2.13781,5,5,4016.209,NA,NA,NA,NA
100980,-2.52014,4.94492,4.28688,2479.38,NA,NA,NA,NA
101078,-0.711489,5,4.77588,14551.696,NA,NA,NA,NA
101309,0.428016,5,5,2796.515,NA,NA,NA,NA
101447,0.463965,5,4.76192,2659.934,NA,NA,NA,NA
101769,-0.950151,5,4.80466,12479.17,NA,NA,NA,NA
101798,-0.752877,5,4.81224,16513.369,NA,NA,NA,NA
102099,-1.95625,5,5,NA,4700.833,NA,NA,NA
102388,-0.932088,4.74403,5,11797.549,NA,NA,NA,NA
102506,-0.804143,4.89283,5,17139.535,NA,NA,NA,NA
102759,-0.870542,5,4.81167,15961.243,NA,NA,NA,NA
102969,-1.5899,5,5,NA,NA,NA,NA,1416.373
103027,-1.49471,5,5,NA,NA,NA,NA,3992.225
103340,-1.35931,5,4.60434,NA,NA,NA,2058.777,NA
103556,-0.73783,5,5,NA,5042.566,NA,NA,NA
103667,-0.856842,5,5,NA,10840.427,NA,NA,NA
103865,-1.06491,5,5,3561.169,NA,NA,NA,NA
104140,-0.781047,5,5,13000.81,NA,NA,NA,NA
104259,-1.96072,4.77295,4.65927,5004.055,NA,NA,NA,NA
104464,-0.607558,5,5,7948.232,NA,NA,NA,NA
104734,-0.742444,4.80939,5,20761.441,NA,NA,NA,NA
104889,-0.797926,5,4.58549,5042.327,NA,NA,NA,NA
105080,-0.961601,5,4.79009,11569.368,NA,NA,NA,NA
105375,-1.60505,4.75094,5,NA,4943.937,NA,NA,NA
105454,-1.96841,5,5,5396.622,NA,NA,NA,NA
105721,-0.832799,5,5,17133.779,NA,NA,NA,NA
105793,-0.730602,4.95008,5,14678.635,NA,NA,NA,NA
106063,-0.699941,5,5,11559.623,NA,NA,NA,NA
106328,-0.991273,5,4.89238,10178.958,NA,NA,NA,NA
106443,-0.790873,5,4.63632,NA,8835.866,NA,NA,NA
106606,-0.913979,5,5,NA,10662.456,NA,NA,NA
106974,-0.773594,5,4.95991,15013.817,NA,NA,NA,NA
107025,-0.840274,5,5,12810.862,NA,NA,NA,NA
107288,-0.843517,5,5,12769.163,NA,NA,NA,NA
107477,-0.892962,5,5,15231.155,NA,NA,NA,NA
107683,-0.918483,4.64371,5,NA,NA,1678.188,NA,NA
107825,-0.722054,5,5,NA,9461.998,NA,NA,NA
108013,-1.03871,5,5,5128.608,NA,NA,NA,NA
108288,-1.00165,5,5,7206.821,NA,NA,NA,NA
108546,-0.631228,5,5,9030.553,NA,NA,NA,NA
108776,-0.672952,5,4.93147,17656.338,NA,NA,NA,NA
108834,-0.698477,3.66796,5,3292.087,NA,NA,NA,NA
109137,-0.929421,5,5,10536.586,NA,NA,NA,NA
109275,-0.76876,4.36705,4.37621,3595.883,NA,NA,NA,NA
109469,-1.0506,5,5,4425.221,NA,NA,NA,NA
109627,-0.647445,5,5,9716.726,NA,NA,NA,NA
109796,-0.587201,4.64126,5,5620.509,NA,NA,NA,NA
109997,0.0113806,5,4.90558,NA,2942.099,NA,NA,NA
110240,-0.654051,5,4.83352,NA,13441.925,NA,NA,NA
110534,-0.789157,4.85416,5,17378.285,NA,NA,NA,NA
110598,-1.02035,5,5,6182.396,NA,NA,NA,NA
110865,-0.584876,5,4.70798,6796.554,NA,NA,NA,NA
111026,-0.878047,4.88675,5,15999.476,NA,NA,NA,NA
111378,-0.772243,5,5,NA,NA,4231.06,NA,NA
111553,-0.853351,5,5,12623.042,NA,NA,NA,NA
111779,-0.958957,5,5,9311.707,NA,NA,NA,NA
111955,-0.956322,5,5,9429.297,NA,NA,NA,NA
112146,-2.07121,5,5,5154.832,NA,NA,NA,NA
112365,-0.698234,4.98176,5,12413.195,NA,NA,NA,NA
112470,-0.880006,5,5,12080.4,NA,NA,NA,NA
112610,-0.0579826,5,4.45162,1544.614,NA,NA,NA,NA
112956,-0.877092,5,3.68791,5071.47,NA,NA,NA,NA
113192,-1.38111,5,4.37252,5946.448,NA,NA,NA,NA
113237,-0.724678,5,5,12195.183,NA,NA,NA,NA
113578,0.287182,5,4.56702,942.043,NA,NA,NA,NA
113792,-0.98797,5,5,7919.595,NA,NA,NA,NA
113844,-0.602412,5,5,7701.757,NA,NA,NA,NA
114179,-1.00755,4.83897,4.69196,10381.013,NA,NA,NA,NA
114266,-0.71929,5,4.66022,NA,8378.729,NA,NA,NA
114494,-0.760943,5,5,12820.613,NA,NA,NA,NA
114653,-0.803713,5,5,17191.963,NA,NA,NA,NA
114822,-1.3525,4.17334,5,5687.37,NA,NA,NA,NA
115066,-0.738342,4.93019,5,15540.179,NA,NA,NA,NA
115327,-1.57908,5,4.10587,3023.26,NA,NA,NA,NA
115509,-0.690355,4.81433,5,17595.863,NA,NA,NA,NA
115653,-2.02964,5,5,5502.5,NA,NA,NA,NA
115894,-0.835439,4.83777,5,17065.128,NA,NA,NA,NA
116012,-0.843482,5,5,16276.08,NA,NA,NA,NA
116325,-0.740392,5,5,12512.445,NA,NA,NA,NA
116459,-0.828566,5,5,15390.426,NA,NA,NA,NA
116733,-0.730295,5,5,12316.524,NA,NA,NA,NA
116951,-0.760788,5,5,12818.753,NA,NA,NA,NA
117185,0.282744,5,4.74495,3676.613,NA,NA,NA,NA
117343,0.0571383,4.30563,4.93975,1648.31,NA,NA,NA,NA
117543,0.246082,5,5,2817.438,NA,NA,NA,NA
117720,-0.50159,5,4.70779,2390.901,NA,NA,NA,NA
117922,-0.910444,4.92633,5,18305.871,NA,NA,NA,NA
118146,-0.998319,4.77321,5,10322.715,NA,NA,NA,NA
118320,-2.84896,4.80132,5,2581.72,NA,NA,NA,NA
118485,-0.928241,5,5,12567.009,NA,NA,NA,NA
118739,-0.72613,4.82087,4.72012,16715.819,NA,NA,NA,NA
118890,-0.622046,5,5,8621.329,NA,NA,NA,NA
119005,-0.887476,5,5,11890.74,NA,NA,NA,NA
119220,-0.981995,4.78898,4.66179,10347.95,NA,NA,NA,NA
119568,-2.02938,4.97783,5,6021.683,NA,NA,NA,NA
119620,-0.720063,5,5,12088.997,NA,NA,NA,NA
119802,-0.64803,4.88741,5,12844.222,NA,NA,NA,NA
120067,-0.898934,5,5,11568.774,NA,NA,NA,NA
120233,-0.593781,5,5,8968.867,NA,NA,NA,NA
120489,-1.01668,5,5,6387.635,NA,NA,NA,NA
120714,-0.698728,5,5,11524.356,NA,NA,NA,NA
120972,-0.747845,5,5,12638.419,NA,NA,NA,NA
121166,-0.761127,4.87293,5,17046.287,NA,NA,NA,NA
121272,-1.2306,5,5,NA,NA,NA,3749.515,NA
121569,-1.01515,5,5,6472.619,NA,NA,NA,NA
121726,-0.821322,5,5,NA,NA,2881.527,NA,NA
121989,-1.82476,5,5,2788.021,NA,NA,NA,NA
122052,-0.683513,5,5,11051.012,NA,NA,NA,NA
122311,-1.37297,5,4.21823,NA,2949.053,NA,NA,NA
122418,-1.46134,4.24812,4.69493,6737.972,NA,NA,NA,NA
122605,-1.05102,4.93207,5,5460.992,NA,NA,NA,NA
122929,-0.963763,5,5,9093.268,NA,NA,NA,NA
123029,-0.708127,4.88416,4.7023,15115.824,NA,NA,NA,NA
123199,-1.46723,5,5,NA,7192.827,NA,NA,NA
123477,-1.40811,4.24435,5,7243.009,NA,NA,NA,NA
123741,-1.51439,4.26822,5,6692.591,NA,NA,NA,NA
123893,-1.69393,4.13498,5,1538.993,NA,NA,NA,NA
124038,-0.989878,4.74113,3.69219,2804.127,NA,NA,NA,NA
124268,-1.30101,5,4.18303,6792.387,NA,NA,NA,NA
124530,-1.31826,5,4.98123,NA,6853.674,NA,NA,NA
124769,-1.42342,4.23292,5,7157.613,NA,NA,NA,NA
124961,-1.06294,5,5,3941.856,NA,NA,NA,NA
124997,-0.809597,5,4.99437,13373.918,NA,NA,NA,NA
125232,-1.98899,5,5,5518.963,NA,NA,NA,NA
125526,-1.96608,4.82592,5,7076.764,NA,NA,NA,NA
125784,-1.0241,5,5,5970.722,NA,NA,NA,NA
125801,-0.542991,4.85512,5,6195.988,NA,NA,NA,NA
126150,-1.44357,4.77992,5,NA,6361.498,NA,NA,NA
126241,-0.0260526,4.71573,5,NA,NA,NA,2692.882,NA
126432,-0.706403,5,5,11741.171,NA,NA,NA,NA
126655,-0.543664,5,5,4684.506,NA,NA,NA,NA
126810,0.322064,4.78645,5,4315.45,NA,NA,NA,NA
127152,-0.649003,4.69563,5,9206.476,NA,NA,NA,NA
127345,-0.856424,4.94572,5,15138.63,NA,NA,NA,NA
127531,-0.900483,5,5,14406.49,NA,NA,NA,NA
127776,-0.748915,4.78867,5,NA,7080.011,NA,NA,NA
127960,-0.866417,4.87081,5,16474.454,NA,NA,NA,NA
128001,-1.02317,4.97958,4.63553,4265.543,NA,NA,NA,NA
128193,-0.515807,5,4.88253,4205.439,NA,NA,NA,NA
128538,-0.717707,5,5,15822.806,NA,NA,NA,NA
128780,-1.00909,5,4.79863,NA,7265.195,NA,NA,NA
128864,-0.856767,5,4.99796,12681.595,NA,NA,NA,NA
129152,-1.94607,4.85774,5,6880.961,NA,NA,NA,NA
129206,-2.14775,5,5,5054.713,NA,NA,NA,NA
129426,-0.94422,5,3.6825,3055.978,NA,NA,NA,NA
129740,-0.785371,5,4.91868,16557.44,NA,NA,NA,NA
129820,-1.00994,5,5,6759.371,NA,NA,NA,NA
130186,-0.657883,5,5,10131.52,NA,NA,NA,NA
130245,-0.8227,4.99724,5,NA,7453.82,NA,NA,NA
130574,-1.85838,4.75556,4.97645,5486.049,NA,NA,NA,NA
130766,-1.91118,5,5,6079.757,NA,NA,NA,NA
130988,-1.42413,4.87538,4.2905,9792.703,NA,NA,NA,NA
131064,-0.745044,5,4.98492,13418.702,NA,NA,NA,NA
131293,-0.990921,5,5,7768.673,NA,NA,NA,NA
131472,-0.179769,4.16211,4.83181,5064.306,NA,NA,NA,NA
131767,0.437701,5,4.78413,3313.016,NA,NA,NA,NA
131817,-0.0724148,4.39997,4.81391,3575.517,NA,NA,NA,NA
132116,-3.04116,5,5,3166.13,NA,NA,NA,NA
132376,-3.88071,5,4.87469,2795.581,NA,NA,NA,NA
132415,-3.18197,5,5,1570.378,NA,NA,NA,NA
132641,-2.16693,5,5,3347.855,NA,NA,NA,NA
132794,-1.79275,5,4.70564,866.275,NA,NA,NA,NA
133183,-1.67689,5,4.30858,2708.245,NA,NA,NA,NA
133314,-0.761915,5,5,NA,11286.239,NA,NA,NA
133532,0.26619,5,5,3078.263,NA,NA,NA,NA
133689,0.316382,5,5,3436.611,NA,NA,NA,NA
133843,0.470478,5,5,2126.573,NA,NA,NA,NA
134026,-0.771307,5,5,12928.72,NA,NA,NA,NA
134225,0.0318586,5,4.98106,NA,2042.449,NA,NA,NA
134505,-0.850646,5,5,12666.176,NA,NA,NA,NA
134631,-0.941301,5,5,12677.155,NA,NA,NA,NA
134950,-0.703545,5,5,11662.198,NA,NA,NA,NA
135177,-1.07173,4.75001,5,3616.631,NA,NA,NA,NA
135193,-1.01303,4.94766,5,NA,2420.59,NA,NA,NA
135549,-0.201924,3.24652,5,2808.194,NA,NA,NA,NA
135696,-0.604534,5,5,7803.836,NA,NA,NA,NA
135830,-0.921211,5,5,10838.828,NA,NA,NA,NA
136115,-0.625627,5,5,8782.612,NA,NA,NA,NA
136273,-0.860407,5,5,12500.088,NA,NA,NA,NA
136522,-0.956145,5,5,9437.139,NA,NA,NA,NA
136685,-0.666869,5,4.91971,13289.446,NA,NA,NA,NA
136975,-0.900963,5,4.821,15081.669,NA,NA,NA,NA
137106,-0.526248,5,5,3745.173,NA,NA,NA,NA
137239,-1.49586,4.32843,5,6595.729,NA,NA,NA,NA
137447,-0.126325,4.93367,4.80491,NA,7165.51,NA,NA,NA
137683,-1.43003,5,5,NA,6212.09,NA,NA,NA
137844,-0.069474,5,4.87165,NA,2676.337,NA,NA,NA
138096,-0.682913,5,4.65073,8039.936,NA,NA,NA,NA
138372,-0.618662,5,5,8467.005,NA,NA,NA,NA
138509,-1.03908,5,5,5106.947,NA,NA,NA,NA
138661,-0.795913,5,4.99314,13454.919,NA,NA,NA,NA
138834,-0.555236,4.75266,5,6143.338,NA,NA,NA,NA
139106,-0.728608,5,5,14875.062,NA,NA,NA,NA
139322,-0.559129,4.73182,5,5989.51,NA,NA,NA,NA
139467,-0.767673,5,5,12894.477,NA,NA,NA,NA
139680,-2.0053,4.72661,5,5931.699,NA,NA,NA,NA
139805,-0.982249,4.92867,5,11904.643,NA,NA,NA,NA
140009,-0.972295,4.91369,5,11136.809,NA,NA,NA,NA
140372,-0.800133,4.88214,3.89895,4092.285,NA,NA,NA,NA
140477,-0.834335,5,5,12878.843,NA,NA,NA,NA
140740,-0.741529,5,5,14576.59,NA,NA,NA,NA
140921,-0.646762,4.95328,5,15256.222,NA,NA,NA,NA
141145,-2.00727,5,5,NA,NA,NA,1939.147,NA
141210,-0.715504,4.68153,5,10514.367,NA,NA,NA,NA
141516,-1.85188,5,5,4042.527,NA,NA,NA,NA
141622,-1.97286,5,5,5430.685,NA,NA,NA,NA
141853,-0.868595,4.97449,5,17813.31,NA,NA,NA,NA
141995,0.325176,4.80322,5,5871.327,NA,NA,NA,NA
142195,0.319724,5,5,3445.52,NA,NA,NA,NA
142526,-0.737118,5,5,12452.074,NA,NA,NA,NA
142787,-0.879851,5,5,NA,12604.094,NA,NA,NA
142827,-0.613592,5,4.88099,10901.939,NA,NA,NA,NA
143163,-1.54549,4.33567,5,NA,5333.86,NA,NA,NA
143339,-0.893382,4.6997,5,11249.43,NA,NA,NA,NA
143565,-0.621787,4.97566,5,9492.611,NA,NA,NA,NA
143729,-2.17338,4.66993,5,2625.533,NA,NA,NA,NA
143936,-1.8925,4.93105,5,5184.209,NA,NA,NA,NA
144103,-0.847405,5,5,12714.921,NA,NA,NA,NA
144299,-0.830861,5,5,12913.566,NA,NA,NA,NA
144532,-0.514977,4.65679,4.63574,1968.285,NA,NA,NA,NA
144774,-1.84446,5,5,3063.49,NA,NA,NA,NA
144902,-2.17908,5,4.67146,2530.579,NA,NA,NA,NA
145080,-0.931996,5,5,13700.096,NA,NA,NA,NA
145218,-0.705367,4.77684,4.74822,16458.121,NA,NA,NA,NA
145488,-0.651979,5,4.94943,11811.721,NA,NA,NA,NA
145672,-0.656045,5,4.96548,15166.337,NA,NA,NA,NA
145861,-1.02786,5,5,5756.571,NA,NA,NA,NA
145995,-0.797778,5,5,13057.009,NA,NA,NA,NA
146226,-0.520484,4.83194,5,4537.245,NA,NA,NA,NA
146518,-0.77003,5,4.93592,15905.041,NA,NA,NA,NA
146785,-0.873048,4.78827,5,15360.116,NA,NA,NA,NA
146810,-1.00844,5,5,6841.152,NA,NA,NA,NA
147005,-1.27095,5,5,NA,NA,NA,4060.325,NA
147244,-0.704893,4.36806,4.88473,NA,5155.495,NA,NA,NA
147548,-0.255612,4.774,4.30823,5529.08,NA,NA,NA,NA
147656,-0.401014,4.91624,4.30456,2848.453,NA,NA,NA,NA
147959,-0.824991,5,5,12963.762,NA,NA,NA,NA
148002,-2.04076,5,5,5440.766,NA,NA,NA,NA
148237,-2.17578,5,5,3895.848,NA,NA,NA,NA
148460,-2.18474,5,4.82931,4181.633,NA,NA,NA,NA
148661,-2.05641,4.80732,4.87679,9107.115,NA,NA,NA,NA
148799,-1.52615,4.29534,5,6465.382,NA,NA,NA,NA
149112,-0.943747,5,5,9968.527,NA,NA,NA,NA
149291,-0.806792,5,5,13051.532,NA,NA,NA,NA
149444,-0.926461,4.21609,4.24619,4008.6,NA,NA,NA,NA
149766,-1.30213,5,5,NA,5775.272,NA,NA,NA
149859,-0.15697,5,4.34997,5604.67,NA,NA,NA,NA
150092,-0.854028,5,4.89058,16588.933,NA,NA,NA,NA
150190,-0.91508,4.82765,5,14566.373,NA,NA,NA,NA
150390,-0.587722,4.73262,5,9951.317,NA,NA,NA,NA
150748,-1.53646,5,4.28714,6313.926,NA,NA,NA,NA
150895,-0.751404,5,5,NA,10489.506,NA,NA,NA
151103,-0.645969,4.6606,5,7511.439,NA,NA,NA,NA
151297,-0.858453,5,5,12535.644,NA,NA,NA,NA
151504,-2.21641,5,4.73658,2648.053,NA,NA,NA,NA
151682,-1.00477,5,5,7039.731,NA,NA,NA,NA
151915,-0.664923,5,5,10398.547,NA,NA,NA,NA
152082,-0.925219,5,5,10693.449,NA,NA,NA,NA
152199,0.237534,4.96895,5,NA,3316.647,NA,NA,NA
152469,0.252679,4.67562,5,2474.27,NA,NA,NA,NA
152756,-0.184562,4.45052,5,2106.663,NA,NA,NA,NA
152969,0.326595,5,5,3458.027,NA,NA,NA,NA
153158,-0.642846,5,4.65636,7211.521,NA,NA,NA,NA
153194,-1.40598,5,4.17205,6033.117,NA,NA,NA,NA
153392,-1.90009,5,5,4345.446,NA,NA,NA,NA
153678,-1.07911,5,5,2689.206,NA,NA,NA,NA
153970,-0.562264,5,5,5671.857,NA,NA,NA,NA
154131,-1.00901,5,5,NA,5776.728,NA,NA,NA
154203,-1.46142,4.97141,4.18024,8984.832,NA,NA,NA,NA
154461,-0.934859,5,5,10326.938,NA,NA,NA,NA
154717,-0.903645,4.84808,5,15212.352,NA,NA,NA,NA
154822,-0.767175,5,5,12889.476,NA,NA,NA,NA
155097,-0.730075,5,5,12311.936,NA,NA,NA,NA
155298,-0.590779,5,5,7131.738,NA,NA,NA,NA
155467,-0.739863,4.75937,5,14747.001,NA,NA,NA,NA
155625,-0.840945,5,5,12802.499,NA,NA,NA,NA
155842,-1.85187,4.91454,5,3880.151,NA,NA,NA,NA
156096,-1.9674,5,5,5388.304,NA,NA,NA,NA
156308,-0.810864,4.84557,5,17350.584,NA,NA,NA,NA
156411,-0.737936,4.95277,5,14746.646,NA,NA,NA,NA
156675,-1.94933,4.99227,5,5381.765,NA,NA,NA,NA
156889,-0.27849,4.29273,4.74555,4933.19,NA,NA,NA,NA
157076,-0.699595,5,5,15058.756,NA,NA,NA,NA
157372,-0.0828415,5,5,NA,1617.088,NA,NA,NA
157449,-0.770795,5,4.92857,19914.542,NA,NA,NA,NA
157713,0.239863,5,5,3540.277,NA,NA,NA,NA
157955,-0.965319,5,5,9021.466,NA,NA,NA,NA
158158,-1.96988,4.80928,5,NA,6216.585,NA,NA,NA
158277,-0.632833,5,5,NA,NA,NA,3111.805,NA
158532,-0.735435,5,5,16123.188,NA,NA,NA,NA
158662,-0.564456,5,4.84497,7697.633,NA,NA,NA,NA
158887,-0.83851,5,5,12832.187,NA,NA,NA,NA
159040,0.0340377,5,4.32743,1767.622,NA,NA,NA,NA
159244,-0.270049,5,4.35755,4896.927,NA,NA,NA,NA
159475,-0.668148,5,4.78324,13075.646,NA,NA,NA,NA
159717,-0.990525,5,5,7789.019,NA,NA,NA,NA
159831,-1.64198,5,4.29207,3760.974,NA,NA,NA,NA
159992,-1.91813,4.96141,5,5447.145,NA,NA,NA,NA
160369,-0.778561,5,5,16180.375,NA,NA,NA,NA
160563,-1.85971,5,5,4365.449,NA,NA,NA,NA
160651,-0.1563,5,5,NA,4786.814,NA,NA,NA
160880,-0.709353,4.81343,5,15372.896,NA,NA,NA,NA
161096,-0.920803,5,5,10853.392,NA,NA,NA,NA
161219,0.455388,4.96925,5,2687.545,NA,NA,NA,NA
161541,0.311244,5,4.7342,3748.464,NA,NA,NA,NA
161661,-0.833617,4.67119,5,14009.179,NA,NA,NA,NA
161959,-0.84903,5,4.92934,15835.033,NA,NA,NA,NA
162025,-0.686737,5,5,11156.019,NA,NA,NA,NA
162221,-1.53004,5,4.74148,NA,7228.538,NA,NA,NA
162442,-1.35753,5,5,NA,5282.125,NA,NA,NA
162609,-1.56898,4.74267,5,NA,6223.55,NA,NA,NA
162878,-0.720192,5,5,12092.044,NA,NA,NA,NA
163037,-0.787816,5,5,13033.895,NA,NA,NA,NA
163290,-0.480064,4.76614,5,1494.452,NA,NA,NA,NA
163491,-0.896886,5,5,11629.045,NA,NA,NA,NA
163746,-1.04393,4.81653,5,6291.496,NA,NA,NA,NA
163815,-1.9465,4.92191,5,8139.448,NA,NA,NA,NA
164030,-3.06353,4.67022,5,3331.693,NA,NA,NA,NA
164362,-1.48706,5,4.2015,NA,7280.33,NA,NA,NA
164530,-1.00472,4.95383,5,8306.234,NA,NA,NA,NA
164737,-0.703936,5,5,11673.127,NA,NA,NA,NA
164885,-0.723221,5,5,15677.886,NA,NA,NA,NA
165112,-0.575012,5,4.98033,NA,6904.191,NA,NA,NA
165311,-0.571006,4.7633,5,7298.151,NA,NA,NA,NA
165565,-0.918156,5,5,12487.192,NA,NA,NA,NA
165708,-1.62845,4.20999,5,3842.11,NA,NA,NA,NA
165842,-1.37854,3.24601,5,4127.422,NA,NA,NA,NA
166028,-0.660061,3.82776,5,3527.466,NA,NA,NA,NA
166332,-0.757788,4.74554,4.83164,19183.215,NA,NA,NA,NA
166447,-0.931496,5,5,10457.468,NA,NA,NA,NA
166615,-0.593005,5,4.84306,9627.264,NA,NA,NA,NA
166859,-0.591028,5,4.92105,9047.484,NA,NA,NA,NA
167137,-1.68263,4.7539,3.27638,1765.372,NA,NA,NA,NA
167271,-0.907232,4.69608,3.77826,4931.265,NA,NA,NA,NA
167442,-0.945488,5,3.73327,3552.015,NA,NA,NA,NA
167651,-0.543019,4.75441,4.88445,7154.141,NA,NA,NA,NA
167834,-0.553618,4.92406,5,8710.07,NA,NA,NA,NA
168079,-0.0169826,4.16383,4.89293,3011.818,NA,NA,NA,NA
168222,-0.910111,4.79888,5,14319.475,NA,NA,NA,NA
168504,-0.873292,4.11245,5,NA,2707.931,NA,NA,NA
168668,-0.548434,5,5,NA,5385.629,NA,NA,NA
168824,-0.657924,5,4.41756,NA,NA,NA,2407.142,NA
168996,-1.44265,4.94781,5,NA,NA,NA,6514.756,NA
169323,-0.755879,4.89709,5,16678.82,NA,NA,NA,NA
169478,-0.710633,4.98838,5,12459.945,NA,NA,NA,NA
169749,0.0257235,5,4.42395,1194.944,NA,NA,NA,NA
169881,-1.04233,5,5,4916.031,NA,NA,NA,NA
170062,-0.953217,5,5,10420.238,NA,NA,NA,NA
170347,-0.64547,2.87448,5,2786.382,NA,NA,NA,NA
170455,-0.56081,3.84491,4.81326,2376.207,NA,NA,NA,NA
170635,0.360445,5,5,3407.69,NA,NA,NA,NA
170929,0.27409,4.8481,4.78447,5247.009,NA,NA,NA,NA
171081,0.252887,4.80275,4.93776,4585.252,NA,NA,NA,NA
171313,-0.699897,5,5,NA,NA,NA,2054.74,NA
171546,-0.709309,4.68781,5,NA,9808.435,NA,NA,NA
171736,-1.03095,5,4.69518,5240.978,NA,NA,NA,NA
171862,-0.921738,5,5,10819.951,NA,NA,NA,NA
172065,-1.33955,5,4.33579,7662.171,NA,NA,NA,NA
172346,-0.615705,4.95366,5,9830.177,NA,NA,NA,NA
172550,-0.564842,5,4.79816,7403.51,NA,NA,NA,NA
172648,-0.028658,4.75487,5,NA,NA,NA,2900.344,NA
172881,-0.816517,5,4.87534,NA,6101.273,NA,NA,NA
173075,-1.6106,5,5,NA,NA,NA,4550.413,NA
173266,-0.890237,5,5,15406.484,NA,NA,NA,NA
173555,-0.682351,5,4.86512,14671.322,NA,NA,NA,NA
173728,-0.67784,5,4.86169,14475.089,NA,NA,NA,NA
173973,-0.320535,5,4.37819,2961.265,NA,NA,NA,NA
174016,0.357081,4.70759,4.91047,4369.708,NA,NA,NA,NA
174384,-0.378338,4.37128,5,1957.189,NA,NA,NA,NA
174482,-0.832435,5,5,12898.295,NA,NA,NA,NA
174747,-0.687304,5,5,NA,7829.174,NA,NA,NA
174973,-1.08702,4.73958,5,3071.328,NA,NA,NA,NA
