id,x0,x1,x2,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-3,fitness-2.5,fitness-2
68310,-3.44997,4.42871,-5,NA,NA,-111.424,NA,NA,NA,NA
68477,-2.07956,4.56613,-5,NA,NA,-56.376,NA,NA,NA,NA
68765,-1.85915,4.93844,-4.84605,NA,NA,-71.687,NA,NA,NA,NA
68856,-1.73196,4.8143,-5,NA,NA,-78.606,NA,NA,NA,NA
69186,-2.78354,4.92225,-3.95781,NA,NA,-110.6,NA,NA,NA,NA
69205,-2.1192,5,-5,NA,NA,-79.992,NA,NA,NA,NA
69452,-2.38736,5,-4.30883,NA,NA,-92.105,NA,NA,NA,NA
69779,-1.98575,4.71128,-4.5885,NA,-63.246,NA,NA,NA,NA,NA
69893,-1.49937,4.53307,-4.25714,NA,NA,-80.855,NA,NA,NA,NA
70084,-1.69163,5,-4.46603,NA,NA,-89.809,NA,NA,NA,NA
70236,-2.0404,5,-4.68706,NA,NA,NA,-101.059,NA,NA,NA
70528,-2.3184,5,-4.70191,NA,-77.323,NA,NA,NA,NA,NA
70728,-0.562924,5,-4.66671,NA,NA,-134.847,NA,NA,NA,NA
70924,-1.45021,4.76737,-5,NA,NA,-62.083,NA,NA,NA,NA
71024,-1.97384,5,-5,NA,NA,-81.53,NA,NA,NA,NA
71242,-2.76408,4.74109,-5,NA,NA,-80.679,NA,NA,NA,NA
71494,-1.96498,3.58488,-5,NA,NA,-48.481,NA,NA,NA,NA
71769,-1.69894,2.75497,-5,NA,NA,-113.021,NA,NA,NA,NA
71922,-2.37148,3.39917,-4.93208,NA,NA,-45.83,NA,NA,NA,NA
72094,-2.53323,3.78317,-4.11573,NA,NA,-81.608,NA,NA,NA,NA
72282,-2.34205,3.84872,-5,NA,-34.916,NA,NA,NA,NA,NA
72505,-2.31487,4.99686,-5,NA,NA,-76.921,NA,NA,NA,NA
72656,-1.49575,5,-4.43138,NA,NA,NA,-104.902,NA,NA,NA
72992,-0.975058,5,-4.05026,NA,NA,-124.913,NA,NA,NA,NA
73166,-1.73081,5,-5,NA,NA,-71.548,NA,NA,NA,NA
73269,-2.39268,3.62202,-4.67227,NA,NA,-61.7,NA,NA,NA,NA
73409,-2.14693,3.80992,-5,NA,NA,-46.702,NA,NA,NA,NA
73688,-3.33171,3.8632,-3.86543,NA,NA,-113.052,NA,NA,NA,NA
73837,-2.68154,2.97821,-3.4872,NA,NA,-138.102,NA,NA,NA,NA
74137,-1.13239,3.73139,-4.33577,NA,NA,-52.592,NA,NA,NA,NA
74365,-0.640987,3.25291,-4.74249,NA,NA,-165.725,NA,NA,NA,NA
74542,-0.106924,2.53889,-5,NA,-244.288,NA,NA,NA,NA,NA
74612,-1.21895,3.10156,-4.63151,NA,-71.211,NA,NA,NA,NA,NA
74923,-1.76117,1.75539,-4.43322,NA,NA,NA,-320.67,NA,NA,NA
75095,-2.61713,2.64753,-5,NA,-97.968,NA,NA,NA,NA,NA
75221,-1.88842,3.15944,-5,NA,NA,-65.782,NA,NA,NA,NA
75467,-1.93771,4.00003,-4.88503,NA,-32.546,NA,NA,NA,NA,NA
75720,-0.581693,3.93115,-5,NA,NA,-124.799,NA,NA,NA,NA
75939,-0.405638,4.11296,-5,NA,NA,-117.835,NA,NA,NA,NA
76113,-0.683174,4.19324,-5,NA,NA,-130.47,NA,NA,NA,NA
76389,-1.10425,4.77586,-3.32751,NA,NA,-124.574,NA,NA,NA,NA
76562,-2.16782,3.44838,-3.24732,NA,-140.938,NA,NA,NA,NA,NA
76723,-2.89691,4.58378,-2.24864,NA,NA,-246.528,NA,NA,NA,NA
76944,-2.61187,3.94527,-4.46049,-83.897,NA,NA,NA,NA,NA,NA
77063,-2.67835,4.0271,-4.84129,NA,NA,NA,NA,-118.846,NA,NA
77380,-3.26974,3.97225,-4.67652,-97.839,NA,NA,NA,NA,NA,NA
77436,-2.18481,3.81619,-4.49108,NA,NA,-54.644,NA,NA,NA,NA
77725,-2.03249,5,-5,NA,NA,NA,-97.877,NA,NA,NA
77914,-3.12063,3.66178,-4.33944,-100.443,NA,NA,NA,NA,NA,NA
78130,-1.85962,2.78932,-5,NA,NA,NA,-139.746,NA,NA,NA
78240,-2.40043,3.78147,-4.68855,NA,-42.168,NA,NA,NA,NA,NA
78411,-0.4568,4.12229,-5,NA,NA,NA,-182.333,NA,NA,NA
78727,-1.1544,3.19206,-5,NA,NA,NA,-148.273,NA,NA,NA
78803,-2.5559,4.45565,-3.79949,NA,NA,NA,NA,-136.628,NA,NA
79086,-1.32128,5,-4.98483,NA,NA,-89.828,NA,NA,NA,NA
79342,-2.5356,5,-5,NA,NA,-87.771,NA,NA,NA,NA
79476,-2.3962,4.90246,-4.67551,NA,NA,NA,-94.934,NA,NA,NA
79698,-3.12537,5,-4.04434,-129.832,NA,NA,NA,NA,NA,NA
79858,-1.96814,4.4933,-3.51031,NA,-105.777,NA,NA,NA,NA,NA
80046,-2.68933,3.52294,-2.87217,NA,-164.025,NA,NA,NA,NA,NA
80238,-3.55146,3.83211,-3.30586,NA,-172.537,NA,NA,NA,NA,NA
80594,-2.75275,4.27499,-5,-71.599,NA,NA,NA,NA,NA,NA
80649,-1.22988,5,-5,NA,-88.045,NA,NA,NA,NA,NA
80997,-2.82491,5,-4.47458,NA,NA,-101.204,NA,NA,NA,NA
81034,-4.45107,4.29618,-4.64638,NA,NA,-202.743,NA,NA,NA,NA
81295,-3.75642,4.17526,-4.54509,NA,NA,-130.058,NA,NA,NA,NA
81572,-3.80801,4.24141,-4.37487,NA,NA,-137.673,NA,NA,NA,NA
81729,-2.37492,3.6716,-4.02768,-89.602,NA,NA,NA,NA,NA,NA
81856,-0.715403,2.86365,-4.35854,NA,-100.952,NA,NA,NA,NA,NA
82067,-1.69482,3.8595,-4.63126,NA,NA,-50.393,NA,NA,NA,NA
82241,-2.98191,4.27104,-4.57049,NA,NA,-84.192,NA,NA,NA,NA
82549,-3.04321,4.63982,-5,NA,NA,NA,NA,NA,NA,-228.625
82737,-2.75054,4.17966,-5,NA,NA,NA,NA,NA,-167.208,NA
82962,-3.4358,5,-5,NA,NA,NA,NA,-155.423,NA,NA
83027,-1.90807,5,-5,NA,-70.192,NA,NA,NA,NA,NA
83360,-1.72155,5,-5,NA,-81.377,NA,NA,NA,NA,NA
83432,-3.15142,5,-5,NA,NA,NA,NA,-146.591,NA,NA
83687,-2.98909,5,-4.36589,NA,NA,-113.731,NA,NA,NA,NA
83858,-3.1235,4.48484,-4.04937,NA,NA,-108.267,NA,NA,NA,NA
84152,-3.89127,3.5217,-2.70548,-271.06,NA,NA,NA,NA,NA,NA
84247,-2.60789,4.80089,-3.93689,NA,NA,NA,NA,-165.683,NA,NA
84490,-2.11988,4.48444,-4.86469,NA,-51.822,NA,NA,NA,NA,NA
84645,-1.85001,5,-5,NA,NA,NA,-92.617,NA,NA,NA
84835,-1.091,4.34037,-4.46844,NA,NA,-101.202,NA,NA,NA,NA
85088,-1.46164,5,-5,NA,NA,-88.021,NA,NA,NA,NA
85259,-1.42265,4.21499,-3.86879,NA,-62.304,NA,NA,NA,NA,NA
85542,-1.66828,5,-4.9076,NA,NA,NA,-131.639,NA,NA,NA
85650,-0.986758,5,-5,NA,NA,NA,NA,-180.821,NA,NA
85907,-1.34101,5,-5,NA,NA,-93.761,NA,NA,NA,NA
86155,-2.56179,4.19238,-4.56662,NA,-61.7,NA,NA,NA,NA,NA
86345,-1.1441,5,-5,NA,-99.02,NA,NA,NA,NA,NA
86428,-0.426589,3.61662,-5,NA,-145.192,NA,NA,NA,NA,NA
86737,-1.03915,4.273,-4.98879,NA,-77.813,NA,NA,NA,NA,NA
86868,-2.29592,5,-5,NA,-81.186,NA,NA,NA,NA,NA
87002,-2.02791,5,-4.58781,NA,NA,-80.079,NA,NA,NA,NA
87387,-2.55027,3.9568,-5,NA,NA,-57.689,NA,NA,NA,NA
87598,-2.70477,3.33369,-5,NA,-59.884,NA,NA,NA,NA,NA
87639,-1.68885,3.59332,-5,NA,NA,-43.097,NA,NA,NA,NA
87814,-1.22683,4.45527,-5,NA,NA,-69.845,NA,NA,NA,NA
88016,-1.82188,3.82083,-4.74481,NA,-21.419,NA,NA,NA,NA,NA
88253,-2.54829,4.08134,-5,NA,NA,-60.475,NA,NA,NA,NA
88499,-2.88832,5,-4.98006,NA,NA,-97.29,NA,NA,NA,NA
88775,-2.35391,5,-4.64384,NA,NA,-81.102,NA,NA,NA,NA
88899,-2.7977,3.77069,-5,NA,NA,-70.724,NA,NA,NA,NA
89006,-3.16594,3.7862,-4.6915,NA,NA,-83.746,NA,NA,NA,NA
89377,-3.22895,4.10579,-5,NA,-83.75,NA,NA,NA,NA,NA
89562,-2.82398,3.61332,-4.94429,-83.048,NA,NA,NA,NA,NA,NA
89757,-2.09363,3.16452,-5,NA,-55.652,NA,NA,NA,NA,NA
89833,-1.94755,4.27388,-4.50463,-52.978,NA,NA,NA,NA,NA,NA
90142,-1.89975,3.77458,-5,-27.559,NA,NA,NA,NA,NA,NA
90263,-1.81296,3.27334,-5,-53.844,NA,NA,NA,NA,NA,NA
90453,-2.71597,2.73907,-4.15836,NA,NA,NA,-158.571,NA,NA,NA
90742,-3.04256,3.09612,-4.74676,NA,NA,-100.606,NA,NA,NA,NA
90987,-1.24779,4.46637,-5,-85.302,NA,NA,NA,NA,NA,NA
91072,-1.95722,4.3359,-5,NA,NA,-52.95,NA,NA,NA,NA
91346,-2.16109,3.79826,-3.91205,NA,NA,-79.633,NA,NA,NA,NA
91418,-2.33298,3.74077,-4.9926,NA,-47.042,NA,NA,NA,NA,NA
91639,-2.07582,4.64507,-4.71239,NA,NA,-56.32,NA,NA,NA,NA
91898,-1.01788,4.29025,-3.77532,NA,NA,-79.68,NA,NA,NA,NA
92072,-0.783826,3.78415,-4.22344,NA,NA,-176.797,NA,NA,NA,NA
92204,-0.890568,3.51794,-4.39181,NA,NA,-95.957,NA,NA,NA,NA
92444,-1.47996,4.37631,-5,NA,NA,-63.504,NA,NA,NA,NA
92688,-1.83292,5,-5,NA,-75.092,NA,NA,NA,NA,NA
92836,-2.31911,4.66337,-5,NA,-53.429,NA,NA,NA,NA,NA
93184,-1.84188,5,-4.64926,NA,NA,-78.531,NA,NA,NA,NA
93394,-1.90727,5,-3.6768,NA,-106.244,NA,NA,NA,NA,NA
93406,-2.06692,4.76351,-4.74514,NA,NA,-58.272,NA,NA,NA,NA
93750,-1.90966,4.56226,-4.56861,NA,NA,NA,-80.022,NA,NA,NA
93938,-1.43876,4.67615,-4.61354,NA,NA,NA,-85.168,NA,NA,NA
94075,-1.69845,3.82065,-3.39309,NA,NA,NA,-213.205,NA,NA,NA
94384,-2.47099,3.5329,-5,NA,NA,-61.941,NA,NA,NA,NA
94556,-1.62961,3.77231,-5,-33.633,NA,NA,NA,NA,NA,NA
94686,-1.59622,4.5705,-4.42313,NA,NA,-62.741,NA,NA,NA,NA
94803,-1.30271,3.37572,-4.19358,NA,NA,-66.4,NA,NA,NA,NA
95129,-3.23724,4.08606,-4.8965,NA,NA,-91.125,NA,NA,NA,NA
95340,-4.2363,5,-4.57044,NA,NA,-202.16,NA,NA,NA,NA
95512,-3.49132,4.26732,-5,NA,NA,-108.548,NA,NA,NA,NA
95669,-2.06708,4.08116,-5,NA,NA,-51.891,NA,NA,NA,NA
95872,-1.98425,3.91652,-4.9336,NA,-34.274,NA,NA,NA,NA,NA
96108,-3.0064,5,-5,NA,NA,-102.691,NA,NA,NA,NA
96317,-1.83957,5,-5,NA,NA,-76.235,NA,NA,NA,NA
96553,-1.95364,5,-5,NA,NA,-81.087,NA,NA,NA,NA
96776,-2.36228,5,-4.5234,NA,NA,-86.886,NA,NA,NA,NA
96939,-3.56643,5,-4.88023,NA,-136.274,NA,NA,NA,NA,NA
97107,-2.94447,4.15786,-5,NA,NA,-72.404,NA,NA,NA,NA
97226,-1.88061,3.77518,-4.65246,NA,NA,NA,-72.158,NA,NA,NA
97536,-1.65549,3.86024,-4.62537,NA,NA,NA,-70.73,NA,NA,NA
97659,-1.60025,3.52437,-3.67116,-129.175,NA,NA,NA,NA,NA,NA
97968,-0.867397,4.96191,-4.01625,NA,-136.171,NA,NA,NA,NA,NA
98067,-1.94997,4.18864,-4.69542,NA,NA,-56.312,NA,NA,NA,NA
98317,-2.20484,5,-4.20441,-101.095,NA,NA,NA,NA,NA,NA
98491,-2.29479,5,-4.10268,-105.407,NA,NA,NA,NA,NA,NA
98720,-2.39766,4.2877,-4.44336,-86.437,NA,NA,NA,NA,NA,NA
98978,-1.73182,5,-5,-82.515,NA,NA,NA,NA,NA,NA
99100,-1.67495,4.13223,-4.47017,NA,NA,NA,-81.203,NA,NA,NA
99226,-1.16474,5,-5,-102.065,NA,NA,NA,NA,NA,NA
99404,-0.936243,5,-5,NA,NA,NA,-148.605,NA,NA,NA
99729,-2.29737,4.52598,-4.79646,NA,NA,NA,-84.583,NA,NA,NA
99812,-0.758447,4.90541,-5,-134.387,NA,NA,NA,NA,NA,NA
100080,-0.937494,5,-5,NA,NA,NA,-153.876,NA,NA,NA
100396,-2.0111,4.44185,-4.08954,NA,NA,NA,-120.594,NA,NA,NA
100431,-2.29841,4.74922,-4.60031,NA,NA,NA,-96.66,NA,NA,NA
100751,-2.63913,4.78699,-4.22543,NA,-79.614,NA,NA,NA,NA,NA
100863,-3.33124,3.4278,-4.59973,NA,NA,NA,-128.517,NA,NA,NA
101062,-2.52902,2.50708,-4.63896,NA,-114.708,NA,NA,NA,NA,NA
101205,-2.06854,4.2951,-4.02387,NA,NA,-76.109,NA,NA,NA,NA
101481,-1.59143,3.46009,-3.77175,NA,NA,-88.44,NA,NA,NA,NA
101698,0.0032592,4.24321,-4.7002,NA,NA,-215.973,NA,NA,NA,NA
101954,0.281656,4.01236,-5,NA,NA,-255.919,NA,NA,NA,NA
102032,-0.882201,3.5548,-5,NA,NA,-94.103,NA,NA,NA,NA
102294,-1.62573,3.64753,-5,NA,NA,-46.426,NA,NA,NA,NA
102419,-1.91396,2.46747,-5,NA,NA,-143.938,NA,NA,NA,NA
102697,-2.23296,2.45499,-5,NA,NA,-107.754,NA,NA,NA,NA
102814,-2.96247,2.01293,-5,NA,NA,-174.985,NA,NA,NA,NA
103067,-3.46509,3.38542,-5,NA,-106.407,NA,NA,NA,NA,NA
103224,-2.27581,4.04294,-5,-59.091,NA,NA,NA,NA,NA,NA
103421,-3.67926,5,-5,NA,NA,NA,-152.446,NA,NA,NA
103758,-2.82445,5,-5,NA,NA,-93.969,NA,NA,NA,NA
103826,-2.26121,3.21697,-5,NA,-60.893,NA,NA,NA,NA,NA
104011,-2.55859,3.38309,-5,NA,-55.958,NA,NA,NA,NA,NA
104385,-2.86054,4.06196,-4.22444,NA,NA,-81.87,NA,NA,NA,NA
104452,-2.53589,3.55121,-4.76699,NA,NA,-67.506,NA,NA,NA,NA
104702,-4.34637,3.83439,-5,NA,NA,NA,-187.39,NA,NA,NA
104843,-3.40326,3.59776,-4.59765,NA,NA,NA,-120.889,NA,NA,NA
105098,-3.57581,4.72538,-4.65537,NA,-125.552,NA,NA,NA,NA,NA
105263,-4.20201,5,-3.68636,NA,NA,-227.677,NA,NA,NA,NA
105478,-2.30794,3.84772,-3.53194,NA,NA,-109.531,NA,NA,NA,NA
105663,-0.797732,4.19223,-2.54996,NA,-215.026,NA,NA,NA,NA,NA
105811,-0.342046,5,-4.27697,-180.488,NA,NA,NA,NA,NA,NA
106119,-2.73939,5,-5,NA,NA,-94.719,NA,NA,NA,NA
106262,-3.09092,5,-3.83562,NA,-129.506,NA,NA,NA,NA,NA
106537,-3.21488,4.6038,-4.81545,NA,NA,-96.798,NA,NA,NA,NA
106699,-3.42056,5,-4.21864,NA,-134.836,NA,NA,NA,NA,NA
106819,-2.84621,4.34437,-4.85448,NA,-77.42,NA,NA,NA,NA,NA
107124,-3.55755,4.42143,-4.74856,-116.823,NA,NA,NA,NA,NA,NA
107351,-2.51749,4.67413,-4.55276,-85.561,NA,NA,NA,NA,NA,NA
107473,-3.56866,4.30086,-5,-114.065,NA,NA,NA,NA,NA,NA
107698,-2.02934,5,-5,NA,NA,-81.843,NA,NA,NA,NA
107984,-2.72047,5,-5,NA,NA,NA,-105.272,NA,NA,NA
108072,-1.52308,5,-3.69051,NA,NA,NA,-162.76,NA,NA,NA
108388,-2.03122,5,-5,NA,NA,NA,NA,-141.331,NA,NA
108435,-1.592,5,-5,NA,-80.902,NA,NA,NA,NA,NA
108751,-2.03163,3.75315,-5,-34.269,NA,NA,NA,NA,NA,NA
108971,-2.86092,4.65877,-4.18156,NA,NA,-91.778,NA,NA,NA,NA
109149,-2.70416,4.19388,-3.59231,NA,NA,-113.502,NA,NA,NA,NA
109257,-3.17634,4.05806,-4.31689,NA,NA,-95.356,NA,NA,NA,NA
109490,-2.51321,3.52905,-4.2564,NA,NA,-73.152,NA,NA,NA,NA
109623,-2.4679,3.81214,-5,NA,-49.941,NA,NA,NA,NA,NA
109880,-2.92902,4.922,-3.95395,-115.033,NA,NA,NA,NA,NA,NA
110026,-2.15506,4.38562,-4.18055,NA,NA,NA,-111.591,NA,NA,NA
110391,-1.08241,2.80482,-4.22532,NA,-178.877,NA,NA,NA,NA,NA
110465,-0.157744,3.0018,-5,NA,NA,-157.968,NA,NA,NA,NA
110608,-1.42436,3.29537,-5,NA,NA,NA,-96.847,NA,NA,NA
110965,-0.454869,4.65507,-5,NA,NA,-171.807,NA,NA,NA,NA
111059,-1.93701,5,-5,NA,NA,-77.432,NA,NA,NA,NA
111392,-2.28229,5,-5,NA,NA,-76.567,NA,NA,NA,NA
111467,-1.91073,4.70441,-5,NA,NA,-58.737,NA,NA,NA,NA
111675,-2.66973,4.57606,-5,NA,NA,-70.563,NA,NA,NA,NA
111980,-2.9061,4.52002,-5,NA,NA,-84.25,NA,NA,NA,NA
112047,-2.03336,4.01041,-5,-35.472,NA,NA,NA,NA,NA,NA
112368,-1.64823,4.58302,-4.26399,NA,NA,-61.22,NA,NA,NA,NA
112450,-1.53328,5,-3.76124,NA,-111.715,NA,NA,NA,NA,NA
112709,-2.39989,4.47419,-4.56504,NA,NA,-67.059,NA,NA,NA,NA
112878,-3.00972,4.02348,-4.36397,NA,NA,NA,-99.786,NA,NA,NA
113074,-4.11931,2.95106,-5,NA,-166.744,NA,NA,NA,NA,NA
113293,-3.11259,3.09023,-4.02615,NA,NA,NA,-148.119,NA,NA,NA
113576,-2.24298,3.0357,-3.5507,NA,NA,NA,-186.352,NA,NA,NA
113718,-1.92991,2.98577,-3.72013,NA,NA,NA,-206.619,NA,NA,NA
113829,-2.63407,1.85836,-5,-192.026,NA,NA,NA,NA,NA,NA
114053,-1.46849,3.50843,-4.67118,-9.749,NA,NA,NA,NA,NA,NA
114222,-1.70654,3.54711,-3.40172,NA,NA,-133.918,NA,NA,NA,NA
114567,-1.06235,4.14366,-4.0058,NA,-100.437,NA,NA,NA,NA,NA
114759,-3.05819,4.17105,-4.65687,NA,NA,-82.992,NA,NA,NA,NA
114979,-2.79121,3.60602,-4.89596,NA,NA,-72.185,NA,NA,NA,NA
115142,-3.23598,2.74951,-3.31531,NA,NA,-182.566,NA,NA,NA,NA
115334,-2.00984,3.34794,-3.70144,NA,NA,-138.428,NA,NA,NA,NA
115494,-1.79936,4.86988,-2.89188,NA,NA,-169.824,NA,NA,NA,NA
115616,0.179176,4.52258,-4.09076,NA,-251.885,NA,NA,NA,NA,NA
115995,-0.596855,4.31909,-5,NA,-114.742,NA,NA,NA,NA,NA
116003,0.226265,3.0521,-4.56156,NA,NA,-295.591,NA,NA,NA,NA
116300,0.357707,3.85862,-4.08411,NA,NA,-298.441,NA,NA,NA,NA
116514,-0.828933,5,-5,NA,NA,-121.514,NA,NA,NA,NA
116644,-2.41544,4.29384,-5,NA,NA,-54.676,NA,NA,NA,NA
116967,-3.00416,4.36528,-4.14956,NA,NA,-100.442,NA,NA,NA,NA
117157,-2.97735,3.56751,-3.1545,NA,-145.137,NA,NA,NA,NA,NA
117380,-3.47624,3.46286,-4.28239,NA,NA,NA,-142.011,NA,NA,NA
117478,-1.52339,4.0126,-3.25803,NA,-144.941,NA,NA,NA,NA,NA
117735,-2.24192,5,-3.91529,NA,NA,-98.429,NA,NA,NA,NA
117974,-3.75008,5,-3.07433,NA,NA,-227.578,NA,NA,NA,NA
118028,-3.7278,3.33641,-4.30167,NA,NA,-139.429,NA,NA,NA,NA
118243,-3.07428,3.81125,-4.07647,NA,NA,-97.001,NA,NA,NA,NA
118582,-2.37011,5,-4.94276,NA,NA,-77.348,NA,NA,NA,NA
118790,-2.03709,5,-4.96969,-87.656,NA,NA,NA,NA,NA,NA
118910,-0.916329,5,-4.99,-127.153,NA,NA,NA,NA,NA,NA
119103,-0.978143,3.52927,-3.31437,-251.581,NA,NA,NA,NA,NA,NA
119313,-1.82849,4.52365,-5,NA,NA,NA,NA,NA,-195.445,NA
119594,-1.67252,5,-5,NA,NA,NA,NA,NA,-204.477,NA
119719,-1.01465,4.988,-4.94553,NA,NA,NA,NA,NA,-199.788,NA
119950,-1.71912,4.90338,-3.3941,NA,NA,NA,-181.913,NA,NA,NA
120012,-2.51638,5,-4.16067,-97.284,NA,NA,NA,NA,NA,NA
120371,-2.69942,3.64772,-5,NA,-64.506,NA,NA,NA,NA,NA
120493,-1.68168,3.82565,-5,NA,NA,-53.89,NA,NA,NA,NA
120777,-1.54775,5,-4.45134,-97.518,NA,NA,NA,NA,NA,NA
120922,-3.24283,3.70423,-5,NA,NA,-87.608,NA,NA,NA,NA
121075,-2.94321,3.4764,-5,-85.225,NA,NA,NA,NA,NA,NA
121244,-3.24359,4.22313,-4.983,NA,NA,-100.266,NA,NA,NA,NA
121597,-2.41145,4.7637,-5,NA,NA,-78.1,NA,NA,NA,NA
121733,-2.86867,5,-5,-96.682,NA,NA,NA,NA,NA,NA
121844,-2.36798,4.23926,-5,-52.607,NA,NA,NA,NA,NA,NA
122101,-2.56185,3.07823,-4.40843,NA,-79.542,NA,NA,NA,NA,NA
122218,-3.73777,4.04334,-5,-125.824,NA,NA,NA,NA,NA,NA
122523,-3.1047,4.37939,-5,-91.103,NA,NA,NA,NA,NA,NA
122765,-1.25002,3.91621,-4.54209,NA,-29.045,NA,NA,NA,NA,NA
122878,-0.817869,4.19452,-5,NA,-61.884,NA,NA,NA,NA,NA
123106,-2.49202,4.05135,-4.98903,NA,NA,-57.196,NA,NA,NA,NA
123201,-2.02667,4.31508,-5,NA,NA,-63.536,NA,NA,NA,NA
123553,-0.53874,3.75113,-4.66976,-126.414,NA,NA,NA,NA,NA,NA
123659,-1.11238,4.90734,-5,NA,NA,-95.009,NA,NA,NA,NA
123896,-1.97925,5,-5,-77.895,NA,NA,NA,NA,NA,NA
124103,-1.16707,5,-5,NA,NA,-88.193,NA,NA,NA,NA
124389,-2.76899,5,-5,NA,NA,-94.68,NA,NA,NA,NA
124539,-2.54127,4.89043,-4.81544,NA,NA,-80.183,NA,NA,NA,NA
124698,-2.85029,5,-3.58877,NA,-131.855,NA,NA,NA,NA,NA
124915,-1.28876,4.88047,-2.89503,NA,NA,NA,NA,-267.366,NA,NA
125186,-1.28173,5,-4.50267,NA,-94.001,NA,NA,NA,NA,NA
125228,-2.13662,5,-4.07042,NA,NA,-93.646,NA,NA,NA,NA
125589,-3.23884,3.96564,-4.27774,NA,NA,-105.341,NA,NA,NA,NA
125728,-2.54961,3.51225,-4.9882,NA,-55.254,NA,NA,NA,NA,NA
125852,-0.928162,4.00251,-5,NA,NA,-80.332,NA,NA,NA,NA
126082,-1.03416,3.92505,-5,NA,-33.623,NA,NA,NA,NA,NA
126394,-0.96966,3.78604,-3.93898,-134.751,NA,NA,NA,NA,NA,NA
126526,-2.17134,3.60544,-4.10914,NA,NA,NA,NA,-137.097,NA,NA
126780,-1.32243,4.94985,-5,NA,NA,NA,NA,-134.582,NA,NA
126892,-0.607419,5,-5,NA,-129.7,NA,NA,NA,NA,NA
127192,0.421412,3.68056,-5,NA,NA,-241.526,NA,NA,NA,NA
127368,-0.830595,4.18567,-5,NA,NA,-110.17,NA,NA,NA,NA
127501,-2.0809,4.69489,-4.16829,NA,NA,-88.669,NA,NA,NA,NA
127697,-1.41511,5,-4.53927,NA,NA,-85.579,NA,NA,NA,NA
127872,-1.51916,4.79327,-5,NA,NA,-67.622,NA,NA,NA,NA
128188,-1.97788,5,-4.74249,-98.122,NA,NA,NA,NA,NA,NA
128394,-3.40539,4.41808,-5,NA,-101.907,NA,NA,NA,NA,NA
128406,-2.36158,4.98535,-5,NA,NA,NA,-86.45,NA,NA,NA
128695,-1.56267,4.27841,-5,NA,-40.546,NA,NA,NA,NA,NA
128894,-1.5883,4.82625,-5,NA,NA,-76.804,NA,NA,NA,NA
129007,-2.08877,5,-5,NA,NA,-80.854,NA,NA,NA,NA
129205,-1.36104,4.30032,-5,-50.709,NA,NA,NA,NA,NA,NA
129531,-1.91629,3.82013,-4.7491,NA,NA,-35.69,NA,NA,NA,NA
129671,-2.96651,4.84988,-5,NA,NA,-99.413,NA,NA,NA,NA
129915,-3.64265,4.80987,-5,NA,NA,-140.636,NA,NA,NA,NA
130176,-3.01535,4.39142,-5,NA,NA,-81.891,NA,NA,NA,NA
130368,-1.78299,3.2759,-5,NA,NA,-48.279,NA,NA,NA,NA
130584,-2.82991,5,-5,-96.439,NA,NA,NA,NA,NA,NA
130788,-2.16888,5,-4.59738,NA,-76.45,NA,NA,NA,NA,NA
130864,-1.83379,5,-5,NA,NA,-75.948,NA,NA,NA,NA
131045,-1.45414,5,-5,NA,NA,-88.621,NA,NA,NA,NA
131381,-2.40236,5,-4.86398,NA,NA,-78.133,NA,NA,NA,NA
131580,-2.55784,4.98526,-5,NA,NA,-87.919,NA,NA,NA,NA
131623,-3.53126,4.92099,-5,NA,NA,-135.086,NA,NA,NA,NA
131823,-1.76189,5,-3.69932,NA,-108.024,NA,NA,NA,NA,NA
132069,-1.72812,5,-4.33738,NA,-85.882,NA,NA,NA,NA,NA
132222,-0.811104,5,-3.95552,NA,NA,-147.65,NA,NA,NA,NA
132464,-0.900865,5,-4.58458,NA,NA,-110.859,NA,NA,NA,NA
132788,-1.26593,3.44236,-4.41294,NA,NA,-64.948,NA,NA,NA,NA
132986,-1.15361,4.63548,-3.02197,NA,NA,-163.677,NA,NA,NA,NA
133108,-2.13062,4.23744,-5,-45.121,NA,NA,NA,NA,NA,NA
133280,-2.26587,5,-5,-80.668,NA,NA,NA,NA,NA,NA
133570,-2.8297,3.93065,-4.70353,NA,NA,-74.494,NA,NA,NA,NA
133627,-3.8004,3.93592,-5,NA,NA,-129.927,NA,NA,NA,NA
133976,-3.56703,2.89337,-4.59446,NA,NA,-136.225,NA,NA,NA,NA
134070,-5,4.46162,-4.89435,NA,NA,-274.096,NA,NA,NA,NA
134266,-3.84419,4.03297,-4.90094,NA,NA,-135.52,NA,NA,NA,NA
134459,-2.18326,3.61154,-5,NA,NA,NA,NA,-115.289,NA,NA
134709,-3.71171,4.87846,-5,NA,-139.933,NA,NA,NA,NA,NA
134996,-3.10631,5,-5,NA,NA,NA,-115.243,NA,NA,NA
135088,-2.6138,5,-5,NA,NA,NA,NA,-116.189,NA,NA
135336,-3.07681,5,-4.62103,NA,NA,NA,-115.679,NA,NA,NA
135585,-1.93899,4.24013,-4.90822,NA,NA,NA,-77.567,NA,NA,NA
135629,-2.12764,4.81818,-4.08223,-86.14,NA,NA,NA,NA,NA,NA
135869,-1.38783,4.25798,-4.60759,NA,NA,-63.792,NA,NA,NA,NA
136146,-2.31004,5,-4.05445,-109.192,NA,NA,NA,NA,NA,NA
136394,-0.626263,3.24278,-3.88097,-274.296,NA,NA,NA,NA,NA,NA
