id,x0,x1,x2,fitness5,fitness3.5,fitness4.5,fitness3,fitness2,fitness1.5,fitness0.5,fitness1,fitness0,fitness-1.5,fitness-0.5,fitness-4,fitness-3,fitness-2.5,fitness-3.5,fitness-5,fitness-4.5,fitness-1,fitness-2,fitness2.5,fitness4
33209,-0.133348,-3.78957,-0.128771,NA,228.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33505,-1.68639,-2.53732,-0.608,1302.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33665,-1.92786,-1.89922,-0.574952,1773.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33800,-2.70561,-0.987261,0.3472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.16
34134,-2.86458,-1.46599,1.44915,NA,NA,NA,66.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34224,-2.29749,-2.11676,3.08659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.785,NA
34411,-3.60256,-2.90712,2.02996,NA,NA,NA,NA,3.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34700,-3.60397,-3.67875,2.44865,NA,NA,NA,NA,NA,-2.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34926,-4.6505,-3.2883,1.92177,NA,NA,NA,NA,NA,NA,2.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35130,-4.5196,-4.28425,1.45588,NA,NA,NA,NA,NA,NA,NA,7.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35296,-5,-3.05468,-0.132195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.061,NA
35491,-3.88811,-3.80473,0.910445,NA,NA,NA,NA,NA,NA,30.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35604,-4.49203,-4.63437,1.58283,NA,NA,NA,NA,NA,NA,4.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35983,-3.20558,-3.80973,0.136989,NA,NA,NA,NA,NA,NA,NA,NA,5.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36092,-1.81154,-1.04308,0.173688,NA,NA,NA,NA,NA,NA,NA,NA,70.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36232,-1.9641,-0.430694,-0.555027,NA,NA,NA,NA,NA,NA,NA,59.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36589,-2.06586,-1.04904,-2.17818,NA,NA,NA,NA,264.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36635,-2.66474,-1.59591,-3.69583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.772,NA
36841,-1.85175,-3.90323,-2.44494,NA,NA,NA,96.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37123,-2.06295,-3.89119,-2.86987,NA,NA,NA,54.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37384,-2.70274,-3.68725,-3.17968,NA,NA,NA,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37590,-2.15404,-3.55495,-3.22655,NA,NA,NA,NA,NA,10.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37750,-2.28469,-2.77479,-3.33235,NA,NA,NA,NA,-0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37808,-3.49043,-3.94748,-3.08211,NA,NA,NA,NA,NA,NA,NA,53.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38159,-3.02087,-4.32272,-2.21797,NA,NA,NA,NA,NA,NA,22.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38339,-3.84344,-3.45629,-0.814518,NA,NA,NA,NA,NA,NA,NA,NA,-581.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38404,-5,-4.03632,-1.61656,NA,NA,NA,NA,NA,NA,212.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38605,-3.7655,-3.78961,-3.16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38976,-3.9894,-5,-2.81572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.153,NA,NA
39064,-2.81479,-4.73746,-2.84561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.442,NA,NA,NA,NA,NA,NA,NA
39203,-1.60547,-4.83498,-2.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.771,NA,NA,NA,NA,NA,NA,NA,NA
39501,-0.514372,-3.86554,0.0106641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.533,NA,NA,NA,NA,NA,NA
39720,-0.789366,-4.91917,-0.26942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39914,1.2313,-4.19414,0.975407,NA,NA,NA,NA,NA,NA,NA,NA,-11.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40064,0.870686,-2.76955,2.20776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40237,-0.343686,-1.64225,2.12312,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40481,0.603766,-1.13903,1.78242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.111,NA,NA,NA,NA,NA,NA,NA,NA
40682,-0.308206,-2.41038,1.45451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.201,NA,NA,NA,NA,NA,NA,NA
40926,0.683587,-2.99725,1.98677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.684,NA,NA,NA,NA,NA,NA,NA
41170,1.14258,-3.99774,0.55275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483,NA,NA,NA,NA,NA,NA
41377,1.11995,-2.10855,1.37073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.365,NA,NA,NA,NA,NA,NA
41445,1.33198,-1.50467,2.12498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.367,NA,NA,NA,NA,NA
41702,0.428861,-1.80325,2.56921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,NA,NA,NA,NA,NA
41902,1.40238,-4.21269,2.44244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.357,NA,NA,NA,NA
42197,1.17619,-4.49611,2.75542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.997,NA,NA,NA,NA,NA,NA,NA,NA
42294,0.129732,-4.41973,4.43524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.859,NA,NA,NA,NA,NA,NA
42418,0.707621,-4.32167,4.39931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.199,NA,NA,NA,NA,NA
42747,1.54287,-3.95525,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
42986,0.704595,-2.30239,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.484,NA,NA,NA,NA,NA,NA,NA,NA,NA
43023,0.863269,-1.75847,4.92479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.271,NA,NA,NA,NA,NA,NA,NA,NA
43294,2.80178,0.60898,4.71858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.699,NA,NA,NA,NA,NA,NA
43443,2.60777,-0.946493,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.68,NA,NA,NA,NA,NA,NA
43767,1.8716,-0.776624,4.16926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.492,NA,NA
43819,0.760719,1.03824,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.068,NA,NA
44129,1.59015,1.89148,4.92166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.025,NA,NA
44310,3.39849,1.17554,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.147,NA,NA,NA
44500,3.31337,1.43773,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.608,NA,NA
44712,3.19469,2.11001,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.79,NA,NA,NA,NA,NA,NA,NA
44907,4.31431,3.05504,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.796,NA,NA,NA,NA,NA,NA,NA,NA
45194,3.9364,3.31849,4.95095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.289,NA,NA,NA,NA,NA,NA
45203,4.42839,1.82956,3.77465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.243,NA,NA,NA,NA,NA,NA,NA
45536,4.76893,0.744448,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5424.745,NA,NA,NA
45756,3.68306,0.677117,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45947,3.04115,0.219912,3.12063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.849,NA,NA
46177,4.05741,0.602622,4.18138,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46211,4.54131,0.622985,3.17088,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46586,4.3017,1.71201,3.05575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46602,3.33005,0.944232,3.2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.846,NA,NA
46869,3.52797,0.409268,3.59925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.571,NA,NA,NA,NA,NA,NA,NA,NA
47184,3.88816,0.521162,3.25434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.469,NA,NA,NA,NA,NA,NA,NA,NA
47304,4.0132,-1.24791,2.90054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.883,NA,NA,NA
47591,4.43197,-1.38192,2.95263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47779,5,-2.35998,2.03441,NA,NA,NA,NA,NA,NA,NA,NA,-24.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47872,3.43576,-0.860398,2.67032,NA,NA,NA,NA,NA,NA,148.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48050,4.03841,0.185355,2.73722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48260,4.06377,-0.28409,3.57132,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48599,3.94462,0.0626386,2.34014,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48644,3.85497,1.91275,3.57815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.721,NA,NA,NA
48991,4.76641,1.76502,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2780.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49046,3.45021,1.314,3.65772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.7,NA,NA,NA
49213,4.01889,1.4392,4.27235,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49531,3.34619,3.38929,3.23182,NA,NA,NA,NA,NA,NA,95.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49712,3.25391,2.93593,2.61398,NA,NA,NA,NA,NA,NA,NA,3.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49939,3.48637,2.65526,1.34758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50172,4.3093,1.90853,1.56895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50311,3.40102,3.21014,1.53223,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50439,2.4433,2.53568,-0.137679,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50797,2.62749,1.04871,-0.102488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.598,NA,NA,NA,NA,NA,NA,NA
50967,2.50889,0.489312,0.640138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
51197,2.32929,0.566689,1.23661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.487,NA,NA,NA,NA,NA,NA
51222,2.96478,1.65621,2.29334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.646,NA,NA,NA,NA
51575,2.29374,0.909107,1.12901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.043,NA,NA,NA,NA,NA
51681,1.15733,-0.871307,0.926543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.454,NA,NA,NA,NA,NA
51982,1.70494,-3.07116,0.252136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.892,NA,NA,NA,NA
52096,1.56554,-3.02165,1.37324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.365,NA,NA,NA,NA,NA
52322,0.754839,-4.02797,1.45541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.385,NA,NA,NA,NA,NA,NA,NA,NA,NA
52423,-1.31055,-4.29872,2.0064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.674,NA,NA,NA,NA,NA,NA
52607,-1.07723,-4.72875,4.27363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.459,NA,NA,NA,NA,NA,NA
52836,-0.291874,-4.92077,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.877,NA,NA,NA,NA,NA,NA,NA
53062,0.261826,-4.53097,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.144,NA,NA,NA,NA,NA,NA,NA
53296,0.419135,-3.8038,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
53483,0.659704,-3.79234,3.5146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.433,NA,NA,NA,NA,NA
53752,1.33114,-4.02795,4.6005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.43,NA,NA,NA,NA,NA
53826,0.536456,-3.80343,3.7802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
54089,0.937329,-4.93657,3.32046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.191,NA,NA,NA,NA,NA,NA,NA,NA,NA
54327,1.7592,-5,4.10728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.529,NA,NA,NA,NA,NA,NA,NA
54514,4.16233,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.593,NA,NA,NA,NA,NA,NA,NA,NA
54729,4.57008,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.496,NA,NA,NA,NA,NA,NA,NA
54966,4.93307,-4.7274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.939,NA,NA,NA,NA,NA,NA
55007,5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.119,NA,NA,NA,NA,NA,NA,NA
55330,5,-4.86328,3.82601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.682,NA,NA,NA,NA,NA,NA,NA
55473,3.90811,-5,4.23813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.997,NA,NA,NA,NA,NA,NA
55763,4.18406,-4.96222,4.16867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.818,NA,NA,NA,NA
55866,5,-5,4.07322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-94.044,NA,NA,NA,NA,NA,NA
56198,5,-3.45883,2.49356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.066,NA,NA,NA,NA,NA
56398,5,-3.85047,3.40852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.349,NA,NA,NA,NA
56495,3.99069,-4.48882,1.96518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
56633,5,-4.58865,1.38272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.551,NA,NA,NA,NA,NA,NA
56863,4.20466,-5,0.10866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.437,NA,NA
57001,5,-4.84963,0.657548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.843,NA,NA,NA,NA,NA,NA,NA
57335,5,-5,1.14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.161,NA,NA,NA,NA,NA,NA,NA
57504,5,-5,0.838785,NA,NA,NA,NA,NA,NA,NA,NA,NA,862.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57751,4.84466,-5,0.324674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.554,NA,NA,NA
57840,5,-5,-0.3344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58118,4.34633,-4.50771,-0.980824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58367,4.6327,-5,-0.786506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.192,NA,NA,NA
58573,4.2493,-5,-1.18791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58618,3.19274,-3.4195,-2.21223,NA,NA,NA,NA,NA,NA,NA,-63.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58840,4.08181,-3.78938,-2.5234,NA,NA,NA,NA,NA,NA,NA,12.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59137,3.70506,-4.34806,-0.78191,NA,NA,NA,NA,NA,NA,NA,12.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59315,2.735,-4.04042,-0.406046,NA,NA,NA,NA,NA,39.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59572,4.4665,-4.9081,-0.194806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.207,NA
59746,5,-4.39893,-0.782356,NA,NA,NA,539.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59932,4.21763,-5,-1.01357,NA,NA,NA,NA,58.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60046,3.66074,-5,-1.67721,NA,NA,NA,NA,NA,NA,NA,134.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60355,4.79237,-5,-1.16072,NA,NA,NA,NA,NA,NA,NA,NA,741.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60466,4.54109,-5,-0.703611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60775,3.10802,-3.08877,-0.811933,NA,NA,NA,NA,NA,NA,NA,306.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60946,2.96597,-1.92829,-2.17615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61130,2.93145,-3.43573,-1.58921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61342,3.66227,-1.62944,-2.08374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61556,2.90281,-2.04921,-1.65757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-263.162,NA,NA,NA
61686,3.29125,-1.49216,-0.69195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258.314,NA,NA,NA
61946,2.61242,0.947535,1.63756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.175,NA,NA,NA
62091,1.96835,3.04898,2.40777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62199,4.18686,3.8296,1.32206,NA,NA,NA,NA,NA,NA,NA,NA,15.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62402,3.73076,4.11252,-0.456145,NA,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62757,4.39292,2.12106,-1.57554,NA,NA,NA,NA,NA,NA,-2.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62938,3.47756,1.70901,-3.07172,NA,NA,NA,NA,NA,NA,NA,-33.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63125,3.25071,2.64282,-2.36702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63362,2.01199,1.56779,-3.25148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.086,NA,NA,NA
63475,2.71575,1.32347,-2.95566,NA,NA,NA,NA,NA,NA,91.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63619,2.83279,1.69694,-0.782264,NA,NA,NA,NA,NA,NA,NA,199.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63845,3.16791,1.9619,-2.00684,NA,NA,NA,NA,NA,66.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64134,3.41641,3.00029,-2.90339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.059,NA,NA,NA
64231,1.90073,2.89588,-3.32836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.089,NA,NA,NA
64409,-0.273848,3.95381,-3.91048,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64645,0.729006,3.50671,-3.7341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.279,NA,NA,NA,NA,NA,NA,NA
64820,-0.103101,4.34334,-3.03157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.498,NA,NA
65152,-1.44466,3.71467,-2.8444,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65270,-0.556573,2.1347,-3.88324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.467,NA,NA
65520,-2.24508,3.0675,-3.67131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65794,1.18373,4.15193,-5,NA,NA,NA,NA,NA,NA,NA,63.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65843,0.0808598,4.42961,-4.03826,NA,NA,NA,NA,NA,NA,NA,1.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66140,1.50207,4.96395,-5,NA,NA,NA,NA,2.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66211,2.03427,4.65916,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.633,NA
66551,1.54864,3.59927,-5,NA,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
