id,x0,x1,x2,fitness-0.5,fitness-2.5,fitness-3,fitness-4.5,fitness-5,fitness-4,fitness-3.5,fitness-2
60333,-2.07453,3.91897,-4.401,NA,NA,NA,NA,-60.322,NA,NA,NA
60485,-1.64619,4.75254,-3.99301,NA,NA,NA,-87,NA,NA,NA,NA
60679,-2.62661,3.50501,-4.21397,NA,NA,NA,-77.624,NA,NA,NA,NA
60948,-2.06969,4.31201,-3.71498,NA,NA,NA,NA,-106.872,NA,NA,NA
61098,-2.67408,4.64498,-4.88426,NA,NA,NA,NA,NA,-71.026,NA,NA
61239,-2.00209,3.71542,-4.97497,NA,NA,NA,-32.227,NA,NA,NA,NA
61599,-1.96472,4.13787,-4.59765,NA,NA,NA,NA,NA,-41.861,NA,NA
61786,-1.77185,4.95576,-4.51011,NA,NA,NA,NA,-77.64,NA,NA,NA
61991,-2.6881,3.68062,-4.94429,NA,NA,NA,NA,-59.483,NA,NA,NA
62114,-2.3184,3.96623,-4.82851,NA,NA,-90.209,NA,NA,NA,NA,NA
62391,-2.48296,4.56951,-4.16942,NA,NA,NA,NA,NA,NA,-99.123,NA
62507,-1.37923,4.17103,-4.445,NA,NA,NA,-57.25,NA,NA,NA,NA
62794,-1.7901,3.35788,-4.97191,NA,NA,NA,-30.694,NA,NA,NA,NA
62909,-1.65563,4.02464,-4.45716,NA,NA,NA,-36.149,NA,NA,NA,NA
63036,-1.8076,3.34679,-4.39419,NA,NA,NA,-42.105,NA,NA,NA,NA
63240,-2.4816,3.83148,-4.77429,NA,NA,NA,-53.343,NA,NA,NA,NA
63443,-1.5738,4.19373,-4.88276,NA,NA,NA,NA,-42.717,NA,NA,NA
63692,-1.18975,3.96016,-4.68099,NA,NA,NA,-40.498,NA,NA,NA,NA
63839,-1.41531,3.94824,-4.23311,NA,NA,NA,NA,-75.668,NA,NA,NA
64032,-2.18122,3.73193,-3.29318,NA,NA,NA,NA,-120.047,NA,NA,NA
64277,-2.11509,3.71318,-4.57365,NA,NA,NA,NA,-48.967,NA,NA,NA
64563,-1.4701,3.6482,-4.98806,NA,NA,NA,NA,NA,-9.587,NA,NA
64651,-1.22622,4.53512,-4.89678,NA,NA,NA,NA,NA,-70.807,NA,NA
64859,-2.7457,4.31266,-4.90719,NA,NA,-102.611,NA,NA,NA,NA,NA
65121,-2.47801,4.5423,-4.33636,NA,NA,NA,NA,NA,-77.719,NA,NA
65264,-2.53072,4.38395,-4.24589,NA,NA,NA,NA,NA,-77.808,NA,NA
65588,-3.68768,3.78839,-4.6276,NA,NA,NA,-119.462,NA,NA,NA,NA
65646,-2.36332,3.72206,-3.72435,NA,NA,NA,NA,-108.022,NA,NA,NA
65847,-1.91755,3.15491,-4.38794,NA,NA,NA,-67.802,NA,NA,NA,NA
66094,-2.66359,4.56805,-4.49091,NA,NA,NA,-72.235,NA,NA,NA,NA
66263,-2.08548,4.18476,-4.4364,NA,NA,NA,NA,NA,-57.75,NA,NA
66507,-2.59836,4.50076,-4.20357,NA,NA,NA,NA,-78.906,NA,NA,NA
66749,-2.58772,4.81789,-4.58603,NA,NA,NA,NA,-79.248,NA,NA,NA
66981,-3.20967,4.18578,-4.14401,NA,NA,NA,-105.901,NA,NA,NA,NA
67085,-1.7778,3.41967,-4.89129,NA,NA,NA,-29.406,NA,NA,NA,NA
67307,-1.44612,3.83849,-4.47381,NA,NA,NA,NA,NA,-20.866,NA,NA
67414,-1.63093,4.30955,-4.19138,NA,NA,NA,NA,-85.181,NA,NA,NA
67684,-1.27589,3.8867,-4.78614,NA,NA,NA,NA,NA,-36.441,NA,NA
67995,-0.882591,3.48712,-4.8101,NA,NA,NA,-61.231,NA,NA,NA,NA
68115,-2.19766,3.00312,-4.89185,NA,NA,NA,NA,-79.866,NA,NA,NA
68274,-1.76195,4.19803,-4.85253,NA,NA,NA,NA,NA,-38.912,NA,NA
68426,-0.91708,4.86083,-4.74586,NA,NA,NA,-101.892,NA,NA,NA,NA
68734,-1.03179,4.55682,-4.91145,NA,NA,NA,NA,-86.234,NA,NA,NA
68811,-2.89641,3.69489,-4.07946,NA,NA,NA,NA,-87.48,NA,NA,NA
69134,-2.71113,3.53905,-4.75483,NA,NA,NA,NA,NA,-79.652,NA,NA
69376,-1.63601,3.75973,-4.70191,NA,NA,NA,NA,NA,NA,-83.854,NA
69455,-0.887104,4.96736,-4.96406,NA,NA,NA,NA,-107.333,NA,NA,NA
69753,-1.30552,3.78322,-4.29516,NA,NA,NA,NA,NA,-50.498,NA,NA
69896,-2.53684,4.60444,-4.63752,NA,NA,NA,NA,NA,NA,-104.889,NA
70126,-2.53233,4.08628,-3.81582,NA,NA,NA,NA,NA,NA,-123.157,NA
70372,-1.53259,4.79643,-4.13661,NA,NA,NA,NA,NA,-91.077,NA,NA
70430,-1.22509,4.90382,-4.06513,NA,NA,NA,NA,NA,-121.736,NA,NA
70674,-1.51427,4.1713,-3.85616,NA,NA,NA,NA,-94.723,NA,NA,NA
70930,-1.83381,4.48529,-3.629,NA,NA,NA,-100.416,NA,NA,NA,NA
71196,-1.6203,3.96346,-4.78984,NA,NA,NA,NA,NA,-48.27,NA,NA
71299,-1.2715,3.55007,-4.74616,NA,NA,NA,-32.054,NA,NA,NA,NA
71474,-1.93709,4.6078,-4.72151,NA,NA,NA,NA,-53.539,NA,NA,NA
71694,-1.2857,3.37016,-4.81723,NA,NA,NA,-39,NA,NA,NA,NA
71969,-2.74648,3.47594,-4.74481,NA,NA,NA,NA,NA,-80.44,NA,NA
72145,-2.67698,4.11162,-4.05176,NA,NA,NA,NA,-81.693,NA,NA,NA
72272,-2.61595,3.0824,-4.63658,NA,NA,NA,-83.08,NA,NA,NA,NA
72530,-1.94249,2.94554,-4.65198,NA,NA,NA,-73.843,NA,NA,NA,NA
72701,-1.79036,2.47733,-4.73948,NA,NA,NA,NA,NA,-168.063,NA,NA
72907,-3.60122,2.83679,-4.65296,NA,NA,NA,-130.804,NA,NA,NA,NA
73097,-2.9057,3.47025,-4.88273,NA,NA,NA,NA,-67.936,NA,NA,NA
73297,-3.46449,4.45415,-4.80298,NA,NA,NA,-108.27,NA,NA,NA,NA
73425,-1.83753,4.93078,-4.34538,NA,NA,NA,NA,-79.533,NA,NA,NA
73633,-2.22059,4.55969,-4.49834,NA,NA,NA,NA,NA,-73.959,NA,NA
73959,-2.03287,4.94627,-4.62733,NA,NA,NA,NA,NA,NA,-108.738,NA
74136,-3.42772,3.66151,-4.26069,NA,NA,NA,-109.398,NA,NA,NA,NA
74269,-2.51124,3.32502,-4.67165,NA,NA,NA,NA,NA,-82.941,NA,NA
74541,-2.30593,4.53182,-4.21253,NA,NA,NA,NA,-69.556,NA,NA,NA
74645,-3.53161,3.71122,-3.73299,NA,NA,NA,-127.891,NA,NA,NA,NA
74824,-2.93365,4.49973,-4.77212,NA,NA,NA,-77.787,NA,NA,NA,NA
75088,-2.34746,3.93587,-4.56004,NA,NA,NA,NA,-55.76,NA,NA,NA
75369,-2.29434,4.06241,-4.35895,NA,NA,NA,-53.578,NA,NA,NA,NA
75462,-1.97098,4.69715,-4.74466,NA,NA,NA,NA,NA,-60.432,NA,NA
75731,-1.12479,4.05898,-4.61986,NA,NA,NA,NA,-60.008,NA,NA,NA
75884,-2.18101,4.52136,-4.82623,NA,NA,NA,NA,-58.696,NA,NA,NA
76062,-2.22025,4.38416,-4.50837,NA,NA,NA,-55.099,NA,NA,NA,NA
76247,-1.3782,4.6778,-4.61807,NA,NA,NA,NA,-67.913,NA,NA,NA
76472,-2.12242,4.02316,-3.866,NA,NA,NA,NA,NA,-83.496,NA,NA
76685,-1.4839,3.19364,-4.58131,NA,NA,NA,NA,NA,-56.587,NA,NA
76961,-2.01925,4.00059,-4.68962,NA,NA,NA,-37.223,NA,NA,NA,NA
77124,-1.7111,3.64845,-4.87771,NA,NA,NA,-6.917,NA,NA,NA,NA
77379,-2.63869,4.59172,-4.15869,NA,NA,NA,-76.606,NA,NA,NA,NA
77589,-2.25748,4.39894,-4.81088,NA,NA,NA,NA,-51.162,NA,NA,NA
77626,-1.77628,4.79585,-4.63585,NA,NA,NA,-67.304,NA,NA,NA,NA
77808,-2.73499,4.10563,-4.17668,NA,NA,NA,-79.805,NA,NA,NA,NA
78104,-2.5735,2.68617,-4.56989,NA,NA,NA,-105.776,NA,NA,NA,NA
78345,-2.93571,4.57657,-4.51008,NA,NA,NA,-84.684,NA,NA,NA,NA
78531,-1.33597,4.16856,-4.40851,NA,NA,NA,NA,NA,-58.928,NA,NA
78666,-0.829421,4.08545,-4.43993,NA,NA,NA,NA,-90.664,NA,NA,NA
78809,-2.09182,3.25372,-4.84315,NA,NA,NA,NA,NA,-50.637,NA,NA
79094,-1.32259,4.85162,-4.52977,NA,NA,NA,NA,-85.977,NA,NA,NA
79339,-1.56509,4.89325,-4.35464,NA,NA,NA,-83.934,NA,NA,NA,NA
79477,-1.32797,3.35781,-4.57109,NA,NA,NA,NA,NA,-35.409,NA,NA
79674,-1.81281,3.43465,-3.66641,NA,NA,NA,NA,NA,-129.042,NA,NA
79976,-1.41521,2.40745,-4.22426,NA,NA,NA,NA,-119.11,NA,NA,NA
80097,-2.28919,3.68418,-4.78368,NA,NA,NA,-34.073,NA,NA,NA,NA
80332,-2.55229,3.06787,-4.85018,NA,NA,NA,NA,-71.877,NA,NA,NA
80486,-1.51451,2.68363,-4.5393,NA,NA,NA,-121.101,NA,NA,NA,NA
80652,-1.43329,4.4945,-4.8365,NA,NA,NA,NA,-55.771,NA,NA,NA
80844,-1.53176,3.42091,-4.45424,NA,NA,NA,NA,-59.855,NA,NA,NA
81190,-1.3347,4.9074,-4.8838,NA,NA,NA,NA,NA,-89.368,NA,NA
81283,-1.43268,4.77034,-4.4808,NA,NA,NA,-63.241,NA,NA,NA,NA
81470,-0.337772,3.97099,-4.68791,NA,NA,NA,NA,-168.516,NA,NA,NA
81660,-1.69175,4.27669,-3.92868,NA,NA,NA,NA,NA,-93.171,NA,NA
81991,-2.08566,3.55743,-4.45251,NA,NA,NA,NA,NA,-65.241,NA,NA
82095,-2.22825,4.89786,-4.12537,NA,NA,NA,-85.441,NA,NA,NA,NA
82248,-1.78456,4.35259,-4.96436,NA,NA,NA,NA,NA,-46.504,NA,NA
82417,-2.88437,3.76815,-4.90386,NA,NA,NA,NA,-82.106,NA,NA,NA
82724,-3.4559,4.06966,-3.36461,NA,NA,NA,NA,NA,-159.541,NA,NA
82890,-2.05493,3.44824,-4.29439,NA,NA,NA,NA,-45.88,NA,NA,NA
83152,-1.95264,4.53147,-4.3228,NA,NA,NA,-62.29,NA,NA,NA,NA
83269,-3.07822,3.5133,-4.50771,NA,NA,-134.373,NA,NA,NA,NA,NA
83438,-3.08256,3.57192,-3.95141,NA,NA,NA,-102.569,NA,NA,NA,NA
83607,-2.83349,3.94781,-4.77824,NA,NA,NA,NA,NA,-75.66,NA,NA
83935,-3.57582,4.35323,-4.1518,NA,NA,NA,NA,NA,NA,-147.146,NA
84186,-3.45055,3.85562,-4.57932,NA,NA,NA,NA,-106.668,NA,NA,NA
84262,-2.13653,4.84293,-4.53801,NA,NA,NA,-69.789,NA,NA,NA,NA
84498,-1.95895,4.75969,-4.7835,NA,NA,NA,NA,-55.755,NA,NA,NA
84607,-1.80638,3.40019,-4.76907,NA,NA,NA,-27.341,NA,NA,NA,NA
84869,-0.922048,4.38295,-4.394,NA,NA,NA,-94.18,NA,NA,NA,NA
85062,-1.69578,4.82167,-4.79093,NA,NA,NA,NA,NA,-97.277,NA,NA
85349,-2.09846,3.58528,-4.9861,NA,NA,NA,NA,NA,NA,-97.245,NA
85444,-2.63452,3.65135,-4.5331,NA,NA,NA,NA,-69.801,NA,NA,NA
85715,-1.94563,3.9897,-3.66887,NA,NA,NA,NA,-89.736,NA,NA,NA
85919,-2.41828,4.61801,-4.79795,NA,NA,NA,NA,NA,-60.767,NA,NA
86055,-2.16946,4.81746,-4.42275,NA,NA,NA,NA,NA,-83.091,NA,NA
86307,-2.32577,4.26979,-4.31018,NA,NA,NA,NA,NA,-49.179,NA,NA
86558,-2.19606,4.73981,-4.54345,NA,NA,NA,NA,NA,NA,-98.641,NA
86786,-1.71484,3.88744,-4.53476,NA,NA,NA,NA,NA,NA,-69.88,NA
86871,-1.69702,4.66496,-4.2626,NA,NA,NA,NA,NA,NA,-115.804,NA
87127,-1.77579,4.88062,-4.64037,NA,NA,NA,NA,NA,-73.045,NA,NA
87350,-1.83006,4.5323,-4.52774,NA,NA,NA,NA,NA,NA,-84.526,NA
87480,-1.7137,4.26809,-4.62931,NA,NA,NA,NA,NA,-44.528,NA,NA
87747,-1.51738,3.6812,-4.29869,NA,NA,NA,-43.735,NA,NA,NA,NA
87947,-2.87624,4.37399,-4.72199,NA,NA,NA,-75.765,NA,NA,NA,NA
88162,-1.3924,4.59814,-4.48137,NA,NA,NA,-67.194,NA,NA,NA,NA
88392,-2.1561,4.54689,-4.68435,NA,NA,NA,-58.246,NA,NA,NA,NA
88539,-2.49376,4.53805,-4.28613,NA,NA,NA,-73.163,NA,NA,NA,NA
88739,-2.25916,4.25328,-3.92661,NA,NA,NA,-82.477,NA,NA,NA,NA
88867,-2.63969,4.39575,-3.80935,NA,NA,NA,-85.373,NA,NA,NA,NA
89125,-3.18885,3.76372,-4.18063,NA,NA,NA,NA,-105.062,NA,NA,NA
89361,-3.59854,3.39477,-4.1681,NA,NA,NA,NA,-132.421,NA,NA,NA
89423,-2.44007,3.67275,-4.82922,NA,NA,NA,NA,NA,-50.305,NA,NA
89769,-1.36923,3.22291,-4.56892,NA,NA,NA,NA,NA,-58.016,NA,NA
89804,-3.40207,3.27792,-3.80494,NA,NA,NA,-130.738,NA,NA,NA,NA
90160,-3.15755,3.71115,-4.00467,NA,NA,NA,-102.61,NA,NA,NA,NA
90205,-1.06875,3.85202,-4.23649,NA,NA,NA,-114.892,NA,NA,NA,NA
90510,-1.65521,3.58769,-4.95621,NA,NA,NA,-14.78,NA,NA,NA,NA
90729,-2.47411,3.28783,-4.96786,NA,NA,NA,-65.934,NA,NA,NA,NA
90879,-2.01353,3.76589,-4.89631,NA,NA,NA,-32.009,NA,NA,NA,NA
91080,-2.7888,4.63612,-4.48922,NA,NA,NA,NA,NA,-81.384,NA,NA
91320,-2.50537,4.64246,-4.6904,NA,NA,NA,-70.525,NA,NA,NA,NA
91408,-2.32117,4.601,-3.35677,NA,NA,NA,-133.93,NA,NA,NA,NA
91743,-1.18706,4.30548,-4.2848,NA,NA,NA,-73.158,NA,NA,NA,NA
91930,-1.16575,4.74414,-3.92028,NA,NA,NA,NA,NA,-110.837,NA,NA
92050,-1.61436,4.87172,-4.71611,NA,NA,NA,-67.294,NA,NA,NA,NA
92272,-0.780274,4.40966,-4.02671,NA,NA,NA,NA,-129.172,NA,NA,NA
92446,-1.18998,4.1099,-4.93661,NA,NA,NA,NA,NA,-47.885,NA,NA
92690,-1.72401,4.55983,-3.67676,NA,NA,NA,-87.362,NA,NA,NA,NA
92992,-1.64754,4.0066,-4.64466,NA,NA,NA,-18.744,NA,NA,NA,NA
93160,-2.50318,3.0198,-4.96482,NA,NA,NA,NA,-77.979,NA,NA,NA
93248,-1.14691,4.56002,-4.37315,NA,NA,NA,-93.086,NA,NA,NA,NA
93542,-0.92631,4.70122,-4.62437,NA,NA,NA,-96.979,NA,NA,NA,NA
93724,-1.80454,4.13645,-3.65918,NA,NA,NA,-97.379,NA,NA,NA,NA
93912,-2.52338,2.80532,-4.86497,NA,NA,NA,-103.759,NA,NA,NA,NA
94058,-2.21151,3.43818,-4.96562,NA,NA,NA,-49.039,NA,NA,NA,NA
94388,-2.35106,4.61527,-4.4623,NA,NA,-135.58,NA,NA,NA,NA,NA
94408,-2.02283,4.09383,-4.99461,NA,NA,NA,-35.793,NA,NA,NA,NA
94673,-1.92778,3.98399,-3.69239,NA,NA,NA,-92.329,NA,NA,NA,NA
94952,-2.2371,4.67678,-4.62514,NA,NA,NA,NA,-70.695,NA,NA,NA
95030,-2.4742,4.84367,-4.43598,NA,NA,NA,NA,-82.05,NA,NA,NA
95335,-2.01058,4.3271,-4.31063,NA,NA,NA,-68.647,NA,NA,NA,NA
95550,-2.39566,4.39842,-4.3613,NA,NA,NA,NA,NA,-61.697,NA,NA
95629,-1.47577,4.44506,-4.7606,NA,NA,NA,NA,NA,NA,-84.477,NA
95922,-2.13807,4.22593,-4.46906,NA,NA,NA,NA,NA,-65.207,NA,NA
96169,-1.83256,4.11752,-3.91211,NA,NA,NA,-81.208,NA,NA,NA,NA
96341,-1.86102,4.26803,-4.33166,NA,NA,NA,NA,NA,-55.245,NA,NA
96526,-2.51697,4.65312,-4.49316,NA,NA,NA,NA,NA,-84.5,NA,NA
96647,-3.12555,4.21533,-3.96247,NA,NA,NA,NA,NA,-114.728,NA,NA
96839,-1.44216,4.43244,-4.29642,NA,NA,NA,NA,NA,-77.171,NA,NA
97169,-1.50055,4.77385,-4.49369,NA,NA,NA,-69.752,NA,NA,NA,NA
97391,-1.37485,4.25382,-4.58132,NA,NA,NA,-42.342,NA,NA,NA,NA
97521,-1.3217,4.72969,-4.49885,NA,NA,NA,NA,-90.476,NA,NA,NA
97741,-1.84274,4.19511,-4.84791,NA,NA,NA,NA,NA,-35.097,NA,NA
97901,-2.21188,4.12319,-4.86517,NA,NA,NA,-47.054,NA,NA,NA,NA
98155,-2.61193,3.76204,-4.93152,NA,NA,NA,NA,NA,-66.807,NA,NA
98328,-3.25133,4.79862,-4.38551,NA,NA,NA,NA,-113.445,NA,NA,NA
98409,-1.96915,4.5574,-4.13468,NA,NA,NA,-67.132,NA,NA,NA,NA
98779,-3.13176,4.7113,-4.08996,NA,NA,NA,-108.068,NA,NA,NA,NA
98922,-2.64843,4.01186,-4.36074,NA,NA,NA,-65.26,NA,NA,NA,NA
99198,-1.06466,4.41914,-4.70427,NA,NA,NA,-80.053,NA,NA,NA,NA
99358,-1.84653,3.3109,-3.18137,NA,NA,NA,NA,NA,-171.705,NA,NA
99529,-2.90806,3.3545,-3.59975,NA,NA,NA,-136.4,NA,NA,NA,NA
99642,-3.55111,4.6505,-4.26325,NA,NA,NA,NA,NA,-128.419,NA,NA
99847,-2.74996,4.35545,-4.12371,NA,NA,NA,NA,NA,-88.149,NA,NA
100125,-2.19962,4.26099,-3.8908,NA,NA,NA,-82.559,NA,NA,NA,NA
100308,-2.82156,3.76745,-4.63678,NA,NA,NA,-68.486,NA,NA,NA,NA
100411,-2.95547,3.53812,-4.73978,NA,NA,NA,-76.366,NA,NA,NA,NA
100613,-2.30154,4.24974,-4.8202,NA,NA,NA,NA,-43.274,NA,NA,NA
100999,-1.93025,3.2215,-4.58842,NA,NA,NA,NA,NA,-52.209,NA,NA
101025,-1.60641,4.50888,-4.45209,NA,NA,NA,-60.2,NA,NA,NA,NA
101365,-2.80387,4.91414,-4.69659,NA,NA,NA,-87.332,NA,NA,NA,NA
101598,-1.81563,4.97462,-4.93796,NA,NA,NA,-72.923,NA,NA,NA,NA
101633,-2.80592,3.1218,-4.74495,NA,NA,NA,NA,-84.738,NA,NA,NA
101889,-3.31153,4.10297,-3.67881,NA,NA,NA,-120.35,NA,NA,NA,NA
102039,-3.58074,4.76786,-3.99056,NA,NA,NA,NA,-150.15,NA,NA,NA
102207,-2.71221,4.30046,-4.4016,NA,NA,NA,NA,NA,NA,-105.748,NA
102569,-2.23169,4.9864,-4.9591,NA,NA,NA,-78.015,NA,NA,NA,NA
102662,-2.67727,4.41318,-4.39195,NA,NA,NA,-77.769,NA,NA,NA,NA
102849,-1.80045,3.75413,-4.0329,NA,NA,NA,NA,NA,-80.081,NA,NA
103091,-3.34557,4.16354,-4.11424,NA,NA,NA,NA,NA,-112.027,NA,NA
103392,-3.10109,2.3524,-4.59161,NA,NA,NA,NA,-140.785,NA,NA,NA
103511,-2.86255,2.4148,-4.14502,NA,NA,NA,NA,-152.424,NA,NA,NA
103735,-3.12232,3.08989,-4.17289,NA,NA,NA,-110.216,NA,NA,NA,NA
103849,-2.51588,4.42668,-4.3609,NA,NA,NA,NA,NA,NA,-103.945,NA
104112,-2.20111,4.51304,-4.7396,NA,NA,NA,NA,NA,NA,-75.399,NA
104277,-2.32625,3.93239,-4.67476,NA,NA,NA,NA,-51.747,NA,NA,NA
104467,-2.17477,3.64,-4.34992,NA,NA,NA,-54.295,NA,NA,NA,NA
104606,-3.04664,3.53205,-3.89565,NA,NA,NA,NA,NA,NA,-141.137,NA
104941,-1.65411,3.75072,-4.98373,NA,NA,NA,-24.192,NA,NA,NA,NA
105115,-1.85161,4.9303,-4.75367,NA,NA,NA,NA,-74.039,NA,NA,NA
105248,-3.50377,4.60393,-4.98345,NA,NA,NA,NA,-121.673,NA,NA,NA
105499,-3.52681,3.86478,-4.92892,NA,NA,NA,NA,NA,-100.618,NA,NA
105693,-1.95946,4.50445,-4.13973,NA,NA,NA,-70.349,NA,NA,NA,NA
105922,-2.59502,3.77996,-4.79547,NA,NA,NA,NA,-49.536,NA,NA,NA
106163,-2.0867,4.16785,-4.96545,NA,NA,NA,NA,-57.153,NA,NA,NA
106230,-2.60531,4.01943,-4.42305,NA,NA,NA,-63.007,NA,NA,NA,NA
106564,-2.81814,4.91669,-3.93055,NA,NA,NA,-108.837,NA,NA,NA,NA
106684,-0.373149,4.12208,-4.79058,NA,NA,NA,-137.228,NA,NA,NA,NA
106987,-0.545853,4.03419,-4.8384,NA,NA,NA,-118.402,NA,NA,NA,NA
107171,-2.19504,3.16961,-4.99576,NA,NA,NA,NA,-67.438,NA,NA,NA
107214,-2.68953,3.83949,-4.07346,NA,NA,NA,NA,NA,-102.006,NA,NA
107456,-1.79202,4.1969,-4.51843,NA,NA,-110.056,NA,NA,NA,NA,NA
107651,-2.50846,3.18072,-4.12335,NA,NA,NA,-92.822,NA,NA,NA,NA
107827,-2.76019,3.8363,-4.98419,NA,NA,NA,NA,NA,-69.918,NA,NA
108066,-1.64102,3.73949,-4.70512,NA,NA,NA,NA,-27.398,NA,NA,NA
108357,-1.94253,3.36176,-4.89036,NA,NA,NA,-20.823,NA,NA,NA,NA
108416,-2.24047,4.68299,-4.86516,NA,NA,NA,NA,-69.743,NA,NA,NA
108641,-3.05887,4.3312,-4.9112,NA,NA,NA,-80.781,NA,NA,NA,NA
108871,-2.19504,4.39785,-3.67741,NA,NA,NA,-95.166,NA,NA,NA,NA
109135,-1.56316,4.42277,-4.28911,NA,-185.9,NA,NA,NA,NA,NA,NA
109379,-0.928017,4.7415,-4.28837,NA,NA,NA,NA,NA,NA,-161.74,NA
109557,-2.47649,3.85872,-4.85396,NA,NA,NA,-50.607,NA,NA,NA,NA
109652,-1.80331,4.78486,-4.56889,NA,NA,NA,NA,NA,NA,-106.275,NA
109816,-2.89447,3.484,-4.94103,NA,NA,NA,-82.426,NA,NA,NA,NA
110191,-2.34232,4.21053,-4.04008,NA,NA,NA,NA,-73.486,NA,NA,NA
110374,-1.56212,3.62239,-4.82597,NA,NA,NA,-22.535,NA,NA,NA,NA
110489,-3.56322,3.56838,-4.72891,NA,NA,NA,-111.845,NA,NA,NA,NA
110731,-1.77109,4.61859,-4.60969,NA,NA,NA,NA,NA,NA,-96.018,NA
110835,-2.1018,3.76439,-4.57774,NA,NA,NA,NA,-46.252,NA,NA,NA
111055,-0.690447,3.72463,-4.94694,NA,NA,NA,NA,NA,-91.248,NA,NA
111226,-2.43151,4.92615,-4.50588,NA,NA,NA,NA,NA,-88.744,NA,NA
111495,-2.66402,4.54444,-4.82109,NA,NA,NA,NA,NA,-72.745,NA,NA
111796,-1.16864,4.32563,-4.62539,NA,NA,NA,NA,NA,NA,-135.021,NA
111938,-2.02183,4.52626,-4.61814,NA,NA,NA,NA,NA,NA,-74.288,NA
112186,-2.29861,4.42894,-4.81281,NA,NA,NA,NA,NA,-60.549,NA,NA
112232,-1.7644,4.31958,-4.94794,NA,NA,NA,-47.713,NA,NA,NA,NA
112564,-2.35129,4.37176,-4.53925,NA,NA,NA,NA,NA,-65.392,NA,NA
112728,-2.33904,3.68861,-4.78874,NA,NA,NA,NA,-63.754,NA,NA,NA
112999,-1.82744,3.87081,-4.68451,NA,NA,NA,-17.852,NA,NA,NA,NA
113084,-3.60143,3.59899,-4.94252,NA,NA,NA,-112.339,NA,NA,NA,NA
113211,-2.11555,3.79432,-4.87659,NA,NA,NA,NA,-36.112,NA,NA,NA
113571,-1.89671,4.00641,-4.7906,NA,NA,NA,NA,-40.664,NA,NA,NA
113735,-2.12033,4.30774,-4.96906,NA,NA,NA,-40.866,NA,NA,NA,NA
113883,-4.08861,4.46666,-4.55225,NA,NA,NA,NA,NA,-167.811,NA,NA
114010,-3.20364,3.89931,-4.99578,NA,NA,NA,NA,NA,NA,-117.649,NA
114301,-2.06389,4.22568,-4.39661,NA,NA,NA,NA,NA,-49.885,NA,NA
114599,-3.97691,3.77199,-4.73334,NA,NA,NA,NA,-142.847,NA,NA,NA
114755,-1.69708,4.68153,-4.4701,NA,NA,NA,NA,-57.051,NA,NA,NA
114965,-2.19075,3.38949,-4.52905,NA,NA,NA,NA,-60.871,NA,NA,NA
115056,-0.509509,3.93092,-4.21399,NA,NA,NA,NA,-114.453,NA,NA,NA
115372,-2.36905,4.28475,-4.51567,NA,NA,NA,-51.324,NA,NA,NA,NA
115422,-1.68332,4.11263,-4.81537,NA,NA,NA,NA,-34.189,NA,NA,NA
115673,-1.65981,3.86032,-4.35068,NA,NA,NA,-41.081,NA,NA,NA,NA
115811,-2.43785,3.85563,-4.78219,NA,NA,NA,-43.036,NA,NA,NA,NA
116123,-2.05206,4.8703,-4.36335,NA,NA,NA,NA,NA,NA,-106.352,NA
116295,-0.976128,4.52261,-4.22155,NA,NA,NA,NA,-97.93,NA,NA,NA
116429,-0.931654,4.83717,-4.58681,NA,NA,NA,-102.751,NA,NA,NA,NA
116787,-2.29072,4.56144,-4.91298,NA,NA,NA,NA,NA,-54.318,NA,NA
116926,-2.05548,4.37589,-4.39068,NA,NA,NA,-54.505,NA,NA,NA,NA
117093,-1.36115,4.23858,-4.06878,NA,NA,NA,-81.73,NA,NA,NA,NA
117299,-2.27214,3.22193,-4.94371,NA,NA,NA,NA,-58.076,NA,NA,NA
117412,-2.49296,3.73273,-4.67866,NA,NA,NA,NA,NA,-62.046,NA,NA
117741,-2.46313,4.57314,-4.25926,NA,NA,NA,NA,NA,-78.368,NA,NA
117994,-2.65926,4.19835,-3.87453,NA,NA,NA,-81.178,NA,NA,NA,NA
118188,-2.31935,4.06554,-4.65513,NA,NA,NA,-49.558,NA,NA,NA,NA
118202,-1.37233,4.79696,-3.80761,NA,NA,NA,NA,NA,NA,-116.633,NA
118479,-2.4602,4.32923,-4.67407,NA,NA,NA,-61.303,NA,NA,NA,NA
118742,-2.04086,4.7476,-4.2845,NA,NA,NA,NA,NA,NA,-99.213,NA
118919,-2.67123,4.26781,-3.92488,NA,NA,NA,-78.918,NA,NA,NA,NA
119058,-1.70697,4.32393,-4.18787,NA,NA,NA,-43.974,NA,NA,NA,NA
119258,-2.77118,4.35009,-4.66239,NA,NA,NA,NA,NA,NA,-97.335,NA
119472,-2.12023,4.93278,-4.57297,NA,NA,NA,-74.951,NA,NA,NA,NA
119624,-2.97436,4.87245,-4.64472,NA,NA,NA,-93.018,NA,NA,NA,NA
119949,-1.4032,4.8182,-4.94953,NA,NA,NA,NA,NA,NA,-90.276,NA
120050,-2.17648,3.52103,-3.85615,NA,NA,NA,NA,NA,NA,-121.256,NA
120258,-2.56921,4.04359,-3.87474,NA,NA,NA,-84.842,NA,NA,NA,NA
120475,-1.66885,3.75104,-4.10329,NA,NA,NA,NA,NA,-69.043,NA,NA
120623,-1.46864,3.09498,-4.54227,NA,NA,NA,NA,NA,-76.092,NA,NA
