id,x0,x1,x2,fitness-2.5,fitness-1,fitness-0.5,fitness-1.5,fitness0,fitness0.5,fitness-2,fitness1.5,fitness-3.5,fitness-3,fitness1,fitness2,fitness-4,fitness-5,fitness-4.5,fitness2.5,fitness4,fitness4.5,fitness5,fitness3.5,fitness3
32196,0.413165,-2.13944,-1.21146,NA,NA,NA,NA,NA,NA,529.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32255,-1.0109,-2.05205,-0.0601177,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32561,-1.62209,-0.822015,-2.43675,658.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32696,-1.51348,-0.959424,-1.43299,NA,NA,NA,NA,NA,NA,NA,NA,2994.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32810,-1.18259,-1.50249,-2.47372,NA,NA,NA,NA,NA,NA,994.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33093,-0.503985,-1.9884,-0.963247,129.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33223,0.721648,-0.758628,-0.686309,NA,NA,2436.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33590,-0.92416,-0.265675,0.171518,NA,NA,NA,NA,NA,310.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33702,-0.690846,0.802423,0.00898833,NA,NA,NA,NA,1628.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33855,-1.78236,-0.386764,-0.666172,NA,267.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34185,-1.42207,-0.906812,-0.74315,NA,NA,NA,NA,NA,NA,13553.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34201,-1.78635,-0.55223,0.847607,NA,112.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34433,-1.53898,-1.42864,0.740339,NA,6293.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34695,-1.27816,-1.33357,0.042441,NA,NA,NA,NA,NA,NA,715.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34890,-2.08785,-1.51003,0.0515698,NA,NA,NA,1985.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35137,-2.63843,-1.58463,-0.364278,NA,453.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35348,-1.35549,-1.92066,-0.431062,NA,NA,NA,1167.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35423,-0.927328,-0.770366,-0.635136,NA,NA,NA,17968.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35601,-0.920624,-0.937413,-0.890102,6328.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35845,-1.23973,-0.832652,-1.95892,NA,NA,NA,NA,NA,NA,NA,NA,NA,1823.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36123,-0.108089,-1.24082,-1.58182,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36329,-1.9578,-2.57395,-1.49972,NA,NA,NA,1161.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36599,-0.132865,-1.49475,-1.59039,NA,NA,NA,NA,NA,NA,5008.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36664,0.00690718,-0.102624,-0.144658,NA,NA,NA,NA,NA,NA,NA,NA,NA,911.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36898,0.705282,-0.0953504,-2.23471,NA,NA,NA,273.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37064,-0.417348,1.02231,-1.41244,NA,488.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37313,-0.784007,0.655621,-3.45789,NA,NA,NA,658.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37508,0.339406,0.354365,-3.57635,NA,NA,NA,NA,NA,NA,191.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37672,-1.41421,-0.756474,-1.65883,NA,7461.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37915,-0.614689,-1.1925,-0.382583,NA,NA,NA,2177.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38011,-0.64052,-1.00789,-0.465868,NA,NA,NA,544.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223,0.447373,-1.57154,-0.199804,NA,NA,1379.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38402,0.733639,-0.845179,-1.40899,NA,3687.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38679,0.179387,-0.230779,-1.83681,NA,NA,509.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38848,-0.324991,-0.691966,-1.66571,NA,NA,3426.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39195,-1.80801,-0.144917,-3.31995,NA,NA,-10.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39240,-0.607275,-2.10634,-3.47891,NA,1683.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39589,-1.54326,-1.06327,-2.56364,NA,NA,NA,1680.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39732,-0.322379,-1.48105,-2.56685,NA,NA,1270.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39914,-0.913154,-1.23468,-1.90543,NA,NA,4597.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40008,-1.3683,-0.704967,-2.09585,NA,12340.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40319,-0.802641,-0.342357,-1.47571,NA,1480.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40518,-1.8542,-0.425002,-0.752305,NA,NA,NA,NA,NA,NA,428.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40652,-2.19699,0.0672068,-0.654133,NA,916.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40888,-1.32548,-0.90267,0.376572,NA,NA,7306.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41194,-0.788187,-0.946346,-0.689536,NA,NA,13034.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41201,-0.0811806,-0.317607,-1.33342,NA,NA,NA,NA,NA,1975.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41470,-1.51262,-0.0440587,-1.38289,NA,NA,NA,NA,NA,3249.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41683,-1.4612,-1.167,-0.188116,NA,3218.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41828,-1.80499,-3.13837,-0.863355,NA,NA,99.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42015,-1.35032,-3.1025,-1.60807,NA,NA,NA,NA,1733.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42215,-1.50211,-2.59573,-0.0150751,NA,NA,1550.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42593,0.189574,-1.31372,-1.48613,NA,NA,1637.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42675,0.240038,-1.27926,-1.50035,NA,NA,NA,NA,2616.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42820,-1.06195,-1.4473,-1.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43111,-0.704832,-1.98889,-1.05419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43389,-0.538835,-3.12065,-1.13613,NA,NA,NA,NA,NA,49.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43494,-1.26001,-1.65654,-0.798501,NA,NA,NA,1742.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43778,-1.67187,-0.670375,-0.893869,NA,NA,NA,NA,NA,NA,4433.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43913,-1.5503,-0.738376,-0.101925,NA,NA,NA,11080.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44004,-1.65133,-0.934747,0.855862,NA,NA,NA,2665.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44233,0.897703,-1.67775,-0.541811,NA,NA,NA,NA,578.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44443,0.371573,-1.39313,-0.112933,NA,NA,1200.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44613,0.687473,-1.65344,-1.70873,NA,666.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44936,0.277397,-0.562374,-1.57959,NA,NA,2471.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45194,-1.34254,-0.639737,-0.94776,NA,19094.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45389,-0.815236,-1.61844,-2.06096,NA,NA,NA,NA,522.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45405,0.748409,-0.740426,-1.94062,NA,NA,NA,NA,NA,NA,74.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45784,2.20517,-0.088283,-2.38391,NA,NA,NA,503.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45855,0.87924,-0.619665,-1.48856,NA,NA,NA,NA,1727.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46027,-0.121933,-0.424363,-2.12752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46245,-0.272648,0.173652,-1.45497,NA,NA,NA,NA,1265.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46459,-0.88001,-0.974918,-1.45698,NA,NA,20038.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46799,0.0348306,-1.31473,-1.31864,NA,4494.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46998,0.51933,-2.97199,-1.66553,NA,351.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47200,-1.46548,-1.48202,-1.46128,NA,NA,NA,NA,NA,NA,NA,NA,NA,7078.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47201,-1.52282,-2.80506,-2.12413,NA,NA,NA,NA,NA,NA,348.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47527,-1.27715,-1.72216,-2.43365,NA,NA,NA,NA,NA,NA,242.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47746,-0.948679,-1.73648,-3.16077,NA,505.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47821,-1.06372,-0.908655,-2.71331,NA,NA,590.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48060,-1.4162,0.715118,-2.42662,NA,1427.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48307,-0.701225,-0.942855,-3.20367,NA,NA,NA,NA,1279.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48442,-0.324001,0.36141,-3.47366,NA,NA,NA,NA,219.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48679,-0.0751429,2.25609,-2.21783,NA,619.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48937,-1.27276,4.11699,-1.13838,NA,NA,77.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49062,-0.846182,2.74449,-1.30851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49239,-0.984524,1.6704,-0.844126,NA,NA,NA,NA,NA,640.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49599,-0.905531,0.607477,-0.940344,NA,NA,NA,NA,198.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49733,-1.35453,-1.54092,-0.890311,NA,NA,NA,NA,14563.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49993,-1.28953,-1.37617,-0.890065,NA,NA,NA,11384.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50104,-0.247537,-1.56073,-2.39078,NA,NA,NA,NA,NA,NA,1065.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50215,0.201578,-2.55407,-1.37931,NA,NA,NA,1192.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50539,-1.26265,-1.4483,-0.970657,157.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50694,-1.00996,-1.16707,-1.5043,NA,NA,NA,932.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50964,-0.541847,-1.57494,-2.04716,NA,NA,NA,NA,NA,NA,1807.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51189,-0.100033,-1.54857,-2.06958,NA,NA,NA,1783.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51300,-1.49248,-1.91999,-1.45603,NA,NA,NA,NA,6933.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51483,-1.5774,-1.46716,-1.51195,NA,NA,7324.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51774,-1.36159,-0.929341,-0.177591,NA,5816.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51987,0.0469859,-1.26813,-0.393864,NA,NA,NA,NA,NA,NA,429.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52139,-0.56933,-2.02127,-0.030876,NA,NA,NA,NA,NA,NA,1258.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52367,-1.05754,-2.50541,-0.493917,NA,490.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52442,-0.760034,-0.786956,-0.15938,NA,18525.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52776,-1.24513,-2.45174,-2.49223,NA,NA,346.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52807,-1.53781,-1.92423,-2.06891,NA,NA,NA,NA,NA,712.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53053,-0.243012,-1.02647,-1.59733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
53288,-1.33481,-0.871487,-3.11039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
53439,-1.24428,-1.56599,-3.01316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
53675,-1.54911,-1.59076,-2.8517,NA,NA,NA,NA,NA,126.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53931,-0.787145,-1.62544,-2.06326,NA,6626.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54067,-0.083073,-1.32234,-2.87759,NA,NA,NA,NA,NA,NA,11.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54271,0.0627673,-0.384916,-1.72663,NA,NA,NA,NA,NA,NA,103.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54518,0.208417,0.00791863,-0.568639,NA,NA,NA,NA,NA,NA,320.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54784,-0.584108,-0.843878,-1.39796,NA,NA,6510.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54908,-0.815464,-0.0512984,-1.7141,NA,NA,NA,2900.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55102,-1.13317,0.336579,-0.826121,NA,526.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55359,-0.78706,1.23236,0.193736,NA,403.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55551,-1.34923,1.61826,-0.710642,NA,NA,826.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55618,-1.07153,0.0107726,-0.843932,NA,2486.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55871,-1.44232,0.393688,-1.6886,NA,NA,NA,2073.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56024,-1.56325,-0.276004,-1.13055,NA,NA,NA,NA,NA,NA,258.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56386,-0.107968,-0.470736,-0.53887,NA,NA,NA,NA,NA,NA,155.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56467,-1.38282,-0.092202,-1.66708,NA,NA,6327.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56608,-0.698716,-1.20814,-1.19268,NA,NA,NA,3021.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56986,-1.38826,-1.15352,-2.0452,NA,NA,NA,1407.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57176,-1.52514,0.0298849,-1.38841,NA,NA,NA,NA,NA,NA,1783.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57296,-0.218111,-2.52513,-1.45573,NA,5551.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57484,-0.362253,-1.29915,-1.30254,NA,NA,5971.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57753,-0.494546,-1.68271,-1.86985,NA,452.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57886,-0.953789,-0.754482,-0.91333,NA,NA,NA,NA,13920.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58099,-0.84829,-0.159119,-0.147754,NA,NA,NA,11287.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58302,-1.13944,-1.26804,0.63428,NA,NA,NA,NA,NA,NA,94.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58520,-3.01137,-2.14489,0.66519,NA,468.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58613,-1.51974,-3.82924,0.076039,NA,NA,173.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58998,-2.0705,-3.21351,-0.0972167,NA,701.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59126,-3.38431,-3.53731,-1.7788,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59213,-2.87744,-3.14906,-0.955466,NA,NA,NA,NA,NA,NA,NA,NA,147.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59488,-0.83005,-2.10399,-0.886109,NA,NA,NA,NA,NA,NA,NA,NA,1869.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59771,-2.07636,-2.88082,-0.311878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.606,NA,NA,NA,NA,NA,NA,NA,NA
59965,-3.15095,-2.45001,-0.730143,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60039,-2.83657,-1.88448,-0.637201,301.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60319,-1.57335,-1.46483,-1.55467,NA,18380.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60493,-0.634598,-1.42307,-0.668662,NA,NA,6296.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60730,0.0586615,-1.41563,-1.16856,NA,1365.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60851,-0.21491,-1.14725,0.461724,NA,NA,NA,453.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61008,-1.07835,-1.39925,-0.0193981,NA,493.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61303,-0.83656,-0.274264,-1.53829,NA,NA,NA,15248.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61577,-0.802958,-1.88235,-0.592379,1796.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61642,-1.03526,-1.27447,-0.371676,716.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61962,-1.99548,-1.07737,-0.3503,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62198,-0.825304,-0.0161088,-0.345207,674.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62366,-1.14722,-1.32442,-0.882619,NA,NA,NA,3207.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62411,-0.925398,-2.25162,-1.53563,NA,NA,2092.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62693,-1.32991,-1.24146,-1.90931,NA,NA,NA,2573.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62931,-1.54131,-1.19968,-1.93793,1069.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63132,-2.34441,-1.26877,-1.57919,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63371,0.00776821,-1.17324,-0.438315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.335,NA,NA,NA,NA,NA,NA,NA,NA
63499,1.49658,-0.896578,0.0547843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.059,NA,NA,NA,NA,NA,NA,NA,NA
63683,1.42969,-0.85089,-0.12469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.798,NA,NA,NA,NA,NA,NA,NA
63977,-0.711335,-1.43884,-1.22325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2741.315,NA,NA,NA,NA,NA,NA
64169,-0.279315,-1.44676,-1.30534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2957.322,NA,NA,NA,NA,NA,NA,NA
64267,-0.966867,-2.11783,-1.23367,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
