id,x0,x1,x2,fitness6.5,fitness8,fitness4,fitness3.5,fitness2.5,fitness1.5,fitness1,fitness3,fitness5,fitness4.5,fitness0.5,fitness2,fitness5.5,fitness7.5,fitness9.5,fitness9,fitness10,fitness8.5,fitness7,fitness6,fitness10.5
33504,4.33564,8.91834,8.41243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552,NA,NA,NA
33710,4.24058,8.36407,9.34109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.485,NA,NA,NA
33893,5.02046,7.11475,8.38151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA
34097,3.87312,6.41256,7.80525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA
34239,3.65473,7.87739,7.8876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA
34521,3.58065,8.06269,8.44767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA
34696,3.93619,8.72696,8.35524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA
34976,3.51157,9.55085,9.33072,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35047,4.69359,9.07002,8.48823,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35346,3.57603,8.45891,8.09682,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35532,3.56557,8.02229,8.66937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474,NA,NA,NA
35786,2.47208,7.45525,9.4604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA
35813,2.78687,7.61022,8.89221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.145
36037,1.71449,7.00771,7.76764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05
36233,2.93029,7.93709,7.96873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195,NA,NA,NA,NA,NA
36486,4.93411,6.68935,8.13896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA
36655,3.45434,7.01121,8.39055,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36847,2.28486,7.40895,8.08692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA
37130,0.802137,8.44324,7.76506,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37289,1.59821,8.03351,7.31708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA
37592,1.3384,8.08584,8.11646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA
37750,1.08892,7.01499,8.89937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524,NA,NA
37867,1.02524,8.23781,8.79253,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38195,1.60971,8.49624,7.95917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,NA,NA
38332,1.15884,10.1251,6.64509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA
38538,2.19468,10.4309,6.94368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA
38786,1.88709,9.94236,8.73428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136,NA,NA,NA,NA,NA,NA,NA
38979,1.19405,10.5,8.03735,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39022,3.06327,8.86475,8.7295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.276,NA,NA,NA,NA,NA,NA
39359,4.70333,8.33095,8.68056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA
39596,4.33541,10.5,8.66073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,NA,NA,NA
39772,4.98989,8.81619,8.10148,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39907,4.34529,8.51165,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,NA,NA
40109,3.15439,7.71626,9.40516,NA,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40354,3.24624,6.83773,10.0865,NA,-0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40523,4.08368,7.89144,10.3163,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40690,5.05532,7.34778,8.6276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,NA,NA
40915,4.287,6.87748,7.7957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676,NA,NA
41131,5.25091,6.67628,7.55422,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41329,5.15849,7.04607,6.67847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA
41439,6.26052,6.46935,7.53846,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41621,7.82454,6.75213,7.18655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA
41952,7.36883,6.84562,7.7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA
42026,7.24553,5.63696,6.98987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA
42218,7.52095,5.15803,6.97773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379,NA,NA,NA
42574,7.65975,5.1057,7.03489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,NA,NA,NA
42653,7.4835,4.36294,8.85397,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42996,7.42644,2.53445,9.08749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA
43088,8.25791,0.5,10.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031,NA,NA,NA
43312,8.24779,0.790847,10.2515,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43589,8.54199,0.5,9.60177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA
43733,7.49698,0.5,9.61948,NA,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43999,8.03696,0.668935,8.79884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA
44085,6.52749,0.5,8.01553,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44370,5.6656,0.784882,8.03523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA
44581,7.33282,0.513811,7.63743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA
44681,7.069,0.5,8.40419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA
44933,7.12636,2.54154,8.18426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA
45147,7.48433,1.96237,6.82531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA
45339,8.89682,1.87657,5.73397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056,NA,NA
45452,8.83611,1.22456,6.31451,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45768,7.5595,1.74584,6.09214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA
45876,7.61445,2.83515,8.34528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396,NA,NA,NA
46176,7.1369,1.96973,7.85795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633,NA,NA
46288,6.88686,4.00499,6.76743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA
46451,6.91581,4.34566,7.5335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA
46720,7.27067,4.03412,7.55484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943,NA,NA,NA,NA,NA,NA,NA
46927,7.28484,3.20756,8.76568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,NA
47086,8.12052,2.13778,8.48064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715,NA,NA
47308,8.8862,2.08174,8.43127,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47582,10.0437,1.02252,6.85066,-0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47616,9.61832,1.10371,7.17853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA
47932,8.53044,1.2787,8.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA
48026,8.4245,0.5,6.91753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA
48217,8.35465,1.87245,7.03551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA
48464,8.05727,3.19248,7.62899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,NA
48704,7.36946,4.20924,8.63703,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48877,7.13222,4.06999,7.76201,NA,NA,NA,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49185,7.19289,3.45975,7.83919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,NA
49293,7.0586,3.57556,8.21366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,NA
49596,7.43367,3.74706,7.79093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
49736,8.00383,5.23919,8.87065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA
49828,7.38703,4.98345,8.69428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA,NA
50155,6.83675,4.94897,8.92656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,NA,NA
50295,8.30732,3.25823,8.64114,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50450,7.17393,3.71421,7.64786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA
50766,5.82418,4.76644,7.57109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181,NA,NA
50993,6.70025,5.38969,7.72759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA
51028,6.44783,5.16781,8.20334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA
51379,6.20416,5.30799,8.58239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.097,NA,NA
51473,6.40152,4.73978,8.28772,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51616,6.98062,4.21561,9.49171,NA,NA,NA,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51908,6.45687,4.66929,9.0806,NA,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52163,8.554,6.28308,9.30552,NA,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52291,8.73433,7.09936,8.89073,NA,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52507,7.86078,7.45368,9.02722,NA,NA,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52746,7.38858,7.08612,9.32084,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52898,7.93111,6.00829,9.45074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
53170,9.02347,4.39813,9.05316,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53258,8.51396,6.99297,9.75517,NA,NA,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53484,8.5629,7.93404,10.1777,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53687,8.91085,8.60587,10.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.354,NA,NA,NA,NA,NA,NA,NA,NA
53892,8.76655,8.09595,9.62682,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54090,9.10052,8.00961,10.5,NA,NA,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54269,8.92331,9.24623,9.0412,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54439,8.95053,7.92607,9.49688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.103,NA,NA,NA,NA,NA,NA,NA,NA
54795,7.87761,6.90574,8.84863,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54816,8.13278,8.89831,8.85966,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55185,9.17618,8.13336,8.63052,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55343,8.41565,7.23143,8.03367,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55492,7.93614,7.45252,8.28602,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55603,8.0304,7.11101,8.60359,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55875,8.03015,7.869,7.27601,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56169,8.07451,9.35456,8.22163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA
56291,7.59085,9.44721,8.25222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,NA,NA,NA
56427,7.73299,7.87075,7.80243,NA,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56601,8.11441,7.16759,7.56228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA
56833,8.06075,7.17132,6.54069,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57039,8.02684,7.81242,3.55848,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57300,7.61264,8.91257,2.47782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA
57551,8.15369,8.32994,2.2476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA
57613,7.59642,8.28442,1.52424,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57982,6.18824,7.48,2.70794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA
58081,6.52763,8.41379,2.13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA
58292,5.26143,8.6392,2.09889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,NA,NA,NA
58539,2.78933,7.30217,2.02817,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58744,3.24461,7.20181,2.15077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA
58972,1.98694,7.61819,1.87753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,NA,NA,NA
59020,2.2185,8.14022,3.88823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA
59400,1.08753,7.77719,4.16937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA
59401,2.18698,7.83713,4.91523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA
59696,1.08909,6.95099,4.77417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA
59971,0.568694,7.54872,4.26751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA
60093,0.532635,7.55224,3.42467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA
60281,0.757322,7.05537,2.95883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.085,NA,NA,NA
60587,1.39447,8.0154,3.25347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,NA,NA
60703,1.09481,7.51558,2.53124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595,NA,NA,NA
60986,1.43094,7.92443,2.27757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226,NA
61046,0.593293,8.98266,2.31848,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61326,0.5,8.79696,2.54932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315,NA
61447,0.5,10.296,2.43956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.102,NA,NA
61738,0.684012,10.5,3.83671,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61824,0.5,10.5,3.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA
62019,0.5,9.70659,3.31623,NA,-0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62255,0.5,8.32023,4.81637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.061,NA,NA,NA,NA,NA,NA
62416,0.5,7.76503,5.97938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.086,NA,NA,NA,NA,NA
62756,0.5,10.2212,6.53339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.207,NA,NA
62949,0.5,10.4414,8.09859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.117,NA,NA,NA,NA,NA
63096,1.96434,10.0451,8.14111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA
63309,3.48819,9.67478,8.11892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA
63508,3.8969,8.63683,6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434,NA,NA,NA
63652,3.68082,8.34153,4.84917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355,NA,NA,NA
63899,4.48118,9.05526,4.12992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,NA
64031,3.21841,7.90404,3.6116,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64209,4.32718,7.15903,4.99496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504,NA,NA
64462,4.27158,7.87898,5.24959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA
64777,4.95131,7.07939,7.3292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA
64961,3.7541,7.63251,7.4402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742,NA,NA
65082,4.2186,8.34966,7.09392,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65306,4.33547,7.53211,6.34158,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65519,4.22399,7.30871,7.30079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,NA,NA
65677,4.69939,8.28214,7.94068,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65922,4.40873,6.85848,7.84354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,NA,NA
66078,4.36964,6.33974,6.59061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045,NA
66384,3.81149,6.43377,6.93087,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66590,2.16054,6.76628,7.35852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA
66746,2.51303,7.76344,6.27702,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66913,3.44886,7.57183,7.38403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA
67145,4.05588,8.40525,8.7711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
