id,x0,x1,x2,fitness-3.5,fitness-4.5,fitness-5,fitness-2.5,fitness-3,fitness-1,fitness-1.5,fitness-0.5,fitness-2,fitness-4,fitness0.5,fitness0,fitness1.5,fitness1,fitness3,fitness2.5,fitness2,fitness3.5,fitness4,fitness5,fitness4.5
33678,5,4.23688,-5,NA,NA,468.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33947,4.2503,4.36974,-4.59901,NA,NA,170.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34137,2.97798,3.90225,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34381,2.66777,3.68484,-4.44613,NA,NA,42.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34481,3.20395,1.71921,-5,-24.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34690,3.02029,2.19124,-4.16647,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34868,3.73039,1.7023,-2.92219,NA,NA,NA,NA,NA,NA,280.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35157,3.297,2.61788,-3.2365,NA,NA,NA,NA,9.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35326,2.73195,3.03283,-3.6951,NA,NA,NA,NA,-0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35425,2.45961,0.775444,-4.65133,NA,NA,NA,NA,NA,NA,65.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35690,2.54643,0.299191,-5,NA,NA,NA,1.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35864,0.782733,0.379662,-5,NA,NA,NA,NA,NA,NA,NA,NA,179.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36089,1.88627,-0.414122,-5,NA,NA,NA,NA,NA,NA,188.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36297,1.83734,-1.78498,-5,NA,NA,NA,NA,NA,60.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36463,1.38196,-3.45071,-5,NA,NA,NA,NA,NA,NA,NA,NA,115.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36632,1.19158,-1.27006,-4.32096,NA,NA,NA,NA,NA,NA,313.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36938,-0.462914,-2.41159,-5,NA,NA,NA,-2.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37016,-0.554102,-1.07861,-5,NA,NA,NA,NA,NA,NA,72.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37335,-1.09613,-1.2056,-3.08468,NA,NA,NA,NA,NA,NA,NA,NA,170.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37491,-2.19216,0.998407,-4.1847,NA,NA,NA,-6.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37701,-3.03993,3.50534,-3.77196,NA,NA,NA,5.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37900,-2.84403,3.17608,-2.90508,NA,NA,NA,48.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38200,-2.09546,3.53435,-1.8452,NA,NA,NA,NA,NA,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38293,-3.05452,2.12997,-2.02693,NA,NA,NA,NA,NA,NA,269.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38568,-4.21651,2.81011,-1.59569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
38671,-3.77143,1.39375,-1.88127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.893,NA,NA,NA,NA,NA,NA,NA
38807,-2.85471,2.34614,-1.90534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.355,NA,NA,NA,NA,NA,NA,NA,NA
39119,-2.3595,2.76857,-1.84979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.887,NA,NA,NA,NA,NA,NA
39253,-2.37887,4.53856,-2.80188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.642,NA,NA,NA,NA,NA
39521,-2.85154,4.80781,-3.59554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.029,NA,NA,NA,NA,NA,NA,NA
39733,-4.36862,5,-3.79462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
39933,-3.83544,4.22183,-2.9876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.116,NA,NA,NA,NA,NA,NA,NA,NA,NA
40053,-2.53574,4.43081,-2.58467,NA,NA,NA,NA,NA,-316.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40267,-0.855818,5,-3.63726,NA,NA,NA,NA,NA,NA,2454.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40502,-1.00505,5,-2.43897,NA,NA,NA,NA,NA,NA,3010.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40789,-0.139083,5,-3.98946,NA,NA,NA,265.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40811,-0.199566,5,-3.83446,NA,NA,NA,NA,NA,NA,426.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41059,0.221765,5,-4.14489,NA,NA,NA,NA,NA,NA,NA,NA,227.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41231,0.406446,4.51331,-2.7119,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41507,0.338965,3.90003,-0.536456,NA,NA,NA,NA,NA,NA,NA,NA,189.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41716,-0.0236321,3.90974,-1.16781,NA,NA,NA,NA,NA,NA,NA,NA,176.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41821,-0.305838,1.59372,-1.51552,NA,NA,NA,-78.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42077,-0.023278,2.16827,-1.49503,NA,NA,NA,NA,NA,NA,1311.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42260,-0.475127,1.18395,-3.17192,NA,NA,NA,NA,NA,NA,10.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42575,-1.84825,2.52319,-3.1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
42665,-1.75644,3.62662,-4.75031,NA,NA,NA,NA,NA,NA,NA,-5.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42882,-2.05152,2.50128,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
43095,-0.944624,3.38666,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.286,NA,NA,NA,NA,NA,NA,NA,NA
43260,-1.32527,4.8834,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.145,NA,NA,NA,NA,NA,NA
43575,0.115342,4.22465,-4.29499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.021,NA,NA,NA,NA,NA,NA,NA
43707,0.846871,2.52421,-3.5943,NA,NA,NA,NA,NA,NA,46.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43933,1.17438,4.75005,-4.02259,NA,NA,NA,NA,NA,NA,NA,691.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44015,2.7384,2.90965,-3.28154,NA,NA,NA,NA,NA,NA,NA,-4.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44292,1.58454,2.81557,-4.05404,NA,NA,NA,NA,NA,NA,25.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44464,1.30045,2.89209,-2.7005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44610,0.90517,2.86619,-4.45958,NA,NA,NA,NA,NA,NA,NA,67.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44882,0.629433,2.21202,-4.52671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45195,0.0854683,2.0081,-4.8135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.305,NA,NA,NA,NA,NA,NA,NA
45340,-0.115473,3.18745,-2.98236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
45468,0.208752,3.22799,-1.96226,NA,NA,NA,NA,NA,NA,NA,268.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45676,-0.476142,3.3627,-2.08457,NA,NA,NA,NA,NA,-113.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45839,1.30585,3.28827,-3.18745,NA,NA,NA,NA,NA,121.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46045,1.58779,3.32218,-2.04921,NA,NA,NA,NA,NA,74.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46358,3.01392,3.04473,-3.86199,NA,NA,NA,NA,NA,NA,NA,NA,-0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46564,2.49262,1.85873,-3.59344,NA,NA,NA,0.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46800,3.83633,1.7919,-2.8284,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46810,4.57239,0.406257,-3.99914,NA,NA,NA,NA,37.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47031,5,1.62418,-5,NA,NA,NA,NA,NA,NA,360.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47218,5,1.74035,-5,NA,NA,NA,NA,NA,NA,795.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47406,5,0.889066,-3.95491,NA,NA,NA,NA,NA,NA,371.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47719,4.93168,-0.944135,-3.35544,NA,NA,NA,NA,NA,NA,NA,938.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47846,4.07363,0.378049,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.132,NA,NA,NA,NA,NA,NA,NA,NA
48028,4.26992,0.517214,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.15,NA,NA,NA,NA
48306,3.32318,0.418413,-4.40523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.394,NA,NA,NA,NA
48473,4.63732,-0.656731,-3.50476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-435.134,NA,NA,NA,NA,NA
48608,5,-0.825701,-1.44782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.905,NA,NA,NA,NA,NA
48879,4.34312,-1.4823,0.575272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.678,NA,NA,NA,NA,NA,NA,NA,NA
49073,4.19914,-0.643622,1.64707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.602,NA,NA,NA,NA,NA,NA
49342,2.48349,-2.57062,1.31608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.285,NA,NA,NA,NA,NA
49474,1.171,-1.5489,0.470992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.377,NA,NA,NA
49655,0.757221,-2.38016,2.34179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.518,NA,NA,NA
49998,0.914528,-1.6569,2.35052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.006,NA,NA,NA,NA
50040,1.6428,1.02755,1.88446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.419,NA,NA,NA,NA,NA
50236,1.45097,0.728565,1.28837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.438,NA,NA,NA,NA,NA,NA,NA,NA
50516,2.09516,1.13201,1.1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481,NA,NA,NA,NA,NA,NA,NA,NA
50616,1.06997,1.41346,1.49496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50825,1.58769,-0.258483,2.88792,NA,NA,NA,NA,NA,91.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51007,2.52556,-1.40572,3.33561,NA,NA,NA,NA,NA,NA,NA,284.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51226,2.58191,-2.13409,1.77034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.068,NA,NA,NA,NA,NA,NA,NA,NA,NA
51519,2.12656,-1.79804,0.48376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51684,2.05302,-2.74517,1.68484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA
51859,3.02991,-1.86273,2.08111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52053,2.66739,-1.04143,3.15583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.724,NA,NA,NA,NA
52265,3.36795,-1.49646,2.64154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.827,NA,NA,NA,NA
52576,2.54721,-3.11229,4.88931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.994,NA,NA,NA,NA,NA
52617,3.25464,-0.680481,3.61515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.046,NA,NA,NA,NA,NA,NA
52925,1.91145,-2.57352,2.87821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.119,NA,NA,NA,NA
53093,1.4271,-0.913009,3.28306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.74,NA,NA,NA,NA,NA
53319,1.10937,-2.23879,3.76813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.429,NA,NA,NA,NA,NA
53475,-0.0463387,-2.94912,4.07318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.781,NA,NA
53683,-1.55322,-3.46976,2.67269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.176,NA,NA,NA
53994,-1.79716,-3.63602,2.68086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.718,NA,NA,NA,NA,NA
54181,-1.43383,-2.29023,1.66374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA
54289,-0.0377993,-1.86833,1.75902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.908,NA,NA
54532,0.199159,-2.47452,-0.546553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.766,NA,NA,NA,NA,NA,NA
54652,1.50909,-0.730996,3.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.924,NA,NA,NA
54934,3.14022,-1.89721,4.90045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-427.17,NA,NA
55095,4.1703,-2.12064,4.95973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740.44,NA,NA,NA,NA,NA,NA
55313,4.71516,-1.47746,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3652.78,NA,NA,NA,NA,NA,NA
55524,4.3311,-2.76126,4.03521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.847,NA,NA
55663,2.60618,-1.85416,3.61259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.807,NA
55926,3.71335,-2.02183,2.91528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.714,NA,NA,NA
56128,4.79556,-0.352808,4.23273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1136.38,NA,NA
56235,5,-1.27294,4.76294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5679.461
56528,5,-1.24438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4410.233
56696,5,-3.05141,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3113.924,NA
56840,5,-3.91434,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388.051,NA
57196,5,-4.84692,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928.677,NA
57306,5,-4.75856,4.63392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.915,NA,NA
57409,4.29856,-4.47138,2.97599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.056,NA
57760,4.2361,-2.57819,2.91516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.818,NA
57808,5,-1.73027,4.02665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.011
58068,5,-0.618944,3.6264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796.323,NA
58303,4.61398,-1.25529,4.46635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.958,NA
58532,5,-0.478157,4.24596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-273.022
58794,5,0.449092,2.73155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.058,NA
58841,5,-0.0940833,3.07249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.493,NA
59018,4.56603,-0.580381,3.33547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.76
59237,2.48791,-2.40108,3.71807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA
59548,3.26367,-3.09003,2.83323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.728,NA,NA,NA
59711,4.6266,-4.03618,2.63722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.606,NA,NA
59837,4.36073,-2.36445,2.08924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.621,NA,NA,NA
60154,5,-3.12192,1.6503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.476,NA
60282,5,-3.53535,2.10746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.234
60569,3.95618,-3.56465,0.874456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.283
60745,4.35761,-5,1.27911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.603,NA
60858,4.82217,-5,2.78285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.721,NA
61019,4.7885,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3212.211,NA
61219,5,-3.92274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2442.955,NA
61535,5,-3.90333,3.40578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-262.202
61617,3.33599,-2.4165,3.78733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.982,NA
61967,3.02542,-2.72586,4.0371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.908
62023,2.32915,-2.96174,4.32116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.064,NA
62317,3.52584,-2.91738,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.321
62585,3.6806,-3.1184,4.63073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.286,NA,NA
62760,3.74136,-2.1109,4.49776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.359,NA
62863,1.52602,-2.07059,4.48132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.88,NA
63135,-0.163293,-0.262601,4.46812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248.155,NA
63247,0.00572373,1.45349,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.3,NA
63452,-0.754227,2.0751,3.3377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.828,NA
63795,-0.449958,2.32296,3.63223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.432,NA
63956,-0.239788,3.54325,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.701,NA
64132,-0.456015,3.94666,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.119
64320,-0.792939,2.73574,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3366.715,NA
64585,-0.501629,3.99252,4.15244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.884,NA
64661,0.646395,4.40749,3.51873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.732
64860,0.405115,4.57413,4.72569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064.424,NA
65107,-0.477051,3.83208,3.8856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.312
65308,-1.63144,2.96872,4.43202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.292,NA
65486,-2.29637,1.80047,3.20888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.319,NA
65668,-0.50945,1.79984,3.10654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.102
65976,-1.97335,1.7835,4.54912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.768,NA,NA,NA
66185,-3.22739,1.8376,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.504,NA,NA,NA,NA,NA
66250,-2.98958,2.39771,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.41
66493,-3.75095,0.728499,4.99996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.924,NA
66652,-2.82285,1.45759,3.08041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.576,NA
66873,-3.24992,0.646116,3.89797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.134
