id,x0,x1,x2,fitness1.5,fitness4.5,fitness4,fitness5,fitness3.5,fitness3,fitness2,fitness2.5,fitness1,fitness0.5,fitness0,fitness-1.5,fitness-0.5,fitness-1,fitness-2,fitness-2.5,fitness-3,fitness-5,fitness-4.5,fitness-4,fitness-3.5
32566,3.74786,-3.11706,2.95608,NA,NA,NA,NA,NA,NA,NA,NA,26.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32656,4.75003,-3.61362,3.08119,NA,NA,NA,NA,NA,NA,77.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32982,3.48836,-3.26609,2.20552,NA,NA,NA,NA,NA,NA,-0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33158,4.64945,-3.46441,0.730955,156.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33342,4.92894,-3.40182,-0.359244,NA,NA,NA,NA,-192.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33509,4.13497,-3.42533,0.254399,NA,NA,NA,NA,NA,6.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33697,4.32112,-4.7613,0.314774,NA,NA,58.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33936,2.65288,-4.97522,0.681729,NA,NA,NA,149.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34054,2.81125,-2.83221,0.768732,NA,NA,NA,209.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34255,1.34237,-3.73064,0.876584,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34511,3.81077,-3.55927,-1.50151,NA,NA,304.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34746,4.65724,-3.86727,-1.66491,NA,NA,262.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34928,3.02278,-2.62778,-1.00159,NA,NA,-16.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35079,3.57397,-2.8227,-1.25535,NA,NA,NA,144.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35266,3.19867,-3.12529,-0.892359,NA,NA,NA,NA,147.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35486,4.93194,-4.36281,0.769834,NA,NA,495.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35713,4.17036,-4.47834,0.906323,NA,NA,141.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35925,3.20387,-4.59449,-0.766763,NA,NA,428.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36089,4.55783,-4.79768,-1.02431,NA,113.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36303,4.8234,-4.92699,-0.800955,NA,2637.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36478,4.89225,-4.7875,-0.0864444,NA,591.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36786,4.9219,-3.83837,-0.170033,NA,1338.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36803,4.33359,-3.95836,0.266157,NA,NA,NA,712.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37179,3.13479,-2.88648,0.618731,NA,27.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37385,2.66087,-1.61021,-0.000261342,NA,391.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37507,2.63926,-2.99162,-0.454212,NA,NA,NA,8.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37736,2.37216,-4.48999,1.38851,NA,-10.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37971,2.37119,-4.43302,1.28107,NA,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38116,2.02871,-3.95498,0.839123,NA,-20.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38361,-0.30754,-4.14852,0.268957,NA,NA,NA,NA,129.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38440,-1.16088,-3.73812,-0.223984,NA,NA,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38635,-1.1318,-2.42735,-0.123962,NA,91.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38836,-1.03654,-3.00543,-0.933902,NA,NA,NA,2718.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39103,-1.17674,-1.96196,-0.0620408,NA,833.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39371,-1.41518,-1.65404,-1.98895,NA,NA,1168.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39454,-2.0312,-2.17373,-2.76494,NA,NA,NA,NA,NA,4.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39793,-2.18629,-1.11568,-3.57432,NA,NA,NA,NA,NA,5.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39972,-2.36446,-1.72194,-4.3156,NA,NA,-12.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40156,-1.88641,-1.43289,-2.50455,NA,NA,NA,NA,700.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40240,-1.38474,-1.2975,-3.16923,NA,NA,NA,2940.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40472,-1.0912,-2.22672,-4.40371,NA,63.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40761,-0.45732,-2.19102,-4.64074,NA,NA,1.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40949,-2.2087,-2.00551,-4.61611,NA,NA,NA,NA,NA,75.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41135,-1.86471,-3.39383,-3.89079,NA,NA,NA,NA,NA,NA,-18.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41290,-0.619425,-2.13987,-3.8538,210.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41531,-0.512032,-1.17596,-3.892,-74.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41666,0.529469,-0.710695,-4.79937,11.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41933,0.564447,0.527481,-3.57146,1.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42029,0.329472,0.863953,-3.05732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.926,NA,NA,NA,NA,NA,NA,NA,NA
42387,1.44077,0.127152,-3.11906,NA,NA,NA,NA,NA,NA,0.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42458,0.231481,0.236176,-3.29456,NA,NA,NA,NA,NA,NA,7.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42648,2.1812,0.343595,-4.32604,NA,NA,NA,NA,NA,NA,NA,-5.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42923,2.06344,0.47291,-4.35775,NA,NA,NA,NA,NA,1.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43073,1.12801,1.27404,-4.3124,-2.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43281,0.428583,1.6611,-3.90977,NA,NA,NA,NA,31.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43420,1.41105,1.57913,-3.58699,NA,NA,NA,NA,NA,3.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43629,1.36554,1.52222,-4.45105,NA,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43864,0.112743,0.753648,-4.73723,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44076,-0.611477,0.424005,-2.81184,NA,NA,NA,NA,NA,NA,-23.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44396,-1.13898,0.150291,-3.95703,NA,NA,NA,NA,NA,NA,NA,NA,5.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44561,-1.65991,0.561938,-4.91035,NA,NA,NA,NA,NA,NA,NA,NA,-0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44750,-1.54607,1.01241,-4.41799,120.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44874,-1.92622,1.65107,-4.10309,42.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45073,-2.40719,-0.753958,-3.27353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45314,-1.65178,-1.52526,-4.59624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.789,NA,NA,NA,NA,NA,NA,NA,NA
45503,-1.92673,-3.5924,-4.44476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.952,NA,NA,NA,NA,NA,NA,NA,NA,NA
45750,-2.53025,-1.37507,-4.92621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.524,NA,NA,NA,NA,NA,NA,NA,NA
45996,-1.09696,-1.30157,-4.45943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46021,-0.992297,-1.04414,-3.82205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46278,0.793675,-0.303331,-4.2305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46454,1.19983,1.00998,-4.87464,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46705,1.2573,0.344722,-3.84216,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46867,1.18477,1.48651,-3.76506,NA,NA,NA,NA,NA,NA,NA,NA,-0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47105,0.511914,1.3737,-3.16214,-24.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47382,2.09342,0.473047,-1.82712,NA,NA,NA,NA,NA,NA,-12.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47542,3.27014,-0.543853,-1.35756,NA,NA,731.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47639,3.12299,-2.38948,-2.24202,NA,47.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47821,3.50676,-0.963565,-2.45038,NA,NA,26.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48196,4.91255,-1.51043,-2.82155,NA,NA,NA,2674.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48308,3.68012,-0.326443,-3.89725,NA,168.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48463,2.08493,-0.319898,-2.5771,NA,NA,NA,NA,42.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48675,1.80314,0.940653,-3.56339,NA,NA,NA,NA,34.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48908,3.5561,0.722473,-4.12676,NA,NA,NA,NA,NA,7.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49088,3.09766,0.026277,-4.90693,NA,NA,NA,NA,NA,-42.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49328,3.7762,0.693785,-3.33969,NA,NA,NA,NA,NA,NA,NA,28.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49509,4.71268,2.25532,-4.23654,-0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49610,4.99568,2.81909,-4.67041,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49964,3.63043,0.890243,-2.37892,NA,NA,NA,NA,NA,NA,NA,NA,-41.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50126,4.72502,-3.10168,-2.99951,243.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50218,4.62668,-3.06578,-3.22384,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50467,4.34603,-4.48796,-3.70541,NA,NA,NA,NA,NA,NA,NA,NA,19.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50762,2.82912,-4.12663,-3.8098,18.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50904,1.71966,-4.97871,-4.12294,18.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51078,2.27876,-3.98642,-2.69718,NA,NA,NA,NA,NA,32.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51358,2.62045,-4.11508,-2.56887,NA,NA,4.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51512,0.849155,-3.76567,-2.55407,NA,NA,NA,90.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51676,1.99006,-4.45357,-2.11676,NA,NA,NA,NA,NA,33.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51978,2.54248,-3.81894,-0.520316,-1.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52008,0.714029,-2.62115,0.0339531,NA,NA,NA,NA,NA,NA,-49.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52337,-0.245312,-2.46521,-1.40402,NA,NA,NA,NA,NA,110.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52533,-1.03007,-3.7751,-1.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52704,-2.36043,-2.91778,0.30392,NA,NA,NA,NA,NA,NA,NA,NA,27.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52804,-0.634756,-3.38281,0.5925,NA,NA,NA,NA,23.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53186,-1.85615,-2.6163,0.741845,NA,NA,NA,NA,60.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53216,-1.62314,-2.4679,-0.14716,NA,NA,NA,NA,NA,NA,NA,327.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53495,-1.49201,-2.69565,-1.44676,NA,NA,NA,NA,NA,NA,NA,559.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53636,-1.2449,-4.78088,-2.66312,29.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53867,-1.14553,-4.993,-3.01693,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54188,-2.4756,-4.71965,-2.70486,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54249,-1.27188,-4.58339,-3.24472,NA,NA,NA,NA,NA,NA,24.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54524,-2.88286,-3.50195,-2.52929,NA,NA,NA,NA,NA,NA,-43.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54721,-1.99313,-2.97223,-0.99922,268.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54829,-2.00188,-3.16105,-3.78705,NA,NA,NA,NA,NA,NA,NA,NA,-29.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55023,-1.14731,-0.265413,-3.78099,NA,NA,NA,NA,NA,31.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55254,-1.73425,-0.070841,-4.55312,NA,NA,NA,NA,NA,NA,NA,40.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55588,-1.22707,1.22905,-4.8084,NA,NA,NA,NA,NA,4.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55667,-1.45392,0.024645,-4.3041,NA,325.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55811,-0.811064,0.26146,-3.40247,NA,NA,625.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56127,0.367815,1.27341,-4.20418,NA,NA,NA,NA,NA,NA,NA,5.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56206,1.12293,1.50545,-3.48473,NA,NA,NA,NA,7.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56591,1.01821,2.88513,-1.23966,NA,NA,NA,NA,68.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56665,1.99371,3.32942,-1.99687,NA,NA,105.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56969,3.06625,2.21472,-2.60179,NA,NA,NA,NA,NA,NA,NA,-16.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57109,2.10715,2.08231,-2.38656,NA,NA,NA,NA,NA,NA,3.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57219,1.52472,1.61,-2.23252,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57532,0.736347,2.7497,-1.61458,146.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57740,1.20734,2.43867,-0.705149,NA,NA,NA,NA,NA,NA,NA,NA,179.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57915,1.87878,2.98222,-1.49588,NA,NA,NA,NA,NA,NA,NA,NA,-61.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58004,0.245395,2.17227,-1.32733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.552,NA,NA,NA,NA,NA,NA,NA
58247,0.753471,3.09539,-1.36399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58412,-0.626416,2.96121,-2.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.86,NA,NA,NA,NA,NA,NA,NA,NA
58702,-0.209152,2.74131,-2.98007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.078,NA,NA,NA,NA,NA,NA,NA,NA,NA
58879,0.987818,1.78364,-3.59209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.842
59035,0.802284,2.84875,-3.88648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.141,NA,NA,NA,NA,NA
59313,-0.843674,4.24191,-3.88463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
59577,-3.094,3.83516,-4.54667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.856,NA,NA,NA,NA,NA,NA,NA,NA
59746,-2.03217,4.54267,-4.68685,-13.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59922,-1.41312,4.2275,-4.06539,NA,NA,NA,NA,NA,NA,NA,NA,406.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60167,-2.24912,3.47941,-4.8657,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60350,-1.51908,2.46748,-3.34878,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60412,-1.30898,0.704314,-4.13536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60724,-1.87079,0.938027,-4.25347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
60868,-0.530607,1.57469,-4.42059,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61107,1.78994,1.27495,-2.65877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.586,NA,NA,NA,NA,NA,NA,NA
61331,0.265318,2.33915,-2.57096,NA,NA,NA,NA,NA,NA,NA,NA,58.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61458,0.829322,4.07641,-3.49307,59.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61639,0.74828,4.58597,-4.13685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61958,0.844447,4.53455,-4.56455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.192,NA,NA,NA,NA,NA,NA,NA,NA
62200,0.641823,3.91007,-4.66411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62205,-0.46925,3.58381,-3.56516,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62424,0.487191,1.89945,-4.30653,NA,NA,NA,NA,NA,NA,NA,NA,18.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62663,0.742203,3.05149,-4.84544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.192,NA,NA,NA,NA,NA,NA,NA,NA
62834,0.297932,3.43389,-3.54344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
63111,1.64692,4.68583,-3.06053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.325,NA,NA,NA,NA
63232,0.746517,4.66063,-3.21829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.002,NA,NA,NA,NA
63462,2.94785,4.06869,-1.53618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
63777,3.46062,2.33886,-1.70225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.557,NA
63925,4.58638,2.9636,-1.91458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.161,NA,NA
64160,3.83935,2.24006,-1.50528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.248,NA,NA
64311,3.19485,1.13796,-3.49446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.107,NA
64431,2.51493,-0.482261,-4.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444
64750,2.15288,0.211905,-4.78816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.289,NA,NA
64844,2.26443,0.110691,-4.48849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.487
65054,1.54865,0.0938093,-4.96691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.092,NA,NA,NA,NA,NA
