id,x0,x1,x2,fitness6.5,fitness7,fitness7.5,fitness8,fitness8.5,fitness9
75290,7.45049,7.87641,8.67299,NA,NA,0.822,NA,NA,NA
75480,8.25991,7.85458,8.52712,NA,NA,NA,NA,0.709,NA
75726,7.70671,7.93743,7.72246,NA,NA,NA,NA,0.926,NA
75836,7.80512,8.15407,8.56192,NA,NA,NA,0.817,NA,NA
76108,7.87619,7.93798,7.75957,NA,0.921,NA,NA,NA,NA
76392,7.76988,7.97274,7.22091,NA,0.87,NA,NA,NA,NA
76412,8.1866,7.5542,8.64542,NA,NA,0.801,NA,NA,NA
76669,8.21685,7.30061,8.59712,NA,NA,0.779,NA,NA,NA
76809,7.31138,7.24978,7.36439,NA,NA,NA,NA,0.828,NA
77010,7.55415,7.18569,7.68108,NA,NA,NA,NA,NA,0.688
77379,7.30714,7.5159,7.73478,NA,NA,NA,0.927,NA,NA
77457,8.03232,7.38266,8.33861,NA,0.752,NA,NA,NA,NA
77662,8.39346,8.3495,7.43434,NA,NA,0.82,NA,NA,NA
77807,7.43385,7.62768,7.77608,NA,NA,NA,0.953,NA,NA
78005,7.74978,7.17777,7.82006,NA,NA,NA,0.895,NA,NA
78241,7.61234,7.88312,7.70239,NA,NA,NA,0.991,NA,NA
78434,7.97184,7.86266,8.06586,NA,NA,NA,0.945,NA,NA
78640,7.97326,7.83315,8.50638,NA,NA,NA,NA,0.744,NA
78817,8.40039,8.07497,7.37069,NA,NA,NA,0.842,NA,NA
79043,7.05757,8.07235,7.62007,NA,0.722,NA,NA,NA,NA
79340,8.18076,7.15333,7.925,NA,NA,NA,0.85,NA,NA
79438,8.02007,7.41245,8.16858,NA,NA,0.916,NA,NA,NA
79631,7.66614,8.11571,8.0175,NA,NA,NA,NA,0.809,NA
79939,7.38926,7.89649,6.79285,NA,NA,NA,NA,0.731,NA
80007,7.38048,7.75786,7.31762,NA,0.811,NA,NA,NA,NA
80252,7.92614,7.28438,7.36324,NA,NA,NA,0.914,NA,NA
80522,7.86792,7.6161,8.34464,NA,NA,NA,0.896,NA,NA
80725,7.89407,7.56135,7.88704,NA,NA,0.977,NA,NA,NA
80967,7.2023,7.68041,7.79082,NA,NA,0.918,NA,NA,NA
81065,8.41112,7.63525,7.22627,NA,NA,NA,NA,0.78,NA
81295,9.11078,7.56035,7.88473,NA,NA,0.712,NA,NA,NA
81545,7.32014,7.9992,8.46291,NA,NA,0.815,NA,NA,NA
81772,8.75383,7.71766,7.88063,NA,NA,0.817,NA,NA,NA
81952,8.04536,7.88316,7.62649,NA,NA,0.933,NA,NA,NA
82081,7.79123,7.41611,7.75012,NA,NA,0.969,NA,NA,NA
82206,7.93129,7.78801,7.44214,NA,0.926,NA,NA,NA,NA
82521,8.2099,7.9592,7.00821,NA,NA,NA,0.833,NA,NA
82638,7.54601,6.95098,7.27778,NA,NA,NA,0.832,NA,NA
82831,7.48464,7.23797,8.15271,NA,NA,0.903,NA,NA,NA
83123,8.39562,7.08973,8.34342,NA,NA,0.748,NA,NA,NA
83339,7.73632,7.35527,8.41725,NA,NA,NA,0.847,NA,NA
83489,7.33365,7.34935,8.86661,NA,NA,NA,0.733,NA,NA
83771,6.65094,7.32639,7.67401,NA,NA,0.739,NA,NA,NA
83874,7.07918,7.74924,7.81209,NA,NA,NA,0.859,NA,NA
84050,7.1749,7.03233,8.44161,NA,0.659,NA,NA,NA,NA
84281,7.62294,7.47653,7.71677,NA,NA,0.976,NA,NA,NA
84577,8.32043,7.8119,7.95158,NA,NA,NA,0.894,NA,NA
84675,8.1611,7.41688,7.47382,NA,NA,0.926,NA,NA,NA
84900,8.91261,7.60271,7.18958,NA,NA,0.702,NA,NA,NA
85176,7.8366,7.80874,6.86142,NA,0.708,NA,NA,NA,NA
85229,7.26353,7.67712,7.0648,NA,NA,0.857,NA,NA,NA
85524,7.08717,7.31292,7.31954,NA,NA,0.834,NA,NA,NA
85637,7.11443,7.66852,7.61615,NA,NA,NA,0.907,NA,NA
85912,7.08833,7.59263,7.62152,NA,NA,0.896,NA,NA,NA
86017,7.20493,7.69465,7.67803,NA,NA,0.936,NA,NA,NA
86306,7.2835,7.16596,7.39387,NA,NA,NA,0.868,NA,NA
86446,7.03364,7.22721,8.15315,NA,NA,NA,0.804,NA,NA
86644,7.27698,8.52216,8.36386,NA,NA,NA,0.757,NA,NA
86809,6.98194,7.73475,7.14875,NA,NA,NA,0.797,NA,NA
87067,7.79415,8.16779,7.82771,NA,NA,NA,NA,0.892,NA
87236,8.16089,7.41944,7.8891,NA,NA,0.927,NA,NA,NA
87434,7.32593,7.26185,7.40211,NA,NA,0.9,NA,NA,NA
87620,8.14608,7.53738,7.54737,NA,NA,NA,0.948,NA,NA
87911,7.06397,7.6599,8.83424,NA,NA,NA,0.707,NA,NA
88060,7.31297,8.07832,7.85694,NA,NA,0.933,NA,NA,NA
88386,7.53776,8.29243,8.33806,NA,NA,0.837,NA,NA,NA
88593,7.89068,7.80667,8.08579,NA,NA,NA,0.948,NA,NA
88704,7.12406,8.02388,8.11668,NA,NA,0.847,NA,NA,NA
88924,7.55601,7.59161,8.30324,NA,NA,NA,0.911,NA,NA
89184,7.82472,8.04024,7.7297,NA,NA,NA,0.951,NA,NA
89207,7.38582,7.888,8.0782,NA,NA,NA,NA,0.834,NA
89580,7.17994,8.13443,6.92654,NA,NA,NA,0.728,NA,NA
89734,8.07428,7.62892,7.15596,NA,NA,0.906,NA,NA,NA
89891,7.18701,7.45725,7.71506,NA,NA,NA,0.901,NA,NA
90053,8.25399,7.16646,7.5018,NA,NA,0.836,NA,NA,NA
90378,7.55562,7.85638,8.09469,NA,NA,0.954,NA,NA,NA
90549,6.96494,7.30367,7.86719,NA,NA,NA,0.818,NA,NA
90672,7.46652,7.71491,7.52431,NA,NA,NA,0.967,NA,NA
90974,8.28712,7.29278,7.32718,NA,NA,NA,NA,0.803,NA
91085,8.15822,8.19819,7.0026,NA,NA,NA,0.804,NA,NA
91222,7.8324,8.08208,6.56753,NA,NA,NA,0.688,NA,NA
91481,7.29257,7.74419,7.23549,NA,NA,NA,0.91,NA,NA
91782,7.87788,7.33262,7.31314,NA,NA,NA,NA,0.838,NA
91948,8.09165,7.39186,7.22132,NA,NA,NA,NA,0.782,NA
92134,7.68584,8.43817,7.8466,NA,NA,0.9,NA,NA,NA
92218,8.44546,7.85562,8.21421,NA,0.717,NA,NA,NA,NA
92445,7.8957,7.56678,7.86213,NA,NA,0.964,NA,NA,NA
92746,8.05555,7.50736,7.73071,NA,NA,NA,0.948,NA,NA
92816,8.11354,8.15521,8.80138,NA,NA,NA,NA,0.636,NA
93111,8.18301,8.83565,8.78177,NA,NA,0.543,NA,NA,NA
93353,7.8552,8.46571,7.58565,NA,NA,0.888,NA,NA,NA
93470,7.64534,7.54704,6.85936,NA,NA,0.816,NA,NA,NA
93695,7.84596,7.80046,8.04019,NA,0.906,NA,NA,NA,NA
93900,7.41988,8.70513,7.95676,NA,NA,NA,0.77,NA,NA
94061,7.77426,7.48383,8.34004,NA,NA,NA,0.885,NA,NA
94305,7.89182,7.98603,8.0355,NA,NA,NA,0.953,NA,NA
94509,7.89492,7.1685,7.58053,NA,NA,0.927,NA,NA,NA
94662,7.59287,7.12375,7.37691,NA,NA,0.893,NA,NA,NA
94817,8.1765,7.43044,6.66938,NA,NA,NA,0.716,NA,NA
95149,7.33169,7.37598,7.75854,NA,NA,NA,0.94,NA,NA
95242,7.65407,7.06376,7.62457,NA,NA,NA,0.89,NA,NA
95456,7.26902,7.95171,7.04443,NA,NA,0.852,NA,NA,NA
95716,7.15968,7.57706,7.92655,NA,NA,0.882,NA,NA,NA
95881,7.4743,7.91154,7.54191,NA,0.894,NA,NA,NA,NA
96186,7.69776,8.68928,7.44977,NA,NA,0.819,NA,NA,NA
96350,8.80331,8.19347,7.75457,NA,NA,0.749,NA,NA,NA
96490,8.60627,7.99422,8.43298,NA,NA,0.748,NA,NA,NA
96673,7.55628,8.43469,6.95566,NA,NA,0.764,NA,NA,NA
96932,7.61862,7.33418,7.61934,NA,NA,NA,NA,0.871,NA
97165,7.48944,6.77373,7.84999,NA,NA,NA,0.803,NA,NA
97255,7.91233,7.79019,7.68587,NA,NA,0.986,NA,NA,NA
97520,8.52461,7.68898,7.71698,NA,NA,NA,0.883,NA,NA
97795,7.28894,7.39487,8.15495,NA,NA,0.88,NA,NA,NA
97808,7.63857,7.42346,8.22327,NA,NA,NA,0.894,NA,NA
98053,7.12034,7.07967,7.92437,NA,NA,NA,0.827,NA,NA
98378,7.45,8.51922,7.7832,NA,0.751,NA,NA,NA,NA
98405,7.8674,7.99162,8.24861,NA,NA,NA,0.919,NA,NA
98623,7.79275,8.38235,7.47039,NA,NA,NA,NA,0.805,NA
98864,7.95376,8.25628,7.9299,NA,NA,NA,0.915,NA,NA
99129,7.50252,8.80211,7.12762,NA,NA,0.728,NA,NA,NA
99382,7.63053,8.07175,7.35972,NA,NA,NA,0.928,NA,NA
99435,8.31334,7.33511,7.62244,NA,NA,NA,0.884,NA,NA
99644,7.75954,7.48115,6.56667,NA,NA,NA,NA,0.643,NA
99807,8.43422,7.39271,7.38491,NA,NA,NA,0.844,NA,NA
100007,8.03225,7.08208,7.70824,NA,NA,NA,0.873,NA,NA
100390,7.0368,7.61434,7.73924,NA,NA,NA,0.899,NA,NA
100421,7.65808,8.09941,7.99855,NA,NA,NA,NA,0.856,NA
100690,8.08757,8.30829,9.3648,NA,NA,0.556,NA,NA,NA
100821,7.57222,7.58357,7.31961,NA,NA,NA,0.933,NA,NA
101132,7.56758,8.12681,7.25075,NA,NA,NA,0.914,NA,NA
101376,8.52838,8.48569,7.37837,NA,NA,0.752,NA,NA,NA
101469,8.26495,8.35437,7.67209,NA,NA,0.842,NA,NA,NA
101624,7.66401,7.51288,8.00589,NA,NA,0.944,NA,NA,NA
101955,7.60291,7.84571,7.07222,NA,NA,NA,0.903,NA,NA
102163,7.98556,7.23094,7.84499,NA,NA,0.904,NA,NA,NA
102307,7.69706,7.96878,7.5332,NA,NA,0.975,NA,NA,NA
102493,7.22092,7.56717,7.43034,NA,NA,0.928,NA,NA,NA
102779,6.95602,7.88778,8.2376,NA,NA,NA,0.793,NA,NA
102838,7.40429,6.8099,7.39268,NA,NA,0.782,NA,NA,NA
103133,6.76476,6.73825,7.90028,NA,NA,NA,0.587,NA,NA
103269,7.59363,7.1365,8.52805,NA,NA,NA,0.776,NA,NA
103479,8.09412,8.45281,8.28457,NA,NA,NA,0.806,NA,NA
103693,7.46173,8.15013,7.87827,NA,0.866,NA,NA,NA,NA
103871,7.45523,7.93658,7.36179,NA,NA,NA,0.941,NA,NA
104081,8.21976,7.64573,7.17124,NA,NA,0.874,NA,NA,NA
104398,7.39887,8.27924,7.17978,NA,NA,NA,0.849,NA,NA
104452,7.55258,7.41985,6.91131,NA,NA,NA,0.807,NA,NA
104728,8.41204,6.97823,7.30295,NA,NA,NA,NA,0.703,NA
104987,7.97143,8.05663,8.20276,NA,NA,0.897,NA,NA,NA
105109,8.11931,7.4703,8.55893,NA,NA,0.813,NA,NA,NA
105262,8.47942,6.92828,8.09843,NA,NA,0.735,NA,NA,NA
105464,8.29107,7.71615,7.39363,NA,NA,NA,0.867,NA,NA
105730,7.80671,7.49587,7.27718,NA,NA,NA,NA,0.854,NA
105975,7.4859,7.5085,8.00783,NA,NA,NA,NA,0.887,NA
106179,8.07221,7.10657,7.62887,NA,NA,NA,0.887,NA,NA
106259,8.24271,7.69494,7.72656,NA,NA,NA,0.925,NA,NA
106435,7.11041,7.14659,7.57158,NA,NA,0.848,NA,NA,NA
106711,7.52072,8.75967,8.16184,NA,NA,NA,0.761,NA,NA
106893,7.09185,7.96867,7.97398,NA,NA,NA,0.88,NA,NA
107121,7.74511,7.78939,7.84841,NA,NA,NA,NA,NA,0.791
107383,7.57952,7.77486,7.6361,NA,0.849,NA,NA,NA,NA
107553,6.88293,8.21675,7.26431,NA,0.673,NA,NA,NA,NA
107704,6.80458,7.51775,7.17514,NA,NA,NA,0.756,NA,NA
107804,7.14389,7.84384,7.14059,NA,NA,NA,0.858,NA,NA
108177,8.37827,8.10252,6.83585,NA,NA,0.704,NA,NA,NA
108240,7.7622,6.95675,7.26354,NA,NA,NA,0.828,NA,NA
108511,7.90022,6.73223,7.32512,NA,NA,0.726,NA,NA,NA
108645,7.96432,8.0003,8.04986,NA,NA,0.945,NA,NA,NA
108822,7.59217,8.70008,7.3326,NA,0.739,NA,NA,NA,NA
109109,7.14172,8.10648,7.80766,NA,NA,0.882,NA,NA,NA
109337,7.85455,7.27933,8.22328,NA,NA,0.862,NA,NA,NA
109433,7.18275,7.9801,8.28252,NA,0.798,NA,NA,NA,NA
109657,7.48315,8.55923,7.47216,NA,NA,NA,0.842,NA,NA
109858,7.34552,8.31642,8.00671,NA,NA,0.869,NA,NA,NA
110106,8.11066,7.95543,7.67984,NA,NA,NA,0.943,NA,NA
110349,8.32338,8.31419,8.06043,NA,NA,NA,NA,0.779,NA
110472,7.73928,8.72078,7.90972,NA,NA,0.812,NA,NA,NA
110675,7.45122,7.8498,7.67856,NA,NA,NA,NA,0.915,NA
110988,7.46514,8.17091,8.59585,NA,NA,NA,0.764,NA,NA
111043,8.26525,7.4595,7.55804,NA,NA,NA,0.902,NA,NA
111354,7.92758,6.6758,8.14068,NA,0.605,NA,NA,NA,NA
111492,7.25843,8.46114,8.82638,NA,NA,0.645,NA,NA,NA
111746,6.74,7.61694,7.6732,NA,NA,NA,0.771,NA,NA
111861,7.36899,7.06161,7.03471,NA,NA,0.788,NA,NA,NA
112044,7.827,7.05682,7.12043,NA,0.787,NA,NA,NA,NA
112310,7.76035,7.67119,7.08628,NA,0.863,NA,NA,NA,NA
112482,7.57088,7.13973,7.4914,NA,0.813,NA,NA,NA,NA
112607,7.8119,7.26998,7.74049,NA,NA,0.93,NA,NA,NA
112981,7.83493,7.12606,7.55941,NA,NA,NA,0.913,NA,NA
113020,8.58289,7.52024,7.33717,NA,NA,0.831,NA,NA,NA
113213,8.41979,8.33933,7.92645,NA,NA,NA,NA,0.728,NA
113594,7.6451,8.19204,7.92299,NA,NA,NA,NA,0.843,NA
113680,8.19641,7.24269,8.44331,NA,NA,NA,0.809,NA,NA
113952,8.20614,8.10292,8.14501,NA,NA,NA,0.883,NA,NA
114024,7.44029,7.16896,7.97314,NA,NA,0.906,NA,NA,NA
114392,6.94512,7.64699,7.72038,NA,NA,0.869,NA,NA,NA
114578,7.12344,7.57968,7.75598,NA,NA,NA,0.901,NA,NA
114721,8.47833,7.77406,7.70214,NA,NA,0.893,NA,NA,NA
114883,7.59749,8.43549,7.45621,NA,NA,NA,0.881,NA,NA
115022,7.6457,8.29333,7.30447,NA,NA,NA,0.881,NA,NA
115349,8.25062,8.12233,8.23297,NA,NA,NA,0.854,NA,NA
115571,7.35231,9.34131,7.78404,NA,NA,NA,0.631,NA,NA
115608,7.07092,8.45883,7.07022,NA,NA,0.724,NA,NA,NA
115811,7.86491,7.64623,7.19464,NA,NA,0.937,NA,NA,NA
116066,7.01431,7.85101,7.92082,NA,NA,NA,0.879,NA,NA
116257,7.58071,7.57002,8.94409,NA,NA,0.759,NA,NA,NA
116527,7.84074,7.17004,8.28751,NA,0.789,NA,NA,NA,NA
116631,7.00883,7.71017,7.49794,NA,NA,0.885,NA,NA,NA
116986,8.47171,7.54478,8.91976,NA,NA,0.667,NA,NA,NA
117080,7.53652,7.43754,7.88359,NA,NA,NA,0.935,NA,NA
117240,8.12475,7.8208,8.51558,NA,NA,NA,0.846,NA,NA
117449,7.57358,7.1577,7.41024,NA,NA,NA,0.903,NA,NA
117614,7.62727,8.15026,7.92233,NA,0.858,NA,NA,NA,NA
117864,8.38823,7.18578,7.98316,NA,0.777,NA,NA,NA,NA
118126,8.19419,8.09352,7.9671,NA,NA,NA,NA,0.81,NA
118265,7.9174,7.70744,7.60488,NA,NA,0.982,NA,NA,NA
118554,7.69236,8.35672,7.77622,NA,NA,0.902,NA,NA,NA
118744,7.94601,8.22584,8.04969,NA,NA,0.888,NA,NA,NA
118830,7.50062,8.40268,8.08222,NA,NA,0.87,NA,NA,NA
119184,7.41192,7.54764,7.67302,NA,NA,0.957,NA,NA,NA
119281,7.27556,8.07102,8.17198,NA,NA,NA,0.884,NA,NA
119487,7.35006,7.63762,7.2993,NA,NA,NA,0.929,NA,NA
119775,8.25971,7.67995,8.20692,NA,NA,0.863,NA,NA,NA
119851,8.07635,7.14628,8.5552,NA,NA,0.781,NA,NA,NA
120051,7.49174,7.81943,8.53814,NA,NA,0.867,NA,NA,NA
120247,7.5202,7.91082,8.01353,NA,NA,0.933,NA,NA,NA
120471,7.72657,7.97164,8.09861,NA,0.842,NA,NA,NA,NA
120694,7.0623,7.30308,7.7288,NA,NA,0.835,NA,NA,NA
120975,7.88125,7.25003,7.64128,NA,NA,0.933,NA,NA,NA
121055,8.17004,8.33152,8.65301,NA,NA,NA,0.719,NA,NA
121299,7.25867,8.07021,8.38258,NA,NA,0.833,NA,NA,NA
121445,7.36359,8.13367,7.01802,NA,NA,NA,0.79,NA,NA
121629,8.82825,8.03562,7.98077,NA,NA,NA,0.76,NA,NA
121991,7.80073,7.65783,8.175,NA,NA,NA,NA,0.81,NA
122144,8.10164,8.075,8.05518,NA,NA,0.912,NA,NA,NA
122299,7.54086,8.39365,7.54173,NA,NA,0.895,NA,NA,NA
122471,7.50405,8.01193,6.91242,NA,NA,NA,0.823,NA,NA
122603,7.66041,8.19439,8.3517,NA,NA,NA,0.867,NA,NA
122861,7.35036,7.45487,8.07633,NA,NA,0.913,NA,NA,NA
123097,7.72048,7.40167,8.02176,NA,NA,0.96,NA,NA,NA
123201,7.97882,7.17054,8.32826,NA,0.767,NA,NA,NA,NA
123446,7.76191,6.9908,7.02086,NA,NA,NA,0.76,NA,NA
123677,7.08324,7.30422,8.26471,NA,0.766,NA,NA,NA,NA
123823,7.61397,6.83801,7.48213,0.531,NA,NA,NA,NA,NA
124082,7.29212,8.49828,7.45909,NA,NA,0.817,NA,NA,NA
124312,7.55265,7.54874,8.40866,NA,NA,NA,0.9,NA,NA
124507,8.11543,8.27084,8.55806,NA,NA,NA,0.772,NA,NA
124712,8.5075,7.61768,7.79573,NA,NA,NA,NA,0.78,NA
124914,7.24635,7.92219,7.44366,NA,NA,NA,0.918,NA,NA
125101,7.60107,7.69853,7.26532,NA,NA,NA,0.952,NA,NA
125266,7.27996,7.50434,7.74224,NA,0.872,NA,NA,NA,NA
125423,8.49497,8.415,7.26177,NA,NA,0.755,NA,NA,NA
125631,8.11183,8.04266,7.44508,NA,NA,0.89,NA,NA,NA
125810,8.10829,7.99331,7.6073,NA,0.892,NA,NA,NA,NA
126040,7.46622,7.33348,8.10228,NA,0.877,NA,NA,NA,NA
126366,6.98909,7.30776,7.60445,NA,NA,NA,0.844,NA,NA
126471,7.28376,7.84031,7.31361,NA,NA,NA,NA,NA,0.719
126750,8.00602,7.41735,7.92607,NA,NA,NA,NA,NA,0.674
126934,7.36618,8.26352,8.71053,NA,NA,0.721,NA,NA,NA
127190,7.9208,7.77129,7.98092,NA,NA,NA,0.97,NA,NA
127350,7.60305,7.62957,8.06289,NA,NA,NA,NA,0.895,NA
127579,8.00475,8.13071,7.92591,NA,NA,NA,0.927,NA,NA
127796,8.17654,7.58112,8.62983,NA,NA,NA,0.803,NA,NA
127943,7.70591,7.26347,8.40524,NA,NA,NA,0.842,NA,NA
128058,8.07288,7.18694,7.77508,NA,NA,NA,NA,0.794,NA
128292,7.89675,7.53225,7.33251,NA,NA,NA,0.933,NA,NA
128509,8.66299,7.66263,7.39134,NA,NA,NA,0.781,NA,NA
128720,7.98294,7.63641,6.87164,NA,NA,NA,0.829,NA,NA
128842,7.37468,7.41361,7.84077,NA,NA,NA,0.917,NA,NA
129035,7.4696,7.03053,7.48322,NA,NA,0.879,NA,NA,NA
129353,8.19296,5.21507,7.23542,NA,NA,NA,0.46,NA,NA
129479,7.57337,6.93323,7.53289,NA,NA,NA,0.836,NA,NA
129664,7.46623,7.50133,7.44795,NA,NA,0.964,NA,NA,NA
129836,8.14253,7.17952,7.25928,NA,NA,0.822,NA,NA,NA
130132,7.99461,7.21306,7.01513,NA,NA,NA,NA,NA,0.551
130352,7.51359,8.46399,8.42808,NA,NA,NA,0.789,NA,NA
130557,7.80847,8.3602,8.25427,NA,NA,0.859,NA,NA,NA
130683,7.50341,8.40235,8.24743,NA,0.695,NA,NA,NA,NA
130854,8.26188,8.37359,7.91615,NA,NA,NA,NA,0.734,NA
131018,8.09457,7.99001,7.52533,NA,NA,NA,NA,0.818,NA
131225,7.07209,8.254,7.84223,NA,NA,NA,0.827,NA,NA
131412,7.57904,8.34542,7.54002,NA,NA,NA,0.912,NA,NA
131726,7.0829,7.10378,7.22786,NA,0.689,NA,NA,NA,NA
131932,7.76556,6.83397,7.43428,NA,NA,NA,0.815,NA,NA
132171,7.77394,7.31893,6.96595,NA,NA,NA,0.81,NA,NA
132388,7.61161,7.54982,8.43907,NA,NA,NA,0.874,NA,NA
132518,7.40112,7.47942,8.33236,NA,NA,0.855,NA,NA,NA
132664,7.78572,7.30939,8.02163,NA,0.891,NA,NA,NA,NA
132882,7.62851,8.02195,6.36424,NA,NA,NA,0.602,NA,NA
133198,7.95327,8.40327,7.34655,NA,NA,NA,NA,0.803,NA
133247,7.25596,7.4058,8.1811,NA,NA,NA,0.872,NA,NA
133515,7.76666,7.71822,7.89077,NA,NA,0.97,NA,NA,NA
133617,7.72372,7.97611,7.19648,NA,NA,0.929,NA,NA,NA
133989,7.83516,7.15407,7.52277,NA,NA,0.909,NA,NA,NA
134048,7.90415,6.83656,7.70258,NA,NA,0.833,NA,NA,NA
134259,7.3388,8.12772,7.20119,NA,NA,0.877,NA,NA,NA
134433,7.71254,8.0957,7.18345,NA,NA,NA,NA,0.833,NA
134692,7.60561,8.23397,6.6272,NA,NA,0.71,NA,NA,NA
134943,7.40873,8.27413,7.59342,NA,NA,0.911,NA,NA,NA
135081,8.60694,7.78718,7.78147,NA,NA,0.853,NA,NA,NA
135380,8.6244,7.70607,7.96608,NA,0.779,NA,NA,NA,NA
135575,8.5458,7.45342,7.67135,NA,NA,0.828,NA,NA,NA
135627,7.67847,8.02047,8.77996,NA,NA,NA,0.785,NA,NA
135895,8.55826,7.49062,8.62352,NA,NA,0.691,NA,NA,NA
136161,8.30194,7.10605,8.27212,NA,NA,NA,NA,0.721,NA
136363,8.03361,7.50733,7.96817,NA,NA,0.955,NA,NA,NA
136402,8.33762,7.24568,7.53155,NA,NA,NA,0.836,NA,NA
136689,7.74384,7.29177,7.30184,NA,NA,NA,NA,0.864,NA
136887,7.43459,7.10245,7.96087,NA,NA,NA,NA,0.759,NA
137118,7.77809,7.22875,7.69798,NA,NA,NA,0.947,NA,NA
137283,7.48145,7.60914,7.47368,NA,NA,0.951,NA,NA,NA
137407,7.27212,7.52581,7.65227,NA,NA,0.949,NA,NA,NA
137715,8.20648,8.07376,7.60369,NA,0.877,NA,NA,NA,NA
137968,7.91182,7.61266,7.19942,NA,NA,0.934,NA,NA,NA
138156,7.08331,7.90694,7.78302,NA,NA,NA,NA,0.848,NA
138363,7.95851,7.98569,8.22878,NA,NA,0.915,NA,NA,NA
138488,7.33656,8.26853,8.01206,NA,NA,NA,0.848,NA,NA
138739,7.28692,8.46335,8.10476,NA,NA,0.829,NA,NA,NA
138832,7.51066,7.86591,7.50464,NA,NA,NA,0.976,NA,NA
139043,7.2685,8.17787,8.12563,NA,0.788,NA,NA,NA,NA
139272,8.17254,7.39711,7.19512,NA,NA,0.881,NA,NA,NA
139538,7.7242,7.47455,7.14345,NA,NA,0.91,NA,NA,NA
139750,7.86933,7.77378,7.34919,NA,NA,NA,0.939,NA,NA
139864,7.46947,7.7418,7.21969,NA,NA,0.933,NA,NA,NA
140024,7.5854,7.35895,8.70071,NA,NA,0.78,NA,NA,NA
140243,7.70807,7.02869,7.2712,NA,NA,NA,0.826,NA,NA
140453,7.86195,8.23152,7.68397,NA,NA,0.942,NA,NA,NA
140609,8.41877,7.94196,7.06753,NA,NA,0.791,NA,NA,NA
140815,7.84574,8.12977,8.09468,NA,NA,0.918,NA,NA,NA
141155,7.6596,8.46792,8.47759,NA,NA,0.782,NA,NA,NA
141279,7.99108,8.11709,8.2088,NA,NA,0.89,NA,NA,NA
141541,7.62355,7.10261,8.10626,NA,0.832,NA,NA,NA,NA
141614,7.45631,7.3146,7.59673,NA,NA,NA,0.934,NA,NA
141805,8.10379,7.94066,6.69968,NA,NA,NA,0.75,NA,NA
142074,7.65393,7.88038,8,NA,NA,0.967,NA,NA,NA
142268,7.97716,7.55042,8.19339,NA,NA,NA,0.902,NA,NA
142440,7.34348,8.16764,7.72325,NA,NA,NA,0.9,NA,NA
142671,7.75331,8.11692,8.10814,NA,NA,0.92,NA,NA,NA
142979,8.52878,8.07954,8.16728,NA,NA,0.814,NA,NA,NA
143056,8.50448,7.90545,7.94325,NA,0.761,NA,NA,NA,NA
143255,7.5151,7.33227,7.7877,NA,NA,NA,0.918,NA,NA
143564,7.83549,7.69333,7.95269,NA,NA,0.958,NA,NA,NA
143604,7.71991,8.66608,7.30793,NA,NA,0.812,NA,NA,NA
143807,8.12704,8.25897,8.31141,NA,NA,0.84,NA,NA,NA
144107,7.76375,7.2358,7.47095,NA,NA,0.914,NA,NA,NA
144225,7.30892,7.59928,7.56571,NA,NA,0.95,NA,NA,NA
144403,8.18445,7.0265,7.87486,NA,NA,NA,0.84,NA,NA
144675,7.43415,7.43852,7.44151,NA,NA,0.953,NA,NA,NA
144955,7.8663,7.9044,7.9547,NA,NA,NA,0.958,NA,NA
145072,7.72082,7.8291,7.46764,NA,NA,NA,NA,0.909,NA
145265,7.99456,8.03077,7.89064,NA,0.86,NA,NA,NA,NA
145471,8.5042,8.05834,7.82224,NA,NA,0.861,NA,NA,NA
145657,7.21381,7.46978,8.24435,NA,NA,0.875,NA,NA,NA
145993,7.87049,7.37708,7.45312,NA,NA,NA,NA,0.892,NA
146057,8.08261,7.22162,7.70528,NA,NA,0.917,NA,NA,NA
146391,7.73143,7.72497,7.5156,NA,NA,0.99,NA,NA,NA
146436,7.93003,8.04026,7.21668,NA,NA,NA,0.91,NA,NA
146678,7.81287,8.27441,7.1521,NA,NA,0.87,NA,NA,NA
146878,8.03055,7.66812,8.12395,NA,NA,NA,0.92,NA,NA
147001,8.5204,8.94251,7.64787,NA,NA,NA,0.649,NA,NA
147295,8.12213,8.03039,7.9897,NA,NA,0.916,NA,NA,NA
147503,7.54875,7.8725,7.313,NA,NA,NA,0.942,NA,NA
147624,7.20904,7.27733,7.07425,NA,NA,NA,0.805,NA,NA
147903,7.31855,7.4008,7.18296,NA,0.788,NA,NA,NA,NA
148163,7.19669,7.96837,7.13134,NA,0.799,NA,NA,NA,NA
148346,8.2331,8.25748,7.58096,NA,NA,NA,0.884,NA,NA
148483,7.51291,7.96122,7.69209,NA,0.918,NA,NA,NA,NA
148783,7.01891,7.78515,8.00855,NA,0.824,NA,NA,NA,NA
148867,8.33381,7.51626,7.9438,NA,NA,NA,0.866,NA,NA
149082,8.58488,7.3123,7.87952,NA,NA,0.827,NA,NA,NA
149299,8.03343,7.83249,7.88926,NA,NA,0.939,NA,NA,NA
149525,7.40001,7.53264,7.87055,NA,NA,0.968,NA,NA,NA
149726,7.34153,7.7803,7.85047,NA,NA,0.939,NA,NA,NA
149934,7.1661,8.28605,7.20743,NA,NA,0.819,NA,NA,NA
150138,7.19582,8.48993,7.77942,NA,NA,NA,0.833,NA,NA
150342,8.39417,8.41761,8.16171,NA,NA,0.773,NA,NA,NA
150514,8.34005,8.3465,7.62562,NA,NA,NA,NA,0.725,NA
