id,x0,x1,x2,fitness-2,fitness-3,fitness-4.5,fitness-4,fitness-5,fitness-2.5,fitness-3.5,fitness-1.5
60322,-1.58881,4.21099,-4.33633,NA,NA,NA,-63.661,NA,NA,NA,NA
60578,-2.49706,4.59325,-4.70757,NA,NA,NA,NA,-67.187,NA,NA,NA
60624,-2.19928,3.89749,-3.92775,NA,NA,NA,-84.037,NA,NA,NA,NA
60996,-2.76838,4.53426,-4.67796,NA,NA,NA,NA,NA,NA,-99.573,NA
61109,-2.98182,4.98363,-4.15392,NA,-158.056,NA,NA,NA,NA,NA,NA
61388,-3.9817,3.82299,-3.56947,NA,NA,NA,-183.812,NA,NA,NA,NA
61499,-2.91149,3.02339,-3.83549,NA,NA,NA,-151.108,NA,NA,NA,NA
61783,-3.65047,3.75573,-3.38535,NA,NA,NA,-169.22,NA,NA,NA,NA
61893,-2.91932,3.82096,-3.73942,NA,-120.712,NA,NA,NA,NA,NA,NA
62104,-3.11546,4.31028,-3.36455,NA,NA,NA,NA,NA,NA,-160.195,NA
62388,-2.3925,4.97492,-3.93349,NA,NA,NA,-105.746,NA,NA,NA,NA
62516,-1.74036,3.97481,-4.81141,NA,NA,NA,-46.262,NA,NA,NA,NA
62653,-2.714,4.35844,-3.90297,NA,NA,NA,NA,-93.302,NA,NA,NA
62856,-3.84454,2.81322,-2.98064,NA,NA,-234.466,NA,NA,NA,NA,NA
63169,-4.18968,3.4003,-2.5764,NA,NA,NA,NA,NA,-381.874,NA,NA
63248,-4.61841,3.80742,-2.81462,NA,-377.708,NA,NA,NA,NA,NA,NA
63535,-3.52521,3.49754,-1.99427,NA,NA,-307.901,NA,NA,NA,NA,NA
63783,-3.46535,4.29925,-2.67397,NA,NA,NA,NA,-216.777,NA,NA,NA
63920,-3.47768,3.75308,-3.60353,NA,NA,-136.763,NA,NA,NA,NA,NA
64169,-1.81407,4.66332,-3.86373,NA,NA,-91.486,NA,NA,NA,NA,NA
64394,-3.09619,4.07571,-3.79719,NA,NA,NA,-109.873,NA,NA,NA,NA
64584,-1.44125,4.73053,-4.01191,NA,NA,-98.912,NA,NA,NA,NA,NA
64621,-2.13669,3.46794,-3.86292,NA,NA,NA,NA,-91.07,NA,NA,NA
64993,-1.78328,3.15,-4.66037,NA,NA,NA,-50.779,NA,NA,NA,NA
65107,-1.75765,3.85879,-4.54461,NA,NA,NA,NA,-36.732,NA,NA,NA
65267,-3.09346,4.72157,-4.74894,NA,NA,NA,NA,NA,NA,-112.006,NA
65479,-2.99982,4.15536,-4.8925,NA,NA,NA,NA,NA,NA,-102.543,NA
65790,-2.02942,3.97102,-4.87529,NA,NA,NA,-36.095,NA,NA,NA,NA
65801,-1.35911,3.85507,-4.29941,NA,NA,NA,NA,-82.149,NA,NA,NA
66115,-0.962356,2.52984,-4.38361,NA,NA,-165.667,NA,NA,NA,NA,NA
66259,-2.02076,1.90582,-4.03775,NA,NA,NA,-240.251,NA,NA,NA,NA
66519,-2.20343,3.30913,-4.46522,NA,NA,-57.365,NA,NA,NA,NA,NA
66643,-0.960048,3.50818,-4.47053,NA,NA,-65.235,NA,NA,NA,NA,NA
66919,-1.52452,3.92132,-3.25105,NA,NA,NA,NA,-143.11,NA,NA,NA
67198,-2.18622,4.17468,-3.3117,NA,NA,-114.889,NA,NA,NA,NA,NA
67274,-2.87239,3.49969,-4.63426,NA,NA,-79.446,NA,NA,NA,NA,NA
67523,-1.97066,3.56783,-4.87434,NA,NA,-30.708,NA,NA,NA,NA,NA
67724,-2.40644,4.88481,-2.93083,NA,NA,NA,-179.105,NA,NA,NA,NA
67832,-2.89668,4.29753,-2.96494,NA,NA,-158.675,NA,NA,NA,NA,NA
68175,-2.99919,4.49063,-3.4933,NA,NA,-125.389,NA,NA,NA,NA,NA
68314,-2.63921,3.6423,-2.70674,NA,NA,NA,-193.577,NA,NA,NA,NA
68539,-2.25543,2.90741,-4.67113,NA,NA,-69.767,NA,NA,NA,NA,NA
68643,-2.56763,4.08382,-4.54108,NA,NA,NA,NA,-63.403,NA,NA,NA
68854,-3.95204,3.65205,-4.52552,NA,NA,NA,-149.823,NA,NA,NA,NA
69095,-4.55841,4.17689,-4.75709,NA,NA,NA,-210.161,NA,NA,NA,NA
69258,-2.46173,3.27064,-3.74704,NA,NA,NA,NA,NA,NA,-148.703,NA
69459,-1.50434,2.102,-4.56322,NA,NA,-202.053,NA,NA,NA,NA,NA
69680,-3.21222,3.24604,-4.65221,NA,NA,NA,NA,-102.297,NA,NA,NA
69978,-4.95146,4.02589,-3.62859,NA,NA,-286.083,NA,NA,NA,NA,NA
70053,-4.21558,4.85783,-3.52447,NA,NA,-226.643,NA,NA,NA,NA,NA
70212,-4.69698,4.02948,-3.35956,NA,NA,NA,-269.582,NA,NA,NA,NA
70414,-3.46005,3.5735,-4.61595,NA,NA,-104.745,NA,NA,NA,NA,NA
70799,-4.48519,3.1863,-4.75907,NA,-247.054,NA,NA,NA,NA,NA,NA
70983,-4.68333,3.68611,-4.49067,NA,NA,NA,NA,NA,NA,-246.529,NA
71162,-4.46259,4.20561,-4.73369,NA,-218.177,NA,NA,NA,NA,NA,NA
71378,-4.00586,4.97136,-3.8066,NA,-254.118,NA,NA,NA,NA,NA,NA
71431,-3.30665,3.66629,-4.2116,NA,NA,NA,-101.033,NA,NA,NA,NA
71798,-2.12101,4.088,-4.9249,NA,NA,NA,NA,NA,NA,-73.03,NA
71847,-4.08346,4.37926,-4.16489,NA,NA,NA,NA,NA,NA,-181.179,NA
72075,-4.6965,3.71493,-4.0802,NA,NA,NA,NA,-234.537,NA,NA,NA
72282,-4.3912,3.58054,-4.98192,NA,NA,NA,-188.102,NA,NA,NA,NA
72590,-4.19236,3.23208,-4.49498,NA,NA,NA,NA,-176.516,NA,NA,NA
72782,-4.3468,4.17693,-4.41571,NA,NA,NA,NA,-187.049,NA,NA,NA
72840,-4.58269,4.7897,-3.88658,NA,NA,-246.914,NA,NA,NA,NA,NA
73015,-3.9273,4.90935,-4.60508,NA,-200.048,NA,NA,NA,NA,NA,NA
73309,-4.76411,4.65178,-4.13108,NA,-298.185,NA,NA,NA,NA,NA,NA
73534,-3.78118,4.94765,-4.79239,NA,-182.593,NA,NA,NA,NA,NA,NA
73614,-3.08732,4.321,-3.54174,NA,NA,-125.319,NA,NA,NA,NA,NA
73832,-3.16768,4.05587,-3.18553,NA,NA,NA,NA,NA,NA,-166.419,NA
74113,-3.03194,3.08558,-3.52252,NA,NA,NA,NA,-139.657,NA,NA,NA
74367,-2.87961,2.94297,-4.64321,NA,NA,-90.651,NA,NA,NA,NA,NA
74417,-2.51855,2.5067,-4.46747,NA,NA,NA,NA,-116.169,NA,NA,NA
74661,-4.25052,2.07533,-4.41044,NA,NA,-242.588,NA,NA,NA,NA,NA
74864,-3.50701,3.78798,-4.69972,NA,NA,NA,NA,NA,NA,-129.651,NA
75129,-1.47349,4.08362,-4.93732,NA,NA,-33.335,NA,NA,NA,NA,NA
75311,-2.39039,3.38635,-4.32462,NA,NA,-48.422,NA,NA,NA,NA,NA
75414,-1.69108,3.2332,-4.85138,NA,NA,NA,-40.423,NA,NA,NA,NA
75732,-1.59474,4.47071,-4.89391,NA,NA,NA,NA,-57.307,NA,NA,NA
75898,-3.65997,4.98376,-3.98873,NA,NA,NA,NA,-162.594,NA,NA,NA
76174,-4.37527,2.59166,-4.61977,NA,NA,-212.66,NA,NA,NA,NA,NA
76205,-3.70312,2.58698,-4.53815,NA,NA,NA,-160.398,NA,NA,NA,NA
76470,-3.71056,2.46153,-4.25808,NA,NA,NA,-185.693,NA,NA,NA,NA
76779,-1.90496,2.93888,-4.27041,NA,NA,-76.272,NA,NA,NA,NA,NA
76973,-2.25351,3.1733,-3.539,NA,NA,NA,-144.446,NA,NA,NA,NA
77170,-3.38544,1.79852,-3.35847,NA,NA,NA,-277.361,NA,NA,NA,NA
77314,-3.3801,2.14796,-2.61757,NA,NA,NA,-306.405,NA,NA,NA,NA
77494,-2.19625,3.68331,-3.29513,NA,NA,-127.75,NA,NA,NA,NA,NA
77793,-1.3059,3.58148,-4.76809,NA,NA,-22.648,NA,NA,NA,NA,NA
77801,-0.341064,3.99405,-4.95722,NA,NA,NA,NA,NA,NA,-232.301,NA
78094,-2.05481,4.24557,-4.93321,NA,NA,-45.264,NA,NA,NA,NA,NA
78271,-1.59873,3.01698,-3.27002,NA,NA,-197.904,NA,NA,NA,NA,NA
78445,-1.15887,1.69543,-4.9792,NA,NA,NA,NA,-234.589,NA,NA,NA
78675,-1.33671,2.81002,-4.27807,NA,NA,-142.01,NA,NA,NA,NA,NA
78844,-1.08676,4.8454,-4.4585,NA,NA,-105.619,NA,NA,NA,NA,NA
79094,-2.25572,4.58701,-4.39782,NA,NA,NA,NA,-62.651,NA,NA,NA
79375,-2.31765,3.84627,-3.92127,NA,NA,NA,-75.594,NA,NA,NA,NA
79491,-2.27673,3.54769,-3.7686,NA,NA,-93.016,NA,NA,NA,NA,NA
79698,-2.37951,3.90524,-4.86573,NA,NA,-35.057,NA,NA,NA,NA,NA
79918,-2.64195,2.78206,-4.44736,NA,NA,NA,-115.907,NA,NA,NA,NA
80029,-4.98086,4.30303,-4.55493,NA,-294.17,NA,NA,NA,NA,NA,NA
80282,-2.98248,4.26063,-4.20496,NA,NA,NA,NA,NA,NA,-119.744,NA
80448,-2.92045,4.04253,-4.6374,NA,NA,NA,NA,NA,NA,-94.239,NA
80784,-2.34447,4.28438,-3.81394,NA,NA,-93.988,NA,NA,NA,NA,NA
80863,-3.38274,4.94502,-4.83351,NA,NA,NA,-124.255,NA,NA,NA,NA
81190,-3.50646,3.87342,-4.89887,NA,NA,NA,-98.983,NA,NA,NA,NA
81274,-4.67204,2.43887,-3.6626,NA,NA,NA,-286.784,NA,NA,NA,NA
81510,-2.64672,2.61256,-4.81317,NA,NA,-89.411,NA,NA,NA,NA,NA
81737,-2.42638,3.20254,-4.97712,NA,NA,-67.533,NA,NA,NA,NA,NA
81996,-2.08948,3.96284,-4.53094,NA,NA,NA,NA,-51.454,NA,NA,NA
82154,-0.471309,4.49408,-4.70839,NA,NA,-135.37,NA,NA,NA,NA,NA
82272,-1.42069,4.10471,-4.67261,NA,NA,NA,NA,-40.029,NA,NA,NA
82483,-0.921463,4.98155,-4.75951,NA,NA,NA,NA,NA,NA,-155.195,NA
82713,-1.88931,4.7032,-4.16164,NA,NA,-73.893,NA,NA,NA,NA,NA
82863,-2.71809,4.78349,-2.97145,NA,-236.491,NA,NA,NA,NA,NA,NA
83103,-2.13578,4.47749,-3.9171,NA,NA,NA,NA,NA,NA,-118.521,NA
83213,-1.83125,4.37514,-4.72062,NA,-123.743,NA,NA,NA,NA,NA,NA
83517,-1.11713,4.3791,-4.3999,NA,NA,NA,NA,NA,NA,-141.547,NA
83611,-2.80259,4.72732,-3.95139,NA,NA,NA,-106.983,NA,NA,NA,NA
83879,-1.44355,4.26613,-4.5761,NA,NA,NA,NA,NA,NA,-75.517,NA
84140,-2.482,4.49402,-3.9073,NA,NA,NA,-91.653,NA,NA,NA,NA
84392,-2.45408,4.09796,-4.40178,NA,NA,-58.345,NA,NA,NA,NA,NA
84554,-2.4423,4.51646,-3.94928,NA,NA,NA,-86.768,NA,NA,NA,NA
84667,-2.53661,2.93329,-4.37081,NA,NA,NA,NA,-103.011,NA,NA,NA
84923,-1.89706,3.30365,-4.28971,NA,NA,-68.069,NA,NA,NA,NA,NA
85176,-1.93187,2.30879,-4.08915,NA,NA,NA,NA,-159.907,NA,NA,NA
85248,-2.60831,3.48144,-4.76821,NA,NA,NA,NA,NA,NA,-107.995,NA
85419,-2.02151,3.45648,-4.87051,NA,NA,NA,NA,NA,NA,-97.164,NA
85743,-2.99262,3.15101,-4.51179,NA,NA,NA,NA,NA,NA,-130.854,NA
85996,-3.40411,3.44802,-4.20207,NA,NA,NA,NA,NA,NA,-141.137,NA
86165,-1.70596,3.08586,-2.8501,NA,NA,-194.448,NA,NA,NA,NA,NA
86265,-1.27454,4.12233,-3.98886,NA,NA,NA,-104.755,NA,NA,NA,NA
86495,-2.30078,4.60748,-4.71149,NA,-97.047,NA,NA,NA,NA,NA,NA
86756,-1.63927,4.00859,-3.73214,NA,NA,NA,-113.756,NA,NA,NA,NA
86945,-1.01707,4.55116,-3.97381,NA,NA,NA,NA,NA,NA,-163.319,NA
87020,-1.49189,4.89078,-4.70658,NA,NA,NA,-84.303,NA,NA,NA,NA
87274,-2.3107,3.51398,-3.50474,NA,NA,NA,-122.01,NA,NA,NA,NA
87532,-2.33757,4.34657,-3.77122,NA,NA,NA,NA,NA,NA,-115.598,NA
87751,-1.99688,4.11307,-4.83888,NA,-97.945,NA,NA,NA,NA,NA,NA
87916,-1.42757,4.9531,-4.94828,NA,NA,NA,NA,NA,-221.846,NA,NA
88004,-1.25058,4.99873,-4.72474,NA,-151.495,NA,NA,NA,NA,NA,NA
88381,-1.09194,3.74893,-4.33014,NA,NA,NA,NA,NA,-166.578,NA,NA
88479,-1.74292,3.74787,-4.48866,NA,NA,NA,NA,NA,NA,-125.228,NA
88634,-2.8868,4.0879,-3.79713,NA,NA,NA,-105.596,NA,NA,NA,NA
88937,-2.23871,3.91467,-3.99132,NA,NA,-71.014,NA,NA,NA,NA,NA
89061,-1.81899,4.83788,-4.9844,NA,NA,-66.588,NA,NA,NA,NA,NA
89306,-1.88705,4.04,-4.62469,NA,NA,-37.827,NA,NA,NA,NA,NA
89599,-1.67343,4.28724,-4.77279,NA,NA,NA,NA,NA,NA,-103.336,NA
89673,-1.17917,4.38996,-4.1562,NA,NA,-81.71,NA,NA,NA,NA,NA
89990,-1.11895,4.22616,-3.59473,NA,NA,NA,-134.912,NA,NA,NA,NA
90007,-1.9288,4.88696,-3.59549,NA,NA,-116.746,NA,NA,NA,NA,NA
90259,-1.89929,3.0607,-4.7137,NA,NA,NA,-68.909,NA,NA,NA,NA
90517,-1.60785,4.21525,-4.81315,NA,NA,NA,-36.406,NA,NA,NA,NA
90735,-1.4432,4.77566,-4.96393,NA,NA,-70.48,NA,NA,NA,NA,NA
90860,-2.99425,3.48765,-4.17605,NA,NA,NA,NA,-95.39,NA,NA,NA
91037,-2.44361,4.71304,-4.85212,NA,NA,NA,NA,-75.31,NA,NA,NA
91236,-2.02541,4.92915,-3.77019,NA,NA,NA,NA,-103.547,NA,NA,NA
91404,-2.20104,3.97423,-4.09674,NA,NA,NA,-69.401,NA,NA,NA,NA
91604,-2.72548,4.27664,-4.99751,NA,NA,NA,NA,NA,NA,-94.95,NA
91845,-2.78049,4.38183,-2.22093,NA,NA,NA,NA,NA,NA,-273.687,NA
92127,-1.86351,4.4757,-3.71459,NA,NA,NA,-100.133,NA,NA,NA,NA
92358,-2.7495,3.42934,-3.69708,NA,NA,-99.74,NA,NA,NA,NA,NA
92454,-2.33379,1.98885,-3.1562,NA,NA,NA,NA,-180.744,NA,NA,NA
92742,-2.08406,3.78133,-3.19744,NA,NA,NA,NA,NA,NA,-164.19,NA
92943,-2.48199,4.29915,-2.74484,NA,NA,NA,-189.854,NA,NA,NA,NA
93100,-2.62163,4.2719,-3.0411,NA,NA,-157.597,NA,NA,NA,NA,NA
93350,-2.48854,3.90624,-4.26515,NA,NA,-64.401,NA,NA,NA,NA,NA
93457,-2.63556,4.09365,-3.86882,NA,NA,NA,NA,-95.168,NA,NA,NA
93734,-2.57031,4.7922,-3.36758,NA,NA,NA,-124.689,NA,NA,NA,NA
93955,-1.42998,4.04683,-4.73414,NA,NA,NA,NA,-47.941,NA,NA,NA
94133,-0.890896,4.99237,-4.84307,NA,NA,NA,-134.448,NA,NA,NA,NA
94393,-1.43095,4.68097,-4.7877,NA,NA,NA,-74.731,NA,NA,NA,NA
94583,-1.71169,4.47419,-4.80072,NA,-136.188,NA,NA,NA,NA,NA,NA
94626,-1.97256,3.95435,-4.18759,NA,NA,NA,NA,NA,-209.376,NA,NA
94832,-1.18287,4.48091,-3.69134,NA,NA,NA,NA,NA,NA,NA,-385.755
95095,-0.0123467,3.78776,-4.64259,NA,-357.622,NA,NA,NA,NA,NA,NA
95300,-2.13616,3.91606,-4.09732,NA,NA,NA,-84.821,NA,NA,NA,NA
95502,-2.41046,3.74177,-3.03395,NA,NA,NA,NA,NA,NA,-161.691,NA
95684,-2.39649,4.13021,-4.14033,NA,NA,NA,NA,NA,NA,-106.066,NA
95864,-1.87057,4.35204,-3.64176,NA,NA,-96.793,NA,NA,NA,NA,NA
96054,-1.48109,3.97833,-4.39025,NA,NA,NA,-52.164,NA,NA,NA,NA
96313,-2.98244,4.54193,-4.37811,NA,NA,-93.295,NA,NA,NA,NA,NA
96426,-2.94352,4.38149,-4.58132,NA,NA,NA,NA,NA,NA,-108.843,NA
96677,-2.22856,4.6977,-3.90498,NA,NA,NA,-90.72,NA,NA,NA,NA
96925,-2.76269,4.59384,-4.64397,NA,NA,-77.085,NA,NA,NA,NA,NA
97076,-3.16095,4.84664,-4.07742,NA,NA,NA,NA,-118.933,NA,NA,NA
97284,-4.6235,3.97494,-4.78624,NA,NA,-209.498,NA,NA,NA,NA,NA
97573,-4.39729,4.73132,-4.60806,NA,NA,NA,NA,-206.395,NA,NA,NA
97605,-4.45832,3.84044,-3.59471,NA,NA,-226.497,NA,NA,NA,NA,NA
97807,-2.9807,3.92935,-4.43657,NA,NA,NA,NA,NA,NA,-84.236,NA
98076,-2.5119,4.86136,-4.18332,NA,NA,-87.696,NA,NA,NA,NA,NA
98315,-4.79865,3.94867,-4.57765,NA,NA,NA,NA,NA,NA,-241.699,NA
98514,-4.12725,4.84861,-4.16743,NA,NA,NA,-190.64,NA,NA,NA,NA
98654,-4.37349,3.65117,-3.59423,NA,NA,NA,-224.29,NA,NA,NA,NA
98868,-4.87325,3.63996,-3.06426,NA,NA,NA,-318.499,NA,NA,NA,NA
99141,-4.88466,2.99343,-4.43935,NA,NA,NA,-261.423,NA,NA,NA,NA
99326,-3.99493,4.28416,-4.71367,NA,-184.647,NA,NA,NA,NA,NA,NA
99512,-2.9732,4.65129,-3.79949,NA,NA,NA,NA,NA,NA,-143.196,NA
99778,-3.63189,2.9791,-3.21751,NA,NA,NA,NA,-184.405,NA,NA,NA
99934,-2.668,4.51665,-4.74932,NA,NA,NA,NA,-69.069,NA,NA,NA
100006,-1.36943,4.48985,-4.66365,NA,NA,-57.911,NA,NA,NA,NA,NA
100319,-2.24169,2.70845,-4.49997,NA,NA,-103.948,NA,NA,NA,NA,NA
100496,-1.63994,3.78168,-4.3323,NA,NA,-46.193,NA,NA,NA,NA,NA
100673,-3.35681,3.37732,-4.58284,NA,NA,NA,NA,NA,NA,-129.538,NA
100821,-2.89337,3.76356,-4.51992,NA,NA,NA,NA,NA,NA,-101.175,NA
101142,-3.44263,2.88113,-4.96573,NA,NA,NA,NA,-124.318,NA,NA,NA
101345,-2.08758,3.1484,-3.48173,NA,NA,NA,NA,NA,NA,-169.306,NA
101471,-4.03558,3.09107,-3.36862,NA,NA,-209.44,NA,NA,NA,NA,NA
101643,-3.55922,3.71831,-4.05246,NA,NA,NA,-130.323,NA,NA,NA,NA
101883,-3.03372,3.5213,-4.0327,NA,NA,NA,NA,NA,NA,-136.658,NA
102167,-3.43253,3.87103,-4.97085,NA,NA,NA,-108.473,NA,NA,NA,NA
102268,-2.30377,4.25754,-4.37708,NA,NA,-43.839,NA,NA,NA,NA,NA
102599,-1.58888,3.26645,-3.88496,NA,NA,NA,-119.719,NA,NA,NA,NA
102726,-2.37626,2.75888,-2.63995,NA,NA,NA,NA,NA,NA,-288.555,NA
102978,-3.45192,1.82889,-3.20722,NA,NA,NA,NA,NA,NA,-304.912,NA
103191,-2.50448,2.46511,-3.94221,NA,NA,NA,-179.537,NA,NA,NA,NA
103393,-1.92814,3.64773,-3.33519,NA,NA,NA,NA,-129.899,NA,NA,NA
103462,-1.19898,4.93693,-3.80382,NA,NA,-122.49,NA,NA,NA,NA,NA
103643,-1.64015,4.0211,-3.33231,NA,NA,NA,-140.14,NA,NA,NA,NA
103907,-1.91341,4.19068,-3.19313,NA,NA,NA,-153.313,NA,NA,NA,NA
104013,-2.14259,3.79077,-1.69665,NA,NA,-340.137,NA,NA,NA,NA,NA
104336,-1.27067,3.60952,-4.05802,NA,NA,NA,-90.819,NA,NA,NA,NA
104453,-2.83829,2.65476,-3.74371,NA,NA,NA,-154.56,NA,NA,NA,NA
104681,-2.95903,3.11985,-3.95484,NA,NA,-110.031,NA,NA,NA,NA,NA
104959,-2.27441,2.85948,-4.17607,NA,NA,NA,NA,-93.87,NA,NA,NA
105169,-2.41446,3.46986,-4.09357,NA,NA,-76.044,NA,NA,NA,NA,NA
105343,-2.60536,4.76525,-4.74906,NA,NA,NA,NA,-72.028,NA,NA,NA
105526,-3.31769,4.42454,-4.30721,NA,NA,NA,NA,NA,NA,-119.791,NA
105732,-2.75448,3.35852,-3.51892,NA,NA,NA,-124.954,NA,NA,NA,NA
105963,-2.7981,4.35601,-3.69478,NA,NA,-105.476,NA,NA,NA,NA,NA
106089,-3.3131,4.41329,-4.79166,NA,NA,NA,-108.478,NA,NA,NA,NA
106304,-3.29894,4.66177,-4.64032,NA,NA,NA,NA,NA,NA,-114.706,NA
106410,-2.72641,4.80551,-3.8194,NA,NA,NA,-109.714,NA,NA,NA,NA
106765,-2.34417,3.91383,-3.76054,NA,NA,NA,-84.007,NA,NA,NA,NA
106851,-2.87443,3.42461,-3.91572,NA,NA,NA,NA,-94.356,NA,NA,NA
107112,-2.78323,4.53841,-3.89023,NA,NA,NA,-109.755,NA,NA,NA,NA
107224,-2.07088,4.09171,-4.59687,NA,-138.121,NA,NA,NA,NA,NA,NA
107554,-2.6176,3.89314,-4.40663,NA,NA,NA,NA,NA,NA,-100.266,NA
107726,-2.78082,4.43608,-4.14415,NA,NA,NA,-90.728,NA,NA,NA,NA
107808,-1.99499,4.88328,-4.60524,NA,NA,NA,-74.137,NA,NA,NA,NA
108038,-1.16607,3.6352,-2.48953,NA,NA,-253.917,NA,NA,NA,NA,NA
108331,-1.42911,3.38856,-3.81007,NA,NA,NA,NA,-152.996,NA,NA,NA
108521,-1.46395,3.30448,-3.52459,NA,NA,-139.363,NA,NA,NA,NA,NA
108785,-0.730843,4.37895,-4.62814,NA,NA,NA,NA,NA,-257.367,NA,NA
108987,-1.65553,3.7188,-4.56095,NA,NA,-21.982,NA,NA,NA,NA,NA
109097,-0.673101,3.77642,-4.70069,NA,NA,NA,NA,NA,NA,-129.383,NA
109262,-3.67716,4.80559,-4.81832,NA,NA,-132.212,NA,NA,NA,NA,NA
109539,-3.45041,4.67413,-4.00458,NA,NA,NA,NA,-134.177,NA,NA,NA
109685,-3.98725,4.11585,-4.52431,NA,-179.756,NA,NA,NA,NA,NA,NA
109976,-3.04403,2.19183,-3.30666,NA,NA,NA,-228.821,NA,NA,NA,NA
110079,-3.46138,3.26185,-3.24473,NA,NA,NA,-173.681,NA,NA,NA,NA
110400,-2.03858,4.42216,-4.5022,NA,NA,-54.704,NA,NA,NA,NA,NA
110521,-2.11153,3.73695,-4.42455,NA,NA,NA,NA,-57.727,NA,NA,NA
110786,-2.5966,3.77969,-4.74609,NA,NA,-72.776,NA,NA,NA,NA,NA
110941,-3.63757,3.41855,-4.4192,NA,NA,NA,NA,-133.093,NA,NA,NA
111015,-1.68571,4.06977,-2.79586,NA,NA,NA,NA,-166.226,NA,NA,NA
111266,-2.79776,2.6402,-4.07522,NA,-200.263,NA,NA,NA,NA,NA,NA
111437,-1.72389,3.83491,-4.74252,NA,NA,-13.823,NA,NA,NA,NA,NA
111601,-2.55541,4.78101,-4.01011,NA,NA,NA,NA,-94.099,NA,NA,NA
111983,-1.64272,3.7787,-4.03475,NA,NA,NA,NA,-75.245,NA,NA,NA
112028,-1.79498,4.44868,-4.93857,NA,NA,NA,-52.755,NA,NA,NA,NA
112350,-1.50118,4.69794,-4.04754,NA,NA,NA,NA,NA,NA,-140.883,NA
112557,-2.62649,4.4677,-4.98358,NA,-119.37,NA,NA,NA,NA,NA,NA
112708,-0.985531,4.4737,-4.0837,NA,NA,NA,NA,-108.17,NA,NA,NA
112830,-2.42556,4.77991,-4.54317,NA,NA,NA,NA,NA,NA,-88.33,NA
113105,-2.68444,3.02207,-4.95885,NA,NA,NA,NA,NA,-164.254,NA,NA
113391,-2.40548,2.10505,-4.98461,NA,NA,-129.3,NA,NA,NA,NA,NA
113569,-2.254,3.28218,-4.47902,NA,NA,NA,-62.879,NA,NA,NA,NA
113722,-3.25684,4.38443,-3.87408,NA,NA,-113.746,NA,NA,NA,NA,NA
113805,-4.12888,3.92559,-4.23175,NA,NA,NA,NA,-165.931,NA,NA,NA
114098,-2.76067,2.9654,-4.73277,NA,NA,NA,-101.222,NA,NA,NA,NA
114400,-4.9668,3.0703,-4.69301,NA,NA,-261.259,NA,NA,NA,NA,NA
114587,-3.96974,4.54952,-4.86561,NA,NA,NA,-152.698,NA,NA,NA,NA
114705,-3.46959,4.25372,-4.65471,NA,NA,NA,NA,-106.685,NA,NA,NA
114825,-4.37581,2.58787,-3.81215,NA,NA,NA,NA,NA,NA,-262.96,NA
115006,-4.74823,3.18139,-4.01594,NA,NA,NA,NA,NA,NA,-263.39,NA
115328,-3.83163,4.89376,-4.90931,NA,NA,-151.933,NA,NA,NA,NA,NA
115499,-4.95211,3.36597,-3.96659,NA,NA,NA,NA,NA,-359.761,NA,NA
115781,-4.11025,3.27809,-4.57576,NA,NA,NA,NA,NA,-270.253,NA,NA
115940,-2.56955,4.50427,-4.65887,NA,NA,NA,NA,NA,-187.084,NA,NA
116094,-2.57141,3.96369,-4.94989,NA,-132.888,NA,NA,NA,NA,NA,NA
116299,-2.71578,4.15992,-4.98014,NA,NA,NA,-69.166,NA,NA,NA,NA
116494,-1.95834,4.22381,-4.60239,NA,NA,NA,NA,NA,NA,-92.677,NA
116784,-1.1961,3.57573,-4.98648,NA,NA,NA,-37.914,NA,NA,NA,NA
116872,-1.70812,4.20962,-4.9578,NA,NA,NA,-32.458,NA,NA,NA,NA
117069,-1.69823,4.64202,-4.93425,NA,NA,NA,-42.576,NA,NA,NA,NA
117353,-3.50386,3.81714,-3.5757,NA,NA,-138.57,NA,NA,NA,NA,NA
117435,-4.55642,3.86804,-3.97051,NA,NA,NA,-223.341,NA,NA,NA,NA
117760,-4.05083,3.43832,-4.1243,NA,NA,-164.045,NA,NA,NA,NA,NA
117809,-3.77984,3.94977,-4.62279,NA,NA,-126.418,NA,NA,NA,NA,NA
118027,-4.00467,2.54414,-4.63075,NA,NA,NA,NA,-183.096,NA,NA,NA
118277,-1.88727,4.3856,-4.01942,NA,NA,NA,NA,NA,NA,-125.396,NA
118471,-2.88874,4.87594,-3.92732,NA,NA,NA,NA,-112.911,NA,NA,NA
118775,-2.62324,4.45205,-4.68134,NA,NA,-64.518,NA,NA,NA,NA,NA
118988,-2.54467,3.92895,-4.38956,NA,NA,-58.123,NA,NA,NA,NA,NA
119112,-2.42285,3.53146,-4.9292,NA,NA,NA,NA,-54.497,NA,NA,NA
119344,-1.29278,3.86872,-4.95629,NA,NA,-27.104,NA,NA,NA,NA,NA
119479,-2.24728,3.74921,-4.03535,NA,NA,-71.305,NA,NA,NA,NA,NA
119655,-1.15043,4.06312,-4.96466,NA,NA,-36.198,NA,NA,NA,NA,NA
119998,-2.10532,3.59761,-4.21672,NA,NA,NA,NA,NA,NA,-97.928,NA
120067,-2.12197,2.27002,-4.82797,NA,NA,NA,NA,NA,NA,-206.742,NA
120236,-3.65522,3.30469,-4.23275,NA,NA,NA,-129.425,NA,NA,NA,NA
120575,-4.09546,2.49863,-4.27431,NA,NA,-193.426,NA,NA,NA,NA,NA
120733,-4.32612,4.03753,-4.23701,NA,NA,-184.56,NA,NA,NA,NA,NA
