id,x0,x1,x2,fitness-5,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1.5,fitness-4,fitness-1,fitness-0.5
59273,2.21707,1.36683,-5,NA,NA,NA,-23.732,NA,NA,NA,NA,NA
59530,1.46247,2.89603,-4.29642,NA,NA,NA,NA,-42.188,NA,NA,NA,NA
59689,1.96997,2.23361,-3.79841,NA,NA,NA,-20.541,NA,NA,NA,NA,NA
59943,1.15065,2.95084,-4.06801,NA,NA,-49.873,NA,NA,NA,NA,NA,NA
60114,1.52517,2.33278,-3.90089,NA,NA,NA,-31.054,NA,NA,NA,NA,NA
60318,1.62936,1.10785,-3.41874,NA,NA,NA,NA,-46.214,NA,NA,NA,NA
60509,0.851658,1.65067,-3.76648,NA,NA,-37.724,NA,NA,NA,NA,NA,NA
60649,2.03388,1.43427,-5,NA,NA,NA,NA,NA,-34.916,NA,NA,NA
60816,2.13368,2.88992,-5,NA,NA,NA,NA,-57.561,NA,NA,NA,NA
61182,0.870338,2.12841,-5,NA,NA,-38.829,NA,NA,NA,NA,NA,NA
61209,2.10232,2.1002,-4.21724,NA,NA,NA,-16.99,NA,NA,NA,NA,NA
61418,2.01865,2.52907,-3.88285,NA,NA,-26.72,NA,NA,NA,NA,NA,NA
61615,2.26453,3.18213,-5,NA,NA,-66.397,NA,NA,NA,NA,NA,NA
61968,2.03329,1.30912,-3.48795,NA,NA,NA,-39.125,NA,NA,NA,NA,NA
62139,2.16111,2.03295,-3.85072,NA,NA,NA,-16.984,NA,NA,NA,NA,NA
62371,1.24237,1.57587,-3.44283,NA,NA,-33.952,NA,NA,NA,NA,NA,NA
62504,1.41394,1.96248,-3.96016,NA,NA,NA,-16.547,NA,NA,NA,NA,NA
62731,2.08176,2.26626,-3.91528,NA,NA,NA,NA,NA,-32.785,NA,NA,NA
62815,2.15738,2.11762,-4.99346,NA,NA,NA,NA,NA,-36.235,NA,NA,NA
63131,2.4031,1.67389,-3.49579,NA,NA,-33.211,NA,NA,NA,NA,NA,NA
63296,2.78814,2.50442,-5,NA,NA,NA,-54.511,NA,NA,NA,NA,NA
63480,2.31218,1.76322,-5,NA,NA,NA,-28.309,NA,NA,NA,NA,NA
63622,2.38393,1.84231,-5,NA,NA,NA,-30.047,NA,NA,NA,NA,NA
63890,1.79487,1.25167,-5,NA,NA,NA,NA,-26.476,NA,NA,NA,NA
64006,1.47231,1.88481,-5,NA,NA,NA,NA,-20.146,NA,NA,NA,NA
64228,0.70624,2.33118,-4.50414,NA,NA,-41.869,NA,NA,NA,NA,NA,NA
64576,0.478363,1.36134,-4.76089,NA,NA,NA,-60.41,NA,NA,NA,NA,NA
64636,1.54516,0.721978,-5,NA,NA,-66.166,NA,NA,NA,NA,NA,NA
64832,2.07221,0.683723,-4.11787,NA,NA,NA,NA,-62.984,NA,NA,NA,NA
65115,1.52378,2.02871,-4.92735,NA,NA,NA,-26.085,NA,NA,NA,NA,NA
65263,1.4754,2.05644,-5,NA,NA,-19.801,NA,NA,NA,NA,NA,NA
65555,1.44657,1.4769,-4.8085,NA,NA,-12.726,NA,NA,NA,NA,NA,NA
65666,1.10614,1.45123,-5,NA,NA,-34.092,NA,NA,NA,NA,NA,NA
65841,0.866913,2.40517,-4.44968,NA,NA,-35.687,NA,NA,NA,NA,NA,NA
66161,1.09324,1.34503,-4.12513,NA,NA,-22.624,NA,NA,NA,NA,NA,NA
66231,1.53485,1.89233,-5,NA,-44.382,NA,NA,NA,NA,NA,NA,NA
66566,2.14033,1.05586,-5,NA,NA,NA,-32.865,NA,NA,NA,NA,NA
66677,0.997815,1.79485,-4.42388,NA,NA,-21.06,NA,NA,NA,NA,NA,NA
66979,1.23525,0.79605,-5,NA,NA,NA,-67.204,NA,NA,NA,NA,NA
67129,1.68191,1.10048,-5,NA,NA,NA,-29.501,NA,NA,NA,NA,NA
67211,1.98482,1.18831,-4.66434,NA,NA,NA,NA,-21.128,NA,NA,NA,NA
67505,2.28762,0.651143,-3.85469,NA,-73.148,NA,NA,NA,NA,NA,NA,NA
67641,2.40258,1.32531,-4.51642,NA,NA,-16.89,NA,NA,NA,NA,NA,NA
67881,2.01545,2.11896,-4.89068,NA,NA,NA,NA,-20.804,NA,NA,NA,NA
68043,2.07255,1.74008,-5,NA,NA,NA,NA,NA,-31.238,NA,NA,NA
68286,1.87461,2.28916,-4.83763,NA,NA,NA,-25.543,NA,NA,NA,NA,NA
68520,1.88299,1.71168,-4.38797,NA,NA,-1.228,NA,NA,NA,NA,NA,NA
68663,1.50684,1.9409,-4.62497,NA,NA,NA,-19.918,NA,NA,NA,NA,NA
68857,1.33949,3.03148,-5,NA,NA,-56.693,NA,NA,NA,NA,NA,NA
69032,2.48584,2.14947,-3.72608,NA,NA,NA,NA,-32.238,NA,NA,NA,NA
69228,2.20665,1.58159,-4.89455,NA,NA,-15.791,NA,NA,NA,NA,NA,NA
69451,2.43314,2.41383,-4.9332,NA,NA,NA,NA,NA,NA,NA,-76.941,NA
69651,3.83436,0.881234,-5,NA,NA,-120.157,NA,NA,NA,NA,NA,NA
69838,1.34157,1.80157,-4.58177,NA,NA,-9.814,NA,NA,NA,NA,NA,NA
70052,1.83527,2.61296,-4.8632,NA,NA,NA,NA,NA,-41.972,NA,NA,NA
70331,1.31061,2.60674,-5,NA,NA,-37.646,NA,NA,NA,NA,NA,NA
70513,1.79789,1.97242,-5,NA,-35.865,NA,NA,NA,NA,NA,NA,NA
70721,2.11359,2.67952,-5,NA,-54.836,NA,NA,NA,NA,NA,NA,NA
70820,1.36593,2.61688,-4.38038,NA,NA,NA,-29.896,NA,NA,NA,NA,NA
71089,1.02774,2.50389,-4.07308,NA,NA,-34.614,NA,NA,NA,NA,NA,NA
71339,1.79891,2.07907,-3.81763,NA,NA,-14.605,NA,NA,NA,NA,NA,NA
71445,2.48032,0.913151,-4.61085,NA,NA,-40.166,NA,NA,NA,NA,NA,NA
71710,1.86169,1.30305,-5,NA,NA,-19.574,NA,NA,NA,NA,NA,NA
71889,1.19454,0.980101,-4.39278,NA,NA,NA,-42.898,NA,NA,NA,NA,NA
72035,1.34023,1.34453,-5,NA,NA,-25.308,NA,NA,NA,NA,NA,NA
72227,1.2089,1.78891,-5,NA,NA,NA,-27.183,NA,NA,NA,NA,NA
72580,2.10603,1.47665,-5,NA,NA,-19.224,NA,NA,NA,NA,NA,NA
72638,1.23404,1.78294,-5,NA,NA,-25.183,NA,NA,NA,NA,NA,NA
73000,1.20077,1.44918,-5,NA,NA,-28.904,NA,NA,NA,NA,NA,NA
73145,1.7807,0.988318,-5,NA,NA,-35.04,NA,NA,NA,NA,NA,NA
73215,2.07093,1.07909,-4.68077,NA,NA,-19.868,NA,NA,NA,NA,NA,NA
73412,2.16964,1.1926,-4.43816,NA,NA,-12.887,NA,NA,NA,NA,NA,NA
73700,1.60138,1.03248,-4.75861,NA,NA,NA,-25.036,NA,NA,NA,NA,NA
73890,1.7907,0.73979,-4.5397,NA,NA,-40.407,NA,NA,NA,NA,NA,NA
74177,1.27881,0.960307,-4.03061,NA,NA,-37.601,NA,NA,NA,NA,NA,NA
74241,0.96363,1.3706,-5,NA,NA,-41.973,NA,NA,NA,NA,NA,NA
74410,2.10756,1.93341,-4.88712,NA,NA,NA,-18.438,NA,NA,NA,NA,NA
74673,1.80818,2.35169,-5,NA,NA,NA,NA,-25.796,NA,NA,NA,NA
74879,2.11052,1.5313,-5,NA,-39.573,NA,NA,NA,NA,NA,NA,NA
75159,2.69598,1.53021,-5,NA,NA,-34.042,NA,NA,NA,NA,NA,NA
75252,2.17522,2.36529,-5,NA,NA,-27.862,NA,NA,NA,NA,NA,NA
75534,2.03547,1.47594,-5,NA,NA,NA,NA,-24.844,NA,NA,NA,NA
75753,2.72653,1.8941,-5,NA,NA,NA,NA,-37.528,NA,NA,NA,NA
75929,2.09247,2.22385,-4.82999,NA,NA,NA,-20.584,NA,NA,NA,NA,NA
76097,1.15925,2.57161,-4.97243,NA,NA,-39.618,NA,NA,NA,NA,NA,NA
76356,1.08684,2.5125,-4.85376,NA,NA,-36.982,NA,NA,NA,NA,NA,NA
76447,0.933747,2.72486,-4.82078,NA,NA,NA,NA,-53.526,NA,NA,NA,NA
76621,2.59065,1.87371,-3.79585,NA,NA,-28.137,NA,NA,NA,NA,NA,NA
76802,1.29861,2.15276,-4.1188,NA,NA,-15.427,NA,NA,NA,NA,NA,NA
77123,2.27878,1.85819,-3.98476,NA,NA,NA,-15.832,NA,NA,NA,NA,NA
77343,2.44332,1.05415,-3.87501,NA,NA,NA,NA,-35.908,NA,NA,NA,NA
77562,1.82955,1.55196,-5,NA,NA,NA,NA,-17.57,NA,NA,NA,NA
77712,1.01498,1.52295,-4.71114,NA,NA,NA,NA,-29.022,NA,NA,NA,NA
77947,1.92538,1.67377,-3.72665,NA,NA,-12.098,NA,NA,NA,NA,NA,NA
78111,1.61589,2.12719,-4.92722,NA,NA,NA,NA,-29.257,NA,NA,NA,NA
78327,1.75022,2.64468,-5,NA,NA,NA,NA,-40.545,NA,NA,NA,NA
78513,2.22706,1.89604,-4.20975,NA,NA,NA,-16.859,NA,NA,NA,NA,NA
78610,2.1147,1.95795,-3.66895,NA,NA,NA,NA,NA,-41.304,NA,NA,NA
78875,1.60856,2.07455,-4.11533,NA,NA,-8.571,NA,NA,NA,NA,NA,NA
79038,2.73835,1.94355,-4.53911,NA,NA,-28.249,NA,NA,NA,NA,NA,NA
79231,1.96942,1.87454,-5,NA,NA,NA,NA,NA,-41.494,NA,NA,NA
79556,1.77213,1.91463,-4.6657,NA,NA,NA,-8.164,NA,NA,NA,NA,NA
79786,2.06552,2.09209,-4.09388,NA,NA,NA,-15.498,NA,NA,NA,NA,NA
79942,1.91317,2.12622,-4.13934,NA,NA,NA,NA,-22.062,NA,NA,NA,NA
80073,1.65882,1.82867,-5,NA,NA,NA,NA,-22.178,NA,NA,NA,NA
80357,2.13917,2.13502,-5,NA,NA,NA,NA,NA,-47.602,NA,NA,NA
80473,2.04874,2.53354,-5,NA,NA,NA,NA,NA,-49.37,NA,NA,NA
80623,1.59776,1.11081,-4.53593,NA,NA,NA,NA,-29.609,NA,NA,NA,NA
80882,2.19815,1.10315,-4.07851,NA,NA,-18.284,NA,NA,NA,NA,NA,NA
81025,2.36188,1.98364,-5,NA,NA,-24.389,NA,NA,NA,NA,NA,NA
81262,1.31184,2.58309,-5,NA,NA,NA,NA,NA,-52.462,NA,NA,NA
81598,1.93756,1.73678,-5,NA,NA,NA,NA,-18.348,NA,NA,NA,NA
81742,2.77812,2.00749,-4.5966,NA,NA,NA,NA,-40.385,NA,NA,NA,NA
81940,2.23136,1.86706,-4.88023,NA,NA,NA,-20.184,NA,NA,NA,NA,NA
82035,1.2817,1.68763,-5,NA,NA,NA,NA,-31.994,NA,NA,NA,NA
82344,1.42423,2.00427,-3.50756,NA,NA,NA,NA,NA,-45.199,NA,NA,NA
82593,2.20355,2.3324,-4.21835,NA,NA,NA,NA,-20.916,NA,NA,NA,NA
82629,1.89603,1.36176,-4.77758,NA,NA,-11.096,NA,NA,NA,NA,NA,NA
82824,2.66611,1.79803,-4.00135,NA,NA,NA,NA,NA,-53.926,NA,NA,NA
83130,2.01758,1.14178,-4.78572,NA,NA,NA,NA,NA,-40.38,NA,NA,NA
83268,1.24569,1.67382,-4.83101,NA,NA,-17.043,NA,NA,NA,NA,NA,NA
83514,1.19512,0.836407,-4.49804,NA,-63.796,NA,NA,NA,NA,NA,NA,NA
83790,1.64787,1.70585,-4.21761,NA,NA,-2.273,NA,NA,NA,NA,NA,NA
83835,1.24452,1.97152,-4.10788,NA,NA,-13.772,NA,NA,NA,NA,NA,NA
84030,1.32513,2.49974,-5,NA,NA,NA,-42.659,NA,NA,NA,NA,NA
84221,1.84302,3.01524,-4.15782,NA,NA,-44.347,NA,NA,NA,NA,NA,NA
84437,1.40334,2.13308,-5,NA,NA,NA,NA,NA,-40.549,NA,NA,NA
84747,1.07069,1.11328,-5,NA,NA,NA,NA,-66.866,NA,NA,NA,NA
84930,1.68072,1.59418,-5,NA,-29.123,NA,NA,NA,NA,NA,NA,NA
85168,1.5408,1.49619,-5,NA,-32.755,NA,NA,NA,NA,NA,NA,NA
85321,1.12542,2.53532,-4.44865,NA,NA,NA,-37.186,NA,NA,NA,NA,NA
85454,1.15723,1.74309,-4.81459,NA,NA,NA,-24.677,NA,NA,NA,NA,NA
85645,1.95162,1.9498,-5,NA,-30.532,NA,NA,NA,NA,NA,NA,NA
85969,0.670374,2.29638,-4.5728,NA,NA,-42.2,NA,NA,NA,NA,NA,NA
86029,1.31053,3.38848,-4.414,NA,NA,NA,-73.524,NA,NA,NA,NA,NA
86244,1.95024,2.53751,-5,NA,NA,NA,NA,-40.876,NA,NA,NA,NA
86426,1.1252,2.24636,-5,NA,NA,NA,NA,NA,-55.058,NA,NA,NA
86607,2.44977,1.88751,-5,NA,NA,NA,NA,-28.59,NA,NA,NA,NA
86809,1.67574,2.01362,-4.76671,NA,NA,-10.817,NA,NA,NA,NA,NA,NA
87195,2.28875,1.81886,-4.27018,NA,NA,-10.327,NA,NA,NA,NA,NA,NA
87279,1.94866,2.43525,-3.60926,NA,NA,NA,NA,-32.595,NA,NA,NA,NA
87426,0.670503,2.07065,-4.32237,NA,NA,-37.801,NA,NA,NA,NA,NA,NA
87699,1.08384,1.51913,-4.17402,NA,NA,-20.064,NA,NA,NA,NA,NA,NA
87982,0.81898,1.72543,-4.41516,NA,NA,NA,NA,NA,-49.724,NA,NA,NA
88038,2.08747,1.79412,-4.71679,NA,NA,NA,NA,NA,NA,NA,NA,-90.56
88250,1.62445,1.75461,-5,NA,NA,NA,NA,NA,NA,NA,-55.793,NA
88471,2.04918,2.49227,-5,NA,NA,NA,NA,NA,-53.381,NA,NA,NA
88722,1.69318,2.18536,-5,NA,NA,NA,NA,-21.978,NA,NA,NA,NA
88994,1.94826,2.531,-4.12762,NA,NA,NA,NA,NA,-35.456,NA,NA,NA
89176,1.11701,1.53603,-4.99482,NA,NA,NA,-29.658,NA,NA,NA,NA,NA
89263,2.48943,1.50536,-5,NA,NA,NA,NA,-28.991,NA,NA,NA,NA
89533,2.03835,1.04481,-4.82985,NA,NA,NA,NA,-30.318,NA,NA,NA,NA
89614,0.974184,2.04605,-5,NA,NA,NA,-34.261,NA,NA,NA,NA,NA
89812,1.50442,1.09793,-4.87326,NA,NA,-28.463,NA,NA,NA,NA,NA,NA
90041,2.11667,1.63648,-5,NA,NA,NA,-21.01,NA,NA,NA,NA,NA
90370,1.94168,1.34708,-4.84228,NA,NA,NA,NA,-19.282,NA,NA,NA,NA
90496,1.58897,1.59238,-5,NA,NA,NA,-28.775,NA,NA,NA,NA,NA
90651,1.51353,1.36527,-5,NA,-36.186,NA,NA,NA,NA,NA,NA,NA
90984,2.48175,2.26348,-5,NA,NA,NA,-37.625,NA,NA,NA,NA,NA
91070,1.15429,1.65462,-5,NA,NA,NA,-35.255,NA,NA,NA,NA,NA
91280,1.77964,2.31553,-5,NA,NA,NA,-24.414,NA,NA,NA,NA,NA
91544,2.65709,2.1016,-5,NA,NA,NA,NA,-39.353,NA,NA,NA,NA
91650,1.78763,2.44749,-3.90046,NA,NA,-23.032,NA,NA,NA,NA,NA,NA
91947,2.13597,1.37036,-5,NA,NA,NA,NA,-26.357,NA,NA,NA,NA
92113,2.74466,1.58811,-5,NA,NA,NA,NA,-38.408,NA,NA,NA,NA
92249,2.70969,1.99427,-3.9439,NA,NA,-30.223,NA,NA,NA,NA,NA,NA
92410,1.43247,1.96085,-5,NA,NA,-20.122,NA,NA,NA,NA,NA,NA
92651,1.20752,2.32774,-5,NA,NA,NA,NA,NA,-55.717,NA,NA,NA
92861,0.960795,1.73802,-4.12708,NA,NA,NA,-27.906,NA,NA,NA,NA,NA
93138,1.37492,1.65948,-4.69,NA,NA,-9.848,NA,NA,NA,NA,NA,NA
93393,1.828,1.04149,-4.68893,NA,NA,NA,-27.377,NA,NA,NA,NA,NA
93597,2.18439,1.17633,-5,NA,-39.833,NA,NA,NA,NA,NA,NA,NA
93693,2.0295,1.42535,-4.10119,NA,NA,-5.196,NA,NA,NA,NA,NA,NA
93977,1.75777,1.51879,-4.58096,NA,NA,NA,-6.535,NA,NA,NA,NA,NA
94130,1.97845,2.37238,-5,NA,NA,NA,NA,-27.919,NA,NA,NA,NA
94341,1.03367,1.96303,-5,NA,NA,NA,-33.805,NA,NA,NA,NA,NA
94428,1.58418,1.37787,-4.83395,NA,NA,-14.201,NA,NA,NA,NA,NA,NA
94625,2.08315,2.10212,-5,NA,NA,NA,-28.32,NA,NA,NA,NA,NA
94996,1.39232,1.1136,-4.62034,NA,NA,-22.587,NA,NA,NA,NA,NA,NA
95067,2.72213,1.45785,-3.6877,NA,NA,-38.621,NA,NA,NA,NA,NA,NA
95342,1.69416,1.83838,-4.49205,NA,NA,NA,-12.428,NA,NA,NA,NA,NA
95512,1.84795,2.17114,-4.46296,NA,NA,-10.37,NA,NA,NA,NA,NA,NA
95623,1.91197,1.37222,-3.57662,NA,NA,-22.598,NA,NA,NA,NA,NA,NA
95868,1.32326,1.25544,-4.35536,NA,NA,NA,-17.402,NA,NA,NA,NA,NA
96196,1.4042,1.39968,-4.94641,NA,NA,NA,NA,-29.742,NA,NA,NA,NA
96246,1.41473,1.33435,-5,NA,NA,-25.031,NA,NA,NA,NA,NA,NA
96470,1.74894,1.05167,-5,NA,NA,-33.556,NA,NA,NA,NA,NA,NA
96645,2.00775,1.83443,-5,NA,NA,-16.875,NA,NA,NA,NA,NA,NA
96928,1.88155,1.06053,-4.11778,NA,NA,NA,-24.364,NA,NA,NA,NA,NA
97164,1.25221,0.792924,-4.80606,NA,NA,NA,-56.195,NA,NA,NA,NA,NA
97301,1.63121,1.56766,-4.71841,NA,NA,NA,NA,-8.974,NA,NA,NA,NA
97531,2.43243,1.37252,-4.78246,NA,NA,-22.448,NA,NA,NA,NA,NA,NA
97631,1.96922,1.90153,-5,NA,-30.342,NA,NA,NA,NA,NA,NA,NA
97823,2.88312,2.44049,-5,NA,NA,NA,-56.635,NA,NA,NA,NA,NA
98086,1.56146,2.43102,-5,NA,NA,NA,-35.185,NA,NA,NA,NA,NA
98281,1.86635,1.22781,-4.49032,NA,NA,-8.276,NA,NA,NA,NA,NA,NA
98464,2.10144,2.23073,-3.50425,NA,NA,-31.595,NA,NA,NA,NA,NA,NA
98788,1.47925,2.1856,-3.65326,NA,NA,NA,-25.892,NA,NA,NA,NA,NA
98938,2.58289,1.45001,-4.26445,NA,NA,-20.787,NA,NA,NA,NA,NA,NA
99141,2.01334,2.12945,-5,NA,NA,NA,NA,-23.216,NA,NA,NA,NA
99329,1.76505,2.47998,-5,NA,NA,NA,NA,-33.039,NA,NA,NA,NA
99498,0.690332,2.24035,-5,NA,NA,NA,NA,-52.67,NA,NA,NA,NA
99784,1.67795,1.16412,-3.37323,NA,NA,NA,-43.667,NA,NA,NA,NA,NA
99867,2.29472,1.05268,-3.50039,NA,NA,NA,-44.471,NA,NA,NA,NA,NA
100055,0.556947,1.70341,-3.54268,NA,NA,NA,NA,-69.757,NA,NA,NA,NA
100298,1.48443,1.81522,-4.45483,NA,NA,NA,-8.224,NA,NA,NA,NA,NA
100405,1.78396,1.9348,-4.5346,NA,NA,-5.745,NA,NA,NA,NA,NA,NA
100616,1.21968,1.93609,-3.58784,NA,NA,NA,-28.161,NA,NA,NA,NA,NA
100972,2.01268,1.06921,-4.4941,NA,NA,-18.428,NA,NA,NA,NA,NA,NA
101199,1.62075,1.06956,-4.96353,NA,NA,-30.115,NA,NA,NA,NA,NA,NA
101373,1.82002,1.86835,-4.48354,NA,NA,NA,-5.769,NA,NA,NA,NA,NA
101464,2.04544,1.68137,-5,NA,NA,NA,NA,-25.136,NA,NA,NA,NA
101712,1.86905,1.89451,-4.82496,NA,NA,-11.353,NA,NA,NA,NA,NA,NA
101816,1.98167,2.20402,-4.5433,NA,-27.779,NA,NA,NA,NA,NA,NA,NA
102098,1.86279,1.45837,-3.93491,NA,NA,-7.103,NA,NA,NA,NA,NA,NA
102397,1.86744,1.8674,-4.28459,NA,NA,NA,NA,NA,-21.933,NA,NA,NA
102435,1.12133,1.35772,-3.99656,NA,NA,NA,NA,-26.064,NA,NA,NA,NA
102651,1.12528,1.95555,-5,NA,NA,NA,NA,-33.711,NA,NA,NA,NA
102864,1.42869,2.31482,-4.64449,NA,NA,NA,NA,-23.968,NA,NA,NA,NA
103159,1.09079,2.21929,-3.8525,NA,NA,NA,NA,-32.18,NA,NA,NA,NA
103397,2.16421,2.2497,-3.85934,NA,NA,-20.885,NA,NA,NA,NA,NA,NA
103538,1.47495,1.95411,-4.78541,NA,NA,-12.53,NA,NA,NA,NA,NA,NA
103777,1.33097,1.40478,-4.98933,NA,NA,NA,-24.43,NA,NA,NA,NA,NA
103942,1.9044,2.48899,-5,NA,NA,NA,-38.997,NA,NA,NA,NA,NA
104086,2.12214,2.38707,-4.31413,NA,NA,-18.058,NA,NA,NA,NA,NA,NA
104279,2.91307,2.1652,-5,NA,NA,NA,-50.556,NA,NA,NA,NA,NA
104581,2.4436,1.33059,-5,NA,NA,NA,NA,-35.589,NA,NA,NA,NA
104723,2.35089,1.62127,-5,NA,NA,NA,NA,NA,-43.92,NA,NA,NA
104987,1.95068,1.19865,-5,NA,NA,-25.6,NA,NA,NA,NA,NA,NA
105137,1.4603,1.31491,-5,NA,NA,-23.238,NA,NA,NA,NA,NA,NA
105299,1.66294,0.948314,-5,NA,NA,NA,-44.47,NA,NA,NA,NA,NA
105492,1.0703,1.9954,-5,NA,NA,-31.563,NA,NA,NA,NA,NA,NA
105768,2.00803,1.52501,-5,NA,NA,NA,NA,-19.057,NA,NA,NA,NA
105976,1.29595,1.70711,-5,NA,NA,NA,NA,-25.101,NA,NA,NA,NA
106079,1.72426,1.70751,-3.75757,NA,NA,-11.11,NA,NA,NA,NA,NA,NA
106394,1.98227,1.37748,-5,NA,NA,-18.62,NA,NA,NA,NA,NA,NA
106593,1.45323,1.63367,-5,NA,NA,NA,NA,-21.547,NA,NA,NA,NA
106799,1.77249,1.79794,-4.75043,NA,NA,NA,NA,NA,-23.382,NA,NA,NA
106967,1.43032,1.56731,-5,NA,NA,-19.682,NA,NA,NA,NA,NA,NA
107006,2.49244,2.04734,-5,NA,NA,-28.125,NA,NA,NA,NA,NA,NA
107262,2.76366,2.27992,-5,NA,NA,NA,NA,-43.507,NA,NA,NA,NA
107564,1.33529,2.13086,-4.04206,NA,NA,NA,NA,-19.939,NA,NA,NA,NA
107675,1.98359,1.74112,-4.40002,NA,NA,-3.651,NA,NA,NA,NA,NA,NA
107890,2.01949,0.702778,-4.24129,NA,NA,NA,-50.506,NA,NA,NA,NA,NA
108055,2.47993,1.26197,-5,NA,NA,NA,NA,-37.227,NA,NA,NA,NA
108363,1.6003,1.52523,-3.33285,NA,NA,-32.553,NA,NA,NA,NA,NA,NA
108469,1.78336,1.13545,-4.08794,NA,NA,-12.824,NA,NA,NA,NA,NA,NA
108766,1.51046,1.18158,-4.05476,NA,NA,NA,NA,NA,-60.554,NA,NA,NA
108985,1.8513,1.73149,-3.99264,NA,NA,-5.348,NA,NA,NA,NA,NA,NA
109090,1.8932,2.14584,-4.36994,NA,NA,NA,-13.45,NA,NA,NA,NA,NA
109350,1.52025,2.28099,-5,NA,NA,NA,NA,-26.366,NA,NA,NA,NA
109503,1.51729,2.2636,-5,NA,NA,NA,NA,-26.156,NA,NA,NA,NA
109651,1.46509,2.26078,-5,NA,NA,NA,NA,-34.333,NA,NA,NA,NA
109882,1.85241,1.43454,-5,NA,NA,NA,NA,NA,-34.732,NA,NA,NA
110146,2.59195,1.88938,-4.67367,NA,NA,NA,NA,-30.468,NA,NA,NA,NA
110327,2.20644,1.32641,-3.85302,NA,NA,NA,-19.176,NA,NA,NA,NA,NA
110535,2.70014,1.76491,-4.185,NA,NA,-25.355,NA,NA,NA,NA,NA,NA
110741,1.41995,2.15643,-5,NA,-34.333,NA,NA,NA,NA,NA,NA,NA
110849,1.91799,2.4999,-4.95834,NA,NA,-28.006,NA,NA,NA,NA,NA,NA
111072,2.03268,1.48057,-5,NA,NA,NA,NA,-26.151,NA,NA,NA,NA
111387,1.38104,1.80472,-5,NA,NA,NA,NA,-22.907,NA,NA,NA,NA
111466,2.14664,1.12872,-5,NA,NA,NA,NA,NA,-45.053,NA,NA,NA
111728,2.28828,2.21601,-4.96959,NA,NA,-25.153,NA,NA,NA,NA,NA,NA
111966,2.78266,2.19014,-5,NA,NA,NA,-52.069,NA,NA,NA,NA,NA
112086,2.765,2.2057,-4.05821,NA,NA,NA,-39.822,NA,NA,NA,NA,NA
112297,1.58929,1.68342,-5,NA,NA,NA,-18.061,NA,NA,NA,NA,NA
112448,2.49335,2.45231,-5,NA,NA,NA,NA,-46.746,NA,NA,NA,NA
112764,1.49922,2.27439,-5,NA,NA,NA,NA,-33.181,NA,NA,NA,NA
112889,1.10893,1.42628,-5,NA,NA,NA,-40.158,NA,NA,NA,NA,NA
113137,1.85319,2.2704,-4.46612,NA,NA,NA,NA,-18.229,NA,NA,NA,NA
113373,2.06057,2.49316,-4.74025,NA,NA,NA,-26.087,NA,NA,NA,NA,NA
113456,1.52535,1.65205,-4.18614,NA,NA,NA,-9.154,NA,NA,NA,NA,NA
113641,2.51459,1.24675,-4.34743,NA,NA,-22.959,NA,NA,NA,NA,NA,NA
113922,1.75639,1.50138,-4.21084,NA,NA,-0.762,NA,NA,NA,NA,NA,NA
114154,1.69147,2.7773,-3.39736,NA,NA,NA,NA,-57.555,NA,NA,NA,NA
114292,3.18982,1.76678,-4.41304,NA,NA,-48.544,NA,NA,NA,NA,NA,NA
114452,2.10128,1.45712,-5,NA,NA,-19.045,NA,NA,NA,NA,NA,NA
114683,1.14291,1.82521,-4.74609,NA,NA,-20.871,NA,NA,NA,NA,NA,NA
114803,2.15976,1.03743,-4.84085,NA,NA,NA,-26.853,NA,NA,NA,NA,NA
115121,1.97886,1.00722,-5,NA,NA,-32.537,NA,NA,NA,NA,NA,NA
115326,1.67145,1.98539,-4.39401,NA,NA,NA,NA,-10.116,NA,NA,NA,NA
115424,2.29576,1.92182,-4.76079,NA,NA,-15.067,NA,NA,NA,NA,NA,NA
115687,2.14636,1.90172,-5,NA,NA,NA,NA,-19.733,NA,NA,NA,NA
115936,1.71041,1.13866,-5,NA,NA,NA,NA,-33.082,NA,NA,NA,NA
116006,2.13927,0.809593,-4.77257,NA,NA,-38.469,NA,NA,NA,NA,NA,NA
116395,1.63004,1.65784,-4.29087,NA,NA,-0.744,NA,NA,NA,NA,NA,NA
116515,2.53097,2.07403,-4.87151,NA,NA,-26.978,NA,NA,NA,NA,NA,NA
116737,1.372,1.07366,-5,NA,NA,NA,NA,-41.396,NA,NA,NA,NA
116812,2.47819,1.22818,-5,NA,NA,-33.164,NA,NA,NA,NA,NA,NA
117150,2.50257,2.01373,-3.71969,NA,NA,-28.705,NA,NA,NA,NA,NA,NA
117347,1.80638,1.54171,-3.82066,NA,NA,NA,-18.888,NA,NA,NA,NA,NA
117566,1.37188,1.22601,-3.88689,NA,NA,-20.295,NA,NA,NA,NA,NA,NA
117787,2.28597,1.79491,-3.72456,NA,NA,NA,-26.672,NA,NA,NA,NA,NA
117957,1.82323,1.65063,-4.50489,NA,NA,NA,-3.864,NA,NA,NA,NA,NA
118069,2.49821,2.17337,-4.8445,NA,NA,NA,NA,-27.964,NA,NA,NA,NA
118239,2.49603,1.74752,-5,NA,NA,NA,NA,-28.304,NA,NA,NA,NA
118543,2.08012,1.18958,-5,NA,NA,-26.338,NA,NA,NA,NA,NA,NA
118617,1.78944,1.37016,-4.87501,NA,NA,NA,NA,-28.025,NA,NA,NA,NA
