id,x0,x1,x2,fitness7.5,fitness8.5,fitness7,fitness9.5,fitness10,fitness9,fitness8,fitness6.5,fitness5.5,fitness4.5,fitness4,fitness3.5,fitness3,fitness5,fitness6,fitness2.5,fitness1.5,fitness2,fitness1,fitness0.5
34732,8.7236,8.77977,2.46612,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34901,8.47334,9.61245,2.34707,NA,NA,NA,NA,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35167,8.40102,8.54541,2.58134,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35279,7.89766,8.61236,2.29453,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35572,7.98807,10.1488,4.06274,NA,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35649,7.77464,9.00786,3.18047,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35838,8.45646,8.1431,4.40639,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36073,7.54063,7.60822,4.14762,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36348,6.71399,8.5681,4.74233,NA,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36407,4.55765,7.86209,6.03726,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36789,3.81584,7.7763,7.05013,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36858,4.13276,8.00055,7.83602,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37005,4.73738,9.287,6.16194,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37204,6.93791,8.89043,5.82647,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37495,7.75509,8.94267,5.88661,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37651,8.32021,9.36648,7.55004,NA,NA,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37992,7.39393,9.64184,7.69736,NA,NA,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38183,7.48873,9.90788,7.82572,NA,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38222,6.96876,9.74004,9.15471,NA,NA,NA,NA,NA,NA,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38498,7.44628,7.56704,8.58785,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38653,6.76822,6.5595,9.82465,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38913,6.24941,6.56007,8.12879,NA,NA,NA,NA,NA,NA,NA,-0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39168,4.22167,7.44288,8.14173,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39368,4.52907,7.94882,7.93788,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39464,6.39131,8.38501,7.27653,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39694,6.27322,9.28237,7.38013,NA,NA,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39855,6.18702,7.83635,6.86861,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40176,6.56028,8.03058,6.84416,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40351,4.12807,7.53911,5.22198,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40476,5.11195,6.90609,4.83095,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40624,3.66463,7.15816,4.92269,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40867,4.28913,5.92334,4.69957,NA,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41177,5.85101,7.55193,4.4529,NA,NA,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41335,4.85922,7.27159,6.18268,NA,NA,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41556,5.25359,8.31978,7.72389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA
41693,5.44004,8.36049,8.03558,NA,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41849,5.23759,7.32153,8.31312,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42112,5.53418,7.66433,7.44908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA
42299,4.92803,8.34161,7.99876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA
42451,5.30506,6.88001,8.10702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA
42768,4.77708,8.49232,7.93069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42854,3.05342,7.88461,8.0339,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43092,2.52548,7.39031,8.01513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA
43204,1.5859,8.94649,8.43757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA
43408,0.862823,8.27969,7.86643,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43610,1.79351,7.84709,7.97907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA
43965,0.551719,6.77194,8.88727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336,NA,NA,NA,NA
44073,0.463512,8.05406,7.73024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,NA,NA,NA,NA
44254,0.609165,8.55083,7.35862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647,NA,NA,NA
44466,0.675169,7.43917,6.61056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA
44625,1.33871,7.9461,5.19409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA
44925,1.82094,6.68914,8.46307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271,NA,NA,NA
45191,3.66738,7.42763,9.36521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482,NA,NA
45312,4.2338,7.63286,8.66666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA
45444,4.30761,7.0261,8.27459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA
45642,4.26199,7.06829,8.96026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662,NA
45969,4.1883,6.93785,8.80644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672,NA
46033,3.19228,7.04276,9.45532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,NA
46397,2.27979,8.21293,8.98698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674
46451,1.95196,8.11418,7.85928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637
46610,1.90687,7.60762,8.33701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA
46829,1.40205,6.59563,7.22335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,NA,NA
47111,1.20094,7.57222,6.76808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA
47396,2.10218,7.26143,7.14198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA
47470,1.5866,9.42207,7.34816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058
47669,2.60425,9.78928,7.09575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158
47898,2.23481,9.19809,8.47657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA
48052,4.44226,9.30383,8.11042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,NA,NA,NA
48330,5.53851,9.06018,8.05711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215,NA,NA
48573,4.56139,8.33148,7.77586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA
48777,4.02619,7.99069,8.71477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653
48938,4.32519,9.72101,7.12011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA
49090,4.14874,9.36161,7.2293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA
49360,4.83666,8.42404,7.79635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638,NA,NA
49471,6.32973,7.9963,8.95316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA
49690,5.53392,8.24748,9.20215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,NA,NA
49920,6.9435,7.55299,7.83679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,NA,NA,NA
50124,6.98,8.71891,7.30227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.627,NA,NA
50296,7.51356,8.24275,7.81588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA
50520,7.21788,7.46327,7.54089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867,NA,NA
50601,6.64845,8.58574,8.18778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA
50878,8.28409,9.58181,7.81245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA
51091,7.65101,9.31024,8.13161,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51333,7.37585,9.50258,7.62746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
51452,6.09118,10.2096,7.77305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254,NA,NA,NA,NA,NA,NA
51705,6.86717,9.79037,7.78058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
51931,7.80808,8.58305,8.60711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
52197,7.65571,8.59193,9.63487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
52308,8.23552,7.95134,8.72838,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52532,8.29107,8.63822,8.08635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,NA,NA,NA,NA,NA,NA
52698,7.18483,8.01428,7.19446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,NA,NA,NA,NA,NA,NA,NA
52815,8.03954,8.16638,7.03275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA
53034,8.34314,9.07294,7.97431,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53219,8.26466,6.51695,8.33207,NA,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53520,8.09545,6.9202,7.65834,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53760,7.65052,6.98404,8.21005,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53827,6.73742,9.01772,8.04944,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54112,7.09065,8.26129,8.71276,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54374,7.88829,7.13394,8.39406,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54522,8.28299,6.6879,6.98017,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54711,7.41446,7.49112,6.86808,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54936,8.33359,7.39798,7.19095,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55113,7.38953,8.1905,8.59714,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55218,7.32238,9.55674,7.32168,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55600,7.47271,8.20483,6.79005,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55666,7.50322,7.81137,8.52475,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55922,8.78343,8.03563,8.40084,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56146,8.99507,7.2605,8.52238,NA,NA,NA,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56235,9.61258,7.59643,8.41511,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56596,8.5756,8.03361,8.42635,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56661,7.98393,7.40142,7.99851,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56942,7.35253,7.03015,8.27628,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57196,7.66634,5.84685,9.1288,NA,NA,NA,-0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57254,7.62199,7.76524,10.1881,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57519,8.44167,8.4459,9.19245,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57744,7.74867,9.42504,8.97613,NA,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57891,7.66932,8.65405,8.22346,NA,NA,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58077,7.98361,9.66028,8.71927,NA,NA,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58365,8.27093,9.39127,8.43556,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58507,7.62019,9.05849,7.86147,NA,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58732,8.80005,9.26658,8.36068,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58802,8.33035,8.07971,9.54394,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59067,7.32319,6.64821,8.18207,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59220,7.53223,7.17224,7.96267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA
59538,6.75496,6.71319,8.60736,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59670,6.57075,7.61059,7.37506,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59851,6.79296,8.15711,6.81822,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60096,7.32951,8.46578,7.59667,NA,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60307,7.98186,8.01374,6.75177,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60561,7.9276,6.90612,5.90709,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60667,7.87698,7.68714,6.42338,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60896,6.35114,7.95828,5.82803,NA,NA,NA,-0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61179,7.97201,8.38813,7.4675,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61245,7.15711,10.2238,8.84856,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61485,8.0754,8.88793,7.72598,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61613,8.11482,8.83797,8.30344,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61904,7.13267,7.4346,8.40137,NA,NA,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62033,7.82704,6.02784,8.2832,NA,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62394,8.49464,7.28651,9.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA,NA
62426,8.21044,6.11899,8.38445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,NA,NA,NA,NA,NA,NA,NA
62708,8.45365,7.42698,9.16519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA
62922,7.78164,7.62425,9.16269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA
63056,6.69304,7.39777,9.66886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA
63386,7.06966,8.10428,8.2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA
63414,8.00738,7.49686,8.86057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA
63624,7.88269,7.47512,7.93607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA,NA
63867,9.27454,8.61426,7.29386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301,NA
64157,8.47914,9.17218,7.37646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194
64400,7.24319,9.33323,7.56591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,NA,NA
64436,6.30091,9.13698,9.00159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA
64632,6.95907,9.85842,7.70899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA
64819,6.56851,8.95536,7.77354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133,NA
65071,7.95172,8.29252,5.96112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452
65363,7.48181,7.00814,7.20759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
65415,8.05425,7.49642,7.94937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931
65652,7.27417,5.34847,7.90524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,NA
65916,6.05277,3.38205,8.68481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA
66072,8.09753,1.55083,8.65818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
66276,8.08068,1.59808,8.22413,NA,NA,NA,NA,NA,NA,NA,NA,-0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66413,7.82888,1.85293,8.58805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA
66776,7.7815,2.3487,6.78972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA
66915,8.59021,1.04496,8.4543,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67062,8.24542,2.03681,8.44902,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67333,8.79169,0.671138,8.32156,NA,NA,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67549,7.15217,1.40663,9.5039,NA,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67743,7.46505,2.15569,8.79233,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67950,7.20253,1.12585,8.54833,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68135,7.81841,2.18242,7.41254,NA,NA,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68340,7.29752,0.542183,7.52174,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68523,6.71392,0.57288,7.23284,NA,NA,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68624,5.64912,0.554203,8.7373,NA,NA,NA,NA,NA,-0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68826,6.29726,2.05629,8.04501,NA,NA,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69010,7.86537,2.99958,7.82228,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69366,7.47726,3.03315,7.47154,NA,NA,NA,NA,NA,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69517,7.46932,2.08082,6.93742,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
