id,x0,x1,x2,fitness-4,fitness-3.5,fitness-4.5,fitness-2.5,fitness-0.5,fitness-1,fitness1,fitness3.5,fitness5,fitness4,fitness4.5,fitness3
52235,0.0249655,5,4.07768,NA,NA,NA,NA,NA,NA,NA,NA,1148.883,NA,NA,NA
52529,-1.01081,5,3.89373,NA,NA,NA,NA,NA,NA,NA,NA,1660.524,NA,NA,NA
52686,-2.15438,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3645.833,NA,NA,NA
52818,-0.788543,5,4.78372,NA,NA,NA,NA,NA,NA,NA,NA,20684.114,NA,NA,NA
53069,-0.64655,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9680.148,NA,NA,NA
53237,-0.642395,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9508.311,NA,NA,NA
53423,-0.81028,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13042.663,NA,NA,NA
53598,-0.789007,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13038.264,NA,NA,NA
53944,-0.995448,4.78464,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5546.157,NA
54110,-0.645962,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9656.032,NA,NA,NA
54274,-0.818294,4.73358,4.85643,NA,NA,NA,NA,NA,NA,NA,NA,18970.422,NA,NA,NA
54429,-1.38677,4.1694,5,NA,NA,NA,NA,NA,NA,NA,NA,5885.135,NA,NA,NA
54676,0.492813,4.69842,5,NA,NA,NA,NA,NA,NA,NA,NA,2171.843,NA,NA,NA
54822,-0.6942,4.79531,5,NA,NA,NA,NA,NA,NA,NA,NA,14457.793,NA,NA,NA
55040,-0.772097,5,5,NA,NA,NA,NA,NA,NA,NA,NA,16270.944,NA,NA,NA
55384,-0.775441,4.93309,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18078.042,NA
55489,-1.85919,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3259.925,NA,NA,NA
55628,-0.636227,4.97405,5,NA,NA,NA,NA,NA,NA,NA,NA,10252.713,NA,NA,NA
55954,-0.632624,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9091.507,NA,NA,NA
56128,-0.21017,4.3719,4.79579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5611.191,NA
56198,-0.585863,5,4.79037,NA,NA,NA,NA,NA,NA,NA,NA,8670.839,NA,NA,NA
56496,-0.830394,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12917.95,NA,NA,NA
56671,-0.720733,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12104.773,NA,NA,NA
56844,-1.2461,5,4.33992,NA,NA,NA,NA,NA,NA,NA,NA,4164.933,NA,NA,NA
57173,-0.767291,5,4.65247,NA,NA,NA,NA,NA,NA,NA,NA,9507.639,NA,NA,NA
57280,-1.03984,5,4.82858,NA,NA,NA,NA,NA,NA,NA,NA,6676.143,NA,NA,NA
57570,-1.51531,4.90591,4.35246,NA,NA,NA,NA,NA,NA,NA,NA,7698.062,NA,NA,NA
57767,-0.930983,5,2.84082,NA,NA,NA,NA,NA,NA,NA,NA,2669.125,NA,NA,NA
57929,-0.0739876,4.73351,4.35206,NA,NA,NA,NA,NA,NA,NA,NA,4784.934,NA,NA,NA
58027,-2.62793,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036.481,NA,NA
58306,-2.11866,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4406.065,NA,NA,NA
58438,0.293829,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3327.749,NA,NA,NA
58767,0.434476,4.70966,5,NA,NA,NA,NA,NA,NA,NA,NA,2710.029,NA,NA,NA
58913,-0.618877,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8476.864,NA,NA,NA
59035,-1.04389,4.80203,4.97206,NA,NA,NA,NA,NA,NA,NA,NA,6903.868,NA,NA,NA
59362,-0.80104,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13057.928,NA,NA,NA
59494,-0.9912,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7754.322,NA,NA,NA
59780,-0.549716,4.7531,4.83437,NA,NA,NA,NA,NA,NA,NA,NA,7691.894,NA,NA,NA
59939,-0.0720575,5,4.21873,NA,NA,NA,NA,NA,NA,NA,NA,3646.965,NA,NA,NA
60017,-0.875699,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10342.398,NA
60237,-0.613562,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10966.52,NA,NA,NA
60461,-0.493931,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1992.167,NA,NA,NA
60759,-0.663998,5,4.89257,NA,NA,NA,NA,NA,NA,NA,NA,13609.041,NA,NA,NA
60824,-0.631673,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9050.021,NA,NA,NA
61144,-0.792746,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13049.151,NA,NA,NA
61369,-0.795515,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13054.441,NA,NA,NA
61444,-0.602534,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10086.039,NA,NA,NA
61787,0.333084,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3462.702,NA,NA,NA
61891,-0.809247,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13045.683,NA,NA,NA
62145,-0.700783,5,4.7279,NA,NA,NA,NA,NA,NA,NA,NA,15209.944,NA,NA,NA
62356,-0.683363,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11046.066,NA,NA,NA
62406,-1.38399,4.34861,5,NA,NA,NA,NA,NA,NA,NA,NA,6638.408,NA,NA,NA
62787,-0.977435,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9670.993,NA,NA,NA
62853,-1.9511,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5223.94,NA,NA,NA
63074,-1.53537,4.9752,4.95474,NA,NA,NA,NA,NA,NA,NA,NA,NA,6503.316,NA,NA
63320,-2.19536,5,4.90303,NA,NA,NA,NA,NA,NA,NA,NA,3415.162,NA,NA,NA
63473,-2.14741,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3805.046,NA,NA,NA
63675,-1.91484,4.96649,5,NA,NA,NA,NA,NA,NA,NA,NA,5291.644,NA,NA,NA
63851,-0.996465,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7480.866,NA,NA,NA
64128,-0.695055,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11415.308,NA,NA,NA
64349,-0.934689,5,4.83197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14015.495,NA
64586,-0.750127,4.95225,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11062.804,NA
64596,-0.613349,4.95878,5,NA,NA,NA,NA,NA,NA,NA,NA,9563.75,NA,NA,NA
64980,-0.818406,5,4.76346,NA,NA,NA,NA,NA,NA,NA,NA,15498.34,NA,NA,NA
65085,-0.822364,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12982.772,NA,NA,NA
65297,-1.35598,4.68162,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4486.454,NA
65586,-1.90268,4.77375,5,NA,NA,NA,NA,NA,NA,NA,NA,5370.762,NA,NA,NA
65737,-2.19128,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2735.116,NA,NA,NA
65886,-1.36936,4.35828,5,NA,NA,NA,NA,NA,NA,NA,NA,8254.574,NA,NA,NA
66192,-1.50923,5,4.44228,NA,NA,NA,NA,NA,NA,NA,NA,4264.529,NA,NA,NA
66233,-0.568347,5,3.77582,NA,NA,NA,NA,NA,NA,NA,NA,2225.029,NA,NA,NA
66452,-0.982189,4.94319,5,NA,NA,NA,NA,NA,NA,NA,NA,9947.116,NA,NA,NA
66704,-0.794759,4.73174,5,NA,NA,NA,NA,NA,NA,NA,NA,18349.849,NA,NA,NA
66863,-2.13594,4.81635,4.97492,NA,NA,NA,NA,NA,NA,NA,NA,7756.761,NA,NA,NA
67141,-0.521686,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3497.79,NA,NA,NA
67240,-0.958473,4.6277,5,NA,NA,NA,NA,NA,NA,NA,NA,5699.695,NA,NA,NA
67416,-1.9666,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6700.905,NA,NA,NA
67778,-0.882781,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9576.784,NA
67899,-0.618743,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8470.721,NA,NA,NA
68051,-0.930608,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6603.694,NA
68327,-0.971136,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8748.458,NA,NA,NA
68515,-0.811773,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13037.715,NA,NA,NA
68706,0.360053,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4420.665,NA,NA,NA
68823,-0.654144,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9985.474,NA,NA,NA
69091,-0.862806,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12454.862,NA,NA,NA
69332,-1.97016,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5410.521,NA,NA,NA
69489,-0.752322,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12706.357,NA,NA,NA
69645,-0.742967,5,4.59276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4942.289,NA
69889,-0.910962,4.72456,5,NA,NA,NA,NA,NA,NA,NA,NA,11867.8,NA,NA,NA
70065,-0.868134,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12348.25,NA,NA,NA
70350,-0.998291,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8911.909,NA,NA,NA
70461,-1.19937,4.84243,4.37931,NA,NA,NA,NA,NA,NA,NA,NA,3132.566,NA,NA,NA
70711,-1.43574,4.92667,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8491.325,NA,NA
70809,-0.711956,5,3.94059,NA,NA,NA,NA,NA,NA,NA,NA,2194.026,NA,NA,NA
71138,-0.758475,5,4.7729,NA,NA,NA,NA,NA,NA,NA,NA,15572.522,NA,NA,NA
71332,-0.906928,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11322.352,NA,NA,NA
71545,-0.986827,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7977.616,NA,NA,NA
71745,-0.674022,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10727.707,NA,NA,NA
71916,-1.50365,5,4.07459,NA,NA,NA,NA,NA,NA,NA,NA,3609.156,NA,NA,NA
72031,-0.819774,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12999.42,NA,NA,NA
72394,-0.594609,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7321.282,NA,NA,NA
72417,-1.89968,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4336.193,NA,NA,NA
72754,-0.811942,5,4.6414,NA,NA,NA,NA,NA,NA,NA,NA,8885.176,NA,NA,NA
72983,0.323697,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3453.703,NA,NA,NA
73127,-0.763224,5,4.87942,NA,NA,NA,NA,NA,NA,NA,NA,17028.053,NA,NA,NA
73326,-0.711726,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12494.355,NA,NA,NA
73520,-1.33718,4.69132,4.20135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6190.765,NA
73760,-0.67238,5,4.80008,NA,NA,NA,NA,NA,NA,NA,NA,13641.812,NA,NA,NA
73796,-0.615935,5,4.98926,NA,NA,NA,NA,NA,NA,NA,NA,8736.439,NA,NA,NA
74075,-0.983485,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8145.848,NA,NA,NA
74358,-1.06243,4.95987,5,NA,NA,NA,NA,NA,NA,NA,NA,5728.753,NA,NA,NA
74559,-0.949372,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12972.21,NA,NA,NA
74760,-0.820103,5,5,NA,NA,NA,NA,NA,NA,NA,NA,17320.355,NA,NA,NA
74951,-0.66186,5,4.79056,NA,NA,NA,NA,NA,NA,NA,NA,12953.472,NA,NA,NA
75156,-0.731263,5,4.75526,NA,NA,NA,NA,NA,NA,NA,NA,14396.42,NA,NA,NA
75338,-2.03823,4.78007,5,NA,NA,NA,NA,NA,NA,NA,NA,6743.005,NA,NA,NA
75462,-2.15508,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3629.584,NA,NA,NA
75703,-0.773195,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12944.939,NA,NA,NA
75828,0.280584,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3224.103,NA,NA,NA
76122,-0.548997,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4969.684,NA,NA,NA
76383,-0.71555,4.8625,5,NA,NA,NA,NA,NA,NA,NA,NA,15965.637,NA,NA,NA
76441,-2.24875,5,3.71483,NA,NA,NA,NA,NA,NA,NA,NA,408.92,NA,NA,NA
76730,-0.621814,5,2.81952,NA,NA,NA,NA,NA,NA,NA,NA,2293.839,NA,NA,NA
76824,-1.41693,5,3.25761,NA,NA,NA,NA,NA,NA,NA,NA,5047.91,NA,NA,NA
77075,-0.987483,5,3.82238,NA,NA,NA,NA,NA,NA,NA,NA,2781.841,NA,NA,NA
77325,-0.667195,4.94207,5,NA,NA,NA,NA,NA,NA,NA,NA,12732.747,NA,NA,NA
77587,-0.264725,4.9895,4.26259,NA,NA,NA,NA,NA,NA,NA,NA,5104.054,NA,NA,NA
77719,-0.599057,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7539.132,NA,NA,NA
77855,-1.07235,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3105.824,NA,NA,NA
78079,-0.633061,4.85163,5,NA,NA,NA,NA,NA,NA,NA,NA,12138.683,NA,NA,NA
78206,-0.863905,4.84128,4.75389,NA,NA,NA,NA,NA,NA,NA,NA,25208.594,NA,NA,NA
78505,-0.68409,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11069.987,NA,NA,NA
78680,-1.87854,4.9046,4.57114,NA,NA,NA,NA,NA,NA,NA,NA,1529.403,NA,NA,NA
78833,-0.923855,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10743.392,NA,NA,NA
79190,-2.09196,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4869.186,NA,NA,NA
79255,-2.0069,3.73425,5,NA,NA,NA,NA,NA,NA,NA,NA,1996.648,NA,NA,NA
79472,-0.623997,5,4.69299,NA,NA,NA,NA,NA,NA,NA,NA,8097.215,NA,NA,NA
79777,-0.840503,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12808.024,NA,NA,NA
79967,-0.91957,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10897.141,NA,NA,NA
80038,-0.90699,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13389.639,NA,NA,NA
80211,-1.94686,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5171.881,NA,NA,NA
80477,-0.829592,5,4.93289,NA,NA,NA,NA,NA,NA,NA,NA,16015.22,NA,NA,NA
80692,-0.714619,5,4.61645,NA,NA,NA,NA,NA,NA,NA,NA,6594.131,NA,NA,NA
80834,-0.81403,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13028.922,NA,NA,NA
81148,-2.03551,4.88369,4.92731,NA,NA,NA,NA,NA,NA,NA,NA,11981.54,NA,NA,NA
81301,-2.13244,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4129.929,NA,NA,NA
81551,-1.8983,4.78525,5,NA,NA,NA,NA,NA,NA,NA,NA,5371.95,NA,NA,NA
81650,-1.91643,5,4.80894,NA,NA,NA,NA,NA,NA,NA,NA,6062.755,NA,NA,NA
81951,-2.17448,5,4.83576,NA,NA,NA,NA,NA,NA,NA,NA,4189.611,NA,NA,NA
82097,-2.12144,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4352.254,NA,NA,NA
82296,-1.34458,4.35933,5,NA,NA,NA,NA,NA,NA,NA,NA,5903.982,NA,NA,NA
82406,-1.84117,4.80682,4.93716,NA,NA,NA,NA,NA,NA,NA,NA,4252.156,NA,NA,NA
82672,-1.40704,4.28783,4.75626,NA,NA,NA,NA,NA,NA,NA,NA,8603.691,NA,NA,NA
82974,-0.904276,4.85176,4.89911,NA,NA,NA,NA,NA,NA,NA,NA,19829.621,NA,NA,NA
83154,-0.611124,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753.197,NA
83374,-0.776539,4.72304,4.95286,NA,NA,NA,NA,NA,NA,NA,NA,19310.323,NA,NA,NA
83497,-0.704614,4.67007,5,NA,NA,NA,NA,NA,NA,NA,NA,9632.124,NA,NA,NA
83724,-0.939081,4.94893,4.90107,NA,NA,NA,NA,NA,NA,NA,NA,19668.697,NA,NA,NA
83942,-0.867491,4.85363,5,NA,NA,NA,NA,NA,NA,NA,NA,16474.773,NA,NA,NA
84042,-1.04085,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5003.116,NA,NA,NA
84277,-0.751064,4.86828,5,NA,NA,NA,NA,NA,NA,NA,NA,16891.641,NA,NA,NA
84554,-0.866865,4.95289,5,NA,NA,NA,NA,NA,NA,NA,NA,14631.929,NA,NA,NA
84753,-1.03894,4.74548,4.70542,NA,NA,NA,NA,NA,NA,NA,NA,5712.151,NA,NA,NA
84976,-0.713242,5,4.78224,NA,NA,NA,NA,NA,NA,NA,NA,14793.334,NA,NA,NA
85148,-0.853878,4.77791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8871.985,NA
85319,-0.777255,4.62881,4.66105,NA,NA,NA,NA,NA,NA,NA,NA,6240.237,NA,NA,NA
85518,-0.980958,4.74396,5,NA,NA,NA,NA,NA,NA,NA,NA,9350.012,NA,NA,NA
85622,-0.843848,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12764.725,NA,NA,NA
85877,-0.797084,4.86334,5,NA,NA,NA,NA,NA,NA,NA,NA,17398.972,NA,NA,NA
86165,-0.67609,4.95512,5,NA,NA,NA,NA,NA,NA,NA,NA,12693.432,NA,NA,NA
86300,-1.06605,4.87845,4.89614,NA,NA,NA,NA,NA,NA,NA,NA,6059.881,NA,NA,NA
86431,-0.877832,4.70893,4.83116,NA,NA,NA,NA,NA,NA,NA,NA,21129.586,NA,NA,NA
86743,-0.913063,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11121.361,NA,NA,NA
86874,-0.582215,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6701.784,NA,NA,NA
87159,-0.714946,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11964.514,NA,NA,NA
87333,-1.96796,5,4.61538,NA,NA,NA,NA,NA,NA,NA,NA,2943.767,NA,NA,NA
87417,-1.05714,5,4.85229,NA,NA,NA,NA,NA,NA,NA,NA,5373.306,NA,NA,NA
87767,-0.222769,5,4.24638,NA,NA,NA,NA,NA,NA,NA,NA,4765.487,NA,NA,NA
87905,-0.923578,5,4.70773,NA,NA,NA,NA,NA,NA,NA,NA,10679.839,NA,NA,NA
88064,-0.708612,3.81277,5,NA,NA,NA,NA,NA,NA,NA,NA,4220.045,NA,NA,NA
88301,-0.722111,5,5,NA,NA,NA,NA,NA,NA,NA,NA,16097.273,NA,NA,NA
88397,-0.833107,5,4.93363,NA,NA,NA,NA,NA,NA,NA,NA,21210.573,NA,NA,NA
88749,-0.689192,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11234.304,NA,NA,NA
88879,0.327744,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3459.359,NA,NA,NA
89012,-0.24154,5,4.42101,NA,NA,NA,NA,NA,NA,NA,NA,3145.025,NA,NA,NA
89310,-0.736165,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12433.929,NA,NA,NA
89516,-0.667035,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10476.58,NA,NA,NA
89649,-0.760136,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12810.849,NA,NA,NA
89914,-0.977766,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8428.72,NA,NA,NA
90177,-1.04729,4.93,5,NA,NA,NA,NA,NA,NA,NA,NA,5760.384,NA,NA,NA
90282,-0.920689,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10857.454,NA,NA,NA
90440,-0.585559,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6870.638,NA,NA,NA
90607,-1.01625,5,4.89591,NA,NA,NA,NA,NA,NA,NA,NA,8392.96,NA,NA,NA
90845,-0.61776,5,4.89723,NA,NA,NA,NA,NA,NA,NA,NA,11014.972,NA,NA,NA
91088,-0.62797,5,5,NA,NA,NA,NA,NA,NA,NA,NA,8886.982,NA,NA,NA
91265,-0.821553,5,5,NA,NA,NA,NA,NA,NA,NA,NA,17062.713,NA,NA,NA
91460,-0.795211,5,4.30999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4349.44,NA
91747,0.364208,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3390.898,NA,NA,NA
91953,-1.35051,5,4.78542,NA,NA,NA,NA,NA,NA,NA,NA,NA,7994.318,NA,NA
92064,-0.813278,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4465.345,NA,NA
92348,-0.816301,5,5,NA,NA,NA,NA,NA,NA,NA,NA,13018.48,NA,NA,NA
92462,0.190454,5,4.80955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964.602,NA
92782,-0.627647,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10087.723,NA
92980,-0.716579,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12005.005,NA,NA,NA
93004,-2.03604,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5469.863,NA,NA,NA
93233,-1.9351,4.8045,4.7187,NA,NA,NA,NA,NA,NA,NA,NA,6684.438,NA,NA,NA
93437,-1.51604,4.30829,4.65343,NA,NA,NA,NA,NA,NA,NA,NA,4858.358,NA,NA,NA
93766,-1.38847,4.94547,4.42423,NA,NA,NA,NA,NA,NA,NA,NA,5136.546,NA,NA,NA
93899,0.395815,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3166.456,NA,NA,NA
94177,0.295036,5,4.81948,NA,NA,NA,NA,NA,NA,NA,NA,4365.411,NA,NA,NA
94380,-0.544829,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4746.925,NA,NA,NA
94447,-1.00397,5,5,NA,NA,NA,NA,NA,NA,NA,NA,9149.42,NA,NA,NA
94631,-0.876292,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12168.655,NA,NA,NA
94902,-1.10299,5,4.67391,NA,NA,NA,NA,NA,NA,NA,NA,1013.083,NA,NA,NA
95165,-2.19852,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2545.911,NA,NA,NA
95244,-0.646666,4.93357,5,NA,NA,NA,NA,NA,NA,NA,NA,14348.152,NA,NA,NA
95592,-0.929748,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10524.19,NA,NA,NA
95682,-1.06394,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3620.257,NA,NA,NA
95880,-0.85561,4.71296,5,NA,NA,NA,NA,NA,NA,NA,NA,12770.081,NA,NA,NA
96112,-0.48285,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1395.49,NA,NA,NA
96340,-0.544434,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4725.769,NA,NA,NA
96429,-0.627821,4.71846,5,NA,NA,NA,NA,NA,NA,NA,NA,9206.539,NA,NA,NA
96605,-0.963499,4.98634,5,NA,NA,NA,NA,NA,NA,NA,NA,9648.776,NA,NA,NA
96928,-0.823276,5,5,NA,NA,NA,NA,NA,NA,NA,NA,12976.415,NA,NA,NA
97028,-0.727371,5,5,NA,NA,NA,NA,NA,NA,NA,NA,16285.841,NA,NA,NA
97202,-0.930928,5,5,NA,NA,NA,NA,NA,NA,NA,NA,10479.233,NA,NA,NA
97526,-1.27679,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999.49,NA
97718,-0.715575,5,5,NA,NA,NA,NA,NA,NA,NA,NA,15928.084,NA,NA,NA
97836,-1.98304,4.75773,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3985.926,NA
98175,-1.94433,4.70927,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5514.418,NA
98314,-1.3255,4.1504,4.8623,NA,NA,NA,NA,NA,NA,NA,NA,6411.97,NA,NA,NA
98500,-0.672014,4.98181,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12400.62,NA
98693,-0.995996,5,5,NA,NA,NA,NA,NA,NA,NA,NA,7505.425,NA,NA,NA
98817,-0.906692,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11364.983,NA
99103,-0.402196,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1334.174,NA,NA
99265,-0.619203,4.99378,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5320.485,NA
99574,-2.02741,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5512.007,NA,NA,NA
99628,-1.03436,5,4.77174,NA,NA,NA,NA,NA,NA,NA,NA,6536.384,NA,NA,NA
99983,-0.844893,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12905.503,NA
100182,-0.731829,3.79574,5,NA,NA,NA,NA,NA,NA,NA,NA,4530.661,NA,NA,NA
100318,-0.992426,4.86568,5,NA,NA,NA,NA,NA,NA,NA,NA,10245.286,NA,NA,NA
100430,-0.858519,5,5,NA,NA,NA,NA,NA,NA,NA,NA,16659.402,NA,NA,NA
100636,-0.952001,4.8847,5,NA,NA,NA,NA,NA,NA,NA,NA,16939.117,NA,NA,NA
100910,-1.364,4.70624,4.12674,NA,NA,NA,NA,NA,NA,NA,NA,4510.505,NA,NA,NA
101108,-1.61284,5,4.19168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4482.016,NA
101391,-1.05992,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3864.381,NA,NA,NA
101577,-0.709707,5,4.74642,NA,NA,NA,NA,NA,NA,NA,NA,13469.536,NA,NA,NA
101619,-0.696921,5,3.81405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4342.768,NA
101990,0.187516,4.9207,5,NA,NA,NA,NA,NA,NA,NA,NA,2573.242,NA,NA,NA
102037,-1.51476,5,4.41774,NA,NA,NA,NA,NA,NA,NA,NA,4154.815,NA,NA,NA
102342,-2.19793,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2561.429,NA,NA,NA
102434,-0.807421,5,4.88193,NA,NA,NA,NA,NA,NA,NA,NA,17272.334,NA,NA,NA
102666,-2.43654,4.25315,5,NA,NA,NA,NA,NA,NA,NA,NA,1784.578,NA,NA,NA
102952,-1.48925,4.87077,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9353.898,NA
103019,-0.751411,4.80294,5,NA,NA,NA,NA,NA,NA,NA,NA,16294.305,NA,NA,NA
103353,-0.655838,4.82669,5,NA,NA,NA,NA,NA,NA,NA,NA,13237.376,NA,NA,NA
103577,-0.674494,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7897.119,NA
103789,-0.272562,5,4.2107,NA,NA,NA,NA,NA,NA,NA,NA,4109.078,NA,NA,NA
103844,0.426502,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2816.816,NA,NA,NA
104023,-0.707975,5,5,NA,NA,NA,NA,NA,NA,NA,NA,11783.707,NA,NA,NA
104238,-1.01255,4.95681,5,NA,NA,NA,NA,NA,NA,NA,NA,7739.899,NA,NA,NA
104483,-0.777243,5,4.96961,NA,NA,NA,NA,NA,NA,NA,NA,14602.549,NA,NA,NA
104672,0.156886,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1233.017,NA,NA,NA
