id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3.5,fitness2.5,fitness3,fitness2
72523,-0.973922,5,5,NA,8615.194,NA,NA,NA,NA,NA
72730,-1.08128,5,5,NA,2554.972,NA,NA,NA,NA,NA
72797,0.32127,5,5,1589.1,NA,NA,NA,NA,NA,NA
72998,0.324142,4.9002,5,3103.027,NA,NA,NA,NA,NA,NA
73208,-0.823144,5,5,NA,12977.351,NA,NA,NA,NA,NA
73540,-0.685712,5,5,NA,11122.904,NA,NA,NA,NA,NA
73749,-0.753202,4.54882,4.9404,NA,3284.366,NA,NA,NA,NA,NA
73955,-0.159903,5,5,4085.726,NA,NA,NA,NA,NA,NA
74074,-1.94325,5,5,3679.733,NA,NA,NA,NA,NA,NA
74325,-0.515684,5,5,595.852,NA,NA,NA,NA,NA,NA
74412,-1.7104,5,4.0614,NA,NA,137.625,NA,NA,NA,NA
74715,-0.836699,5,4.93014,NA,19977.931,NA,NA,NA,NA,NA
74964,-0.811071,5,3.78434,NA,6434.281,NA,NA,NA,NA,NA
75104,-0.697189,5,5,NA,11479.076,NA,NA,NA,NA,NA
75307,-2.06464,5,5,NA,5230.44,NA,NA,NA,NA,NA
75514,-2.03374,5,5,NA,5482.501,NA,NA,NA,NA,NA
75715,-2.11723,5,5,NA,4433.357,NA,NA,NA,NA,NA
75804,-1.57678,4.07774,5,NA,2333.336,NA,NA,NA,NA,NA
76081,-0.80796,3.75424,4.98623,NA,5102.484,NA,NA,NA,NA,NA
76201,-1.23735,5,5,3725.285,NA,NA,NA,NA,NA,NA
76554,-0.819707,4.67145,5,NA,10795.303,NA,NA,NA,NA,NA
76588,-0.880155,5,4.68125,NA,10585.053,NA,NA,NA,NA,NA
76858,-0.980612,4.76252,5,NA,9853.513,NA,NA,NA,NA,NA
77132,-2.00883,4.58252,5,NA,2604.393,NA,NA,NA,NA,NA
77366,-0.78824,5,5,NA,13035.5,NA,NA,NA,NA,NA
77429,-0.877215,5,5,NA,12147.099,NA,NA,NA,NA,NA
77573,-0.990765,5,4.9563,NA,9110.4,NA,NA,NA,NA,NA
77781,-1.00453,4.91174,4.68215,NA,7978.895,NA,NA,NA,NA,NA
78121,-0.147977,4.59731,4.37948,1879.015,NA,NA,NA,NA,NA,NA
78300,-0.735625,5,5,NA,12423.534,NA,NA,NA,NA,NA
78414,2.09597,5,5,NA,825.091,NA,NA,NA,NA,NA
78621,2.6309,5,4.27355,NA,769.824,NA,NA,NA,NA,NA
78966,0.361307,4.78706,5,3875.436,NA,NA,NA,NA,NA,NA
78975,0.814213,3.18608,3.77704,NA,515.047,NA,NA,NA,NA,NA
79274,-0.09732,3.20701,4.79074,NA,3630.077,NA,NA,NA,NA,NA
79409,0.0135454,4.27722,5,NA,2287.65,NA,NA,NA,NA,NA
79684,-1.94148,3.91208,5,NA,1063.54,NA,NA,NA,NA,NA
79771,-1.54642,4.24614,5,NA,6040.2,NA,NA,NA,NA,NA
80166,-2.04037,5,5,NA,5443.33,NA,NA,NA,NA,NA
80182,-2.13671,4.93472,5,NA,6218.967,NA,NA,NA,NA,NA
80425,-0.685892,4.54907,5,NA,2137.918,NA,NA,NA,NA,NA
80651,-1.39731,5,4.9835,4672.643,NA,NA,NA,NA,NA,NA
80930,-1.45396,5,4.4991,NA,691.289,NA,NA,NA,NA,NA
81012,-1.83648,4.62378,3.71235,NA,509.703,NA,NA,NA,NA,NA
81277,-0.979047,4.67422,4.58928,NA,2868.856,NA,NA,NA,NA,NA
81551,-0.83565,5,4.88268,NA,17018.992,NA,NA,NA,NA,NA
81716,-1.03627,4.56365,4.79962,NA,1813.661,NA,NA,NA,NA,NA
81773,-1.03579,4.40073,5,NA,NA,NA,339.146,NA,NA,NA
82006,-0.0621339,4.39087,5,NA,3324.668,NA,NA,NA,NA,NA
82197,-0.628947,5,5,NA,8930.228,NA,NA,NA,NA,NA
82388,-0.883835,4.73366,5,13465.863,NA,NA,NA,NA,NA,NA
82564,-1.37341,5,5,6020.321,NA,NA,NA,NA,NA,NA
82789,-0.657626,5,5,NA,10121.574,NA,NA,NA,NA,NA
83013,-1.00293,4.95915,4.71665,NA,8540.541,NA,NA,NA,NA,NA
83317,-1.58331,4.83827,2.2506,NA,3199.373,NA,NA,NA,NA,NA
83493,-1.47404,4.64297,4.06127,NA,1712.905,NA,NA,NA,NA,NA
83697,-1.53986,4.28315,5,NA,6259.268,NA,NA,NA,NA,NA
83841,-1.84811,4.71062,5,NA,2927.018,NA,NA,NA,NA,NA
84106,-1.04015,5,4.93895,NA,7640.969,NA,NA,NA,NA,NA
84178,-0.754692,4.79319,5,NA,16117.529,NA,NA,NA,NA,NA
84522,-1.44948,4.75295,5,NA,NA,6225.427,NA,NA,NA,NA
84678,-0.513136,4.99754,5,NA,3808.072,NA,NA,NA,NA,NA
84828,-0.699999,5,3.7815,NA,4287.733,NA,NA,NA,NA,NA
85162,-1.82025,5,4.23391,NA,NA,NA,432.745,NA,NA,NA
85360,-0.395067,5,5,NA,NA,NA,925.24,NA,NA,NA
85435,-2.00909,5,5,NA,5552.806,NA,NA,NA,NA,NA
85744,-0.884243,5,5,NA,11974.807,NA,NA,NA,NA,NA
85957,-0.401186,5,4.19998,NA,1556.121,NA,NA,NA,NA,NA
85989,-0.857439,5,5,NA,12553.641,NA,NA,NA,NA,NA
86328,-2.13102,5,5,NA,4159.446,NA,NA,NA,NA,NA
86518,-1.41507,5,3.10484,NA,2169.891,NA,NA,NA,NA,NA
86612,-0.073208,5,3.1398,NA,1517.026,NA,NA,NA,NA,NA
86849,-1.44962,5,3.06104,NA,1164.409,NA,NA,NA,NA,NA
86967,-2.4891,5,4.22656,NA,1952.608,NA,NA,NA,NA,NA
87235,-2.5897,5,5,NA,NA,1721.029,NA,NA,NA,NA
87376,-1.91687,5,5,NA,4694.599,NA,NA,NA,NA,NA
87608,-0.670927,5,3.75295,NA,3912.041,NA,NA,NA,NA,NA
87802,-2.0524,3.11027,4.24705,NA,665.688,NA,NA,NA,NA,NA
88012,-1.47616,3.25048,4.71972,NA,4302.484,NA,NA,NA,NA,NA
88351,-0.567675,5,5,NA,7575.727,NA,NA,NA,NA,NA
88383,-1.40609,4.39065,5,NA,5532.972,NA,NA,NA,NA,NA
88592,-0.566627,5,5,NA,5900.059,NA,NA,NA,NA,NA
88807,-0.50629,5,4.80878,NA,3442.981,NA,NA,NA,NA,NA
89039,0.366164,5,5,NA,3381.31,NA,NA,NA,NA,NA
89284,-0.586488,5,5,NA,6917.332,NA,NA,NA,NA,NA
89384,-1.03778,5,5,NA,5182.983,NA,NA,NA,NA,NA
89655,-1.93221,4.53802,5,NA,666.984,NA,NA,NA,NA,NA
89799,-1.14049,4.59644,4.21714,NA,302.592,NA,NA,NA,NA,NA
90023,-0.721336,4.60905,4.67425,NA,5237.718,NA,NA,NA,NA,NA
90285,-0.656451,5,4.9527,NA,11920.151,NA,NA,NA,NA,NA
90496,-1.54169,5,4.2122,NA,5786.616,NA,NA,NA,NA,NA
90628,-1.39399,5,4.17227,NA,5992.386,NA,NA,NA,NA,NA
90911,-0.735739,3.87603,4.65428,NA,2600.979,NA,NA,NA,NA,NA
91002,-0.71783,4.7574,5,NA,14124.223,NA,NA,NA,NA,NA
91200,-0.216246,3.68399,4.88371,101.214,NA,NA,NA,NA,NA,NA
91417,-1.49868,5,3.42781,NA,3042.005,NA,NA,NA,NA,NA
91595,-0.697842,3.31152,3.27814,NA,1580.808,NA,NA,NA,NA,NA
91828,-0.979834,4.56834,4.58659,NA,1118.121,NA,NA,NA,NA,NA
91963,-1.25791,4.30417,5,NA,4793.242,NA,NA,NA,NA,NA
92188,-2.60428,5,4.35717,NA,1468.496,NA,NA,NA,NA,NA
92371,-1.20686,4.93642,3.48086,NA,740.21,NA,NA,NA,NA,NA
92675,-0.921047,5,5,NA,10844.687,NA,NA,NA,NA,NA
92850,-0.755807,4.73656,4.65131,NA,10310.998,NA,NA,NA,NA,NA
93066,-0.640002,4.66718,5,NA,7619.66,NA,NA,NA,NA,NA
93230,-1.06307,5,5,4164.437,NA,NA,NA,NA,NA,NA
93460,-0.577315,5,5,NA,7436.563,NA,NA,NA,NA,NA
93558,-0.991917,4.59242,5,NA,4127.171,NA,NA,NA,NA,NA
93774,-1.24589,5,4.35443,NA,3981.886,NA,NA,NA,NA,NA
93954,-1.54203,4.92981,4.13179,NA,5190.09,NA,NA,NA,NA,NA
94330,-0.865316,5,5,NA,14703.181,NA,NA,NA,NA,NA
94453,-0.425524,5,5,960.52,NA,NA,NA,NA,NA,NA
94713,-1.32803,5,5,6482.351,NA,NA,NA,NA,NA,NA
94874,-2.10341,4.96176,4.94149,6117.09,NA,NA,NA,NA,NA,NA
95001,-1.82838,5,5,NA,NA,448.216,NA,NA,NA,NA
95319,-1.95127,5,5,3865.957,NA,NA,NA,NA,NA,NA
95430,-0.182475,4.43457,5,NA,3019.292,NA,NA,NA,NA,NA
95677,0.209919,5,5,NA,2682.155,NA,NA,NA,NA,NA
95884,-0.570226,4.97683,5,4439.012,NA,NA,NA,NA,NA,NA
95947,-0.984303,4.87251,5,NA,10776.054,NA,NA,NA,NA,NA
96224,0.0327487,5,5,NA,NA,855.833,NA,NA,NA,NA
96376,-0.827464,4.69997,4.77856,13593.455,NA,NA,NA,NA,NA,NA
96567,-2.96029,5,4.87673,NA,4168.869,NA,NA,NA,NA,NA
96797,-1.89451,5,5,NA,4216.606,NA,NA,NA,NA,NA
97038,-2.13609,4.92391,5,NA,6679.158,NA,NA,NA,NA,NA
97293,-1.88252,5,5,NA,3918.757,NA,NA,NA,NA,NA
97518,-1.00718,5,4.68663,NA,6226.549,NA,NA,NA,NA,NA
97599,-0.636306,5,5,NA,9250.615,NA,NA,NA,NA,NA
97889,-0.577188,5,4.86521,7990.713,NA,NA,NA,NA,NA,NA
98091,-2.14061,4.71872,4.82878,NA,5414.314,NA,NA,NA,NA,NA
98317,-2.16258,5,5,NA,3452.691,NA,NA,NA,NA,NA
98434,-2.03431,5,4.85609,NA,9694.837,NA,NA,NA,NA,NA
98732,-2.8413,5,5,NA,1753.908,NA,NA,NA,NA,NA
98797,-1.99839,5,5,NA,5545.199,NA,NA,NA,NA,NA
99057,-0.902969,4.62851,5,NA,7038.567,NA,NA,NA,NA,NA
99151,-1.26072,4.26068,3.71868,NA,2254.563,NA,NA,NA,NA,NA
99369,-0.609246,5,5,NA,8028.271,NA,NA,NA,NA,NA
99706,-0.883267,5,5,NA,11999.592,NA,NA,NA,NA,NA
99780,-1.23841,4.91997,4.29135,5477.668,NA,NA,NA,NA,NA,NA
100030,-1.27695,4.76505,3.36054,NA,4079.643,NA,NA,NA,NA,NA
100240,-0.74802,4.7836,3.72815,2115.234,NA,NA,NA,NA,NA,NA
100405,-1.33718,5,5,NA,NA,6283.145,NA,NA,NA,NA
100570,-1.81919,4.76952,4.6372,NA,1521.206,NA,NA,NA,NA,NA
100872,-0.778399,4.8276,5,NA,17110.508,NA,NA,NA,NA,NA
101105,-0.790884,5,5,NA,13044.267,NA,NA,NA,NA,NA
101153,-1.6065,4.15165,4.72393,NA,3753.923,NA,NA,NA,NA,NA
101352,-0.723142,4.2574,4.1462,NA,NA,1102.414,NA,NA,NA,NA
101644,-2.17455,4.84828,5,NA,4208.232,NA,NA,NA,NA,NA
101911,-3.19615,5,5,NA,1332.58,NA,NA,NA,NA,NA
101948,-1.39697,4.20105,4.91785,NA,8422.559,NA,NA,NA,NA,NA
102230,-1.93124,4.71412,5,NA,5042.925,NA,NA,NA,NA,NA
102416,-0.599129,5,5,NA,7542.637,NA,NA,NA,NA,NA
102630,-2.07512,5,4.52012,NA,284.569,NA,NA,NA,NA,NA
102910,-3.02952,5,5,NA,4175.499,NA,NA,NA,NA,NA
103049,-3.56838,4.2295,5,NA,1296.575,NA,NA,NA,NA,NA
103285,-2.55234,5,4.96708,NA,NA,1459.315,NA,NA,NA,NA
103490,-0.659965,5,5,NA,10211.584,NA,NA,NA,NA,NA
103617,-0.927791,5,5,NA,10597.971,NA,NA,NA,NA,NA
103787,-0.799175,5,4.89001,NA,17183.512,NA,NA,NA,NA,NA
104012,-0.884154,5,4.89079,15609.794,NA,NA,NA,NA,NA,NA
104163,-0.884104,5,5,2550.398,NA,NA,NA,NA,NA,NA
104438,-0.576152,5,2.5882,201.896,NA,NA,NA,NA,NA,NA
104663,-0.135898,4.57967,2.5322,NA,NA,-14.093,NA,NA,NA,NA
104797,-0.671062,4.82373,3.72101,NA,NA,NA,1773.517,NA,NA,NA
104933,-2.1643,4.66161,4.82157,NA,3501.74,NA,NA,NA,NA,NA
105303,-2.00857,4.92686,5,NA,6961.07,NA,NA,NA,NA,NA
105339,-1.97513,4.59549,5,NA,2395.366,NA,NA,NA,NA,NA
105548,0.279763,5,5,1358.513,NA,NA,NA,NA,NA,NA
105877,0.279337,4.72274,5,NA,3384.565,NA,NA,NA,NA,NA
106034,0.0799243,4.37813,4.60681,348.427,NA,NA,NA,NA,NA,NA
106265,-1.51107,4.36914,4.68678,NA,5085.994,NA,NA,NA,NA,NA
106368,-1.868,5,5,NA,3520.704,NA,NA,NA,NA,NA
106621,-1.65384,4.11627,5,NA,2073.416,NA,NA,NA,NA,NA
106850,-2.01182,5,5,NA,5550.998,NA,NA,NA,NA,NA
107065,-0.75205,5,5,10559.219,NA,NA,NA,NA,NA,NA
107145,-0.328803,5,5,NA,NA,2647.232,NA,NA,NA,NA
107364,-2.38387,5,5,NA,NA,NA,692.781,NA,NA,NA
107592,-0.917714,4.29417,5,NA,NA,4233.372,NA,NA,NA,NA
107882,0.421916,5,3.6161,NA,549.358,NA,NA,NA,NA,NA
107934,-0.631837,5,4.77878,NA,11163.233,NA,NA,NA,NA,NA
108254,0.452038,5,5,NA,2439.949,NA,NA,NA,NA,NA
108449,-0.314724,4.37175,5,2748.998,NA,NA,NA,NA,NA,NA
108543,-1.28748,5,4.0804,NA,2480.296,NA,NA,NA,NA,NA
108853,-0.940664,5,5,NA,10095.03,NA,NA,NA,NA,NA
109115,-1.84364,4.41264,4.20102,NA,659.678,NA,NA,NA,NA,NA
109191,-2.93233,5,5,2999.352,NA,NA,NA,NA,NA,NA
109389,-2.26993,5,5,NA,741.62,NA,NA,NA,NA,NA
109547,-0.989489,4.9056,4.81195,NA,17045.203,NA,NA,NA,NA,NA
109734,-1.38323,4.12603,5,NA,4805.31,NA,NA,NA,NA,NA
109983,-1.33528,4.23103,4.61535,NA,3498.977,NA,NA,NA,NA,NA
110270,-1.83929,4.52595,5,NA,189.749,NA,NA,NA,NA,NA
110428,-0.94837,5,4.96101,NA,12262.942,NA,NA,NA,NA,NA
110684,-0.917307,5,5,NA,NA,NA,4024.734,NA,NA,NA
110799,-1.43719,5,5,6347.537,NA,NA,NA,NA,NA,NA
110954,-1.87481,5,4.84996,NA,4944.835,NA,NA,NA,NA,NA
111210,-2.04086,5,5,NA,5440.104,NA,NA,NA,NA,NA
111519,-1.51425,4.10247,3.77313,NA,1348.024,NA,NA,NA,NA,NA
111696,-1.95054,5,5,NA,6380.621,NA,NA,NA,NA,NA
111910,-0.931918,5,4.59273,NA,NA,NA,NA,NA,704.716,NA
111964,-1.2156,4.46364,5,471.955,NA,NA,NA,NA,NA,NA
112299,0.100372,4.44296,5,NA,225.985,NA,NA,NA,NA,NA
112524,-0.977226,5,5,NA,8455.096,NA,NA,NA,NA,NA
112642,-0.101824,4.2244,5,NA,4085.161,NA,NA,NA,NA,NA
112855,-0.896095,4.7139,5,NA,11867.486,NA,NA,NA,NA,NA
113114,0.371453,5,5,NA,3352.473,NA,NA,NA,NA,NA
113154,-0.93922,4.82547,4.56348,2930.837,NA,NA,NA,NA,NA,NA
113501,-0.387948,5,4.48163,NA,592.151,NA,NA,NA,NA,NA
113708,-0.422753,5,4.23057,NA,1185.236,NA,NA,NA,NA,NA
113757,-0.557172,5,3.83031,NA,1852.626,NA,NA,NA,NA,NA
114122,-2.04705,5,4.63737,NA,3565.566,NA,NA,NA,NA,NA
114293,-3.18296,5,5,NA,1554.044,NA,NA,NA,NA,NA
114423,-1.49501,5,4.15432,NA,5273.453,NA,NA,NA,NA,NA
114620,-0.521451,5,5,NA,3485.038,NA,NA,NA,NA,NA
114894,-0.638442,5,5,NA,9341.794,NA,NA,NA,NA,NA
115005,-1.35103,5,5,4614.021,NA,NA,NA,NA,NA,NA
115207,-1.10812,5,4.9961,NA,1188.609,NA,NA,NA,NA,NA
115394,-1.72517,4.38074,5,NA,1052.64,NA,NA,NA,NA,NA
115686,-1.59056,4.35258,5,NA,4581.775,NA,NA,NA,NA,NA
115800,-1.0406,5,5,NA,5017.802,NA,NA,NA,NA,NA
116083,-0.665909,5,5,NA,10435.098,NA,NA,NA,NA,NA
116178,-1.88351,5,5,2445.806,NA,NA,NA,NA,NA,NA
116446,-1.48843,5,4.28979,NA,7018.175,NA,NA,NA,NA,NA
116541,-0.951833,5,5,NA,9626.002,NA,NA,NA,NA,NA
116871,-0.881713,5,5,NA,12038.486,NA,NA,NA,NA,NA
116987,-2.54875,4.41633,5,NA,1671.661,NA,NA,NA,NA,NA
117231,-1.62733,4.32276,5,NA,5354.798,NA,NA,NA,NA,NA
117376,0.375245,4.57436,5,NA,1086.989,NA,NA,NA,NA,NA
117710,-0.662,4.30628,4.60283,NA,NA,1892.201,NA,NA,NA,NA
117825,0.193012,4.79801,5,NA,2328.434,NA,NA,NA,NA,NA
118087,0.477522,5,5,NA,1998.941,NA,NA,NA,NA,NA
118191,1.33524,5,5,NA,2622.11,NA,NA,NA,NA,NA
118510,-0.923895,4.66472,5,NA,9475.081,NA,NA,NA,NA,NA
118568,-1.33382,3.77025,4.27544,NA,2462.202,NA,NA,NA,NA,NA
118824,-0.732503,5,5,NA,15963.996,NA,NA,NA,NA,NA
119113,-0.848061,5,5,NA,12705.314,NA,NA,NA,NA,NA
119191,-1.02018,3.87167,4.87013,NA,2370.945,NA,NA,NA,NA,NA
119375,-0.57989,2.24753,4.43508,NA,633.921,NA,NA,NA,NA,NA
119710,-2.12084,2.91514,5,NA,758.54,NA,NA,NA,NA,NA
119833,-1.52364,3.25984,5,NA,3809.041,NA,NA,NA,NA,NA
119932,-0.26562,5,4.62393,2619.094,NA,NA,NA,NA,NA,NA
120187,0.329915,5,5,NA,4606.525,NA,NA,NA,NA,NA
120507,0.870168,5,4.23237,1896.596,NA,NA,NA,NA,NA,NA
120545,0.378733,5,5,NA,3305.918,NA,NA,NA,NA,NA
120828,2.3366,5,5,2770.874,NA,NA,NA,NA,NA,NA
121067,3.6179,5,5,279.927,NA,NA,NA,NA,NA,NA
121157,4.4567,5,5,1414.132,NA,NA,NA,NA,NA,NA
121360,4.50017,5,5,NA,479.383,NA,NA,NA,NA,NA
121635,5,5,4.41947,NA,4396.011,NA,NA,NA,NA,NA
121921,4.46536,5,5,NA,1856.659,NA,NA,NA,NA,NA
122064,5,4.75322,4.14966,NA,4766.833,NA,NA,NA,NA,NA
122175,4.79989,4.07697,5,NA,2993.679,NA,NA,NA,NA,NA
122426,5,3.88003,5,1505.335,NA,NA,NA,NA,NA,NA
122695,4.77677,4.59802,4.23636,NA,3003.539,NA,NA,NA,NA,NA
122893,5,4.99,3.25756,NA,3364.586,NA,NA,NA,NA,NA
123087,5,5,4.14216,NA,3946.58,NA,NA,NA,NA,NA
123250,5,4.75791,2.31941,NA,3069.756,NA,NA,NA,NA,NA
123379,4.8606,4.02411,3.874,NA,342.521,NA,NA,NA,NA,NA
123683,5,4.87775,4.24638,NA,7250.346,NA,NA,NA,NA,NA
123752,5,2.21537,5,NA,2280.149,NA,NA,NA,NA,NA
123990,5,3.18594,5,NA,3195.038,NA,NA,NA,NA,NA
124119,5,1.2103,5,NA,2597.109,NA,NA,NA,NA,NA
124492,5,-0.129783,4.17463,NA,3796.526,NA,NA,NA,NA,NA
124665,5,-0.801876,3.80183,NA,4755.011,NA,NA,NA,NA,NA
124892,5,-0.60859,4.63658,NA,6851.844,NA,NA,NA,NA,NA
124978,5,-0.979759,4.56505,NA,2305.597,NA,NA,NA,NA,NA
125221,4.9569,-1.35818,3.76292,NA,NA,2961.519,NA,NA,NA,NA
125339,5,-1.37132,3.46373,NA,1751.025,NA,NA,NA,NA,NA
125530,5,-1.61065,4.27089,NA,4637.958,NA,NA,NA,NA,NA
125737,4.87705,-1.90028,5,NA,6861.086,NA,NA,NA,NA,NA
126086,4.96731,-2.4272,4.37035,NA,1632.313,NA,NA,NA,NA,NA
126170,4.87313,-2.2085,5,NA,4041.429,NA,NA,NA,NA,NA
126395,4.54638,-1.88453,5,NA,706.729,NA,NA,NA,NA,NA
126546,3.55567,-1.03092,5,NA,369.877,NA,NA,NA,NA,NA
126847,4.24997,-1.30632,5,NA,6022.209,NA,NA,NA,NA,NA
127081,4.14199,-1.42417,5,NA,5256.046,NA,NA,NA,NA,NA
127231,5,-0.766305,3.79338,NA,4737.558,NA,NA,NA,NA,NA
127479,4.37793,-0.300881,4.99986,NA,3246.3,NA,NA,NA,NA,NA
127535,5,0.423257,5,NA,3794.936,NA,NA,NA,NA,NA
127865,5,-0.936749,5,NA,10252.343,NA,NA,NA,NA,NA
128051,5,-0.306468,5,3467.946,NA,NA,NA,NA,NA,NA
128148,5,-0.90154,5,NA,13908.939,NA,NA,NA,NA,NA
128425,5,-2.1999,5,2062.256,NA,NA,NA,NA,NA,NA
128559,5,-1.84251,5,NA,2728.216,NA,NA,NA,NA,NA
128729,4.76326,-0.532544,4.75303,NA,5644.541,NA,NA,NA,NA,NA
128950,5,-0.838909,5,NA,14788.623,NA,NA,NA,NA,NA
129132,5,-1.26544,4.69102,NA,NA,2183.876,NA,NA,NA,NA
129411,4.90734,-1.27467,5,NA,NA,5988.344,NA,NA,NA,NA
129666,5,-1.48359,5,NA,NA,5669.53,NA,NA,NA,NA
129802,5,-2.9692,5,NA,3182.507,NA,NA,NA,NA,NA
130031,4.83372,-1.91111,5,NA,6062.411,NA,NA,NA,NA,NA
130168,5,-0.864592,5,NA,12420.071,NA,NA,NA,NA,NA
130330,4.38555,-1.50898,5,NA,5237.317,NA,NA,NA,NA,NA
130529,4.68959,-2.00799,5,NA,5078.436,NA,NA,NA,NA,NA
130873,5,-2.65297,4.35509,NA,1073.753,NA,NA,NA,NA,NA
130963,5,-2.86338,5,NA,2776.526,NA,NA,NA,NA,NA
131169,4.84551,-3.02112,5,NA,4301.467,NA,NA,NA,NA,NA
131314,5,-1.95041,5,NA,NA,1477.717,NA,NA,NA,NA
131582,5,-1.71243,4.82955,NA,NA,NA,1121.934,NA,NA,NA
131814,4.44597,-0.0662591,4.83472,NA,NA,NA,827.654,NA,NA,NA
132065,4.68569,0.256724,5,NA,NA,984.551,NA,NA,NA,NA
132290,4.82473,0.351257,5,NA,4522.248,NA,NA,NA,NA,NA
132434,5,-0.847007,4.87857,NA,16868.007,NA,NA,NA,NA,NA
132673,5,-0.957085,5,NA,9395.407,NA,NA,NA,NA,NA
132798,5,-1.03718,5,NA,5218.012,NA,NA,NA,NA,NA
132948,5,0.783964,5,NA,NA,NA,1207.797,NA,NA,NA
133303,4.67018,0.849909,4.46112,NA,NA,NA,191.491,NA,NA,NA
133453,4.65493,-0.744205,4.7527,8011.161,NA,NA,NA,NA,NA,NA
133592,5,-2.10065,4.80529,1304.534,NA,NA,NA,NA,NA,NA
133726,5,-2.68121,4.43519,NA,596.153,NA,NA,NA,NA,NA
134098,5,-2.28414,5,NA,NA,NA,39.476,NA,NA,NA
134281,4.71903,-1.431,5,NA,NA,5663.438,NA,NA,NA,NA
134493,5,-3.03334,5,NA,3197.847,NA,NA,NA,NA,NA
134699,5,-3.09557,5,1128.53,NA,NA,NA,NA,NA,NA
134721,5,-1.92786,3.72661,NA,1733.168,NA,NA,NA,NA,NA
134993,5,-0.846605,2.57509,NA,543.672,NA,NA,NA,NA,NA
135136,5,0.297922,2.6486,NA,555.156,NA,NA,NA,NA,NA
135498,4.85234,-0.965866,2.9815,NA,715.371,NA,NA,NA,NA,NA
135680,5,-1.20748,4.39584,NA,2359.919,NA,NA,NA,NA,NA
135743,4.82314,-0.295051,4.3786,NA,4342.976,NA,NA,NA,NA,NA
136020,5,-0.610518,5,5398.381,NA,NA,NA,NA,NA,NA
136258,5,-0.863125,5,NA,12448.718,NA,NA,NA,NA,NA
136365,5,-0.800918,4.72172,NA,13704.344,NA,NA,NA,NA,NA
136701,4.96998,-1.86879,4.98589,NA,4227.846,NA,NA,NA,NA,NA
136716,5,-0.64991,5,NA,9816.657,NA,NA,NA,NA,NA
136915,5,-0.863464,5,NA,12442.155,NA,NA,NA,NA,NA
137141,4.43903,0.734152,5,NA,1206.282,NA,NA,NA,NA,NA
137505,3.61557,1.30459,5,446.08,NA,NA,NA,NA,NA,NA
137693,5,3.28761,5,NA,3249.029,NA,NA,NA,NA,NA
137766,5,5,5,5552.363,NA,NA,NA,NA,NA,NA
137919,5,4.88013,4.76409,832.331,NA,NA,NA,NA,NA,NA
138154,5,5,5,2476.966,NA,NA,NA,NA,NA,NA
138346,5,5,4.24669,NA,NA,1734.203,NA,NA,NA,NA
138635,5,5,3.58857,240.114,NA,NA,NA,NA,NA,NA
138796,5,5,4.04265,NA,NA,472.029,NA,NA,NA,NA
139033,4.4475,4.73867,5,NA,2777.048,NA,NA,NA,NA,NA
139171,5,3.15542,5,NA,2380.596,NA,NA,NA,NA,NA
139473,4.34891,4.9858,5,NA,5304.096,NA,NA,NA,NA,NA
139549,4.19008,3.87308,5,NA,1384.617,NA,NA,NA,NA,NA
139757,5,4.31888,4.73638,NA,5919.486,NA,NA,NA,NA,NA
140065,5,5,5,693.93,NA,NA,NA,NA,NA,NA
140267,5,4.42547,5,NA,3214.892,NA,NA,NA,NA,NA
140355,5,4.25109,4.79144,NA,6926.676,NA,NA,NA,NA,NA
140539,5,5,4.87029,7252.205,NA,NA,NA,NA,NA,NA
140844,4.33326,5,4.71506,NA,5330.626,NA,NA,NA,NA,NA
140971,5,4.20838,5,NA,5110.357,NA,NA,NA,NA,NA
141295,5,4.70579,4.35034,NA,6280.07,NA,NA,NA,NA,NA
141505,4.29387,5,3.92229,NA,1021.038,NA,NA,NA,NA,NA
141681,4.43644,5,4.67268,NA,2896.992,NA,NA,NA,NA,NA
141826,4.09649,5,4.55439,NA,628.2,NA,NA,NA,NA,NA
141974,3.68336,4.2075,5,NA,1572.292,NA,NA,NA,NA,NA
142213,3.71512,4.56725,4.3486,NA,497.241,NA,NA,NA,NA,NA
142381,3.43025,5,5,NA,1948.541,NA,NA,NA,NA,NA
142540,3.33296,5,5,NA,4001.877,NA,NA,NA,NA,NA
142875,4.84703,4.44509,4.6398,NA,2865.462,NA,NA,NA,NA,NA
143100,4.99032,4.03247,5,NA,1430.276,NA,NA,NA,NA,NA
143155,4.23263,4.90657,5,NA,6942.577,NA,NA,NA,NA,NA
143425,4.01964,4.85729,5,NA,1044.86,NA,NA,NA,NA,NA
143677,4.23538,5,4.7248,NA,5720.245,NA,NA,NA,NA,NA
143871,5,4.78884,5,NA,NA,3320.762,NA,NA,NA,NA
144076,5,5,5,NA,NA,NA,NA,1883.911,NA,NA
144189,5,5,5,NA,NA,NA,NA,NA,NA,1487.375
144457,5,4.63659,5,NA,NA,3140.983,NA,NA,NA,NA
144623,4.2307,5,4.74937,NA,6143.843,NA,NA,NA,NA,NA
144718,5,4.16898,5,NA,4490.202,NA,NA,NA,NA,NA
144926,5,4.08222,5,NA,2481.425,NA,NA,NA,NA,NA
145295,5,4.25637,4.70499,NA,5413.251,NA,NA,NA,NA,NA
145405,5,4.93189,4.19917,4759.953,NA,NA,NA,NA,NA,NA
145525,5,5,4.30846,6217.505,NA,NA,NA,NA,NA,NA
