id,x0,x1,x2,fitness-1.5,fitness-1,fitness-0.5,fitness-2,fitness-3,fitness0,fitness-4,fitness-5,fitness0.5,fitness2,fitness1.5,fitness3,fitness3.5,fitness4.5,fitness4,fitness2.5,fitness1,fitness-2.5,fitness-4.5,fitness-3.5,fitness5
32779,-0.80247,-4.26176,-3.45822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.624,NA,NA,NA,NA,NA,NA,NA,NA
32911,-0.373535,-3.74064,-2.13639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.609,NA,NA,NA,NA,NA,NA,NA
33019,-0.411731,-4.38566,-1.04295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.253
33258,-0.648246,-2.70166,-0.598993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.173,NA,NA,NA,NA,NA,NA,NA,NA,NA
33416,-1.06572,-2.19036,1.07191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.127,NA,NA,NA,NA,NA,NA
33699,-0.777831,0.669825,1.45608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.621,NA,NA,NA,NA,NA,NA
33838,-0.734204,0.264117,2.20372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845.301,NA,NA,NA,NA,NA,NA,NA
34198,-1.00335,-1.43774,3.17512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.048,NA,NA,NA,NA,NA,NA,NA,NA
34326,-1.20146,-1.21309,4.33536,NA,NA,NA,NA,NA,NA,NA,NA,NA,-492.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34407,-1.87873,-1.78037,3.34235,NA,NA,NA,NA,NA,NA,NA,NA,-21.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34712,-2.32055,-1.11283,3.94135,NA,NA,NA,NA,NA,2.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34909,-1.9831,-0.59877,4.99659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35061,-2.13822,0.100176,4.02076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35208,-2.66482,-0.815409,4.24341,NA,NA,1026.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35433,-4.87347,-0.172688,4.23895,NA,708.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35641,-4.20921,-0.212181,3.29853,NA,NA,4.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35913,-4.82156,0.227492,4.66291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.278,NA,NA,NA,NA
36030,-3.52851,-0.309564,4.8468,NA,3199.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36201,-3.63535,-0.396767,4.41689,85.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36475,-3.64939,1.07875,4.38063,NA,NA,NA,-6.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36777,-3.45651,3.14011,3.26907,NA,NA,297.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36928,-4.48688,3.2803,4.09744,NA,NA,NA,NA,83.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37103,-4.2777,4.56119,3.25887,NA,NA,NA,NA,-12.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37302,-3.68945,3.49376,2.25042,NA,NA,NA,10.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37507,-3.6353,2.79639,3.21822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.956,NA,NA,NA
37664,-4.16115,3.66187,2.40766,NA,NA,NA,5.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37873,-3.98743,2.15508,2.81403,NA,NA,NA,NA,49.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38078,-4.26559,2.11687,2.3948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.733,NA,NA,NA
38274,-2.51723,2.1587,1.46116,-49.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38428,-2.51512,3.36411,2.22242,NA,NA,401.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38613,-1.3905,3.17736,2.13933,NA,790.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38876,0.713537,2.58091,4.1949,NA,NA,NA,NA,NA,63.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39121,1.04626,2.25576,3.31071,NA,NA,NA,NA,NA,NA,NA,NA,-25.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39354,1.79269,4.47379,3.90829,NA,NA,NA,NA,NA,82.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39499,1.52541,3.19513,3.18233,78.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39736,1.25112,1.33506,3.71606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.198,NA,NA,NA,NA
39822,1.34371,2.04782,2.62751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40137,0.295475,4.50694,1.74786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.324,NA,NA,NA,NA,NA
40312,0.796761,4.34211,2.50789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40577,0.86851,4.39669,1.09395,NA,NA,NA,NA,NA,NA,NA,NA,-3.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40791,0.538976,4.03879,2.01273,NA,10.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40810,-0.403563,4.0239,1.01301,NA,NA,34.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41183,-0.506,2.27989,0.842086,NA,NA,NA,NA,NA,50.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41337,-0.826803,3.35317,0.432043,NA,NA,-361.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41457,-0.89741,2.24331,0.419644,NA,NA,NA,NA,NA,386.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41638,-0.0573616,0.784055,-1.08554,NA,220.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41965,-0.771419,2.43493,-0.554719,NA,NA,NA,NA,NA,1339.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42042,-1.0807,2.66013,-0.467363,NA,NA,NA,NA,NA,NA,NA,NA,2.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42238,0.248825,1.07489,0.504183,NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42552,0.236588,2.07537,1.00697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42668,1.602,2.85315,1.86446,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42957,0.505618,3.07987,0.700021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.517,NA,NA,NA,NA,NA,NA,NA,NA,NA
43161,2.01521,3.59572,-0.614832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.393
43362,3.1763,2.79694,0.119571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.917,NA,NA,NA,NA,NA,NA
43434,4.04839,1.53561,0.101641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,NA,NA
43718,3.70086,2.44106,-0.369808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.046,NA,NA,NA,NA,NA,NA,NA,NA
43946,3.24323,2.8357,-0.413662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.016,NA,NA,NA,NA,NA,NA
44136,2.87099,2.30238,-2.63014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.893,NA,NA,NA,NA,NA,NA,NA,NA,NA
44336,2.19998,3.92018,-4.51014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44427,3.7247,4.82962,-3.88179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.115,NA,NA,NA,NA,NA,NA,NA,NA,NA
44788,3.03917,4.12102,-3.91531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.656,NA,NA,NA,NA,NA
44938,3.07432,4.77445,-4.53066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.072,NA,NA,NA,NA,NA,NA,NA,NA,NA
45156,2.80595,3.54679,-4.45434,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45339,4.02589,2.13521,-4.70831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45440,3.88364,2.54809,-4.98225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.131,NA,NA,NA,NA,NA
45704,4.2447,2.99862,-4.84853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.876,NA,NA,NA,NA,NA
45808,4.5049,3.14421,-3.48808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.101,NA,NA,NA,NA,NA,NA,NA,NA
46013,4.15294,2.43952,-2.97826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.216,NA,NA,NA,NA,NA,NA,NA
46370,2.73014,2.03423,-1.99694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.881,NA,NA,NA,NA,NA,NA
46513,3.48432,3.22925,-1.64225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.934,NA,NA,NA,NA,NA,NA
46739,4.04375,1.94198,-1.28615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.428,NA,NA,NA,NA,NA,NA
46937,4.90952,1.98574,-1.14061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.821,NA,NA,NA,NA,NA,NA,NA,NA,NA
47094,4.39602,3.31625,0.0448579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47362,4.51432,3.14395,1.02696,NA,NA,NA,NA,NA,NA,NA,NA,-0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47515,4.56668,2.41954,1.0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47676,2.85221,3.27279,2.31091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47806,2.30245,3.38805,0.224974,NA,-276.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48097,1.47729,4.93693,1.50658,NA,NA,267.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48377,2.42186,4.46856,0.306494,NA,NA,38.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48493,1.49176,4.79036,0.116181,NA,NA,-26.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48720,1.42074,4.93839,1.76773,654.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48980,2.80739,4.54041,1.84544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.646,NA,NA,NA
49092,3.19934,3.68075,1.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.708,NA
49309,3.89169,4.4028,1.68586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.063,NA
49545,4.46629,3.88669,2.3903,NA,NA,NA,NA,32.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49742,4.58054,3.16856,2.06814,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49986,3.73733,3.2057,2.78701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.269,NA,NA,NA,NA
50027,3.03793,-0.185842,2.55839,NA,-3.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50390,3.10921,1.17341,0.497774,NA,NA,NA,NA,NA,-15.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50406,2.51986,-0.117196,0.902035,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50759,2.66576,0.820923,1.99683,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50804,1.8507,1.07738,0.890598,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51122,2.62436,1.2305,2.34727,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51240,2.33709,0.448035,-0.268674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51572,2.10591,1.31107,-0.00127512,NA,NA,NA,NA,NA,38.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51766,1.84888,0.454133,0.44287,NA,120.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51962,0.524073,-1.18517,0.376541,NA,NA,260.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52074,2.74513,-1.98257,2.78532,NA,NA,NA,NA,NA,292.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52319,4.07474,-1.19621,1.41256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.544,NA,NA,NA,NA
52590,4.15947,-2.61617,1.99484,NA,NA,NA,NA,NA,101.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52780,2.41456,-4.93876,1.15684,82.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52891,2.63624,-4.38367,2.0048,-12.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53092,1.88442,-4.16245,2.85764,92.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53301,0.478209,-4.91652,2.62476,NA,49.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53476,1.22914,-4.02846,1.54646,NA,NA,NA,NA,NA,-0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53610,2.34255,-3.8695,1.04274,NA,81.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53874,2.33803,-4.90293,1.5898,NA,42.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54147,2.02809,-3.51921,0.571169,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54250,2.18442,-4.10941,1.85316,NA,158.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54598,2.65472,-4.32319,1.18607,54.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54672,2.24297,-3.4715,0.904247,229.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54808,3.05233,-2.61377,0.853129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.014,NA,NA,NA
55123,2.15533,-2.14917,2.39381,234.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55365,0.389975,-3.02316,1.97957,NA,NA,NA,NA,42.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55593,0.285651,-2.26706,3.25499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA
55615,0.277289,-1.73571,3.75118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.556,NA
55947,0.178356,0.482539,4.95673,NA,NA,NA,NA,111.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,2.57255,-0.126515,3.00943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.191,NA,NA,NA
56329,0.710739,-2.47877,3.64196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.761,NA
56587,-0.214437,-4.81208,1.87585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.546,NA,NA
56691,0.027115,-3.58068,1.6335,NA,NA,NA,NA,NA,NA,NA,26.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56948,-0.0937828,-2.99294,2.34652,NA,NA,NA,NA,NA,NA,NA,189.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57084,-1.1451,-3.2819,1.6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.222,NA,NA,NA
57365,-1.71794,-4.26944,0.727864,-29.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57408,0.279727,-4.09768,-0.339026,NA,NA,451.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57740,0.905978,-3.15798,-2.04439,-533.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57980,0.727598,-3.3975,-1.4431,NA,376.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58026,1.43497,-2.69709,-2.1286,NA,-2.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58315,-0.943095,-2.30422,-1.7204,89.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58466,-0.711806,-3.28629,0.34101,NA,NA,NA,NA,45.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58764,-1.23125,-3.73711,1.4906,NA,NA,NA,NA,3.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58811,-0.97906,-2.04204,1.76567,NA,NA,NA,NA,NA,NA,432.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59107,-1.92877,-2.41728,1.32244,NA,NA,NA,NA,NA,NA,125.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59301,-2.04995,-3.07228,1.41421,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59596,-2.01519,-2.45897,2.01157,45.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59797,-2.88035,-1.46726,1.85735,680.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59905,-2.58856,-1.74398,2.36733,104.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60164,-2.65932,-3.08262,3.56585,60.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60370,-2.13994,-2.90908,3.8097,NA,NA,NA,256.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60480,-1.99185,-0.921324,4.95937,NA,8498.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60601,-2.49553,-0.223122,2.48161,NA,37.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60850,-2.69301,-0.689383,3.14879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.825,NA,NA,NA
61135,-2.73332,-1.04538,2.01392,15.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61256,-4.28349,0.9292,0.563762,NA,-5.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61542,-3.91483,1.40842,1.63547,NA,25.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61768,-3.67437,0.556243,0.763978,NA,NA,NA,NA,NA,10.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61982,-3.84967,0.510699,1.90313,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62043,-3.20494,0.561002,3.98557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62246,-3.68619,1.18209,3.7889,NA,NA,NA,NA,NA,NA,NA,NA,16.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62429,-4.62519,2.98287,3.53945,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62763,-4.99012,2.15312,4.82218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62932,-4.43676,1.24924,4.24243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.731,NA,NA,NA,NA
63055,-2.78751,1.37638,4.57779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.156,NA,NA,NA,NA
63347,-4.557,1.28245,2.49247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.269,NA,NA,NA,NA
63435,-3.81248,1.26177,2.36202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.668,NA,NA,NA,NA,NA
63690,-4.25932,-0.237015,3.94218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63881,-4.41636,-0.471007,1.72779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.739,NA,NA,NA,NA
64008,-4.48204,-0.00618208,1.79485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
64354,-3.93061,0.417846,0.00220101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.997,NA,NA,NA,NA,NA,NA,NA,NA,NA
64577,-4.77573,0.938881,1.38743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.112,NA,NA,NA,NA,NA
64604,-3.67087,1.36655,1.50753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.758,NA,NA,NA,NA,NA
64926,-4.74503,1.20111,0.675027,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65126,-4.78419,0.43578,1.21865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.542,NA,NA,NA,NA,NA,NA,NA,NA,NA
65399,-4.42437,-1.05031,0.247966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.017,NA,NA,NA,NA,NA,NA,NA,NA
65571,-4.34689,-1.38977,-0.668495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
65699,-3.87921,0.918181,-0.722824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.572,NA,NA,NA,NA,NA,NA,NA,NA
