id,x0,x1,x2,fitness-4,fitness-3,fitness-3.5,fitness-2.5,fitness-1.5,fitness-1,fitness-4.5,fitness-5,fitness0,fitness-2,fitness-0.5
51079,1.4015,2.05532,-4.72462,NA,NA,NA,-15.03,NA,NA,NA,NA,NA,NA,NA
51218,1.66496,1.78803,-4.96034,NA,-24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51552,2.41865,1.95604,-4.31806,NA,NA,NA,-14.888,NA,NA,NA,NA,NA,NA,NA
51626,3.25939,2.11823,-4.33239,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.345,NA
51859,2.18104,4.36737,-4.4094,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.987,NA
52105,3.33585,3.90508,-3.65853,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.903,NA
52392,2.73654,2.58232,-4.36344,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49.892,NA
52477,3.0322,2.33965,-3.43765,NA,NA,NA,-73.819,NA,NA,NA,NA,NA,NA,NA
52698,1.92597,1.71571,-4.32954,NA,NA,NA,NA,NA,NA,-84.686,NA,NA,NA,NA
52894,1.68783,0.587127,-4.50702,NA,NA,NA,NA,NA,NA,NA,-152.211,NA,NA,NA
53164,0.70071,2.1555,-3.57045,-99.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53300,0.910277,1.83777,-4.94,NA,NA,NA,NA,NA,NA,NA,-152.519,NA,NA,NA
53447,0.21081,1.88166,-3.52254,-125.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53637,0.535935,1.54604,-3.35562,NA,NA,-86.06,NA,NA,NA,NA,NA,NA,NA,NA
53958,1.80561,1.4644,-4.89993,NA,NA,NA,-12.409,NA,NA,NA,NA,NA,NA,NA
54001,2.70489,1.35768,-3.17469,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.431,NA
54318,1.93862,1.34676,-4.73549,NA,NA,NA,-9.65,NA,NA,NA,NA,NA,NA,NA
54401,2.00384,0.951605,-4.72516,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.634,NA
54670,2.8263,1.59108,-4.70719,NA,NA,NA,NA,-65.05,NA,NA,NA,NA,NA,NA
54906,2.72951,1.02942,-4.46907,NA,NA,NA,-39.575,NA,NA,NA,NA,NA,NA,NA
55021,3.21314,0.313368,-4.20498,NA,-117.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
55341,2.84693,1.83339,-3.611,NA,-59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
55594,3.01905,2.62031,-4.09396,NA,NA,-93.774,NA,NA,NA,NA,NA,NA,NA,NA
55603,2.26946,3.16578,-2.51046,NA,NA,-181.468,NA,NA,NA,NA,NA,NA,NA,NA
55920,3.13289,2.20675,-4.04137,NA,NA,NA,-55.044,NA,NA,NA,NA,NA,NA,NA
56153,3.76195,1.76916,-2.9551,NA,NA,NA,-178.774,NA,NA,NA,NA,NA,NA,NA
56230,3.86478,0.223371,-4.96584,NA,NA,NA,-167.424,NA,NA,NA,NA,NA,NA,NA
56592,4.09752,0.254817,-4.90397,NA,NA,NA,NA,-202.388,NA,NA,NA,NA,NA,NA
56770,3.75656,-0.173801,-4.79871,NA,NA,NA,-203.972,NA,NA,NA,NA,NA,NA,NA
56852,3.75687,1.47405,-4.49255,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.332,NA
57128,4.45446,1.14459,-4.61793,NA,NA,NA,NA,-171.742,NA,NA,NA,NA,NA,NA
57335,3.24965,0.871642,-4.78026,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.125,NA
57450,3.16854,1.12938,-3.87604,NA,-73.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
57796,3.33818,2.60067,-3.74864,NA,NA,NA,NA,-105.656,NA,NA,NA,NA,NA,NA
57902,2.3958,2.93237,-4.41338,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.482,NA
58081,2.45616,3.04124,-4.37379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.894
58309,2.85647,3.13359,-4.79903,NA,NA,NA,NA,NA,-124.748,NA,NA,NA,NA,NA
58556,2.82892,3.99117,-4.2498,NA,NA,NA,NA,NA,-197.79,NA,NA,NA,NA,NA
58615,3.18706,3.96476,-4.49646,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.364,NA
58837,1.87726,4.1386,-3.83122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-230.68
59076,2.65968,2.10332,-4.56539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.877
59278,2.23517,1.59458,-4.53998,NA,NA,NA,NA,NA,-52.957,NA,NA,NA,NA,NA
59476,1.65189,1.59062,-3.36028,NA,NA,NA,NA,NA,-95.205,NA,NA,NA,NA,NA
59661,2.64524,1.68402,-3.91454,NA,NA,NA,NA,NA,-60.769,NA,NA,NA,NA,NA
59885,3.08807,1.97329,-2.92924,NA,-127.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
60167,2.992,1.63082,-2.36067,NA,NA,NA,NA,-176.777,NA,NA,NA,NA,NA,NA
60323,2.80792,2.22502,-3.58884,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.643,NA
60432,0.704439,1.85502,-2.93035,NA,NA,NA,-82.745,NA,NA,NA,NA,NA,NA,NA
60800,2.01559,1.59043,-2.95476,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.539,NA
60885,0.972339,1.90542,-4.2512,NA,NA,NA,-22.317,NA,NA,NA,NA,NA,NA,NA
61117,1.397,2.32099,-4.96066,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.298,NA
61341,1.84774,3.9527,-4.67807,NA,NA,NA,NA,NA,-150.173,NA,NA,NA,NA,NA
61596,1.27953,3.01978,-4.53624,NA,NA,NA,NA,NA,-86.37,NA,NA,NA,NA,NA
61650,2.02852,3.91661,-4.46927,NA,NA,NA,NA,-125.035,NA,NA,NA,NA,NA,NA
61892,2.05371,4.08808,-4.53562,NA,NA,NA,NA,NA,-185.244,NA,NA,NA,NA,NA
62076,1.95406,2.5506,-4.87925,NA,NA,NA,NA,NA,-76.769,NA,NA,NA,NA,NA
62331,2.54419,2.91487,-4.03157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.667
62498,1.93593,2.01762,-4.61013,NA,NA,NA,NA,-30.067,NA,NA,NA,NA,NA,NA
62707,0.832274,2.15497,-4.28169,NA,NA,NA,NA,NA,-73.085,NA,NA,NA,NA,NA
62806,0.34161,2.50545,-3.51767,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.724,NA
63198,0.743277,1.58451,-3.83635,NA,-44.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
63346,0.540154,2.22536,-4.75225,-93.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63509,2.1419,1.28104,-4.74442,NA,NA,NA,-14.769,NA,NA,NA,NA,NA,NA,NA
63646,2.93764,1.61799,-4.4758,NA,NA,NA,NA,NA,NA,-116.455,NA,NA,NA,NA
63872,2.73496,0.789386,-3.3781,-121.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64031,2.63923,-0.269123,-4.32645,NA,-181.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
64398,2.09946,1.49195,-4.46308,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.277,NA
64519,1.94275,0.379167,-4.91379,NA,NA,NA,NA,NA,-167.546,NA,NA,NA,NA,NA
64613,1.7167,0.979293,-3.29657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193.448
64901,0.933263,1.73383,-3.45643,NA,NA,NA,NA,NA,NA,NA,NA,-241.331,NA,NA
65052,2.57918,2.31313,-4.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.962,NA
65219,1.35841,3.45735,-4.93706,NA,NA,NA,NA,-109.745,NA,NA,NA,NA,NA,NA
65416,2.61155,2.4755,-3.53366,NA,NA,NA,NA,-63.783,NA,NA,NA,NA,NA,NA
65673,3.33459,2.77751,-3.48851,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.894,NA
65956,2.0741,2.59016,-3.37802,NA,NA,NA,NA,NA,-90.664,NA,NA,NA,NA,NA
66087,2.55663,2.37018,-4.27245,NA,NA,NA,NA,NA,-70.273,NA,NA,NA,NA,NA
66318,1.77568,2.91161,-4.81587,NA,NA,NA,NA,NA,NA,NA,NA,-188.06,NA,NA
66514,1.99546,3.20351,-3.97454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.775
66721,1.46382,2.92207,-4.24932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.861
66959,1.38496,2.37155,-3.80224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.949
67098,0.721701,0.89853,-4.48883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.524
67372,2.51993,-0.356875,-4.90988,NA,NA,NA,-221.871,NA,NA,NA,NA,NA,NA,NA
67557,2.05448,0.772277,-3.31834,NA,-68.946,NA,NA,NA,NA,NA,NA,NA,NA,NA
67743,2.36736,1.52134,-4.0299,-50.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67973,2.59826,1.23034,-4.84449,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.486,NA
68010,2.17946,0.840139,-4.2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.1,NA
68339,1.55606,0.779351,-4.80825,NA,-51.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
68470,0.66541,1.99234,-4.70607,NA,NA,NA,NA,-54.271,NA,NA,NA,NA,NA,NA
68699,2.09224,1.61566,-4.45959,NA,-18.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
68905,1.48243,0.468537,-4.73629,NA,NA,-90.065,NA,NA,NA,NA,NA,NA,NA,NA
69183,1.17127,-0.112232,-4.19203,NA,NA,-209.029,NA,NA,NA,NA,NA,NA,NA,NA
69227,1.62517,-0.0945546,-3.75213,NA,-188.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
69423,2.046,1.28674,-4.61209,NA,NA,-26.715,NA,NA,NA,NA,NA,NA,NA,NA
69727,2.30936,2.16624,-4.17222,-67.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69907,2.55059,2.95897,-3.42266,NA,NA,-104.635,NA,NA,NA,NA,NA,NA,NA,NA
70007,1.76601,1.86653,-3.70024,NA,NA,NA,-14.978,NA,NA,NA,NA,NA,NA,NA
70396,0.457132,2.38221,-4.81451,NA,-59.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
70434,1.43952,1.67953,-4.76984,NA,-18.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
70683,1.40527,-0.333305,-4.88934,NA,NA,NA,NA,NA,NA,-266.214,NA,NA,NA,NA
70882,1.51462,1.30991,-4.35878,-65.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71065,1.16824,2.50757,-4.7188,NA,-32.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
71262,1.88859,2.69777,-3.99071,NA,-32.526,NA,NA,NA,NA,NA,NA,NA,NA,NA
71566,1.77097,1.41379,-3.74819,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.17,NA
71619,1.12949,2.01216,-4.39581,NA,NA,NA,NA,NA,-60.228,NA,NA,NA,NA,NA
71957,1.09689,1.38013,-4.84447,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.788,NA
72089,-0.278637,1.93547,-4.53644,NA,NA,NA,-106.602,NA,NA,NA,NA,NA,NA,NA
72227,0.573859,2.2493,-4.4765,NA,NA,NA,NA,NA,-89.725,NA,NA,NA,NA,NA
72519,0.252403,1.32148,-4.22467,NA,NA,NA,NA,NA,-145.475,NA,NA,NA,NA,NA
72667,0.845406,1.08788,-3.08119,NA,NA,NA,NA,-146.087,NA,NA,NA,NA,NA,NA
72939,1.90147,0.689537,-4.6047,NA,NA,NA,NA,-73.88,NA,NA,NA,NA,NA,NA
73132,1.89165,0.800315,-4.49405,NA,NA,NA,NA,NA,-103.671,NA,NA,NA,NA,NA
73243,0.896001,0.952777,-4.33187,NA,NA,NA,NA,NA,-146.993,NA,NA,NA,NA,NA
73486,2.92587,1.1437,-3.27953,NA,NA,NA,NA,NA,NA,NA,NA,-194.859,NA,NA
73736,1.6011,1.01604,-2.9163,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.123,NA
73815,1.6902,2.4514,-3.81862,NA,NA,NA,NA,-51.404,NA,NA,NA,NA,NA,NA
74168,1.50524,1.7017,-3.77186,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.358,NA
74265,-0.0515717,1.94227,-3.48536,NA,-107.157,NA,NA,NA,NA,NA,NA,NA,NA,NA
74487,-0.941646,1.2712,-4.23507,NA,NA,-212.383,NA,NA,NA,NA,NA,NA,NA,NA
74623,0.137642,1.025,-4.87034,NA,NA,NA,-114.366,NA,NA,NA,NA,NA,NA,NA
74937,0.94255,3.04944,-4.8545,NA,NA,NA,NA,-90.696,NA,NA,NA,NA,NA,NA
75093,2.02302,3.51122,-3.48417,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.283,NA
75246,1.93613,2.79477,-4.77759,NA,NA,NA,-36.432,NA,NA,NA,NA,NA,NA,NA
75531,2.07049,1.68117,-3.89711,-64.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75620,2.13105,2.06465,-4.69552,-46.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75862,0.728514,1.71449,-4.08727,NA,NA,NA,-36.033,NA,NA,NA,NA,NA,NA,NA
76162,1.09131,2.35652,-4.29017,-81.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76353,1.10685,1.98094,-4.62701,NA,NA,NA,NA,NA,NA,NA,-132.747,NA,NA,NA
76475,1.27785,0.841358,-4.77518,NA,NA,NA,-50.117,NA,NA,NA,NA,NA,NA,NA
76702,1.34983,0.60282,-4.80615,NA,NA,NA,-72.046,NA,NA,NA,NA,NA,NA,NA
76849,0.0924678,1.15158,-4.80884,NA,-106.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
77026,1.44081,1.45607,-4.08129,NA,NA,NA,-6.853,NA,NA,NA,NA,NA,NA,NA
77207,1.93203,2.55143,-4.94522,NA,-36.657,NA,NA,NA,NA,NA,NA,NA,NA,NA
77437,1.61984,2.31207,-4.63997,NA,NA,NA,-15.808,NA,NA,NA,NA,NA,NA,NA
77601,1.98758,2.6839,-4.78927,NA,-40.663,NA,NA,NA,NA,NA,NA,NA,NA,NA
77933,0.762716,2.81983,-4.2346,NA,-56.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
78028,2.02804,3.2265,-3.97786,NA,NA,NA,NA,-81.472,NA,NA,NA,NA,NA,NA
78338,2.08274,1.88616,-4.1071,NA,NA,NA,-6.832,NA,NA,NA,NA,NA,NA,NA
78401,2.1327,1.91522,-3.52778,NA,NA,NA,NA,-43.351,NA,NA,NA,NA,NA,NA
78787,1.46803,2.49887,-3.80129,NA,NA,NA,NA,NA,-86.407,NA,NA,NA,NA,NA
78824,1.10117,1.42469,-3.78589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.845
79065,2.74597,1.67701,-3.62003,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.938,NA
79327,3.41514,0.842668,-3.91631,NA,-92.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
79491,1.91679,2.11214,-3.10647,NA,NA,NA,-46.669,NA,NA,NA,NA,NA,NA,NA
79650,1.45579,1.77203,-3.48851,NA,NA,NA,NA,NA,NA,-119.604,NA,NA,NA,NA
79991,2.82069,2.46775,-3.64623,NA,NA,NA,NA,NA,NA,NA,-179.148,NA,NA,NA
80074,3.91307,2.28265,-3.52614,-201.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80260,3.0062,2.42307,-3.95391,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.853,NA
80517,2.17478,2.23956,-3.70408,NA,-30.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
80648,2.19938,1.85725,-3.03973,NA,NA,NA,-53.966,NA,NA,NA,NA,NA,NA,NA
80933,2.52628,3.40447,-3.17662,NA,NA,NA,-120.63,NA,NA,NA,NA,NA,NA,NA
81056,3.68121,1.37975,-4.77343,NA,NA,-112.229,NA,NA,NA,NA,NA,NA,NA,NA
81367,4.11829,2.55557,-3.9941,NA,NA,-181.674,NA,NA,NA,NA,NA,NA,NA,NA
81594,4.4995,2.20089,-4.75892,NA,NA,NA,NA,NA,NA,-241.905,NA,NA,NA,NA
81660,4.52827,1.50695,-3.89603,NA,NA,NA,NA,NA,NA,NA,-314.711,NA,NA,NA
81917,2.13039,1.75133,-4.906,NA,NA,NA,NA,NA,NA,-107.062,NA,NA,NA,NA
82053,3.60795,2.69023,-4.46656,NA,NA,NA,NA,NA,NA,-196.408,NA,NA,NA,NA
82400,1.55695,2.4275,-2.97771,-112.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82597,1.92202,2.83308,-2.65251,NA,NA,NA,NA,NA,NA,-175.023,NA,NA,NA,NA
82772,1.49652,2.25422,-3.10612,NA,NA,-70.873,NA,NA,NA,NA,NA,NA,NA,NA
82904,0.645823,3.27794,-3.25925,NA,NA,NA,NA,-137.096,NA,NA,NA,NA,NA,NA
83193,1.32268,2.47768,-2.81785,NA,NA,-94.653,NA,NA,NA,NA,NA,NA,NA,NA
83249,0.508888,1.71276,-2.54809,NA,NA,-140.06,NA,NA,NA,NA,NA,NA,NA,NA
83479,0.785254,0.298574,-3.67843,NA,NA,NA,NA,NA,NA,-227.721,NA,NA,NA,NA
83729,0.303393,0.737411,-2.73587,-195.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83981,0.929779,0.582445,-3.38051,NA,NA,NA,NA,NA,NA,-180.792,NA,NA,NA,NA
84117,1.35496,0.817677,-4.53828,NA,NA,NA,NA,NA,NA,-109.554,NA,NA,NA,NA
84396,-0.158842,1.15014,-4.58989,NA,NA,NA,NA,NA,NA,-195.798,NA,NA,NA,NA
84522,-0.115231,4.48516e-05,-4.91083,-320.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84798,0.567712,0.998603,-4.81069,NA,NA,-87.244,NA,NA,NA,NA,NA,NA,NA,NA
84977,2.10958,1.52315,-3.68362,NA,NA,NA,NA,-53.044,NA,NA,NA,NA,NA,NA
85041,2.26357,1.95469,-3.63858,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.202,NA
85389,4.28858,1.30797,-3.74831,NA,NA,NA,-153.258,NA,NA,NA,NA,NA,NA,NA
85470,3.57221,0.804413,-4.46303,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.2,NA
85702,3.3757,0.298914,-4.7017,NA,NA,-131.193,NA,NA,NA,NA,NA,NA,NA,NA
85809,2.37943,1.42922,-4.95068,NA,NA,-47.498,NA,NA,NA,NA,NA,NA,NA,NA
86131,2.91533,0.817892,-3.83432,NA,-75.127,NA,NA,NA,NA,NA,NA,NA,NA,NA
86246,3.53049,0.789682,-4.14374,NA,NA,-111.536,NA,NA,NA,NA,NA,NA,NA,NA
86440,3.89343,1.15468,-3.77339,-160.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86610,3.46333,2.36175,-4.48771,NA,NA,-94.911,NA,NA,NA,NA,NA,NA,NA,NA
86883,3.14002,1.87211,-4.45212,NA,NA,-69.651,NA,NA,NA,NA,NA,NA,NA,NA
87079,2.60462,3.03267,-4.35291,NA,NA,NA,-59.051,NA,NA,NA,NA,NA,NA,NA
87373,3.27212,1.17087,-4.72707,NA,NA,NA,-64.43,NA,NA,NA,NA,NA,NA,NA
87575,3.97943,2.16492,-3.85071,NA,NA,NA,-122.7,NA,NA,NA,NA,NA,NA,NA
87796,4.94803,3.53335,-4.24147,NA,NA,NA,-292.731,NA,NA,NA,NA,NA,NA,NA
87811,3.12881,4.15473,-4.47892,NA,NA,NA,-172.323,NA,NA,NA,NA,NA,NA,NA
88189,3.80101,3.33212,-4.5661,NA,NA,NA,-149.354,NA,NA,NA,NA,NA,NA,NA
88273,2.65762,3.02082,-4.59374,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.182,NA
88493,2.90067,2.91768,-3.37645,NA,NA,NA,NA,-106.867,NA,NA,NA,NA,NA,NA
88721,3.00902,2.73069,-3.7639,NA,NA,NA,-74.035,NA,NA,NA,NA,NA,NA,NA
88939,3.22212,0.697046,-4.26261,NA,-81.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
89131,2.58934,2.98457,-4.11567,NA,-67.434,NA,NA,NA,NA,NA,NA,NA,NA,NA
89205,2.29194,3.03746,-3.97371,NA,-58.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
89485,2.33402,3.16066,-4.15478,NA,NA,-73.339,NA,NA,NA,NA,NA,NA,NA,NA
89734,2.87389,3.39655,-4.35071,-146.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89991,2.08969,2.89223,-4.85081,-87.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90009,1.99597,3.00732,-4.84887,NA,NA,NA,-48.973,NA,NA,NA,NA,NA,NA,NA
90214,2.26241,2.76658,-4.14234,NA,NA,-56.392,NA,NA,NA,NA,NA,NA,NA,NA
90421,2.55167,2.19844,-3.51878,-80.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90643,3.0983,1.2555,-4.6634,NA,NA,NA,NA,NA,NA,NA,-174.81,NA,NA,NA
90921,1.84225,1.01416,-4.62256,NA,NA,NA,NA,NA,NA,-97.839,NA,NA,NA,NA
91133,1.74489,0.116349,-3.95339,NA,NA,-139.426,NA,NA,NA,NA,NA,NA,NA,NA
91244,0.878306,1.06588,-3.99528,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.794,NA
91547,1.39759,1.19078,-4.16168,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.431,NA
91788,1.13228,2.65505,-3.06636,NA,NA,NA,-74.334,NA,NA,NA,NA,NA,NA,NA
91983,1.20874,2.5891,-3.78458,NA,NA,NA,-37.376,NA,NA,NA,NA,NA,NA,NA
92129,2.01017,1.5164,-4.67211,NA,NA,NA,-6.842,NA,NA,NA,NA,NA,NA,NA
92260,-0.553325,1.46912,-4.23368,NA,NA,NA,-139.733,NA,NA,NA,NA,NA,NA,NA
92580,0.812841,3.14049,-4.2303,NA,NA,NA,-70.266,NA,NA,NA,NA,NA,NA,NA
92682,3.0641,3.24541,-4.11798,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.4,NA
92994,1.35869,2.27876,-4.80409,NA,NA,-36.236,NA,NA,NA,NA,NA,NA,NA,NA
93085,2.47846,2.81292,-4.71877,NA,NA,NA,NA,NA,NA,-112.362,NA,NA,NA,NA
93379,1.17456,1.57557,-4.42219,-50.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93487,0.771232,1.24755,-2.63656,NA,-117.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
93691,0.55584,0.910126,-3.14643,NA,-122.614,NA,NA,NA,NA,NA,NA,NA,NA,NA
93963,2.34274,0.757805,-3.22812,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.07,NA
94138,3.16116,0.903161,-3.68059,NA,NA,NA,-78.89,NA,NA,NA,NA,NA,NA,NA
94357,3.00901,2.31337,-3.15976,NA,NA,NA,NA,-95.837,NA,NA,NA,NA,NA,NA
94402,1.94389,1.75543,-4.38051,NA,-4.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
94681,0.874159,1.77135,-4.67962,NA,NA,-52.297,NA,NA,NA,NA,NA,NA,NA,NA
94878,2.89302,1.76733,-4.52776,NA,NA,-49.857,NA,NA,NA,NA,NA,NA,NA,NA
95146,3.45025,1.82622,-4.32778,NA,-68.336,NA,NA,NA,NA,NA,NA,NA,NA,NA
95247,2.99601,2.37879,-3.17429,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.871,NA
95573,2.79166,2.51883,-4.13601,-82.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95685,1.57962,1.65544,-4.31554,NA,NA,NA,-2.077,NA,NA,NA,NA,NA,NA,NA
95815,1.44973,1.70678,-4.27611,NA,NA,NA,-5.431,NA,NA,NA,NA,NA,NA,NA
96173,2.20714,2.48734,-4.13598,NA,NA,NA,-25.113,NA,NA,NA,NA,NA,NA,NA
96351,1.32367,1.7262,-4.64272,NA,NA,-29.144,NA,NA,NA,NA,NA,NA,NA,NA
96594,3.25275,1.7097,-3.57076,NA,NA,NA,NA,NA,-112.031,NA,NA,NA,NA,NA
96740,1.62556,2.15592,-4.34039,NA,NA,NA,NA,-26.688,NA,NA,NA,NA,NA,NA
96802,1.45342,1.70769,-3.12936,NA,NA,-67.677,NA,NA,NA,NA,NA,NA,NA,NA
97172,1.87276,2.56454,-3.92726,NA,NA,NA,-25.982,NA,NA,NA,NA,NA,NA,NA
97212,1.79463,3.47201,-3.84291,NA,NA,NA,NA,-91.817,NA,NA,NA,NA,NA,NA
97488,2.02597,2.86468,-4.78525,NA,-45.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
97699,2.68334,2.345,-4.24041,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.915,NA
97883,2.85191,3.32008,-4.46535,NA,-98.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
98041,1.57644,2.65784,-4.88272,NA,-39.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
98236,1.98139,3.54255,-4.58287,NA,NA,NA,NA,-93.953,NA,NA,NA,NA,NA,NA
98424,2.61676,4.09879,-4.56589,NA,NA,NA,-144.031,NA,NA,NA,NA,NA,NA,NA
98769,0.63829,3.93022,-4.40478,NA,NA,NA,NA,-161.971,NA,NA,NA,NA,NA,NA
98808,1.5359,3.60762,-3.51403,NA,NA,NA,NA,-138.563,NA,NA,NA,NA,NA,NA
99131,1.4569,2.26838,-2.56918,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.665,NA
99244,2.14614,0.579003,-2.99165,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.921,NA
99585,1.12213,2.4838,-3.8901,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.868,NA
99746,0.928713,2.02674,-3.35305,NA,NA,NA,NA,-85.105,NA,NA,NA,NA,NA,NA
99811,1.33723,1.42778,-4.74121,NA,NA,NA,NA,-47.529,NA,NA,NA,NA,NA,NA
100148,1.27686,1.18058,-4.23357,NA,-23.711,NA,NA,NA,NA,NA,NA,NA,NA,NA
100208,2.18274,0.785857,-2.3571,-190.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100582,3.29519,1.21353,-3.8808,NA,NA,-84.82,NA,NA,NA,NA,NA,NA,NA,NA
100730,2.15121,2.50055,-3.71913,NA,-35.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
100906,1.73992,1.74787,-3.90831,NA,NA,-42.427,NA,NA,NA,NA,NA,NA,NA,NA
101152,1.35569,2.1245,-4.86594,NA,NA,-34.415,NA,NA,NA,NA,NA,NA,NA,NA
101314,0.770915,2.97079,-4.18537,NA,NA,NA,NA,-87.223,NA,NA,NA,NA,NA,NA
101503,0.991652,2.72961,-3.65928,NA,NA,NA,NA,-70.37,NA,NA,NA,NA,NA,NA
101800,0.778152,3.11284,-3.57781,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.213,NA
101807,2.45966,3.71336,-4.3972,NA,-104.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
102020,1.41183,2.2623,-4.14336,NA,-21.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
102343,1.83002,1.89549,-4.64661,NA,-15.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
