id,x0,x1,x2,fitness-3.5,fitness-4,fitness-2.5,fitness-2,fitness-1,fitness-1.5,fitness-3,fitness-4.5,fitness-0.5,fitness-5
54371,2.42935,2.66206,-4.40532,NA,NA,NA,NA,NA,-51.51,NA,NA,NA,NA
54406,3.15595,2.55505,-4.18893,NA,NA,-63.418,NA,NA,NA,NA,NA,NA,NA
54678,2.03446,1.29705,-4.37588,-31.964,NA,NA,NA,NA,NA,NA,NA,NA,NA
54876,0.712129,3.07056,-3.39379,NA,NA,NA,NA,NA,-116.478,NA,NA,NA,NA
55052,2.02156,2.81143,-3.88785,NA,NA,-39.461,NA,NA,NA,NA,NA,NA,NA
55287,0.870641,2.28098,-4.63998,NA,NA,-35.178,NA,NA,NA,NA,NA,NA,NA
55548,1.5594,1.33662,-3.98005,NA,NA,NA,NA,NA,-39.459,NA,NA,NA,NA
55794,1.19107,1.44987,-3.33677,NA,NA,NA,-50.356,NA,NA,NA,NA,NA,NA
55942,1.44441,1.15109,-4.6194,NA,NA,NA,-26.63,NA,NA,NA,NA,NA,NA
56190,1.64989,1.58833,-4.78884,NA,NA,-9.637,NA,NA,NA,NA,NA,NA,NA
56311,1.46458,1.53216,-4.78185,NA,NA,NA,NA,NA,NA,-14.515,NA,NA,NA
56436,1.45405,1.78852,-4.23799,NA,NA,NA,NA,NA,NA,-9.942,NA,NA,NA
56639,2.5442,1.84468,-4.8746,NA,NA,NA,NA,NA,-39.007,NA,NA,NA,NA
56889,2.20759,3.00338,-4.34407,NA,NA,NA,NA,NA,-73.055,NA,NA,NA,NA
57042,1.42119,1.89042,-4.47153,NA,NA,NA,NA,NA,-24.157,NA,NA,NA,NA
57263,2.32082,2.11316,-4.73654,NA,NA,-19.524,NA,NA,NA,NA,NA,NA,NA
57477,1.58596,2.38447,-4.11596,NA,NA,-17.376,NA,NA,NA,NA,NA,NA,NA
57688,1.89018,1.91235,-3.55983,NA,NA,-20.782,NA,NA,NA,NA,NA,NA,NA
57946,2.12138,2.35723,-4.41986,NA,NA,-17.656,NA,NA,NA,NA,NA,NA,NA
58117,1.75673,1.70115,-3.9826,NA,NA,-4.573,NA,NA,NA,NA,NA,NA,NA
58304,1.64486,1.95552,-4.86124,NA,NA,NA,-19.383,NA,NA,NA,NA,NA,NA
58409,0.743056,1.85493,-4.93292,NA,-73.616,NA,NA,NA,NA,NA,NA,NA,NA
58753,1.64263,1.94487,-3.95098,NA,NA,NA,NA,NA,-34.367,NA,NA,NA,NA
58807,1.91759,2.16073,-3.7567,NA,NA,-17.811,NA,NA,NA,NA,NA,NA,NA
59147,1.39792,1.89504,-4.35856,NA,NA,NA,NA,-78.732,NA,NA,NA,NA,NA
59331,2.0316,2.6272,-3.58009,NA,NA,NA,NA,-75.488,NA,NA,NA,NA,NA
59550,3.13715,2.40585,-4.17074,NA,NA,NA,-66.837,NA,NA,NA,NA,NA,NA
59723,2.86829,2.78296,-4.99732,NA,NA,NA,NA,NA,NA,-66.941,NA,NA,NA
59875,1.37817,1.77318,-4.74835,NA,NA,NA,NA,NA,-33.049,NA,NA,NA,NA
60064,1.01318,2.02033,-4.76468,NA,NA,NA,NA,NA,-43.105,NA,NA,NA,NA
60285,1.69698,0.858121,-4.48368,NA,NA,-31.169,NA,NA,NA,NA,NA,NA,NA
60580,3.15815,1.69748,-3.81218,NA,NA,NA,NA,NA,NA,-61.459,NA,NA,NA
60628,3.05265,1.66859,-4.21381,NA,NA,-42.056,NA,NA,NA,NA,NA,NA,NA
60988,3.40831,1.3051,-4.38192,NA,NA,NA,NA,NA,-79.944,NA,NA,NA,NA
61077,2.78128,1.40917,-3.68011,NA,NA,NA,NA,NA,NA,-47.375,NA,NA,NA
61339,2.82547,0.594171,-4.7596,NA,NA,-74.758,NA,NA,NA,NA,NA,NA,NA
61415,3.19193,1.49103,-4.67573,NA,NA,-51.224,NA,NA,NA,NA,NA,NA,NA
61641,2.83604,1.43468,-4.94072,NA,NA,NA,-44.777,NA,NA,NA,NA,NA,NA
61862,2.32335,2.01587,-4.88608,NA,NA,-20.109,NA,NA,NA,NA,NA,NA,NA
62121,2.3089,2.55968,-4.48575,NA,NA,NA,-29.529,NA,NA,NA,NA,NA,NA
62254,1.85131,2.42479,-4.99918,NA,NA,-26.711,NA,NA,NA,NA,NA,NA,NA
62504,1.17259,2.829,-4.68356,NA,NA,NA,NA,NA,NA,-44.496,NA,NA,NA
62688,1.31946,1.70679,-3.99833,NA,-45.997,NA,NA,NA,NA,NA,NA,NA,NA
62841,0.528866,1.24581,-4.5636,NA,NA,NA,NA,NA,NA,-69.251,NA,NA,NA
63098,0.661763,2.64542,-4.75663,NA,NA,-55.287,NA,NA,NA,NA,NA,NA,NA
63370,1.1989,1.98279,-4.08397,NA,NA,-15.566,NA,NA,NA,NA,NA,NA,NA
63538,1.82266,1.76233,-4.90584,NA,NA,NA,-13.587,NA,NA,NA,NA,NA,NA
63702,1.73394,1.89782,-4.70824,NA,NA,NA,-11.723,NA,NA,NA,NA,NA,NA
63964,2.15501,2.12768,-4.37808,NA,NA,NA,-18.889,NA,NA,NA,NA,NA,NA
64110,3.12243,2.267,-3.31976,NA,NA,NA,-87.737,NA,NA,NA,NA,NA,NA
64274,2.45304,3.38905,-3.79716,NA,NA,NA,NA,NA,-100.687,NA,NA,NA,NA
64594,2.8141,2.96153,-4.72999,NA,NA,NA,-70.174,NA,NA,NA,NA,NA,NA
64767,2.2438,3.20047,-4.61909,NA,-114.084,NA,NA,NA,NA,NA,NA,NA,NA
64911,2.48568,1.07639,-4.67479,NA,-70.646,NA,NA,NA,NA,NA,NA,NA,NA
65196,2.92641,2.62128,-4.24495,NA,-90.055,NA,NA,NA,NA,NA,NA,NA,NA
65277,1.7278,2.56824,-4.65039,NA,NA,NA,-29.573,NA,NA,NA,NA,NA,NA
65551,2.30353,3.13675,-4.66072,NA,NA,NA,NA,NA,NA,-61.763,NA,NA,NA
65712,2.2903,2.49064,-4.8686,NA,NA,NA,-40.519,NA,NA,NA,NA,NA,NA
65941,2.63129,1.10229,-3.85788,NA,NA,-39.071,NA,NA,NA,NA,NA,NA,NA
66140,2.21196,1.16191,-3.80567,NA,NA,NA,NA,NA,NA,-27.136,NA,NA,NA
66271,1.27858,1.91612,-4.5094,NA,NA,-11.399,NA,NA,NA,NA,NA,NA,NA
66481,1.03741,1.1087,-4.51609,NA,NA,-37.15,NA,NA,NA,NA,NA,NA,NA
66746,0.899979,1.23604,-4.41323,NA,NA,-41.469,NA,NA,NA,NA,NA,NA,NA
66845,1.84441,1.79832,-4.95225,NA,NA,-13.935,NA,NA,NA,NA,NA,NA,NA
67050,1.70438,1.77014,-4.52444,NA,NA,NA,-5.623,NA,NA,NA,NA,NA,NA
67266,2.79279,1.00107,-4.15713,NA,NA,-43.977,NA,NA,NA,NA,NA,NA,NA
67424,1.93612,1.97104,-4.52867,NA,NA,NA,NA,NA,NA,-15.181,NA,NA,NA
67661,2.3928,3.56944,-4.59148,NA,NA,NA,NA,NA,NA,-93.201,NA,NA,NA
67964,0.639729,3.43941,-4.15346,NA,NA,NA,NA,NA,NA,-100.267,NA,NA,NA
68108,1.4238,1.84131,-4.58134,NA,NA,NA,-9.763,NA,NA,NA,NA,NA,NA
68241,2.63653,1.79401,-3.41343,NA,NA,-45.988,NA,NA,NA,NA,NA,NA,NA
68575,0.881529,1.76502,-4.69552,NA,NA,NA,-33.947,NA,NA,NA,NA,NA,NA
68710,0.603692,1.84455,-4.72094,NA,NA,-43.762,NA,NA,NA,NA,NA,NA,NA
68912,1.26618,1.10017,-4.14718,NA,-63.76,NA,NA,NA,NA,NA,NA,NA,NA
69163,2.26437,2.07523,-3.49112,NA,NA,NA,NA,NA,NA,-42.849,NA,NA,NA
69325,3.03519,1.66835,-4.35011,-71.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
69524,2.77251,1.04095,-4.63558,NA,NA,NA,NA,NA,NA,-42.568,NA,NA,NA
69674,2.20036,2.63219,-4.94093,NA,NA,-36.26,NA,NA,NA,NA,NA,NA,NA
69913,2.90951,1.8947,-4.74708,NA,NA,-37.312,NA,NA,NA,NA,NA,NA,NA
70006,2.20809,2.26536,-4.49242,NA,NA,-17.203,NA,NA,NA,NA,NA,NA,NA
70283,2.14729,2.84637,-4.00756,NA,NA,NA,NA,NA,NA,-42.665,NA,NA,NA
70434,1.95207,2.02874,-4.83379,NA,NA,NA,NA,NA,NA,-17.946,NA,NA,NA
70799,1.61706,0.847857,-4.69506,NA,NA,-36.841,NA,NA,NA,NA,NA,NA,NA
70928,0.413191,1.75273,-4.5014,NA,NA,-54.785,NA,NA,NA,NA,NA,NA,NA
71179,1.04726,1.48726,-4.77091,NA,NA,-26.097,NA,NA,NA,NA,NA,NA,NA
71299,2.16049,2.27307,-4.9414,NA,NA,-23.395,NA,NA,NA,NA,NA,NA,NA
71438,2.27202,2.51176,-4.39561,NA,NA,-26.28,NA,NA,NA,NA,NA,NA,NA
71800,1.389,3.01652,-4.61074,NA,NA,NA,NA,NA,NA,-48.86,NA,NA,NA
71811,0.511044,2.71263,-4.45213,NA,NA,NA,NA,NA,NA,-68.767,NA,NA,NA
72112,2.72369,3.06584,-4.94497,NA,NA,NA,-73.794,NA,NA,NA,NA,NA,NA
72375,3.61826,2.36637,-4.9733,NA,NA,NA,NA,NA,-104.924,NA,NA,NA,NA
72474,3.21367,2.64635,-4.75422,NA,NA,NA,-73.651,NA,NA,NA,NA,NA,NA
72749,3.59161,0.672321,-4.18162,NA,NA,NA,NA,NA,-119.612,NA,NA,NA,NA
72985,2.79078,1.55173,-4.57455,NA,NA,NA,NA,NA,-58.541,NA,NA,NA,NA
73022,2.61027,2.44741,-4.93364,NA,NA,-39.998,NA,NA,NA,NA,NA,NA,NA
73378,2.06018,2.44892,-4.7468,-44.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
73527,1.80687,1.82675,-4.84619,NA,NA,NA,NA,NA,NA,-21.772,NA,NA,NA
73690,2.32979,2.55225,-4.46893,NA,-72.436,NA,NA,NA,NA,NA,NA,NA,NA
73907,0.873543,1.96804,-4.90271,NA,NA,NA,NA,NA,NA,NA,-127.728,NA,NA
74002,1.8565,3.284,-4.25322,NA,-109.073,NA,NA,NA,NA,NA,NA,NA,NA
74296,1.1107,2.76676,-4.44186,-59.847,NA,NA,NA,NA,NA,NA,NA,NA,NA
74541,1.21215,1.14142,-4.26241,NA,NA,-23.728,NA,NA,NA,NA,NA,NA,NA
74626,1.26644,1.91462,-4.22442,NA,NA,NA,NA,NA,-43.255,NA,NA,NA,NA
74887,1.64306,1.37931,-4.43108,NA,NA,NA,-10.013,NA,NA,NA,NA,NA,NA
75025,1.10596,1.94669,-3.51445,NA,NA,NA,-38.446,NA,NA,NA,NA,NA,NA
75370,0.818774,1.7391,-3.76058,NA,NA,-38.932,NA,NA,NA,NA,NA,NA,NA
75527,1.03402,1.05051,-3.89793,NA,NA,NA,NA,NA,NA,-50.803,NA,NA,NA
75793,2.62505,1.07935,-3.98973,NA,NA,-35.827,NA,NA,NA,NA,NA,NA,NA
75997,1.68555,1.78246,-4.24466,NA,NA,NA,NA,NA,-23.847,NA,NA,NA,NA
76121,2.10033,1.2407,-3.16028,NA,NA,NA,NA,NA,-66.281,NA,NA,NA,NA
76262,2.31675,1.87866,-3.56716,NA,NA,NA,NA,NA,NA,-30.285,NA,NA,NA
76415,2.42499,1.72803,-4.09288,NA,NA,NA,NA,NA,NA,-20.689,NA,NA,NA
76782,1.28951,1.86208,-4.06276,NA,NA,NA,-13.709,NA,NA,NA,NA,NA,NA
76814,1.64718,2.76319,-4.59392,NA,NA,NA,-40.993,NA,NA,NA,NA,NA,NA
77070,1.77544,2.82457,-4.76581,NA,NA,NA,-38.47,NA,NA,NA,NA,NA,NA
77332,1.68216,0.526286,-4.84584,NA,NA,-73.715,NA,NA,NA,NA,NA,NA,NA
77556,1.90334,1.51037,-4.2095,NA,NA,-2.874,NA,NA,NA,NA,NA,NA,NA
77787,1.72672,1.4891,-4.87223,NA,NA,NA,NA,NA,NA,-18.598,NA,NA,NA
77908,1.06703,1.98459,-4.36336,NA,NA,-19.207,NA,NA,NA,NA,NA,NA,NA
78065,1.71709,2.78338,-4.65063,NA,NA,-34.561,NA,NA,NA,NA,NA,NA,NA
78342,1.42096,1.29707,-4.62555,NA,NA,NA,-27.016,NA,NA,NA,NA,NA,NA
78420,1.2236,2.08197,-4.51193,NA,NA,NA,NA,NA,NA,-21.901,NA,NA,NA
78694,1.74394,1.19676,-4.38834,NA,NA,-9.084,NA,NA,NA,NA,NA,NA,NA
78940,1.93688,1.80841,-3.63892,NA,NA,-16.215,NA,NA,NA,NA,NA,NA,NA
79073,1.37428,1.34646,-4.87203,NA,NA,-19.84,NA,NA,NA,NA,NA,NA,NA
79331,2.1462,0.83468,-4.2018,NA,NA,NA,-41.873,NA,NA,NA,NA,NA,NA
79457,1.46953,1.42572,-4.62097,NA,NA,NA,NA,NA,NA,-12.98,NA,NA,NA
79752,1.89748,2.63327,-3.215,NA,NA,-56.566,NA,NA,NA,NA,NA,NA,NA
79839,1.85998,1.66249,-3.62151,NA,NA,NA,-29.915,NA,NA,NA,NA,NA,NA
80192,2.34633,2.50373,-4.03156,NA,NA,NA,NA,NA,-47.169,NA,NA,NA,NA
80311,0.120451,1.85322,-3.23013,NA,NA,-103.02,NA,NA,NA,NA,NA,NA,NA
80455,0.72702,1.70494,-4.51222,-46.403,NA,NA,NA,NA,NA,NA,NA,NA,NA
80730,1.31255,1.30791,-4.42908,NA,NA,-12.784,NA,NA,NA,NA,NA,NA,NA
80974,1.47169,1.79299,-4.68639,NA,NA,NA,NA,NA,NA,NA,-87.899,NA,NA
81101,2.15013,1.87776,-3.68293,-49.253,NA,NA,NA,NA,NA,NA,NA,NA,NA
81211,2.61187,0.778329,-4.16269,NA,NA,NA,NA,NA,NA,-55.756,NA,NA,NA
81550,1.74971,1.67198,-4.87042,NA,NA,NA,-18.057,NA,NA,NA,NA,NA,NA
81606,1.7895,1.90244,-4.30481,NA,NA,NA,-8.455,NA,NA,NA,NA,NA,NA
81816,1.97206,2.29484,-3.24843,NA,NA,-43.121,NA,NA,NA,NA,NA,NA,NA
82038,1.17078,2.17629,-3.49955,NA,NA,NA,NA,NA,NA,-40.2,NA,NA,NA
82338,1.53769,2.95854,-4.43496,NA,NA,NA,NA,NA,NA,-42.53,NA,NA,NA
82452,2.17771,2.02766,-3.38798,NA,NA,NA,NA,NA,NA,-36.619,NA,NA,NA
82766,2.15502,1.85731,-4.95354,-32.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
82976,2.84454,1.55016,-4.34468,-50.969,NA,NA,NA,NA,NA,NA,NA,NA,NA
83010,2.5677,1.18625,-4.01235,NA,NA,NA,NA,NA,NA,-36.553,NA,NA,NA
83262,2.44438,1.83482,-4.60607,NA,NA,NA,-22.284,NA,NA,NA,NA,NA,NA
83544,3.23919,2.24008,-3.80722,NA,-143.441,NA,NA,NA,NA,NA,NA,NA,NA
83625,1.98473,2.01349,-3.06546,NA,NA,-49.13,NA,NA,NA,NA,NA,NA,NA
83996,1.90809,2.63209,-4.06758,NA,NA,NA,-36.596,NA,NA,NA,NA,NA,NA
84088,1.49818,2.07668,-3.19374,NA,NA,NA,NA,NA,-69.369,NA,NA,NA,NA
84254,1.40602,1.04287,-4.53257,NA,NA,NA,-35.219,NA,NA,NA,NA,NA,NA
84506,2.51661,2.23531,-4.50626,NA,NA,-24.089,NA,NA,NA,NA,NA,NA,NA
84768,2.87716,2.36503,-4.79596,NA,NA,-44.678,NA,NA,NA,NA,NA,NA,NA
84811,2.51709,2.36644,-4.81621,NA,NA,-31.805,NA,NA,NA,NA,NA,NA,NA
85198,3.4807,2.85773,-4.60873,NA,NA,NA,NA,NA,NA,-102.132,NA,NA,NA
85356,2.81277,2.62401,-4.76976,NA,NA,NA,-52.171,NA,NA,NA,NA,NA,NA
85424,1.75408,2.60968,-3.67925,NA,NA,NA,-47.249,NA,NA,NA,NA,NA,NA
85777,2.37203,1.96491,-4.81168,NA,NA,-18.599,NA,NA,NA,NA,NA,NA,NA
85936,1.29229,1.8343,-4.21736,NA,NA,NA,NA,NA,NA,-17.369,NA,NA,NA
86150,2.65825,1.83389,-3.53182,NA,NA,NA,-46.588,NA,NA,NA,NA,NA,NA
86390,2.27534,1.86453,-4.228,NA,NA,NA,NA,NA,-31.977,NA,NA,NA,NA
86545,2.57182,1.57074,-4.43271,NA,NA,NA,-22.116,NA,NA,NA,NA,NA,NA
86786,1.42429,1.65385,-3.51954,NA,NA,NA,-39.234,NA,NA,NA,NA,NA,NA
86813,2.65213,1.92318,-3.82339,NA,NA,NA,NA,NA,-49.877,NA,NA,NA,NA
87166,1.06097,2.35276,-3.58344,NA,NA,NA,-51.143,NA,NA,NA,NA,NA,NA
87328,1.76445,1.99024,-3.94895,NA,NA,NA,NA,NA,NA,-17.097,NA,NA,NA
87491,0.854284,1.42566,-3.98966,NA,NA,NA,NA,NA,NA,NA,-96.046,NA,NA
87787,1.88583,2.52663,-4.6532,NA,NA,NA,-32.852,NA,NA,NA,NA,NA,NA
87866,2.5434,1.96409,-4.33317,NA,NA,-20.111,NA,NA,NA,NA,NA,NA,NA
88142,2.62717,1.44552,-4.80407,NA,NA,-27.538,NA,NA,NA,NA,NA,NA,NA
88387,2.43304,2.46369,-4.59199,NA,NA,NA,NA,NA,NA,-34.628,NA,NA,NA
88430,1.74143,3.36546,-3.76811,NA,NA,-73.575,NA,NA,NA,NA,NA,NA,NA
88770,1.98296,2.25388,-4.20175,NA,NA,NA,NA,NA,-31.969,NA,NA,NA,NA
88990,2.41712,1.32562,-4.75856,NA,NA,NA,-26.774,NA,NA,NA,NA,NA,NA
89132,3.37858,1.37137,-4.44176,NA,NA,NA,NA,NA,-89.008,NA,NA,NA,NA
89332,3.86865,1.6981,-4.25511,NA,NA,NA,-100.94,NA,NA,NA,NA,NA,NA
89473,2.7225,1.56097,-4.65841,NA,NA,-27.494,NA,NA,NA,NA,NA,NA,NA
89794,2.42198,1.67774,-4.88596,NA,NA,NA,-26.877,NA,NA,NA,NA,NA,NA
89898,1.39454,1.47907,-4.41302,NA,NA,-6.283,NA,NA,NA,NA,NA,NA,NA
90130,0.300453,1.72002,-4.77655,-75.543,NA,NA,NA,NA,NA,NA,NA,NA,NA
90215,0.283913,1.69913,-4.36446,NA,NA,NA,NA,NA,NA,-61.914,NA,NA,NA
90550,1.71768,2.19763,-4.34113,NA,NA,NA,NA,NA,NA,-14.586,NA,NA,NA
90702,1.9045,0.617446,-4.37808,NA,NA,NA,NA,NA,-95.428,NA,NA,NA,NA
90998,2.52563,0.95272,-3.58394,NA,NA,NA,-63.901,NA,NA,NA,NA,NA,NA
91087,3.08533,0.965308,-4.01847,NA,-119.335,NA,NA,NA,NA,NA,NA,NA,NA
91285,1.80476,1.31518,-4.12762,NA,NA,NA,-18.966,NA,NA,NA,NA,NA,NA
91575,1.62032,2.63544,-3.94133,NA,NA,NA,NA,NA,-60.384,NA,NA,NA,NA
91713,0.848843,2.12142,-4.52253,NA,NA,NA,-41.691,NA,NA,NA,NA,NA,NA
91851,0.607062,1.71607,-4.42227,NA,NA,-42.938,NA,NA,NA,NA,NA,NA,NA
92187,2.20518,1.7207,-4.62841,-41.442,NA,NA,NA,NA,NA,NA,NA,NA,NA
92365,2.28994,1.24995,-3.66127,-44.746,NA,NA,NA,NA,NA,NA,NA,NA,NA
92417,2.22468,1.19086,-4.37303,NA,NA,NA,-22.295,NA,NA,NA,NA,NA,NA
92717,2.0955,1.73276,-4.96542,NA,NA,NA,NA,NA,NA,-20.923,NA,NA,NA
92891,2.30189,1.84141,-4.30405,-28.274,NA,NA,NA,NA,NA,NA,NA,NA,NA
93088,1.63914,2.43099,-3.36206,-51.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
93280,1.87334,1.93273,-3.7424,NA,NA,NA,-16.181,NA,NA,NA,NA,NA,NA
93574,1.23544,2.2431,-4.13531,NA,NA,NA,NA,NA,NA,-30.633,NA,NA,NA
93756,0.995604,2.19201,-4.60241,-37.675,NA,NA,NA,NA,NA,NA,NA,NA,NA
93910,1.72989,2.68249,-4.39998,NA,NA,-27.804,NA,NA,NA,NA,NA,NA,NA
94051,2.49224,1.03887,-4.6108,NA,NA,-31.756,NA,NA,NA,NA,NA,NA,NA
94399,2.5537,1.18588,-4.75105,NA,NA,NA,NA,NA,NA,-31.647,NA,NA,NA
94459,2.40062,1.33505,-4.88141,NA,NA,-23.117,NA,NA,NA,NA,NA,NA,NA
94695,2.61165,2.30148,-4.69341,NA,NA,NA,NA,NA,NA,-37.027,NA,NA,NA
94909,2.20024,1.33577,-3.97634,-40.103,NA,NA,NA,NA,NA,NA,NA,NA,NA
95058,3.07298,1.75027,-4.79774,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.627
95222,2.98337,1.70188,-4.34064,NA,-78.852,NA,NA,NA,NA,NA,NA,NA,NA
95546,1.26188,1.52481,-4.45511,NA,NA,NA,NA,NA,NA,-13.859,NA,NA,NA
95721,0.771036,2.13447,-4.58716,NA,NA,-35.795,NA,NA,NA,NA,NA,NA,NA
95820,0.994362,1.97008,-4.30547,NA,NA,NA,-36.457,NA,NA,NA,NA,NA,NA
96012,0.541563,2.75951,-3.87435,NA,NA,NA,NA,NA,NA,-70.934,NA,NA,NA
96256,1.85638,1.98253,-3.45269,-43.542,NA,NA,NA,NA,NA,NA,NA,NA,NA
96402,2.56747,0.767651,-3.69634,-74.112,NA,NA,NA,NA,NA,NA,NA,NA,NA
96622,2.38166,1.75732,-4.5918,NA,NA,NA,NA,-59.327,NA,NA,NA,NA,NA
96835,1.37308,1.9655,-4.11892,NA,NA,-10.876,NA,NA,NA,NA,NA,NA,NA
97005,1.98641,1.21143,-4.76431,NA,NA,NA,-28.725,NA,NA,NA,NA,NA,NA
97224,2.29427,0.777462,-4.08588,NA,NA,NA,NA,-87.918,NA,NA,NA,NA,NA
97600,1.36483,1.20659,-3.14632,NA,NA,-56.93,NA,NA,NA,NA,NA,NA,NA
97630,1.94331,1.63317,-4.23055,NA,NA,NA,-14.713,NA,NA,NA,NA,NA,NA
97960,1.85226,1.62909,-3.6884,NA,NA,NA,NA,NA,NA,-18.263,NA,NA,NA
98097,1.59271,0.792423,-3.50596,NA,NA,-61.583,NA,NA,NA,NA,NA,NA,NA
98230,2.00591,1.93384,-3.72739,NA,NA,-14.752,NA,NA,NA,NA,NA,NA,NA
98532,0.773059,2.77339,-4.20131,NA,NA,NA,NA,NA,-76.584,NA,NA,NA,NA
98763,1.2175,2.7857,-4.88182,NA,NA,-43.633,NA,NA,NA,NA,NA,NA,NA
98988,1.15669,2.67846,-4.47886,NA,NA,-36.06,NA,NA,NA,NA,NA,NA,NA
99133,1.85122,2.06026,-3.8369,NA,NA,-12.802,NA,NA,NA,NA,NA,NA,NA
99386,2.06964,2.05758,-4.25507,NA,NA,NA,NA,NA,NA,-10.268,NA,NA,NA
99499,1.02923,2.80816,-4.92653,NA,NA,NA,-59.151,NA,NA,NA,NA,NA,NA
99783,1.321,2.96092,-4.55538,NA,NA,NA,NA,NA,-59.579,NA,NA,NA,NA
99999,0.974195,2.71817,-4.17913,NA,NA,NA,-45.639,NA,NA,NA,NA,NA,NA
100051,0.92783,2.35408,-4.11852,NA,NA,-33.57,NA,NA,NA,NA,NA,NA,NA
100368,1.84548,1.09471,-4.75022,NA,NA,NA,NA,NA,NA,-31.028,NA,NA,NA
100501,2.10779,1.3896,-4.7497,NA,NA,NA,NA,NA,NA,-19.551,NA,NA,NA
100631,3.16651,1.02666,-4.36015,NA,NA,-60.471,NA,NA,NA,NA,NA,NA,NA
100855,2.22522,1.9501,-4.00223,NA,NA,NA,NA,NA,NA,-15.339,NA,NA,NA
101120,2.23242,1.85613,-3.81079,NA,NA,NA,NA,NA,NA,-17.996,NA,NA,NA
101216,1.2701,1.91916,-4.01725,NA,NA,-13.942,NA,NA,NA,NA,NA,NA,NA
101508,0.756352,1.56671,-3.50222,NA,NA,-56.177,NA,NA,NA,NA,NA,NA,NA
101669,2.0333,1.7493,-3.78467,NA,NA,-11.579,NA,NA,NA,NA,NA,NA,NA
101837,0.669244,2.57049,-3.18862,NA,NA,NA,NA,NA,NA,-81.477,NA,NA,NA
102103,1.76514,2.37401,-4.42213,NA,NA,NA,-17.289,NA,NA,NA,NA,NA,NA
102227,0.878739,1.83566,-4.97911,NA,NA,NA,-44.433,NA,NA,NA,NA,NA,NA
102436,1.36758,2.75547,-3.69625,NA,NA,-43.486,NA,NA,NA,NA,NA,NA,NA
102693,0.763617,1.90387,-3.60045,NA,NA,NA,NA,NA,NA,-54.159,NA,NA,NA
102863,1.66113,2.50506,-4.48773,NA,NA,NA,NA,NA,NA,-29.23,NA,NA,NA
103157,1.10558,2.02194,-4.90771,NA,-60.582,NA,NA,NA,NA,NA,NA,NA,NA
103207,2.41998,2.04895,-4.76341,NA,NA,NA,NA,NA,NA,-22.92,NA,NA,NA
103556,2.61563,2.69089,-3.80239,NA,NA,NA,-51.877,NA,NA,NA,NA,NA,NA
103618,1.53007,2.62416,-4.08645,-51.822,NA,NA,NA,NA,NA,NA,NA,NA,NA
103994,1.85049,3.17129,-3.98163,-80.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
104129,1.51533,2.90859,-3.20555,NA,NA,NA,NA,NA,NA,-76.293,NA,NA,NA
104390,1.08523,1.83562,-4.2787,NA,-57.752,NA,NA,NA,NA,NA,NA,NA,NA
104417,2.0786,1.12011,-4.1426,NA,-66.497,NA,NA,NA,NA,NA,NA,NA,NA
104630,1.64204,2.3084,-4.82413,NA,NA,NA,NA,NA,NA,-20.721,NA,NA,NA
104936,2.40488,1.59993,-4.5328,NA,NA,NA,NA,NA,-31.454,NA,NA,NA,NA
105067,1.49468,2.64381,-3.67185,NA,NA,NA,-47.789,NA,NA,NA,NA,NA,NA
105253,2.30736,1.55628,-3.92113,-37.124,NA,NA,NA,NA,NA,NA,NA,NA,NA
105445,2.82973,0.0902682,-4.93986,-146.191,NA,NA,NA,NA,NA,NA,NA,NA,NA
105670,1.90701,1.23534,-4.30704,NA,NA,-7.365,NA,NA,NA,NA,NA,NA,NA
105809,1.65894,2.30555,-4.44894,NA,NA,NA,-23.195,NA,NA,NA,NA,NA,NA
106185,1.56115,1.48116,-4.41887,NA,NA,-2.49,NA,NA,NA,NA,NA,NA,NA
106291,1.79385,1.66099,-3.75989,NA,NA,-11.895,NA,NA,NA,NA,NA,NA,NA
106521,2.23126,3.18522,-4.39384,NA,NA,NA,-68.555,NA,NA,NA,NA,NA,NA
106709,2.03968,2.87147,-4.94036,NA,NA,-44.405,NA,NA,NA,NA,NA,NA,NA
106991,1.52757,2.89108,-4.84608,NA,NA,NA,NA,NA,NA,-50.823,NA,NA,NA
107159,1.88992,1.14689,-3.90935,NA,NA,-15.682,NA,NA,NA,NA,NA,NA,NA
107373,2.21479,1.79825,-4.83513,NA,NA,NA,-26.097,NA,NA,NA,NA,NA,NA
107473,2.61448,2.36841,-3.8848,NA,NA,NA,-46.817,NA,NA,NA,NA,NA,NA
107743,2.65618,1.25285,-4.92572,NA,NA,NA,NA,-101.764,NA,NA,NA,NA,NA
107932,2.17242,1.8495,-4.69031,NA,NA,NA,NA,NA,-33.647,NA,NA,NA,NA
108029,1.33873,2.55628,-4.40526,-39.554,NA,NA,NA,NA,NA,NA,NA,NA,NA
108338,1.67961,2.05015,-4.21263,NA,NA,-6.324,NA,NA,NA,NA,NA,NA,NA
108542,1.5903,2.97579,-4.83356,-58.514,NA,NA,NA,NA,NA,NA,NA,NA,NA
108798,1.01752,2.00883,-3.96044,NA,NA,-24.03,NA,NA,NA,NA,NA,NA,NA
