id,x0,x1,x2,fitness4,fitness4.5,fitness7,fitness8,fitness7.5,fitness8.5,fitness6.5,fitness9,fitness9.5,fitness10
56726,7.67116,7.23956,8.01837,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA
56821,7.43004,7.5513,7.54315,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA
57027,7.80586,7.16284,7.21284,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA
57280,8.33761,7.38448,7.69825,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA
57564,7.73574,7.04047,7.9812,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA
57767,7.46031,7.17267,8.21195,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA
57939,8.65398,7.36406,7.72243,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA
58170,7.31408,7.64008,8.20499,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA
58396,8.03887,7.2506,8.51951,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA
58562,7.22328,8.11958,7.80167,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA
58646,7.51576,7.10617,7.57721,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA
58913,7.54671,7.22443,7.29629,NA,NA,NA,NA,0.903,NA,NA,NA,NA,NA
59137,7.2692,7.23836,7.82405,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
59233,6.99875,7.0122,7.64697,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA
59479,7.15927,7.37055,7.56733,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA
59744,7.3658,7.14223,7.41937,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA
59924,7.53969,6.94799,7.52989,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
60052,6.96863,6.76909,7.73578,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA
60231,7.1821,8.02501,8.17845,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA
60516,7.73432,8.11446,7.19617,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
60723,7.84757,8.49898,7.8633,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA
60981,7.49692,8.61084,8.25373,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA
61169,7.53171,6.82886,8.10644,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
61303,7.6166,7.64392,7.95701,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA
61418,7.83887,7.71528,7.38463,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA
61788,7.41319,8.10519,8.12548,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA
61961,7.27488,7.80831,8.15967,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA
62042,7.83105,7.32666,7.92391,NA,NA,NA,NA,0.951,NA,NA,NA,NA,NA
62344,8.56724,7.45885,7.68617,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA
62454,7.87687,8.00925,7.3696,NA,NA,NA,0.943,NA,NA,NA,NA,NA,NA
62785,8.05846,8.07262,7.51151,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA
62808,7.4436,8.53648,8.05452,NA,NA,NA,NA,0.837,NA,NA,NA,NA,NA
63159,7.74121,7.89114,7.50716,NA,NA,NA,NA,0.977,NA,NA,NA,NA,NA
63356,7.7754,8.40578,7.48278,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
63569,7.31677,8.49506,8.07096,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA
63777,8.28308,8.26189,8.08931,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA
63973,8.45504,8.40004,7.17354,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
64039,8.69691,8.24629,7.08049,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA
64203,8.05657,7.33198,7.84272,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA
64599,7.19173,7.44747,7.30134,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA
64776,8.12918,7.33911,7.91398,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA
64849,7.59063,7.19983,7.56342,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA
65114,7.20543,7.82431,7.3791,NA,NA,NA,NA,0.918,NA,NA,NA,NA,NA
65326,7.82496,7.24351,8.44837,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA
65477,7.44913,7.46855,7.99756,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
65658,7.05421,7.84912,7.9737,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA
65951,7.21656,7.62415,7.61005,NA,NA,NA,NA,0.902,NA,NA,NA,NA,NA
66012,7.995,7.52915,7.82176,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA
66397,8.30169,7.80041,8.08405,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA
66569,7.43428,7.97859,7.19789,NA,NA,NA,NA,0.902,NA,NA,NA,NA,NA
66654,7.35554,8.24708,7.69743,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA
66823,8.43861,8.32799,8.21645,NA,NA,NA,NA,NA,0.677,NA,NA,NA,NA
67150,7.91814,7.74631,7.25813,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA
67258,7.21262,7.71305,7.53691,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA
67524,7.83641,8.13146,7.98026,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
67676,7.95556,7.71747,7.85008,NA,NA,NA,0.983,NA,NA,NA,NA,NA,NA
67814,7.34233,7.95882,6.94685,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA
68184,7.25026,6.90719,7.56876,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA
68396,7.46042,7.78782,6.99492,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA
68501,6.79871,7.47169,7.02023,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA
68760,6.90834,7.28556,7.54495,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA
68961,7.54617,7.54539,8.59216,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
69107,8.09867,7.31276,8.14715,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA
69393,7.10914,7.26165,8.60576,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA
69405,7.25334,7.42757,8.03336,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA
69731,8.20616,7.10439,7.24947,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA
69877,7.55039,7.26194,7.25563,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA
70193,8.01906,7.28172,7.61194,NA,NA,NA,NA,0.934,NA,NA,NA,NA,NA
70358,8.49509,8.26709,8.08147,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA
70406,8.89417,7.93496,7.79116,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA
70776,7.72172,8.0115,6.94489,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA
70851,7.99866,7.2281,7.43007,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA
71153,8.13373,7.90788,7.84733,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA
71308,7.44632,6.98254,7.07557,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA
71436,6.90725,7.67058,8.13212,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA
71767,6.95403,7.33217,7.684,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA
71852,7.35956,7.40052,7.4461,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA
72013,7.56071,8.50311,8.02108,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA
72326,7.38149,7.68593,8.6654,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA
72561,7.85701,8.32506,7.23732,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA
72619,7.77963,7.82729,7.35578,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
72825,6.92209,7.90616,7.97577,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA
73004,8.16606,7.31014,7.56377,NA,NA,NA,NA,0.919,NA,NA,NA,NA,NA
73238,8.05872,7.35297,7.93764,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA
73489,7.89603,8.1635,7.60769,NA,NA,NA,NA,NA,NA,0.752,NA,NA,NA
73668,7.6423,7.02622,6.71468,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA
73992,7.61715,7.50785,8.5929,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
74044,7.51424,7.09944,6.98666,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA
74346,7.29124,7.69103,7.25137,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA
74502,7.58611,7.86148,7.56835,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA
74625,8.22605,7.53816,7.26021,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA
74944,8.43354,7.35799,8.1058,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA
75124,8.22554,7.38516,7.3772,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA
75351,7.36026,8.62185,7.97161,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA
75561,7.82,7.76946,7.25173,NA,NA,NA,NA,0.915,NA,NA,NA,NA,NA
75760,8.16585,7.81596,7.79382,NA,NA,NA,NA,NA,0.888,NA,NA,NA,NA
75896,8.06453,8.18792,7.32379,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA
76107,7.791,7.90337,7.6759,NA,NA,NA,NA,NA,0.911,NA,NA,NA,NA
76384,7.47521,7.90913,8.37482,NA,NA,NA,NA,NA,NA,NA,0.696,NA,NA
76565,7.0242,7.76351,8.05172,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA
76800,6.92484,7.57609,7.45357,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA
76889,7.80231,7.34048,7.94529,NA,NA,NA,0.951,NA,NA,NA,NA,NA,NA
77157,6.89633,8.78089,7.73003,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
77400,7.66595,7.4217,7.45126,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA
77413,8.14507,7.81013,7.2412,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA
77736,7.62976,7.70212,7.85702,NA,NA,NA,NA,NA,0.935,NA,NA,NA,NA
77935,8.07521,7.49277,6.81088,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA
78134,8.14435,8.02828,7.82245,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA
78396,6.82765,7.92327,7.29404,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA
78457,7.85203,8.26665,7.14853,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA
78793,7.99794,7.51485,8.09262,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA
78890,8.47166,7.51353,8.46872,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA
79068,8.18255,7.79114,7.54126,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA
79214,7.75578,8.11771,7.92541,NA,NA,NA,NA,0.956,NA,NA,NA,NA,NA
79598,7.62662,7.7456,8.28502,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA
79660,7.69791,8.30085,7.96491,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA
79927,7.77072,7.92378,7.62515,NA,NA,0.935,NA,NA,NA,NA,NA,NA,NA
80157,7.67515,8.02116,7.19368,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA
80234,7.93504,7.80232,8.29451,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA
80533,7.45227,7.39361,7.40863,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA
80790,7.54872,8.66812,7.36779,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA
80953,8.32833,7.45194,7.97856,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
81152,8.04217,7.63899,8.23462,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
81365,8.22691,7.81151,8.50329,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
81410,8.08107,7.2665,7.73974,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA
81648,8.00211,7.41393,8.62853,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA
81955,7.61754,7.88262,7.93761,NA,NA,NA,0.955,NA,NA,NA,NA,NA,NA
82001,7.65314,7.08184,8.43397,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA
82328,7.80776,7.37765,8.54561,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
82508,7.48228,7.77713,8.67002,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA
82718,7.73432,7.73092,8.29061,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA
82864,7.28093,8.40468,8.3412,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA
83148,7.74871,7.80323,9.1677,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA
83253,7.868,7.00211,8.55447,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
83575,7.38929,6.93439,8.4156,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
83684,7.39003,7.45339,7.26887,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
83862,6.99916,7.02564,7.53946,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA
84085,7.89556,8.271,7.15439,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA
84325,7.73894,7.8468,7.77243,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA
84485,7.18979,7.84487,7.01587,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
84788,7.71381,8.20027,7.79856,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
84858,7.73415,7.86482,7.17999,NA,NA,NA,NA,NA,0.779,NA,NA,NA,NA
85147,7.6413,7.82963,8.27524,NA,NA,NA,0.92,NA,NA,NA,NA,NA,NA
85314,8.64828,7.45069,7.45733,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
85491,7.33927,7.54177,7.13778,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA
85773,7.00428,8.12056,8.65727,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA
85906,7.61271,7.49143,8.36957,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA
86045,8.12465,7.56435,8.30224,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
86242,8.00061,7.07947,8.00591,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA
86419,8.83386,7.00071,7.2523,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA
86614,7.99563,7.48693,6.7403,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA
86857,7.60884,6.97173,7.47804,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA
87171,8.58264,7.34973,8.32119,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA
87310,7.5411,6.94359,7.80575,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA
87520,7.82036,8.02151,7.99193,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
87715,7.57208,7.30295,8.89122,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA
87975,7.52112,7.83493,7.92315,NA,NA,NA,NA,0.962,NA,NA,NA,NA,NA
88180,7.00893,8.00523,7.79318,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA
88230,6.87096,7.28222,7.34965,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA
88568,7.15506,7.48757,7.28863,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA
88678,7.49193,7.02118,7.37785,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA
88886,8.38056,7.43997,8.00583,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA
89010,7.56984,7.85333,7.95165,NA,NA,0.931,NA,NA,NA,NA,NA,NA,NA
89244,7.80846,7.69871,7.26204,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA
89528,8.28823,7.611,6.85498,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA
89608,7.75735,8.05105,7.69907,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA
89975,7.22934,7.28338,7.92628,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA
90067,7.69856,8.04724,7.82661,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA
90310,8.47522,8.21256,8.13564,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA
90471,7.33438,8.00259,7.20154,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA
90668,7.63691,7.7056,7.67452,NA,NA,NA,NA,0.976,NA,NA,NA,NA,NA
90898,8.36438,8.0311,7.35353,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA
91052,7.95056,8.09301,7.49725,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
91242,8.29243,7.71341,6.98884,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA
91441,7.37997,7.45544,7.30974,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA
91606,8.12484,7.82196,7.46716,NA,NA,0.891,NA,NA,NA,NA,NA,NA,NA
91879,7.81199,8.02669,7.80752,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA
92086,7.34539,7.94231,7.34045,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA
92316,7.06428,7.83321,8.22487,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA
92578,7.80659,7.33238,7.61082,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA
92602,7.75937,7.31391,7.89353,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA
92906,7.67757,7.30137,8.31228,NA,NA,NA,NA,NA,0.819,NA,NA,NA,NA
93041,7.23445,7.13902,7.29803,NA,NA,NA,NA,NA,0.768,NA,NA,NA,NA
93400,7.85114,7.51229,8.6094,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA
93573,7.46843,8.08986,8.10121,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA
93770,7.72803,7.99155,8.03307,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA
93884,7.21369,7.78822,7.78316,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA
94076,8.08608,8.02798,7.4639,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA
94297,7.76286,8.12046,7.13513,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA
94461,9.15704,7.22625,7.71537,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA
94687,7.61018,8.23991,7.59841,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA
94914,8.20253,8.55117,8.22582,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA
95192,8.07544,8.1961,7.4613,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
95323,7.51488,7.73002,8.25578,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
95600,7.20607,7.49413,7.54235,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA
95692,8.08049,6.90033,7.44578,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA
95972,7.174,7.90641,7.64818,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA
96180,7.07553,8.46134,7.78272,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA
96344,8.49761,8.00857,7.98654,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA
96473,8.36668,7.63666,8.79562,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA
96794,7.7886,8.3757,8.83489,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA
96939,7.30574,8.45213,7.9188,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA
97141,7.10174,7.99967,8.27024,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA
97225,7.85272,7.39101,8.00745,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA
97467,7.53689,8.22351,7.3061,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA
97717,8.06138,8.04137,7.22124,NA,NA,NA,0.891,NA,NA,NA,NA,NA,NA
97838,7.67858,7.55362,7.69594,NA,NA,NA,0.952,NA,NA,NA,NA,NA,NA
98062,9.127,7.69602,7.8877,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA
98298,8.30635,7.84763,7.58651,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA
98483,7.87642,7.84192,8.26107,NA,NA,NA,NA,0.914,NA,NA,NA,NA,NA
98625,7.80795,7.90951,8.51054,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA
98906,7.67506,8.01323,8.24084,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA
99200,8.14408,7.5678,8.07471,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA
99380,7.5035,7.47844,7.89917,NA,NA,NA,NA,NA,0.859,NA,NA,NA,NA
99433,7.34189,7.70393,8.2143,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA
99722,7.43354,7.45966,8.17679,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA
99908,7.55693,7.09705,8.0231,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA
100018,7.66267,6.76391,8.0482,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA
100203,7.73952,6.76346,7.37191,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA
100512,7.69548,7.41498,8.92668,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA
100753,7.43642,8.23191,7.85646,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
100967,7.4852,7.70985,7.34268,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA
101053,7.31059,8.95056,7.54566,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA
101329,8.22335,8.05263,7.49667,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA
101593,7.40506,8.1682,6.91813,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA
101615,8.20854,8.2924,7.77669,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA
101906,8.43772,7.48204,7.83099,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA
102023,7.31167,8.1584,7.72864,NA,NA,NA,0.923,NA,NA,NA,NA,NA,NA
102332,8.35034,8.02236,7.4383,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA
102404,8.25645,7.67344,7.87939,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA
102695,7.96927,7.33879,7.24532,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA
102838,7.54765,7.56276,7.31164,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA
103116,7.51675,8.13498,7.66029,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA
103220,7.48878,8.45638,8.02697,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA
103469,7.24001,8.01918,7.99947,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA
103624,7.84217,7.65777,7.61801,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA
103896,7.55223,7.9496,7.69802,NA,NA,NA,NA,0.953,NA,NA,NA,NA,NA
104034,7.37683,8.33195,8.24856,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
104238,7.79573,7.89044,7.74491,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA
104493,7.45806,7.58932,8.27129,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA
104617,7.72228,7.57456,7.77834,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA
104975,8.16602,8.32883,8.70764,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA
105158,8.3159,8.53764,8.13598,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA
105371,7.04258,7.58288,8.53495,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA
105595,8.3224,8.07731,7.55266,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA
105771,7.48459,7.12731,7.59262,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA
105834,6.71142,8.1714,7.7303,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA
106025,7.26978,7.11973,7.72466,NA,NA,NA,0.857,NA,NA,NA,NA,NA,NA
106249,7.5929,7.37314,7.96872,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
106446,7.71029,7.67155,8.00626,NA,NA,NA,NA,0.977,NA,NA,NA,NA,NA
106692,8.56331,8.3966,7.27662,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
106906,7.51809,7.6614,6.60157,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA
107130,7.88244,6.87086,7.45593,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA
107337,8.2493,7.44922,6.90344,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA
107540,7.81278,8.88512,8.10106,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA
107639,7.25886,8.69066,7.64656,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA
107980,6.79242,8.10087,7.93006,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA
108006,7.61025,8.36103,7.62543,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA
108275,7.71514,7.6387,7.70234,NA,NA,NA,NA,0.998,NA,NA,NA,NA,NA
108595,7.82649,8.14525,8.43657,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA
108735,7.94021,7.85799,8.71659,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA
108992,7.52326,7.48195,8.16985,NA,NA,NA,NA,0.904,NA,NA,NA,NA,NA
109146,7.57494,7.05788,8.43449,NA,NA,NA,NA,NA,NA,NA,0.582,NA,NA
109247,7.42501,8.73876,8.14513,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA
109555,6.93011,7.48319,7.48012,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA
109752,7.85799,7.75158,7.20837,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA
109941,7.66015,7.65571,7.66502,NA,NA,NA,0.997,NA,NA,NA,NA,NA,NA
110044,7.18142,7.62442,7.45124,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA
110359,7.99763,7.16218,7.23175,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA
110528,8.50403,8.33455,8.26702,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA
110620,8.19722,7.61764,7.40598,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA
110995,7.44733,7.67356,7.84379,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA
111071,6.83424,7.17778,7.62017,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA
111295,7.76764,7.35691,7.75759,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA
111515,6.68531,7.39715,7.9152,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA
111602,7.10608,7.14334,7.76406,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA
111975,6.80171,7.10322,8.21794,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA
112174,7.01904,8.10918,6.61646,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA
112313,7.66706,7.19764,7.37541,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA
112472,7.89314,7.53117,6.61559,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA
112718,7.91931,7.45887,7.04292,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA
112815,8.20992,7.84883,7.588,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA
113094,7.99335,6.85534,7.69455,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA
113396,7.80318,8.06217,8.17385,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA
