id,x0,x1,x2,fitness-4,fitness-3.5,fitness-2,fitness-1.5,fitness-2.5,fitness-4.5,fitness-3,fitness-1,fitness-5,fitness-0.5,fitness0
51246,1.28572,1.78961,-4.71051,NA,NA,NA,NA,-13.09,NA,NA,NA,NA,NA,NA
51588,1.6539,1.22128,-4.64713,NA,NA,-14.101,NA,NA,NA,NA,NA,NA,NA,NA
51771,2.74502,1.10947,-3.78561,NA,NA,NA,NA,NA,NA,NA,-103.166,NA,NA,NA
51957,0.897284,2.14075,-4.74518,NA,NA,NA,-45.421,NA,NA,NA,NA,NA,NA,NA
52197,1.34346,1.34895,-4.26,NA,NA,-18.225,NA,NA,NA,NA,NA,NA,NA,NA
52229,1.77599,0.52626,-4.51307,NA,NA,NA,NA,-65.752,NA,NA,NA,NA,NA,NA
52456,1.79773,2.11082,-4.30414,NA,NA,NA,NA,-8.088,NA,NA,NA,NA,NA,NA
52671,1.732,1.43791,-4.30053,NA,NA,NA,NA,NA,NA,-10.442,NA,NA,NA,NA
52833,2.52924,2.18267,-3.51559,NA,NA,NA,NA,-41.331,NA,NA,NA,NA,NA,NA
53164,2.54574,2.34071,-3.92123,NA,NA,NA,NA,NA,NA,-37.454,NA,NA,NA,NA
53279,2.47572,2.55457,-4.23113,NA,NA,NA,-44.024,NA,NA,NA,NA,NA,NA,NA
53498,1.75592,1.74886,-4.9771,NA,NA,-21.429,NA,NA,NA,NA,NA,NA,NA,NA
53737,2.16624,1.36171,-3.43885,NA,NA,NA,NA,NA,NA,-35.215,NA,NA,NA,NA
53841,1.13394,1.66611,-4.78991,NA,NA,NA,NA,-20.541,NA,NA,NA,NA,NA,NA
54057,1.77616,2.31818,-4.54138,NA,NA,NA,NA,NA,NA,-19.817,NA,NA,NA,NA
54230,1.08545,1.32742,-4.28955,NA,NA,NA,NA,-21.302,NA,NA,NA,NA,NA,NA
54565,1.89835,2.08931,-4.91599,NA,NA,NA,NA,-15.91,NA,NA,NA,NA,NA,NA
54780,1.91485,2.86015,-3.05671,NA,NA,NA,NA,-77.618,NA,NA,NA,NA,NA,NA
54942,2.47337,2.32743,-4.98394,NA,NA,NA,NA,NA,NA,NA,-70.432,NA,NA,NA
55053,1.26852,1.66464,-4.11484,NA,NA,-14.642,NA,NA,NA,NA,NA,NA,NA,NA
55334,2.26842,0.478678,-3.9207,NA,NA,-82.338,NA,NA,NA,NA,NA,NA,NA,NA
55570,2.34298,0.478736,-4.86005,NA,NA,-78.589,NA,NA,NA,NA,NA,NA,NA,NA
55610,2.98263,0.316417,-4.3534,NA,NA,NA,NA,-103.866,NA,NA,NA,NA,NA,NA
55951,2.08367,0.0484708,-4.02877,NA,NA,NA,NA,-138.244,NA,NA,NA,NA,NA,NA
56142,1.93873,0.803709,-4.50221,NA,NA,NA,NA,NA,NA,-46.521,NA,NA,NA,NA
56317,1.20644,0.953871,-4.51721,NA,NA,NA,NA,NA,NA,-43.971,NA,NA,NA,NA
56597,2.16942,1.29284,-4.54158,NA,NA,-19.347,NA,NA,NA,NA,NA,NA,NA,NA
56714,3.44639,1.97192,-4.36363,NA,NA,-69.192,NA,NA,NA,NA,NA,NA,NA,NA
56957,1.28673,1.84073,-4.76096,NA,NA,NA,NA,NA,NA,NA,-75.979,NA,NA,NA
57186,1.87012,1.46929,-4.75014,NA,NA,-17.348,NA,NA,NA,NA,NA,NA,NA,NA
57305,2.09527,1.10103,-4.79052,NA,NA,NA,NA,NA,NA,-23.162,NA,NA,NA,NA
57557,1.91461,1.92319,-4.71511,NA,NA,-14.668,NA,NA,NA,NA,NA,NA,NA,NA
57640,1.57827,2.33974,-3.84694,NA,NA,NA,NA,-21.142,NA,NA,NA,NA,NA,NA
57960,1.64643,1.74067,-4.82358,NA,NA,NA,-29.696,NA,NA,NA,NA,NA,NA,NA
58010,2.13484,2.44846,-3.83558,NA,NA,NA,NA,-26.843,NA,NA,NA,NA,NA,NA
58333,1.44215,2.91485,-4.83478,NA,NA,NA,NA,-44.973,NA,NA,NA,NA,NA,NA
58431,2.90945,2.7869,-4.60548,NA,NA,NA,-70.701,NA,NA,NA,NA,NA,NA,NA
58636,1.24878,2.20501,-4.59787,NA,NA,NA,NA,-18.086,NA,NA,NA,NA,NA,NA
58890,1.74827,2.75954,-4.6826,NA,NA,NA,NA,NA,NA,-40.621,NA,NA,NA,NA
59049,2.13792,2.19805,-4.70409,NA,NA,NA,NA,NA,NA,-24.465,NA,NA,NA,NA
59380,2.05122,2.17323,-4.51218,NA,NA,NA,NA,NA,NA,-23.277,NA,NA,NA,NA
59481,1.71897,2.3525,-3.51693,-73.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59611,2.35758,2.88889,-3.75681,NA,-67.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
59977,2.08557,1.45069,-3.79244,-71.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60037,1.85795,1.9231,-4.55231,NA,NA,NA,NA,NA,NA,-16.885,NA,NA,NA,NA
60365,2.54831,1.63809,-3.79904,NA,NA,NA,-45.916,NA,NA,NA,NA,NA,NA,NA
60517,1.93127,0.927074,-3.91282,NA,NA,NA,NA,-28.418,NA,NA,NA,NA,NA,NA
60629,1.98152,1.696,-3.59285,NA,NA,NA,NA,-18.114,NA,NA,NA,NA,NA,NA
60934,1.31211,1.27054,-4.16133,NA,NA,-27.407,NA,NA,NA,NA,NA,NA,NA,NA
61111,2.18505,0.481876,-4.90634,NA,NA,NA,-93.554,NA,NA,NA,NA,NA,NA,NA
61318,1.36354,1.77759,-4.43503,NA,NA,NA,NA,NA,NA,NA,-76.404,NA,NA,NA
61480,0.436184,1.43242,-4.5463,NA,NA,NA,NA,-62.819,NA,NA,NA,NA,NA,NA
61677,1.22785,2.55158,-4.73277,NA,NA,NA,NA,NA,NA,-34.826,NA,NA,NA,NA
61942,0.585799,2.42634,-4.22714,NA,NA,NA,NA,NA,NA,-51.71,NA,NA,NA,NA
62187,1.01314,0.867988,-4.28343,NA,NA,NA,NA,-61.896,NA,NA,NA,NA,NA,NA
62230,1.88348,1.03896,-4.46354,NA,NA,NA,NA,NA,NA,-19.601,NA,NA,NA,NA
62542,2.09913,1.40599,-4.70502,NA,NA,NA,NA,NA,NA,-13.064,NA,NA,NA,NA
62670,2.85403,0.956301,-4.52136,NA,NA,NA,NA,-48.902,NA,NA,NA,NA,NA,NA
62938,2.99108,0.577585,-4.36989,NA,NA,NA,NA,-79.298,NA,NA,NA,NA,NA,NA
63057,1.44979,0.787069,-4.88156,NA,NA,-60.813,NA,NA,NA,NA,NA,NA,NA,NA
63301,1.61942,1.3641,-4.84989,NA,NA,NA,NA,NA,NA,-15.784,NA,NA,NA,NA
63449,1.0499,0.881031,-3.74174,NA,NA,NA,-117.995,NA,NA,NA,NA,NA,NA,NA
63638,0.212985,2.4267,-4.17771,NA,NA,NA,NA,-72.238,NA,NA,NA,NA,NA,NA
63960,0.377099,2.67395,-4.07177,NA,-88.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
64075,1.72143,2.02065,-4.70339,NA,NA,NA,NA,NA,NA,-13.611,NA,NA,NA,NA
64384,1.69351,2.85952,-4.71701,NA,NA,NA,-67.961,NA,NA,NA,NA,NA,NA,NA
64598,0.764027,1.99558,-3.70222,NA,NA,-49.847,NA,NA,NA,NA,NA,NA,NA,NA
64606,1.23158,2.35266,-3.40135,NA,NA,-52.703,NA,NA,NA,NA,NA,NA,NA,NA
64852,1.02688,1.71437,-4.04468,NA,NA,NA,NA,NA,NA,-30.009,NA,NA,NA,NA
65162,1.88307,1.39099,-3.667,-53.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65379,1.26076,1.14741,-4.26163,NA,NA,-41.138,NA,NA,NA,NA,NA,NA,NA,NA
65477,0.986153,1.35689,-4.426,NA,NA,NA,-60.311,NA,NA,NA,NA,NA,NA,NA
65727,2.42828,2.7428,-3.92928,NA,NA,-49.472,NA,NA,NA,NA,NA,NA,NA,NA
65999,1.69715,1.31176,-4.69712,NA,NA,NA,NA,-9.167,NA,NA,NA,NA,NA,NA
66083,2.57955,0.742887,-4.93825,NA,NA,NA,NA,NA,-124.611,NA,NA,NA,NA,NA
66302,2.58578,1.62656,-4.87498,NA,NA,NA,NA,NA,-103.343,NA,NA,NA,NA,NA
66407,2.21846,1.86789,-4.23033,NA,-35.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
66719,1.10949,2.10118,-4.66535,NA,-42.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
66881,2.69821,2.40926,-4.64612,NA,NA,-37.624,NA,NA,NA,NA,NA,NA,NA,NA
67106,3.25925,2.23142,-4.44242,NA,NA,NA,NA,NA,NA,-63.775,NA,NA,NA,NA
67380,1.34907,2.79843,-4.58584,NA,NA,-46.158,NA,NA,NA,NA,NA,NA,NA,NA
67477,2.20405,1.19131,-4.98219,NA,NA,-34.426,NA,NA,NA,NA,NA,NA,NA,NA
67666,2.19745,2.1856,-4.30521,NA,NA,NA,NA,-13.456,NA,NA,NA,NA,NA,NA
67998,0.342722,1.32173,-4.19645,NA,NA,NA,NA,-67.052,NA,NA,NA,NA,NA,NA
68176,0.447926,2.30239,-4.35531,NA,NA,NA,NA,-52.821,NA,NA,NA,NA,NA,NA
68353,1.71998,2.41775,-4.94961,NA,-54.589,NA,NA,NA,NA,NA,NA,NA,NA,NA
68450,2.45741,3.34561,-4.44255,-118.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68751,3.29611,2.38792,-3.45899,NA,NA,NA,NA,-91.684,NA,NA,NA,NA,NA,NA
68918,2.86449,3.28654,-4.78523,NA,NA,NA,-103.849,NA,NA,NA,NA,NA,NA,NA
69143,2.02263,3.22142,-4.92361,NA,NA,-67.476,NA,NA,NA,NA,NA,NA,NA,NA
69336,2.28854,2.51429,-3.40135,NA,NA,-50.884,NA,NA,NA,NA,NA,NA,NA,NA
69597,1.80064,2.77962,-3.3185,NA,NA,NA,NA,-56.562,NA,NA,NA,NA,NA,NA
69652,1.98742,2.32284,-4.64812,NA,-37.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
69874,2.11578,2.58449,-4.87794,NA,NA,NA,NA,-31.167,NA,NA,NA,NA,NA,NA
70032,1.22579,2.56576,-4.75485,NA,NA,-35.167,NA,NA,NA,NA,NA,NA,NA,NA
70363,1.95469,2.13608,-4.73544,NA,NA,NA,-31.542,NA,NA,NA,NA,NA,NA,NA
70460,3.16982,1.78641,-4.7878,NA,NA,NA,-73.486,NA,NA,NA,NA,NA,NA,NA
70629,2.54651,3.26783,-4.31315,NA,NA,NA,NA,NA,NA,NA,-103.616,NA,NA,NA
70947,2.55927,3.62749,-4.41674,NA,NA,NA,-127.813,NA,NA,NA,NA,NA,NA,NA
71039,0.600007,3.45757,-3.76667,NA,NA,NA,NA,-109.968,NA,NA,NA,NA,NA,NA
71302,2.04161,2.52392,-3.75613,NA,NA,NA,NA,NA,NA,-33.816,NA,NA,NA,NA
71450,2.16386,1.20726,-3.70947,NA,-48.801,NA,NA,NA,NA,NA,NA,NA,NA,NA
71752,1.72682,1.77485,-4.94912,NA,NA,NA,NA,NA,NA,-17.922,NA,NA,NA,NA
71977,2.13902,1.7486,-3.56181,NA,NA,-35.358,NA,NA,NA,NA,NA,NA,NA,NA
72019,1.62323,2.25294,-3.89626,NA,NA,NA,NA,-17.388,NA,NA,NA,NA,NA,NA
72264,1.33928,1.83276,-4.35073,NA,NA,NA,-34.607,NA,NA,NA,NA,NA,NA,NA
72532,1.05413,1.69907,-4.93628,NA,NA,NA,NA,NA,NA,-30.12,NA,NA,NA,NA
72678,1.05063,2.09039,-4.60283,-63.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72811,1.12235,1.70684,-4.44414,-71.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73062,1.74344,1.71507,-4.52229,NA,-27.865,NA,NA,NA,NA,NA,NA,NA,NA,NA
73299,2.29339,2.39005,-4.25463,NA,NA,NA,NA,-22.89,NA,NA,NA,NA,NA,NA
73462,2.49595,2.18554,-3.61216,NA,NA,NA,NA,-35.709,NA,NA,NA,NA,NA,NA
73697,1.94347,1.60367,-4.34015,NA,NA,NA,NA,-1.193,NA,NA,NA,NA,NA,NA
73901,1.76772,1.56062,-3.55721,NA,NA,NA,NA,-20.882,NA,NA,NA,NA,NA,NA
74030,0.0814526,1.44197,-4.07172,NA,NA,NA,NA,NA,NA,-86.534,NA,NA,NA,NA
74322,0.0283332,1.80241,-3.49779,NA,NA,NA,NA,NA,NA,-98.665,NA,NA,NA,NA
74474,2.05286,1.859,-4.17071,NA,NA,-16.866,NA,NA,NA,NA,NA,NA,NA,NA
74758,2.27756,1.02704,-3.41925,NA,NA,NA,NA,NA,NA,-47.894,NA,NA,NA,NA
74809,1.34041,1.50568,-4.78707,NA,-40.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
75055,2.29077,0.851677,-4.47049,NA,NA,NA,NA,-36.52,NA,NA,NA,NA,NA,NA
75270,1.52379,0.967579,-4.81452,NA,NA,NA,-74.091,NA,NA,NA,NA,NA,NA,NA
75527,1.55606,1.49834,-4.65372,NA,NA,NA,-25.269,NA,NA,NA,NA,NA,NA,NA
75709,1.21993,1.96259,-4.15963,NA,NA,NA,NA,-14.425,NA,NA,NA,NA,NA,NA
75851,2.40887,2.34276,-4.03136,NA,NA,NA,NA,NA,NA,-29.615,NA,NA,NA,NA
76188,1.75381,1.99458,-3.63893,NA,NA,NA,NA,-17.722,NA,NA,NA,NA,NA,NA
76335,2.0018,2.03428,-3.60372,NA,NA,-24.505,NA,NA,NA,NA,NA,NA,NA,NA
76499,1.15245,2.2919,-4.54592,NA,-41.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
76730,1.40718,2.24899,-4.27442,NA,NA,NA,NA,-14.679,NA,NA,NA,NA,NA,NA
76887,2.51761,1.44234,-4.77345,NA,NA,-31.377,NA,NA,NA,NA,NA,NA,NA,NA
77112,1.92889,2.87239,-4.93744,NA,NA,NA,NA,-43.284,NA,NA,NA,NA,NA,NA
77276,1.33934,2.98721,-4.60363,NA,NA,NA,NA,NA,NA,-51.346,NA,NA,NA,NA
77478,1.09548,2.14342,-4.74516,NA,NA,-26.83,NA,NA,NA,NA,NA,NA,NA,NA
77676,0.696294,1.8707,-3.98631,NA,NA,NA,NA,-38.016,NA,NA,NA,NA,NA,NA
77907,2.10367,1.66685,-4.11209,NA,NA,NA,NA,NA,NA,-15.057,NA,NA,NA,NA
78163,2.46365,1.37079,-4.61148,NA,-45.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
78259,1.92352,3.33938,-4.74464,NA,-84.639,NA,NA,NA,NA,NA,NA,NA,NA,NA
78438,2.13101,3.08906,-4.98634,NA,NA,-62.39,NA,NA,NA,NA,NA,NA,NA,NA
78724,2.02188,1.37332,-3.53541,NA,NA,-31.447,NA,NA,NA,NA,NA,NA,NA,NA
78803,3.40265,0.879293,-4.98403,NA,NA,NA,NA,NA,NA,-89.436,NA,NA,NA,NA
79013,1.76784,1.75847,-4.15771,NA,NA,NA,NA,-2.099,NA,NA,NA,NA,NA,NA
79283,1.35501,2.28528,-4.88292,NA,NA,NA,NA,NA,NA,-27.062,NA,NA,NA,NA
79423,0.887154,0.904097,-4.7214,NA,NA,NA,NA,NA,NA,-71.708,NA,NA,NA,NA
79639,0.917061,2.51064,-3.63325,NA,NA,NA,NA,NA,NA,-57.995,NA,NA,NA,NA
79935,2.14503,1.01668,-4.94589,NA,NA,NA,NA,NA,NA,-41.366,NA,NA,NA,NA
80127,2.0843,1.46598,-3.86075,NA,NA,NA,NA,NA,NA,-14.569,NA,NA,NA,NA
80298,2.15127,1.97334,-3.78863,NA,NA,NA,NA,NA,NA,-17.908,NA,NA,NA,NA
80527,2.79043,1.65499,-4.46111,NA,-42.356,NA,NA,NA,NA,NA,NA,NA,NA,NA
80672,2.38989,1.09017,-4.80058,NA,NA,NA,NA,NA,NA,-29.579,NA,NA,NA,NA
80821,1.5228,1.47543,-4.3683,NA,NA,NA,NA,-3.921,NA,NA,NA,NA,NA,NA
81025,2.69572,1.33186,-4.85988,NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.371,NA
81308,1.49806,1.29434,-4.99663,NA,NA,NA,NA,NA,NA,NA,-76.3,NA,NA,NA
81474,1.05747,1.97454,-4.60999,NA,NA,-31.045,NA,NA,NA,NA,NA,NA,NA,NA
81690,1.92012,0.64078,-4.95953,NA,NA,NA,NA,NA,NA,-59.667,NA,NA,NA,NA
81989,1.55406,1.38106,-4.40718,NA,NA,NA,NA,-5.35,NA,NA,NA,NA,NA,NA
82012,0.755236,2.28473,-4.13223,NA,NA,NA,NA,-38.553,NA,NA,NA,NA,NA,NA
82264,1.88089,1.55312,-4.02754,NA,-25.556,NA,NA,NA,NA,NA,NA,NA,NA,NA
82541,1.41046,2.85873,-4.3206,NA,-55.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
82716,2.53141,3.49683,-4.91666,NA,-104.912,NA,NA,NA,NA,NA,NA,NA,NA,NA
82978,2.28746,1.60787,-4.97755,NA,NA,NA,NA,-19.813,NA,NA,NA,NA,NA,NA
83026,1.46025,1.76507,-4.71442,NA,NA,NA,NA,-10.682,NA,NA,NA,NA,NA,NA
83281,1.83444,1.82536,-4.3744,NA,NA,NA,NA,NA,NA,-4.597,NA,NA,NA,NA
83450,2.25009,1.7787,-3.52568,NA,NA,NA,NA,NA,NA,-33.096,NA,NA,NA,NA
83643,2.06957,1.14083,-3.74874,NA,NA,NA,NA,NA,NA,-25.012,NA,NA,NA,NA
83852,1.77362,2.46373,-3.80892,NA,NA,NA,NA,-25.483,NA,NA,NA,NA,NA,NA
84055,2.13292,1.2504,-4.12501,NA,NA,-16.719,NA,NA,NA,NA,NA,NA,NA,NA
84376,3.44139,2.80217,-3.61684,NA,NA,NA,-119.167,NA,NA,NA,NA,NA,NA,NA
84510,3.07234,2.26553,-2.81316,NA,NA,NA,NA,NA,NA,NA,-157.067,NA,NA,NA
84609,0.899594,1.64118,-3.5655,NA,NA,NA,NA,-43.199,NA,NA,NA,NA,NA,NA
84897,2.12205,2.26,-4.1724,NA,-33.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
85160,1.02752,3.21889,-4.78179,NA,NA,-72.574,NA,NA,NA,NA,NA,NA,NA,NA
85369,1.5128,3.44963,-4.73178,NA,NA,NA,NA,-75.963,NA,NA,NA,NA,NA,NA
85493,0.777334,2.77164,-3.98903,NA,NA,NA,NA,NA,NA,-64.941,NA,NA,NA,NA
85691,2.08527,2.06038,-4.66176,NA,NA,NA,NA,NA,-96.066,NA,NA,NA,NA,NA
85813,2.07476,1.29954,-3.79155,NA,NA,NA,NA,NA,-106.85,NA,NA,NA,NA,NA
86182,1.05448,1.51733,-4.66305,NA,NA,NA,NA,NA,NA,-26.655,NA,NA,NA,NA
86219,2.02971,0.460425,-4.64932,NA,NA,NA,NA,NA,NA,-67.415,NA,NA,NA,NA
86594,1.64396,1.82807,-4.52503,NA,NA,NA,NA,NA,NA,-12.525,NA,NA,NA,NA
86649,0.244087,1.58274,-4.34887,-96.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86844,0.885352,1.89978,-4.7709,NA,NA,NA,NA,-30.614,NA,NA,NA,NA,NA,NA
87107,1.90746,1.87246,-4.06213,NA,NA,NA,-20.38,NA,NA,NA,NA,NA,NA,NA
87272,3.03797,1.40835,-4.99034,NA,NA,NA,NA,NA,NA,-56.369,NA,NA,NA,NA
87514,1.8624,2.28982,-4.35292,NA,-34.069,NA,NA,NA,NA,NA,NA,NA,NA,NA
87647,1.50225,0.98332,-3.97565,-72.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87912,1.63191,2.19844,-4.0774,NA,NA,NA,NA,-12.162,NA,NA,NA,NA,NA,NA
88105,0.641443,1.63402,-4.62548,NA,NA,NA,-68.566,NA,NA,NA,NA,NA,NA,NA
88210,1.01945,1.09011,-4.65249,NA,NA,NA,NA,NA,NA,NA,-94.252,NA,NA,NA
88461,1.04541,2.41441,-3.55348,NA,NA,-56.721,NA,NA,NA,NA,NA,NA,NA,NA
88780,1.35866,2.18125,-4.47549,NA,NA,-18.075,NA,NA,NA,NA,NA,NA,NA,NA
88871,2.40044,2.70638,-4.7613,-83.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89072,1.15108,2.28517,-4.63786,NA,NA,NA,NA,NA,-86.955,NA,NA,NA,NA,NA
89287,0.680652,1.89944,-4.60542,NA,NA,NA,NA,NA,-102.849,NA,NA,NA,NA,NA
89450,2.26902,2.94698,-4.12417,NA,NA,NA,NA,NA,NA,-51.074,NA,NA,NA,NA
89638,2.01849,1.47259,-4.6303,NA,NA,NA,NA,-6.604,NA,NA,NA,NA,NA,NA
89890,1.89594,1.83699,-4.50026,NA,NA,-12.309,NA,NA,NA,NA,NA,NA,NA,NA
90163,2.35441,2.13358,-3.60845,NA,-64.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
90383,2.21082,1.53098,-3.5736,NA,-56.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
90518,3.00831,1.143,-3.77466,NA,NA,NA,NA,NA,NA,-64.745,NA,NA,NA,NA
90726,2.15282,2.15618,-3.02036,NA,NA,-59.383,NA,NA,NA,NA,NA,NA,NA,NA
90817,1.74444,1.94704,-4.79773,NA,NA,-15.061,NA,NA,NA,NA,NA,NA,NA,NA
91119,2.57419,2.58044,-4.50554,NA,NA,NA,NA,-36.726,NA,NA,NA,NA,NA,NA
91233,3.0006,2.23998,-4.72286,NA,NA,NA,NA,NA,NA,-55.519,NA,NA,NA,NA
91514,1.34698,2.20491,-3.8261,NA,NA,NA,NA,NA,NA,-21.706,NA,NA,NA,NA
91734,2.17578,1.73997,-4.87151,NA,NA,NA,NA,-13.908,NA,NA,NA,NA,NA,NA
91848,1.08145,2.1974,-4.00722,NA,NA,NA,NA,-23.973,NA,NA,NA,NA,NA,NA
92109,0.865119,1.42243,-4.77378,NA,NA,NA,NA,-40.084,NA,NA,NA,NA,NA,NA
92245,1.53985,1.87202,-4.39996,NA,NA,NA,NA,-5.262,NA,NA,NA,NA,NA,NA
92401,2.61677,1.28129,-4.24881,NA,NA,-36.542,NA,NA,NA,NA,NA,NA,NA,NA
92632,2.38764,2.11198,-4.59585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.971
92834,2.24356,3.29025,-4.47046,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134.624,NA
93099,2.48325,2.39133,-4.89774,NA,NA,-39.294,NA,NA,NA,NA,NA,NA,NA,NA
93278,2.74788,1.58586,-4.52469,NA,NA,NA,NA,NA,NA,-30.368,NA,NA,NA,NA
93477,2.29652,1.84425,-4.93165,NA,NA,NA,NA,-19.925,NA,NA,NA,NA,NA,NA
93737,2.03296,2.60441,-4.68052,NA,NA,NA,-49.427,NA,NA,NA,NA,NA,NA,NA
93804,2.30351,1.61564,-3.85027,NA,NA,-25.074,NA,NA,NA,NA,NA,NA,NA,NA
94017,1.62259,2.63917,-4.05335,NA,NA,NA,-53.02,NA,NA,NA,NA,NA,NA,NA
94292,0.752566,2.44231,-4.34013,NA,NA,NA,NA,NA,NA,-44.531,NA,NA,NA,NA
94470,2.38545,1.87437,-4.63596,NA,NA,NA,NA,-15.289,NA,NA,NA,NA,NA,NA
94676,2.93044,1.89608,-4.73975,NA,NA,NA,NA,-37.911,NA,NA,NA,NA,NA,NA
94819,3.45551,1.43984,-4.72598,NA,NA,NA,NA,NA,NA,-70.51,NA,NA,NA,NA
95100,2.17651,2.0583,-4.12232,NA,NA,NA,NA,NA,NA,NA,-54.406,NA,NA,NA
95285,1.87938,1.80549,-4.50462,NA,NA,NA,NA,-3.01,NA,NA,NA,NA,NA,NA
95582,1.4199,1.27536,-4.32817,NA,NA,NA,NA,-9.473,NA,NA,NA,NA,NA,NA
95760,0.631434,1.81143,-4.68738,NA,NA,NA,NA,NA,NA,-44.437,NA,NA,NA,NA
95875,1.20231,2.60911,-3.88544,-77.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96129,1.65165,2.5295,-4.86385,-71.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96270,1.85565,2.0374,-4.61427,-61.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96503,1.84222,2.77992,-3.87237,NA,-55.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
96674,2.168,2.64421,-4.521,NA,NA,NA,NA,-29.03,NA,NA,NA,NA,NA,NA
96989,2.02775,0.925365,-4.43602,NA,NA,NA,NA,NA,NA,-32.833,NA,NA,NA,NA
97155,1.85284,1.44097,-3.81906,NA,-38.873,NA,NA,NA,NA,NA,NA,NA,NA,NA
97208,2.82799,1.66201,-3.21992,NA,NA,NA,NA,NA,NA,-69.063,NA,NA,NA,NA
97428,1.08219,1.70199,-4.70347,NA,NA,-32.409,NA,NA,NA,NA,NA,NA,NA,NA
97662,0.154421,1.75697,-4.14863,NA,NA,-83.648,NA,NA,NA,NA,NA,NA,NA,NA
97819,2.14492,1.17501,-4.78171,NA,NA,NA,NA,-19.564,NA,NA,NA,NA,NA,NA
98051,3.64111,1.6598,-3.57411,NA,NA,NA,-112.295,NA,NA,NA,NA,NA,NA,NA
98384,2.63757,1.08631,-3.8233,NA,NA,-52.548,NA,NA,NA,NA,NA,NA,NA,NA
98503,2.76895,1.79846,-3.96198,NA,NA,NA,-46.228,NA,NA,NA,NA,NA,NA,NA
98767,1.65916,2.71842,-4.4784,NA,NA,-36.112,NA,NA,NA,NA,NA,NA,NA,NA
98959,2.4757,1.51797,-4.40816,NA,NA,-17.484,NA,NA,NA,NA,NA,NA,NA,NA
99137,0.865768,1.5848,-4.97373,NA,NA,NA,NA,NA,NA,-39.206,NA,NA,NA,NA
99221,0.999759,2.10278,-4.50595,NA,-39.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
99597,0.680523,2.31883,-4.83886,NA,-66.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
99672,0.442795,1.19015,-4.83009,NA,-84.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
99901,1.94957,1.94752,-4.4138,NA,NA,NA,NA,NA,NA,-7.177,NA,NA,NA,NA
100180,1.09535,1.68034,-4.81536,NA,-46.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
100321,2.20598,1.6556,-4.34971,NA,NA,NA,NA,NA,NA,-9.204,NA,NA,NA,NA
100560,1.88436,3.19497,-4.78298,NA,NA,-58.955,NA,NA,NA,NA,NA,NA,NA,NA
100763,2.98619,2.56002,-3.90324,NA,NA,NA,NA,-59.652,NA,NA,NA,NA,NA,NA
100971,2.10944,1.2389,-3.7611,NA,NA,NA,NA,-19.951,NA,NA,NA,NA,NA,NA
101122,1.67556,1.98393,-4.09984,NA,NA,NA,NA,-6.745,NA,NA,NA,NA,NA,NA
101257,1.81658,2.26314,-4.53615,NA,NA,NA,-30.93,NA,NA,NA,NA,NA,NA,NA
101436,1.03654,2.40249,-4.79391,NA,NA,NA,-52.128,NA,NA,NA,NA,NA,NA,NA
101787,1.62143,2.00752,-4.23251,NA,NA,NA,NA,-6.105,NA,NA,NA,NA,NA,NA
101978,1.59038,3.33062,-4.86877,NA,NA,NA,NA,NA,NA,NA,-104.143,NA,NA,NA
102088,1.90851,1.66318,-4.7481,NA,NA,-10.26,NA,NA,NA,NA,NA,NA,NA,NA
102206,2.57956,1.98535,-4.96693,NA,NA,NA,NA,NA,NA,-32.174,NA,NA,NA,NA
102464,2.8092,0.931885,-4.5077,NA,-65.987,NA,NA,NA,NA,NA,NA,NA,NA,NA
