id,x0,x1,x2,fitness-3,fitness-1.5,fitness-0.5,fitness-1,fitness-2,fitness0,fitness0.5,fitness-2.5,fitness-3.5,fitness-4,fitness1,fitness1.5,fitness2
44909,-2.12888,-0.67948,-1.50593,NA,NA,NA,7829.512,NA,NA,NA,NA,NA,NA,NA,NA,NA
45098,-2.12653,-1.33686,-0.788172,NA,NA,NA,11029.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
45338,-1.36555,-1.06529,-0.853653,NA,NA,NA,4740.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
45597,-0.736144,-0.620147,-0.172946,NA,NA,NA,12302.377,NA,NA,NA,NA,NA,NA,NA,NA,NA
45695,-1.35327,-0.589792,1.40732,NA,NA,NA,2178.733,NA,NA,NA,NA,NA,NA,NA,NA,NA
45957,-1.49492,-1.24617,3.33191,NA,2068.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46065,-0.585397,-0.201336,0.766614,NA,1993.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46383,-0.806364,0.706392,0.442344,NA,NA,NA,296.931,NA,NA,NA,NA,NA,NA,NA,NA,NA
46512,-0.877477,-0.626441,-0.423074,NA,NA,NA,3217.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
46788,-1.34765,-0.0902909,-0.413268,NA,NA,NA,1682.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
46961,-1.47261,-2.07385,-1.01133,NA,NA,NA,NA,NA,NA,1800.992,NA,NA,NA,NA,NA,NA
47049,-1.3603,-1.4229,-1.05215,NA,NA,NA,NA,NA,6219.495,NA,NA,NA,NA,NA,NA,NA
47223,-0.651378,-1.67257,-1.03572,NA,NA,NA,2217.918,NA,NA,NA,NA,NA,NA,NA,NA,NA
47410,-2.02695,0.841304,-1.93057,NA,NA,NA,1804.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
47619,-1.56983,0.50358,-0.837848,NA,NA,3012.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47941,-1.63474,0.0479937,-1.00287,NA,1864.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48129,-1.96006,-1.38199,-1.3304,NA,8143.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48263,-0.795188,-0.501172,-1.48101,NA,NA,NA,1714.998,NA,NA,NA,NA,NA,NA,NA,NA,NA
48428,-1.26618,-0.622197,-2.62645,NA,NA,NA,1279.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
48766,-1.18822,-0.301488,-0.376085,NA,NA,NA,1785.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
48931,-1.03457,-0.888093,0.236839,NA,2693.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49173,-0.749343,-0.606506,-0.613798,NA,14506.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49366,-0.893447,-1.55796,-1.21473,NA,8522.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49500,-0.219011,-0.0376496,0.0236473,NA,NA,NA,1707.492,NA,NA,NA,NA,NA,NA,NA,NA,NA
49743,-0.755953,0.401256,-0.645639,NA,NA,NA,3837.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
49808,-0.591148,-0.665523,1.2251,NA,1273.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50161,-2.17221,-2.06225,-0.679026,NA,NA,NA,NA,NA,2148.654,NA,NA,NA,NA,NA,NA,NA
50380,-0.601703,-1.83596,-1.47436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.607,NA,NA
50575,-0.307976,-0.915008,-1.57221,NA,NA,NA,NA,NA,2561.72,NA,NA,NA,NA,NA,NA,NA
50740,-1.35334,-2.48747,-0.610128,NA,NA,NA,NA,NA,NA,653.915,NA,NA,NA,NA,NA,NA
50996,-1.32892,-0.637548,-0.806003,NA,NA,NA,5266.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
51160,-0.928782,-0.840885,0.0828552,NA,NA,NA,2952.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
51276,-1.92921,-0.286392,-1.67149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.114,NA,NA
51521,-1.63535,-1.22223,-0.883726,NA,NA,3361.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51755,-2.53588,-0.652998,-0.93106,NA,NA,NA,6340.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
51874,-1.22134,-1.28412,-0.842174,NA,11046.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52026,-0.848609,-1.61184,-0.899195,NA,NA,15155.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52315,-0.759134,-1.5684,-1.36804,NA,22083.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52539,-0.365425,-1.60625,-0.27684,NA,NA,NA,803.693,NA,NA,NA,NA,NA,NA,NA,NA,NA
52679,-0.724037,-2.61226,-0.919218,NA,NA,NA,NA,2828.674,NA,NA,NA,NA,NA,NA,NA,NA
52926,-1.911,-2.94237,-0.1993,NA,NA,NA,1884.858,NA,NA,NA,NA,NA,NA,NA,NA,NA
53012,-1.65193,-3.01419,-0.734537,NA,NA,2248.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53294,-0.776347,-2.51354,-0.64499,NA,NA,NA,7999.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
53528,-1.23928,-0.708698,-1.74751,NA,1255.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53724,-1.46469,-1.01985,-0.574265,NA,NA,2183.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53997,-1.55233,-1.30996,-1.82038,NA,2100.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54192,-1.21533,-1.2853,-0.139786,NA,NA,NA,5505.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
54215,-1.34773,-1.39949,-0.879485,NA,19867.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54550,-0.732238,-0.545465,-0.63978,NA,9384.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54697,-1.06753,-0.712919,0.695204,NA,NA,NA,1664.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
54836,-0.0819823,-0.715424,0.855011,NA,4375.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55145,-0.822927,-1.3788,0.692097,NA,4768.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55226,-0.724652,-0.555118,1.27484,NA,2509.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55469,-0.792807,-1.16351,0.47628,NA,NA,NA,1178.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
55729,-0.639127,-1.17285,-0.15047,NA,3544.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55894,-0.115731,-0.0542359,-0.721436,NA,NA,NA,3977.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
56097,-0.731278,-0.595821,-0.612739,NA,12635.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56283,-1.23974,0.785039,-1.28483,NA,NA,NA,NA,1645.191,NA,NA,NA,NA,NA,NA,NA,NA
56494,-0.0515284,-0.909096,-0.974678,NA,NA,NA,NA,2699.466,NA,NA,NA,NA,NA,NA,NA,NA
56664,0.270893,-0.618848,-1.54061,NA,NA,4632.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56868,-0.156652,-1.54157,-0.594387,NA,NA,NA,3816.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
57024,-0.611657,-1.83378,-1.28556,NA,NA,2564.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57219,-0.824556,-0.571356,-1.62796,NA,NA,8661.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57401,-0.840806,-1.38199,-0.066335,NA,NA,NA,1727.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
57765,-0.773021,-1.56681,-0.0595944,NA,9317.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57982,-0.537746,-1.03044,-0.00411823,NA,NA,1678.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58147,-1.09747,-1.40007,0.899917,NA,NA,NA,NA,NA,621.967,NA,NA,NA,NA,NA,NA,NA
58299,-1.645,-0.745121,1.53255,NA,NA,339.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58438,-1.5199,-1.0777,1.45359,NA,NA,NA,977.861,NA,NA,NA,NA,NA,NA,NA,NA,NA
58724,-1.43436,-1.2496,0.632729,NA,NA,NA,1839.184,NA,NA,NA,NA,NA,NA,NA,NA,NA
58813,-0.739231,-1.60949,0.423132,NA,NA,NA,NA,NA,507.633,NA,NA,NA,NA,NA,NA,NA
59042,-0.136208,-1.53956,0.654432,NA,NA,NA,2067.771,NA,NA,NA,NA,NA,NA,NA,NA,NA
59397,-0.249035,-1.61662,-0.297457,NA,NA,975.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59580,-0.167715,-0.940789,-0.672159,NA,NA,15254.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59612,-0.420526,-1.58257,-0.544179,NA,NA,NA,NA,NA,749.665,NA,NA,NA,NA,NA,NA,NA
59821,0.158317,-0.34101,-0.661611,NA,NA,NA,1013.203,NA,NA,NA,NA,NA,NA,NA,NA,NA
60091,-0.583901,-1.3786,-0.638957,NA,NA,11980.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60306,-0.259329,-1.42847,-0.659666,NA,NA,8427.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60494,-0.25895,-3.67464,-0.86163,NA,1394.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60751,-0.836607,-3.58871,-1.29265,NA,NA,2412.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60900,-0.326366,-3.89833,-1.36556,NA,NA,NA,NA,NA,1580.061,NA,NA,NA,NA,NA,NA,NA
61189,-1.44191,-1.88974,-0.267835,NA,NA,NA,3383.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
61332,-1.19394,-1.6464,-0.739929,NA,NA,NA,2852.458,NA,NA,NA,NA,NA,NA,NA,NA,NA
61520,-0.233543,-0.591414,-0.330972,NA,NA,2112.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61715,-0.606867,-0.680583,-0.160551,NA,NA,NA,12408.321,NA,NA,NA,NA,NA,NA,NA,NA,NA
61976,-0.923653,-0.059423,-0.822329,NA,NA,NA,14130.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
62090,-1.32046,-1.43037,-0.568516,NA,NA,NA,NA,NA,3560.468,NA,NA,NA,NA,NA,NA,NA
62240,-1.42744,-0.328168,0.832614,NA,NA,NA,1185.152,NA,NA,NA,NA,NA,NA,NA,NA,NA
62515,-0.649143,-0.902185,2.22271,NA,4592.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62692,-0.72373,-0.346705,0.837305,NA,2432.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62976,-2.13374,-0.868585,1.49076,NA,NA,582.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63025,-1.36746,-1.03091,-0.0153003,NA,4597.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63324,-1.18339,-0.119861,-0.0183864,NA,NA,NA,1900.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
63579,-0.744943,-0.709007,-0.231452,NA,NA,16840.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63749,-0.494353,0.00967341,-2.01418,NA,NA,778.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63863,-0.923731,-1.04041,-2.14298,NA,NA,NA,NA,NA,2355.159,NA,NA,NA,NA,NA,NA,NA
64169,-0.907943,-1.24921,-2.04542,NA,NA,NA,6507.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
64328,-1.26681,-1.26925,-1.92681,NA,NA,NA,NA,NA,3652.896,NA,NA,NA,NA,NA,NA,NA
64593,-0.253285,-1.92066,-1.72407,NA,1293.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64770,-0.968124,-2.44734,-0.958319,NA,NA,NA,NA,1728.601,NA,NA,NA,NA,NA,NA,NA,NA
64951,-1.36367,-1.39577,-1.16368,NA,NA,NA,4290.648,NA,NA,NA,NA,NA,NA,NA,NA,NA
65007,-0.889531,-1.15737,-1.58791,NA,NA,2053.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65269,-1.43854,-0.410832,-0.840537,NA,NA,NA,NA,NA,3907.486,NA,NA,NA,NA,NA,NA,NA
65507,-1.43767,-0.811817,-1.34077,NA,NA,NA,NA,NA,15811.964,NA,NA,NA,NA,NA,NA,NA
65666,-1.51549,-2.17051,-1.63854,NA,NA,1353.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65911,0.000375212,-1.30319,-0.898071,NA,5797.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66064,2.79975,-0.758039,-0.0753153,NA,NA,NA,478.548,NA,NA,NA,NA,NA,NA,NA,NA,NA
66281,0.851753,-1.18737,-0.831953,NA,2289.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66520,-0.0607919,-0.759425,-0.375849,NA,NA,NA,NA,NA,NA,NA,1306.115,NA,NA,NA,NA,NA
66683,-0.736996,-1.99342,-1.34226,NA,NA,NA,NA,2351.911,NA,NA,NA,NA,NA,NA,NA,NA
66988,-0.913602,-2.12143,-0.930894,NA,8028.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67127,-1.61721,-1.881,-2.0127,NA,NA,NA,2913.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
67239,-1.00527,-1.55902,-0.577327,NA,NA,NA,4386.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
67459,-0.963736,-2.67231,0.712681,NA,611.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67624,-1.96781,-2.60335,-0.721348,NA,NA,NA,3215.067,NA,NA,NA,NA,NA,NA,NA,NA,NA
67829,-0.650087,-1.80424,-0.691859,NA,NA,NA,NA,NA,955.326,NA,NA,NA,NA,NA,NA,NA
68139,-1.39973,-1.52044,-0.701002,NA,21477.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68390,0.0197538,-0.537362,-1.54629,NA,2398.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68438,-0.69009,-0.317338,-0.694053,NA,NA,NA,NA,NA,NA,3956.392,NA,NA,NA,NA,NA,NA
68666,-1.56081,-0.656201,-1.31109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595.167,NA,NA
68887,-0.727335,-0.0432158,0.344276,NA,NA,NA,4454.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
69021,-0.922486,-0.0962324,-0.0678034,NA,NA,NA,NA,NA,4760.376,NA,NA,NA,NA,NA,NA,NA
69256,-0.579716,-0.329788,-0.253951,NA,4162.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69471,-0.241118,-0.906313,-0.651569,NA,NA,NA,16483.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
69686,-0.0434823,-0.540808,-1.02829,NA,NA,548.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69842,-0.632077,-0.0606224,-1.07373,NA,NA,NA,NA,NA,NA,833.179,NA,NA,NA,NA,NA,NA
70020,-2.54585,-0.296936,-2.04349,NA,NA,NA,NA,NA,1150.946,NA,NA,NA,NA,NA,NA,NA
70356,-1.48572,-0.310606,-2.39858,NA,NA,NA,2899.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
70521,-1.18859,0.441803,-0.772313,NA,NA,2575.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70624,-0.615461,0.921449,-1.36217,NA,NA,NA,2651.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
70943,-0.385025,-1.09231,-1.65858,NA,NA,NA,271.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
71050,-1.61595,-1.50807,0.209409,NA,NA,1613.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71353,-0.299384,-0.965284,1.16957,NA,NA,NA,1634.453,NA,NA,NA,NA,NA,NA,NA,NA,NA
71586,-0.135315,-0.894151,-0.0941111,NA,NA,NA,5684.914,NA,NA,NA,NA,NA,NA,NA,NA,NA
71746,-0.664485,-1.53847,-2.01293,NA,NA,NA,NA,NA,1718.273,NA,NA,NA,NA,NA,NA,NA
71994,-1.85244,-0.616038,-1.86562,NA,NA,926.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72022,-2.39625,-1.98462,-0.608495,NA,NA,NA,1910.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
72247,-1.8696,-2.42576,-0.772397,NA,NA,NA,2162.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
72563,-0.207416,-1.73217,-1.61819,NA,NA,NA,1528.251,NA,NA,NA,NA,NA,NA,NA,NA,NA
72720,-1.31516,-1.28623,-0.592699,NA,10330.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72864,-2.20628,-0.778278,-1.32992,NA,NA,5994.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73101,-1.52942,-1.4449,-0.990142,NA,15791.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73364,-1.93378,-1.54202,0.335091,NA,NA,NA,NA,1376.752,NA,NA,NA,NA,NA,NA,NA,NA
73586,-2.09524,-0.994895,-0.786589,NA,NA,NA,NA,NA,5538.067,NA,NA,NA,NA,NA,NA,NA
73758,-0.136726,-0.75233,-3.06456,NA,NA,NA,5406.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
73908,-0.873276,-0.538765,-4.9158,NA,NA,NA,818.041,NA,NA,NA,NA,NA,NA,NA,NA,NA
74116,-1.00251,-1.64347,-1.80394,NA,NA,1048.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74263,-0.600905,-1.04966,-1.36956,NA,NA,NA,7555.423,NA,NA,NA,NA,NA,NA,NA,NA,NA
74582,-0.145099,-0.313139,-0.883733,NA,NA,NA,4666.559,NA,NA,NA,NA,NA,NA,NA,NA,NA
74763,-0.843203,-0.260863,0.277422,NA,NA,NA,5767.608,NA,NA,NA,NA,NA,NA,NA,NA,NA
74913,-1.52947,-0.939848,-0.196332,NA,NA,NA,NA,NA,NA,2588.01,NA,NA,NA,NA,NA,NA
75079,-2.05166,-0.653262,-1.22533,NA,NA,5035.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75316,-0.281698,-1.917,-1.31084,NA,5146.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75550,0.797611,-0.875249,-1.34214,NA,6771.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75658,1.05124,-1.24148,-0.183866,NA,NA,NA,NA,289.467,NA,NA,NA,NA,NA,NA,NA,NA
75837,-0.0435414,-1.3911,-0.373063,NA,NA,NA,NA,1609.1,NA,NA,NA,NA,NA,NA,NA,NA
76121,-0.845288,-0.477823,-1.18618,NA,NA,NA,796.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
76384,-0.856345,-0.735837,-1.36859,NA,NA,NA,12919.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
76549,-2.67717,-0.230182,-0.924619,NA,NA,NA,NA,NA,775.328,NA,NA,NA,NA,NA,NA,NA
76746,-1.39137,-1.06644,-1.31924,NA,NA,NA,NA,NA,NA,1722.766,NA,NA,NA,NA,NA,NA
76806,-0.227096,-1.00332,-0.340331,NA,NA,NA,NA,NA,2604.765,NA,NA,NA,NA,NA,NA,NA
77144,-0.562993,-1.17319,-1.94699,NA,NA,NA,1475.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
77205,-1.63557,-0.203363,-0.969654,NA,NA,NA,NA,NA,4392.565,NA,NA,NA,NA,NA,NA,NA
77436,-0.910471,-0.341664,-1.98618,NA,NA,NA,NA,NA,NA,1014.821,NA,NA,NA,NA,NA,NA
77741,-1.53779,-0.589185,-1.54297,NA,11793.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77944,-1.47907,-1.49347,-1.33563,NA,NA,NA,6009.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
78041,-1.45215,-1.24555,-1.96387,NA,7170.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78351,-1.23371,-1.48503,-1.62633,NA,NA,8006.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78521,-0.151322,-0.723821,-1.10279,NA,NA,1979.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78677,-1.86458,-0.930545,0.430326,NA,1711.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78875,-1.30239,-1.43878,0.301449,NA,NA,NA,NA,NA,962.562,NA,NA,NA,NA,NA,NA,NA
79139,-0.221378,-2.03554,-0.881062,NA,NA,NA,4780.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
79298,0.23388,-1.46956,-0.758674,NA,NA,NA,7430.107,NA,NA,NA,NA,NA,NA,NA,NA,NA
79487,0.0784928,-0.920356,-0.963461,NA,NA,NA,2845.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
79792,-1.53792,-0.822263,-0.846158,NA,NA,27954.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79969,-1.28286,-0.638319,-0.561051,NA,NA,NA,NA,3572.544,NA,NA,NA,NA,NA,NA,NA,NA
80054,-2.00874,-1.36788,-0.286864,NA,2578.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80351,-1.5808,-1.06455,-0.679283,NA,NA,NA,6448.383,NA,NA,NA,NA,NA,NA,NA,NA,NA
80437,0.253837,-1.47368,-1.70171,NA,NA,NA,NA,NA,1073.416,NA,NA,NA,NA,NA,NA,NA
80738,0.647284,-1.67197,-0.536443,NA,NA,NA,NA,NA,350.157,NA,NA,NA,NA,NA,NA,NA
80913,-0.132684,-0.852748,-1.6382,NA,1437.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81022,-0.9218,0.457948,-0.999648,NA,3143.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81211,-0.704303,0.877123,-0.652464,NA,NA,NA,6980.763,NA,NA,NA,NA,NA,NA,NA,NA,NA
81535,-0.620116,-0.729816,-0.294766,NA,NA,NA,4915.302,NA,NA,NA,NA,NA,NA,NA,NA,NA
81795,-0.573315,-1.43574,-0.978506,NA,NA,NA,NA,2002.963,NA,NA,NA,NA,NA,NA,NA,NA
81818,-0.741174,-0.818614,0.792885,NA,NA,NA,NA,4577.958,NA,NA,NA,NA,NA,NA,NA,NA
82042,-0.893165,-0.174988,-1.27705,NA,12209.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82375,-0.0539982,-1.45821,-1.55598,NA,NA,NA,11779.687,NA,NA,NA,NA,NA,NA,NA,NA,NA
82565,-0.594134,-1.26496,-1.89603,NA,NA,3427.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82786,-0.684458,-1.13804,-0.657196,NA,NA,NA,1414.711,NA,NA,NA,NA,NA,NA,NA,NA,NA
82990,-1.67831,-1.66066,-1.34507,NA,NA,3535.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83196,-1.46639,-0.85668,-0.408491,NA,5901.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83339,-1.49355,-0.441549,-0.891189,NA,NA,NA,NA,NA,1147.895,NA,NA,NA,NA,NA,NA,NA
83433,-2.16239,-0.996221,-0.814831,NA,NA,NA,NA,NA,3746.778,NA,NA,NA,NA,NA,NA,NA
83777,-0.677948,-1.38849,-0.381365,NA,NA,NA,NA,NA,4212.309,NA,NA,NA,NA,NA,NA,NA
83956,-0.922057,-0.875022,-0.817532,NA,20571.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84156,-1.45798,-0.301161,-1.88827,NA,NA,1343.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84245,-0.612206,-0.34451,0.0365779,NA,NA,NA,NA,NA,817.827,NA,NA,NA,NA,NA,NA,NA
84533,-1.35734,-0.600082,-0.640082,NA,NA,3719.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84762,-1.00807,-0.208042,-0.343304,NA,NA,NA,2131.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
84889,-0.183148,-0.794909,-0.775923,NA,NA,24922.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85087,-0.829871,-1.02982,-0.314034,NA,NA,NA,6047.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
85207,0.205632,-0.761052,-1.48559,1042.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85560,-1.49508,-0.552288,-1.35372,NA,NA,NA,NA,NA,NA,NA,NA,2165.228,NA,NA,NA,NA
85745,-1.47994,-0.268478,-1.33812,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277.461,NA,NA,NA
85981,-1.00999,-0.857511,-2.26153,NA,829.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86105,-2.9965,-1.30144,-3.15063,NA,NA,NA,563.349,NA,NA,NA,NA,NA,NA,NA,NA,NA
86348,-2.84092,-1.45242,-1.45046,NA,NA,NA,NA,NA,2494.937,NA,NA,NA,NA,NA,NA,NA
86550,-2.7341,-0.727501,-1.96819,NA,NA,405.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86717,-0.96697,-0.93035,-2.98152,NA,NA,NA,NA,NA,NA,632.292,NA,NA,NA,NA,NA,NA
86983,-0.872955,-1.21534,-1.37535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901.165,NA
87112,-0.913779,-0.917956,-1.54196,NA,NA,NA,NA,NA,4520.825,NA,NA,NA,NA,NA,NA,NA
87251,-1.92793,-1.19421,-0.880998,NA,NA,NA,NA,NA,NA,913.413,NA,NA,NA,NA,NA,NA
87594,-1.44835,-2.11664,-1.53201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513.464,NA,NA
87742,-1.53345,-1.53848,-1.95147,NA,NA,NA,NA,NA,NA,2299.944,NA,NA,NA,NA,NA,NA
87822,-1.86291,-0.689466,-2.10617,NA,NA,NA,NA,NA,2051.506,NA,NA,NA,NA,NA,NA,NA
88136,-1.26093,-0.00362024,-1.51452,NA,NA,NA,5178.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
88276,-1.04476,-0.312951,-0.718052,NA,NA,1821.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88473,0.393313,-0.967908,-0.985156,NA,NA,2238.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88682,-0.0513904,-1.39696,-1.19856,NA,NA,4898.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88918,-1.3698,-1.67146,-1.05882,NA,NA,NA,NA,NA,956.994,NA,NA,NA,NA,NA,NA,NA
89034,-0.283759,-0.900912,-1.37526,NA,NA,2818.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89386,0.819063,-0.560489,-1.93714,NA,NA,NA,NA,797.466,NA,NA,NA,NA,NA,NA,NA,NA
89559,0.0151809,-0.687146,-1.17865,NA,NA,NA,895.744,NA,NA,NA,NA,NA,NA,NA,NA,NA
89607,-0.644049,0.139297,-0.556946,NA,386.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
