id,x0,x1,x2,fitness4.5,fitness4,fitness3.5,fitness2.5,fitness3,fitness5.5,fitness6.5,fitness8,fitness7.5,fitness8.5,fitness9,fitness7,fitness9.5
47624,8.36439,7.35082,8.95639,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA
47849,6.78664,6.69813,7.9691,NA,NA,NA,NA,NA,NA,NA,NA,0.565,NA,NA,NA,NA
48039,7.42339,7.58444,7.47787,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA
48333,7.49336,9.2115,7.18505,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA
48515,7.4882,8.37706,8.49442,NA,NA,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA
48630,7.58478,8.57472,7.46954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796,NA
48956,8.11596,8.54997,7.25071,NA,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA
49040,7.27838,7.99896,6.8505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711,NA
49321,7.49192,7.67379,7.3708,NA,NA,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
49428,7.94789,7.02789,9.21703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513,NA
49692,8.07197,7.89585,9.02021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646,NA
49846,8.44113,7.27302,7.39887,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA
50121,8.02874,7.53138,8.10738,NA,NA,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA
50374,8.39029,7.47296,7.40638,NA,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA
50597,7.53079,7.18168,7.01372,NA,NA,NA,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA
50739,7.40779,7.69582,7.6067,NA,NA,NA,NA,NA,NA,NA,NA,0.974,NA,NA,NA,NA
50967,7.47114,7.06356,6.8195,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA
51134,7.89583,7.32531,7.12664,NA,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA
51264,6.59694,7.47603,8.73359,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA
51582,7.09681,8.19364,8.47136,NA,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA
51667,6.90623,9.18541,7.63473,NA,NA,NA,NA,NA,NA,NA,NA,0.561,NA,NA,NA,NA
51922,6.74784,7.57203,7.75847,NA,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA
52064,6.92512,7.37237,8.03377,NA,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
52369,7.59733,7.47331,7.6299,NA,NA,NA,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA
52551,7.80288,7.91799,7.82258,NA,NA,NA,NA,NA,NA,NA,0.944,NA,NA,NA,NA,NA
52612,7.29774,7.77469,7.89841,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815,NA,NA,NA
52871,7.65966,7.64764,7.17548,NA,NA,NA,NA,NA,NA,NA,0.925,NA,NA,NA,NA,NA
53009,8.24451,6.91819,7.52521,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA
53270,7.79011,7.09622,7.51624,NA,NA,NA,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA
53442,6.91739,7.70982,7.26977,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA
53769,7.7249,7.13243,7.69288,NA,NA,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA
53922,7.19891,7.95922,7.91802,NA,NA,NA,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA
54173,7.70973,6.71716,8.01421,NA,NA,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA
54380,7.62295,7.57352,7.55946,NA,NA,NA,NA,NA,NA,NA,0.981,NA,NA,NA,NA,NA
54468,7.83306,7.70361,7.36413,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913,NA,NA,NA
54741,7.4992,6.91945,8.28332,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA
54854,7.99081,7.8101,7.15702,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
55024,7.61485,7.72237,7.6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897,NA,NA,NA
55345,6.77146,7.163,7.99536,NA,NA,NA,NA,NA,NA,NA,0.722,NA,NA,NA,NA,NA
55457,7.37823,7.53895,7.41528,NA,NA,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
55747,7.1699,6.56859,7.53372,NA,NA,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA
55963,7.14711,6.63475,7.7238,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA
56102,7.95704,7.9116,7.04748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571
56385,7.95904,7.28273,7.99347,NA,NA,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA
56577,7.47921,7.77367,7.78967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831,NA
56732,8.17907,8.20587,7.71558,NA,NA,NA,NA,NA,NA,NA,NA,0.905,NA,NA,NA,NA
56879,7.89284,8.7706,7.48403,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA
57167,7.90442,7.73108,8.8695,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688,NA,NA,NA
57361,6.80399,7.51265,7.78196,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA
57577,7.19891,8.11249,8.10545,NA,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA
57733,8.26962,7.8885,8.16293,NA,NA,NA,NA,NA,NA,NA,NA,0.874,NA,NA,NA,NA
57853,7.96807,8.2147,8.46781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747,NA
58159,8.41755,8.05624,7.43992,NA,NA,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA
58260,8.57418,7.94984,8.20575,NA,NA,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA
58547,7.86551,8.31557,7.02025,NA,NA,NA,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA
58768,8.42638,7.16523,7.28479,NA,NA,NA,NA,NA,NA,NA,0.804,NA,NA,NA,NA,NA
58910,7.99615,7.448,7.77694,NA,NA,NA,NA,NA,NA,NA,NA,0.966,NA,NA,NA,NA
59177,7.97338,8.01583,7.80475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867,NA
59378,6.82915,7.06491,7.65907,NA,NA,NA,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA
59404,7.76983,7.58997,7.32674,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA
59718,6.97917,7.56198,8.08439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
59832,7.69127,7.93832,8.62982,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707,NA,NA,NA
60049,8.43449,8.83422,7.93783,NA,NA,NA,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA
60286,8.18305,7.80815,7.21141,NA,NA,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA
60506,7.72826,7.12386,7.18269,NA,NA,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA
60713,7.37149,7.64065,6.87797,NA,NA,NA,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA
60802,6.68206,7.88347,7.04646,NA,NA,NA,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA
61166,8.6308,7.66139,8.14825,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA
61376,8.96371,8.40839,8.02641,NA,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA
61551,8.39894,8.09885,7.65502,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,NA,NA,NA
61630,7.00264,7.63919,7.40175,NA,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA
61945,8.4924,7.28474,7.55754,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA
62004,7.42022,8.17461,7.14922,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA
62300,8.0018,7.12294,7.66681,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA
62511,8.18222,7.8298,8.19221,NA,NA,NA,NA,NA,NA,NA,NA,0.906,NA,NA,NA,NA
62734,7.6737,7.28093,8.25919,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA
62972,8.01754,7.93997,9.03772,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA
63107,7.56933,7.57344,9.25477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.632,NA
63341,8.10789,7.45004,9.07991,NA,NA,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA,NA
63526,7.29203,8.05136,9.37027,NA,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA
63617,7.18344,7.04551,9.01139,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA
63825,8.70396,7.26608,8.3964,NA,NA,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA
64060,7.73695,8.17107,8.20925,NA,NA,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA
64302,7.60063,7.85068,8.40446,NA,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA
64585,8.14678,7.9247,6.86337,NA,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA
64731,8.18122,8.78799,7.30632,NA,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA
64918,8.21827,8.33196,8.2845,NA,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA
65150,8.42641,8.58084,8.19928,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA
65219,8.25497,7.70334,8.0837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698,NA,NA
65592,7.74235,8.26687,8.91891,NA,NA,NA,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA
65720,7.09708,7.01603,8.0483,NA,NA,NA,NA,NA,NA,NA,NA,0.752,NA,NA,NA,NA
65986,8.51618,7.28483,7.59375,NA,NA,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA
66033,8.73714,7.60252,7.22199,NA,NA,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
66307,7.40089,6.99813,7.40826,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727,NA,NA,NA
66463,7.18575,7.36741,6.57131,NA,NA,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA
66750,7.48997,7.54631,6.71771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715,NA
66995,7.97316,7.16558,7.73821,NA,NA,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA
67115,8.51517,7.50747,7.31143,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
67226,8.65494,7.24024,7.18972,NA,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA
67582,7.59077,8.08219,8.58467,NA,NA,NA,NA,NA,NA,NA,NA,0.837,NA,NA,NA,NA
67702,7.93697,7.00845,7.94461,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751,NA,NA,NA
67817,7.96565,6.86077,8.36279,NA,NA,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA
68175,6.99689,7.36469,7.96619,NA,NA,NA,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA
68321,7.40686,7.60032,7.55013,NA,NA,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA
68527,6.61014,7.73051,8.19141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642,NA
68650,7.71208,8.10722,7.23787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862,NA
68863,7.81677,6.90044,7.24577,NA,NA,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA,NA
69057,8.30937,7.55057,7.91565,NA,NA,NA,NA,NA,NA,NA,NA,0.914,NA,NA,NA,NA
69201,7.38726,7.75815,8.81421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728,NA
69459,7.88206,7.68891,7.74612,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
69796,7.01196,7.29023,7.6938,NA,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA
69942,6.65102,7.12194,7.05384,NA,NA,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA
70114,8.04275,7.37169,7.96314,NA,NA,NA,NA,NA,NA,NA,NA,0.902,NA,NA,NA,NA
70294,7.78097,7.19768,7.85847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874,NA
70508,7.62684,7.58542,7.87211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869,NA
70730,6.30546,8.34532,7.7297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399,NA
70802,7.409,7.37384,7.85999,NA,NA,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA
71130,6.23415,7.92347,8.71571,NA,NA,NA,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA
71329,7.36075,7.52662,7.80334,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891,NA,NA,NA
71437,7.4873,7.47855,8.19108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA
71746,7.50433,6.80083,7.14993,NA,NA,NA,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA
71972,7.33908,7.66707,7.37936,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA
72035,8.617,8.19896,8.00853,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA
72327,7.61254,7.79558,7.68841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687,NA,NA
72595,7.39963,7.53958,7.16501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA
72661,7.12602,7.94271,8.11318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771,NA
72804,6.87517,7.51216,7.60226,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA
73154,7.12774,8.27425,7.54571,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA
73297,7.5945,7.70678,7.5374,NA,NA,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA,NA
73587,7.63815,7.54121,7.46703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,NA
73676,7.74591,7.01175,8.58331,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA
73807,7.71501,7.21414,7.73378,NA,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA
74168,8.38797,7.92599,6.9335,NA,NA,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA
74302,7.68218,8.06598,7.51722,NA,NA,NA,NA,NA,NA,NA,NA,0.946,NA,NA,NA,NA
74436,7.59425,8.02598,6.90897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773,NA
74680,7.72717,8.55271,7.46622,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,NA,NA,NA
74879,7.60404,8.21103,8.20498,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831,NA,NA,NA
75169,6.82643,8.11701,7.44211,NA,NA,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA
75355,7.18724,7.59869,8.52025,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA
75574,7.47269,7.93104,7.63282,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887,NA,NA,NA
75703,6.77138,7.24849,8.96356,NA,NA,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA
75980,7.49113,7.60112,7.70426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,NA,NA
76096,7.29515,7.58646,6.26495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA
76229,7.23473,6.81415,7.1985,NA,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA
76556,7.5663,7.08842,7.83362,NA,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA
76757,7.18886,6.87887,7.75372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,NA,NA
76865,6.92921,7.53669,7.81083,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA
77034,7.70613,7.4788,8.7281,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
77221,8.43689,7.65541,7.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA,NA,NA
77514,7.98953,8.05257,7.42928,NA,NA,NA,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA
77795,7.99136,8.00097,8.69011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716,NA
77939,8.26923,7.99298,8.53001,NA,NA,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA
78041,8.16502,7.73623,7.87958,NA,NA,NA,NA,NA,NA,NA,0.923,NA,NA,NA,NA,NA
78293,9.37938,6.97253,7.3443,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA
78420,9.09075,7.11852,7.71229,NA,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA
78685,7.93431,7.04666,7.53093,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA
78888,7.83424,7.76116,8.11585,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA
79142,7.15265,8.36523,8.44483,NA,NA,NA,NA,NA,NA,NA,NA,0.731,NA,NA,NA,NA
79342,7.07805,7.98762,7.58923,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA
79573,6.8062,7.26559,8.61478,NA,NA,NA,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA
79688,7.35037,7.56135,9.91326,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA
79957,7.25836,7.53651,8.33356,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA
80190,7.73791,7.14954,8.36612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739,NA
80292,7.94302,7.83267,8.64991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,NA
80486,7.01139,8.60509,8.55789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA
80766,6.83989,7.30306,8.17387,NA,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA
80846,8.18577,8.06224,7.60239,NA,NA,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA
81067,7.8975,7.50157,6.60691,NA,NA,NA,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA
81222,6.75557,8.36378,7.90353,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA
81588,7.04844,9.25285,8.23128,NA,NA,NA,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA
81730,7.87128,7.89052,8.08442,NA,NA,NA,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA
81819,8.41195,6.75219,7.93807,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA
82002,7.87223,6.84241,7.73013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716,NA,NA,NA
82260,7.88295,7.28053,7.25173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA
82558,8.47951,7.86572,7.34141,NA,NA,NA,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA
82671,8.17317,8.00485,7.29222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA
82841,7.96162,8.56737,7.76252,NA,NA,NA,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA
83176,8.21164,6.78422,8.49398,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA
83236,7.07405,6.5538,8.31158,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA
83528,7.1755,8.00586,7.20067,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA
83790,6.5981,7.66496,7.24777,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA
83808,7.66877,7.48747,7.89018,NA,NA,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA
84086,7.2251,8.25966,7.11723,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
84218,7.53529,7.93831,6.73856,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA
84542,8.28549,8.15581,7.59674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA
84708,8.43831,6.91691,7.28511,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA
84866,7.88202,7.71544,8.63826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA
85090,9.08048,7.37778,7.59557,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA
85359,9.09591,7.75947,7.02164,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA
85484,7.5843,7.8704,8.0028,NA,NA,NA,NA,NA,NA,NA,0.944,NA,NA,NA,NA,NA
85606,7.09649,7.77755,7.55112,NA,NA,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA
85962,7.78893,7.74526,8.53342,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717,NA,NA,NA
86193,7.43772,7.28358,8.17446,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA
86287,7.78294,7.32655,7.37258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,NA,NA
86477,7.65648,7.23829,7.66848,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA
86717,8.3475,8.21536,7.0424,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA
86943,7.81816,7.95974,7.92457,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
87190,7.62696,8.37323,6.764,NA,NA,NA,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA
87294,7.78272,7.74372,6.28908,NA,NA,NA,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA
87492,8.30089,6.56676,7.73017,NA,NA,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA
87698,7.07615,7.3353,7.48164,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
87955,7.38877,7.47176,8.15494,NA,NA,NA,NA,NA,NA,NA,0.927,NA,NA,NA,NA,NA
88043,8.75235,6.88361,8.25009,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA
88345,8.00176,7.02242,6.47003,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA
88445,7.81929,7.37833,6.72689,NA,NA,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA
88733,8.04317,7.39777,6.63375,NA,NA,NA,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA
88880,7.84559,8.04636,7.49377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA
89165,7.45842,8.19899,8.23192,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA
89369,7.42282,6.91094,7.68956,NA,NA,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA
89526,7.95942,7.64033,8.35087,NA,NA,NA,NA,NA,NA,NA,NA,0.906,NA,NA,NA,NA
89798,7.99625,8.47631,7.7352,NA,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA
89974,8.02509,7.89762,7.21042,NA,NA,NA,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA
90129,7.67323,7.27189,7.26705,NA,NA,NA,NA,NA,NA,NA,NA,0.903,NA,NA,NA,NA
90395,7.71816,8.03943,7.49657,NA,NA,NA,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA
90528,7.31582,7.93725,8.45253,NA,NA,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA
90781,6.36485,7.79163,7.21009,NA,NA,NA,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA
90843,8.01945,7.9024,7.4725,NA,NA,NA,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA
91132,7.42689,8.27126,7.37203,NA,NA,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA
91398,7.46583,8.60666,7.50404,NA,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA
91465,7.45003,8.91926,7.96644,NA,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA
91708,8.23819,7.45908,7.51847,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA
91903,8.11915,7.54621,6.78076,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,NA,NA
92185,7.83311,8.13891,7.80434,NA,NA,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA,NA
92208,7.54134,6.95125,7.88208,NA,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA
92557,8.63303,7.65243,6.55019,NA,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA
92781,7.87079,7.59292,7.35751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA
92980,7.15512,7.12667,7.00712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693,NA
93163,8.8796,7.27535,8.09313,NA,NA,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA
93378,8.59841,7.5009,7.91013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA
93500,7.19786,8.09157,7.93557,NA,NA,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA
93651,7.24059,7.98655,7.4726,NA,NA,NA,NA,NA,NA,NA,NA,0.909,NA,NA,NA,NA
93927,7.21847,7.8715,7.11627,NA,NA,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA
94117,7.4512,9.09537,7.18219,NA,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA
94301,7.509,7.89941,7.81851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,NA
94512,8.05072,7.91567,8.14411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877,NA
94702,7.94264,8.62416,8.17144,NA,NA,NA,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA
94950,7.82589,7.82626,9.03436,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA
95030,7.55783,8.08917,7.94956,NA,NA,NA,NA,NA,NA,NA,NA,0.948,NA,NA,NA,NA
95278,7.75778,7.19361,7.73388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA
