id,x0,x1,x2,fitness-4.5,fitness-5,fitness-3.5,fitness-4,fitness-3,fitness-2.5,fitness-1.5,fitness-2
63351,-4.28749,4.60615,-3.11037,NA,-257.437,NA,NA,NA,NA,NA,NA
63507,-2.46494,4.80925,-2.95199,-160.522,NA,NA,NA,NA,NA,NA,NA
63730,-4.00311,5,-5,NA,-179.662,NA,NA,NA,NA,NA,NA
63909,-3.39904,5,-3.673,NA,-161.192,NA,NA,NA,NA,NA,NA
64171,-3.14818,3.32246,-3.94868,NA,NA,NA,-128.241,NA,NA,NA,NA
64326,-3.13041,3.2412,-5,NA,-96.455,NA,NA,NA,NA,NA,NA
64525,-3.04434,3.95439,-5,NA,-83.917,NA,NA,NA,NA,NA,NA
64617,-2.91016,4.81576,-5,NA,-96.201,NA,NA,NA,NA,NA,NA
64903,-3.11944,4.70814,-5,NA,NA,-124.769,NA,NA,NA,NA,NA
65018,-1.82108,5,-4.8566,NA,NA,NA,-79.414,NA,NA,NA,NA
65234,-2.15204,5,-4.00489,NA,-97.037,NA,NA,NA,NA,NA,NA
65528,-1.3049,5,-5,NA,-93.552,NA,NA,NA,NA,NA,NA
65766,-2.01043,5,-5,-67.394,NA,NA,NA,NA,NA,NA,NA
65853,-2.92878,2.92297,-5,-99.602,NA,NA,NA,NA,NA,NA,NA
66117,-3.51745,4.76646,-5,-117.92,NA,NA,NA,NA,NA,NA,NA
66264,-2.24292,4.82934,-5,NA,NA,-91.969,NA,NA,NA,NA,NA
66536,-0.870452,5,-5,NA,NA,-164.247,NA,NA,NA,NA,NA
66647,-2.27363,5,-5,NA,NA,-85.113,NA,NA,NA,NA,NA
66873,-1.61063,4.63995,-3.60793,-100.73,NA,NA,NA,NA,NA,NA,NA
66998,-1.05634,2.99705,-3.63074,-125.351,NA,NA,NA,NA,NA,NA,NA
67244,-3.21542,2.97754,-4.21315,-102.635,NA,NA,NA,NA,NA,NA,NA
67563,-2.64276,2.92995,-4.90437,NA,-65.534,NA,NA,NA,NA,NA,NA
67633,-1.58785,4.33137,-5,NA,-47.987,NA,NA,NA,NA,NA,NA
67884,-1.60085,5,-5,NA,-76.067,NA,NA,NA,NA,NA,NA
68100,-1.45304,5,-4.19754,-96.025,NA,NA,NA,NA,NA,NA,NA
68231,-0.64311,5,-3.76028,NA,-173.509,NA,NA,NA,NA,NA,NA
68528,-1.12279,5,-5,-106.372,NA,NA,NA,NA,NA,NA,NA
68646,-2.36436,5,-5,NA,-78.308,NA,NA,NA,NA,NA,NA
68964,-3.03163,4.40381,-5,-83,NA,NA,NA,NA,NA,NA,NA
69194,-3.03608,4.77572,-4.00792,NA,-114.801,NA,NA,NA,NA,NA,NA
69281,-2.83739,4.8658,-3.60879,NA,-128.487,NA,NA,NA,NA,NA,NA
69468,-2.41068,3.52821,-4.44514,NA,-68.75,NA,NA,NA,NA,NA,NA
69763,-2.31499,3.91504,-5,NA,-62.397,NA,NA,NA,NA,NA,NA
69904,-3.21987,3.51144,-5,NA,-97.76,NA,NA,NA,NA,NA,NA
70105,-2.67059,5,-5,NA,-93.398,NA,NA,NA,NA,NA,NA
70361,-3.65677,3.49096,-5,NA,NA,NA,-121.63,NA,NA,NA,NA
70518,-2.60583,4.20386,-5,-61.315,NA,NA,NA,NA,NA,NA,NA
70772,-3.37713,3.72304,-5,NA,-98.092,NA,NA,NA,NA,NA,NA
70859,-3.37886,4.13162,-4.75583,NA,-103.995,NA,NA,NA,NA,NA,NA
71070,-3.86863,5,-4.00267,-175.896,NA,NA,NA,NA,NA,NA,NA
71289,-3.5682,4.23425,-5,NA,-112.107,NA,NA,NA,NA,NA,NA
71594,-3.52882,3.63495,-4.88172,NA,-113.306,NA,NA,NA,NA,NA,NA
71633,-2.24444,3.14749,-5,NA,-71.019,NA,NA,NA,NA,NA,NA
71932,-2.42461,4.30986,-4.61019,-58.254,NA,NA,NA,NA,NA,NA,NA
72040,-1.63161,5,-3.98937,-100.802,NA,NA,NA,NA,NA,NA,NA
72199,-1.95041,5,-2.82498,NA,-183.148,NA,NA,NA,NA,NA,NA
72425,-1.60249,4.54147,-3.18484,NA,-131.87,NA,NA,NA,NA,NA,NA
72645,-1.99348,5,-4.15457,NA,NA,NA,-94.295,NA,NA,NA,NA
72925,-2.88262,4.00998,-3.93726,NA,-96.261,NA,NA,NA,NA,NA,NA
73157,-2.05292,4.04112,-4.51372,NA,-50.704,NA,NA,NA,NA,NA,NA
73385,-1.74251,2.59225,-5,NA,-92.648,NA,NA,NA,NA,NA,NA
73567,-2.87827,3.72298,-5,NA,NA,NA,-89.064,NA,NA,NA,NA
73620,-0.865852,4.16828,-4.4643,-95.467,NA,NA,NA,NA,NA,NA,NA
73970,-1.42333,3.4485,-3.29153,NA,NA,NA,-130.532,NA,NA,NA,NA
74095,-1.4479,1.85974,-4.48419,-229.303,NA,NA,NA,NA,NA,NA,NA
74214,-0.842999,4.08906,-3.7684,NA,-155.475,NA,NA,NA,NA,NA,NA
74556,-0.847886,4.27249,-4.71651,NA,-112.712,NA,NA,NA,NA,NA,NA
74759,-1.90221,4.13482,-4.03901,NA,-72.969,NA,NA,NA,NA,NA,NA
74951,-2.5098,3.5902,-5,-55.819,NA,NA,NA,NA,NA,NA,NA
75080,-2.08996,5,-5,NA,NA,NA,-76.866,NA,NA,NA,NA
75396,-2.78222,3.41904,-5,NA,NA,NA,-92.58,NA,NA,NA,NA
75512,-2.06531,3.92617,-5,NA,NA,NA,NA,-141.935,NA,NA,NA
75710,-1.75645,3.79713,-5,NA,NA,-83.502,NA,NA,NA,NA,NA
75851,-1.36518,4.57777,-5,NA,-58.173,NA,NA,NA,NA,NA,NA
76070,-2.04139,3.71061,-5,NA,-35.41,NA,NA,NA,NA,NA,NA
76197,-2.38966,3.39483,-4.1327,NA,-92.962,NA,NA,NA,NA,NA,NA
76553,-1.64365,3.79009,-4.70453,NA,NA,NA,-13.482,NA,NA,NA,NA
76700,-2.75219,4.11335,-4.58927,NA,NA,NA,NA,-127.738,NA,NA,NA
76846,-3.35505,3.85309,-4.48056,NA,NA,-125.402,NA,NA,NA,NA,NA
77102,-3.11903,3.65115,-3.89791,NA,NA,NA,-111.608,NA,NA,NA,NA
77272,-3.2363,2.86332,-5,NA,NA,NA,-117.438,NA,NA,NA,NA
77424,-3.38054,4.29155,-5,NA,NA,NA,-97.147,NA,NA,NA,NA
77704,-3.93051,5,-5,NA,NA,-189.887,NA,NA,NA,NA,NA
77814,-3.16028,4.9787,-5,NA,-113.472,NA,NA,NA,NA,NA,NA
78114,-4.07551,4.81603,-4.79563,NA,NA,-180.099,NA,NA,NA,NA,NA
78255,-3.30395,5,-5,-114.774,NA,NA,NA,NA,NA,NA,NA
78489,-3.1937,4.75281,-5,NA,-99.856,NA,NA,NA,NA,NA,NA
78677,-2.46455,5,-4.82035,-80.231,NA,NA,NA,NA,NA,NA,NA
78876,-2.37544,4.22097,-4.78905,NA,-46.404,NA,NA,NA,NA,NA,NA
79040,-2.41966,5,-5,NA,-80.902,NA,NA,NA,NA,NA,NA
79228,-3.16882,4.87256,-5,NA,-107.676,NA,NA,NA,NA,NA,NA
79418,-2.91357,5,-5,-95.658,NA,NA,NA,NA,NA,NA,NA
79786,-2.7873,5,-5,NA,-95.143,NA,NA,NA,NA,NA,NA
79842,-2.29181,4.80081,-5,NA,NA,NA,-66.412,NA,NA,NA,NA
80184,-1.46297,5,-3.78487,NA,-123.902,NA,NA,NA,NA,NA,NA
80313,-3.07296,5,-4.91328,NA,NA,NA,-106.26,NA,NA,NA,NA
80520,-4.23387,4.36685,-5,NA,NA,NA,-173.754,NA,NA,NA,NA
80600,-3.18671,4.52577,-5,NA,-92.898,NA,NA,NA,NA,NA,NA
80901,-2.90912,4.06908,-5,NA,-73.946,NA,NA,NA,NA,NA,NA
81126,-1.32495,3.97624,-4.3841,NA,-75.173,NA,NA,NA,NA,NA,NA
81220,-2.23106,4.70793,-4.32495,NA,NA,NA,-82.061,NA,NA,NA,NA
81470,-2.05147,4.09247,-3.60552,NA,-102.957,NA,NA,NA,NA,NA,NA
81693,-3.68767,3.57543,-3.98745,NA,-141.023,NA,NA,NA,NA,NA,NA
81987,-3.20487,4.67893,-4.27101,-106.904,NA,NA,NA,NA,NA,NA,NA
81999,-2.51451,4.98017,-4.93209,NA,-85.551,NA,NA,NA,NA,NA,NA
82214,-1.40144,4.2213,-4.36077,NA,-40.528,NA,NA,NA,NA,NA,NA
82577,-2.19171,3.62956,-5,NA,-53.135,NA,NA,NA,NA,NA,NA
82777,-2.93509,3.72478,-4.9818,-64.565,NA,NA,NA,NA,NA,NA,NA
82903,-3.90084,4.16368,-5,NA,NA,-157.008,NA,NA,NA,NA,NA
83002,-4.61875,5,-3.94309,NA,NA,-270.855,NA,NA,NA,NA,NA
83282,-4.57355,3.63493,-4.54606,-204.489,NA,NA,NA,NA,NA,NA,NA
83542,-3.77665,4.57142,-3.94907,NA,NA,NA,-158.497,NA,NA,NA,NA
83779,-3.20135,5,-4.08451,-124.812,NA,NA,NA,NA,NA,NA,NA
83894,-3.2101,3.67907,-4.24699,NA,-106.144,NA,NA,NA,NA,NA,NA
84193,-2.68019,3.64244,-5,NA,-64.286,NA,NA,NA,NA,NA,NA
84268,-3.02297,3.65324,-3.47516,NA,NA,NA,-140.181,NA,NA,NA,NA
84484,-2.52168,4.09004,-3.98517,NA,NA,NA,NA,NA,-192.108,NA,NA
84676,-0.946117,4.18866,-4.47792,NA,NA,NA,-115.927,NA,NA,NA,NA
84897,-1.11785,5,-4.77682,NA,NA,-142.721,NA,NA,NA,NA,NA
85090,-1.18134,5,-5,NA,NA,NA,NA,-186.7,NA,NA,NA
85314,-1.50964,5,-4.5002,NA,NA,-123.834,NA,NA,NA,NA,NA
85448,-1.57074,4.98343,-4.31655,NA,NA,-120.293,NA,NA,NA,NA,NA
85796,-1.54432,5,-4.64322,NA,NA,NA,-84.075,NA,NA,NA,NA
85863,-1.71245,5,-4.72008,NA,NA,-87.69,NA,NA,NA,NA,NA
86010,-1.57128,4.74623,-4.91118,NA,NA,-107.013,NA,NA,NA,NA,NA
86384,-2.22338,4.96291,-5,NA,NA,-103.586,NA,NA,NA,NA,NA
86539,-0.563429,5,-5,NA,-127.502,NA,NA,NA,NA,NA,NA
86643,-1.83701,3.93029,-4.61889,NA,-47.06,NA,NA,NA,NA,NA,NA
86927,-2.08862,5,-4.09709,NA,-90.868,NA,NA,NA,NA,NA,NA
87150,-1.6258,5,-5,NA,-73.996,NA,NA,NA,NA,NA,NA
87345,-2.0375,3.90817,-5,NA,-37.638,NA,NA,NA,NA,NA,NA
87473,-2.18402,4.79804,-5,NA,-71.34,NA,NA,NA,NA,NA,NA
87682,-2.27263,4.23642,-5,NA,-45.867,NA,NA,NA,NA,NA,NA
87870,-2.52629,3.66356,-5,NA,NA,-84.78,NA,NA,NA,NA,NA
88122,-2.10583,3.75016,-5,NA,NA,NA,-38.871,NA,NA,NA,NA
88231,-3.10786,4.83274,-5,-97.299,NA,NA,NA,NA,NA,NA,NA
88470,-3.53994,3.76488,-5,NA,-116.073,NA,NA,NA,NA,NA,NA
88787,-3.46969,4.8151,-5,NA,-126.918,NA,NA,NA,NA,NA,NA
88870,-3.10805,3.9895,-4.59315,NA,-86.817,NA,NA,NA,NA,NA,NA
89020,-2.86608,5,-5,NA,NA,NA,-96.641,NA,NA,NA,NA
89375,-3.20388,4.42099,-5,NA,NA,-113.544,NA,NA,NA,NA,NA
89445,-2.27959,3.73356,-4.76896,-30.836,NA,NA,NA,NA,NA,NA,NA
89729,-1.25143,4.8645,-4.92856,-83.357,NA,NA,NA,NA,NA,NA,NA
89856,-1.47908,5,-5,NA,NA,NA,-104.437,NA,NA,NA,NA
90163,-1.95394,5,-4.45727,-83.379,NA,NA,NA,NA,NA,NA,NA
90219,-3.42616,4.37996,-5,NA,NA,NA,NA,-153.528,NA,NA,NA
90482,-2.58925,4.65548,-5,NA,NA,NA,-76.502,NA,NA,NA,NA
90740,-1.40984,5,-5,NA,-91.613,NA,NA,NA,NA,NA,NA
90886,-1.27846,5,-4.34394,NA,-91.225,NA,NA,NA,NA,NA,NA
91099,-1.8229,3.15396,-5,NA,-55.802,NA,NA,NA,NA,NA,NA
91342,-2.3928,3.14223,-5,NA,-74.801,NA,NA,NA,NA,NA,NA
91425,-2.69893,3.82219,-5,-63.397,NA,NA,NA,NA,NA,NA,NA
91602,-3.53442,2.91055,-5,NA,NA,-156.499,NA,NA,NA,NA,NA
91969,-3.72989,4.27279,-5,NA,NA,-138.337,NA,NA,NA,NA,NA
92055,-2.96137,4.69594,-5,NA,NA,-109.97,NA,NA,NA,NA,NA
92324,-3.58106,5,-5,-136.778,NA,NA,NA,NA,NA,NA,NA
92585,-1.31886,4.36189,-5,NA,-61.362,NA,NA,NA,NA,NA,NA
92627,-1.16346,5,-5,NA,NA,NA,-105.86,NA,NA,NA,NA
92961,-2.03704,4.75707,-5,NA,NA,NA,-63.723,NA,NA,NA,NA
93195,-1.1846,5,-4.72571,NA,NA,NA,-102.656,NA,NA,NA,NA
93381,-1.38963,5,-3.99401,NA,-110.108,NA,NA,NA,NA,NA,NA
93412,-1.12281,5,-4.80237,-94.294,NA,NA,NA,NA,NA,NA,NA
93790,-2.19928,4.62851,-5,NA,-66.951,NA,NA,NA,NA,NA,NA
93973,-2.35746,4.74718,-3.93707,NA,NA,NA,-114.733,NA,NA,NA,NA
94099,-2.79265,4.3517,-3.91292,NA,NA,NA,-104.623,NA,NA,NA,NA
94254,-2.92563,5,-4.07803,NA,NA,NA,-116.33,NA,NA,NA,NA
94523,-1.28746,5,-4.39742,NA,NA,-109.356,NA,NA,NA,NA,NA
94664,-2.76738,4.38999,-3.75404,NA,NA,NA,-102.343,NA,NA,NA,NA
94888,-3.83985,3.5732,-4.47522,NA,NA,-147.923,NA,NA,NA,NA,NA
95025,-3.27617,3.84339,-4.55418,NA,NA,NA,-108.094,NA,NA,NA,NA
95235,-2.86047,3.74108,-5,NA,NA,-99.27,NA,NA,NA,NA,NA
95465,-2.79389,4.6598,-5,NA,NA,NA,NA,-124.39,NA,NA,NA
95762,-1.71168,4.68172,-5,-45.139,NA,NA,NA,NA,NA,NA,NA
95996,-1.50519,4.84601,-4.35526,NA,NA,NA,NA,-136.487,NA,NA,NA
96014,-1.21591,5,-3.80815,NA,NA,NA,NA,NA,-229.554,NA,NA
96285,-2.39459,5,-5,NA,NA,NA,NA,NA,-150.058,NA,NA
96430,-0.927262,4.56918,-5,NA,-94.256,NA,NA,NA,NA,NA,NA
96767,-1.73805,3.5794,-4.96587,NA,NA,NA,-16.602,NA,NA,NA,NA
96815,-1.41383,4.53887,-5,NA,NA,NA,-63.599,NA,NA,NA,NA
97153,-2.126,3.58674,-4.76537,NA,NA,NA,-42.154,NA,NA,NA,NA
97260,-2.56275,3.97102,-4.86017,NA,NA,-91.896,NA,NA,NA,NA,NA
97546,-1.54934,4.78405,-5,NA,NA,-118.625,NA,NA,NA,NA,NA
97599,-1.02568,5,-5,NA,NA,-110.137,NA,NA,NA,NA,NA
97876,-3.52898,4.13136,-4.82567,NA,NA,NA,-110.369,NA,NA,NA,NA
98183,-2.18313,4.45672,-4.68963,NA,-60.185,NA,NA,NA,NA,NA,NA
98317,-2.70587,4.41015,-4.81295,NA,NA,NA,-82.358,NA,NA,NA,NA
98524,-2.56996,3.29275,-4.85662,-56.329,NA,NA,NA,NA,NA,NA,NA
98631,-1.71367,3.80983,-5,NA,-34.385,NA,NA,NA,NA,NA,NA
98949,-1.93554,3.68431,-5,-28.359,NA,NA,NA,NA,NA,NA,NA
99103,-2.39256,4.60579,-5,NA,NA,NA,-74.442,NA,NA,NA,NA
99270,-1.10274,5,-4.97205,NA,-85.649,NA,NA,NA,NA,NA,NA
99405,0.1488,4.08843,-5,NA,-196.018,NA,NA,NA,NA,NA,NA
99617,-0.0176919,3.61561,-5,NA,-210.807,NA,NA,NA,NA,NA,NA
99912,0.495957,4.44917,-5,NA,-283.269,NA,NA,NA,NA,NA,NA
100102,-1.17117,3.75386,-4.37662,NA,-57.494,NA,NA,NA,NA,NA,NA
100271,-1.39522,3.38078,-3.74542,NA,-181.202,NA,NA,NA,NA,NA,NA
100434,-1.25181,3.62104,-3.7361,NA,-119.548,NA,NA,NA,NA,NA,NA
100619,-2.24824,2.76959,-4.71659,NA,-104.06,NA,NA,NA,NA,NA,NA
100850,-2.32456,2.8681,-4.64718,NA,-102.499,NA,NA,NA,NA,NA,NA
101070,-1.83579,2.72375,-4.62913,NA,-105.804,NA,NA,NA,NA,NA,NA
101238,-2.65884,3.39833,-5,NA,-84.239,NA,NA,NA,NA,NA,NA
101419,-1.65491,3.92361,-3.81593,NA,-113.462,NA,NA,NA,NA,NA,NA
101615,-1.64011,4.23038,-3.14998,NA,-168.14,NA,NA,NA,NA,NA,NA
101985,-0.825659,5,-5,NA,-122.023,NA,NA,NA,NA,NA,NA
102027,-0.543615,5,-3.59227,NA,-173.468,NA,NA,NA,NA,NA,NA
102272,-1.54909,5,-2.83025,NA,NA,NA,-205.607,NA,NA,NA,NA
102427,-2.33686,5,-2.82076,NA,NA,NA,-190.348,NA,NA,NA,NA
102731,-2.62108,3.82244,-3.13919,NA,NA,NA,-184.778,NA,NA,NA,NA
102854,-2.34505,4.38332,-3.87321,NA,-77.137,NA,NA,NA,NA,NA,NA
103009,-1.11679,4.05714,-4.457,NA,NA,NA,-93.14,NA,NA,NA,NA
103374,-2.60341,5,-4.83154,NA,NA,NA,-90.025,NA,NA,NA,NA
103533,-2.32534,5,-5,-81.967,NA,NA,NA,NA,NA,NA,NA
103622,-0.472474,3.31509,-5,NA,-106.83,NA,NA,NA,NA,NA,NA
103907,-1.2129,4.10134,-4.39963,NA,-73.708,NA,NA,NA,NA,NA,NA
104196,-2.54186,4.51551,-5,NA,-64.654,NA,NA,NA,NA,NA,NA
104313,-3.76352,5,-5,-150.584,NA,NA,NA,NA,NA,NA,NA
104418,-3.67137,5,-5,NA,NA,NA,-143.955,NA,NA,NA,NA
104656,-3.61307,4.28175,-4.51456,NA,-125.874,NA,NA,NA,NA,NA,NA
104864,-3.45846,4.38039,-5,NA,-110.333,NA,NA,NA,NA,NA,NA
105151,-4.18867,4.34104,-5,NA,-171.421,NA,NA,NA,NA,NA,NA
105306,-3.61971,4.87822,-4.93003,-133.16,NA,NA,NA,NA,NA,NA,NA
105447,-2.6583,4.91882,-5,NA,NA,NA,-86.543,NA,NA,NA,NA
105679,-1.44252,5,-4.21181,NA,NA,NA,-106.449,NA,NA,NA,NA
105902,-1.90567,3.60997,-3.90697,NA,NA,NA,NA,-156.112,NA,NA,NA
106000,-3.00754,5,-5,NA,NA,-123.071,NA,NA,NA,NA,NA
106372,-2.31581,5,-5,-79.915,NA,NA,NA,NA,NA,NA,NA
106494,-2.81966,5,-5,NA,-95.92,NA,NA,NA,NA,NA,NA
106692,-2.27475,4.46551,-4.11175,NA,NA,NA,NA,-122.919,NA,NA,NA
106820,-2.65703,5,-4.94698,NA,NA,NA,-82.168,NA,NA,NA,NA
107120,-3.23003,4.79868,-5,NA,-103.631,NA,NA,NA,NA,NA,NA
107220,-2.76144,4.60948,-5,NA,-74.574,NA,NA,NA,NA,NA,NA
107530,-2.28108,3.73869,-4.25948,NA,NA,-69.902,NA,NA,NA,NA,NA
107636,-1.63359,4.82164,-4.45207,-76.834,NA,NA,NA,NA,NA,NA,NA
107989,-2.36057,5,-3.95173,NA,NA,-136.013,NA,NA,NA,NA,NA
108022,-0.843811,4.5045,-4.49268,-103.255,NA,NA,NA,NA,NA,NA,NA
108321,0.142664,5,-4.48798,NA,NA,NA,-244.06,NA,NA,NA,NA
108551,-1.7744,4.89108,-3.44972,-123.739,NA,NA,NA,NA,NA,NA,NA
108622,-0.747853,3.30781,-4.76791,-88.719,NA,NA,NA,NA,NA,NA,NA
108860,-0.913051,4.12942,-4.21453,NA,-105.3,NA,NA,NA,NA,NA,NA
109124,-2.30196,3.31523,-4.756,NA,-47.023,NA,NA,NA,NA,NA,NA
109334,-1.49185,3.6943,-4.31942,-47.724,NA,NA,NA,NA,NA,NA,NA
109555,-1.15967,5,-4.77492,NA,-86.636,NA,NA,NA,NA,NA,NA
109681,-2.51936,5,-4.12331,NA,-98.059,NA,NA,NA,NA,NA,NA
109948,-1.78591,5,-4.65862,NA,-76.736,NA,NA,NA,NA,NA,NA
110111,-2.72932,3.70565,-4.46271,NA,-78.54,NA,NA,NA,NA,NA,NA
110375,-1.82756,3.64412,-5,-15.169,NA,NA,NA,NA,NA,NA,NA
110593,-1.52687,3.66379,-4.44134,NA,NA,-91.859,NA,NA,NA,NA,NA
110706,-1.1324,4.18293,-4.67206,NA,-53.49,NA,NA,NA,NA,NA,NA
110812,-2.11785,4.49971,-5,NA,NA,NA,-61.443,NA,NA,NA,NA
111017,-3.54586,4.62892,-5,-115.264,NA,NA,NA,NA,NA,NA,NA
111304,-4.05038,4.14502,-5,NA,-156.151,NA,NA,NA,NA,NA,NA
111581,-2.66293,4.54552,-4.82016,NA,-67.583,NA,NA,NA,NA,NA,NA
111648,-3.53819,5,-5,NA,-137.867,NA,NA,NA,NA,NA,NA
111858,-3.031,4.19669,-5,NA,-78.07,NA,NA,NA,NA,NA,NA
112034,-2.73787,3.90919,-4.6815,-69.294,NA,NA,NA,NA,NA,NA,NA
112231,-2.97441,5,-5,NA,-99.721,NA,NA,NA,NA,NA,NA
112527,-1.67709,4.95019,-4.37629,NA,-87.008,NA,NA,NA,NA,NA,NA
112739,-1.81031,5,-4.72219,NA,-75.545,NA,NA,NA,NA,NA,NA
112798,-1.18555,3.23838,-4.75095,NA,NA,NA,-70.51,NA,NA,NA,NA
113189,-1.64456,2.65542,-5,NA,NA,-135.23,NA,NA,NA,NA,NA
113313,-1.08513,2.96695,-4.89254,-64.775,NA,NA,NA,NA,NA,NA,NA
113428,-1.41949,2.83188,-5,NA,-78.449,NA,NA,NA,NA,NA,NA
113731,-2.899,3.41461,-4.95547,NA,-69.025,NA,NA,NA,NA,NA,NA
113934,-3.26922,3.52843,-4.13809,-104.756,NA,NA,NA,NA,NA,NA,NA
114178,-3.6814,3.86641,-5,NA,-124.194,NA,NA,NA,NA,NA,NA
114302,-4.08689,4.31009,-5,NA,-161.745,NA,NA,NA,NA,NA,NA
114539,-2.71065,4.3118,-5,NA,-75.92,NA,NA,NA,NA,NA,NA
114737,-2.18734,4.89212,-5,NA,-74.42,NA,NA,NA,NA,NA,NA
114920,-1.96249,4.99605,-3.83855,-94.339,NA,NA,NA,NA,NA,NA,NA
115171,-3.20664,5,-4.64144,NA,-118.643,NA,NA,NA,NA,NA,NA
115290,-2.85613,3.58519,-3.93543,NA,-96.624,NA,NA,NA,NA,NA,NA
115426,-3.21634,1.61467,-5,NA,NA,NA,-197.686,NA,NA,NA,NA
115761,-2.40665,3.74845,-5,NA,NA,-83.148,NA,NA,NA,NA,NA
115804,-3.17993,4.84568,-4.96181,-102.933,NA,NA,NA,NA,NA,NA,NA
116029,-1.49138,5,-4.85209,NA,-87.522,NA,NA,NA,NA,NA,NA
116234,-2.60384,5,-5,NA,-91.173,NA,NA,NA,NA,NA,NA
116472,-1.92807,3.9207,-4.84701,NA,-35.421,NA,NA,NA,NA,NA,NA
116625,-3.49922,3.64807,-5,NA,-107.257,NA,NA,NA,NA,NA,NA
116940,-1.96985,3.18702,-5,NA,-68.692,NA,NA,NA,NA,NA,NA
117021,-1.91752,3.67657,-4.87852,NA,-38.448,NA,NA,NA,NA,NA,NA
117197,-2.1126,3.85429,-5,NA,-42.254,NA,NA,NA,NA,NA,NA
117452,-1.8172,4.62181,-4.20314,NA,-70.417,NA,NA,NA,NA,NA,NA
117673,-2.07431,5,-5,NA,-81.196,NA,NA,NA,NA,NA,NA
117848,-1.55141,4.5509,-4.85481,NA,-63.508,NA,NA,NA,NA,NA,NA
118055,-2.71734,5,-4.84431,NA,NA,NA,-85.974,NA,NA,NA,NA
118270,-2.46402,5,-5,NA,-83.477,NA,NA,NA,NA,NA,NA
118453,-1.51567,4.65694,-5,NA,-63.719,NA,NA,NA,NA,NA,NA
118708,-2.60297,5,-5,-80.622,NA,NA,NA,NA,NA,NA,NA
118912,-1.82856,4.50268,-3.79695,NA,-92.839,NA,NA,NA,NA,NA,NA
119108,-1.73748,4.3921,-4.98361,NA,-46.149,NA,NA,NA,NA,NA,NA
119291,-1.70478,4.24331,-5,NA,-36.747,NA,NA,NA,NA,NA,NA
119536,-0.968749,3.82365,-5,NA,-89.073,NA,NA,NA,NA,NA,NA
119755,-1.38754,3.51493,-5,NA,-60.981,NA,NA,NA,NA,NA,NA
119825,-1.44091,5,-5,NA,-89.622,NA,NA,NA,NA,NA,NA
120027,-1.61443,5,-4.7152,NA,-76.022,NA,NA,NA,NA,NA,NA
120305,-1.38374,4.21302,-4.37911,NA,-41.149,NA,NA,NA,NA,NA,NA
120401,-2.37368,4.07292,-4.77356,NA,-53.759,NA,NA,NA,NA,NA,NA
120601,-1.60671,3.41976,-5,NA,-40.62,NA,NA,NA,NA,NA,NA
120929,-1.65424,4.20207,-5,NA,-37.701,NA,NA,NA,NA,NA,NA
121105,-1.28064,3.91618,-5,NA,-44.875,NA,NA,NA,NA,NA,NA
121371,-0.460553,3.9227,-4.55721,NA,-136.153,NA,NA,NA,NA,NA,NA
121461,-1.3677,3.48821,-4.99773,-8.933,NA,NA,NA,NA,NA,NA,NA
121626,-3.0734,4.119,-5,-80.082,NA,NA,NA,NA,NA,NA,NA
121897,-2.08834,4.25924,-4.86952,NA,-64.79,NA,NA,NA,NA,NA,NA
122104,-1.53635,4.7867,-5,-66.972,NA,NA,NA,NA,NA,NA,NA
122211,-1.31598,4.1821,-5,NA,NA,NA,-37.166,NA,NA,NA,NA
122515,-1.2947,3.22185,-4.60041,NA,-81.677,NA,NA,NA,NA,NA,NA
122669,-1.71761,3.02858,-3.82633,NA,-157.858,NA,NA,NA,NA,NA,NA
122870,-1.99176,4.51484,-4.66008,NA,-58.682,NA,NA,NA,NA,NA,NA
123161,-1.80058,5,-3.94494,NA,NA,NA,-106.713,NA,NA,NA,NA
123384,-2.61197,3.95705,-4.2765,NA,-72.981,NA,NA,NA,NA,NA,NA
123485,-2.13427,3.39976,-4.91367,NA,-64.084,NA,NA,NA,NA,NA,NA
123742,-2.57204,4.38952,-5,NA,-70.967,NA,NA,NA,NA,NA,NA
123996,-1.99181,3.82552,-4.3411,NA,-79.932,NA,NA,NA,NA,NA,NA
124159,-3.5961,3.19129,-5,NA,-122.378,NA,NA,NA,NA,NA,NA
124351,-3.49435,5,-3.73978,NA,NA,-169.566,NA,NA,NA,NA,NA
124544,-2.25638,5,-5,-74.963,NA,NA,NA,NA,NA,NA,NA
124789,-1.16403,5,-3.51236,NA,NA,-175.556,NA,NA,NA,NA,NA
124880,-0.87159,4.94026,-5,NA,NA,NA,-113.582,NA,NA,NA,NA
125090,-1.41615,4.58652,-4.72187,NA,-56.761,NA,NA,NA,NA,NA,NA
125261,-1.17568,4.27002,-4.95894,NA,-51.013,NA,NA,NA,NA,NA,NA
125545,-1.86088,5,-3.63321,NA,-113.533,NA,NA,NA,NA,NA,NA
125784,-1.91569,5,-3.21432,NA,-137.26,NA,NA,NA,NA,NA,NA
125928,-1.59239,5,-3.23555,NA,-152.854,NA,NA,NA,NA,NA,NA
126007,-1.62104,5,-4.80849,NA,-72.923,NA,NA,NA,NA,NA,NA
126287,-2.19427,5,-5,NA,-77.705,NA,NA,NA,NA,NA,NA
126508,-1.59632,3.64646,-5,NA,NA,NA,-17.285,NA,NA,NA,NA
126597,-1.44761,4.33191,-5,NA,-67.646,NA,NA,NA,NA,NA,NA
