id,x0,x1,x2,fitness7.5,fitness8,fitness8.5,fitness7,fitness6.5,fitness9,fitness9.5
69530,8.09347,7.52043,7.57689,NA,NA,NA,0.874,NA,NA,NA
69718,8.28229,7.08177,7.70878,NA,NA,NA,0.723,NA,NA,NA
69833,7.77052,8.74095,7.75298,0.782,NA,NA,NA,NA,NA,NA
70197,8.23245,7.61401,8.46366,0.817,NA,NA,NA,NA,NA,NA
70269,8.59556,7.68949,7.58242,NA,0.812,NA,NA,NA,NA,NA
70434,7.51843,7.69606,7.00968,NA,0.872,NA,NA,NA,NA,NA
70633,7.25041,7.59202,7.51219,NA,NA,NA,NA,0.641,NA,NA
70806,7.68825,7.86864,7.61543,0.97,NA,NA,NA,NA,NA,NA
71017,7.97068,8.36399,7.54184,NA,NA,0.84,NA,NA,NA,NA
71360,7.64952,7.54039,7.72126,NA,NA,0.927,NA,NA,NA,NA
71563,7.71628,7.85068,8.46142,0.865,NA,NA,NA,NA,NA,NA
71794,8.08521,7.66683,7.13217,NA,NA,NA,0.85,NA,NA,NA
71879,7.87516,7.6225,8.06785,0.954,NA,NA,NA,NA,NA,NA
72135,7.24442,7.9188,8.19037,NA,NA,NA,0.831,NA,NA,NA
72279,7.76957,7.70527,7.42327,0.943,NA,NA,NA,NA,NA,NA
72557,7.35544,8.00211,7.75411,0.946,NA,NA,NA,NA,NA,NA
72763,7.97994,6.74596,8.09701,0.758,NA,NA,NA,NA,NA,NA
72868,8.0913,7.61839,8.78306,0.782,NA,NA,NA,NA,NA,NA
73105,7.89448,7.38362,8.74821,0.795,NA,NA,NA,NA,NA,NA
73270,7.80293,8.48305,8.05869,0.829,NA,NA,NA,NA,NA,NA
73503,8.67524,7.52507,8.48537,0.696,NA,NA,NA,NA,NA,NA
73632,7.80953,7.79928,7.97143,NA,0.944,NA,NA,NA,NA,NA
73821,8.01923,8.24361,7.6332,NA,NA,0.854,NA,NA,NA,NA
74149,7.38631,7.52624,8.47543,0.864,NA,NA,NA,NA,NA,NA
74238,7.34137,7.83422,7.78133,NA,0.966,NA,NA,NA,NA,NA
74416,7.65247,7.48751,7.94215,NA,0.977,NA,NA,NA,NA,NA
74617,7.845,7.89401,6.95152,NA,0.848,NA,NA,NA,NA,NA
74901,8.64731,7.51422,7.51309,0.836,NA,NA,NA,NA,NA,NA
75092,9.0295,7.72008,7.90197,NA,0.701,NA,NA,NA,NA,NA
75227,8.49914,7.4581,7.83076,NA,0.842,NA,NA,NA,NA,NA
75429,6.81194,7.82321,7.57595,0.826,NA,NA,NA,NA,NA,NA
75658,7.93463,8.22241,8.26333,0.874,NA,NA,NA,NA,NA,NA
75819,7.49424,8.12012,8.14946,NA,NA,NA,0.793,NA,NA,NA
76064,7.74164,8.04274,8.83944,0.777,NA,NA,NA,NA,NA,NA
76323,7.85289,8.00281,8.25524,0.921,NA,NA,NA,NA,NA,NA
76540,7.82247,8.61406,7.01269,NA,0.752,NA,NA,NA,NA,NA
76620,8.32879,7.34045,8.42507,NA,0.803,NA,NA,NA,NA,NA
76815,7.96132,7.4425,8.08158,NA,0.94,NA,NA,NA,NA,NA
77155,8.00169,8.39759,7.62294,0.878,NA,NA,NA,NA,NA,NA
77310,7.21511,7.14971,7.82965,NA,NA,NA,0.767,NA,NA,NA
77425,8.14801,7.90332,7.72252,0.927,NA,NA,NA,NA,NA,NA
77773,7.77915,7.6255,8.49236,NA,0.864,NA,NA,NA,NA,NA
77871,8.03605,7.08484,7.42191,NA,0.846,NA,NA,NA,NA,NA
78109,8.29839,7.70884,6.82498,NA,NA,0.705,NA,NA,NA,NA
78297,8.49101,7.69258,7.28521,NA,0.841,NA,NA,NA,NA,NA
78403,7.27063,7.43297,7.09033,NA,NA,0.752,NA,NA,NA,NA
78609,7.80827,8.07355,8.07766,NA,NA,0.836,NA,NA,NA,NA
78887,7.67317,7.45927,7.7235,NA,0.979,NA,NA,NA,NA,NA
79153,8.11357,6.99748,7.8259,0.834,NA,NA,NA,NA,NA,NA
79292,7.93217,7.68188,7.71293,NA,0.955,NA,NA,NA,NA,NA
79511,7.53277,7.16805,7.64932,NA,0.904,NA,NA,NA,NA,NA
79716,7.73642,8.29632,7.15635,NA,NA,0.726,NA,NA,NA,NA
79951,8.54448,7.55354,7.72479,0.852,NA,NA,NA,NA,NA,NA
80198,7.72567,7.30565,6.71843,0.747,NA,NA,NA,NA,NA,NA
80209,7.35808,7.31731,6.89357,NA,NA,NA,0.676,NA,NA,NA
80576,8.41074,8.01016,8.10705,0.846,NA,NA,NA,NA,NA,NA
80723,7.9021,7.40865,8.52652,0.834,NA,NA,NA,NA,NA,NA
80862,8.00522,7.77207,7.09875,NA,0.884,NA,NA,NA,NA,NA
81186,7.81969,7.75432,6.88331,NA,NA,0.729,NA,NA,NA,NA
81210,6.83219,8.01143,7.10705,NA,0.736,NA,NA,NA,NA,NA
81432,8.02206,7.92102,7.48533,NA,0.932,NA,NA,NA,NA,NA
81700,7.96581,7.95549,7.68732,0.956,NA,NA,NA,NA,NA,NA
81823,8.17292,7.37895,7.79653,NA,NA,NA,0.882,NA,NA,NA
82089,7.40329,7.53478,8.43987,0.868,NA,NA,NA,NA,NA,NA
82264,7.54882,7.33084,8.12545,NA,0.909,NA,NA,NA,NA,NA
82511,7.63381,7.23854,8.30888,NA,0.837,NA,NA,NA,NA,NA
82708,7.39497,8.40655,8.59929,NA,0.753,NA,NA,NA,NA,NA
82810,7.60655,8.07661,7.81705,0.923,NA,NA,NA,NA,NA,NA
83069,7.54045,7.44892,7.60619,0.959,NA,NA,NA,NA,NA,NA
83240,7.27,6.93625,7.94792,0.813,NA,NA,NA,NA,NA,NA
83597,7.64681,7.20105,7.87686,NA,0.92,NA,NA,NA,NA,NA
83731,7.96524,6.86549,7.45249,NA,0.778,NA,NA,NA,NA,NA
83945,8.6506,7.84906,7.40647,NA,0.816,NA,NA,NA,NA,NA
84061,7.55325,7.33571,8.47734,0.837,NA,NA,NA,NA,NA,NA
84256,7.83912,7.47452,8.19097,0.907,NA,NA,NA,NA,NA,NA
84500,8.02365,7.94811,8.1758,NA,0.924,NA,NA,NA,NA,NA
84601,8.22067,8.36682,7.84462,NA,NA,0.774,NA,NA,NA,NA
84946,7.777,7.53749,8.6225,NA,0.827,NA,NA,NA,NA,NA
85081,6.87037,7.24885,7.8552,NA,0.771,NA,NA,NA,NA,NA
85271,6.74981,8.22021,8.18691,NA,NA,0.587,NA,NA,NA,NA
85495,7.75225,8.36711,8.27058,NA,0.831,NA,NA,NA,NA,NA
85694,7.27172,7.53488,7.18176,NA,0.853,NA,NA,NA,NA,NA
85806,8.05708,6.93367,7.25616,0.781,NA,NA,NA,NA,NA,NA
86029,8.42307,7.53852,7.59409,NA,0.894,NA,NA,NA,NA,NA
86264,8.02183,7.55373,8.59877,NA,0.821,NA,NA,NA,NA,NA
86550,7.90606,7.13547,8.04421,NA,0.847,NA,NA,NA,NA,NA
86799,7.64959,6.89483,8.6599,0.706,NA,NA,NA,NA,NA,NA
86872,8.309,8.1029,8.7567,NA,0.679,NA,NA,NA,NA,NA
87084,7.47441,8.33619,8.39554,0.8,NA,NA,NA,NA,NA,NA
87349,6.7773,7.67273,8.23045,0.743,NA,NA,NA,NA,NA,NA
87535,7.24974,7.46597,7.65699,0.934,NA,NA,NA,NA,NA,NA
87745,7.60313,7.02474,7.87738,NA,NA,0.734,NA,NA,NA,NA
87829,7.25208,8.18006,7.77776,NA,0.867,NA,NA,NA,NA,NA
88099,8.23337,8.23661,7.42753,0.836,NA,NA,NA,NA,NA,NA
88233,8.81038,8,7.89152,NA,0.782,NA,NA,NA,NA,NA
88561,8.92562,7.69738,8.09384,NA,0.743,NA,NA,NA,NA,NA
88662,7.33854,7.31128,7.94896,NA,0.884,NA,NA,NA,NA,NA
88866,7.69658,8.46101,7.96493,0.875,NA,NA,NA,NA,NA,NA
89160,8.68857,7.16587,7.97688,NA,NA,NA,0.664,NA,NA,NA
89289,8.20183,7.40397,7.81388,0.91,NA,NA,NA,NA,NA,NA
89554,7.63951,7.65458,8.22334,0.942,NA,NA,NA,NA,NA,NA
89683,7.23097,7.50654,7.99026,0.926,NA,NA,NA,NA,NA,NA
89888,7.59422,6.88413,8.36924,0.77,NA,NA,NA,NA,NA,NA
90029,7.39679,8.52078,7.50695,0.853,NA,NA,NA,NA,NA,NA
90287,8.03774,7.18087,7.82725,NA,0.908,NA,NA,NA,NA,NA
90414,6.91352,7.55426,7.65526,NA,0.834,NA,NA,NA,NA,NA
90627,7.74728,8.13473,8.27178,NA,NA,0.745,NA,NA,NA,NA
90871,7.51862,7.39762,7.21897,NA,0.919,NA,NA,NA,NA,NA
91090,7.93508,7.46261,8.85633,0.766,NA,NA,NA,NA,NA,NA
91348,8.39362,8.09861,7.92188,0.871,NA,NA,NA,NA,NA,NA
91593,7.5043,7.93097,7.38587,NA,0.941,NA,NA,NA,NA,NA
91789,7.45962,7.33994,7.66867,NA,0.922,NA,NA,NA,NA,NA
91878,8.30514,7.17686,7.50646,NA,NA,0.788,NA,NA,NA,NA
92117,7.77246,7.56542,7.2549,0.92,NA,NA,NA,NA,NA,NA
92378,7.89845,7.89484,8.0472,0.952,NA,NA,NA,NA,NA,NA
92476,8.13457,7.77841,7.51725,NA,0.94,NA,NA,NA,NA,NA
92679,8.13384,7.18221,8.02794,NA,NA,NA,0.834,NA,NA,NA
92849,7.21836,7.89903,7.90661,0.933,NA,NA,NA,NA,NA,NA
93070,8.72049,8.17322,7.7953,NA,0.772,NA,NA,NA,NA,NA
93305,8.25875,7.73009,7.48768,NA,NA,NA,NA,NA,0.671,NA
93473,8.25594,8.61705,7.46627,0.789,NA,NA,NA,NA,NA,NA
93695,8.01262,8.31219,7.27782,NA,NA,0.783,NA,NA,NA,NA
93908,7.89294,8.11152,6.94537,0.822,NA,NA,NA,NA,NA,NA
94113,8.20606,7.82869,7.77873,0.922,NA,NA,NA,NA,NA,NA
94394,7.25404,8.22509,7.80325,NA,NA,NA,0.818,NA,NA,NA
94590,8.03949,8.25165,7.49504,0.888,NA,NA,NA,NA,NA,NA
94642,7.9397,8.301,7.39864,0.894,NA,NA,NA,NA,NA,NA
94813,7.29466,8.2188,6.59725,0.659,NA,NA,NA,NA,NA,NA
95101,8.18848,8.28814,7.65446,0.89,NA,NA,NA,NA,NA,NA
95360,7.96824,8.6983,8.0984,NA,NA,0.734,NA,NA,NA,NA
95493,7.52036,7.49,6.88706,0.838,NA,NA,NA,NA,NA,NA
95743,7.06214,7.98551,7.53738,0.863,NA,NA,NA,NA,NA,NA
96000,7.63346,8.48812,7.12504,NA,0.815,NA,NA,NA,NA,NA
96066,8.17716,7.42359,7.8311,NA,NA,0.847,NA,NA,NA,NA
96230,7.19828,7.70232,8.41424,NA,NA,0.768,NA,NA,NA,NA
96410,7.84993,7.79938,7.23787,NA,0.921,NA,NA,NA,NA,NA
96747,7.07572,7.3235,7.38875,NA,0.859,NA,NA,NA,NA,NA
96950,7.93184,7.67443,7.31798,NA,NA,NA,0.89,NA,NA,NA
97134,7.57634,6.77277,7.99952,NA,NA,0.676,NA,NA,NA,NA
97324,8.02417,7.32831,7.83011,0.917,NA,NA,NA,NA,NA,NA
97436,8.15703,8.28783,8.42514,NA,0.776,NA,NA,NA,NA,NA
97623,7.52697,7.72859,7.40632,NA,0.97,NA,NA,NA,NA,NA
97807,8.20743,8.06359,7.90449,NA,0.904,NA,NA,NA,NA,NA
98070,8.33163,7.7333,7.9494,0.915,NA,NA,NA,NA,NA,NA
98368,7.38886,7.64935,7.99162,NA,0.925,NA,NA,NA,NA,NA
98503,7.46225,7.73228,7.97158,NA,0.955,NA,NA,NA,NA,NA
98679,8.11446,7.22742,7.80961,NA,0.914,NA,NA,NA,NA,NA
98968,8.13008,7.43917,7.20025,NA,NA,NA,0.826,NA,NA,NA
99106,6.8885,7.50665,8.64095,NA,0.656,NA,NA,NA,NA,NA
99264,7.87231,7.28179,7.16484,NA,NA,0.829,NA,NA,NA,NA
99461,7.58742,8.09732,7.22042,NA,0.864,NA,NA,NA,NA,NA
99752,7.83586,7.85884,8.07458,0.964,NA,NA,NA,NA,NA,NA
99901,7.84239,8.06077,8.2066,NA,0.889,NA,NA,NA,NA,NA
100164,8.06246,8.17349,8.6081,0.795,NA,NA,NA,NA,NA,NA
100287,7.59275,8.20221,7.57676,0.941,NA,NA,NA,NA,NA,NA
100537,7.35,8.31637,7.84554,0.899,NA,NA,NA,NA,NA,NA
100699,8.02274,7.75774,7.57353,NA,0.947,NA,NA,NA,NA,NA
100849,7.35978,7.3357,7.16615,0.849,NA,NA,NA,NA,NA,NA
101083,7.30866,7.88528,6.96295,0.841,NA,NA,NA,NA,NA,NA
101232,8.69839,7.61266,7.67398,0.832,NA,NA,NA,NA,NA,NA
101449,7.42777,7.13769,7.80458,NA,NA,NA,0.809,NA,NA,NA
101624,7.50447,8.16167,7.8987,0.9,NA,NA,NA,NA,NA,NA
101959,7.4651,7.64044,8.2286,NA,0.911,NA,NA,NA,NA,NA
102198,7.38259,7.82086,7.61401,NA,0.968,NA,NA,NA,NA,NA
102347,8.23477,7.94885,7.70743,NA,0.919,NA,NA,NA,NA,NA
102414,8.45552,7.12686,8.25687,0.757,NA,NA,NA,NA,NA,NA
102637,8.31603,8.25466,7.88886,NA,0.863,NA,NA,NA,NA,NA
102934,7.91513,8.06355,8.37236,0.884,NA,NA,NA,NA,NA,NA
103057,6.82114,8.3426,8.05686,0.723,NA,NA,NA,NA,NA,NA
103378,7.66626,7.6848,8.39421,NA,0.913,NA,NA,NA,NA,NA
103591,7.15505,7.15467,7.98846,NA,NA,NA,0.779,NA,NA,NA
103688,7.56201,7.74183,7.11933,0.912,NA,NA,NA,NA,NA,NA
103927,7.72588,7.38458,7.5595,NA,NA,0.876,NA,NA,NA,NA
104162,7.02566,7.87696,8.06149,NA,0.831,NA,NA,NA,NA,NA
104310,7.75783,8.12742,7.61291,0.963,NA,NA,NA,NA,NA,NA
104434,6.91536,7.31739,7.33335,NA,0.803,NA,NA,NA,NA,NA
104605,8.08353,7.32584,7.04729,NA,NA,NA,0.761,NA,NA,NA
104881,7.44699,7.36625,7.71733,0.959,NA,NA,NA,NA,NA,NA
105092,8.26707,7.77806,7.29823,NA,0.903,NA,NA,NA,NA,NA
105379,8.58191,7.46059,7.60807,0.825,NA,NA,NA,NA,NA,NA
105507,8.08515,6.89695,7.80669,NA,0.817,NA,NA,NA,NA,NA
105684,8.15573,7.25656,7.60406,NA,NA,NA,0.856,NA,NA,NA
105816,7.6242,7.92991,7.52573,NA,NA,0.924,NA,NA,NA,NA
106040,8.46913,8.53056,7.96881,NA,0.738,NA,NA,NA,NA,NA
106262,8.49392,8.02153,8.19474,0.788,NA,NA,NA,NA,NA,NA
106563,7.81759,7.61407,7.7285,NA,NA,0.87,NA,NA,NA,NA
106694,7.66133,8.47713,6.96813,NA,0.775,NA,NA,NA,NA,NA
106814,7.2056,7.72766,8.28809,NA,0.859,NA,NA,NA,NA,NA
107019,8.35116,7.66958,8.29736,0.839,NA,NA,NA,NA,NA,NA
107384,7.8351,7.71661,8.24082,0.915,NA,NA,NA,NA,NA,NA
107589,6.76717,7.88839,8.58049,NA,0.679,NA,NA,NA,NA,NA
107712,7.91544,8.17388,7.99162,NA,0.903,NA,NA,NA,NA,NA
107811,8.40758,8.62481,7.32335,NA,NA,0.652,NA,NA,NA,NA
108095,7.60197,8.69239,7.92476,NA,NA,NA,NA,0.6,NA,NA
108270,7.97272,6.82882,7.71637,0.806,NA,NA,NA,NA,NA,NA
108571,8.02182,7.38636,7.78169,NA,0.933,NA,NA,NA,NA,NA
108676,8.23869,7.20544,7.98091,0.866,NA,NA,NA,NA,NA,NA
108919,7.48421,8.04432,8.27673,NA,NA,0.844,NA,NA,NA,NA
109100,7.10926,8.04239,7.60445,NA,0.892,NA,NA,NA,NA,NA
109213,7.50588,7.91518,7.79956,0.967,NA,NA,NA,NA,NA,NA
109537,7.82662,7.6429,7.18587,0.927,NA,NA,NA,NA,NA,NA
109696,7.71813,8.10927,7.53539,0.954,NA,NA,NA,NA,NA,NA
109946,7.86504,8.10495,8.18202,NA,NA,NA,0.81,NA,NA,NA
110090,7.82928,8.36828,7.79722,0.913,NA,NA,NA,NA,NA,NA
110316,7.96897,7.42567,7.62085,NA,NA,0.908,NA,NA,NA,NA
110515,7.77041,7.19171,7.17404,0.854,NA,NA,NA,NA,NA,NA
110702,8.21882,7.55694,8.29872,NA,0.866,NA,NA,NA,NA,NA
110866,7.14855,8.02894,7.31546,NA,NA,0.736,NA,NA,NA,NA
111003,7.78494,8.35862,7.95555,NA,0.863,NA,NA,NA,NA,NA
111240,8.06077,7.4005,8.59826,NA,0.817,NA,NA,NA,NA,NA
111507,7.30431,8.474,7.68533,0.844,NA,NA,NA,NA,NA,NA
111606,8.5649,8.05806,7.27871,0.807,NA,NA,NA,NA,NA,NA
111804,8.11012,7.71062,7.24417,NA,0.906,NA,NA,NA,NA,NA
112003,7.92493,7.82891,8.53015,NA,0.867,NA,NA,NA,NA,NA
112270,7.81417,7.95881,7.30337,NA,NA,NA,0.867,NA,NA,NA
112456,7.54208,7.51761,7.30868,0.95,NA,NA,NA,NA,NA,NA
112697,8.45182,7.41703,7.80593,0.88,NA,NA,NA,NA,NA,NA
112924,7.4575,7.89956,7.92502,0.944,NA,NA,NA,NA,NA,NA
113017,7.33922,8.17016,7.30871,NA,NA,NA,0.806,NA,NA,NA
113249,7.77881,7.92642,7.17056,NA,NA,NA,NA,0.645,NA,NA
113493,7.2887,7.40938,7.42113,0.926,NA,NA,NA,NA,NA,NA
113609,7.37252,8.24423,8.59258,0.776,NA,NA,NA,NA,NA,NA
113819,7.85604,8.18805,7.82417,NA,NA,NA,NA,0.649,NA,NA
114093,7.13171,8.09129,8.2587,NA,0.838,NA,NA,NA,NA,NA
114307,6.91491,7.66795,8.37876,NA,NA,0.7,NA,NA,NA,NA
114562,7.96918,8.59507,7.74374,NA,0.846,NA,NA,NA,NA,NA
114783,7.78088,7.73617,8.1853,NA,NA,0.88,NA,NA,NA,NA
114843,8.68714,7.64726,7.88193,NA,0.83,NA,NA,NA,NA,NA
115184,8.65891,7.67296,7.47562,0.833,NA,NA,NA,NA,NA,NA
115220,8.42462,8.09137,7.99371,NA,NA,NA,0.816,NA,NA,NA
115513,7.73279,7.9461,7.29529,0.951,NA,NA,NA,NA,NA,NA
115629,7.25637,7.77767,7.59102,NA,0.951,NA,NA,NA,NA,NA
115814,7.84237,7.61928,8.0123,NA,0.975,NA,NA,NA,NA,NA
116017,7.02599,7.50259,7.23432,NA,0.839,NA,NA,NA,NA,NA
116305,7.51065,8.03168,8.09376,0.936,NA,NA,NA,NA,NA,NA
116498,7.35466,8.34046,8.38094,NA,NA,NA,0.756,NA,NA,NA
116722,7.78912,8.13499,7.70164,NA,NA,NA,0.89,NA,NA,NA
116938,8.06608,8.44587,8.29078,NA,NA,NA,0.676,NA,NA,NA
117179,7.35189,8.37649,7.81246,NA,NA,NA,0.82,NA,NA,NA
117328,7.70418,7.65362,8.21977,0.949,NA,NA,NA,NA,NA,NA
117508,8.33023,8.33992,7.97483,0.834,NA,NA,NA,NA,NA,NA
117626,7.72034,7.00132,8.02911,NA,NA,NA,0.804,NA,NA,NA
117879,7.93601,7.91732,7.51846,NA,NA,0.885,NA,NA,NA,NA
118174,7.59611,7.52602,7.04952,NA,NA,0.805,NA,NA,NA,NA
118324,8.05266,7.19649,7.72089,NA,NA,0.77,NA,NA,NA,NA
118471,7.83547,8.12021,7.51696,NA,0.917,NA,NA,NA,NA,NA
118789,7.61444,8.13012,7.63733,0.954,NA,NA,NA,NA,NA,NA
118821,7.23962,7.75638,6.71145,NA,0.729,NA,NA,NA,NA,NA
119051,7.27785,7.98917,7.10118,NA,NA,NA,0.819,NA,NA,NA
119345,7.65008,7.78109,6.78392,NA,NA,NA,0.766,NA,NA,NA
119414,7.42592,8.01171,7.17438,0.896,NA,NA,NA,NA,NA,NA
119687,7.85067,7.83758,7.71442,NA,NA,NA,0.827,NA,NA,NA
119982,7.53814,7.64957,7.60505,NA,0.988,NA,NA,NA,NA,NA
120079,7.16499,8.27766,6.80773,0.706,NA,NA,NA,NA,NA,NA
120273,8.26809,7.68049,7.75079,0.94,NA,NA,NA,NA,NA,NA
120598,7.88245,7.60647,7.48382,NA,0.98,NA,NA,NA,NA,NA
120625,7.92488,7.90695,7.74304,NA,NA,0.871,NA,NA,NA,NA
120865,7.84454,7.56908,7.61157,NA,0.94,NA,NA,NA,NA,NA
121002,7.7475,7.24694,7.41609,NA,0.915,NA,NA,NA,NA,NA
121305,8.5802,7.95732,8.01985,0.814,NA,NA,NA,NA,NA,NA
121498,7.77707,8.0485,7.86775,NA,0.953,NA,NA,NA,NA,NA
121665,7.58291,8.23309,7.68499,0.917,NA,NA,NA,NA,NA,NA
121886,7.83965,7.43006,7.40835,0.959,NA,NA,NA,NA,NA,NA
122154,8.04955,8.16977,7.6026,NA,0.917,NA,NA,NA,NA,NA
122398,7.1658,7.23649,7.37797,0.848,NA,NA,NA,NA,NA,NA
122574,7.53635,7.73149,7.6726,0.966,NA,NA,NA,NA,NA,NA
122624,8.00046,7.63003,7.59408,NA,NA,0.907,NA,NA,NA,NA
122933,7.99693,7.71321,8.15444,NA,NA,0.887,NA,NA,NA,NA
123018,7.68525,7.2646,7.38646,NA,0.933,NA,NA,NA,NA,NA
123278,8.15427,8.02586,7.46532,NA,NA,NA,NA,NA,0.695,NA
123425,8.17657,7.39629,7.98214,0.896,NA,NA,NA,NA,NA,NA
123620,6.96091,7.45538,7.38631,0.818,NA,NA,NA,NA,NA,NA
123955,7.04596,7.34483,7.70039,0.878,NA,NA,NA,NA,NA,NA
124175,7.65715,7.85792,7.57684,0.991,NA,NA,NA,NA,NA,NA
124269,7.52399,7.77983,8.16074,0.915,NA,NA,NA,NA,NA,NA
124517,7.17571,8.3021,7.52825,NA,NA,NA,0.81,NA,NA,NA
124726,7.8226,8.51526,7.89898,0.835,NA,NA,NA,NA,NA,NA
124986,8.02355,7.76107,8.46667,NA,0.861,NA,NA,NA,NA,NA
125198,7.14442,7.30931,7.66589,NA,0.89,NA,NA,NA,NA,NA
125263,7.8913,7.93331,7.64652,NA,NA,NA,0.909,NA,NA,NA
125445,7.70286,8.0274,8.07875,NA,0.934,NA,NA,NA,NA,NA
125658,7.37228,6.88123,7.99597,0.81,NA,NA,NA,NA,NA,NA
125812,6.917,8.07062,7.95797,0.829,NA,NA,NA,NA,NA,NA
126069,7.57008,7.17185,8.50144,NA,0.818,NA,NA,NA,NA,NA
126355,7.66536,7.58323,6.92485,NA,NA,NA,NA,NA,0.684,NA
126417,7.69073,8.3975,7.77881,NA,0.894,NA,NA,NA,NA,NA
126663,7.40928,6.94125,8.22309,NA,NA,0.717,NA,NA,NA,NA
126985,7.89105,8.06014,7.58675,NA,0.954,NA,NA,NA,NA,NA
127104,7.44557,7.85051,7.98776,NA,0.952,NA,NA,NA,NA,NA
127267,8.54114,7.80099,7.82944,NA,0.868,NA,NA,NA,NA,NA
127547,7.87488,8.49963,7.94137,NA,NA,0.717,NA,NA,NA,NA
127668,8.21182,8.08176,7.44403,NA,0.895,NA,NA,NA,NA,NA
127879,7.51077,7.24329,8.1487,NA,NA,0.762,NA,NA,NA,NA
128103,7.88025,7.19359,7.95729,NA,0.905,NA,NA,NA,NA,NA
128347,8.70223,7.67344,8.09129,NA,0.776,NA,NA,NA,NA,NA
128448,8.11034,7.52332,7.18126,0.901,NA,NA,NA,NA,NA,NA
128741,8.34523,7.134,8.42475,NA,NA,0.698,NA,NA,NA,NA
128871,7.85014,8.05856,8.14491,0.934,NA,NA,NA,NA,NA,NA
129140,7.99961,7.88261,7.67357,0.974,NA,NA,NA,NA,NA,NA
129296,8.32065,8.26665,7.14883,0.804,NA,NA,NA,NA,NA,NA
129569,8.30408,7.91976,7.36668,0.878,NA,NA,NA,NA,NA,NA
129798,8.46274,7.53047,7.8231,0.888,NA,NA,NA,NA,NA,NA
129965,8.25689,7.62008,7.78868,NA,NA,NA,0.881,NA,NA,NA
130186,8.06501,8.29444,7.97144,NA,NA,NA,0.792,NA,NA,NA
130300,8.28383,8.01076,7.52692,NA,0.868,NA,NA,NA,NA,NA
130487,7.57907,7.59376,7.94153,NA,NA,0.875,NA,NA,NA,NA
130778,7.8179,7.92001,7.66299,0.987,NA,NA,NA,NA,NA,NA
130969,6.72363,7.69991,7.11217,0.72,NA,NA,NA,NA,NA,NA
131183,7.92519,7.99045,7.06246,0.885,NA,NA,NA,NA,NA,NA
131227,7.78223,7.24927,8.04148,0.925,NA,NA,NA,NA,NA,NA
131591,7.02844,7.28101,7.9319,NA,NA,NA,0.779,NA,NA,NA
131762,8.3593,7.16949,6.94612,NA,NA,NA,0.595,NA,NA,NA
131813,8.71544,7.36899,7.49137,NA,0.765,NA,NA,NA,NA,NA
132046,8.00224,8.94003,7.65006,NA,0.741,NA,NA,NA,NA,NA
132377,7.5855,8.29133,7.46981,0.913,NA,NA,NA,NA,NA,NA
132492,7.86988,7.56574,8.09084,NA,NA,NA,0.82,NA,NA,NA
132773,7.66859,8.50566,7.65276,NA,NA,NA,0.833,NA,NA,NA
132973,7.20559,7.9265,7.68387,NA,0.934,NA,NA,NA,NA,NA
133107,8.23378,7.39667,7.40642,NA,NA,NA,0.849,NA,NA,NA
133243,7.46136,7.18401,7.42545,NA,0.895,NA,NA,NA,NA,NA
133480,7.36061,7.78358,8.31898,NA,0.857,NA,NA,NA,NA,NA
133738,7.67369,7.06399,7.54543,NA,0.876,NA,NA,NA,NA,NA
133900,7.66265,8.22715,7.18836,NA,NA,0.819,NA,NA,NA,NA
134078,6.97866,8.25863,7.66096,0.809,NA,NA,NA,NA,NA,NA
134318,7.42096,7.78069,6.91386,NA,0.821,NA,NA,NA,NA,NA
134497,7.74631,7.95795,7.68544,NA,0.939,NA,NA,NA,NA,NA
134656,7.51073,8.19193,7.90333,NA,NA,NA,0.817,NA,NA,NA
134997,8.13978,8.48991,7.69914,0.849,NA,NA,NA,NA,NA,NA
135096,7.73563,7.87912,9.20268,0.683,NA,NA,NA,NA,NA,NA
135281,7.75603,7.36894,7.50499,0.963,NA,NA,NA,NA,NA,NA
135563,8.62559,7.9689,8.18048,NA,NA,NA,0.748,NA,NA,NA
135750,7.67453,7.95329,7.75335,NA,NA,0.893,NA,NA,NA,NA
135804,7.88431,7.7556,7.34256,NA,0.93,NA,NA,NA,NA,NA
136171,7.3441,8.55529,7.33768,NA,0.784,NA,NA,NA,NA,NA
136310,8.17722,7.80907,7.88257,NA,NA,0.878,NA,NA,NA,NA
136546,8.08899,7.3911,7.59553,NA,0.912,NA,NA,NA,NA,NA
136719,7.58704,7.2927,7.80503,0.955,NA,NA,NA,NA,NA,NA
136873,7.24148,8.16811,7.72596,NA,0.875,NA,NA,NA,NA,NA
137199,7.10458,7.33014,7.73521,NA,NA,NA,0.838,NA,NA,NA
137307,7.64108,7.73031,7.98687,NA,NA,NA,NA,0.72,NA,NA
137558,7.55528,7.69816,7.27092,0.933,NA,NA,NA,NA,NA,NA
137750,7.22339,7.68694,7.61681,NA,0.93,NA,NA,NA,NA,NA
137981,6.79347,7.11211,7.8512,0.74,NA,NA,NA,NA,NA,NA
138036,7.75105,7.57292,7.42065,NA,0.976,NA,NA,NA,NA,NA
138260,7.7734,7.55846,7.81305,0.981,NA,NA,NA,NA,NA,NA
138431,7.55294,7.33121,7.76149,NA,NA,NA,0.915,NA,NA,NA
138781,7.16098,7.45647,7.68168,NA,0.88,NA,NA,NA,NA,NA
138811,7.33048,6.86683,8.36704,NA,NA,0.635,NA,NA,NA,NA
