id,x0,x1,x2,fitness-4.5,fitness-2,fitness-2.5,fitness-3.5,fitness-1.5,fitness-3,fitness-4,fitness-1,fitness-0.5,fitness0
55589,2.67284,1.35625,-4.20388,NA,-30.431,NA,NA,NA,NA,NA,NA,NA,NA
55614,1.58684,1.08735,-4.49211,NA,-19.924,NA,NA,NA,NA,NA,NA,NA,NA
55820,2.86863,1.09897,-3.54451,NA,NA,NA,NA,-74.532,NA,NA,NA,NA,NA
56103,1.28956,1.91239,-5,NA,NA,-21.573,NA,NA,NA,NA,NA,NA,NA
56281,2.21777,1.14826,-4.45618,NA,-23.021,NA,NA,NA,NA,NA,NA,NA,NA
56561,2.01951,1.33038,-4.29882,NA,NA,-5.032,NA,NA,NA,NA,NA,NA,NA
56775,1.57543,1.69251,-5,NA,NA,-16.028,NA,NA,NA,NA,NA,NA,NA
56985,1.35949,2.21568,-5,NA,NA,-24.682,NA,NA,NA,NA,NA,NA,NA
57138,1.72632,2.0967,-5,NA,NA,NA,NA,NA,-28.766,NA,NA,NA,NA
57381,1.33849,1.13157,-4.94695,NA,NA,NA,NA,NA,-39.419,NA,NA,NA,NA
57547,1.67663,1.01487,-4.3297,NA,NA,-16.791,NA,NA,NA,NA,NA,NA,NA
57786,1.72979,1.04152,-5,NA,NA,NA,NA,NA,-32.627,NA,NA,NA,NA
57827,1.36684,1.66343,-4.64289,NA,NA,NA,NA,-41.824,NA,NA,NA,NA,NA
58103,1.81746,2.05399,-4.76124,NA,-15.714,NA,NA,NA,NA,NA,NA,NA,NA
58277,1.69244,1.18893,-5,NA,NA,NA,NA,NA,-28.311,NA,NA,NA,NA
58469,2.14656,1.0509,-4.12328,NA,NA,NA,NA,NA,-31.539,NA,NA,NA,NA
58752,2.86299,1.79181,-3.55315,NA,NA,-49.217,NA,NA,NA,NA,NA,NA,NA
58998,2.43174,2.61885,-4.30157,NA,NA,NA,NA,-46.853,NA,NA,NA,NA,NA
59118,1.23714,2.34508,-5,NA,-36.912,NA,NA,NA,NA,NA,NA,NA,NA
59304,1.70542,1.69089,-5,NA,NA,NA,NA,-36.07,NA,NA,NA,NA,NA
59600,1.52611,2.13982,-5,NA,NA,NA,NA,NA,-30.205,NA,NA,NA,NA
59632,2.4843,1.73148,-4.26591,NA,-17.224,NA,NA,NA,NA,NA,NA,NA,NA
59833,2.30209,1.9649,-4.80827,NA,NA,-17.904,NA,NA,NA,NA,NA,NA,NA
60091,2.51224,1.19948,-4.48792,NA,NA,NA,NA,NA,-25.534,NA,NA,NA,NA
60290,3.02094,2.14021,-3.50966,NA,NA,-64.196,NA,NA,NA,NA,NA,NA,NA
60541,2.49036,1.56281,-5,NA,NA,NA,-43.512,NA,NA,NA,NA,NA,NA
60753,1.27441,2.02071,-5,NA,NA,NA,NA,NA,-25.408,NA,NA,NA,NA
60851,1.75781,1.60122,-5,NA,-18.652,NA,NA,NA,NA,NA,NA,NA,NA
61026,1.16808,1.59548,-3.63144,NA,NA,-27.99,NA,NA,NA,NA,NA,NA,NA
61232,1.9123,2.48916,-4.42722,NA,NA,-19.63,NA,NA,NA,NA,NA,NA,NA
61578,2.29469,2.30268,-4.62167,NA,NA,NA,NA,NA,-28.358,NA,NA,NA,NA
61779,1.22458,2.19218,-5,NA,NA,NA,NA,NA,-33.724,NA,NA,NA,NA
61996,1.98131,1.17312,-5,NA,NA,-26.852,NA,NA,NA,NA,NA,NA,NA
62126,1.4533,1.51501,-4.82729,NA,-21.67,NA,NA,NA,NA,NA,NA,NA,NA
62206,1.71949,1.9506,-5,NA,-21.487,NA,NA,NA,NA,NA,NA,NA,NA
62580,1.36129,2.05565,-4.49731,NA,NA,-11.442,NA,NA,NA,NA,NA,NA,NA
62684,2.28793,1.52764,-4.95938,NA,NA,NA,NA,NA,-26.833,NA,NA,NA,NA
62843,1.40254,1.78523,-5,NA,-21.299,NA,NA,NA,NA,NA,NA,NA,NA
63042,1.44134,2.09225,-4.9855,NA,NA,NA,-43.058,NA,NA,NA,NA,NA,NA
63393,1.75714,2.29267,-5,NA,NA,NA,NA,NA,NA,-57.139,NA,NA,NA
63511,1.22655,2.55086,-5,NA,NA,-37.694,NA,NA,NA,NA,NA,NA,NA
63607,0.669442,2.53614,-5,NA,-58.535,NA,NA,NA,NA,NA,NA,NA,NA
63845,1.40352,1.91872,-3.33185,NA,NA,-36.629,NA,NA,NA,NA,NA,NA,NA
64101,1.62841,1.46299,-4.05537,NA,NA,NA,-21.497,NA,NA,NA,NA,NA,NA
64278,2.27193,1.79588,-4.55806,NA,NA,NA,NA,NA,-19.966,NA,NA,NA,NA
64540,2.70871,2.07833,-3.38268,NA,NA,-53.164,NA,NA,NA,NA,NA,NA,NA
64641,1.14858,2.25483,-5,NA,-37.815,NA,NA,NA,NA,NA,NA,NA,NA
64844,2.63908,2.19266,-4.36669,NA,NA,-26.845,NA,NA,NA,NA,NA,NA,NA
65167,1.77785,1.634,-4.38686,NA,-4.981,NA,NA,NA,NA,NA,NA,NA,NA
65236,1.45946,1.89669,-4.07678,NA,NA,NA,NA,NA,-13.821,NA,NA,NA,NA
65467,1.73548,2.61741,-4.3755,NA,NA,NA,-39.868,NA,NA,NA,NA,NA,NA
65748,2.28899,2.05676,-4.35782,NA,-20.268,NA,NA,NA,NA,NA,NA,NA,NA
65891,2.23635,2.30607,-4.04552,NA,NA,NA,NA,-46.612,NA,NA,NA,NA,NA
66160,1.73528,1.68987,-3.76614,NA,NA,NA,NA,NA,-14.69,NA,NA,NA,NA
66241,2.01825,1.05619,-4.26257,NA,-20.399,NA,NA,NA,NA,NA,NA,NA,NA
66490,1.69883,1.93816,-4.26357,NA,-7.346,NA,NA,NA,NA,NA,NA,NA,NA
66695,1.34605,2.00867,-4.19756,NA,-18.964,NA,NA,NA,NA,NA,NA,NA,NA
66948,1.78186,2.05005,-5,NA,NA,NA,NA,NA,-19.494,NA,NA,NA,NA
67190,2.08823,1.47037,-5,NA,NA,NA,NA,NA,-19.672,NA,NA,NA,NA
67330,2.67479,2.01117,-5,NA,NA,NA,NA,NA,-36.414,NA,NA,NA,NA
67546,2.61896,2.38073,-4.62099,NA,-37.876,NA,NA,NA,NA,NA,NA,NA,NA
67786,1.99955,1.33467,-5,NA,NA,-19.524,NA,NA,NA,NA,NA,NA,NA
67854,1.2623,1.26286,-5,NA,NA,NA,NA,NA,-34.676,NA,NA,NA,NA
68098,3.15193,1.2263,-3.46954,NA,NA,NA,NA,NA,-77.664,NA,NA,NA,NA
68342,2.11192,2.37999,-4.41129,NA,NA,-17.735,NA,NA,NA,NA,NA,NA,NA
68600,2.3661,2.01139,-4.48375,NA,NA,NA,NA,NA,-20.876,NA,NA,NA,NA
68640,2.47395,2.02477,-4.37856,NA,NA,NA,NA,NA,-27.339,NA,NA,NA,NA
68977,2.52954,1.88709,-4.42397,NA,-19.448,NA,NA,NA,NA,NA,NA,NA,NA
69153,2.11955,1.43855,-4.48127,NA,NA,NA,NA,-35.198,NA,NA,NA,NA,NA
69225,1.17091,1.54531,-4.6244,NA,NA,-17.078,NA,NA,NA,NA,NA,NA,NA
69434,1.41272,1.30679,-5,NA,-39.125,NA,NA,NA,NA,NA,NA,NA,NA
69665,0.743375,2.73797,-4.52346,NA,-62.371,NA,NA,NA,NA,NA,NA,NA,NA
69864,1.27332,1.97355,-5,NA,NA,-22.75,NA,NA,NA,NA,NA,NA,NA
70010,2.90716,2.99261,-5,NA,NA,NA,-90.542,NA,NA,NA,NA,NA,NA
70205,1.92964,2.08449,-4.46526,NA,NA,NA,-23.54,NA,NA,NA,NA,NA,NA
70438,1.78506,2.05672,-3.88379,NA,NA,-11.5,NA,NA,NA,NA,NA,NA,NA
70640,1.76369,2.28236,-5,NA,NA,NA,NA,NA,-31.487,NA,NA,NA,NA
70960,1.45109,2.41842,-4.58188,NA,NA,-20.086,NA,NA,NA,NA,NA,NA,NA
71039,1.54083,1.67119,-5,NA,NA,NA,NA,NA,-28.894,NA,NA,NA,NA
71366,2.06884,2.76053,-4.89499,NA,NA,-38.151,NA,NA,NA,NA,NA,NA,NA
71466,1.28389,2.05356,-3.67334,NA,NA,NA,NA,NA,-25.425,NA,NA,NA,NA
71615,1.91397,2.67619,-5,NA,NA,-35.988,NA,NA,NA,NA,NA,NA,NA
71928,2.47162,1.67221,-5,NA,NA,-25.16,NA,NA,NA,NA,NA,NA,NA
72019,2.89101,1.66596,-5,NA,-46.818,NA,NA,NA,NA,NA,NA,NA,NA
72399,2.48038,1.5713,-5,NA,-31.649,NA,NA,NA,NA,NA,NA,NA,NA
72532,2.50265,2.19473,-5,NA,NA,NA,NA,NA,-32.817,NA,NA,NA,NA
72680,1.35255,1.95893,-5,NA,NA,NA,-36.054,NA,NA,NA,NA,NA,NA
72939,1.96005,2.12301,-4.7797,NA,NA,-14.301,NA,NA,NA,NA,NA,NA,NA
73113,1.31712,1.92,-4.9261,NA,NA,-19.948,NA,NA,NA,NA,NA,NA,NA
73365,1.67013,1.83879,-5,NA,-26.975,NA,NA,NA,NA,NA,NA,NA,NA
73453,1.49181,2.30523,-4.6718,NA,NA,-17.273,NA,NA,NA,NA,NA,NA,NA
73712,1.78724,1.50241,-4.56333,NA,NA,NA,NA,-24.054,NA,NA,NA,NA,NA
73878,1.81036,2.17244,-5,NA,NA,-20.976,NA,NA,NA,NA,NA,NA,NA
74112,2.01811,2.89778,-4.99011,NA,NA,-46.606,NA,NA,NA,NA,NA,NA,NA
74315,1.93839,2.50227,-5,NA,-36.453,NA,NA,NA,NA,NA,NA,NA,NA
74499,1.27443,1.49201,-4.07798,NA,NA,-11.247,NA,NA,NA,NA,NA,NA,NA
74647,2.16562,2.20045,-4.28174,NA,-14.832,NA,NA,NA,NA,NA,NA,NA,NA
74989,1.14369,1.0558,-5,NA,NA,NA,-59.68,NA,NA,NA,NA,NA,NA
75088,2.37313,1.73808,-5,NA,NA,-22.306,NA,NA,NA,NA,NA,NA,NA
75214,2.1313,2.89579,-4.87816,NA,NA,-45.065,NA,NA,NA,NA,NA,NA,NA
75473,1.81415,1.93281,-3.32668,NA,-33.957,NA,NA,NA,NA,NA,NA,NA,NA
75654,1.15727,1.78579,-5,NA,-28.824,NA,NA,NA,NA,NA,NA,NA,NA
75952,2.57687,1.18811,-4.78407,NA,-35.861,NA,NA,NA,NA,NA,NA,NA,NA
76010,2.2644,2.12483,-3.71685,NA,NA,NA,NA,NA,-31.894,NA,NA,NA,NA
76323,2.16729,2.0212,-3.75529,NA,NA,NA,NA,NA,-20.425,NA,NA,NA,NA
76489,1.03022,2.0441,-4.47459,NA,NA,NA,NA,NA,-23.487,NA,NA,NA,NA
76624,1.36124,2.55702,-4.34125,NA,NA,-26.079,NA,NA,NA,NA,NA,NA,NA
76985,1.51347,2.2292,-3.80778,NA,NA,NA,NA,NA,-20.068,NA,NA,NA,NA
77070,1.16372,2.24785,-4.23525,NA,NA,-20.376,NA,NA,NA,NA,NA,NA,NA
77397,1.54136,2.02314,-4.21732,NA,NA,NA,NA,NA,-15.247,NA,NA,NA,NA
77498,1.71483,1.84118,-4.98872,NA,NA,NA,NA,NA,-20.981,NA,NA,NA,NA
77753,1.66499,1.56504,-5,NA,NA,NA,NA,NA,-25.282,NA,NA,NA,NA
77827,1.53148,2.66424,-4.85607,NA,NA,NA,-44.634,NA,NA,NA,NA,NA,NA
78031,1.83978,1.94543,-4.95462,NA,NA,-14.25,NA,NA,NA,NA,NA,NA,NA
78320,2.53137,2.06923,-5,NA,NA,-29.647,NA,NA,NA,NA,NA,NA,NA
78495,2.07539,2.65113,-5,NA,NA,-36.389,NA,NA,NA,NA,NA,NA,NA
78735,1.66682,1.66654,-4.28662,NA,NA,NA,NA,NA,-4.695,NA,NA,NA,NA
78934,1.10282,1.01433,-4.93828,NA,NA,NA,-66.425,NA,NA,NA,NA,NA,NA
79032,1.76694,2.01258,-5,NA,NA,NA,NA,NA,-24.689,NA,NA,NA,NA
79275,1.91398,1.56325,-4.46937,NA,NA,NA,NA,NA,-17.397,NA,NA,NA,NA
79447,1.13931,1.99933,-4.55489,NA,NA,NA,NA,NA,-18.37,NA,NA,NA,NA
79721,1.40582,1.86513,-5,NA,-21.281,NA,NA,NA,NA,NA,NA,NA,NA
79935,1.9473,1.92525,-5,NA,NA,NA,NA,NA,-18.436,NA,NA,NA,NA
80108,1.92218,1.47697,-4.49978,NA,NA,-3.674,NA,NA,NA,NA,NA,NA,NA
80332,1.37369,2.08007,-4.69107,NA,NA,NA,-27.521,NA,NA,NA,NA,NA,NA
80537,1.94551,2.04666,-3.60435,NA,-28.27,NA,NA,NA,NA,NA,NA,NA,NA
80726,1.55711,2.84169,-5,NA,NA,NA,NA,NA,-48.649,NA,NA,NA,NA
80811,1.85723,2.32966,-5,NA,NA,NA,NA,NA,-24.77,NA,NA,NA,NA
81176,2.19874,1.00788,-4.57691,NA,NA,-24.736,NA,NA,NA,NA,NA,NA,NA
81334,1.80769,1.64272,-4.17315,NA,NA,-0.966,NA,NA,NA,NA,NA,NA,NA
81401,1.33894,1.3638,-3.63362,NA,NA,NA,-39.447,NA,NA,NA,NA,NA,NA
81769,1.39375,1.15132,-2.877,NA,NA,NA,NA,NA,-79.206,NA,NA,NA,NA
81825,2.14091,1.81032,-4.72034,NA,-13.565,NA,NA,NA,NA,NA,NA,NA,NA
82077,2.00598,1.23285,-4.10176,NA,NA,-8.994,NA,NA,NA,NA,NA,NA,NA
82301,1.61576,1.71214,-5,NA,NA,-15.4,NA,NA,NA,NA,NA,NA,NA
82432,1.64928,1.59257,-4.63818,NA,NA,NA,-39.577,NA,NA,NA,NA,NA,NA
82772,0.668446,2.06533,-5,NA,NA,-47.477,NA,NA,NA,NA,NA,NA,NA
82981,2.02811,3.28348,-5,NA,NA,-70.542,NA,NA,NA,NA,NA,NA,NA
83160,2.45391,1.83942,-4.60543,NA,NA,NA,NA,-33.343,NA,NA,NA,NA,NA
83342,1.31186,2.69619,-5,NA,-42.804,NA,NA,NA,NA,NA,NA,NA,NA
83576,1.47391,2.21654,-4.60293,NA,-26.438,NA,NA,NA,NA,NA,NA,NA,NA
83631,2.29635,2.49463,-5,NA,NA,NA,NA,-47.529,NA,NA,NA,NA,NA
83809,0.85682,2.31159,-5,NA,NA,-43.924,NA,NA,NA,NA,NA,NA,NA
84165,1.56764,1.98778,-5,NA,-22.445,NA,NA,NA,NA,NA,NA,NA,NA
84220,2.51728,1.78015,-4.86492,NA,NA,-23.244,NA,NA,NA,NA,NA,NA,NA
84445,2.24809,1.91258,-4.96407,NA,-20.483,NA,NA,NA,NA,NA,NA,NA,NA
84709,2.79248,1.86971,-5,NA,NA,-37.253,NA,NA,NA,NA,NA,NA,NA
84921,2.40371,2.63276,-5,NA,NA,NA,NA,NA,-43.155,NA,NA,NA,NA
85080,2.08402,1.98545,-5,NA,-21.233,NA,NA,NA,NA,NA,NA,NA,NA
85280,1.44192,2.21788,-4.40232,NA,NA,-13.523,NA,NA,NA,NA,NA,NA,NA
85444,1.81338,2.19949,-4.38162,NA,-21.874,NA,NA,NA,NA,NA,NA,NA,NA
85654,2.92418,2.14775,-4.69389,NA,-48.874,NA,NA,NA,NA,NA,NA,NA,NA
85822,2.36859,1.92862,-4.84151,NA,NA,-19.194,NA,NA,NA,NA,NA,NA,NA
86022,1.43653,2.70578,-4.48639,NA,-32.784,NA,NA,NA,NA,NA,NA,NA,NA
86346,1.39039,2.76077,-4.50113,NA,NA,NA,NA,-52.939,NA,NA,NA,NA,NA
86495,2.48859,1.84543,-3.96096,NA,NA,-20.224,NA,NA,NA,NA,NA,NA,NA
86644,1.47281,1.07462,-3.51639,NA,NA,-45.594,NA,NA,NA,NA,NA,NA,NA
86847,1.9743,1.92808,-4.34666,NA,NA,NA,NA,NA,-13.29,NA,NA,NA,NA
87023,0.883864,2.20985,-4.53029,NA,-35.998,NA,NA,NA,NA,NA,NA,NA,NA
87342,1.76658,2.54413,-5,NA,NA,NA,NA,NA,-32.811,NA,NA,NA,NA
87572,2.31938,1.7271,-5,NA,NA,NA,-37.38,NA,NA,NA,NA,NA,NA
87734,1.95361,2.02269,-5,NA,NA,NA,-30.473,NA,NA,NA,NA,NA,NA
87836,2.33828,0.971494,-4.52903,NA,NA,NA,NA,NA,-30.227,NA,NA,NA,NA
88112,1.86108,1.71076,-5,NA,NA,NA,NA,NA,-16.841,NA,NA,NA,NA
88222,2.08452,1.6022,-5,NA,-25.979,NA,NA,NA,NA,NA,NA,NA,NA
88444,2.08023,1.64153,-5,NA,-18.857,NA,NA,NA,NA,NA,NA,NA,NA
88667,0.919961,1.77969,-4.43063,NA,NA,-26.183,NA,NA,NA,NA,NA,NA,NA
88808,1.66475,2.3371,-4.47788,NA,NA,NA,NA,NA,-18.173,NA,NA,NA,NA
89138,1.39743,2.53617,-3.91081,NA,NA,NA,NA,NA,-29.173,NA,NA,NA,NA
89295,1.10914,3.32777,-4.04527,NA,-81.297,NA,NA,NA,NA,NA,NA,NA,NA
89469,1.73156,2.62981,-5,NA,-36.869,NA,NA,NA,NA,NA,NA,NA,NA
89646,1.65667,1.57605,-5,NA,NA,NA,NA,NA,-24.683,NA,NA,NA,NA
89902,1.71196,1.13688,-4.77777,NA,NA,NA,NA,NA,-23.801,NA,NA,NA,NA
90118,1.14,2.14073,-4.94203,NA,-29.784,NA,NA,NA,NA,NA,NA,NA,NA
90342,1.58535,2.0378,-4.67771,NA,NA,NA,NA,NA,-11.676,NA,NA,NA,NA
90557,0.967678,1.17575,-4.76164,NA,NA,-42.319,NA,NA,NA,NA,NA,NA,NA
90725,1.51217,1.33528,-4.37888,NA,NA,-5.882,NA,NA,NA,NA,NA,NA,NA
90801,2.16371,2.4056,-5,NA,-31.92,NA,NA,NA,NA,NA,NA,NA,NA
91132,1.62947,1.70885,-5,NA,NA,NA,NA,NA,-27.477,NA,NA,NA,NA
91316,1.30689,1.29523,-4.67608,NA,NA,-16.51,NA,NA,NA,NA,NA,NA,NA
91449,2.31142,1.31771,-4.72723,NA,NA,NA,NA,NA,-25.419,NA,NA,NA,NA
91679,3.12065,1.79169,-5,NA,-59.113,NA,NA,NA,NA,NA,NA,NA,NA
91931,2.61777,1.34096,-5,NA,NA,-34.301,NA,NA,NA,NA,NA,NA,NA
92068,1.06885,1.76878,-4.745,NA,NA,-22.214,NA,NA,NA,NA,NA,NA,NA
92359,1.54032,2.69146,-4.56483,NA,NA,NA,NA,NA,-33.485,NA,NA,NA,NA
92457,2.21592,2.22742,-5,NA,NA,NA,NA,NA,-31.519,NA,NA,NA,NA
92799,1.73436,1.31017,-5,NA,NA,NA,NA,NA,-22.521,NA,NA,NA,NA
92944,2.55107,2.29425,-4.24011,NA,NA,NA,NA,NA,-35.932,NA,NA,NA,NA
93007,1.37229,1.57058,-5,NA,-31.898,NA,NA,NA,NA,NA,NA,NA,NA
93239,1.33513,1.95329,-5,NA,-24.687,NA,NA,NA,NA,NA,NA,NA,NA
93433,1.68484,1.45518,-5,NA,-22.575,NA,NA,NA,NA,NA,NA,NA,NA
93695,2.66759,2.34433,-4.69026,NA,NA,NA,NA,NA,NA,NA,NA,-107.109,NA
93984,2.28116,2.01667,-5,NA,-23.861,NA,NA,NA,NA,NA,NA,NA,NA
94154,1.91803,2.17754,-3.51622,NA,-35.087,NA,NA,NA,NA,NA,NA,NA,NA
94218,2.44557,2.6733,-3.67655,NA,NA,NA,NA,-59.626,NA,NA,NA,NA,NA
94541,2.06681,2.857,-4.18396,NA,NA,NA,NA,-52.498,NA,NA,NA,NA,NA
94747,2.22647,2.59424,-5,NA,NA,NA,NA,-64.17,NA,NA,NA,NA,NA
94858,0.966587,1.57121,-4.37882,NA,-36.077,NA,NA,NA,NA,NA,NA,NA,NA
95133,1.71674,1.7629,-4.00055,NA,NA,-5.953,NA,NA,NA,NA,NA,NA,NA
95224,1.17692,1.5094,-4.44269,NA,-17.811,NA,NA,NA,NA,NA,NA,NA,NA
95491,1.31912,2.50744,-4.32427,NA,NA,-24.537,NA,NA,NA,NA,NA,NA,NA
95660,1.43737,2.54476,-5,NA,-37.543,NA,NA,NA,NA,NA,NA,NA,NA
95982,1.61353,1.57204,-5,NA,NA,NA,-31.322,NA,NA,NA,NA,NA,NA
96179,2.02123,0.968638,-5,NA,NA,-35.955,NA,NA,NA,NA,NA,NA,NA
96339,0.742767,2.25221,-4.36911,NA,NA,NA,-61.081,NA,NA,NA,NA,NA,NA
96518,0.618951,1.30995,-4.16293,NA,NA,NA,NA,NA,-51.828,NA,NA,NA,NA
96790,2.07583,1.83548,-4.77333,NA,-12.917,NA,NA,NA,NA,NA,NA,NA,NA
96915,1.55752,1.87261,-5,NA,NA,-17.806,NA,NA,NA,NA,NA,NA,NA
97087,1.79186,0.808127,-5,NA,NA,NA,-67.798,NA,NA,NA,NA,NA,NA
97335,1.09645,1.44696,-5,NA,NA,-32.977,NA,NA,NA,NA,NA,NA,NA
97558,1.9639,1.54956,-3.98123,NA,NA,NA,-22.407,NA,NA,NA,NA,NA,NA
97646,0.976428,2.3541,-4.49277,NA,NA,NA,NA,NA,-37.228,NA,NA,NA,NA
97918,1.03996,2.78234,-3.8388,NA,NA,NA,NA,NA,-57.507,NA,NA,NA,NA
98066,1.86426,1.66015,-4.96254,NA,NA,NA,NA,NA,-20.994,NA,NA,NA,NA
98320,1.66942,1.71254,-5,NA,NA,NA,NA,NA,-17.066,NA,NA,NA,NA
98412,1.61012,1.40796,-5,NA,NA,NA,NA,NA,-25.636,NA,NA,NA,NA
98631,1.65813,1.66648,-5,NA,NA,NA,NA,NA,-21.913,NA,NA,NA,NA
98948,1.21069,1.72234,-4.1051,NA,-16.326,NA,NA,NA,NA,NA,NA,NA,NA
99187,0.807416,2.182,-4.49619,NA,-39.438,NA,NA,NA,NA,NA,NA,NA,NA
99252,1.41282,1.8786,-4.58819,NA,-17.409,NA,NA,NA,NA,NA,NA,NA,NA
99554,0.768365,2.18457,-5,NA,NA,-44.313,NA,NA,NA,NA,NA,NA,NA
99733,1.54832,1.80235,-5,NA,NA,NA,-37.109,NA,NA,NA,NA,NA,NA
99875,1.51324,2.4583,-5,NA,NA,NA,NA,NA,-35.749,NA,NA,NA,NA
100165,1.52355,2.22089,-5,NA,NA,-23.208,NA,NA,NA,NA,NA,NA,NA
100270,0.521212,3.40711,-4.53992,NA,NA,-100.277,NA,NA,NA,NA,NA,NA,NA
100544,1.81501,2.72268,-4.22167,NA,NA,-29.301,NA,NA,NA,NA,NA,NA,NA
100645,1.59312,2.1366,-4.49386,NA,NA,NA,NA,NA,-16.694,NA,NA,NA,NA
100823,2.45741,1.75604,-5,NA,NA,-25.266,NA,NA,NA,NA,NA,NA,NA
101088,2.77809,1.74156,-4.21283,NA,NA,NA,NA,NA,-28.759,NA,NA,NA,NA
101332,2.42431,1.98361,-5,NA,-30.036,NA,NA,NA,NA,NA,NA,NA,NA
101514,3.15324,2.07245,-4.13759,NA,NA,-50.983,NA,NA,NA,NA,NA,NA,NA
101704,1.9526,1.58533,-3.95828,NA,NA,-5.405,NA,NA,NA,NA,NA,NA,NA
101972,0.895032,1.74629,-4.97806,NA,NA,-36.319,NA,NA,NA,NA,NA,NA,NA
102188,2.37378,1.97035,-5,NA,NA,-24.372,NA,NA,NA,NA,NA,NA,NA
102333,2.06312,2.64708,-4.33708,NA,NA,-27.238,NA,NA,NA,NA,NA,NA,NA
102563,1.5363,2.23593,-5,NA,NA,-23.149,NA,NA,NA,NA,NA,NA,NA
102704,1.6145,2.23455,-5,NA,-26.149,NA,NA,NA,NA,NA,NA,NA,NA
102922,1.20233,2.20991,-4.53832,NA,-22.191,NA,NA,NA,NA,NA,NA,NA,NA
103149,2.00208,1.10054,-5,NA,NA,-29.987,NA,NA,NA,NA,NA,NA,NA
103364,2.40113,1.19161,-5,NA,-34.937,NA,NA,NA,NA,NA,NA,NA,NA
103552,2.48586,2.36345,-4.50057,NA,-28.277,NA,NA,NA,NA,NA,NA,NA,NA
103683,2.27331,2.06574,-3.68308,NA,NA,NA,NA,NA,-25.14,NA,NA,NA,NA
103975,1.79354,2.28781,-3.97271,NA,NA,-15.18,NA,NA,NA,NA,NA,NA,NA
104091,2.21278,1.68778,-4.45214,NA,NA,NA,NA,NA,-12.881,NA,NA,NA,NA
104393,1.96481,2.02953,-5,NA,NA,-17.991,NA,NA,NA,NA,NA,NA,NA
104476,2.34067,1.89508,-4.45526,NA,NA,-13.412,NA,NA,NA,NA,NA,NA,NA
104674,2.18431,1.65815,-4.23903,NA,NA,NA,NA,-40.48,NA,NA,NA,NA,NA
104911,2.13361,2.07144,-4.9883,NA,-23.029,NA,NA,NA,NA,NA,NA,NA,NA
105015,1.29734,1.3577,-5,NA,NA,NA,NA,NA,-26.492,NA,NA,NA,NA
105257,2.13111,1.25962,-4.32226,NA,NA,-9.022,NA,NA,NA,NA,NA,NA,NA
105504,1.19576,1.3926,-5,NA,-37.443,NA,NA,NA,NA,NA,NA,NA,NA
105631,0.876754,1.82758,-5,NA,-49.641,NA,NA,NA,NA,NA,NA,NA,NA
105854,1.23878,0.937252,-5,NA,NA,-55.551,NA,NA,NA,NA,NA,NA,NA
106128,1.35566,1.96636,-4.32654,NA,NA,NA,NA,NA,-11.968,NA,NA,NA,NA
106227,1.65905,2.16153,-4.14824,NA,NA,-10.956,NA,NA,NA,NA,NA,NA,NA
106539,1.06195,2.05089,-5,NA,NA,NA,NA,-44.697,NA,NA,NA,NA,NA
106690,1.46697,2.09776,-4.0659,NA,-12.966,NA,NA,NA,NA,NA,NA,NA,NA
106910,1.09865,1.36668,-4.44406,NA,NA,NA,NA,-42.303,NA,NA,NA,NA,NA
107002,2.84299,1.50946,-5,NA,NA,-40.23,NA,NA,NA,NA,NA,NA,NA
107230,1.66861,1.46511,-5,NA,NA,NA,NA,NA,NA,-58.511,NA,NA,NA
107509,1.31974,2.17563,-4.74366,NA,NA,-18.164,NA,NA,NA,NA,NA,NA,NA
107603,1.10854,1.80484,-5,NA,NA,NA,NA,NA,-33.186,NA,NA,NA,NA
107895,2.23869,1.24912,-5,NA,-32.953,NA,NA,NA,NA,NA,NA,NA,NA
108111,1.30166,1.35032,-3.86174,NA,-33.376,NA,NA,NA,NA,NA,NA,NA,NA
108383,1.71167,1.46451,-3.91575,NA,NA,NA,-25.251,NA,NA,NA,NA,NA,NA
108423,2.17855,2.18068,-4.15439,NA,-23.458,NA,NA,NA,NA,NA,NA,NA,NA
108779,1.84661,2.67831,-3.69713,NA,NA,-37.179,NA,NA,NA,NA,NA,NA,NA
108808,1.94346,2.27268,-4.03725,NA,-19,NA,NA,NA,NA,NA,NA,NA,NA
109183,2.70832,1.98193,-4.04911,NA,-33.15,NA,NA,NA,NA,NA,NA,NA,NA
109387,1.21654,2.28249,-5,NA,NA,-29.529,NA,NA,NA,NA,NA,NA,NA
109566,1.65609,1.65366,-4.80157,NA,NA,NA,NA,NA,-13.464,NA,NA,NA,NA
109688,1.94069,1.79523,-4.89881,NA,NA,NA,-27.867,NA,NA,NA,NA,NA,NA
109922,1.96495,2.14979,-5,NA,NA,NA,NA,NA,-22.606,NA,NA,NA,NA
110033,1.53634,2.38996,-5,NA,NA,-27.34,NA,NA,NA,NA,NA,NA,NA
110277,1.62138,1.31589,-5,NA,NA,NA,NA,NA,-29.984,NA,NA,NA,NA
110524,1.73554,1.7292,-4.42438,NA,-3.796,NA,NA,NA,NA,NA,NA,NA,NA
110605,1.94236,1.37157,-3.80222,NA,NA,-13.283,NA,NA,NA,NA,NA,NA,NA
110960,1.99076,1.44048,-4.05305,NA,-10.204,NA,NA,NA,NA,NA,NA,NA,NA
111028,1.82387,2.93294,-5,NA,-48.902,NA,NA,NA,NA,NA,NA,NA,NA
