id,x0,x1,x2,fitness-4,fitness-4.5,fitness-5,fitness-3.5
87754,-1.42139,4.48222,-4.54201,NA,NA,-61.873,NA
87880,-1.09316,4.37376,-5,NA,NA,-59.461,NA
88148,-2.88874,5,-5,NA,NA,-97.614,NA
88373,-2.2205,4.39971,-4.66753,NA,NA,-55.866,NA
88451,-1.92699,4.21137,-4.40927,NA,NA,-47.206,NA
88694,-2.12579,4.10478,-5,NA,NA,-52.692,NA
88823,-2.48245,4.21511,-4.90688,NA,-54.922,NA,NA
89097,-2.24497,3.4659,-4.81283,NA,-49.114,NA,NA
89287,-2.81649,3.95953,-4.93932,-67.289,NA,NA,NA
89455,-2.46526,4.29972,-5,NA,NA,-60.376,NA
89657,-2.52165,3.5962,-5,-66.422,NA,NA,NA
89897,-1.26471,4.51305,-5,NA,-63.314,NA,NA
90033,-1.70632,4.00288,-4.54332,NA,NA,-45.251,NA
90394,-1.57868,4.1861,-5,NA,NA,-40.812,NA
90525,-1.46446,4.07562,-5,NA,NA,-39.857,NA
90666,-1.84793,4.38192,-4.56884,NA,NA,-57.552,NA
90840,-1.78322,4.30567,-3.97254,NA,NA,-72.286,NA
91011,-2.36014,4.42532,-4.78395,NA,NA,-57.164,NA
91226,-1.68576,5,-5,NA,NA,-72.355,NA
91445,-2.06989,4.33215,-4.22476,NA,NA,-54.595,NA
91665,-2.16646,3.73247,-4.59171,NA,NA,-53.78,NA
91981,-2.70248,3.41978,-4.45019,NA,NA,-67.907,NA
92059,-1.64012,4.13752,-5,NA,NA,-39.844,NA
92266,-1.78047,3.60388,-5,NA,-28.492,NA,NA
92471,-2.27026,3.47343,-5,NA,NA,-49.209,NA
92642,-2.28407,3.82415,-5,NA,-33.384,NA,NA
92932,-2.08908,3.87043,-5,NA,NA,-39.932,NA
93036,-1.25173,3.86056,-5,NA,NA,-48.423,NA
93311,-1.80479,3.47214,-5,NA,NA,-40.729,NA
93499,-1.77892,3.74589,-5,-16.6,NA,NA,NA
93781,-1.67238,3.76128,-5,NA,NA,-35.525,NA
93940,-2.20584,3.96462,-5,NA,NA,-53.095,NA
94190,-1.71198,3.98205,-5,NA,NA,-47.388,NA
94255,-1.88352,3.62232,-5,NA,NA,-44.534,NA
94455,-2.38885,4.10239,-5,NA,-51.291,NA,NA
94730,-2.65513,4.61598,-5,NA,NA,-69.698,NA
94979,-2.73357,3.86249,-4.69783,NA,NA,-63.549,NA
95104,-1.57295,4.17355,-5,NA,-28.894,NA,NA
95335,-2.02223,3.82097,-5,NA,-32.913,NA,NA
95580,-1.3565,4.76164,-5,NA,-74.217,NA,NA
95773,-2.02176,4.55922,-5,NA,NA,-54.62,NA
95912,-2.89425,3.94075,-5,NA,NA,-78.672,NA
96174,-3.18752,4.27754,-5,NA,NA,-95.977,NA
96389,-1.98709,4.77458,-4.90675,NA,NA,-53.601,NA
96442,-1.64366,4.25561,-5,NA,NA,-38.884,NA
96637,-2.27814,4.3887,-5,NA,NA,-53.703,NA
96809,-1.60651,3.71572,-5,NA,NA,-48.055,NA
97014,-2.1348,3.72128,-5,NA,NA,-46.361,NA
97343,-1.74297,4.16789,-5,NA,-34.612,NA,NA
97564,-2.11754,3.64182,-4.71394,NA,-37.232,NA,NA
97793,-1.0195,4.35175,-5,NA,NA,-62.034,NA
97890,-1.04953,4.1402,-4.49648,NA,-57.544,NA,NA
98134,-2.11857,3.60471,-5,NA,NA,-48.666,NA
98371,-2.29535,3.93244,-4.62171,NA,-49.26,NA,NA
98537,-1.70132,3.71508,-4.49027,NA,NA,-41.463,NA
98714,-2.63452,3.58876,-5,NA,NA,-67.378,NA
98934,-2.92501,3.63226,-5,NA,NA,-79.821,NA
99009,-1.80307,3.93766,-5,NA,NA,-47.047,NA
99234,-1.40948,3.78116,-5,NA,NA,-31.276,NA
99468,-1.54737,4.40352,-5,NA,NA,NA,-111.239
99770,-2.23392,4.75466,-4.66043,NA,-66.852,NA,NA
99937,-1.73531,4.57425,-5,NA,NA,-67.944,NA
100036,-0.881125,4.14916,-5,NA,NA,-81.735,NA
100378,-0.949445,4.02083,-4.78439,NA,-54.189,NA,NA
100506,-1.47519,4.20698,-5,NA,-27.691,NA,NA
100792,-1.49219,3.74901,-4.38333,NA,NA,-69.204,NA
100944,-2.82026,3.87927,-5,NA,-64.205,NA,NA
101030,-1.56833,4.30138,-4.38921,NA,-53.086,NA,NA
101365,-2.42269,3.88784,-4.2029,NA,NA,-62.711,NA
101476,-1.60502,4.12792,-4.40491,NA,NA,-65.128,NA
101602,-1.14351,3.46765,-5,NA,NA,-50.819,NA
101938,-1.31625,3.69088,-4.97973,NA,NA,-40.151,NA
102093,-2.53672,4.5007,-5,NA,-63.488,NA,NA
102364,-1.8109,5,-5,NA,-72.955,NA,NA
102542,-2.02567,4.16469,-5,NA,-29.183,NA,NA
102783,-1.10908,3.47804,-4.26826,NA,-56.37,NA,NA
102850,-1.57899,4.35775,-5,-49.875,NA,NA,NA
103116,-1.71322,4.19463,-5,NA,NA,-36.849,NA
103383,-1.62864,4.34937,-5,NA,NA,-45.047,NA
103526,-2.35127,4.19977,-3.93273,NA,NA,-71.115,NA
103790,-2.21829,3.35277,-4.64141,NA,NA,-59.557,NA
103980,-1.39462,4.27495,-5,-59.773,NA,NA,NA
104015,-1.73504,3.50146,-4.68134,-34.3,NA,NA,NA
104346,-2.41539,4.72424,-5,-82.387,NA,NA,NA
104463,-1.77629,4.51358,-5,NA,-47.637,NA,NA
104743,-1.94291,4.67146,-5,NA,NA,-55.185,NA
104826,-2.09366,2.99909,-5,NA,-67.648,NA,NA
105068,-2.0352,3.69591,-4.7812,-34.168,NA,NA,NA
105315,-1.63838,3.89229,-4.97032,NA,-9.487,NA,NA
105473,-1.94638,3.31998,-5,NA,-28.983,NA,NA
105781,-1.19634,3.16955,-4.70437,NA,-61.091,NA,NA
105851,-1.6155,3.46872,-5,NA,NA,-39.639,NA
106122,-1.59534,4.16777,-5,-40.175,NA,NA,NA
106254,-1.75063,3.58082,-5,NA,-22.202,NA,NA
106415,-1.26214,3.81602,-5,NA,-31.106,NA,NA
106769,-0.842124,3.84367,-5,NA,-81.4,NA,NA
106839,-1.29148,3.65273,-5,NA,NA,-37.339,NA
107161,-1.97653,4.20134,-4.71999,-30.213,NA,NA,NA
107235,-1.32812,3.92199,-4.18692,NA,-47.408,NA,NA
107520,-2.16067,3.82816,-5,-51.778,NA,NA,NA
107727,-1.37421,3.74988,-5,NA,NA,-24.028,NA
107990,-1.86226,3.3446,-5,NA,-29.255,NA,NA
108004,-1.76315,3.16015,-5,NA,-43.751,NA,NA
108297,-1.82947,3.7179,-5,NA,-15.566,NA,NA
108498,-1.31589,4.17899,-5,NA,NA,-47.769,NA
108743,-2.25167,4.37632,-5,NA,NA,-53.242,NA
108976,-1.48414,3.02159,-5,NA,NA,-70.541,NA
109176,-1.42233,3.97277,-5,NA,-15.936,NA,NA
109329,-2.04815,3.65142,-5,-33.98,NA,NA,NA
109422,-1.55088,3.57732,-5,NA,-4.779,NA,NA
109772,-1.47295,3.39517,-4.97273,NA,NA,-67.261,NA
109946,-1.63711,3.63368,-4.24408,NA,NA,-52.597,NA
110072,-1.74702,4.07887,-4.58522,NA,-29.289,NA,NA
110287,-1.45329,4.49239,-4.96908,NA,NA,-61.504,NA
110443,-1.76417,4.22274,-5,NA,NA,NA,-64.674
110677,-1.16258,3.95532,-5,-28.871,NA,NA,NA
110822,-1.7464,3.50749,-5,NA,NA,-39.01,NA
111144,-1.39274,3.85281,-5,NA,NA,-31.544,NA
111364,-1.85724,4.20256,-4.55231,NA,NA,-49.537,NA
111581,-1.06701,4.22759,-4.96165,NA,NA,-44.71,NA
111724,-1.38051,4.61682,-5,NA,NA,-54.799,NA
111889,-1.04894,3.73822,-4.60813,NA,-45.256,NA,NA
112077,-2.4801,3.92043,-5,NA,-52.266,NA,NA
112330,-2.09032,3.22682,-5,NA,NA,-58.132,NA
112445,-1.96773,3.93259,-5,NA,NA,-38.168,NA
112714,-1.80111,3.21981,-5,-43.767,NA,NA,NA
112854,-2.94529,3.80978,-4.50933,NA,-79.017,NA,NA
113169,-2.76667,3.98844,-5,NA,NA,-68.085,NA
113211,-2.60591,4.0024,-4.437,NA,NA,-71.691,NA
113479,-2.75092,3.94936,-5,NA,NA,-65.898,NA
113619,-2.4968,3.81667,-4.85987,NA,NA,-57.36,NA
113806,-1.94432,3.63115,-5,NA,NA,-43.679,NA
114129,-2.14846,4.0488,-4.23554,NA,NA,-64.255,NA
114355,-2.0828,4.82703,-5,NA,-68.102,NA,NA
114441,-2.2268,4.07789,-5,NA,NA,-50.94,NA
114693,-1.48944,4.01073,-5,NA,-22.582,NA,NA
114867,-1.63409,4.1144,-5,NA,NA,NA,-58.624
115112,-2.06513,3.66082,-5,-35.258,NA,NA,NA
115355,-1.52165,4.20145,-5,NA,NA,-52.91,NA
115584,-2.78815,4.08097,-5,NA,NA,-70.596,NA
115761,-2.32353,4.64183,-4.82958,NA,NA,-79.6,NA
115829,-2.36541,3.41766,-5,NA,NA,-50.041,NA
116131,-1.04333,4.02419,-5,NA,-42.204,NA,NA
116227,-2.57868,3.66496,-5,NA,NA,NA,-69.62
116445,-2.57591,3.95237,-5,NA,NA,-56.319,NA
116770,-2.10802,4.37927,-5,NA,NA,-60.08,NA
116874,-2.33891,3.29651,-5,NA,-56.337,NA,NA
117162,-1.75689,4.47283,-4.84557,NA,NA,-55.64,NA
117335,-1.66287,3.5968,-4.61034,NA,-18.596,NA,NA
117401,-2.1059,3.11687,-4.72953,NA,-64.649,NA,NA
117684,-2.02378,4.34937,-5,-55.827,NA,NA,NA
117932,-2.34603,3.95774,-4.5558,-60.303,NA,NA,NA
118132,-1.46133,4.05578,-5,NA,NA,-48.752,NA
118319,-1.58512,3.90053,-5,NA,NA,-44.594,NA
118480,-2.04413,3.2968,-4.33707,NA,NA,-47.992,NA
118689,-1.96761,3.97739,-4.92913,NA,-31.329,NA,NA
118846,-1.67415,3.7725,-5,NA,-9.129,NA,NA
119177,-1.52963,3.43774,-5,-18.755,NA,NA,NA
119282,-2.1503,4.06924,-4.8768,-41.729,NA,NA,NA
119590,-1.1041,3.8535,-4.80102,-26.119,NA,NA,NA
119637,-1.63299,3.40263,-4.20679,NA,-37.871,NA,NA
119867,-2.15061,3.94761,-4.88057,NA,NA,-47.434,NA
120138,-2.18026,4.37952,-5,-53.673,NA,NA,NA
120328,-1.63188,3.63003,-4.98283,-31.666,NA,NA,NA
120487,-1.11867,4.44362,-5,NA,NA,-70.002,NA
120633,-1.90269,4.45054,-5,NA,NA,-57.302,NA
120919,-1.12816,4.29043,-5,NA,NA,-52.313,NA
121158,-2.03902,4.20976,-4.91299,-32.926,NA,NA,NA
121329,-1.96827,4.51645,-5,NA,NA,-56.078,NA
121586,-1.45324,4.00507,-5,NA,NA,-43.904,NA
121795,-1.67108,5,-5,-81.2,NA,NA,NA
121965,-2.02283,3.84974,-5,NA,NA,-32.229,NA
122101,-1.8885,4.53476,-4.51128,-59.952,NA,NA,NA
122282,-2.06576,3.68185,-5,NA,NA,-40.017,NA
122599,-1.34485,4.7258,-5,NA,-66.164,NA,NA
122697,-1.56254,4.57844,-5,NA,-52.478,NA,NA
122892,-1.90611,4.68546,-4.71078,-65.383,NA,NA,NA
123031,-1.92006,3.748,-4.82588,NA,NA,-34.167,NA
123231,-2.75958,3.34192,-5,-76.537,NA,NA,NA
123559,-2.20697,4.31262,-5,NA,-51.463,NA,NA
123789,-2.3216,4.06571,-5,NA,NA,-52.872,NA
124000,-2.47747,4.00407,-5,NA,NA,-59.093,NA
124148,-2.45244,3.69902,-4.89562,NA,NA,-62.662,NA
124290,-1.6508,4.22689,-4.94539,NA,NA,-34.153,NA
124464,-1.7911,4.0698,-4.95314,NA,NA,-42.883,NA
124719,-1.40532,3.57915,-5,NA,NA,NA,-66.859
124834,-2.24184,4.32007,-5,-56.143,NA,NA,NA
125056,-1.95764,3.77224,-5,NA,NA,-30.763,NA
125246,-1.93912,4.12763,-4.47572,NA,NA,-49.321,NA
125523,-1.61452,4.34365,-4.7339,NA,NA,-45.203,NA
125693,-1.16862,3.70741,-4.60254,NA,NA,-58.084,NA
125924,-1.88066,4.53584,-5,NA,NA,-57.701,NA
126048,-1.61615,3.48946,-4.98595,NA,NA,-39.18,NA
126371,-2.09273,3.95704,-5,NA,NA,-43.872,NA
126597,-1.75268,4.8104,-5,NA,NA,-77.527,NA
126676,-2.11366,4.12171,-5,NA,NA,-53.84,NA
126918,-2.10984,3.96297,-4.59321,NA,NA,-51.588,NA
127061,-1.4605,3.51156,-5,NA,NA,-55.75,NA
127294,-1.90688,3.44321,-4.94047,NA,-20.799,NA,NA
127501,-1.65908,3.29252,-5,NA,NA,-38.831,NA
127703,-1.5192,3.68292,-5,NA,NA,-41.523,NA
127910,-1.98695,3.49295,-5,NA,NA,-59.723,NA
128165,-2.29986,4.42928,-5,NA,NA,-57.099,NA
128340,-2.29932,3.36954,-5,NA,-66.438,NA,NA
128461,-2.39289,3.44278,-5,NA,NA,-52.958,NA
128766,-2.03786,3.475,-4.17385,NA,NA,-57.977,NA
128905,-1.91504,3.88199,-4.95115,NA,NA,-31.183,NA
129064,-1.74258,5,-5,NA,NA,-72.486,NA
129271,-2.40591,4.88745,-5,NA,NA,-79.365,NA
129463,-2.12085,3.98798,-5,NA,NA,-47.262,NA
129673,-1.77461,3.69885,-4.5901,NA,-17.958,NA,NA
129822,-2.07006,4.30194,-5,-43.758,NA,NA,NA
130094,-0.820489,3.80923,-5,NA,-90.029,NA,NA
130366,-1.28386,4.70594,-5,NA,-71.827,NA,NA
130475,-1.18587,4.21138,-5,NA,NA,-51.476,NA
130644,-1.72601,3.70737,-5,NA,-7.164,NA,NA
130869,-2.12458,3.96903,-4.50287,NA,-41.365,NA,NA
131089,-1.11866,3.45878,-5,NA,NA,-52.158,NA
131342,-1.56653,3.90354,-4.23124,NA,NA,-59.483,NA
131408,-2.34709,3.26316,-4.92131,NA,NA,-51.933,NA
131725,-2.12115,3.05498,-5,NA,NA,-68.292,NA
131812,-2.2377,4.1488,-5,NA,NA,-48.982,NA
132074,-1.28293,4.22073,-4.94454,NA,NA,-70.476,NA
132208,-1.4689,3.31076,-5,NA,NA,-71.755,NA
132474,-1.27948,4.44137,-4.5993,NA,NA,-71.273,NA
132739,-1.37145,3.55427,-4.8605,NA,-22.613,NA,NA
132942,-3.43467,3.76196,-4.66847,NA,NA,-105.577,NA
133119,-1.54891,3.94367,-5,NA,-11.52,NA,NA
133323,-1.88389,3.98367,-5,NA,NA,-34.066,NA
133505,-2.20607,3.8087,-5,NA,NA,-55.21,NA
133618,-2.06854,3.13824,-5,NA,NA,-67,NA
133906,-2.50865,3.44471,-4.75874,NA,NA,-70.549,NA
134021,-2.57232,3.42973,-4.57855,NA,NA,-71.365,NA
134272,-1.74175,4.0901,-5,NA,NA,-41.446,NA
134469,-1.50898,3.73134,-4.92738,NA,-19.857,NA,NA
134785,-2.08421,4.11251,-5,NA,NA,-54.063,NA
134805,-1.47609,4.53428,-4.49038,NA,NA,-72.545,NA
135046,-2.20195,5,-4.60429,NA,NA,-80.786,NA
135205,-2.90261,4.83215,-5,NA,NA,NA,-106.62
135566,-2.01416,5,-5,NA,-74.596,NA,NA
135668,-2.00819,4.0753,-4.95014,NA,NA,-51.37,NA
135902,-2.24999,4.08838,-5,NA,-46.161,NA,NA
136193,-1.19963,3.80535,-5,NA,NA,-60.782,NA
136281,-1.1868,3.50454,-5,NA,NA,-41.763,NA
136547,-2.19884,4.08378,-5,NA,NA,-50.95,NA
136629,-1.64756,2.82749,-5,NA,-67.052,NA,NA
136852,-1.53997,3.73324,-5,NA,NA,-42.37,NA
137167,-1.55655,3.46156,-5,NA,NA,-46.915,NA
137322,-1.4082,3.99487,-5,NA,-17.237,NA,NA
137569,-1.46182,3.29893,-5,NA,NA,-73.442,NA
137692,-2.95269,2.87193,-4.36293,NA,NA,-89.565,NA
137826,-1.45343,3.59087,-5,NA,NA,-46.994,NA
138100,-1.90923,3.71761,-5,NA,NA,-34.193,NA
138370,-2.12363,3.17721,-5,-60.421,NA,NA,NA
138438,-1.3421,3.09214,-5,NA,-65.258,NA,NA
138753,-1.45833,4.2438,-5,NA,-36.082,NA,NA
138963,-2.09729,3.79229,-5,NA,-38.031,NA,NA
139059,-1.41826,3.98218,-4.75443,NA,NA,-40.448,NA
139339,-1.10631,3.48608,-5,NA,NA,-53.877,NA
139452,-2.37328,4.64104,-5,NA,NA,-75.125,NA
139689,-2.0812,5,-5,NA,-69.118,NA,NA
139932,-2.37259,4.73258,-4.17386,NA,NA,-76.488,NA
140041,-1.91627,5,-4.09316,NA,NA,-91.136,NA
140256,-1.34989,4.84493,-5,NA,NA,-70.23,NA
140412,-1.7185,4.3079,-5,-46.237,NA,NA,NA
140673,-0.969843,5,-5,NA,-114.723,NA,NA
140925,-1.03045,4.6023,-5,NA,-86.503,NA,NA
141084,-1.71127,4.38345,-5,NA,NA,-43.112,NA
141380,-2.04273,4.3491,-5,NA,NA,-62.913,NA
141551,-1.41133,4.11631,-5,-25.523,NA,NA,NA
141699,-1.5097,4.22773,-4.48049,NA,-47.673,NA,NA
141887,-1.7608,3.5959,-4.43414,NA,NA,-54.97,NA
142144,-2.14082,3.50575,-5,NA,-36.569,NA,NA
142294,-1.27335,4.06213,-4.82607,NA,NA,-56.44,NA
142474,-2.24574,3.86788,-5,NA,NA,-48.807,NA
142626,-2.0735,4.09729,-5,NA,-36.523,NA,NA
142850,-1.61891,3.88708,-5,NA,NA,-49.995,NA
143111,-2.52066,3.95675,-5,NA,NA,-58.112,NA
143218,-2.05366,3.36049,-5,NA,NA,-71.257,NA
143507,-1.89695,3.68201,-5,NA,NA,-41.546,NA
143782,-1.34653,3.30149,-4.38384,NA,NA,-49.29,NA
143835,-1.59789,4.20306,-5,NA,-33.638,NA,NA
144100,-2.70594,3.73386,-4.84329,NA,NA,-57.063,NA
144340,-2.20949,3.57825,-4.89793,NA,NA,-52.113,NA
144439,-2.59252,4.16074,-5,NA,-52.724,NA,NA
144610,-2.54743,3.61906,-5,NA,NA,-62.224,NA
144916,-2.53,3.78888,-5,NA,NA,-56.047,NA
145070,-1.47279,4.05437,-4.68546,NA,NA,-42.413,NA
145216,-1.85962,3.38828,-5,NA,-26.551,NA,NA
145488,-1.64629,4.33566,-5,NA,NA,-42.754,NA
145790,-1.396,4.19142,-4.2485,-63.452,NA,NA,NA
145873,-1.63675,4.37279,-4.43461,-85.058,NA,NA,NA
146040,-1.85259,3.74215,-5,NA,NA,-43.461,NA
146314,-1.71344,4.14073,-5,NA,NA,-38.408,NA
146495,-1.40292,3.64804,-5,NA,-9.129,NA,NA
146601,-1.91212,5,-5,NA,NA,-79.681,NA
146983,-2.07019,4.34091,-5,NA,NA,-55.468,NA
147152,-2.10364,3.90008,-5,NA,NA,-42.296,NA
147379,-1.79885,3.14071,-5,NA,NA,-67.301,NA
147424,-2.6595,5,-5,NA,-82.42,NA,NA
147659,-2.03296,4.68727,-4.58007,NA,-62.151,NA,NA
147827,-1.78055,3.90912,-4.59231,NA,-24.829,NA,NA
148023,-2.55149,4.12912,-5,NA,-57.749,NA,NA
148388,-2.19712,3.65952,-5,NA,NA,-53.648,NA
148420,-1.90033,3.77761,-5,NA,NA,-38.666,NA
148604,-2.38334,3.94183,-5,-44.173,NA,NA,NA
148813,-1.65018,4.26191,-5,NA,NA,-36.297,NA
149095,-1.88118,3.74071,-5,NA,-28.635,NA,NA
149228,-2.69465,3.63168,-5,NA,NA,-65.891,NA
149576,-2.66575,3.63124,-5,NA,-63.579,NA,NA
149670,-2.82771,4.19022,-5,NA,-70.465,NA,NA
149972,-1.69288,4.29384,-4.73121,NA,-48.699,NA,NA
150092,-1.24032,3.66617,-5,NA,NA,-53.217,NA
150238,-2.27965,4.79684,-4.23206,NA,NA,-72.7,NA
150490,-2.4944,4.01826,-5,-56.515,NA,NA,NA
150623,-2.1331,4.40858,-5,NA,-47.332,NA,NA
150844,-1.95842,3.50422,-5,-28.831,NA,NA,NA
151189,-2.08857,3.74443,-4.76488,NA,NA,-38.189,NA
151355,-1.68803,3.7841,-4.17752,NA,NA,-45.87,NA
151456,-2.21868,3.10642,-4.75619,NA,NA,-77.123,NA
151724,-1.66571,4.58936,-5,-49.929,NA,NA,NA
151844,-1.17042,4.69485,-4.64307,NA,-76.721,NA,NA
152119,-2.46407,5,-4.72473,-83.24,NA,NA,NA
152208,-0.815677,3.89245,-4.78563,NA,NA,-58.118,NA
152482,-1.19267,4.65139,-5,NA,NA,-84.934,NA
152701,-1.22348,4.03923,-5,NA,NA,-56.871,NA
152987,-1.91654,4.9322,-5,NA,-71.58,NA,NA
153021,-1.4294,4.16873,-5,NA,NA,-58.428,NA
153226,-2.08214,3.37503,-5,NA,-37.791,NA,NA
153402,-2.12734,3.81708,-4.58462,-61.986,NA,NA,NA
153676,-1.41483,4.1039,-4.20522,-69.17,NA,NA,NA
153820,-1.55903,3.44435,-5,-19.603,NA,NA,NA
154143,-1.46599,4.17675,-5,NA,-22.285,NA,NA
154216,-1.62677,3.243,-4.90831,-38.38,NA,NA,NA
154492,-1.40463,4.22445,-5,NA,NA,-64.781,NA
154663,-1.57148,4.80959,-5,NA,-65.715,NA,NA
154938,-2.2611,5,-5,NA,NA,-76.583,NA
155042,-2.15354,5,-5,NA,NA,-78.565,NA
155292,-1.15849,4.11755,-4.60174,NA,NA,-66.035,NA
155528,-2.27608,3.92378,-4.34054,NA,NA,-50.063,NA
155630,-1.22618,5,-5,NA,NA,-90.757,NA
155904,-1.11008,3.9311,-5,NA,-26.53,NA,NA
156007,-2.10957,3.99702,-4.11185,NA,-61.54,NA,NA
156212,-2.1528,3.51739,-5,-40.301,NA,NA,NA
156411,-2.35962,4.53771,-5,NA,NA,-67.982,NA
156709,-2.91108,4.11468,-4.96386,NA,-70.337,NA,NA
156816,-1.7403,3.3578,-5,NA,NA,-37.579,NA
157043,-2.26265,4.03794,-4.87686,NA,-44.905,NA,NA
157392,-1.48439,3.77015,-4.76497,NA,-7.11,NA,NA
157588,-2.4701,4.13132,-5,NA,-55.389,NA,NA
157713,-1.36867,4.24584,-4.54571,NA,NA,-56.402,NA
157973,-1.83428,3.7937,-5,NA,NA,-45.215,NA
158166,-1.78677,3.13681,-4.99488,NA,NA,-68.139,NA
158274,-1.99158,2.87113,-4.93625,NA,NA,-55.955,NA
158525,-2.05427,2.86237,-4.76012,NA,NA,-61.709,NA
158640,-2.11922,3.24668,-5,NA,NA,-68.526,NA
158887,-2.27777,4.07651,-5,NA,-47.698,NA,NA
159086,-2.44225,3.86447,-5,-60.154,NA,NA,NA
159218,-1.57764,4.37584,-5,NA,NA,-48.815,NA
159535,-2.15706,3.95229,-4.47595,NA,NA,-56.678,NA
159658,-1.62361,3.508,-5,NA,NA,-39.971,NA
159856,-2.36124,4.75621,-5,NA,NA,-71.6,NA
160138,-2.34307,4.20128,-5,NA,-55.112,NA,NA
160241,-2.33137,4.0526,-5,NA,-47.49,NA,NA
160503,-1.8525,3.3488,-5,NA,-29.773,NA,NA
160689,-2.23011,4.33223,-5,NA,NA,-51.736,NA
160823,-1.60826,4.10496,-4.71806,NA,NA,-33.479,NA
161170,-1.30539,4.51018,-4.83798,NA,NA,-64.87,NA
161298,-1.97479,4.07297,-5,NA,NA,-49.842,NA
161583,-2.47956,3.74222,-4.04611,NA,NA,-79.558,NA
161675,-2.16372,3.32061,-4.79298,NA,NA,-62.502,NA
161941,-2.45592,3.46855,-4.37488,NA,-63.725,NA,NA
162098,-2.19616,3.67214,-4.42925,NA,NA,-57.55,NA
162210,-1.49197,4.79519,-5,NA,NA,-67.625,NA
162503,-1.89961,4.08811,-4.80985,NA,NA,-49.071,NA
162742,-1.47436,4.69928,-4.96918,NA,NA,-58.453,NA
162935,-2.50872,4.41074,-5,NA,NA,-66.542,NA
163183,-2.85299,3.79573,-5,NA,NA,-77.617,NA
163270,-2.69239,3.96297,-5,NA,-61.475,NA,NA
163476,-1.51212,4.16422,-5,NA,NA,-52.575,NA
163706,-2.39979,3.60265,-4.97237,NA,NA,-59.511,NA
163841,-2.00151,3.31078,-5,NA,-29.33,NA,NA
164130,-1.95683,3.15256,-5,-55.977,NA,NA,NA
164300,-0.418467,3.36275,-4.76659,-87.521,NA,NA,NA
164428,-1.79819,3.67902,-4.75993,NA,-12.735,NA,NA
164687,-1.48999,4.48668,-5,NA,NA,-59.529,NA
164885,-2.63923,4.42122,-5,NA,NA,-73.238,NA
165183,-1.32878,4.42868,-5,NA,NA,-70.018,NA
165234,-2.16893,3.88283,-5,NA,-36.485,NA,NA
165517,-1.70533,3.43206,-5,NA,NA,-34.855,NA
165680,-1.25997,4.19893,-5,NA,NA,-64.663,NA
165948,-1.19391,3.86577,-5,NA,-18.509,NA,NA
166020,-2.20428,3.36997,-4.82256,-59.927,NA,NA,NA
166203,-1.74164,4.28643,-5,NA,-43.922,NA,NA
166513,-1.31754,4.49756,-5,NA,NA,-65.835,NA
166738,-1.81007,4.33096,-4.23501,NA,-51.206,NA,NA
166897,-1.32904,5,-4.77552,NA,NA,-95.076,NA
167042,-2.19069,3.7567,-4.76545,NA,NA,-54.533,NA
167228,-2.25138,4.04915,-5,NA,NA,-52.3,NA
167409,-3.05459,3.6764,-5,-92.477,NA,NA,NA
167747,-2.5647,4.39585,-5,NA,-57.533,NA,NA
167997,-2.10943,3.99374,-4.06198,NA,NA,-72.297,NA
168134,-3.43899,4.7308,-5,NA,NA,-120.857,NA
168359,-1.42637,4.18997,-5,-37.324,NA,NA,NA
168578,-1.54967,5,-5,NA,-80.005,NA,NA
168788,-0.767375,4.11691,-5,NA,-72.114,NA,NA
168948,-1.82771,4.26161,-4.90296,NA,NA,-44.984,NA
169118,-1.74843,4.00912,-5,-21.932,NA,NA,NA
169393,-1.36652,3.38682,-4.70339,NA,-20.297,NA,NA
169545,-1.36874,3.59031,-4.84589,NA,-8.592,NA,NA
169667,-1.32341,3.38078,-5,NA,NA,-65.809,NA
169818,-1.81822,4.09625,-4.38395,NA,NA,-54.023,NA
170195,-1.97834,4.0746,-4.66325,NA,NA,-43.734,NA
170245,-1.72969,3.67099,-5,NA,NA,-48.85,NA
170487,-1.88512,3.56301,-5,NA,NA,-47.495,NA
170704,-1.87226,3.37648,-5,NA,NA,-55.758,NA
170861,-2.39456,3.60885,-5,NA,NA,-59.694,NA
171081,-1.76414,4.52457,-4.83189,-52.398,NA,NA,NA
171306,-1.79847,4.25844,-5,NA,-39.69,NA,NA
171402,-1.92248,3.70082,-4.5181,NA,NA,-54.416,NA
171754,-2.01449,2.80073,-5,NA,NA,-75.88,NA
171940,-1.44187,4.29492,-5,NA,-35.982,NA,NA
172187,-1.84453,5,-5,NA,-73.83,NA,NA
172303,-1.79403,3.5478,-5,NA,NA,-43.051,NA
172545,-1.54638,4.28601,-4.90216,NA,NA,-51.291,NA
172666,-2.18107,3.19371,-5,NA,-57.348,NA,NA
172839,-2.35797,4.44195,-5,NA,-60.072,NA,NA
173136,-1.81121,4.52797,-4.77759,NA,NA,-61.403,NA
173204,-1.27295,4.04571,-5,NA,NA,-54.716,NA
173509,-1.10651,3.76821,-4.474,-57.023,NA,NA,NA
173748,-1.7587,4.49193,-4.94671,NA,NA,-58.191,NA
173852,-1.99014,3.83577,-5,NA,NA,-33.905,NA
174110,-2.39625,3.82211,-5,NA,NA,-65.08,NA
174317,-1.98104,4.79088,-5,NA,NA,-60.01,NA
174586,-1.00735,4.01841,-5,NA,NA,-59.485,NA
174796,-1.77273,3.49939,-5,NA,NA,-40.271,NA
174842,-1.65041,3.75326,-5,NA,NA,-49.225,NA
