id,x0,x1,x2,fitness-0.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5
79777,-1.68842,4.13871,-5,NA,NA,NA,-30.517,NA
79995,-1.51933,3.27678,-5,NA,-53.637,NA,NA,NA
80127,-1.32005,3.80057,-5,NA,NA,-29.148,NA,NA
80379,-1.26433,4.20521,-5,NA,NA,NA,-34.067,NA
80480,-1.73836,3.45286,-4.31467,NA,NA,NA,-27.911,NA
80669,-1.76506,3.65441,-5,NA,NA,NA,-15.329,NA
80986,-1.36044,3.69558,-5,NA,NA,-37.44,NA,NA
81027,-2.31623,4.70849,-5,NA,-71.256,NA,NA,NA
81264,-1.87195,4.29216,-5,NA,-49.529,NA,NA,NA
81534,-1.87348,3.44945,-5,NA,-46.8,NA,NA,NA
81762,-1.91423,3.24613,-5,NA,NA,NA,-35.272,NA
81962,-1.57715,4.22269,-5,NA,NA,-45.38,NA,NA
82005,-2.01431,2.87373,-5,NA,NA,-63.394,NA,NA
82390,-1.32123,3.89088,-5,NA,NA,NA,-24.738,NA
82530,-2.21047,3.79114,-4.97825,NA,NA,NA,-43.016,NA
82604,-2.38454,3.95387,-5,NA,NA,-55.542,NA,NA
82854,-1.50559,3.72253,-5,NA,NA,NA,-4.964,NA
83055,-1.69822,3.93782,-5,NA,NA,-36.924,NA,NA
83260,-2.30035,3.74009,-4.88938,NA,NA,-68.752,NA,NA
83567,-1.49742,3.21916,-4.80159,NA,NA,-60.733,NA,NA
83727,-1.42785,3.8691,-4.79337,NA,NA,-27.302,NA,NA
83822,-1.05586,3.86078,-5,NA,NA,NA,-21.485,NA
84003,-2.75238,3.48586,-5,NA,NA,NA,-67.91,NA
84222,-1.37096,3.94605,-5,NA,NA,-32.935,NA,NA
84547,-1.36564,3.868,-5,NA,NA,NA,-18.34,NA
84734,-1.92235,3.52158,-4.45138,NA,NA,NA,-42.01,NA
84912,-1.03448,4.21589,-4.77184,NA,NA,NA,NA,-58.337
85142,-1.33824,3.94268,-5,NA,NA,NA,-17.829,NA
85306,-1.70071,3.88256,-5,NA,-10.424,NA,NA,NA
85417,-1.03914,4.04409,-5,NA,NA,-69.073,NA,NA
85795,-1.59027,3.62185,-5,NA,-15.6,NA,NA,NA
85940,-2.24792,3.63841,-4.9878,NA,NA,-51.108,NA,NA
86018,-1.81871,4.04171,-5,NA,NA,NA,-30.54,NA
86344,-1.59155,3.41159,-5,NA,NA,-42.916,NA,NA
86587,-1.74891,3.85867,-5,NA,NA,-52.218,NA,NA
86730,-1.6412,4.10669,-5,NA,NA,-32.72,NA,NA
86991,-2.00845,3.71476,-5,NA,NA,NA,-32.404,NA
87155,-2.05235,3.67006,-4.95615,NA,-34.212,NA,NA,NA
87324,-1.36134,3.61158,-5,NA,NA,NA,-12.667,NA
87416,-1.84189,4.01313,-4.76324,NA,NA,-45.321,NA,NA
87728,-2.35943,4.33962,-5,NA,NA,-52.177,NA,NA
87909,-1.70439,4.20473,-4.5033,NA,NA,NA,-40.471,NA
88051,-1.71212,3.5022,-5,NA,NA,-30.164,NA,NA
88395,-1.57179,3.90972,-5,NA,-28.929,NA,NA,NA
88586,-1.19362,4.1103,-5,NA,-39.346,NA,NA,NA
88602,-1.19661,3.67186,-5,NA,NA,NA,-31.515,NA
88816,-2.42598,3.08374,-5,NA,NA,-81.847,NA,NA
89166,-1.90831,3.70826,-5,NA,NA,-32.941,NA,NA
89247,-1.81438,3.65426,-4.52413,NA,NA,NA,NA,-67.97
89456,-1.79837,3.50957,-5,NA,-37.341,NA,NA,NA
89687,-1.11212,4.21104,-5,NA,NA,NA,-56.174,NA
89860,-1.93599,3.36928,-5,NA,NA,NA,-41.356,NA
90147,-1.72997,3.47424,-5,NA,NA,NA,-18.833,NA
90283,-1.76916,4.37946,-4.94697,NA,NA,-45.049,NA,NA
90539,-1.20386,3.30104,-5,NA,NA,-68.94,NA,NA
90615,-1.37822,3.85859,-5,NA,NA,-32.03,NA,NA
90891,-1.37523,3.67402,-5,NA,NA,NA,-7.914,NA
91095,-1.40278,3.63827,-5,NA,-7.141,NA,NA,NA
91234,-1.32967,3.81283,-5,NA,NA,-34.532,NA,NA
91507,-1.86782,4.75166,-5,NA,NA,NA,-63.976,NA
91794,-2.28624,4.23106,-5,NA,NA,-46.888,NA,NA
91855,-1.57955,3.68861,-4.52597,NA,NA,-48.165,NA,NA
92032,-2.5712,4.50439,-4.71818,NA,NA,NA,-65.87,NA
92345,-2.62776,3.68042,-5,NA,-67.709,NA,NA,NA
92493,-1.72896,4.11936,-5,NA,-34.108,NA,NA,NA
92695,-2.668,4.32477,-4.66271,NA,NA,NA,-61.401,NA
92855,-2.1095,4.34475,-4.85919,NA,NA,NA,-39.402,NA
93178,-1.41809,3.18963,-5,NA,NA,-76.883,NA,NA
93312,-1.56766,4.15959,-5,NA,NA,-45.577,NA,NA
93573,-1.94045,3.81809,-4.93309,NA,NA,-30.287,NA,NA
93734,-1.79834,4.1034,-5,NA,NA,NA,-32.825,NA
93969,-2.13186,4.09355,-5,NA,NA,NA,-37.382,NA
94155,-1.25205,3.61153,-5,NA,-29.986,NA,NA,NA
94259,-2.03152,3.15218,-5,NA,NA,NA,-53.378,NA
94473,-1.10887,3.62131,-5,NA,NA,NA,-28.162,NA
94686,-1.22308,3.86283,-4.77633,NA,NA,NA,-15.774,NA
94872,-1.43628,3.86336,-4.42586,NA,-25.929,NA,NA,NA
95001,-1.45256,3.53096,-5,NA,-6.128,NA,NA,NA
95389,-1.32302,4.12953,-5,NA,NA,NA,-35.055,NA
95435,-1.65134,3.90728,-5,NA,NA,NA,-15.388,NA
95690,-1.35241,3.22016,-5,NA,NA,NA,-46.624,NA
95935,-1.17265,3.87594,-5,NA,NA,NA,-22.696,NA
96129,-1.23111,3.63238,-5,NA,-14.977,NA,NA,NA
96391,-1.95734,3.71375,-5,NA,NA,NA,-27.755,NA
96513,-1.87972,3.89967,-5,NA,NA,-32.382,NA,NA
96640,-1.433,3.45918,-5,NA,NA,NA,-11.204,NA
96854,-1.92433,3.7457,-5,NA,NA,-31.074,NA,NA
97056,-1.74848,3.8527,-5,NA,NA,NA,-11.973,NA
97347,-1.84673,4.00574,-5,NA,NA,-44.702,NA,NA
97593,-1.58674,3.45883,-4.52781,NA,NA,NA,-34.487,NA
97644,-1.5426,4.52617,-5,NA,NA,-61.691,NA,NA
97805,-1.84958,4.43363,-4.53691,NA,NA,NA,-53.463,NA
98051,-1.87699,4.01144,-5,NA,NA,NA,-27.612,NA
98291,-1.64728,3.66303,-4.97757,NA,NA,-48.285,NA,NA
98515,-1.7494,3.8599,-5,NA,NA,NA,-11.828,NA
98601,-1.7425,4.17079,-5,NA,NA,NA,-34.923,NA
98971,-1.6162,3.33113,-5,NA,NA,NA,-29.146,NA
99195,-1.53507,3.71375,-4.67841,NA,-23.188,NA,NA,NA
99293,-1.63703,4.14043,-5,NA,-38.024,NA,NA,NA
99574,-1.54569,3.68554,-5,NA,-12.313,NA,NA,NA
99721,-1.67652,3.35541,-5,NA,NA,-36.279,NA,NA
99861,-1.6824,3.63342,-5,NA,NA,-32.03,NA,NA
100110,-1.29545,3.33703,-5,NA,NA,NA,-46.764,NA
100250,-1.07265,3.76673,-5,NA,NA,NA,-19.113,NA
100404,-1.40323,4.10978,-5,NA,NA,NA,-29.713,NA
100717,-1.68508,3.59829,-4.51607,NA,NA,NA,-20.969,NA
100985,-2.13213,3.92772,-5,NA,NA,NA,-38.979,NA
101081,-2.0826,4.22618,-4.39675,NA,NA,NA,-57.12,NA
101375,-2.22736,3.48202,-4.8026,NA,NA,-48.886,NA,NA
101409,-2.0508,3.437,-4.15172,NA,NA,-60.184,NA,NA
101720,-1.8755,3.42496,-4.49898,NA,NA,NA,-43.732,NA
101928,-0.982465,3.65981,-5,NA,NA,NA,-38.825,NA
102128,-1.54914,3.9692,-4.80458,NA,-14.684,NA,NA,NA
102273,-1.07956,4.18584,-5,NA,NA,-50.761,NA,NA
102415,-1.96874,3.90956,-5,NA,NA,-36.795,NA,NA
102709,-2.30585,3.91408,-5,NA,NA,NA,-35.09,NA
102806,-1.34231,3.65253,-5,NA,NA,NA,-10.463,NA
103087,-1.92075,4.14182,-5,NA,NA,-52.59,NA,NA
103350,-2.06198,4.11563,-4.52724,NA,NA,-51.635,NA,NA
103506,-1.64791,4.56335,-5,NA,NA,-67.708,NA,NA
103692,-1.80495,4.28222,-4.9045,NA,NA,NA,-42.909,NA
103869,-1.64205,3.14191,-5,NA,NA,NA,-43.236,NA
104134,-2.23386,3.34002,-5,NA,NA,-52.652,NA,NA
104326,-2.33094,3.19746,-5,NA,NA,-64.661,NA,NA
104461,-1.79027,3.97614,-4.96087,NA,NA,-47.056,NA,NA
104775,-2.162,4.06263,-5,NA,NA,-45.176,NA,NA
104935,-1.69055,3.55121,-5,NA,NA,-31.412,NA,NA
105001,-1.46397,3.9251,-5,NA,NA,-37.703,NA,NA
105213,-1.98399,3.46584,-5,NA,NA,-62.504,NA,NA
105441,-2.03374,4.57857,-4.90292,NA,NA,-51.134,NA,NA
105605,-2.39455,3.36126,-5,NA,NA,NA,-58.207,NA
105875,-1.58645,3.83149,-4.95328,NA,NA,-48.592,NA,NA
106194,-1.42065,4.04685,-5,NA,NA,-49.206,NA,NA
106263,-1.34073,3.99636,-5,NA,NA,-45.799,NA,NA
106446,-1.39969,3.81484,-4.75716,NA,NA,NA,-13.134,NA
106605,-1.63708,3.86368,-4.21875,NA,NA,-44.982,NA,NA
106846,-1.72299,4.25942,-4.63842,NA,NA,-46.011,NA,NA
107114,-1.74657,3.69274,-5,NA,NA,-36.451,NA,NA
107246,-1.38368,4.38668,-5,NA,NA,NA,-48.283,NA
107507,-1.57193,3.51596,-5,NA,NA,NA,-8.046,NA
107798,-1.48708,3.63838,-5,NA,NA,-42.372,NA,NA
107926,-1.32587,3.74641,-4.95353,NA,NA,-32.958,NA,NA
108116,-2.16237,4.00154,-4.69073,NA,NA,-51.456,NA,NA
108314,-1.67738,3.83084,-5,NA,NA,NA,-6.664,NA
108459,-1.85357,4.20616,-5,NA,NA,NA,-36.227,NA
108663,-1.71049,3.91334,-5,NA,NA,NA,-11.025,NA
108904,-2.26207,4.26172,-5,NA,-52.047,NA,NA,NA
109074,-1.70913,4.03959,-4.99364,NA,NA,NA,-25.535,NA
109270,-2.35641,4.14892,-5,NA,NA,-48.085,NA,NA
109596,-1.46309,3.84914,-5,NA,NA,-34.314,NA,NA
109710,-1.76579,4.58966,-5,NA,NA,NA,-52.359,NA
109886,-1.01603,4.14743,-5,NA,NA,NA,-66.535,NA
110198,-2.29952,4.50527,-5,NA,NA,-63.98,NA,NA
110297,-1.20873,3.35384,-5,NA,NA,-65.666,NA,NA
110408,-1.14574,3.90005,-5,NA,NA,-65.159,NA,NA
110664,-1.63583,5,-4.81201,NA,NA,-71.281,NA,NA
110959,-1.57422,4.0257,-4.7008,NA,NA,-46.595,NA,NA
111031,-1.5916,4.08239,-5,NA,NA,-43.929,NA,NA
111285,-1.24259,3.35179,-4.56758,NA,-43.512,NA,NA,NA
111530,-1.70428,3.89406,-5,NA,NA,-34.159,NA,NA
111705,-2.05464,3.74953,-5,NA,NA,-34.3,NA,NA
111951,-1.69911,3.23363,-5,NA,NA,NA,-40.6,NA
112151,-1.18615,4.45286,-4.72456,NA,NA,-68.669,NA,NA
112203,-1.36475,3.79884,-4.50598,NA,-23.788,NA,NA,NA
112576,-1.54821,3.86649,-5,NA,NA,-40.261,NA,NA
112756,-1.79369,3.94602,-4.77395,NA,NA,NA,-21.014,NA
112917,-1.47014,3.79905,-5,NA,-14.505,NA,NA,NA
113112,-2.07398,3.5158,-5,NA,-31.265,NA,NA,NA
113293,-2.84068,3.97333,-5,NA,NA,NA,-65.341,NA
113504,-2.32494,3.80656,-5,NA,NA,NA,-34.477,NA
113780,-1.61794,4.2874,-5,NA,NA,-42.289,NA,NA
113935,-2.71429,3.63481,-5,NA,NA,-65.071,NA,NA
114085,-2.02462,3.98534,-4.85443,NA,NA,NA,-35.111,NA
114295,-1.41902,3.94495,-5,NA,NA,NA,-14.739,NA
114452,-2.34073,3.42139,-4.80119,NA,NA,-42.455,NA,NA
114675,-1.22024,3.71499,-5,NA,NA,NA,-13.934,NA
114944,-1.91284,4.14971,-5,NA,NA,-52.438,NA,NA
115130,-1.8703,5,-4.98227,NA,NA,NA,-72.946,NA
115371,-2.10771,4.18574,-5,NA,-40.074,NA,NA,NA
115590,-2.24566,4.00635,-5,NA,NA,NA,NA,-72.955
115773,-2.03827,3.76202,-5,NA,NA,NA,-35.402,NA
115876,-1.93501,4.32523,-4.32618,NA,NA,-48.67,NA,NA
116027,-2.06044,4.16957,-5,NA,NA,NA,-32.28,NA
116300,-1.92131,3.95155,-5,NA,-34.904,NA,NA,NA
116403,-1.58015,4.12998,-4.51651,NA,-43.174,NA,NA,NA
116621,-1.96656,3.887,-4.89767,NA,-32.442,NA,NA,NA
116848,-0.945357,3.51441,-5,NA,NA,-80.148,NA,NA
117094,-1.70619,4.0716,-5,NA,-24.484,NA,NA,NA
117325,-1.57145,4.14606,-4.4308,NA,-37.772,NA,NA,NA
117422,-2.01696,3.79617,-4.66125,NA,-38.346,NA,NA,NA
117737,-1.96262,4.55294,-4.83133,NA,-57.737,NA,NA,NA
117967,-1.90837,3.83186,-4.72244,NA,-26.71,NA,NA,NA
118033,-1.21264,3.79531,-5,NA,NA,NA,-15.428,NA
118296,-1.58775,4.15661,-5,NA,NA,NA,-28.579,NA
118574,-1.57674,4.16146,-4.49694,NA,NA,-57.949,NA,NA
118606,-2.25381,3.4226,-5,NA,NA,-49.076,NA,NA
118993,-2.54176,3.86601,-4.79459,NA,NA,-53.239,NA,NA
119173,-2.21698,3.6551,-5,NA,NA,NA,-39.594,NA
119316,-2.27088,3.46931,-5,NA,-56.305,NA,NA,NA
119593,-2.37519,4.08909,-5,NA,NA,-53.379,NA,NA
119752,-1.34581,3.78402,-5,NA,NA,-33.244,NA,NA
119991,-2.41895,3.32436,-4.65011,NA,NA,-64.192,NA,NA
120179,-2.37555,3.38974,-4.88569,NA,NA,-44.7,NA,NA
120327,-2.26236,3.46813,-5,NA,NA,-48.295,NA,NA
120452,-2.28393,3.87277,-4.61611,NA,NA,-51.071,NA,NA
120647,-1.54991,4.00429,-5,NA,NA,-44.889,NA,NA
120832,-2.09943,3.51477,-5,NA,-37.607,NA,NA,NA
121101,-2.30092,4.36945,-5,NA,NA,NA,-57.51,NA
121381,-1.73783,3.59273,-5,NA,NA,-43.804,NA,NA
121531,-1.93244,3.93046,-4.68981,NA,NA,NA,-32.566,NA
121620,-1.51488,3.51466,-5,NA,NA,NA,-16.22,NA
121853,-1.40083,3.27687,-5,NA,NA,NA,-20.917,NA
122127,-1.92068,4.105,-5,NA,-29.952,NA,NA,NA
122380,-1.47956,4.19937,-4.8772,NA,-22.806,NA,NA,NA
122447,-1.19561,4.32737,-5,NA,NA,-61.488,NA,NA
122656,-1.75509,4.23017,-4.80588,NA,NA,-33.833,NA,NA
122801,-1.36297,3.11913,-5,NA,NA,NA,-55.961,NA
123077,-1.76601,4.33047,-5,NA,NA,-43.36,NA,NA
123252,-2.46138,3.87973,-5,NA,NA,-55.678,NA,NA
123504,-1.68642,4.31621,-4.78069,NA,NA,-35.147,NA,NA
123778,-1.74343,4.1067,-5,NA,NA,-40.662,NA,NA
123868,-1.83048,4.49853,-5,NA,-50.331,NA,NA,NA
124089,-1.94824,4.22306,-4.47437,NA,NA,NA,-50.985,NA
124383,-2.04672,3.38741,-4.73874,NA,NA,-74.42,NA,NA
124415,-1.57885,3.53218,-4.67773,NA,-36.423,NA,NA,NA
124735,-1.73791,4.44193,-5,NA,NA,-52.417,NA,NA
124975,-1.95949,4.12561,-4.40493,NA,NA,-48.089,NA,NA
125143,-2.04562,3.24499,-4.87307,NA,NA,NA,-53.311,NA
125371,-1.30895,3.24472,-5,NA,NA,NA,-42.443,NA
125517,-1.77691,3.52345,-5,NA,NA,-41.341,NA,NA
125764,-1.0737,3.38335,-5,NA,NA,NA,-64.911,NA
125881,-1.40639,3.92626,-5,NA,NA,-36.059,NA,NA
126184,-1.76942,3.51914,-5,NA,NA,-40.741,NA,NA
126270,-2.77812,3.59908,-5,NA,-75.84,NA,NA,NA
126587,-1.31396,3.92204,-5,NA,NA,NA,-19.018,NA
126737,-1.70834,5,-5,NA,NA,-72.164,NA,NA
126854,-1.44186,3.70926,-5,NA,NA,-35.749,NA,NA
127032,-0.828783,3.85514,-4.90469,NA,NA,NA,NA,-66.809
127217,-1.73171,3.41628,-5,NA,NA,-32.516,NA,NA
127495,-1.84064,3.54382,-5,NA,NA,-45.676,NA,NA
127644,-1.77892,4.11915,-5,NA,NA,-41.641,NA,NA
127939,-2.53498,3.92676,-5,NA,NA,-56.97,NA,NA
128131,-1.77335,3.57251,-5,NA,NA,NA,-13.991,NA
128339,-1.02416,3.76099,-4.86781,NA,NA,NA,-18.44,NA
128525,-1.88627,4.95563,-5,NA,NA,NA,-71.111,NA
128631,-1.52844,4.48319,-5,NA,-67.906,NA,NA,NA
128918,-1.78726,3.34219,-4.88847,NA,-33.803,NA,NA,NA
129175,-2.1,4.36816,-5,NA,NA,NA,-41.774,NA
129270,-1.83944,3.7927,-5,NA,NA,NA,-18.179,NA
129585,-1.80618,3.631,-5,NA,NA,NA,-16.367,NA
129671,-1.99392,3.84948,-4.93682,NA,NA,NA,-35.728,NA
129879,-2.58295,4.54047,-5,NA,NA,-68.34,NA,NA
130170,-1.63049,4.09789,-4.77061,NA,NA,-40.585,NA,NA
130250,-1.68236,3.57022,-4.42688,NA,NA,NA,-30.863,NA
130533,-1.40027,3.4864,-4.37656,NA,-53.337,NA,NA,NA
130768,-1.91764,3.86538,-4.86866,NA,-27.472,NA,NA,NA
130907,-2.29899,3.39283,-5,NA,NA,-49.05,NA,NA
131121,-1.68049,4.39976,-4.9225,NA,NA,-44.302,NA,NA
131289,-1.61221,3.76873,-5,NA,NA,-49.655,NA,NA
131494,-2.32684,5,-4.80967,NA,NA,NA,-77.238,NA
131626,-1.12334,4.10536,-4.86674,NA,NA,-47.348,NA,NA
131900,-1.18642,3.3831,-5,NA,NA,NA,-37.299,NA
132152,-1.74754,3.24552,-5,NA,NA,-49.008,NA,NA
132221,-2.10565,3.78445,-5,NA,NA,-41.377,NA,NA
132563,-1.41954,3.29485,-5,NA,NA,NA,-17.504,NA
132619,-1.27243,3.71006,-5,NA,-15.492,NA,NA,NA
132886,-2.29157,3.92576,-5,NA,NA,NA,-46.23,NA
133104,-2.12642,3.64083,-5,NA,-37.398,NA,NA,NA
133223,-1.49505,3.56304,-5,NA,NA,NA,-6.196,NA
133589,-1.8308,4.07861,-4.76365,NA,NA,NA,-32.239,NA
133707,-2.03774,3.40874,-5,NA,NA,NA,-35.034,NA
133881,-2.04904,3.78235,-5,NA,NA,-35.974,NA,NA
134111,-1.43261,3.81753,-4.92235,NA,NA,NA,-5.829,NA
134208,-1.92719,4.46669,-5,NA,NA,-57.577,NA,NA
134435,-1.88697,3.88293,-5,NA,NA,NA,-23.655,NA
134765,-1.92003,3.6031,-4.98783,NA,NA,NA,-21.914,NA
134842,-1.90448,3.91108,-5,NA,NA,-39.729,NA,NA
135173,-1.7763,2.99066,-5,NA,NA,NA,-47.974,NA
135239,-1.61702,3.76198,-5,NA,NA,NA,-9.989,NA
135433,-1.7078,3.94972,-4.46975,NA,NA,-43.211,NA,NA
135653,-1.29683,3.83944,-5,NA,NA,NA,-14.492,NA
135981,-1.6336,4.36296,-5,NA,NA,NA,-46.272,NA
136159,-2.36106,3.83142,-5,NA,NA,NA,-44.472,NA
136342,-1.91732,3.53711,-4.60162,NA,NA,-52.37,NA,NA
136566,-1.74945,3.51987,-5,NA,NA,-39.749,NA,NA
136642,-1.80117,3.83622,-4.57306,NA,NA,-46.501,NA,NA
136906,-1.44657,3.77005,-5,NA,NA,-33.11,NA,NA
137136,-1.54776,4.11662,-5,NA,NA,-46.892,NA,NA
137247,-2.0819,3.33782,-5,NA,NA,NA,-32.317,NA
137482,-1.52709,4.39742,-5,NA,NA,NA,-42.498,NA
137777,-1.74275,4.18184,-4.57108,NA,NA,-46.148,NA,NA
137891,-1.41351,3.36443,-5,NA,-26.672,NA,NA,NA
138083,-1.58361,3.58584,-5,NA,-6.197,NA,NA,NA
138338,-1.91486,4.03012,-5,NA,-41.084,NA,NA,NA
138483,-1.68628,3.06298,-5,NA,-65.901,NA,NA,NA
138613,-2.23234,3.89224,-5,NA,-41.308,NA,NA,NA
138908,-1.82962,3.47787,-5,NA,-31.263,NA,NA,NA
139032,-1.71393,3.46867,-5,NA,-30.716,NA,NA,NA
139342,-1.49593,3.11025,-5,NA,NA,NA,-50.205,NA
139518,-1.19452,4.00793,-5,NA,NA,NA,-29.507,NA
139750,-1.39396,3.81619,-5,NA,NA,-30.818,NA,NA
140000,-1.63671,3.82898,-5,NA,-14.825,NA,NA,NA
140078,-1.67799,3.40487,-5,NA,NA,NA,NA,-35.419
140233,-1.15505,4.40048,-5,NA,NA,-64.126,NA,NA
140409,-2.12982,4.01199,-5,NA,NA,-48.731,NA,NA
140687,-1.60017,3.60571,-5,NA,NA,NA,-11.723,NA
140836,-1.12092,4.10229,-5,NA,NA,NA,-46.287,NA
141132,-2.45264,3.81615,-5,NA,NA,NA,-46.984,NA
141291,-1.86666,3.88889,-4.61883,NA,NA,NA,-25.622,NA
141476,-2.13856,4.5042,-4.59114,NA,-68.522,NA,NA,NA
141729,-2.31336,4.44493,-5,NA,NA,-57.317,NA,NA
141939,-1.92982,4.06026,-5,NA,NA,-46.81,NA,NA
142123,-1.57278,3.66154,-5,NA,NA,NA,-3.665,NA
142248,-1.81827,3.48032,-4.79894,NA,NA,NA,-20.677,NA
142444,-2.02367,4.29654,-5,NA,NA,NA,-32.351,NA
142689,-1.59176,4.12764,-5,NA,NA,-43.24,NA,NA
142923,-2.14716,4.29074,-5,NA,NA,-54.721,NA,NA
143098,-1.32402,4.098,-4.786,NA,NA,-47.798,NA,NA
143375,-2.25812,4.01193,-4.68749,NA,NA,-55.638,NA,NA
143580,-1.82481,4.12528,-5,NA,NA,-44.506,NA,NA
143619,-2.18275,3.92266,-5,NA,-40.93,NA,NA,NA
143977,-1.88224,3.98748,-5,NA,-31.455,NA,NA,NA
144047,-1.80825,4.46023,-5,NA,-55.066,NA,NA,NA
144354,-1.68261,4.1326,-5,NA,NA,-38.732,NA,NA
144494,-1.85027,4.14159,-5,NA,NA,NA,-29.929,NA
144717,-1.81669,3.88781,-5,NA,NA,-46.744,NA,NA
144967,-1.50836,4.17086,-5,NA,NA,-53.404,NA,NA
145124,-1.35226,4.25467,-5,NA,NA,NA,-33.941,NA
145373,-1.88281,3.80369,-4.87476,NA,NA,-37.399,NA,NA
145404,-1.94178,3.56809,-5,NA,NA,-49.493,NA,NA
145616,-1.70975,3.53051,-5,NA,NA,-39.247,NA,NA
145867,-1.93559,3.53892,-5,NA,NA,-52.027,NA,NA
146127,-1.92252,3.7249,-5,NA,NA,-38.365,NA,NA
146309,-1.31695,3.82857,-4.9614,NA,NA,-32.958,NA,NA
146480,-1.19981,4.07981,-5,NA,-36.276,NA,NA,NA
146798,-1.09057,3.52957,-4.97597,NA,-52.404,NA,NA,NA
146850,-1.1265,4.30033,-5,NA,NA,NA,NA,-66.664
147144,-2.17909,3.29442,-5,NA,-53.415,NA,NA,NA
147275,-2.30233,3.74412,-5,NA,-37.463,NA,NA,NA
147554,-1.76598,3.58385,-5,NA,NA,NA,-22.007,NA
147749,-1.99339,3.64183,-4.70147,NA,-36.595,NA,NA,NA
147960,-2.06075,4.16704,-4.53169,NA,NA,NA,-47.193,NA
148170,-1.88185,3.85591,-5,NA,-30.475,NA,NA,NA
148257,-1.81897,4.34402,-5,NA,NA,-48.845,NA,NA
148469,-2.13102,3.47519,-5,NA,NA,-58.478,NA,NA
148696,-2.36779,3.82407,-5,NA,NA,-65.973,NA,NA
148853,-2.05488,3.92767,-5,NA,NA,-39.68,NA,NA
149009,-2.16411,4.48836,-5,NA,-55.237,NA,NA,NA
149265,-1.11283,4.30349,-5,NA,NA,-50.908,NA,NA
149461,-1.52658,4.20063,-5,NA,NA,NA,-32.425,NA
149652,-2.26926,3.50989,-5,NA,NA,NA,-52.281,NA
149930,-1.48578,3.76497,-4.82145,NA,NA,NA,-11.685,NA
150054,-2.27928,4.20056,-5,NA,-53.585,NA,NA,NA
150206,-2.23924,4.60874,-4.30481,NA,NA,-65.427,NA,NA
150549,-1.99644,3.4153,-5,NA,NA,NA,-23.043,NA
150793,-1.63837,3.76103,-4.96663,NA,NA,NA,-5.045,NA
150855,-2.29555,4.28777,-4.63522,NA,NA,-54.796,NA,NA
151064,-2.26894,3.73102,-5,NA,-43.166,NA,NA,NA
151290,-1.53823,3.48055,-5,NA,NA,NA,-14.441,NA
151593,-2.28533,3.83662,-5,NA,NA,-63.592,NA,NA
151688,-0.873761,4.03756,-5,NA,NA,-84.854,NA,NA
151963,-1.85607,5,-5,NA,NA,-77.064,NA,NA
152109,-1.79996,3.58104,-5,NA,NA,-44.175,NA,NA
152253,-1.43657,3.80242,-5,NA,NA,-31.978,NA,NA
152548,-0.998104,3.57207,-5,NA,NA,NA,-45.875,NA
152637,-2.07094,3.81797,-5,NA,NA,-37.403,NA,NA
152916,-2.60455,4.29682,-5,NA,NA,NA,-51.872,NA
153155,-1.33765,2.90689,-4.85322,NA,NA,-52.51,NA,NA
153379,-1.46709,3.84389,-5,NA,NA,NA,-15.811,NA
153560,-1.96681,3.94718,-5,NA,NA,NA,-32.839,NA
153687,-1.84489,3.99084,-5,NA,NA,-44.634,NA,NA
153830,-2.4018,4.00882,-5,NA,-54.623,NA,NA,NA
154160,-2.15942,4.39971,-4.16071,NA,NA,NA,-68.006,NA
154391,-2.58516,4.45774,-4.90979,NA,NA,NA,-65.058,NA
154471,-1.65902,4.15236,-5,NA,NA,NA,-31.198,NA
154783,-1.83332,4.65961,-4.53485,NA,NA,NA,-62.12,NA
154920,-2.632,4.05217,-4.37737,NA,NA,NA,-69.866,NA
155161,-1.66815,3.84925,-4.74813,NA,NA,-57.057,NA,NA
155305,-2.38463,4.40686,-5,NA,NA,-58.011,NA,NA
155439,-1.63995,3.47696,-5,NA,NA,-29.846,NA,NA
155700,-1.84368,3.62044,-5,NA,-21.68,NA,NA,NA
155909,-1.72857,4.00353,-5,NA,NA,NA,-20.585,NA
156172,-2.12499,3.67044,-5,NA,NA,-43.125,NA,NA
156324,-2.25511,3.66678,-5,NA,NA,NA,-39.61,NA
156555,-2.13895,4.06351,-4.78625,NA,NA,NA,-38.731,NA
156685,-1.81043,3.93761,-5,NA,NA,-46.533,NA,NA
156903,-1.52372,3.46002,-5,NA,NA,-51.987,NA,NA
157085,-1.76765,3.93725,-5,NA,NA,-48.963,NA,NA
157365,-1.98362,3.06437,-5,NA,NA,-59.262,NA,NA
157480,-2.03405,3.97646,-5,NA,NA,NA,-35.993,NA
157637,-2.40196,4.24377,-5,NA,NA,NA,-61.475,NA
157802,-2.22497,3.84114,-4.92761,NA,NA,-54.35,NA,NA
158155,-1.3078,3.96808,-5,NA,NA,-45.253,NA,NA
158305,-1.01371,4.30845,-5,NA,NA,-59.564,NA,NA
158558,-1.4175,4.18822,-5,NA,NA,NA,-21.605,NA
158798,-1.8761,3.41941,-5,NA,NA,-54.246,NA,NA
158981,-1.51268,3.40906,-5,NA,NA,-57.161,NA,NA
159027,-1.97501,3.94685,-5,NA,NA,-39.052,NA,NA
159391,-2.49206,3.91574,-5,NA,NA,-58.504,NA,NA
159570,-1.53442,3.49094,-5,NA,NA,NA,-8.106,NA
159672,-1.48567,3.46749,-5,NA,NA,NA,-7.996,NA
