id,x0,x1,x2,fitness-3.5,fitness-3,fitness-2.5,fitness-5,fitness-4.5,fitness-4,fitness-2,fitness-1.5
63693,-1.63234,4.39648,-4.45348,-104.163,NA,NA,NA,NA,NA,NA,NA
63969,-2.96309,3.3733,-4.17724,NA,NA,NA,NA,NA,-131.424,NA,NA
64004,-1.92368,3.34827,-4.59743,NA,NA,NA,NA,-37.686,NA,NA,NA
64200,-3.47123,4.04505,-5,NA,NA,NA,NA,-101.383,NA,NA,NA
64471,-3.39234,3.83727,-5,NA,NA,NA,-99.061,NA,NA,NA,NA
64759,-2.16941,4.85561,-5,NA,NA,NA,-72.31,NA,NA,NA,NA
64846,-2.92422,5,-3.97831,NA,NA,NA,-117.888,NA,NA,NA,NA
65075,-3.33047,5,-3.51755,NA,NA,NA,NA,-158.882,NA,NA,NA
65358,-2.30619,5,-3.38003,NA,NA,NA,-136.661,NA,NA,NA,NA
65590,-3.37759,4.37445,-4.21073,NA,NA,NA,NA,NA,-114.263,NA,NA
65617,-2.09659,4.64217,-4.06227,NA,NA,NA,NA,NA,-80.198,NA,NA
65857,-2.23971,3.81811,-3.39865,NA,NA,NA,-103.557,NA,NA,NA,NA
66180,-2.83064,3.97303,-4.24534,NA,NA,NA,-79.7,NA,NA,NA,NA
66248,-2.54771,3.7621,-4.33132,NA,NA,NA,-81.082,NA,NA,NA,NA
66445,-1.83632,3.89113,-4.632,NA,NA,NA,-46.799,NA,NA,NA,NA
66678,-0.525691,5,-5,NA,NA,NA,-125.663,NA,NA,NA,NA
66940,-1.24613,5,-4.43742,NA,NA,NA,-94.803,NA,NA,NA,NA
67162,-1.1268,4.09103,-5,NA,NA,NA,-57.866,NA,NA,NA,NA
67245,-1.58354,4.35268,-4.37148,NA,NA,NA,-71.712,NA,NA,NA,NA
67416,-0.950584,4.64795,-3.38029,NA,NA,NA,-150.732,NA,NA,NA,NA
67657,-0.982241,5,-2.96045,NA,NA,NA,-198.996,NA,NA,NA,NA
67878,-1.8256,5,-4.00231,NA,NA,NA,-96.368,NA,NA,NA,NA
68151,-0.915924,4.73752,-4.54683,NA,NA,NA,NA,-103.4,NA,NA,NA
68346,-1.01914,4.74988,-4.82973,NA,NA,NA,-121.557,NA,NA,NA,NA
68438,-1.64679,5,-5,NA,NA,NA,NA,-77.594,NA,NA,NA
68669,-3.10267,4.0513,-5,NA,NA,NA,NA,NA,-81.311,NA,NA
68912,-2.09511,3.804,-5,-80.395,NA,NA,NA,NA,NA,NA,NA
69137,-3.2509,5,-4.51925,NA,NA,NA,NA,-117.737,NA,NA,NA
69285,-3.75369,5,-5,NA,NA,NA,NA,NA,-150.488,NA,NA
69492,-3.66701,5,-5,NA,NA,NA,NA,-143.211,NA,NA,NA
69716,-3.80949,5,-4.8059,NA,NA,NA,NA,-152.354,NA,NA,NA
69815,-3.18412,5,-5,NA,NA,NA,NA,-107.326,NA,NA,NA
70045,-0.354836,4.40779,-5,NA,NA,NA,-133.008,NA,NA,NA,NA
70324,-2.24443,4.45735,-3.94964,NA,NA,NA,NA,-83.149,NA,NA,NA
70463,-2.52355,5,-4.25277,NA,NA,NA,NA,NA,-96.903,NA,NA
70734,-2.98755,4.67104,-4.99652,NA,NA,NA,NA,-78.982,NA,NA,NA
70914,-3.22235,5,-4.03871,NA,NA,NA,-132.826,NA,NA,NA,NA
71175,-1.98443,5,-4.76101,NA,NA,NA,-83.948,NA,NA,NA,NA
71399,-1.96218,4.76815,-3.11483,NA,NA,NA,NA,-138.296,NA,NA,NA
71577,-3.08444,5,-3.87537,NA,NA,NA,NA,NA,-128.909,NA,NA
71710,-2.69434,2.99606,-3.34192,NA,NA,NA,-164.413,NA,NA,NA,NA
71962,-2.49134,3.25417,-4.40158,NA,NA,NA,-78.275,NA,NA,NA,NA
72189,-3.11451,3.17354,-3.07446,NA,NA,NA,-171.852,NA,NA,NA,NA
72210,-3.92247,4.37452,-4.57756,NA,NA,NA,-147.058,NA,NA,NA,NA
72411,-3.059,4.61064,-4.68838,NA,NA,NA,-95.758,NA,NA,NA,NA
72625,-3.56154,4.35157,-5,NA,NA,NA,-112.396,NA,NA,NA,NA
72805,-1.02072,4.02285,-4.12501,-163.96,NA,NA,NA,NA,NA,NA,NA
73140,-1.78259,4.50056,-5,-86.113,NA,NA,NA,NA,NA,NA,NA
73385,-1.56614,4.23936,-4.34268,NA,NA,NA,-64.995,NA,NA,NA,NA
73521,-0.942023,4.69367,-4.50517,NA,NA,NA,NA,-108.555,NA,NA,NA
73619,-1.32579,5,-5,NA,NA,NA,NA,-82.566,NA,NA,NA
73824,-1.05661,5,-5,NA,NA,NA,NA,-111.141,NA,NA,NA
74024,-2.71361,4.29372,-5,NA,NA,NA,-75.829,NA,NA,NA,NA
74264,-3.69307,3.94099,-5,NA,NA,NA,-124.155,NA,NA,NA,NA
74485,-2.12312,5,-5,NA,NA,NA,-79.871,NA,NA,NA,NA
74748,-1.8861,4.72326,-5,NA,NA,NA,NA,-63.177,NA,NA,NA
74802,-3.09635,5,-5,NA,NA,NA,NA,NA,-105.146,NA,NA
75112,-2.75838,4.39216,-3.05376,NA,NA,NA,-148.243,NA,NA,NA,NA
75312,-1.50678,4.70968,-2.87103,NA,NA,NA,-169.029,NA,NA,NA,NA
75423,-1.40658,4.57931,-3.3165,NA,NA,NA,-156.116,NA,NA,NA,NA
75679,-1.70446,4.75088,-3.00606,NA,NA,NA,-147.079,NA,NA,NA,NA
75860,-1.66004,5,-4.46146,NA,NA,NA,-90.305,NA,NA,NA,NA
76164,-1.96118,5,-5,NA,-111.883,NA,NA,NA,NA,NA,NA
76257,-1.91967,4.85956,-5,-83.815,NA,NA,NA,NA,NA,NA,NA
76593,-2.78901,4.1977,-3.7189,NA,NA,NA,NA,NA,-114.775,NA,NA
76672,-3.24397,4.70086,-5,NA,NA,NA,NA,-106.327,NA,NA,NA
76900,-2.92682,4.14598,-4.85708,-97.762,NA,NA,NA,NA,NA,NA,NA
77034,-1.78078,4.68907,-5,-96.029,NA,NA,NA,NA,NA,NA,NA
77207,-0.0945639,4.56047,-4.99761,NA,NA,NA,-152.948,NA,NA,NA,NA
77527,-0.642418,4.7798,-5,NA,NA,NA,NA,NA,-132.644,NA,NA
77770,-0.949377,3.88266,-4.41927,NA,NA,NA,NA,NA,-83.461,NA,NA
77810,-2.63421,5,-4.61553,NA,NA,NA,NA,NA,NA,-213.443,NA
78066,-3.24288,3.73179,-4.19363,NA,-150.898,NA,NA,NA,NA,NA,NA
78334,-3.61353,3.8068,-4.81558,NA,NA,NA,NA,-108.98,NA,NA,NA
78412,-3.54702,2.91444,-4.31728,NA,NA,NA,-124.956,NA,NA,NA,NA
78683,-4.33253,2.57777,-3.5935,NA,NA,NA,-247.13,NA,NA,NA,NA
78835,-3.5711,3.17331,-3.84618,NA,NA,NA,-145.459,NA,NA,NA,NA
79011,-2.43717,3.10809,-5,NA,NA,NA,-78.848,NA,NA,NA,NA
79330,-1.59254,3.30033,-4.12125,NA,NA,NA,-97.162,NA,NA,NA,NA
79525,-1.59667,2.99683,-4.7309,NA,NA,NA,-98.477,NA,NA,NA,NA
79643,-3.18291,5,-5,NA,NA,NA,NA,-107.31,NA,NA,NA
79945,-2.5526,4.68191,-4.54773,NA,NA,NA,NA,NA,-88.08,NA,NA
80015,-2.18939,3.97931,-5,NA,NA,NA,-51.662,NA,NA,NA,NA
80321,-2.33968,3.89227,-5,NA,NA,NA,NA,-35.554,NA,NA,NA
80472,-0.627387,3.46307,-5,NA,NA,NA,-142.028,NA,NA,NA,NA
80602,-1.12148,3.56034,-5,NA,NA,NA,NA,NA,-33.698,NA,NA
80886,-2.53341,4.77322,-4.55214,NA,NA,NA,NA,-74.847,NA,NA,NA
81098,-2.28769,5,-5,NA,NA,NA,NA,-78.534,NA,NA,NA
81325,-2.50593,4.30767,-5,NA,NA,NA,-62.197,NA,NA,NA,NA
81461,-1.34906,4.1657,-5,NA,NA,NA,-66.386,NA,NA,NA,NA
81798,-2.23932,4.84205,-5,NA,NA,NA,NA,-64.616,NA,NA,NA
81809,-2.65524,4.72477,-5,NA,NA,NA,NA,-79.179,NA,NA,NA
82154,-1.80734,5,-5,NA,NA,NA,NA,-77.145,NA,NA,NA
82308,-2.25044,5,-4.15573,NA,NA,NA,NA,-89.827,NA,NA,NA
82496,-2.21239,4.54225,-4.75026,NA,NA,NA,-60.366,NA,NA,NA,NA
82665,-1.69019,5,-4.94931,NA,-143.879,NA,NA,NA,NA,NA,NA
82819,-2.46214,5,-4.50328,NA,NA,NA,NA,-82.527,NA,NA,NA
83181,-1.81534,5,-5,NA,NA,NA,NA,-73.251,NA,NA,NA
83334,-1.72509,5,-3.94096,NA,NA,NA,-95.376,NA,NA,NA,NA
83404,-0.646377,3.91722,-4.689,NA,NA,NA,-101.95,NA,NA,NA,NA
83670,-1.33678,3.6418,-5,NA,NA,NA,-31.968,NA,NA,NA,NA
83940,-1.0415,3.75437,-5,NA,NA,NA,NA,NA,-25.57,NA,NA
84118,-0.657589,4.19176,-4.795,NA,-153.342,NA,NA,NA,NA,NA,NA
84347,-1.57474,4.90842,-5,-100.953,NA,NA,NA,NA,NA,NA,NA
84585,-2.96568,4.94308,-5,NA,NA,NA,NA,-95.842,NA,NA,NA
84626,-2.34196,4.71441,-4.85372,NA,NA,NA,NA,NA,-54.213,NA,NA
84833,-2.27326,5,-5,NA,NA,NA,NA,NA,-80.685,NA,NA
85140,-1.80934,4.74444,-5,NA,NA,NA,-71.774,NA,NA,NA,NA
85223,-0.518944,5,-4.97895,NA,NA,NA,-124.009,NA,NA,NA,NA
85597,-0.0435699,3.63531,-5,NA,NA,NA,-195.634,NA,NA,NA,NA
85657,-1.48445,4.6478,-5,NA,NA,NA,NA,-68.843,NA,NA,NA
85966,-0.584303,3.04915,-5,NA,NA,NA,-176.689,NA,NA,NA,NA
86173,-0.900371,3.23045,-5,NA,NA,NA,-104.932,NA,NA,NA,NA
86272,-1.19405,4.88838,-5,NA,NA,NA,-89.376,NA,NA,NA,NA
86502,-2.27443,5,-5,NA,NA,NA,NA,NA,-80.983,NA,NA
86744,-2.2314,4.40789,-4.67295,NA,NA,NA,-57.809,NA,NA,NA,NA
86997,-2.51183,4.95892,-5,NA,NA,NA,-84.042,NA,NA,NA,NA
87072,-2.49611,5,-4.92152,NA,NA,NA,-85.487,NA,NA,NA,NA
87272,-2.25054,5,-4.234,NA,NA,NA,-94.37,NA,NA,NA,NA
87515,-2.44881,4.21288,-3.80943,NA,NA,NA,-83.657,NA,NA,NA,NA
87792,-3.46762,4.53359,-3.95469,NA,NA,NA,-133.918,NA,NA,NA,NA
87900,-3.05285,5,-4.44477,NA,NA,NA,-113.414,NA,NA,NA,NA
88197,-3.22947,3.50843,-4.34824,NA,NA,NA,-94.175,NA,NA,NA,NA
88216,-4.22002,3.23742,-4.11399,NA,NA,NA,-191.162,NA,NA,NA,NA
88466,-2.896,3.62141,-4.7365,NA,NA,NA,-78.994,NA,NA,NA,NA
88644,-2.55667,3.54577,-4.8359,NA,NA,NA,-64.797,NA,NA,NA,NA
88928,-1.77749,3.70838,-4.00729,NA,NA,NA,-80.635,NA,NA,NA,NA
89099,-1.80751,4.54066,-3.74566,NA,NA,NA,NA,-92.287,NA,NA,NA
89395,-1.06762,5,-5,NA,NA,NA,-88.213,NA,NA,NA,NA
89485,-1.42045,5,-5,NA,NA,NA,-90.996,NA,NA,NA,NA
89690,-2.26913,5,-5,NA,NA,NA,NA,-75.604,NA,NA,NA
89860,-0.867155,5,-5,NA,NA,NA,-115.12,NA,NA,NA,NA
90159,-0.982426,3.87393,-5,NA,NA,NA,NA,-57.99,NA,NA,NA
90354,-1.917,5,-4.21492,NA,NA,NA,-84.193,NA,NA,NA,NA
90468,-1.09195,4.41413,-4.46046,NA,NA,NA,NA,-64.769,NA,NA,NA
90715,-1.52929,2.81665,-4.00182,NA,NA,NA,NA,-137.432,NA,NA,NA
90907,-2.32288,4.08594,-3.76306,NA,NA,NA,NA,NA,-95.146,NA,NA
91178,-1.22731,5,-4.17178,NA,NA,NA,NA,-106.144,NA,NA,NA
91236,-1.94457,5,-5,-101.583,NA,NA,NA,NA,NA,NA,NA
91475,-2.4681,4.25462,-4.7654,NA,NA,NA,NA,-58.679,NA,NA,NA
91750,-1.88079,5,-5,NA,NA,NA,-76.333,NA,NA,NA,NA
91818,-1.39997,4.1858,-4.44462,NA,NA,NA,-45.768,NA,NA,NA,NA
92187,-1.34326,3.51671,-4.40527,NA,NA,NA,-53.861,NA,NA,NA,NA
92337,-2.87761,4.81079,-4.62887,NA,NA,NA,NA,-87.276,NA,NA,NA
92532,-1.69795,3.24295,-4.61881,NA,NA,NA,-59.736,NA,NA,NA,NA
92682,-0.732902,3.24924,-4.54993,NA,NA,NA,NA,-133.029,NA,NA,NA
92937,-1.21974,2.79466,-4.03102,NA,NA,NA,-159.531,NA,NA,NA,NA
93187,-2.47615,3.69885,-5,NA,NA,NA,-60.533,NA,NA,NA,NA
93286,-2.13919,3.84251,-5,NA,NA,NA,-45.618,NA,NA,NA,NA
93469,-3.28213,4.97819,-5,NA,NA,NA,NA,NA,-124.919,NA,NA
93607,-3.38575,2.84856,-5,NA,-193.555,NA,NA,NA,NA,NA,NA
93855,-1.90658,4.25987,-5,NA,NA,NA,NA,NA,-45.641,NA,NA
94054,-2.45873,2.75482,-5,-136.434,NA,NA,NA,NA,NA,NA,NA
94279,-2.78146,2.42766,-5,-165.601,NA,NA,NA,NA,NA,NA,NA
94461,-2.38739,2.86382,-5,NA,NA,NA,-104.329,NA,NA,NA,NA
94656,-1.22922,1.85934,-5,NA,NA,NA,-237.155,NA,NA,NA,NA
94840,-2.31576,3.41645,-5,NA,NA,NA,NA,-65.89,NA,NA,NA
95133,-1.21062,4.64277,-5,-111.042,NA,NA,NA,NA,NA,NA,NA
95293,-2.31332,3.73203,-5,NA,NA,NA,NA,NA,-54.069,NA,NA
95432,-2.51591,5,-3.87601,NA,NA,NA,NA,-103.237,NA,NA,NA
95753,-2.53812,3.6295,-3.37393,NA,-176.466,NA,NA,NA,NA,NA,NA
95934,-1.57863,2.54603,-4.95094,NA,NA,NA,NA,-151.456,NA,NA,NA
96133,-1.52978,4.50141,-5,NA,NA,NA,NA,NA,-56.3,NA,NA
96361,-2.63281,3.60623,-4.3514,NA,NA,NA,-72.519,NA,NA,NA,NA
96545,-1.79414,4.08972,-4.56075,NA,NA,NA,-50.656,NA,NA,NA,NA
96729,-2.43469,3.2106,-5,NA,NA,NA,-68.876,NA,NA,NA,NA
96942,-2.88389,3.48388,-4.75034,NA,NA,NA,-71.528,NA,NA,NA,NA
97103,-2.06562,5,-4.91997,NA,NA,NA,NA,-66.485,NA,NA,NA
97302,-1.84316,4.97105,-4.22176,NA,NA,NA,-85.249,NA,NA,NA,NA
97567,-2.49585,5,-5,NA,NA,NA,-85.419,NA,NA,NA,NA
97679,-3.20888,4.62032,-5,NA,NA,NA,-98.374,NA,NA,NA,NA
97877,-3.03796,4.84779,-5,NA,NA,NA,NA,NA,-108.071,NA,NA
98163,-4.30272,5,-4.61255,NA,NA,NA,NA,NA,-208.958,NA,NA
98375,-4.69198,5,-3.84047,NA,NA,NA,-277.832,NA,NA,NA,NA
98546,-5,4.85215,-4.27725,NA,NA,NA,-296.299,NA,NA,NA,NA
98634,-3.86395,4.21666,-5,NA,NA,NA,NA,-132.581,NA,NA,NA
98890,-3.0932,5,-4.70166,NA,NA,NA,-109.295,NA,NA,NA,NA
99169,-3.14512,5,-5,NA,NA,NA,NA,-106.085,NA,NA,NA
99208,-3.68306,5,-3.60771,NA,NA,NA,-184.36,NA,NA,NA,NA
99560,-3.03708,4.29182,-4.8907,NA,NA,NA,-77.654,NA,NA,NA,NA
99650,-3.13822,3.94186,-5,NA,NA,NA,-84.91,NA,NA,NA,NA
99922,-1.85338,4.06685,-5,NA,NA,NA,NA,NA,-27.111,NA,NA
100183,-1.70445,3.19202,-5,NA,NA,NA,-57.266,NA,NA,NA,NA
100275,-1.56035,5,-5,NA,NA,NA,NA,NA,-86.43,NA,NA
100503,-1.75558,4.9484,-5,NA,NA,NA,NA,-71.354,NA,NA,NA
100737,-2.15847,4.27352,-5,NA,NA,NA,NA,-47.514,NA,NA,NA
100898,-0.871844,4.32253,-5,NA,NA,NA,-92.567,NA,NA,NA,NA
101101,-0.488791,5,-5,NA,NA,NA,-125.032,NA,NA,NA,NA
101308,-0.00968534,5,-4.63987,NA,NA,NA,-198.973,NA,NA,NA,NA
101415,-0.69733,5,-5,NA,NA,NA,NA,-119.996,NA,NA,NA
101756,-1.85048,5,-5,NA,NA,NA,NA,NA,-83.515,NA,NA
101872,-2.19817,5,-5,NA,NA,NA,NA,NA,-81.264,NA,NA
102083,-2.98624,2.8983,-5,NA,NA,NA,-108.113,NA,NA,NA,NA
102265,-2.53322,4.02218,-5,NA,NA,NA,NA,NA,-58.425,NA,NA
102568,-3.45349,5,-5,NA,NA,NA,-132.518,NA,NA,NA,NA
102682,-3.81819,5,-5,NA,NA,NA,-161.244,NA,NA,NA,NA
102958,-3.28984,5,-5,NA,NA,NA,-123.543,NA,NA,NA,NA
103137,-3.34836,5,-5,NA,NA,NA,NA,NA,-121.145,NA,NA
103369,-1.25004,5,-5,-119.817,NA,NA,NA,NA,NA,NA,NA
103502,-0.261397,5,-5,-226.586,NA,NA,NA,NA,NA,NA,NA
103698,-0.408831,4.25793,-5,NA,NA,NA,NA,-190.085,NA,NA,NA
103891,0.220393,4.70254,-3.70598,NA,NA,NA,NA,NA,-460.743,NA,NA
104146,-0.667335,4.98092,-4.6484,NA,NA,NA,NA,NA,-153.384,NA,NA
104270,-1.05796,5,-5,NA,-196.774,NA,NA,NA,NA,NA,NA
104557,-2.86466,4.84937,-5,-105.795,NA,NA,NA,NA,NA,NA,NA
104642,-2.45717,4.4688,-4.99253,NA,NA,NA,-65.114,NA,NA,NA,NA
104943,-3.0251,5,-5,NA,NA,NA,-102.17,NA,NA,NA,NA
105005,-0.738969,5,-4.35005,NA,NA,NA,-108.367,NA,NA,NA,NA
105219,-0.635566,3.92743,-4.98528,NA,NA,NA,NA,-110.241,NA,NA,NA
105400,-1.34697,3.70542,-4.83472,NA,NA,NA,-24.816,NA,NA,NA,NA
105720,-1.26354,4.62439,-4.1221,NA,NA,NA,-99.522,NA,NA,NA,NA
105859,-1.90339,3.91601,-3.81262,NA,NA,NA,NA,-91.503,NA,NA,NA
106189,-0.753358,5,-3.37534,NA,NA,NA,-163.223,NA,NA,NA,NA
106229,-1.1171,5,-3.97633,NA,NA,NA,NA,-129.81,NA,NA,NA
106438,-1.14889,4.58386,-2.99231,NA,-279.158,NA,NA,NA,NA,NA,NA
106710,-2.00156,4.51894,-5,-66.843,NA,NA,NA,NA,NA,NA,NA
106820,-1.76246,4.36038,-4.86675,NA,NA,NA,NA,-48.929,NA,NA,NA
107111,-2.20026,4.20119,-4.87625,NA,NA,NA,-49.07,NA,NA,NA,NA
107236,-2.03599,3.78568,-3.93652,NA,NA,NA,NA,-75.709,NA,NA,NA
107518,-1.57428,4.08249,-3.59348,NA,NA,NA,-105.587,NA,NA,NA,NA
107784,-2.24917,4.86794,-3.17414,NA,NA,NA,-136.521,NA,NA,NA,NA
107912,-1.85579,4.95221,-3.59172,NA,NA,NA,-115.605,NA,NA,NA,NA
108138,-2.5327,4.95589,-3.53361,NA,-195.606,NA,NA,NA,NA,NA,NA
108211,-3.38688,5,-4.22268,NA,NA,-215.428,NA,NA,NA,NA,NA
108433,-2.87685,5,-3.59718,NA,NA,NA,NA,NA,NA,NA,-326.609
108651,-2.78052,5,-2.47908,NA,NA,-343.25,NA,NA,NA,NA,NA
108833,-1.65557,4.90757,-3.29545,NA,NA,NA,NA,NA,-154.864,NA,NA
109181,-1.98156,4.04836,-4.54045,NA,NA,NA,NA,-39.071,NA,NA,NA
109290,-1.68514,4.76972,-3.77797,NA,NA,NA,-109.558,NA,NA,NA,NA
109491,-0.917508,4.1491,-4.2965,NA,NA,NA,-102.066,NA,NA,NA,NA
109686,-0.75944,5,-5,NA,NA,NA,-130.209,NA,NA,NA,NA
109935,-1.7305,4.88412,-4.75439,NA,NA,NA,-78.445,NA,NA,NA,NA
110002,-1.1594,5,-5,NA,NA,NA,NA,-98.714,NA,NA,NA
110319,0.0680767,5,-5,NA,NA,NA,-190.139,NA,NA,NA,NA
110538,0.497322,5,-4.80219,NA,NA,NA,NA,NA,-269.316,NA,NA
110683,0.979847,5,-5,NA,NA,NA,NA,-359.568,NA,NA,NA
110995,0.2221,5,-5,NA,NA,NA,-193.775,NA,NA,NA,NA
111005,-0.511441,4.11917,-5,NA,NA,NA,-109.019,NA,NA,NA,NA
111352,-1.07522,4.14259,-4.47214,NA,NA,NA,NA,-70.325,NA,NA,NA
111429,-0.415375,4.29717,-5,NA,NA,NA,-95.557,NA,NA,NA,NA
111623,-0.746244,4.20741,-5,NA,NA,NA,NA,-64.913,NA,NA,NA
111933,-1.29768,4.17325,-5,NA,NA,NA,NA,-27.362,NA,NA,NA
112118,-2.26421,4.13983,-5,NA,NA,NA,-48.583,NA,NA,NA,NA
112375,-1.50642,3.97009,-3.69236,NA,NA,NA,-97.936,NA,NA,NA,NA
112420,-1.55486,4.2535,-3.95876,NA,NA,NA,-82.61,NA,NA,NA,NA
112742,-1.56939,3.78244,-4.77725,NA,NA,NA,-46.995,NA,NA,NA,NA
112810,-1.27919,4.42331,-4.97704,NA,NA,NA,-60.526,NA,NA,NA,NA
113119,-2.44453,3.62304,-5,NA,NA,NA,NA,NA,-54.853,NA,NA
113373,-2.02439,3.80668,-5,NA,NA,NA,-34.353,NA,NA,NA,NA
113436,-1.88295,4.34256,-5,NA,NA,NA,-55.426,NA,NA,NA,NA
113782,-3.08539,3.8575,-5,NA,NA,NA,-85.232,NA,NA,NA,NA
113883,-2.85884,2.81087,-5,NA,NA,NA,NA,-94.39,NA,NA,NA
114180,-2.85239,4.50871,-5,NA,NA,NA,-80.756,NA,NA,NA,NA
114393,-1.2113,4.65244,-4.43966,NA,NA,NA,-82.36,NA,NA,NA,NA
114540,-2.05384,4.60783,-4.93149,NA,NA,NA,-51.636,NA,NA,NA,NA
114670,-2.90213,3.89113,-5,NA,NA,NA,-80.994,NA,NA,NA,NA
114885,-1.98128,4.06557,-5,NA,NA,NA,-49.321,NA,NA,NA,NA
115150,-1.24875,4.0577,-5,NA,NA,NA,NA,-27.766,NA,NA,NA
115275,-0.473119,5,-5,NA,NA,NA,NA,NA,-150.439,NA,NA
115490,-2.16012,3.91307,-5,NA,NA,NA,NA,-38.28,NA,NA,NA
115796,-3.15768,5,-4.59346,NA,NA,NA,-112.986,NA,NA,NA,NA
115992,-2.5812,5,-4.94123,NA,NA,NA,-90.902,NA,NA,NA,NA
116042,-2.85265,3.6585,-4.56959,NA,NA,NA,-76.714,NA,NA,NA,NA
116201,-2.19556,4.40102,-5,NA,NA,NA,-52.357,NA,NA,NA,NA
116535,-1.62454,3.97043,-5,NA,NA,NA,-47.636,NA,NA,NA,NA
116765,-2.93012,4.38337,-5,NA,NA,NA,-76.522,NA,NA,NA,NA
116829,-2.12325,3.87224,-5,NA,NA,NA,-43.833,NA,NA,NA,NA
117125,-2.24016,5,-5,NA,NA,NA,-76.775,NA,NA,NA,NA
117246,-1.54661,5,-5,NA,NA,NA,NA,-77.206,NA,NA,NA
117459,-2.35079,5,-5,NA,NA,NA,-76.127,NA,NA,NA,NA
117662,-2.46719,4.15402,-5,NA,NA,NA,-58.726,NA,NA,NA,NA
117989,-2.65647,3.23511,-4.84584,NA,NA,NA,-89.217,NA,NA,NA,NA
118086,-1.95923,5,-5,NA,NA,NA,-81.226,NA,NA,NA,NA
118283,-1.89579,4.7372,-5,NA,NA,NA,-61.589,NA,NA,NA,NA
118472,-2.88267,4.25402,-5,NA,NA,NA,-70.789,NA,NA,NA,NA
118684,-3.06479,4.60411,-5,NA,NA,NA,-94.856,NA,NA,NA,NA
118889,-1.56662,5,-5,NA,NA,NA,NA,-76.66,NA,NA,NA
119044,-1.04292,4.72281,-4.1476,NA,NA,NA,-85.135,NA,NA,NA,NA
119208,-0.684575,4.64879,-5,NA,NA,NA,-91.592,NA,NA,NA,NA
119479,-2.96245,2.65546,-5,NA,NA,NA,-108.786,NA,NA,NA,NA
119637,-1.40564,3.20528,-5,NA,NA,NA,-78.855,NA,NA,NA,NA
119843,-1.60264,3.68963,-3.13836,NA,NA,NA,-133.873,NA,NA,NA,NA
120129,-0.571959,4.39435,-5,NA,NA,NA,-114.78,NA,NA,NA,NA
120270,-3.09398,4.9629,-3.58591,NA,NA,NA,-144.661,NA,NA,NA,NA
120474,-2.05352,5,-5,NA,NA,NA,-81.583,NA,NA,NA,NA
120753,-1.31119,4.39717,-4.76516,NA,NA,NA,NA,NA,-43.781,NA,NA
120797,-1.34421,4.13808,-4.98872,NA,NA,NA,-64.008,NA,NA,NA,NA
121001,-1.38875,4.98248,-4.50979,NA,NA,NA,-85.19,NA,NA,NA,NA
121281,-3.08621,4.84362,-4.95129,NA,NA,NA,NA,NA,-98.89,NA,NA
121566,-3.27835,3.2199,-3.86527,-157.735,NA,NA,NA,NA,NA,NA,NA
121646,-3.18031,2.36094,-5,NA,NA,NA,NA,-135.108,NA,NA,NA
121866,-2.73977,2.20693,-5,NA,NA,NA,-136.189,NA,NA,NA,NA
122080,-3.39377,2.71817,-4.62119,NA,NA,NA,NA,NA,-141.208,NA,NA
122272,-3.72376,2.43212,-5,NA,NA,NA,-166.129,NA,NA,NA,NA
122565,-2.20315,3.28777,-5,NA,NA,NA,-58.721,NA,NA,NA,NA
122790,-1.56272,4.10069,-5,NA,NA,NA,-45.478,NA,NA,NA,NA
122826,-3.0235,5,-5,NA,NA,NA,-104.488,NA,NA,NA,NA
123187,-2.66582,4.72598,-5,NA,NA,NA,-72.841,NA,NA,NA,NA
123372,-2.3585,3.97066,-5,NA,-102.961,NA,NA,NA,NA,NA,NA
123503,-3.13083,2.55849,-4.94738,NA,-171.646,NA,NA,NA,NA,NA,NA
123632,-2.62523,2.31158,-5,NA,NA,NA,NA,NA,-158.497,NA,NA
123888,-2.41514,2.82341,-4.86831,NA,NA,NA,NA,-75.375,NA,NA,NA
124152,-1.56522,4.86282,-5,-95.771,NA,NA,NA,NA,NA,NA,NA
124213,-2.8164,3.73902,-5,NA,NA,NA,-73.262,NA,NA,NA,NA
124424,-2.73963,4.42917,-5,NA,NA,NA,NA,NA,-70.263,NA,NA
124679,-2.97945,4.35224,-5,NA,NA,NA,-77.378,NA,NA,NA,NA
124870,-2.55253,5,-5,NA,-135.231,NA,NA,NA,NA,NA,NA
125075,-2.42867,4.4513,-4.55138,NA,-107.407,NA,NA,NA,NA,NA,NA
125364,-0.799312,5,-4.87495,NA,-218.126,NA,NA,NA,NA,NA,NA
125442,-1.49355,5,-4.79237,NA,-176.104,NA,NA,NA,NA,NA,NA
125715,-3.25504,3.95037,-5,NA,-137.753,NA,NA,NA,NA,NA,NA
125937,-2.30499,5,-3.72582,NA,-184.378,NA,NA,NA,NA,NA,NA
126113,-1.48875,5,-3.79383,-154.723,NA,NA,NA,NA,NA,NA,NA
126287,-2.91078,5,-4.28728,NA,NA,NA,NA,-98.923,NA,NA,NA
126573,-3.23179,4.5351,-4.42056,NA,NA,NA,NA,NA,-98.862,NA,NA
126685,-1.48253,5,-5,-117.901,NA,NA,NA,NA,NA,NA,NA
126900,-2.34339,5,-5,NA,NA,-148.34,NA,NA,NA,NA,NA
127153,-2.05848,5,-5,NA,-130.852,NA,NA,NA,NA,NA,NA
127336,-2.38413,5,-4.24504,-114.948,NA,NA,NA,NA,NA,NA,NA
127542,-0.096632,4.78939,-3.9828,NA,-329.78,NA,NA,NA,NA,NA,NA
