id,x0,x1,x2,fitness7.5,fitness7,fitness8.5,fitness8,fitness6.5,fitness9,fitness10,fitness9.5,fitness6,fitness4,fitness5,fitness4.5,fitness2.5
47772,7.71943,8.31444,8.00647,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA
47987,8.59921,8.01848,7.65111,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48056,7.09358,8.74648,6.85776,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
48279,6.68737,7.89799,7.63243,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48474,6.95181,7.10263,7.40011,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48741,7.90867,7.83595,8.09544,NA,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
48943,7.82195,7.24728,7.20873,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152,9.28786,7.22725,7.4225,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49232,8.90934,7.18862,8.08972,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
49469,8.18052,8.37982,8.15721,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA
49605,7.80253,8.23559,8.43168,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA
49920,7.75248,7.90605,7.50319,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
50079,7.52108,9.08055,7.49536,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA
50216,6.77542,7.88893,6.86715,NA,NA,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50417,7.74423,7.95107,7.57141,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA
50691,7.36078,6.76236,8.76009,NA,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50978,7.25055,6.98847,8.83004,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51124,9.17371,6.90515,8.06423,NA,NA,NA,NA,NA,NA,NA,NA,0.152,NA,NA,NA,NA
51251,7.23991,7.70976,8.86595,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA
51597,8.64113,6.35186,8.22214,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
51786,8.2756,7.76501,8.04873,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA
51975,9.26641,9.36014,8.26899,NA,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA
52161,7.67765,7.81558,6.77285,NA,NA,NA,NA,NA,NA,NA,NA,0.427,NA,NA,NA,NA
52238,7.73319,7.84522,6.85919,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
52509,8.00237,8.37474,7.43632,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52690,7.7736,8.17386,7.70303,NA,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA
52948,8.78681,8.1279,8.04849,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53052,8.88944,8.66417,7.15871,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
53254,8.03031,7.31172,6.3121,NA,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA,NA
53525,7.72106,9.31803,6.84742,NA,NA,NA,NA,NA,0.306,NA,NA,NA,NA,NA,NA,NA
53620,7.48282,9.45532,6.68655,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53863,7.0286,8.71027,7.60067,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
54180,7.3057,8.78556,7.9206,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54355,7.96582,8.53647,7.64456,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54425,7.64982,7.25506,6.97769,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
54761,7.09425,8.5381,7.37213,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54880,7.25307,7.98431,7.53969,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55001,7.49424,8.30819,7.54598,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55383,8.55671,8.03371,7.82651,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55562,8.18744,7.05715,7.07416,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55659,7.47582,7.46556,7.51165,NA,NA,NA,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA
55891,7.16701,6.55988,7.78937,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56163,7.27699,7.31116,7.48008,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56396,7.17998,6.8139,7.50257,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56451,6.87226,8.00458,8.11731,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
56677,6.55545,6.8112,7.09894,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56908,6.06648,7.1602,8.51311,NA,NA,NA,NA,0.183,NA,NA,NA,NA,NA,NA,NA,NA
57041,4.18951,7.46762,9.28359,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57285,4.2331,7.47136,7.9934,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57420,4.23402,6.94191,7.76208,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57800,3.67196,8.30842,7.71982,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57814,6.35495,8.27239,7.72634,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58067,6.81385,9.14211,7.44046,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58225,7.22746,8.23071,7.21857,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA
58503,7.87406,7.70958,8.02342,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58720,7.89208,8.7457,7.49479,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58842,8.11532,7.2758,7.19478,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA
59012,7.24425,8.73077,7.41023,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA
59252,7.34749,6.81742,7.70627,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59571,8.24925,6.64264,9.02623,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59778,7.11401,7.70281,9.3244,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59826,7.65119,7.82175,8.39916,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60062,9.21449,7.77339,6.81268,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60229,9.16475,6.96705,7.48574,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60448,8.78882,6.595,7.21133,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
60624,7.51436,7.49651,8.72322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA
60964,8.55837,7.34935,8.11375,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA
61150,7.61518,6.88517,8.24027,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
61242,7.83012,6.30607,7.01527,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
61477,7.2563,7.19188,7.52424,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61628,7.07628,7.26545,7.96057,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61979,6.55883,7.20963,8.77833,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62033,7.54593,6.51146,8.85414,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62204,7.09264,6.97685,9.35069,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62416,7.56505,7.7324,9.34418,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62622,7.55049,7.37844,9.77148,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62894,7.62918,6.84794,9.51563,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63199,8.35896,6.74874,8.6012,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA
63282,7.81077,7.71201,8.10119,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63484,7.43712,7.46427,8.52052,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA
63756,6.6984,7.26781,8.04238,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
63919,7.4289,6.97787,7.26879,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
64181,7.43114,7.07999,8.24029,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64247,7.50982,7.84685,8.11237,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
64573,8.04018,7.57948,7.86199,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
64668,7.54928,8.65264,9.20195,NA,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64827,7.83868,9.54799,8.50741,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65049,7.97474,9.62826,8.26243,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65318,9.1439,7.91832,7.8351,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65494,9.23392,7.66115,8.46356,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA
65607,8.58813,8.19817,8.2179,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA
65832,7.8965,7.96041,6.84055,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66065,7.28567,8.3848,6.52922,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA
66394,6.38831,8.12927,6.99617,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66546,7.26302,8.73189,7.31379,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66687,7.79964,8.1056,7.74602,NA,NA,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA
66801,9.68584,9.56298,8.09477,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67162,7.61327,9.94281,7.48568,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67342,7.82221,10.0233,8.05775,NA,NA,NA,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA
67555,8.65098,8.22218,7.84915,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
67640,8.52802,8.17477,6.90332,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67830,8.42765,7.28872,7.49889,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68161,7.40005,7.9687,6.57855,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68306,7.7745,7.21262,6.63125,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68532,6.54325,7.28298,7.73164,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68751,5.34626,7.70073,7.83107,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68833,4.53891,7.57808,9.37073,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69164,4.05161,7.72419,7.8665,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69230,3.67925,7.19152,8.0539,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA
69597,5.12408,7.54482,8.26951,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA
69640,3.84073,8.47448,7.8129,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69888,3.71062,7.96618,7.88853,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70067,3.41678,8.06919,7.56837,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70316,4.70031,7.85776,7.70648,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70500,4.24724,8.47148,8.9147,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70787,3.51943,7.78153,8.47296,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70970,4.77212,7.86571,9.05459,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA
71127,6.95385,8.28931,8.40826,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71273,6.78962,7.15744,8.91695,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71505,5.71656,7.53757,6.97473,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA
71621,7.70799,7.41006,8.38604,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71981,8.54551,8.27132,8.84119,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72118,8.00169,7.82779,8.01332,0.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72258,7.02964,8.86768,7.42403,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72549,7.45816,7.61806,7.94259,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72601,7.91787,7.3087,8.57272,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72952,7.7809,7.18847,7.66882,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
73192,7.56436,8.71847,6.88773,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA
73334,8.03223,8.98699,6.52861,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73542,7.15176,8.47472,7.23124,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
73692,7.09339,7.20206,7.98992,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
73949,6.2289,8.46953,7.43516,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
74120,7.31156,6.87794,6.84333,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
74286,7.05407,8.25805,7.02865,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74509,7.17262,7.88722,6.02001,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74736,7.49585,8.67426,4.48891,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA,NA
74814,8.12936,7.85586,6.70832,NA,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA
75137,8.21274,7.87058,7.71207,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA
75217,7.95036,8.78679,7.45053,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75514,7.45042,7.7465,8.96197,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75788,7.69142,7.44194,7.66361,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
75972,8.73079,8.18388,6.83855,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76054,8.96721,7.76089,7.95502,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76347,7.83346,8.76047,9.04896,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA
76504,8.1831,7.7949,8.58321,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76691,8.18693,7.62676,7.84426,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76930,7.17161,7.5663,6.97424,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA
77160,7.67196,6.47278,6.89645,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA
77255,7.62822,5.93479,7.96142,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
77443,8.06832,6.9352,7.39596,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77759,7.09491,7.35347,9.09211,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77887,7.69861,8.3616,8.93309,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78135,7.0849,7.00724,8.63322,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78324,8.10821,7.99274,9.47064,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78407,8.94223,8.00779,7.9759,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78769,7.54468,7.55337,7.52618,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
78963,7.96158,8.22146,7.15055,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA
79197,9.03583,8.38756,7.63164,NA,NA,NA,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA
79299,7.60631,7.90097,7.79293,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA
79586,7.01795,8.18152,7.45334,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79645,6.95147,7.56706,7.25906,NA,NA,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA
79829,7.50673,7.84341,7.96747,NA,NA,NA,NA,NA,NA,NA,0.554,NA,NA,NA,NA,NA
80084,7.79022,7.08934,7.92171,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA
80221,7.37674,8.08369,8.24935,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80500,6.98656,6.52181,7.73542,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80612,7.22517,6.91561,7.18977,NA,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA
80899,8.53342,8.31593,7.44104,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81019,9.61738,8.59719,7.79746,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81254,10.1145,7.49472,8.0769,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81544,9.64099,8.48569,8.11403,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81652,10.0784,8.17777,7.86648,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
81963,9.88727,7.03455,7.94492,NA,NA,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82027,9.81412,8.59376,8.27391,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82225,9.68351,8.30586,8.22109,NA,NA,NA,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA
82591,9.77999,8.3962,7.44607,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82773,7.75192,6.966,8.19146,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA
82959,8.00579,6.75402,8.02042,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA
83171,8.28733,8.5031,6.71114,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
83283,7.94404,7.09511,8.06649,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83432,7.47318,8.33106,8.15827,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83788,7.74605,7.90712,8.06019,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83942,8.42631,8.05055,7.79337,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA
84006,8.35526,6.9791,8.03964,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84349,8.5434,7.96699,7.80141,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
84423,9.70729,7.26684,7.47827,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA
84661,8.78122,7.69147,8.30458,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
84926,8.09392,6.76359,8.08715,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85046,7.21574,8.05798,8.19901,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85269,7.92035,6.7576,8.06858,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
85473,7.54039,8.36898,7.25432,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85770,6.51994,8.4621,7.31046,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85989,6.26797,7.80284,7.03595,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86096,7.88207,7.77538,6.86222,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86203,9.16762,8.22801,6.46073,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86424,8.03963,8.88435,5.82399,NA,NA,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86633,6.95445,9.1157,7.55493,NA,NA,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA
86916,7.87366,8.98072,6.96566,NA,NA,NA,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA
87120,8.22936,8.52056,7.53592,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA
87314,7.47574,8.39763,8.03565,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
87580,7.7625,9.3114,9.38436,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87755,8.40551,7.54019,7.78811,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87903,9.6203,7.63864,7.48881,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88176,8.98433,7.29756,8.35065,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA
88278,8.7131,8.30716,9.17194,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88496,7.04785,7.68404,8.85304,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88650,7.82549,6.92201,7.95575,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
88948,7.10123,9.10116,7.31192,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89160,7.56745,8.21694,8.20005,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89289,8.27632,8.38739,8.53634,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89454,8.4741,7.75527,7.37648,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA
89716,7.30125,6.79582,7.93253,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89825,7.69965,8.29661,7.66092,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA
90012,7.47519,8.39284,7.43733,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA
90356,7.64657,7.80607,7.87194,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90416,7.88518,7.1612,8.40126,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90770,6.57018,7.83379,8.08762,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90812,8.61425,7.72949,8.2084,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91005,8.5992,6.95236,8.94139,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91374,8.61728,6.99009,7.91994,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
91545,8.02126,8.07431,8.21243,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91726,8.39421,7.10375,7.99451,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91890,8.23251,8.41981,7.60554,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
92042,7.18299,7.81557,8.09979,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA
92280,7.13495,9.11973,7.87641,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92504,8.5467,8.57186,7.8461,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA
92735,7.35853,7.83025,7.67353,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92801,7.6158,8.10169,7.32661,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA
93144,8.95686,7.6092,7.22955,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93353,8.82029,8.21777,7.71457,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93512,7.93167,8.48275,7.49858,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA
93753,7.72191,6.87894,7.37948,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA
93966,7.68734,7.28394,6.74858,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA
94091,9.2957,7.76046,7.21886,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618,NA,NA,NA
94208,8.96425,7.88699,8.33635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA
94489,8.81857,8.11453,8.15407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA
94628,8.59497,8.29474,8.19115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,NA,NA
94883,8.33062,8.05484,8.08584,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA
95107,8.25738,6.93948,8.63517,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA
95203,7.30436,6.06155,6.82036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,NA,NA,NA
