id,x0,x1,x2,fitness-2.5,fitness-4,fitness-3.5,fitness-1.5,fitness-3,fitness-2,fitness-1,fitness-4.5
63393,1.97172,1.67272,-5,-16.584,NA,NA,NA,NA,NA,NA,NA
63534,2.01897,1.51694,-5,NA,NA,NA,NA,NA,-21.572,NA,NA
63705,2.20556,1.0981,-5,-30.515,NA,NA,NA,NA,NA,NA,NA
63863,1.3547,2.04675,-5,NA,NA,NA,NA,-23.238,NA,NA,NA
64068,1.71467,1.13834,-5,-27.465,NA,NA,NA,NA,NA,NA,NA
64280,1.54201,1.81914,-4.64468,-6.73,NA,NA,NA,NA,NA,NA,NA
64489,1.52531,1.92171,-3.57679,-21.417,NA,NA,NA,NA,NA,NA,NA
64756,2.51161,2.59846,-4.55937,NA,NA,-48.244,NA,NA,NA,NA,NA
64963,1.21904,1.06017,-4.19953,NA,NA,NA,NA,-41.382,NA,NA,NA
65156,2.84548,2.45994,-3.4095,-70.599,NA,NA,NA,NA,NA,NA,NA
65339,2.4385,2.29372,-3.46501,NA,NA,NA,NA,-52.441,NA,NA,NA
65594,2.27942,1.78767,-4.08253,NA,NA,NA,NA,-14.815,NA,NA,NA
65755,2.65705,1.61841,-4.70696,NA,NA,-54.138,NA,NA,NA,NA,NA
65928,2.16803,1.76403,-4.75826,NA,NA,-37.901,NA,NA,NA,NA,NA
66174,2.30748,1.1437,-5,NA,NA,NA,NA,NA,-34.516,NA,NA
66234,1.80629,1.08709,-4.27147,-11.848,NA,NA,NA,NA,NA,NA,NA
66499,1.53692,1.52004,-5,NA,NA,-35.462,NA,NA,NA,NA,NA
66693,0.729197,1.7012,-3.67334,NA,NA,NA,-76.396,NA,NA,NA,NA
66816,2.46495,1.55355,-4.20081,-15.642,NA,NA,NA,NA,NA,NA,NA
67030,2.66823,1.89067,-4.10932,NA,NA,NA,NA,NA,-29.351,NA,NA
67321,1.78126,2.25898,-3.9847,NA,NA,NA,NA,NA,-19.51,NA,NA
67435,1.05607,1.01326,-4.25705,-43.645,NA,NA,NA,NA,NA,NA,NA
67646,1.46336,2.27937,-4.60534,-16.34,NA,NA,NA,NA,NA,NA,NA
67988,1.91753,1.48695,-4.50361,NA,NA,NA,NA,-16.655,NA,NA,NA
68099,1.55234,2.21903,-4.638,NA,NA,NA,NA,-15.966,NA,NA,NA
68288,1.66997,2.20981,-4.55222,-11.351,NA,NA,NA,NA,NA,NA,NA
68586,1.50633,2.7353,-5,NA,NA,NA,NA,NA,-50.828,NA,NA
68664,1.07516,2.4662,-3.94997,-33.207,NA,NA,NA,NA,NA,NA,NA
68930,1.07301,2.34401,-3.7218,NA,NA,NA,NA,NA,-39.25,NA,NA
69011,2.32036,1.64243,-4.55985,NA,NA,NA,NA,-15.832,NA,NA,NA
69233,1.77434,2.45366,-5,-27.296,NA,NA,NA,NA,NA,NA,NA
69544,1.76934,1.93707,-5,NA,NA,NA,NA,-20.787,NA,NA,NA
69773,1.77833,2.08878,-5,-19.211,NA,NA,NA,NA,NA,NA,NA
69895,1.08097,1.93778,-5,-28.47,NA,NA,NA,NA,NA,NA,NA
70183,1.52405,2.31949,-4.58715,-16.188,NA,NA,NA,NA,NA,NA,NA
70291,1.62718,1.78609,-5,NA,NA,NA,NA,NA,-29.853,NA,NA
70468,1.42557,1.91673,-4.82233,NA,NA,NA,NA,NA,NA,-54.335,NA
70775,2.53067,2.06523,-4.51126,-21.65,NA,NA,NA,NA,NA,NA,NA
70925,1.73835,1.10038,-4.33215,-11.513,NA,NA,NA,NA,NA,NA,NA
71043,2.18051,1.51537,-4.43508,NA,NA,NA,NA,NA,-11.468,NA,NA
71206,1.89563,0.829094,-4.83846,-38.449,NA,NA,NA,NA,NA,NA,NA
71539,1.77056,1.20923,-4.23784,-8.422,NA,NA,NA,NA,NA,NA,NA
71601,1.68546,2.44535,-3.60171,NA,NA,-45.26,NA,NA,NA,NA,NA
71845,0.92415,1.83076,-4.20042,NA,NA,NA,NA,-29.84,NA,NA,NA
72021,2.19632,1.42973,-3.67306,NA,NA,NA,NA,-23.444,NA,NA,NA
72205,1.77621,2.00212,-4.88785,NA,NA,NA,NA,-23.552,NA,NA,NA
72421,1.98824,2.15642,-4.74739,NA,NA,NA,NA,NA,-24.297,NA,NA
72654,2.01199,1.28283,-5,-20.927,NA,NA,NA,NA,NA,NA,NA
72964,3.04548,2.07163,-5,NA,NA,NA,NA,-57.414,NA,NA,NA
73114,1.58482,2.5501,-4.67091,NA,NA,NA,NA,-25.775,NA,NA,NA
73296,2.36403,2.53338,-5,-37.795,NA,NA,NA,NA,NA,NA,NA
73412,1.68481,1.74845,-4.10359,-2.546,NA,NA,NA,NA,NA,NA,NA
73603,1.76571,1.23186,-4.48656,-6.886,NA,NA,NA,NA,NA,NA,NA
73918,1.65564,1.2887,-5,NA,NA,NA,NA,-21.637,NA,NA,NA
74042,1.24892,1.17762,-5,NA,NA,NA,NA,NA,-39.405,NA,NA
74237,2.28332,2.00946,-5,NA,NA,NA,NA,NA,-23.917,NA,NA
74436,2.02343,1.0341,-5,NA,NA,NA,NA,-31.618,NA,NA,NA
74689,2.03084,1.39006,-5,-18.358,NA,NA,NA,NA,NA,NA,NA
74820,1.46909,2.60685,-5,-35.279,NA,NA,NA,NA,NA,NA,NA
75007,2.69858,2.2554,-5,NA,NA,NA,NA,-43.209,NA,NA,NA
75225,2.19831,1.90316,-4.7044,-12.422,NA,NA,NA,NA,NA,NA,NA
75590,1.66709,1.65836,-5,NA,NA,NA,NA,-19.752,NA,NA,NA
75774,1.77834,2.17586,-3.7315,NA,NA,NA,NA,-19.785,NA,NA,NA
75868,2.61786,1.80966,-3.87814,NA,NA,NA,-51.551,NA,NA,NA,NA
76072,2.20703,1.45053,-4.51788,-10,NA,NA,NA,NA,NA,NA,NA
76201,2.42395,1.6656,-4.09775,-15.318,NA,NA,NA,NA,NA,NA,NA
76454,2.47128,1.85647,-4.71174,NA,NA,-37.197,NA,NA,NA,NA,NA
76622,1.95166,3.20353,-3.94543,NA,NA,NA,NA,NA,-60.86,NA,NA
76981,2.49027,2.525,-4.40599,-31.986,NA,NA,NA,NA,NA,NA,NA
77140,2.49948,2.63757,-4.39245,NA,NA,NA,NA,NA,-46.277,NA,NA
77399,1.66626,2.52029,-4.48036,NA,NA,NA,NA,NA,-24.323,NA,NA
77596,2.59406,2.01995,-5,NA,NA,NA,NA,-32.525,NA,NA,NA
77744,2.06294,1.77305,-5,NA,NA,NA,NA,-20.09,NA,NA,NA
77990,2.14839,1.57632,-5,NA,NA,NA,NA,NA,-23.421,NA,NA
78125,0.896,1.91327,-4.43123,NA,NA,NA,NA,-26.627,NA,NA,NA
78368,2.14659,1.72968,-4.04171,NA,NA,NA,NA,-11.797,NA,NA,NA
78504,2.2141,2.30718,-5,NA,NA,NA,NA,NA,-30.032,NA,NA
78617,1.80843,1.38388,-5,-17.423,NA,NA,NA,NA,NA,NA,NA
78898,2.12278,1.74222,-4.95394,NA,NA,NA,NA,NA,-18.754,NA,NA
79190,2.24458,2.1078,-4.74906,NA,NA,-33.822,NA,NA,NA,NA,NA
79224,1.8675,2.40536,-4.47112,NA,NA,NA,NA,-25.005,NA,NA,NA
79439,1.57686,1.34932,-5,-21.395,NA,NA,NA,NA,NA,NA,NA
79604,1.50329,1.49379,-4.02453,NA,NA,NA,NA,NA,-11.129,NA,NA
79899,1.59218,2.09455,-4.4386,-8.101,NA,NA,NA,NA,NA,NA,NA
80092,2.08006,1.32922,-4.61383,NA,NA,NA,NA,-17.484,NA,NA,NA
80280,1.90982,1.76854,-5,NA,NA,NA,NA,-21.966,NA,NA,NA
80421,2.04877,2.23655,-5,NA,NA,-40.939,NA,NA,NA,NA,NA
80695,2.27372,2.24002,-5,NA,NA,NA,NA,NA,-30.834,NA,NA
80988,2.1201,2.32423,-5,NA,NA,NA,NA,NA,-34.773,NA,NA
81054,2.1259,1.6454,-4.87876,-13.785,NA,NA,NA,NA,NA,NA,NA
81306,2.35694,1.58905,-4.71104,NA,NA,NA,NA,-22.185,NA,NA,NA
81599,2.41827,1.16161,-4.23272,NA,NA,-41.411,NA,NA,NA,NA,NA
81700,1.72747,2.20571,-4.69325,NA,NA,-25.469,NA,NA,NA,NA,NA
81820,2.14405,2.46656,-5,NA,NA,NA,NA,-34.737,NA,NA,NA
82117,2.38436,1.91986,-5,NA,NA,NA,-42.299,NA,NA,NA,NA
82325,1.9615,2.17237,-4.43934,NA,NA,NA,NA,NA,-19.504,NA,NA
82525,2.09785,1.29649,-4.0577,NA,NA,NA,NA,NA,-12.42,NA,NA
82650,1.31976,2.96626,-5,NA,NA,-66.535,NA,NA,NA,NA,NA
82838,2.09724,1.10632,-5,NA,NA,NA,NA,-29.217,NA,NA,NA
83149,2.15086,2.2195,-4.90066,NA,NA,NA,-36.326,NA,NA,NA,NA
83224,2.3809,2.5648,-4.49177,NA,NA,NA,NA,NA,-35.027,NA,NA
83561,1.66131,1.36335,-5,NA,-53.093,NA,NA,NA,NA,NA,NA
83659,2.25233,2.50791,-4.7351,-27.627,NA,NA,NA,NA,NA,NA,NA
83811,1.90652,2.3569,-4.11874,NA,NA,NA,NA,NA,-17.746,NA,NA
84130,2.08463,1.9717,-5,-18.076,NA,NA,NA,NA,NA,NA,NA
84370,2.18045,1.94505,-5,NA,NA,NA,NA,-21.555,NA,NA,NA
84514,1.66274,2.03819,-5,-17.94,NA,NA,NA,NA,NA,NA,NA
84663,2.49457,2.04953,-5,-28.532,NA,NA,NA,NA,NA,NA,NA
84925,1.86515,1.98602,-5,-16.679,NA,NA,NA,NA,NA,NA,NA
85132,1.76147,2.46292,-5,NA,NA,NA,NA,-29.87,NA,NA,NA
85344,1.97805,1.7569,-3.29896,NA,NA,-49.908,NA,NA,NA,NA,NA
85564,2.24796,2.33798,-3.71919,-28.672,NA,NA,NA,NA,NA,NA,NA
85668,2.11415,0.983173,-3.72214,-33.519,NA,NA,NA,NA,NA,NA,NA
85950,1.71316,2.22387,-4.99778,NA,NA,NA,NA,NA,-23.691,NA,NA
86156,1.8427,1.94067,-5,NA,NA,-39.076,NA,NA,NA,NA,NA
86322,1.37206,3.06186,-5,NA,NA,NA,NA,-59.245,NA,NA,NA
86434,2.3364,1.96081,-5,-23.151,NA,NA,NA,NA,NA,NA,NA
86663,2.62965,1.26022,-4.56343,NA,NA,NA,NA,-37.714,NA,NA,NA
86820,2.38498,1.53702,-4.86311,-19.022,NA,NA,NA,NA,NA,NA,NA
87179,2.11395,1.63851,-5,NA,NA,NA,NA,-19.089,NA,NA,NA
87322,1.80791,1.23407,-4.70724,NA,NA,NA,NA,NA,-14.472,NA,NA
87556,2.04246,0.998786,-4.68957,NA,NA,-47.843,NA,NA,NA,NA,NA
87754,1.80633,1.98402,-4.24925,NA,NA,-21.512,NA,NA,NA,NA,NA
87899,1.28051,2.26339,-4.4541,-19.071,NA,NA,NA,NA,NA,NA,NA
88178,2.09274,1.32431,-5,NA,NA,NA,NA,NA,-24.586,NA,NA
88213,2.78025,1.83072,-5,-37.109,NA,NA,NA,NA,NA,NA,NA
88406,1.76961,1.55856,-4.74816,-8.409,NA,NA,NA,NA,NA,NA,NA
88628,1.75064,0.721347,-5,NA,NA,NA,NA,NA,-68.083,NA,NA
88824,1.83703,2.01106,-4.73374,NA,NA,NA,NA,-18.122,NA,NA,NA
89190,1.94683,1.63703,-5,NA,NA,NA,NA,NA,-27.116,NA,NA
89274,2.0283,1.61271,-5,-16.333,NA,NA,NA,NA,NA,NA,NA
89415,2.68804,1.61809,-5,NA,NA,NA,-65.063,NA,NA,NA,NA
89624,2.54783,1.33194,-4.68686,-24.683,NA,NA,NA,NA,NA,NA,NA
89958,2.13333,2.14915,-5,NA,NA,NA,NA,-25.965,NA,NA,NA
90026,2.14055,1.16742,-5,NA,NA,NA,NA,NA,-29.433,NA,NA
90261,1.52418,1.63462,-5,NA,NA,NA,NA,NA,-22.834,NA,NA
90585,1.12803,2.38633,-4.89801,NA,NA,NA,NA,NA,-40.599,NA,NA
90716,0.396014,2.50528,-5,-69.202,NA,NA,NA,NA,NA,NA,NA
90858,0.680498,1.98341,-4.67758,NA,NA,NA,NA,NA,-41.792,NA,NA
91039,1.25801,2.10296,-4.98744,NA,NA,NA,-47.731,NA,NA,NA,NA
91231,0.926955,2.39387,-4.96828,NA,NA,NA,NA,NA,-51.455,NA,NA
91427,1.73143,2.94938,-3.59228,-54.017,NA,NA,NA,NA,NA,NA,NA
91644,1.08938,1.09494,-4.4635,-34.859,NA,NA,NA,NA,NA,NA,NA
91900,1.6628,1.42509,-4.53354,NA,NA,NA,NA,-15.008,NA,NA,NA
92194,1.44507,1.79284,-3.95216,NA,NA,NA,NA,-14.511,NA,NA,NA
92361,2.54047,1.85618,-5,NA,NA,NA,NA,-35.04,NA,NA,NA
92465,1.05456,2.56417,-5,NA,NA,NA,NA,-52.235,NA,NA,NA
92625,1.32702,1.44109,-4.6342,NA,NA,-30.803,NA,NA,NA,NA,NA
92804,1.74728,1.80578,-5,NA,NA,NA,NA,NA,-26.539,NA,NA
93022,1.13181,1.63129,-4.4351,NA,NA,NA,NA,NA,-22.691,NA,NA
93331,1.33209,1.02452,-5,NA,NA,NA,NA,NA,-51.246,NA,NA
93440,1.38357,1.51152,-5,-22.764,NA,NA,NA,NA,NA,NA,NA
93733,2.30516,1.52551,-5,-21.531,NA,NA,NA,NA,NA,NA,NA
93863,2.13021,1.534,-4.61402,NA,NA,NA,NA,NA,-16.301,NA,NA
94143,1.44493,1.51118,-3.77978,NA,NA,NA,NA,NA,-26.672,NA,NA
94392,1.85263,1.5612,-3.41273,NA,NA,NA,NA,NA,-37.799,NA,NA
94445,1.54522,2.12654,-3.73674,NA,NA,NA,NA,NA,-23.994,NA,NA
94795,1.74803,1.68422,-3.75743,NA,NA,NA,NA,NA,-15.014,NA,NA
94941,1.85275,2.14526,-3.50833,NA,NA,NA,NA,NA,-28.22,NA,NA
95112,2.36139,1.60817,-3.37671,NA,NA,NA,NA,NA,-40.157,NA,NA
95348,1.22072,1.47894,-4.74417,NA,NA,NA,-36.622,NA,NA,NA,NA
95452,1.3732,1.68845,-5,-19.327,NA,NA,NA,NA,NA,NA,NA
95612,1.386,1.39223,-4.36275,NA,NA,NA,NA,-22.985,NA,NA,NA
95961,2.54546,1.65738,-4.29006,-17.225,NA,NA,NA,NA,NA,NA,NA
96080,2.50263,0.907925,-4.64281,NA,NA,NA,NA,-41.024,NA,NA,NA
96393,2.02517,1.14163,-5,-26.597,NA,NA,NA,NA,NA,NA,NA
96531,2.10284,1.54844,-5,-17.036,NA,NA,NA,NA,NA,NA,NA
96626,2.82918,1.59176,-5,NA,NA,NA,NA,NA,-40.722,NA,NA
96931,2.16931,1.45176,-4.25154,NA,NA,NA,-30.031,NA,NA,NA,NA
97105,1.58684,0.969838,-4.34747,-22.337,NA,NA,NA,NA,NA,NA,NA
97343,1.97867,1.41645,-4.5693,NA,NA,NA,NA,NA,-12.593,NA,NA
97589,2.66531,1.26143,-5,NA,NA,NA,NA,-43.499,NA,NA,NA
97639,2.16435,0.962864,-5,-37.094,NA,NA,NA,NA,NA,NA,NA
97976,1.98748,1.43456,-5,-17.279,NA,NA,NA,NA,NA,NA,NA
98173,1.80084,1.24244,-3.71761,NA,NA,NA,NA,NA,-24.14,NA,NA
98240,1.7967,1.69188,-4.56299,-2.573,NA,NA,NA,NA,NA,NA,NA
98401,1.0443,1.43015,-4.07498,NA,NA,NA,NA,NA,-30.513,NA,NA
98701,1.82402,1.7957,-3.42927,-25.671,NA,NA,NA,NA,NA,NA,NA
98932,2.77176,1.98626,-4.7223,NA,NA,NA,NA,NA,-34.153,NA,NA
99002,2.8264,1.63359,-5,NA,NA,NA,NA,-39.665,NA,NA,NA
99399,1.98775,2.26751,-5,-22.942,NA,NA,NA,NA,NA,NA,NA
99459,1.5926,2.54306,-3.75506,-30.118,NA,NA,NA,NA,NA,NA,NA
99629,2.46605,2.04802,-4.16755,-18.712,NA,NA,NA,NA,NA,NA,NA
99996,2.58784,1.28223,-3.7006,NA,NA,NA,NA,NA,-40.458,NA,NA
100093,1.38312,0.91968,-4.79197,NA,NA,NA,NA,-45.144,NA,NA,NA
100374,2.07585,1.61211,-5,NA,NA,NA,NA,NA,-19.67,NA,NA
100409,2.01115,1.7784,-5,-15.768,NA,NA,NA,NA,NA,NA,NA
100680,2.14513,1.44637,-5,-18.925,NA,NA,NA,NA,NA,NA,NA
100979,1.44332,1.35814,-5,NA,NA,NA,-55.124,NA,NA,NA,NA
101033,1.40498,2.21306,-4.4999,NA,NA,NA,NA,NA,-20.406,NA,NA
101294,3.14551,1.46311,-3.7675,NA,NA,NA,NA,-60.47,NA,NA,NA
101530,2.35747,1.19917,-3.79367,-26.894,NA,NA,NA,NA,NA,NA,NA
101784,2.54842,2.465,-5,NA,NA,NA,NA,-45.678,NA,NA,NA
101892,2.12723,2.26902,-5,NA,NA,NA,NA,NA,-25.907,NA,NA
102167,1.92195,1.88379,-4.69822,NA,NA,NA,NA,NA,-21.369,NA,NA
102212,1.2029,1.77622,-5,NA,NA,NA,NA,NA,-33.073,NA,NA
102527,0.724474,1.95696,-4.64776,-36.489,NA,NA,NA,NA,NA,NA,NA
102689,0.759873,2.30445,-4.76478,NA,NA,NA,NA,NA,-52.93,NA,NA
102971,1.48815,1.82969,-5,-17.975,NA,NA,NA,NA,NA,NA,NA
103092,1.15934,1.43859,-4.7004,-22.557,NA,NA,NA,NA,NA,NA,NA
103231,1.35522,0.778556,-5,NA,NA,NA,NA,-60.64,NA,NA,NA
103497,1.75468,2.19754,-5,-21.15,NA,NA,NA,NA,NA,NA,NA
103772,1.67916,2.37665,-5,NA,NA,NA,NA,NA,-27.48,NA,NA
103916,1.3166,1.33631,-5,NA,NA,NA,NA,NA,-29.17,NA,NA
104031,1.49292,1.86952,-4.97338,NA,NA,NA,NA,NA,-18.507,NA,NA
104205,1.68519,2.45017,-4.14292,-19.974,NA,NA,NA,NA,NA,NA,NA
104534,1.42611,2.87696,-5,NA,NA,NA,NA,NA,-55.579,NA,NA
104705,2.22861,2.00555,-4.75963,-15.786,NA,NA,NA,NA,NA,NA,NA
104907,2.46055,2.023,-4.66139,NA,NA,NA,NA,-22.133,NA,NA,NA
105155,2.52515,3.10964,-5,-68.945,NA,NA,NA,NA,NA,NA,NA
105396,2.48065,2.16671,-5,NA,NA,NA,-44.984,NA,NA,NA,NA
105438,1.92682,1.67942,-4.55071,NA,NA,-38.393,NA,NA,NA,NA,NA
105646,2.31757,1.55242,-4.70654,NA,NA,NA,NA,-15.191,NA,NA,NA
105953,3.06693,1.93353,-4.27236,-43.068,NA,NA,NA,NA,NA,NA,NA
106013,2.8995,1.79453,-4.91488,NA,NA,NA,NA,NA,-44.258,NA,NA
106227,2.71154,1.85695,-5,-34.298,NA,NA,NA,NA,NA,NA,NA
106545,1.62732,1.84718,-4.81614,NA,NA,NA,NA,NA,-11.698,NA,NA
106765,1.08256,1.52367,-4.10968,NA,NA,-35.442,NA,NA,NA,NA,NA
106960,1.78212,1.58005,-5,NA,NA,NA,NA,-20.194,NA,NA,NA
107022,2.06362,2.012,-5,-18.207,NA,NA,NA,NA,NA,NA,NA
107211,1.30023,1.09299,-4.1178,-24.121,NA,NA,NA,NA,NA,NA,NA
107597,1.13844,2.16672,-3.77691,NA,-63.654,NA,NA,NA,NA,NA,NA
107628,1.55364,1.83238,-4.63693,NA,NA,NA,NA,-13.029,NA,NA,NA
107946,1.33044,2.26503,-5,NA,NA,-38.497,NA,NA,NA,NA,NA
108169,1.62576,1.62732,-4.75466,NA,NA,NA,NA,-15.157,NA,NA,NA
108282,1.61501,2.28273,-4.68446,NA,NA,NA,NA,-16.808,NA,NA,NA
108408,1.7416,2.12865,-4.42192,NA,NA,-24.112,NA,NA,NA,NA,NA
108793,1.32048,2.62457,-4.27438,NA,NA,NA,NA,-33.429,NA,NA,NA
108928,1.96623,1.83109,-4.76131,NA,NA,NA,NA,NA,-17.75,NA,NA
109147,2.49399,1.8845,-4.82265,-22.576,NA,NA,NA,NA,NA,NA,NA
109314,2.06694,2.08737,-4.92166,-17.851,NA,NA,NA,NA,NA,NA,NA
109433,1.53811,2.56324,-5,NA,NA,NA,-48.04,NA,NA,NA,NA
109719,1.84625,2.27775,-5,-23.513,NA,NA,NA,NA,NA,NA,NA
109951,2.32,2.31119,-4.15684,-20.607,NA,NA,NA,NA,NA,NA,NA
110141,1.822,1.80791,-5,NA,NA,NA,NA,-20.87,NA,NA,NA
110332,2.46439,1.16614,-5,-34.663,NA,NA,NA,NA,NA,NA,NA
110497,3.07229,2.41087,-4.66468,NA,NA,NA,NA,NA,-55.793,NA,NA
110728,2.88687,1.83664,-4.36623,-33.357,NA,NA,NA,NA,NA,NA,NA
110921,2.13877,1.22816,-5,NA,NA,NA,NA,NA,-31.209,NA,NA
111150,1.49489,1.47048,-4.52995,NA,NA,-27.563,NA,NA,NA,NA,NA
111281,1.61905,1.80442,-4.35909,NA,NA,NA,NA,-8.535,NA,NA,NA
111407,2.02156,1.45838,-4.70977,NA,NA,NA,NA,-15.055,NA,NA,NA
111701,1.44087,1.1703,-5,-31.598,NA,NA,NA,NA,NA,NA,NA
111803,1.99978,2.07942,-5,-20.111,NA,NA,NA,NA,NA,NA,NA
112118,2.66318,1.96621,-3.40305,-48.474,NA,NA,NA,NA,NA,NA,NA
112280,1.40247,1.79137,-4.60241,-7.981,NA,NA,NA,NA,NA,NA,NA
112509,1.79492,1.48409,-5,NA,NA,-38.31,NA,NA,NA,NA,NA
112631,2.42526,1.00127,-4.18613,NA,NA,-42.303,NA,NA,NA,NA,NA
112923,1.91629,1.92697,-4.86488,NA,NA,NA,NA,-13.682,NA,NA,NA
113124,1.12607,1.81304,-5,NA,NA,NA,NA,-28.872,NA,NA,NA
113371,1.9385,1.70898,-5,-15.172,NA,NA,NA,NA,NA,NA,NA
113421,1.51965,1.73781,-5,-16.697,NA,NA,NA,NA,NA,NA,NA
113777,2.36803,1.52094,-5,NA,NA,NA,-36.554,NA,NA,NA,NA
113883,1.73805,2.48716,-4.90625,-26.931,NA,NA,NA,NA,NA,NA,NA
114063,2.22442,1.8429,-5,NA,NA,NA,-44.107,NA,NA,NA,NA
114336,2.77894,1.6001,-5,NA,NA,NA,NA,NA,-48.188,NA,NA
114597,2.44166,2.78714,-5,-49.919,NA,NA,NA,NA,NA,NA,NA
114629,2.08494,2.17443,-4.04653,NA,NA,-33.575,NA,NA,NA,NA,NA
114981,0.996663,1.8156,-5,NA,NA,NA,NA,-37.723,NA,NA,NA
115092,1.90831,1.03998,-4.33917,-16.753,NA,NA,NA,NA,NA,NA,NA
115204,2.2669,1.66848,-3.77232,NA,NA,NA,NA,-21.864,NA,NA,NA
115454,2.62892,1.55374,-3.26167,-53.942,NA,NA,NA,NA,NA,NA,NA
115629,1.28683,1.64977,-4.12938,NA,NA,-26.007,NA,NA,NA,NA,NA
115969,1.48245,0.887943,-5,NA,NA,NA,NA,-51.618,NA,NA,NA
116187,1.16856,1.16037,-4.26251,NA,NA,-48.535,NA,NA,NA,NA,NA
116318,1.53373,1.97049,-4.5328,-7.115,NA,NA,NA,NA,NA,NA,NA
116499,1.96387,1.34456,-4.79904,NA,NA,NA,NA,NA,-17.544,NA,NA
116668,2.28234,1.47268,-5,NA,NA,NA,NA,NA,-26.155,NA,NA
116829,2.46463,1.70806,-5,NA,NA,NA,NA,NA,-26.654,NA,NA
117165,2.47346,1.30873,-4.20305,NA,NA,-35.6,NA,NA,NA,NA,NA
117332,1.88833,2.09993,-4.78673,NA,NA,-26.253,NA,NA,NA,NA,NA
117583,1.33447,1.23876,-5,-29.538,NA,NA,NA,NA,NA,NA,NA
117757,0.964506,1.33469,-5,NA,NA,NA,-63.033,NA,NA,NA,NA
117850,1.5503,1.002,-4.85579,-29.963,NA,NA,NA,NA,NA,NA,NA
118077,1.26047,1.17382,-4.68245,-24.929,NA,NA,NA,NA,NA,NA,NA
118360,1.57959,1.20943,-4.63672,NA,NA,NA,NA,-21.662,NA,NA,NA
118578,1.99257,1.39437,-4.14141,NA,NA,NA,NA,-19.089,NA,NA,NA
118652,2.47559,1.53846,-3.83178,-22.297,NA,NA,NA,NA,NA,NA,NA
118823,2.01032,1.54765,-4.05906,NA,NA,NA,NA,-7.867,NA,NA,NA
119112,1.42416,1.48885,-4.85652,-16.607,NA,NA,NA,NA,NA,NA,NA
119381,2.19095,1.90948,-4.27031,NA,NA,NA,NA,-18.558,NA,NA,NA
119573,1.97478,1.37622,-5,NA,-58.451,NA,NA,NA,NA,NA,NA
119610,1.27389,2.20921,-5,-26.631,NA,NA,NA,NA,NA,NA,NA
119892,1.35404,1.36606,-4.89644,NA,NA,NA,NA,-31.574,NA,NA,NA
120176,2.14623,2.37298,-5,-27.764,NA,NA,NA,NA,NA,NA,NA
120294,1.40936,1.77667,-5,NA,NA,-33.555,NA,NA,NA,NA,NA
120580,1.82837,2.04413,-4.46931,NA,NA,NA,NA,-16.674,NA,NA,NA
120753,1.71261,1.92496,-4.3584,-3.499,NA,NA,NA,NA,NA,NA,NA
120942,1.40114,1.10301,-4.49002,NA,NA,NA,NA,-22.229,NA,NA,NA
121015,1.18234,1.8029,-5,-25.164,NA,NA,NA,NA,NA,NA,NA
121312,0.681834,2.33101,-4.2491,-43.361,NA,NA,NA,NA,NA,NA,NA
121426,1.68943,2.18976,-4.76042,NA,NA,NA,NA,NA,-17.309,NA,NA
121680,2.56614,1.93007,-4.7161,NA,NA,-42.312,NA,NA,NA,NA,NA
121823,2.40375,1.88006,-5,NA,NA,-40.765,NA,NA,NA,NA,NA
122078,1.88605,1.74498,-4.00047,-4.245,NA,NA,NA,NA,NA,NA,NA
122231,1.63758,2.6891,-4.02062,NA,NA,NA,-43.695,NA,NA,NA,NA
122475,1.51813,2.75449,-4.38137,NA,NA,NA,NA,NA,-33.134,NA,NA
122629,1.73603,1.36279,-4.39164,NA,NA,NA,NA,-5.183,NA,NA,NA
122948,2.24248,2.77951,-4.18825,-37.069,NA,NA,NA,NA,NA,NA,NA
123162,1.39985,1.94621,-4.02048,NA,NA,NA,-41.546,NA,NA,NA,NA
123381,2.29244,1.42847,-5,-22.335,NA,NA,NA,NA,NA,NA,NA
123592,2.27342,1.4675,-5,NA,NA,NA,NA,-32.25,NA,NA,NA
123773,2.29335,2.03561,-5,-23.12,NA,NA,NA,NA,NA,NA,NA
123872,1.99961,1.11181,-5,NA,NA,NA,NA,NA,-34.396,NA,NA
124123,1.49211,0.953947,-4.70775,-31.253,NA,NA,NA,NA,NA,NA,NA
124315,1.79949,2.26704,-4.9559,NA,NA,NA,NA,-25.765,NA,NA,NA
124569,2.34053,1.35885,-5,NA,-73.516,NA,NA,NA,NA,NA,NA
124679,1.575,2.00093,-5,NA,-55.316,NA,NA,NA,NA,NA,NA
124943,1.2751,2.62654,-5,NA,NA,NA,NA,-42.849,NA,NA,NA
125033,0.969823,2.46737,-5,-42.219,NA,NA,NA,NA,NA,NA,NA
125227,1.22235,2.26316,-5,NA,NA,NA,NA,NA,-33.233,NA,NA
125578,1.28937,2.54243,-5,-35.635,NA,NA,NA,NA,NA,NA,NA
125784,1.75281,2.73765,-4.39503,NA,NA,NA,NA,-32.043,NA,NA,NA
125831,0.930222,1.52938,-4.50287,NA,NA,NA,-50.417,NA,NA,NA,NA
126053,1.69981,1.41686,-3.93212,NA,NA,NA,NA,NA,-21.532,NA,NA
126284,1.93375,2.46907,-4.99117,NA,NA,NA,NA,NA,-32.261,NA,NA
126435,2.34524,1.48274,-4.94827,NA,NA,NA,NA,-23.033,NA,NA,NA
126776,2.59871,0.719777,-4.00268,NA,NA,NA,NA,-55.22,NA,NA,NA
