id,x0,x1,x2,fitness-1,fitness-2.5,fitness-1.5,fitness-3.5,fitness-3,fitness-2,fitness-0.5,fitness-4,fitness-5,fitness-4.5,fitness0,fitness0.5
50064,-1.24766,4.6129,1.85094,NA,NA,NA,NA,-84.282,NA,NA,NA,NA,NA,NA,NA
50236,-1.43948,4.31391,1.25484,NA,NA,NA,-160.118,NA,NA,NA,NA,NA,NA,NA,NA
50544,-1.65257,4.87888,2.84503,NA,NA,NA,NA,NA,-17.233,NA,NA,NA,NA,NA,NA
50681,-1.04996,5,3.14974,NA,-27.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50976,-1.92009,5,3.63684,NA,-20.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51093,-1.79964,4.25514,3.54057,NA,-10.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51363,-1.15456,4.65868,1.79088,NA,-87.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51411,-2.13907,3.99113,1.52857,NA,NA,-149.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
51780,-2.79703,5,2.7273,NA,NA,NA,NA,-72.245,NA,NA,NA,NA,NA,NA,NA
51877,-3.46286,5,2.38608,NA,NA,NA,NA,-121.819,NA,NA,NA,NA,NA,NA,NA
52147,-4.72422,4.74765,3.4353,NA,NA,NA,NA,-225.285,NA,NA,NA,NA,NA,NA,NA
52246,-3.08373,5,4.34218,NA,-81.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52560,-2.85997,5,3.0292,NA,NA,NA,NA,-60.86,NA,NA,NA,NA,NA,NA,NA
52776,-1.77843,3.90166,3.12344,NA,NA,NA,NA,NA,-15.174,NA,NA,NA,NA,NA,NA
52977,-3.18839,4.23428,2.89141,NA,NA,NA,NA,-78.887,NA,NA,NA,NA,NA,NA,NA
53058,-3.2678,4.54593,4.02658,NA,NA,-97.862,NA,NA,NA,NA,NA,NA,NA,NA,NA
53399,-2.0233,4.42304,3.85577,NA,NA,NA,-46.079,NA,NA,NA,NA,NA,NA,NA,NA
53472,-2.53394,4.28901,3.89993,NA,NA,NA,NA,-54.238,NA,NA,NA,NA,NA,NA,NA
53736,-2.21705,3.72761,4.10931,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.071,NA,NA
53952,-1.81918,5,3.03655,NA,NA,NA,NA,NA,NA,NA,-77.05,NA,NA,NA,NA
54185,-2.48621,4.84706,3.82855,NA,NA,NA,NA,-42.851,NA,NA,NA,NA,NA,NA,NA
54377,-1.91426,5,3.57529,NA,NA,NA,-63.03,NA,NA,NA,NA,NA,NA,NA,NA
54599,-2.55272,5,4.00605,NA,NA,NA,NA,NA,NA,NA,NA,-206.813,NA,NA,NA
54787,-2.38324,5,3.64758,NA,NA,NA,-81.821,NA,NA,NA,NA,NA,NA,NA,NA
54888,-3.83801,5,3.98243,NA,NA,NA,NA,-132.511,NA,NA,NA,NA,NA,NA,NA
55193,-2.48039,5,4.81194,NA,NA,NA,NA,-90.859,NA,NA,NA,NA,NA,NA,NA
55339,-2.46401,5,5,NA,NA,NA,NA,NA,NA,NA,-160.264,NA,NA,NA,NA
55458,-1.98949,4.92474,3.96843,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.668,NA,NA
55707,-2.07393,5,3.97384,NA,NA,NA,-57.414,NA,NA,NA,NA,NA,NA,NA,NA
55855,-0.515708,4.34665,5,NA,NA,NA,-165.885,NA,NA,NA,NA,NA,NA,NA,NA
56118,-0.858633,4.37412,3.52576,NA,NA,NA,NA,-69.671,NA,NA,NA,NA,NA,NA,NA
56394,-1.29742,2.1929,4.46573,NA,NA,NA,NA,NA,-183.472,NA,NA,NA,NA,NA,NA
56443,-2.45825,3.50751,5,NA,-100.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56796,-2.66504,5,5,NA,-98.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57000,-2.11627,4.21016,5,NA,NA,NA,NA,NA,-72.957,NA,NA,NA,NA,NA,NA
57141,-3.34615,4.48709,4.96777,NA,-126.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57366,-2.24719,4.47496,3.5379,-63.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57538,-1.51712,5,2.92886,NA,NA,NA,NA,NA,-19.147,NA,NA,NA,NA,NA,NA
57798,-0.738545,4.36213,3.41372,NA,NA,NA,NA,NA,-38.561,NA,NA,NA,NA,NA,NA
57913,-1.72962,5,2.86527,NA,-23.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58134,-1.36825,5,2.08801,NA,NA,-80.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
58319,-1.207,4.77055,2.16132,NA,NA,NA,NA,NA,NA,-274.748,NA,NA,NA,NA,NA
58484,-0.913613,3.7767,3.41424,-97.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58602,-2.1933,5,4.39116,NA,NA,NA,NA,NA,-45.934,NA,NA,NA,NA,NA,NA
58911,-1.12072,4.61267,5,NA,NA,NA,NA,NA,-77.632,NA,NA,NA,NA,NA,NA
59161,-0.624502,5,5,-124.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59257,-2.37645,5,4.71953,NA,NA,-75.391,NA,NA,NA,NA,NA,NA,NA,NA,NA
59485,-1.76333,4.68776,5,NA,NA,-80.807,NA,NA,NA,NA,NA,NA,NA,NA,NA
59748,-1.56339,3.96957,4.84191,NA,NA,-72.117,NA,NA,NA,NA,NA,NA,NA,NA,NA
59876,-0.961188,4.41153,2.83581,NA,NA,NA,NA,NA,-37.974,NA,NA,NA,NA,NA,NA
60064,0.0778369,4.98862,3.13167,NA,NA,-126.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
60281,-0.756084,5,2.6379,NA,NA,NA,NA,NA,-57.823,NA,NA,NA,NA,NA,NA
60436,-1.51663,4.33797,2.46604,NA,NA,NA,-63.274,NA,NA,NA,NA,NA,NA,NA,NA
60677,-0.770099,4.62582,3.56014,NA,NA,NA,-118.752,NA,NA,NA,NA,NA,NA,NA,NA
60833,-1.50484,3.69617,2.7683,NA,NA,NA,NA,-55.377,NA,NA,NA,NA,NA,NA,NA
61181,-1.10372,3.56051,3.20417,NA,NA,NA,NA,NA,-45.996,NA,NA,NA,NA,NA,NA
61268,-0.762404,3.86888,4.8924,NA,NA,NA,NA,NA,-100.575,NA,NA,NA,NA,NA,NA
61600,-1.03268,4.99165,4.62105,NA,-67.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61639,-1.77027,5,5,NA,NA,NA,NA,NA,NA,NA,-131.203,NA,NA,NA,NA
61901,-1.13519,4.21756,5,NA,NA,NA,-118.419,NA,NA,NA,NA,NA,NA,NA,NA
62106,-1.89817,4.1068,4.42218,NA,NA,-48.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
62291,-2.07594,3.41394,4.12947,NA,NA,-80.386,NA,NA,NA,NA,NA,NA,NA,NA,NA
62453,-1.23655,3.56366,3.89779,NA,NA,-69.266,NA,NA,NA,NA,NA,NA,NA,NA,NA
62661,-0.524211,4.06958,3.35083,-136.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62890,-2.01627,5,3.60937,NA,NA,NA,NA,-43.337,NA,NA,NA,NA,NA,NA,NA
63112,-1.56567,5,4.47242,NA,NA,-49.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
63362,-1.01062,3.72828,2.94754,NA,NA,NA,NA,NA,NA,-182.228,NA,NA,NA,NA,NA
63431,-2.45666,4.0603,3.45537,NA,NA,-66.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
63777,-1.52721,5,5,-112.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63979,-1.52504,4.83107,4.89893,NA,NA,NA,NA,NA,NA,-154.665,NA,NA,NA,NA,NA
64181,-1.30245,5,5,-98.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64206,-1.46149,4.54149,5,NA,NA,-80.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
64446,-1.25958,5,5,-98.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64656,-3.11039,5,5,NA,NA,NA,NA,NA,NA,-187.09,NA,NA,NA,NA,NA
64979,-2.34506,4.80565,5,NA,NA,NA,NA,NA,NA,-146.053,NA,NA,NA,NA,NA
65103,-0.885439,4.05993,5,-115.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65305,-1.95683,5,5,NA,NA,NA,-102.362,NA,NA,NA,NA,NA,NA,NA,NA
65406,-2.45665,5,4.57461,NA,NA,NA,-92.318,NA,NA,NA,NA,NA,NA,NA,NA
65635,-2.05606,2.70314,3.79776,NA,-95.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65892,-2.56929,3.38726,3.55333,NA,-60.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66172,-2.59628,3.05077,3.23896,NA,NA,-127.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
66374,-1.15392,2.16291,3.51519,-334.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66563,-0.614476,4.31037,4.56095,NA,NA,-93.884,NA,NA,NA,NA,NA,NA,NA,NA,NA
66708,-1.52714,4.70823,3.8336,NA,NA,-27.284,NA,NA,NA,NA,NA,NA,NA,NA,NA
66994,-1.59446,5,4.24939,NA,NA,NA,NA,NA,-37.088,NA,NA,NA,NA,NA,NA
67005,-1.93575,4.16705,3.07585,NA,NA,NA,NA,NA,-13.203,NA,NA,NA,NA,NA,NA
67372,-1.03177,2.83939,2.54862,NA,-137.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67566,-2.33991,4.60943,3.22033,-74.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67753,-2.84558,4.46605,3.31795,NA,NA,-56.244,NA,NA,NA,NA,NA,NA,NA,NA,NA
67917,-3.58114,4.2825,3.66586,NA,NA,NA,NA,NA,-111.677,NA,NA,NA,NA,NA,NA
68177,-1.90245,3.25537,3.06609,NA,NA,-82.393,NA,NA,NA,NA,NA,NA,NA,NA,NA
68373,-0.724761,3.75046,4.54988,NA,NA,NA,NA,NA,-94.073,NA,NA,NA,NA,NA,NA
68532,-1.49283,4.86442,3.6378,NA,NA,-23.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
68688,0.218071,4.15419,5,NA,-217.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68974,-0.928492,3.96159,5,NA,NA,NA,NA,-118.142,NA,NA,NA,NA,NA,NA,NA
69138,-1.75012,4.15989,5,NA,NA,NA,-103.336,NA,NA,NA,NA,NA,NA,NA,NA
69343,-0.272029,2.89405,5,NA,NA,NA,NA,-266.545,NA,NA,NA,NA,NA,NA,NA
69453,-0.830468,5,4.67788,NA,NA,NA,NA,-87.859,NA,NA,NA,NA,NA,NA,NA
69697,-2.28369,5,4.3532,NA,NA,NA,-87.367,NA,NA,NA,NA,NA,NA,NA,NA
69906,-3.70759,5,5,NA,-162.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70138,-2.07302,4.41453,5,NA,-74.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70231,-2.16333,3.79333,5,NA,-82.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70462,-2.22465,3.72571,5,NA,NA,-102.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
70762,-2.37453,4.92274,5,NA,NA,-88.198,NA,NA,NA,NA,NA,NA,NA,NA,NA
70900,-4.10586,3.50228,4.25967,NA,NA,NA,-198.504,NA,NA,NA,NA,NA,NA,NA,NA
71049,-2.42178,4.26899,3.79364,NA,NA,NA,NA,NA,NA,NA,-81.788,NA,NA,NA,NA
71253,-2.37206,3.87758,3.12915,NA,NA,NA,NA,-42.219,NA,NA,NA,NA,NA,NA,NA
71566,-1.73596,3.4647,3.516,NA,-36.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71773,-1.56788,4.56855,4.34223,NA,-38.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71922,-2.38027,4.94866,5,NA,-83.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72006,-3.50179,4.3087,5,NA,NA,NA,NA,NA,-144.897,NA,NA,NA,NA,NA,NA
72284,-2.33557,3.82621,5,NA,NA,NA,-109.58,NA,NA,NA,NA,NA,NA,NA,NA
72562,-1.93154,4.48567,3.96076,NA,NA,NA,-49.517,NA,NA,NA,NA,NA,NA,NA,NA
72677,-1.32929,4.74388,4.9641,NA,-73.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72823,-2.25513,3.70975,3.1911,NA,NA,NA,-53.289,NA,NA,NA,NA,NA,NA,NA,NA
73146,-2.77586,5,3.65983,NA,NA,NA,NA,NA,-47.837,NA,NA,NA,NA,NA,NA
73360,-4.06722,5,4.11867,NA,NA,-166.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
73523,-3.83824,5,2.7963,NA,-130.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73640,-4.08712,5,2.25828,NA,NA,-208.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
73956,-1.87064,4.66999,3.45967,NA,NA,-21.009,NA,NA,NA,NA,NA,NA,NA,NA,NA
74133,-2.26404,4.98951,5,NA,NA,NA,NA,-96.174,NA,NA,NA,NA,NA,NA,NA
74382,-0.75907,3.47354,5,NA,NA,NA,-180.882,NA,NA,NA,NA,NA,NA,NA,NA
74593,-3.21108,4.10985,4.54602,NA,-100.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74697,-0.734711,4.14856,5,NA,NA,NA,NA,-114.877,NA,NA,NA,NA,NA,NA,NA
74834,-1.17529,4.14679,4.43769,NA,NA,NA,NA,NA,-48.316,NA,NA,NA,NA,NA,NA
75172,0.102407,2.98582,3.41461,NA,NA,-262.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
75364,0.221209,5,3.50623,NA,NA,NA,NA,NA,-138.775,NA,NA,NA,NA,NA,NA
75442,-1.39891,4.93786,3.36689,NA,NA,NA,NA,NA,-12.241,NA,NA,NA,NA,NA,NA
75601,-1.70985,4.15299,3.27976,NA,NA,-19.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
75997,-2.38045,5,2.87233,NA,NA,NA,NA,NA,-35.816,NA,NA,NA,NA,NA,NA
76127,-2.2193,5,2.55167,NA,NA,NA,NA,NA,-43.404,NA,NA,NA,NA,NA,NA
76333,-2.4248,5,2.91793,NA,NA,NA,NA,-40.544,NA,NA,NA,NA,NA,NA,NA
76575,-2.17949,4.70585,5,NA,NA,NA,NA,NA,-74.146,NA,NA,NA,NA,NA,NA
76637,-1.87093,5,5,NA,NA,-81.917,NA,NA,NA,NA,NA,NA,NA,NA,NA
76949,-1.68105,4.80287,5,NA,NA,-88.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
77168,-1.05507,5,5,NA,-90.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77377,-1.08068,3.73363,5,NA,NA,-100.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
77415,-1.19725,4.9772,3.48871,NA,NA,-36.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
77605,-1.26954,5,4.06458,NA,-32.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77893,-1.82055,3.9366,5,NA,NA,NA,NA,NA,-74.981,NA,NA,NA,NA,NA,NA
78099,-0.992699,2.95689,4.90885,NA,NA,NA,NA,NA,NA,-216.103,NA,NA,NA,NA,NA
78207,-2.25998,5,5,-102.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78553,-0.967352,3.35109,5,NA,NA,-132.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
78672,-0.45449,4.02459,5,NA,-144.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78865,-1.06951,4.44896,4.98522,NA,NA,NA,NA,-98.11,NA,NA,NA,NA,NA,NA,NA
79116,-0.725322,4.72068,5,NA,NA,NA,-137.673,NA,NA,NA,NA,NA,NA,NA,NA
79294,-0.481695,5,5,NA,NA,NA,NA,NA,-112.285,NA,NA,NA,NA,NA,NA
79477,-2.33969,4.09457,3.30737,NA,-26.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79693,-1.7072,4.22386,4.4089,NA,NA,-44.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
79898,-0.453828,3.71222,5,NA,NA,NA,NA,-167.229,NA,NA,NA,NA,NA,NA,NA
80157,-0.725299,3.18044,5,NA,-148.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80250,-0.889171,3.88891,4.14318,NA,NA,-65.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
80564,-0.386446,4.24614,4.39626,NA,NA,NA,NA,NA,-94.671,NA,NA,NA,NA,NA,NA
80708,-0.506178,5,4.08255,NA,NA,-76.231,NA,NA,NA,NA,NA,NA,NA,NA,NA
80970,-0.440355,5,3.86663,NA,-83.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81197,-2.59027,5,3.60937,NA,NA,NA,-72.03,NA,NA,NA,NA,NA,NA,NA,NA
81305,-3.07444,5,4.08603,NA,NA,NA,NA,NA,NA,NA,-139.195,NA,NA,NA,NA
81430,-1.88194,3.40352,3.52768,NA,NA,NA,NA,NA,NA,NA,-90.157,NA,NA,NA,NA
81613,-1.96775,4.15951,3.71854,-102.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81963,-0.490214,3.84711,2.49567,NA,-116.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82185,-1.67975,3.71112,3.16291,-129.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82315,-1.50674,5,2.69876,NA,-27.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82414,-1.39369,5,3.92811,NA,NA,NA,NA,-42.498,NA,NA,NA,NA,NA,NA,NA
82724,-1.11299,4.09569,4.0835,NA,NA,NA,NA,-51.987,NA,NA,NA,NA,NA,NA,NA
82846,-2.83076,4.5199,4.17525,NA,NA,NA,NA,NA,NA,NA,-105.873,NA,NA,NA,NA
83196,-2.98578,5,3.52596,NA,NA,NA,-87.177,NA,NA,NA,NA,NA,NA,NA,NA
83343,-3.7887,4.91721,4.81642,NA,NA,NA,-181.291,NA,NA,NA,NA,NA,NA,NA,NA
83540,-1.6959,5,3.78638,NA,NA,NA,NA,NA,-20.541,NA,NA,NA,NA,NA,NA
83747,-1.83705,5,2.82663,NA,-29.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83917,-1.17081,5,3.73835,NA,NA,NA,-83.255,NA,NA,NA,NA,NA,NA,NA,NA
84103,-0.261507,5,4.76666,NA,NA,NA,NA,NA,NA,NA,-252.731,NA,NA,NA,NA
84309,-0.900368,4.26269,4.14759,NA,NA,NA,NA,-77.249,NA,NA,NA,NA,NA,NA,NA
84479,-1.57812,5,3.71904,NA,NA,NA,NA,NA,-18.328,NA,NA,NA,NA,NA,NA
84692,-1.63007,3.21281,3.67851,NA,NA,NA,NA,NA,-66.642,NA,NA,NA,NA,NA,NA
84901,-1.92493,4.69039,3.11215,NA,-10.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85099,-1.3753,3.67067,3.21683,NA,NA,NA,NA,-44.259,NA,NA,NA,NA,NA,NA,NA
85219,-1.50139,4.27323,5,NA,NA,NA,NA,-84.603,NA,NA,NA,NA,NA,NA,NA
85433,-0.852011,4.58183,4.44379,NA,NA,NA,NA,-78.772,NA,NA,NA,NA,NA,NA,NA
85734,-2.26701,4.80678,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.855,NA,NA
85875,-2.96616,4.87915,5,NA,NA,NA,-151.411,NA,NA,NA,NA,NA,NA,NA,NA
86136,-2.54266,4.48699,4.90496,NA,NA,NA,NA,NA,NA,NA,NA,-243.358,NA,NA,NA
86347,-3.20788,5,4.27935,NA,NA,NA,NA,NA,NA,NA,NA,-248.339,NA,NA,NA
86564,-2.55208,4.71128,4.87069,NA,NA,NA,-110.884,NA,NA,NA,NA,NA,NA,NA,NA
86615,-2.51627,5,4.06785,NA,NA,NA,NA,NA,NA,NA,NA,-198.739,NA,NA,NA
86915,-2.24791,3.63965,5,NA,NA,NA,-117.747,NA,NA,NA,NA,NA,NA,NA,NA
87019,-2.54716,3.16535,5,NA,-123.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87381,-1.59008,3.82238,5,NA,NA,NA,NA,-96.782,NA,NA,NA,NA,NA,NA,NA
87529,-0.292344,4.92048,3.87226,NA,NA,NA,NA,-108.873,NA,NA,NA,NA,NA,NA,NA
87645,-1.40128,5,2.36164,NA,-43.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87865,-1.22475,3.67573,2.39037,NA,-67.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88186,-1.57315,4.05787,3.32694,NA,NA,NA,-42.472,NA,NA,NA,NA,NA,NA,NA,NA
88399,-2.81312,4.63646,3.46261,NA,NA,NA,NA,NA,NA,NA,-109.029,NA,NA,NA,NA
88439,-2.18184,4.44708,3.42158,NA,-16.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88621,-2.50482,4.74555,4.78868,NA,NA,-77.894,NA,NA,NA,NA,NA,NA,NA,NA,NA
88962,-1.61525,3.43581,5,NA,NA,NA,-132.287,NA,NA,NA,NA,NA,NA,NA,NA
89003,-1.21792,3.55573,3.49407,NA,NA,NA,NA,NA,NA,NA,-117.906,NA,NA,NA,NA
89301,-1.93951,4.24874,3.37315,NA,NA,NA,NA,-31.585,NA,NA,NA,NA,NA,NA,NA
89528,-2.8047,4.76289,4.53683,NA,NA,NA,NA,-86.774,NA,NA,NA,NA,NA,NA,NA
89686,-2.80414,4.86942,5,NA,NA,NA,NA,NA,NA,NA,-159.662,NA,NA,NA,NA
89911,-2.73207,5,5,NA,NA,NA,-139.09,NA,NA,NA,NA,NA,NA,NA,NA
90128,-2.19902,5,3.18495,NA,-28.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90318,-2.28617,3.96494,3.64813,NA,NA,NA,NA,NA,-27.324,NA,NA,NA,NA,NA,NA
90581,-1.64739,4.45538,3.40604,NA,NA,NA,NA,-17.079,NA,NA,NA,NA,NA,NA,NA
90612,-1.95843,4.70942,3.59375,NA,NA,NA,NA,-27.279,NA,NA,NA,NA,NA,NA,NA
90874,-1.84838,5,3.11962,NA,NA,NA,NA,-30.438,NA,NA,NA,NA,NA,NA,NA
91179,-1.59966,3.83465,5,NA,NA,NA,NA,-94.072,NA,NA,NA,NA,NA,NA,NA
91326,-1.26391,4.29655,4.0058,NA,NA,NA,NA,-48.4,NA,NA,NA,NA,NA,NA,NA
91478,-0.219485,5,4.29526,NA,NA,NA,NA,-128.081,NA,NA,NA,NA,NA,NA,NA
91666,-0.314311,3.44755,5,NA,NA,NA,NA,NA,-170.04,NA,NA,NA,NA,NA,NA
91884,-1.32802,3.84881,5,NA,-85.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92141,-0.641594,5,5,NA,NA,NA,NA,NA,-102.125,NA,NA,NA,NA,NA,NA
92318,-1.43971,4.92885,5,-99.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92456,-0.747193,5,4.98363,-113.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92734,-1.23563,5,3.36978,NA,-20.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92819,-0.772719,5,3.85394,NA,NA,NA,NA,-62.877,NA,NA,NA,NA,NA,NA,NA
93181,-1.26601,3.91296,3.57972,NA,NA,NA,NA,NA,-19.522,NA,NA,NA,NA,NA,NA
93370,-2.03511,4.33251,5,NA,NA,NA,NA,-80.624,NA,NA,NA,NA,NA,NA,NA
93519,-1.31513,3.35582,4.71499,NA,NA,-115.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
93671,-2.58232,4.0637,3.09217,NA,NA,-58.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
93851,-2.01907,5,4.41902,NA,NA,NA,-77.92,NA,NA,NA,NA,NA,NA,NA,NA
94183,-1.57749,4.6154,3.66761,NA,NA,NA,NA,-40.467,NA,NA,NA,NA,NA,NA,NA
94308,-1.53901,5,2.64339,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.879,NA,NA
94559,-1.94531,5,4.15581,NA,NA,NA,NA,NA,NA,NA,-118.776,NA,NA,NA,NA
94783,-2.55482,4.45369,3.54261,NA,-29.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94953,-2.62082,4.54088,2.37497,NA,-57.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95096,-1.64767,3.66388,3.43801,NA,-26.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95369,-1.49325,4.39994,2.57503,NA,NA,NA,NA,NA,NA,-232.715,NA,NA,NA,NA,NA
95407,-1.96438,3.86849,3.14779,NA,NA,NA,NA,NA,NA,-168.578,NA,NA,NA,NA,NA
95616,-2.05956,4.07758,3.80338,NA,NA,NA,NA,NA,-20.23,NA,NA,NA,NA,NA,NA
95860,-2.34337,3.79277,4.88213,NA,NA,NA,-104.802,NA,NA,NA,NA,NA,NA,NA,NA
96073,-1.97997,3.76519,3.28896,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.954,NA,NA
96343,-2.40922,3.62808,4.3594,NA,NA,NA,NA,-71.925,NA,NA,NA,NA,NA,NA,NA
96579,-0.972913,3.14459,3.98734,NA,-91.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96647,-1.19332,2.68725,4.47886,NA,-128.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96828,-0.340007,3.08957,3.88534,NA,NA,NA,NA,-217.983,NA,NA,NA,NA,NA,NA,NA
97105,-0.528195,4.52304,5,NA,NA,NA,NA,-128.256,NA,NA,NA,NA,NA,NA,NA
97320,0.440739,4.83004,5,NA,NA,-210.866,NA,NA,NA,NA,NA,NA,NA,NA,NA
97420,-1.63265,5,5,NA,-74.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97744,-1.15295,3.50319,4.42882,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.163,NA,NA
97829,-1.46665,2.04888,3.74952,NA,NA,NA,NA,NA,NA,NA,-224.564,NA,NA,NA,NA
98059,-2.7609,2.09592,3.2823,NA,NA,NA,NA,-168.644,NA,NA,NA,NA,NA,NA,NA
98227,-2.74612,2.86599,3.56856,NA,NA,NA,-114.561,NA,NA,NA,NA,NA,NA,NA,NA
98402,-3.14233,4.50988,4.09269,NA,NA,NA,NA,-88.838,NA,NA,NA,NA,NA,NA,NA
98618,-2.77538,4.29385,3.09978,NA,-42.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99000,-3.29581,4.39695,3.86571,NA,NA,-90.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
99089,-2.8132,2.94978,3.83498,NA,NA,NA,NA,-102.788,NA,NA,NA,NA,NA,NA,NA
99341,-3.29504,4.30722,4.24105,NA,NA,NA,-127.415,NA,NA,NA,NA,NA,NA,NA,NA
99518,-2.892,3.96102,4.02802,NA,NA,NA,NA,-67.678,NA,NA,NA,NA,NA,NA,NA
99644,-0.938892,4.1798,2.27143,NA,-74.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99805,-1.68727,4.82353,3.24293,NA,NA,NA,NA,NA,NA,NA,NA,-168.254,NA,NA,NA
100098,-0.682489,5,2.59523,NA,NA,NA,NA,-91.489,NA,NA,NA,NA,NA,NA,NA
