id,x0,x1,x2,fitness5.5,fitness7,fitness6.5,fitness8,fitness7.5,fitness8.5,fitness9,fitness9.5,fitness6,fitness10.5,fitness10
53322,8.08566,7.13625,4.06149,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA
53455,8.23672,7.22289,3.9996,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA
53637,8.33117,8.1368,4.4423,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
53886,7.14665,7.69828,4.39668,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA
54175,6.91712,7.47832,3.86869,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA
54247,8.29268,6.89547,3.85962,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA
54520,7.23124,6.76883,5.16845,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA
54795,9.05562,7.9791,6.55855,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA
54858,7.59735,8.98025,7.98522,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA
55014,8.12692,8.50635,7.4473,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA
55363,8.53933,8.46356,7.97928,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
55453,9.04914,7.90507,8.36563,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
55681,7.77228,7.9691,8.62559,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
55855,8.17602,6.68666,7.08904,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA
56041,8.32981,5.79426,8.10181,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
56279,8.14019,4.73158,8.18579,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA
56525,6.43221,4.48587,7.7424,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA
56742,7.31799,2.28831,6.92718,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
56852,7.8938,2.02462,8.18604,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
57176,8.29849,2.77074,7.91164,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA
57370,8.38468,2.064,8.13481,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
57538,9.26947,2.10275,7.63226,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA
57775,8.95322,3.39151,7.08299,NA,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
57996,7.9119,4.60852,8.14576,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
58184,7.78077,5.99256,7.61958,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA
58258,6.6049,7.14684,7.9459,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
58449,7.26498,7.08423,7.64185,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA
58720,7.96274,6.71243,7.88892,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA
58943,7.59896,7.39043,7.68526,NA,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA
59181,6.86989,7.13799,7.83098,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
59280,6.73597,8.10391,8.15632,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA
59413,7.85305,8.44663,8.07528,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA
59755,7.39121,7.60586,7.41295,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA
59958,9.24512,7.31892,7.20792,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA
60127,7.51656,8.1868,8.04258,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA
60391,7.71078,7.90904,7.02061,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA
60509,7.63398,7.94311,8.37485,NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA
60735,7.64511,8.02186,9.41204,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA
60865,7.5432,8.03286,8.09837,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA
61120,7.92648,8.12005,7.07169,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
61218,8.35225,8.01316,6.33973,NA,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA
61421,8.48791,7.92285,6.83276,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA
61769,7.61906,7.19927,5.44091,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA
61945,7.63665,7.08466,4.53751,NA,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA
62134,8.97497,7.83295,7.00806,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA
62231,7.44598,9.12617,7.75982,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
62426,7.50009,7.48083,7.426,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA,NA
62789,6.89575,7.68274,7.96495,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
62857,7.35243,7.57591,7.73424,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA
63001,6.86291,7.03259,6.45011,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA
63367,7.57756,7.51574,8.12806,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA
63518,7.07927,6.60761,8.07948,NA,NA,NA,NA,NA,NA,0.371,NA,NA,NA,NA
63657,7.89692,9.08855,8.72085,NA,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA
63885,8.45642,8.93466,8.50433,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA
64080,7.24468,7.19814,7.51102,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA
64333,8.29273,7.22678,7.1303,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
64490,7.31644,8.08138,8.00946,NA,NA,NA,NA,0.914,NA,NA,NA,NA,NA,NA
64763,7.77812,8.38023,8.29021,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
64950,6.36574,8.13401,7.04105,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA
65068,7.0001,8.14888,6.61156,NA,NA,NA,0.611,NA,NA,NA,NA,NA,NA,NA
65304,6.17049,7.14666,7.90108,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA
65441,7.22882,7.3597,8.75144,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA
65785,5.67929,6.95292,7.0357,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA
65979,7.55689,6.3928,6.86642,NA,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
66109,7.92265,7.53245,6.92541,NA,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA
66222,8.47139,6.98238,7.06302,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA
66429,6.18797,7.25534,5.99629,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
66715,6.48559,7.74524,6.49079,NA,NA,0.156,NA,NA,NA,NA,NA,NA,NA,NA
66996,6.92611,7.3809,7.39211,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA
67089,7.36371,7.93572,7.7987,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA
67277,7.97213,7.61176,6.83468,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
67441,6.99738,8.30586,7.84537,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
67778,7.99029,7.15778,9.03101,NA,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA
67825,7.03306,6.85191,8.64053,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA
68196,7.47037,7.11163,6.78072,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA
68244,7.67698,7.63426,8.17738,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA
68483,8.3194,6.84915,7.68306,NA,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
68681,7.38018,6.43954,7.83457,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA
68906,7.24371,6.19976,7.77848,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA
69015,7.33962,6.94545,8.14172,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA
69297,7.4289,7.28179,9.9053,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA
69448,8.27316,8.53079,8.19645,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA
69698,7.85679,8.15731,8.12787,NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA
69979,7.64591,7.93516,7.61425,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA
70001,7.88101,7.2273,8.78899,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA
70292,7.61081,6.02763,8.11986,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA
70477,6.98507,7.38331,8.1076,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA
70693,6.06855,6.99013,7.72135,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA
70999,6.45804,7.26544,6.67711,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA
71048,6.5186,7.20658,7.11025,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA
71226,8.42339,6.92675,7.72529,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA
71489,8.56768,6.65884,7.91625,NA,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA
71776,8.45348,6.64065,7.72596,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA
71990,6.81189,6.94294,8.37397,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA
72081,7.36674,6.50079,8.20217,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA
72386,7.50633,7.16324,7.29576,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA
72494,7.49525,7.74205,7.68484,NA,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA
72759,7.47831,8.239,8.15865,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA
72872,7.96221,8.09956,8.95174,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA
73113,7.46709,8.04247,7.96617,NA,NA,NA,NA,0.951,NA,NA,NA,NA,NA,NA
73204,6.98201,6.8074,7.86651,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
73484,7.2382,6.72663,7.30793,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
73779,7.29714,7.86243,6.6954,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA
73920,7.33723,8.08575,7.2237,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA
74161,7.68806,7.76612,8.24593,NA,NA,NA,NA,0.943,NA,NA,NA,NA,NA,NA
74335,8.31086,8.74472,7.28304,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
74577,8.0016,9.2213,8.44954,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA
74706,7.80006,8.29763,8.65725,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA
74962,7.46117,7.72379,7.7392,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA
75156,6.73792,8.03899,7.84388,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA
75340,7.62635,8.29068,7.89816,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA
75413,6.58186,8.06556,7.76286,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
75738,7.70176,6.61195,6.89096,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA
75997,8.50365,6.69054,7.90307,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA
76075,8.99635,7.37908,7.07092,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA
76393,8.13802,8.06195,7.49621,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
76401,8.2169,7.00171,8.00503,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA
76631,7.75869,8.35495,6.48717,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA
76943,7.48301,8.43961,6.75342,NA,NA,0.374,NA,NA,NA,NA,NA,NA,NA,NA
77048,7.94465,8.29451,8.40126,NA,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA
77238,7.32722,8.63626,7.30585,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA
77441,7.01226,8.16364,8.22856,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA
77782,7.84838,7.38696,8.63959,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA
77892,8.50596,7.62597,8.16395,NA,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA
78052,8.5473,7.26845,8.30769,NA,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA
78344,7.99374,8.31609,3.9781,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA
78583,8.77064,7.43544,3.92754,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA
78637,7.72175,7.65437,4.5524,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA
78983,7.22244,7.60149,5.78253,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA
79058,7.21898,7.41831,5.45125,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA
79275,7.09305,8.39835,6.46283,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA
79477,7.19033,7.02146,7.78466,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA
79663,9.94453,7.26239,8.09615,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA
79938,10.5,7.64537,7.69234,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA
80186,10.5,6.99259,7.34574,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA
80330,9.74644,7.7941,6.66596,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA,NA
80421,9.90149,7.78262,6.97044,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA
80665,8.17773,7.89859,7.70146,NA,NA,NA,0.949,NA,NA,NA,NA,NA,NA,NA
80843,6.82502,8.25506,7.50885,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
81040,7.81718,8.08827,7.64534,NA,NA,NA,NA,0.968,NA,NA,NA,NA,NA,NA
81358,8.16144,8.15092,7.20203,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA
81454,8.04845,8.01777,6.46351,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA
81626,8.07063,8.78501,6.66477,NA,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA
81957,8.36184,7.93436,7.1218,NA,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA
82132,7.9981,8.47037,7.68487,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA
82324,9.16582,8.91236,7.53875,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA
82550,9.66068,8.00039,8.08968,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA
82702,8.91695,7.98127,8.7203,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA
82905,8.1004,8.69744,9.40937,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA
83189,8.2968,9.69782,8.82885,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA
83362,8.5996,9.82973,7.09799,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA
83415,7.75387,9.49518,6.55231,NA,NA,NA,NA,NA,0.273,NA,NA,NA,NA,NA
83790,6.98146,8.56021,7.62599,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
83952,7.90107,6.91922,8.28351,NA,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA
84066,7.64777,7.0592,8.89784,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA
84355,7.86045,7.47651,8.51465,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
84576,7.12177,7.98446,9.46768,NA,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA
84671,7.06973,7.77498,7.42135,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA
84807,6.84314,7.7484,7.26444,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
85112,7.9307,8.47176,7.45985,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
85308,7.15037,8.67746,7.83275,NA,NA,0.493,NA,NA,NA,NA,NA,NA,NA,NA
85508,7.61585,9.84829,8.22493,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA
85660,8.01748,8.4296,7.58063,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA
85925,8.99399,7.70506,8.38742,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA
86019,8.44142,7.99362,7.74161,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
86259,6.95992,8.27337,8.01199,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA
86563,7.80809,8.27075,6.98148,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86766,7.87479,7.27852,6.36371,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86862,8.20403,7.03416,7.01444,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA
87095,6.69794,7.80135,7.08351,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA
87347,7.60361,7.48121,7.17134,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
87534,8.73572,8.20448,7.82776,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
87632,8.64532,8.55549,7.98889,NA,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA
87812,8.60906,8.66771,7.99174,NA,NA,NA,NA,NA,0.554,NA,NA,NA,NA,NA
88184,8.54108,8.3266,8.12264,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA
88208,8.35519,7.81366,6.4015,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA
88571,8.01263,8.26984,8.12162,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA
88650,7.04708,8.54017,8.16043,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA
88889,7.88025,7.38199,7.68338,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA
89001,8.56176,8.38644,7.09996,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA
89306,8.46218,8.26796,7.3515,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
89405,7.04892,7.18373,6.45896,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA
89663,8.24822,6.99682,7.28906,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
89826,8.66954,8.21203,8.17615,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA
90023,8.40249,7.49948,7.47745,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA
90327,8.21217,9.26921,8.85335,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
90494,8.12368,8.26681,9.32881,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA
90654,8.52716,8.05936,8.10845,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA
90985,6.49279,8.10225,8.01577,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
91102,7.2645,8.52573,8.21733,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
91272,6.9704,9.06775,8.61174,NA,NA,NA,NA,NA,0.311,NA,NA,NA,NA,NA
91492,7.31803,7.08357,8.92722,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA
91743,7.04599,6.86838,8.81167,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA
91815,8.00548,5.37479,8.2098,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA,NA
92198,7.26412,6.24861,7.73487,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA
92341,8.06112,6.1524,7.9007,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA
92569,7.33607,7.19462,7.8062,NA,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA
92717,7.05606,7.29238,8.22203,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA
92829,6.9779,6.40026,7.12259,NA,NA,NA,0.479,NA,NA,NA,NA,NA,NA,NA
93147,6.74423,7.71068,9.39099,NA,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA
93333,8.01512,6.6338,7.18246,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA
93491,7.41747,7.21387,8.98156,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
93797,7.18603,8.93569,9.06877,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
93981,7.67465,8.93806,7.99787,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA
94189,8.34593,7.90658,7.80246,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA
94367,8.69554,7.76645,6.58211,NA,NA,NA,NA,NA,NA,0.402,NA,NA,NA,NA
94532,6.67016,8.38734,7.36059,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA
94603,7.72677,8.22729,6.2771,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA
94826,6.97342,7.61187,5.60933,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA
95106,6.54924,7.51875,5.41593,NA,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA
95214,6.97075,7.95481,4.45511,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95585,6.8231,8.53591,4.36272,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
95729,8.99169,8.19423,4.9789,NA,NA,NA,0.376,NA,NA,NA,NA,NA,NA,NA
95810,8.26445,8.52983,5.52925,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA
96160,8.19853,7.35272,7.68354,NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
96367,7.58537,7.29819,7.30903,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA
96546,7.76491,8.74163,7.09157,NA,NA,NA,NA,NA,NA,NA,NA,0.299,NA,NA
96788,7.867,7.79285,6.89545,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA
96880,7.93426,7.69007,7.92157,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA
97092,7.38596,8.58981,6.91214,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA
97286,7.47688,9.59203,7.72221,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA,NA
97562,8.33288,8.44489,7.57132,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA
97606,7.54974,6.45335,7.2258,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA
97849,7.71938,5.9077,8.58961,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
98145,8.00608,6.3979,8.26285,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA
98375,8.25134,6.68434,7.31645,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
98585,7.76735,7.25786,7.56605,NA,NA,NA,0.938,NA,NA,NA,NA,NA,NA,NA
98637,8.3789,6.33835,7.1472,NA,NA,NA,NA,NA,NA,0.198,NA,NA,NA,NA
98825,8.13084,8.79244,8.04118,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
99055,8.80356,8.90957,7.01087,NA,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA
99293,8.17163,8.08109,7.66819,NA,NA,NA,0.923,NA,NA,NA,NA,NA,NA,NA
99406,7.72671,7.75118,9.45096,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA
99653,7.98176,8.10815,7.19315,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
99858,6.90041,8.03125,8.21601,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
100092,7.46313,8.0844,8.35365,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA
100254,7.89355,7.70564,8.76813,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
100500,7.78373,7.77433,8.95149,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA
100791,7.6707,8.59315,7.69565,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA
100899,8.41595,8.04221,7.9113,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA
101085,8.28975,8.63489,7.90647,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA
101350,8.25347,8.93898,7.59585,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA
101452,8.63324,7.89586,8.31626,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA
101618,8.3871,8.64275,7.87533,NA,NA,NA,NA,NA,NA,NA,NA,0.368,NA,NA
101858,7.3746,8.53443,8.57247,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA
102177,7.99765,8.54719,7.95233,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA
102236,6.35517,7.94139,8.07035,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA
102599,6.57574,7.54403,8.13344,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA
102751,7.7703,7.92643,7.20814,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA
102895,7.98899,8.50777,8.06389,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA
103057,7.67833,7.77312,6.80747,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA
103366,8.71219,7.59956,7.20685,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA
103468,8.15866,7.25894,7.48149,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
103794,7.62835,6.63457,8.21227,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
103869,7.15783,6.35913,7.62501,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA
104095,7.05556,8.08033,7.34296,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
104233,7.19626,9.11482,8.18045,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA
104454,7.02658,8.61314,7.32965,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
104746,6.92599,7.76338,7.43118,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA
104935,7.04763,7.7091,8.27637,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA
105019,6.64026,6.97074,7.53,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA
105371,7.98405,7.38963,7.97598,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA
105551,7.97618,7.24167,7.46523,NA,NA,NA,NA,0.926,NA,NA,NA,NA,NA,NA
105628,8.50271,6.50839,7.54377,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA
105975,7.82741,7.39748,7.5285,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA
106092,6.92565,7.2481,6.61408,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA
106326,7.04325,8.43353,7.16936,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA
106496,7.93743,6.66521,7.71866,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA
