id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-4.5,fitness-5,fitness-4,fitness-3
73495,-1.43225,3.67039,-4.97535,NA,NA,-2.834,NA,NA,NA
73601,-1.74194,3.36826,-4.40797,NA,NA,-32.568,NA,NA,NA
73922,-2.36006,3.32191,-5,NA,NA,-72.415,NA,NA,NA
74136,-1.23668,3.92441,-5,NA,NA,-22.44,NA,NA,NA
74201,-2.09055,3.36277,-5,NA,NA,-33.11,NA,NA,NA
74568,-2.08936,3.7977,-5,NA,NA,-38.12,NA,NA,NA
74677,-2.04184,4.06937,-4.78595,NA,NA,-34.472,NA,NA,NA
74839,-1.48662,3.54296,-4.37549,NA,NA,-44.01,NA,NA,NA
75124,-2.73724,3.52108,-5,NA,NA,NA,NA,-87.216,NA
75262,-2.11695,3.98223,-5,NA,NA,NA,NA,-41.381,NA
75413,-2.08297,3.6393,-4.80085,NA,NA,-34.657,NA,NA,NA
75623,-2.64861,3.54601,-5,NA,NA,NA,-72.124,NA,NA
75802,-2.05517,3.72554,-5,NA,NA,-35.424,NA,NA,NA
76008,-0.990386,4.064,-5,NA,NA,-54.663,NA,NA,NA
76203,-1.73201,3.33616,-5,NA,NA,NA,-38.241,NA,NA
76451,-2.06876,3.00494,-5,NA,NA,-65.561,NA,NA,NA
76746,-2.05893,3.87716,-4.1118,NA,NA,-57.187,NA,NA,NA
76862,-1.75561,2.95655,-5,NA,NA,-46.593,NA,NA,NA
77183,-1.52688,3.38532,-4.78677,NA,NA,NA,NA,-19.455,NA
77210,-2.12416,3.86116,-5,NA,NA,NA,-43.784,NA,NA
77600,-2.65357,4.67678,-5,NA,NA,NA,-69.434,NA,NA
77694,-1.52605,3.28775,-4.97576,NA,NA,NA,-57.096,NA,NA
77860,-1.31148,4.6661,-5,NA,NA,NA,-61.122,NA,NA
78076,-0.76361,2.96075,-4.82616,NA,NA,NA,-65.274,NA,NA
78398,-1.27883,3.81346,-4.5428,NA,NA,NA,-61.661,NA,NA
78408,-2.146,4.52926,-5,NA,NA,NA,-59.867,NA,NA
78656,-1.64027,4.14248,-5,NA,NA,NA,-34.855,NA,NA
78824,-1.86471,3.64765,-5,NA,NA,-20.81,NA,NA,NA
79173,-1.97182,3.34132,-4.95068,NA,NA,-28.299,NA,NA,NA
79217,-2.30291,3.71565,-4.73305,NA,NA,-45.169,NA,NA,NA
79591,-1.97367,3.25873,-5,NA,NA,NA,-71.58,NA,NA
79621,-2.19318,3.78109,-5,NA,NA,-40.064,NA,NA,NA
79875,-1.88212,4.61122,-5,NA,NA,NA,-58.926,NA,NA
80057,-1.74176,4.13603,-4.7666,NA,NA,NA,-37.192,NA,NA
80292,-1.69564,3.30905,-5,NA,NA,NA,-39.344,NA,NA
80415,-1.82395,3.17953,-4.94362,NA,NA,NA,-61.879,NA,NA
80731,-2.52097,3.46304,-4.53256,NA,NA,NA,-68.338,NA,NA
80912,-2.6281,3.3283,-4.84466,NA,NA,NA,NA,-65.669,NA
81135,-2.28098,4.39495,-4.93957,NA,NA,NA,-52.284,NA,NA
81397,-1.30043,3.75382,-5,NA,NA,NA,-39.635,NA,NA
81409,-2.81816,3.43707,-5,-90.421,NA,NA,NA,NA,NA
81750,-1.31889,4.33916,-4.47574,NA,NA,-64.758,NA,NA,NA
81946,-1.80625,3.45688,-5,NA,NA,NA,-42.986,NA,NA
82130,-1.65496,3.56874,-5,NA,NA,NA,-41.987,NA,NA
82233,-2.51523,4.0903,-5,NA,NA,NA,NA,-56.728,NA
82487,-1.49352,3.98926,-5,-54.154,NA,NA,NA,NA,NA
82648,-1.37493,3.99627,-5,NA,NA,-24.087,NA,NA,NA
82892,-1.66449,4.65596,-4.38205,NA,NA,NA,-54.094,NA,NA
83171,-1.68023,3.99494,-5,NA,NA,-18.819,NA,NA,NA
83213,-1.95883,4.25408,-5,NA,NA,NA,-60.839,NA,NA
83576,-1.79678,3.77443,-4.60293,NA,NA,-22.769,NA,NA,NA
83699,-1.74655,4.51767,-5,NA,NA,-47.909,NA,NA,NA
83989,-1.48048,4.06856,-5,NA,NA,-30.997,NA,NA,NA
84101,-2.75578,3.90153,-5,NA,NA,NA,-65.397,NA,NA
84273,-2.24766,3.78343,-5,NA,NA,NA,-60.417,NA,NA
84572,-2.59375,4.4141,-5,NA,NA,NA,-71.631,NA,NA
84649,-2.66206,4.56865,-5,NA,NA,NA,-70.266,NA,NA
84911,-2.31534,5,-5,NA,NA,-78.409,NA,NA,NA
85151,-2.21475,5,-5,NA,NA,-74.957,NA,NA,NA
85337,-1.58553,4.10483,-5,NA,NA,-23.113,NA,NA,NA
85584,-2.06176,3.80649,-5,NA,NA,NA,-36.623,NA,NA
85617,-2.40656,4.5769,-5,NA,NA,-58.132,NA,NA,NA
85987,-1.77735,4.93627,-5,NA,NA,-71.334,NA,NA,NA
86173,-1.59604,3.85897,-5,NA,NA,NA,-41.943,NA,NA
86355,-1.64079,3.51217,-5,NA,NA,NA,-39.205,NA,NA
86452,-1.72234,3.17674,-4.95872,NA,NA,NA,NA,-42.824,NA
86671,-2.24701,3.75707,-5,NA,NA,-36.378,NA,NA,NA
86829,-2.01714,4.61524,-4.63942,NA,NA,NA,-59.473,NA,NA
87050,-1.20031,5,-4.45458,NA,NA,NA,-98.639,NA,NA
87216,-1.61282,5,-4.64503,NA,NA,NA,-79.255,NA,NA
87570,-2.47899,4.39381,-5,NA,NA,NA,-64.012,NA,NA
87745,-2.0744,4.33273,-5,NA,NA,NA,-62.096,NA,NA
87899,-1.00152,3.54643,-4.4384,NA,NA,-68.259,NA,NA,NA
88028,-1.49638,4.09207,-4.62388,NA,NA,NA,-51.955,NA,NA
88267,-1.64481,3.70852,-5,NA,NA,NA,-49.996,NA,NA
88558,-1.54516,4.95869,-4.82229,NA,NA,NA,-79.224,NA,NA
88628,-1.58892,3.89939,-4.75561,NA,NA,NA,NA,-9.839,NA
88866,-1.72613,4.00799,-5,NA,NA,-29.007,NA,NA,NA
89046,-1.98252,3.54733,-5,NA,NA,NA,NA,-56.258,NA
89379,-1.80218,4.70775,-5,NA,NA,NA,NA,-57.334,NA
89563,-1.90674,3.51982,-5,NA,NA,-22.088,NA,NA,NA
89762,-1.09823,3.49206,-5,NA,NA,NA,-54.499,NA,NA
89815,-1.59886,4.11742,-5,NA,NA,NA,NA,-36.763,NA
90003,-2.62768,4.76899,-4.90702,-84.958,NA,NA,NA,NA,NA
90355,-1.47942,4.47763,-5,NA,NA,NA,NA,-61.801,NA
90496,-1.2461,4.41506,-5,NA,NA,-53.72,NA,NA,NA
90751,-2.03978,4.59418,-5,NA,NA,NA,-54.156,NA,NA
90824,-1.98966,3.96007,-5,NA,NA,NA,-40.044,NA,NA
91197,-2.17493,3.27717,-4.95637,NA,NA,-54.153,NA,NA,NA
91250,-2.72303,3.27459,-4.85898,NA,NA,-66.378,NA,NA,NA
91466,-2.38789,3.38339,-5,NA,NA,NA,-52.493,NA,NA
91663,-2.38077,3.86121,-4.25912,NA,NA,NA,NA,-56.795,NA
91875,-1.58069,3.82381,-4.92877,NA,NA,NA,NA,-16.165,NA
92129,-2.12665,3.45672,-4.58436,NA,NA,-45.849,NA,NA,NA
92283,-1.99438,4.7671,-5,NA,NA,-61.387,NA,NA,NA
92443,-2.12097,3.67265,-5,NA,NA,NA,-46.76,NA,NA
92621,-1.74501,3.998,-4.8824,NA,NA,NA,-47.759,NA,NA
92936,-1.18231,4.16703,-5,NA,NA,NA,-55.917,NA,NA
93101,-1.02248,3.55778,-5,NA,NA,-45.819,NA,NA,NA
93313,-1.93468,3.6951,-5,NA,NA,-24.89,NA,NA,NA
93487,-2.16127,5,-5,NA,NA,NA,NA,-78.263,NA
93612,-1.74923,3.80404,-5,NA,NA,NA,-52.538,NA,NA
93890,-2.03924,3.64724,-5,NA,NA,NA,-43.637,NA,NA
94080,-1.89481,3.78819,-4.7075,NA,NA,NA,-40.045,NA,NA
94255,-1.28483,4.17331,-5,NA,NA,-43.823,NA,NA,NA
94566,-2.47656,3.77734,-5,NA,NA,NA,-54.619,NA,NA
94606,-2.54537,3.66453,-5,NA,NA,NA,-59.495,NA,NA
94945,-2.73353,4.50439,-4.78794,NA,NA,NA,-74.575,NA,NA
95062,-1.98922,4.10714,-5,NA,NA,NA,-42.7,NA,NA
95203,-1.54962,3.20643,-5,NA,NA,NA,NA,-37.762,NA
95558,-0.961256,3.38204,-5,NA,NA,NA,-75.409,NA,NA
95787,-1.64481,3.6709,-5,NA,NA,NA,NA,-8.569,NA
95901,-1.69841,4.02177,-5,NA,NA,NA,-41.284,NA,NA
96033,-1.26225,3.77047,-5,NA,NA,-19.157,NA,NA,NA
96350,-2.28974,4.24001,-4.56721,-87.194,NA,NA,NA,NA,NA
96424,-1.63072,4.30072,-4.00291,NA,NA,NA,NA,NA,-173.585
96739,-1.58407,4.17118,-5,NA,NA,-34.761,NA,NA,NA
96928,-1.25824,4.6908,-5,NA,NA,NA,-71.434,NA,NA
97056,-1.48234,3.8258,-5,NA,NA,NA,-35.712,NA,NA
97222,-2.42444,4.19,-5,NA,NA,NA,-54.319,NA,NA
97561,-1.07532,3.62559,-4.9637,NA,NA,-31.345,NA,NA,NA
97713,-1.92661,4.08694,-5,NA,NA,NA,-49.367,NA,NA
97913,-2.39714,4.98328,-4.95589,-86.291,NA,NA,NA,NA,NA
98196,-2.16461,5,-4.93024,NA,NA,-73.395,NA,NA,NA
98321,-2.1021,5,-5,NA,NA,NA,-76.71,NA,NA
98518,-1.91289,3.63494,-4.81509,NA,NA,-24.809,NA,NA,NA
98624,-2.28183,3.99915,-4.77444,NA,NA,NA,-57.568,NA,NA
98896,-2.05927,4.3912,-5,NA,NA,-50.17,NA,NA,NA
99163,-1.68914,4.96353,-5,NA,NA,-78.824,NA,NA,NA
99351,-2.42042,4.3033,-5,NA,NA,NA,-55.477,NA,NA
99503,-1.61905,3.90551,-5,NA,NA,NA,-49.583,NA,NA
99674,-1.01689,4.34992,-5,NA,NA,NA,-62.211,NA,NA
99975,-1.81902,5,-5,NA,NA,NA,NA,-79.513,NA
100106,-2.22056,4.17017,-5,NA,NA,NA,-49.438,NA,NA
100384,-2.23264,4.18822,-5,NA,NA,NA,NA,-52.16,NA
100481,-1.90635,3.83485,-4.22187,NA,NA,NA,-73.7,NA,NA
100786,-2.5285,3.6991,-5,NA,NA,NA,-58.316,NA,NA
100916,-1.70703,4.16268,-5,NA,NA,NA,-37.504,NA,NA
101092,-0.963822,4.52399,-5,NA,NA,NA,-91.58,NA,NA
101217,-2.24538,3.27651,-5,NA,NA,NA,NA,-62.038,NA
101508,-1.91448,4.57407,-4.65352,-72.229,NA,NA,NA,NA,NA
101689,-3.16215,4.07461,-4.99507,NA,NA,NA,-88.852,NA,NA
101950,-2.88238,5,-5,NA,NA,NA,-97.413,NA,NA
102067,-2.16959,3.7682,-4.85415,NA,NA,NA,NA,-41.538,NA
102229,-2.32686,4.28088,-5,NA,NA,NA,NA,-57.125,NA
102506,-2.89053,4.49863,-4.8212,NA,NA,NA,-82.472,NA,NA
102667,-1.99369,3.92519,-5,NA,NA,NA,-37.558,NA,NA
102818,-2.71525,4.02761,-5,NA,NA,NA,-66.659,NA,NA
103006,-2.16516,3.88757,-5,NA,NA,NA,-49.323,NA,NA
103320,-2.9628,3.66361,-5,NA,NA,NA,-82.998,NA,NA
103423,-1.4687,3.5059,-5,NA,NA,NA,-55.541,NA,NA
103773,-1.56126,4.09307,-5,NA,NA,NA,-44.359,NA,NA
103949,-0.856351,4.7292,-5,NA,NA,NA,-87.99,NA,NA
104047,-2.46875,4.19771,-5,NA,NA,NA,-59.209,NA,NA
104233,-2.50334,4.08319,-5,NA,NA,NA,-60.853,NA,NA
104566,-2.425,4.63916,-4.51185,NA,NA,NA,-70.476,NA,NA
104780,-2.65482,3.91209,-5,NA,NA,NA,-57.144,NA,NA
104804,-1.80029,3.62016,-4.49598,NA,NA,NA,-50.879,NA,NA
105178,-1.7696,3.77292,-5,NA,NA,NA,NA,-16.729,NA
105400,-1.59656,3.56427,-5,NA,NA,NA,-26.961,NA,NA
105475,-3.01897,3.42371,-5,NA,NA,NA,-77.818,NA,NA
105684,-1.74149,4.37262,-4.53737,NA,NA,NA,-61.739,NA,NA
105851,-2.09639,4.74372,-4.84344,NA,NA,NA,-57.356,NA,NA
106081,-2.09202,3.62544,-4.9132,NA,NA,NA,-46.733,NA,NA
106208,-1.7377,2.99172,-5,NA,NA,-42.93,NA,NA,NA
106410,-1.35979,3.79499,-4.78606,NA,NA,NA,-22.839,NA,NA
106684,-1.33493,3.95752,-5,NA,NA,NA,-41.902,NA,NA
106957,-2.95071,3.46306,-5,NA,NA,NA,NA,-79.719,NA
107191,-1.4668,3.23668,-5,NA,NA,-27.168,NA,NA,NA
107233,-1.52132,3.83081,-5,NA,NA,NA,NA,-6.842,NA
107401,-1.61744,3.88753,-4.67484,NA,NA,-9.758,NA,NA,NA
107705,-1.37617,4.44341,-5,NA,NA,-54.103,NA,NA,NA
107890,-2.28619,4.19819,-5,NA,NA,-56.759,NA,NA,NA
108187,-2.11007,3.85754,-5,NA,NA,NA,NA,-40.107,NA
108327,-1.64616,3.40988,-5,NA,NA,NA,-36.545,NA,NA
108510,-1.46224,4.13119,-5,NA,NA,NA,-49.692,NA,NA
108649,-1.48829,3.55519,-5,NA,NA,NA,-31.341,NA,NA
108856,-1.78141,3.83748,-4.49961,NA,NA,NA,-42.864,NA,NA
109178,-1.88195,3.66304,-5,NA,NA,NA,-34.462,NA,NA
109237,-1.77231,3.72183,-5,NA,NA,-18.021,NA,NA,NA
109565,-2.14963,3.89995,-5,NA,NA,NA,-41.564,NA,NA
109749,-1.71034,3.73513,-4.20765,NA,NA,NA,-43.561,NA,NA
109930,-1.38092,4.3421,-5,NA,NA,NA,-73.158,NA,NA
110106,-0.953942,3.28866,-5,NA,NA,NA,-86.688,NA,NA
110397,-1.93922,4.24291,-4.89221,NA,NA,NA,-62.957,NA,NA
110476,-2.88615,3.29928,-5,NA,NA,-81.949,NA,NA,NA
110797,-2.09346,4.24687,-5,NA,NA,-38.153,NA,NA,NA
110917,-1.67365,5,-5,NA,NA,-79.078,NA,NA,NA
111190,-2.19265,5,-5,NA,NA,NA,NA,-78.425,NA
111226,-1.77705,3.75951,-5,NA,NA,NA,-42.132,NA,NA
111501,-0.860193,3.59733,-5,NA,NA,NA,NA,-90.76,NA
111774,-1.83782,3.70866,-5,NA,NA,NA,-44.807,NA,NA
111863,-1.21371,4.51489,-5,NA,NA,-62.727,NA,NA,NA
112007,-1.99461,3.94745,-5,NA,NA,-33.807,NA,NA,NA
112268,-1.68182,4.34442,-4.64287,NA,NA,NA,-49.274,NA,NA
112544,-1.84656,4.13691,-4.99654,NA,NA,NA,-46.299,NA,NA
112744,-1.26427,3.31689,-4.49497,NA,NA,NA,-72.636,NA,NA
112921,-0.961775,3.321,-5,NA,NA,-77.592,NA,NA,NA
113153,-1.99035,3.57485,-5,NA,NA,-34.211,NA,NA,NA
113351,-1.85104,4.21669,-5,NA,NA,-33.959,NA,NA,NA
113452,-1.39957,3.7564,-4.13025,NA,NA,-46.169,NA,NA,NA
113690,-1.40314,4.09738,-5,NA,NA,NA,-56.379,NA,NA
113950,-1.69681,3.87983,-5,NA,NA,NA,-41.065,NA,NA
114145,-2.14895,3.84571,-5,NA,NA,NA,NA,-46.249,NA
114229,-1.74891,3.48218,-4.74422,NA,NA,NA,NA,-27.955,NA
114506,-1.07603,3.77102,-5,NA,NA,-39.751,NA,NA,NA
114630,-1.51629,3.72959,-5,NA,NA,NA,-40.111,NA,NA
114915,-2.23553,4.09232,-5,NA,NA,-45.415,NA,NA,NA
115082,-1.93525,4.4008,-5,NA,NA,-40.136,NA,NA,NA
115352,-1.41921,3.86343,-4.31216,NA,NA,NA,-92.29,NA,NA
115598,-1.23069,3.74869,-4.06462,NA,NA,-82.297,NA,NA,NA
115647,-2.11198,4.37239,-3.94795,NA,NA,-75.679,NA,NA,NA
115824,-2.21946,4.33278,-5,NA,NA,NA,-52.342,NA,NA
116015,-1.33613,3.44087,-5,NA,NA,-18.807,NA,NA,NA
116233,-1.70894,4.00363,-5,NA,NA,NA,-46.648,NA,NA
116445,-2.13996,4.50781,-4.35671,NA,NA,-61.837,NA,NA,NA
116641,-1.09169,3.73655,-5,NA,NA,-36.659,NA,NA,NA
116956,-2.33104,4.03965,-4.57805,NA,NA,NA,-58.038,NA,NA
117133,-2.19647,4.1176,-5,NA,NA,NA,-50.777,NA,NA
117397,-2.43763,4.25325,-5,NA,NA,NA,-56.201,NA,NA
117443,-2.30608,4.01194,-4.6594,NA,NA,NA,-57.224,NA,NA
117659,-1.58681,4.61776,-5,NA,NA,-51.02,NA,NA,NA
117830,-1.51272,3.73356,-4.6123,NA,NA,-12.954,NA,NA,NA
118092,-1.68725,3.86352,-4.32798,NA,NA,-43.874,NA,NA,NA
118295,-2.07582,4.01676,-5,NA,NA,-38.474,NA,NA,NA
118579,-1.66384,5,-4.81697,NA,NA,NA,-70.223,NA,NA
118758,-2.03453,5,-4.47579,NA,NA,NA,NA,-85.137,NA
118811,-1.96608,4.30938,-5,NA,NA,NA,NA,-36.293,NA
119141,-1.86012,5,-5,NA,NA,-72.744,NA,NA,NA
119353,-2.08557,4.57339,-5,NA,NA,NA,-56.303,NA,NA
119560,-1.69352,5,-5,NA,NA,NA,-72.251,NA,NA
119709,-1.75217,4.06029,-4.89226,NA,NA,NA,-42.03,NA,NA
119874,-1.73468,3.83442,-4.52285,NA,NA,NA,NA,-25.692,NA
120090,-2.1273,4.32453,-4.22298,NA,NA,-70.913,NA,NA,NA
120259,-1.74365,4.82856,-5,NA,NA,-57.461,NA,NA,NA
120425,-1.84726,4.89799,-5,NA,NA,NA,-72.793,NA,NA
120625,-1.09583,4.02625,-5,NA,NA,NA,-66.994,NA,NA
120904,-2.06751,3.13919,-4.92474,NA,NA,NA,-66.332,NA,NA
121183,-2.30859,3.87855,-5,NA,NA,NA,-56.632,NA,NA
121369,-1.67374,4.42657,-5,NA,NA,NA,-50.718,NA,NA
121413,-2.61966,4.85984,-4.3292,NA,NA,NA,-95.089,NA,NA
121790,-1.00754,3.69305,-5,NA,NA,NA,-86.54,NA,NA
121894,-2.46745,4.61741,-5,NA,NA,NA,-70.822,NA,NA
122141,-1.42807,3.30595,-5,NA,NA,-30.679,NA,NA,NA
122377,-2.17211,3.53278,-5,NA,NA,NA,-53.779,NA,NA
122414,-1.41682,3.65731,-5,NA,NA,NA,-39.954,NA,NA
122613,-1.86668,3.81422,-4.84629,NA,NA,NA,-40.67,NA,NA
122999,-2.10939,4.12561,-5,NA,NA,NA,NA,-39.865,NA
123008,-2.81743,3.91169,-4.20097,NA,NA,NA,NA,-84.056,NA
123362,-1.15362,4.3169,-4.28221,NA,NA,-59.078,NA,NA,NA
123479,-1.81569,4.86063,-4.74374,NA,NA,-66.162,NA,NA,NA
123770,-1.5764,4.15335,-5,NA,NA,-30.355,NA,NA,NA
123816,-1.74749,4.21562,-5,NA,NA,-39.02,NA,NA,NA
124176,-1.89845,5,-5,NA,NA,-70.709,NA,NA,NA
124367,-2.34396,5,-5,NA,NA,-76.398,NA,NA,NA
124518,-1.54066,4.15469,-4.80733,NA,NA,NA,-48.623,NA,NA
124617,-1.47898,3.63238,-5,NA,NA,NA,-42.706,NA,NA
124805,-1.14705,4.03767,-5,NA,NA,NA,-50.64,NA,NA
125165,-1.77237,4.12887,-5,NA,NA,NA,-41.015,NA,NA
125348,-1.46911,4.16344,-5,NA,NA,NA,-40.397,NA,NA
125454,-1.13003,4.55188,-4.7348,NA,NA,NA,-89.785,NA,NA
125713,-1.18131,3.82677,-5,NA,NA,NA,-65.466,NA,NA
125974,-2.41228,3.75133,-5,NA,NA,NA,-64.179,NA,NA
126187,-1.62117,4.58297,-5,NA,NA,NA,-68.911,NA,NA
126225,-2.18284,5,-4.36106,NA,NA,-82.66,NA,NA,NA
126533,-2.89546,4.11735,-5,NA,NA,NA,-71.836,NA,NA
126602,-1.03066,4.16796,-5,NA,NA,NA,-53.724,NA,NA
126805,-1.50198,5,-5,NA,NA,NA,-84.499,NA,NA
127028,-1.76378,4.34865,-4.76613,NA,NA,NA,-42.019,NA,NA
127283,-1.23911,3.83302,-4.56275,NA,NA,NA,-60.204,NA,NA
127538,-1.7784,3.99584,-5,NA,NA,-18.527,NA,NA,NA
127658,-1.95923,3.54984,-4.22754,NA,NA,NA,NA,-73.263,NA
127836,-2.41053,3.32383,-4.77438,NA,NA,NA,-55.367,NA,NA
128032,-1.57268,3.3521,-5,NA,NA,NA,-48.657,NA,NA
128232,-1.59357,3.93153,-5,NA,NA,NA,NA,-41.629,NA
128420,-2.14602,4.62008,-5,NA,NA,-60.167,NA,NA,NA
128655,-2.39999,4.06651,-4.99512,NA,NA,NA,NA,-54.423,NA
128885,-2.45586,3.90406,-4.0426,NA,NA,-74.302,NA,NA,NA
129075,-2.2173,5,-4.70353,NA,NA,NA,-78.148,NA,NA
129315,-1.80095,3.85826,-5,NA,NA,NA,-48.418,NA,NA
129432,-1.93202,4.57088,-5,NA,NA,NA,-54.513,NA,NA
129705,-2.1857,4.24069,-5,NA,NA,NA,-52.389,NA,NA
129803,-1.46909,4.28816,-5,NA,NA,NA,-64.405,NA,NA
130007,-2.66668,3.73376,-5,NA,NA,NA,-57.56,NA,NA
130371,-2.17268,4.7766,-4.49689,NA,NA,NA,-73.282,NA,NA
130560,-3.17372,3.46773,-5,NA,NA,NA,-95.986,NA,NA
130713,-2.48764,4.66993,-4.64374,NA,NA,NA,-73.413,NA,NA
130948,-2.16971,3.71469,-4.78997,NA,NA,NA,-50.969,NA,NA
131047,-1.94552,4.54421,-5,NA,NA,-53.085,NA,NA,NA
131364,-1.32489,4.03388,-4.56127,NA,NA,-31.79,NA,NA,NA
131577,-2.0803,3.33742,-4.29484,NA,NA,NA,-50.551,NA,NA
131699,-0.936803,3.51358,-5,NA,NA,NA,-82.492,NA,NA
131901,-1.29533,3.46303,-4.70464,NA,NA,NA,-70.973,NA,NA
132063,-2.37508,3.68373,-5,NA,NA,NA,-60.639,NA,NA
132253,-2.61022,4.46155,-5,NA,NA,NA,-70.976,NA,NA
132515,-2.4691,4.01315,-4.86383,NA,NA,NA,-59.102,NA,NA
132780,-2.49398,4.01106,-5,NA,NA,-54.457,NA,NA,NA
132992,-2.48277,3.75319,-4.43505,NA,NA,NA,-65.91,NA,NA
133119,-2.28732,3.5658,-5,NA,NA,NA,NA,-51.673,NA
133235,-2.17549,4.22474,-5,NA,NA,NA,NA,-47.659,NA
133570,-2.05244,3.7085,-5,NA,NA,NA,NA,-37.364,NA
133665,-2.58829,4.33731,-5,NA,NA,NA,NA,-59.321,NA
133951,-2.50939,3.68324,-5,NA,NA,-56.073,NA,NA,NA
134077,-2.34203,3.6745,-5,NA,NA,NA,NA,-45.818,NA
134233,-2.52644,3.41938,-5,NA,NA,-62.955,NA,NA,NA
134421,-2.77743,4.1623,-4.80887,NA,NA,NA,-72.739,NA,NA
134607,-2.52251,3.79705,-5,NA,NA,-58.541,NA,NA,NA
134847,-2.95959,3.3315,-4.88502,NA,NA,NA,-69.202,NA,NA
135122,-2.28967,3.2987,-5,NA,NA,NA,-52.02,NA,NA
135219,-1.71026,4.32357,-5,NA,NA,NA,-40.318,NA,NA
135501,-1.73359,4.11829,-5,NA,NA,NA,-39.843,NA,NA
135723,-1.69897,4.28952,-4.56263,NA,NA,NA,-57.668,NA,NA
135845,-1.28048,3.42818,-5,NA,NA,NA,-66.621,NA,NA
136027,-1.34266,3.67941,-5,NA,NA,NA,-40.159,NA,NA
136375,-1.68749,3.83717,-5,NA,NA,NA,-53.897,NA,NA
136415,-1.74804,3.533,-4.73969,NA,NA,NA,-29.44,NA,NA
136742,-1.63785,3.71715,-5,NA,NA,-4.545,NA,NA,NA
136922,-1.65866,4.41849,-5,NA,NA,NA,-50.143,NA,NA
137100,-1.68954,4.94598,-4.74158,NA,NA,NA,-74.937,NA,NA
137383,-1.84141,4.63091,-4.90639,NA,NA,NA,-64.159,NA,NA
137502,-2.18004,4.56739,-4.29808,NA,NA,NA,-70.804,NA,NA
137737,-1.93299,4.89541,-5,NA,NA,NA,-70.625,NA,NA
137829,-2.06036,4.83477,-5,NA,NA,NA,-64.938,NA,NA
138157,-1.6229,5,-5,NA,NA,NA,-74.674,NA,NA
138344,-2.30723,5,-5,NA,NA,-75.599,NA,NA,NA
138541,-1.69339,3.68668,-5,NA,NA,-22.215,NA,NA,NA
138677,-1.77909,3.61747,-4.26163,NA,NA,NA,-60.713,NA,NA
138949,-1.81329,3.80975,-4.53579,NA,NA,-25.437,NA,NA,NA
139123,-2.175,3.93803,-4.55955,NA,NA,NA,-46.993,NA,NA
139370,-1.47375,4.11182,-5,NA,NA,NA,-39.297,NA,NA
139518,-2.9851,3.85462,-5,NA,NA,NA,NA,-69.942,NA
139774,-2.10332,5,-5,NA,NA,NA,-80.461,NA,NA
139888,-1.37237,4.286,-4.07141,NA,NA,NA,-78.198,NA,NA
140049,-1.53508,4.05843,-5,NA,NA,-28.23,NA,NA,NA
140321,-1.43222,3.64442,-4.53384,NA,NA,NA,NA,-21.318,NA
140451,-1.41629,4.37361,-4.66486,NA,NA,-43.608,NA,NA,NA
140622,-1.39742,4.70232,-4.65065,NA,NA,NA,-64.596,NA,NA
140870,-1.73376,4.21527,-5,NA,NA,NA,-37.375,NA,NA
141156,-1.6133,4.31234,-5,NA,NA,NA,NA,-44.109,NA
141298,-1.99971,3.87223,-5,NA,NA,NA,-34.869,NA,NA
141402,-1.91262,3.83516,-5,NA,NA,NA,-37.467,NA,NA
141794,-1.74155,3.96503,-5,NA,NA,NA,-48.592,NA,NA
141812,-1.5406,3.49384,-5,NA,NA,NA,NA,-10.122,NA
142046,-1.15628,3.4986,-4.87178,NA,NA,NA,-44.147,NA,NA
142271,-1.66291,3.79941,-4.15303,NA,NA,NA,-50.846,NA,NA
142563,-1.73639,3.41418,-5,NA,NA,NA,-35.974,NA,NA
142738,-2.18508,3.50151,-5,NA,NA,NA,-53.76,NA,NA
142824,-2.00857,2.85769,-5,NA,NA,-89.771,NA,NA,NA
143170,-1.24103,3.8071,-5,NA,NA,NA,-46.906,NA,NA
143262,-1.61885,4.55198,-5,NA,NA,NA,-65.825,NA,NA
143479,-2.03669,3.89083,-5,NA,NA,NA,-36.721,NA,NA
143685,-1.29359,3.37284,-4.4901,NA,NA,NA,-58.38,NA,NA
143928,-1.5183,4.29414,-5,NA,NA,NA,-56.796,NA,NA
144114,-1.31001,3.92051,-5,NA,NA,NA,-32.808,NA,NA
144260,-1.91162,3.07702,-5,NA,NA,NA,NA,-63.235,NA
144549,-1.58717,3.53105,-5,NA,NA,NA,-42.963,NA,NA
144779,-1.48028,3.21925,-5,NA,NA,-29.812,NA,NA,NA
144801,-1.16139,3.82182,-5,NA,NA,-25.371,NA,NA,NA
145191,-2.00333,3.95715,-5,NA,NA,-33.913,NA,NA,NA
145279,-2.34254,3.94075,-5,NA,NA,NA,-59.447,NA,NA
145579,-2.88647,4.06032,-5,NA,NA,NA,-70.61,NA,NA
145703,-2.60296,3.80571,-4.58804,NA,NA,NA,-65.398,NA,NA
145881,-1.87907,4.27075,-5,NA,NA,NA,-53.435,NA,NA
146154,-1.42142,4.33104,-5,NA,NA,-44.807,NA,NA,NA
146316,-1.50464,4.23624,-4.92858,NA,NA,NA,-58.565,NA,NA
146561,-1.98178,3.49026,-5,NA,NA,NA,-59.779,NA,NA
146604,-1.39931,3.62172,-4.99911,NA,NA,NA,-44.56,NA,NA
146917,-1.99202,3.76441,-5,NA,NA,NA,-34.544,NA,NA
147090,-2.14465,4.27837,-5,NA,NA,NA,-56.718,NA,NA
