id,x0,x1,x2,fitness-3,fitness-2,fitness-2.5,fitness-3.5,fitness-1.5,fitness-4,fitness-1,fitness-4.5
63626,2.47059,1.65243,-5,NA,-35.438,NA,NA,NA,NA,NA,NA
63829,2.06533,1.42172,-5,NA,-20.2,NA,NA,NA,NA,NA,NA
64058,0.781023,1.95462,-5,NA,-53.871,NA,NA,NA,NA,NA,NA
64395,1.59525,1.98059,-4.42602,NA,NA,NA,NA,-29.035,NA,NA,NA
64558,1.62709,1.00697,-5,-39.089,NA,NA,NA,NA,NA,NA,NA
64667,1.67325,1.94919,-5,NA,-20.05,NA,NA,NA,NA,NA,NA
64963,1.8273,2.15464,-5,NA,NA,NA,NA,NA,NA,-67.407,NA
65044,1.79495,1.85084,-5,NA,NA,NA,NA,-31.507,NA,NA,NA
65253,1.67448,1.4895,-5,NA,-19.893,NA,NA,NA,NA,NA,NA
65500,2.49356,1.37203,-5,NA,-32.262,NA,NA,NA,NA,NA,NA
65644,2.13529,1.3434,-5,NA,NA,NA,NA,-39.041,NA,NA,NA
65928,1.25901,1.82261,-4.65883,NA,NA,-13.125,NA,NA,NA,NA,NA
66085,1.19994,1.98673,-5,NA,-30.915,NA,NA,NA,NA,NA,NA
66233,1.07992,1.30232,-4.6689,NA,NA,NA,NA,-48.008,NA,NA,NA
66443,2.14709,1.48402,-3.59092,NA,NA,-22.188,NA,NA,NA,NA,NA
66626,1.72006,2.29727,-4.62456,NA,-16.627,NA,NA,NA,NA,NA,NA
66967,2.16459,2.17335,-4.56704,NA,-20.998,NA,NA,NA,NA,NA,NA
67101,1.53102,2.13926,-4.08656,NA,-22.014,NA,NA,NA,NA,NA,NA
67370,1.61711,1.26669,-4.88006,NA,-19.449,NA,NA,NA,NA,NA,NA
67583,1.36855,1.62467,-5,NA,NA,-19.975,NA,NA,NA,NA,NA
67794,1.72585,0.839403,-5,NA,NA,-49.096,NA,NA,NA,NA,NA
67856,2.23236,1.38448,-5,NA,-24.824,NA,NA,NA,NA,NA,NA
68101,1.9275,1.45229,-5,-18.348,NA,NA,NA,NA,NA,NA,NA
68225,1.92375,1.7579,-4.53045,NA,NA,NA,NA,-25.548,NA,NA,NA
68494,2.45313,2.74388,-5,NA,-55.363,NA,NA,NA,NA,NA,NA
68652,1.86153,1.98661,-5,-17.598,NA,NA,NA,NA,NA,NA,NA
68954,1.56527,2.03865,-5,NA,NA,NA,NA,-36.239,NA,NA,NA
69103,1.68525,1.06316,-4.89277,NA,NA,-26.135,NA,NA,NA,NA,NA
69285,1.76792,2.252,-3.99782,NA,NA,-13.654,NA,NA,NA,NA,NA
69530,1.73559,2.08915,-4.2566,-17.791,NA,NA,NA,NA,NA,NA,NA
69767,1.81539,2.26627,-4.1355,-17.642,NA,NA,NA,NA,NA,NA,NA
69863,2.03081,2.22296,-5,-25.578,NA,NA,NA,NA,NA,NA,NA
70127,1.76434,2.2795,-4.73493,NA,-17.37,NA,NA,NA,NA,NA,NA
70236,1.69424,2.82658,-3.78807,NA,-52.357,NA,NA,NA,NA,NA,NA
70516,1.52546,0.785625,-4.40783,NA,NA,-40.664,NA,NA,NA,NA,NA
70640,1.60787,2.14701,-5,NA,NA,NA,-34.951,NA,NA,NA,NA
70823,0.827438,2.34901,-5,NA,-50,NA,NA,NA,NA,NA,NA
71009,0.861856,2.33701,-3.97212,-37.771,NA,NA,NA,NA,NA,NA,NA
71355,2.00547,2.28325,-4.10654,NA,NA,-14.452,NA,NA,NA,NA,NA
71443,2.31606,2.016,-5,-33.393,NA,NA,NA,NA,NA,NA,NA
71692,2.07833,1.58449,-4.34613,-5.429,NA,NA,NA,NA,NA,NA,NA
71902,2.35249,0.8699,-4.07487,-41.626,NA,NA,NA,NA,NA,NA,NA
72072,1.03976,2.17213,-5,NA,-34.997,NA,NA,NA,NA,NA,NA
72364,1.59566,2.47656,-5,NA,-35.928,NA,NA,NA,NA,NA,NA
72450,2.09602,1.76727,-4.73034,NA,-13.765,NA,NA,NA,NA,NA,NA
72648,1.73056,1.08807,-3.99999,-17.938,NA,NA,NA,NA,NA,NA,NA
72933,1.95551,1.32582,-3.82928,NA,NA,-12.646,NA,NA,NA,NA,NA
73152,1.5423,1.11815,-4.09262,NA,-29.975,NA,NA,NA,NA,NA,NA
73362,2.73429,1.94288,-4.16812,-28.963,NA,NA,NA,NA,NA,NA,NA
73524,2.19348,1.67056,-5,-28.993,NA,NA,NA,NA,NA,NA,NA
73778,1.77572,1.48846,-5,NA,-18.753,NA,NA,NA,NA,NA,NA
73960,2.11537,1.82688,-5,NA,NA,-17.432,NA,NA,NA,NA,NA
74188,2.15473,2.28047,-4.33794,-22.504,NA,NA,NA,NA,NA,NA,NA
74242,2.33759,2.04527,-4.3726,NA,NA,-13.913,NA,NA,NA,NA,NA
74556,1.42401,1.80736,-5,NA,NA,-18.927,NA,NA,NA,NA,NA
74689,1.50044,0.961232,-4.52819,NA,NA,-29.189,NA,NA,NA,NA,NA
74860,2.78377,1.4797,-5,NA,NA,-38.426,NA,NA,NA,NA,NA
75177,2.27754,1.7792,-5,NA,NA,-21.458,NA,NA,NA,NA,NA
75249,2.62049,1.90114,-5,-39.145,NA,NA,NA,NA,NA,NA,NA
75459,1.87428,1.4904,-3.68937,NA,NA,-15.188,NA,NA,NA,NA,NA
75751,1.49233,1.99008,-5,-23.54,NA,NA,NA,NA,NA,NA,NA
75919,1.57797,1.81046,-5,NA,NA,-17.389,NA,NA,NA,NA,NA
76070,1.66743,1.20395,-5,NA,NA,NA,NA,NA,NA,-67.262,NA
76260,2.11753,2.51826,-4.22371,NA,NA,-23.267,NA,NA,NA,NA,NA
76543,2.84823,0.90226,-4.95112,NA,NA,-59.255,NA,NA,NA,NA,NA
76694,1.61495,1.21114,-4.11172,NA,NA,-10.02,NA,NA,NA,NA,NA
76928,2.22231,1.63041,-5,NA,-20.695,NA,NA,NA,NA,NA,NA
77191,2.41022,1.21482,-5,NA,NA,-32.736,NA,NA,NA,NA,NA
77253,2.10897,1.66518,-5,NA,-22.284,NA,NA,NA,NA,NA,NA
77426,2.03817,2.14169,-5,NA,NA,-20.355,NA,NA,NA,NA,NA
77627,2.24422,1.60759,-5,NA,NA,-19.581,NA,NA,NA,NA,NA
77898,2.0576,1.68508,-5,-24.092,NA,NA,NA,NA,NA,NA,NA
78056,2.13676,2.70216,-5,NA,NA,-39.677,NA,NA,NA,NA,NA
78256,1.65398,2.05854,-3.87053,NA,NA,NA,NA,-34.863,NA,NA,NA
78565,2.0228,1.58937,-4.64091,NA,-9.069,NA,NA,NA,NA,NA,NA
78698,2.27371,1.80773,-5,-21.658,NA,NA,NA,NA,NA,NA,NA
78817,1.22068,1.74372,-5,-34.789,NA,NA,NA,NA,NA,NA,NA
79142,1.56727,1.567,-5,NA,NA,NA,-42.805,NA,NA,NA,NA
79270,1.96961,1.97723,-5,-18.784,NA,NA,NA,NA,NA,NA,NA
79450,2.35426,0.856736,-5,NA,NA,NA,-65.361,NA,NA,NA,NA
79688,1.75324,1.36818,-4.23034,NA,NA,-2.485,NA,NA,NA,NA,NA
79801,1.46823,1.42092,-4.79723,NA,NA,-14.023,NA,NA,NA,NA,NA
80198,1.91584,1.3561,-4.58063,-16.261,NA,NA,NA,NA,NA,NA,NA
80319,1.11202,1.56958,-5,-29.655,NA,NA,NA,NA,NA,NA,NA
80481,1.52223,1.96663,-4.62766,NA,NA,NA,-31.528,NA,NA,NA,NA
80708,2.09429,1.49102,-5,NA,NA,NA,-31.446,NA,NA,NA,NA
80923,1.93649,1.74796,-3.69759,NA,NA,-14.966,NA,NA,NA,NA,NA
81042,1.88381,2.20399,-3.81918,NA,NA,-16.713,NA,NA,NA,NA,NA
81324,2.12399,2.29949,-4.16764,NA,NA,-15.925,NA,NA,NA,NA,NA
81512,3.09034,2.02749,-4.52386,NA,NA,-45.928,NA,NA,NA,NA,NA
81678,1.98384,2.87354,-4.41832,NA,NA,-36.589,NA,NA,NA,NA,NA
81867,1.74216,1.9462,-3.85986,NA,-12.907,NA,NA,NA,NA,NA,NA
82133,1.84966,1.48298,-3.68871,NA,NA,NA,-38.114,NA,NA,NA,NA
82313,1.8636,1.94823,-4.17758,NA,NA,NA,-32.844,NA,NA,NA,NA
82569,2.12429,2.49362,-4.57072,-27.636,NA,NA,NA,NA,NA,NA,NA
82730,1.07836,2.33634,-3.53414,-50.818,NA,NA,NA,NA,NA,NA,NA
82853,2.00437,1.21974,-4.00996,NA,NA,-11.759,NA,NA,NA,NA,NA
83129,2.06956,1.93382,-5,NA,NA,-17.365,NA,NA,NA,NA,NA
83305,0.913874,1.89965,-5,NA,-44.022,NA,NA,NA,NA,NA,NA
83531,2.0939,1.55328,-5,NA,NA,NA,NA,NA,-71.615,NA,NA
83716,2.16625,1.99521,-5,NA,NA,-19.58,NA,NA,NA,NA,NA
83869,2.10726,0.9286,-5,NA,NA,-38.36,NA,NA,NA,NA,NA
84178,1.00143,2.67287,-5,-50.865,NA,NA,NA,NA,NA,NA,NA
84316,2.83673,2.28433,-5,NA,NA,-45.304,NA,NA,NA,NA,NA
84432,2.26468,1.37558,-5,NA,-32.428,NA,NA,NA,NA,NA,NA
84744,0.964637,1.33417,-4.56648,NA,-45.347,NA,NA,NA,NA,NA,NA
84907,2.29796,2.48879,-4.89179,-32.811,NA,NA,NA,NA,NA,NA,NA
85190,3.17993,2.62105,-5,NA,NA,-74.069,NA,NA,NA,NA,NA
85223,1.78697,1.5292,-4.54861,-8.256,NA,NA,NA,NA,NA,NA,NA
85442,0.992598,1.40422,-4.33991,NA,NA,-25.348,NA,NA,NA,NA,NA
85634,0.945067,1.96335,-4.30974,NA,-31.786,NA,NA,NA,NA,NA,NA
85862,1.06689,2.98085,-5,NA,-67.869,NA,NA,NA,NA,NA,NA
86126,1.67355,1.40881,-5,NA,-22.384,NA,NA,NA,NA,NA,NA
86390,2.16226,1.53794,-5,NA,NA,NA,NA,-33.99,NA,NA,NA
86437,2.14604,1.07501,-4.47061,NA,NA,-17.216,NA,NA,NA,NA,NA
86638,2.02707,1.10138,-4.68404,NA,NA,-19.4,NA,NA,NA,NA,NA
86832,1.3403,1.76647,-5,NA,NA,-20.273,NA,NA,NA,NA,NA
87133,0.990028,2.60435,-4.49155,-38.661,NA,NA,NA,NA,NA,NA,NA
87336,1.73757,2.3451,-4.80701,-30.234,NA,NA,NA,NA,NA,NA,NA
87487,1.8111,0.932668,-5,NA,NA,-38.694,NA,NA,NA,NA,NA
87746,1.71205,1.19197,-3.53095,NA,NA,NA,-56.583,NA,NA,NA,NA
87915,1.7727,1.11935,-3.75177,NA,NA,-22.843,NA,NA,NA,NA,NA
88197,1.79755,1.75719,-4.1478,NA,NA,NA,NA,-34.423,NA,NA,NA
88326,2.42523,1.98531,-3.30592,NA,-54.022,NA,NA,NA,NA,NA,NA
88574,2.37754,1.90889,-3.94404,NA,NA,NA,NA,-41.298,NA,NA,NA
88623,1.56928,1.29033,-4.07553,NA,NA,NA,-26.896,NA,NA,NA,NA
88888,1.83794,2.01488,-4.11118,NA,NA,-7.302,NA,NA,NA,NA,NA
89168,1.8174,2.3553,-4.8868,NA,NA,NA,NA,-47.881,NA,NA,NA
89323,1.95163,2.45658,-3.37149,NA,-50.833,NA,NA,NA,NA,NA,NA
89529,1.65522,1.6753,-4.85531,NA,NA,NA,NA,-26.838,NA,NA,NA
89711,1.72212,1.70655,-4.57736,NA,NA,NA,NA,-34.128,NA,NA,NA
89811,1.78406,1.65242,-5,NA,NA,-14.924,NA,NA,NA,NA,NA
90103,2.01631,1.16059,-4.81061,-25.856,NA,NA,NA,NA,NA,NA,NA
90335,2.19833,2.57138,-4.2624,NA,NA,-26.71,NA,NA,NA,NA,NA
90429,1.6274,2.28488,-4.10696,NA,NA,-14.998,NA,NA,NA,NA,NA
90764,1.58735,1.48673,-5,NA,NA,-19.332,NA,NA,NA,NA,NA
90995,1.98039,1.46884,-3.93808,-16.363,NA,NA,NA,NA,NA,NA,NA
91174,2.24384,1.89255,-3.66398,NA,NA,-21.031,NA,NA,NA,NA,NA
91333,1.78877,1.54589,-3.52487,NA,NA,NA,NA,-41.417,NA,NA,NA
91548,1.32887,1.60348,-5,NA,-29.249,NA,NA,NA,NA,NA,NA
91678,1.75372,1.10728,-4.95177,NA,NA,NA,NA,-55.109,NA,NA,NA
91844,1.80745,0.81288,-5,NA,-55.947,NA,NA,NA,NA,NA,NA
92038,2.71662,2.20213,-5,NA,NA,-39.017,NA,NA,NA,NA,NA
92289,1.24026,1.93422,-4.88311,-22.007,NA,NA,NA,NA,NA,NA,NA
92526,2.00595,1.95564,-4.42573,NA,NA,NA,NA,-23.855,NA,NA,NA
92643,0.998778,2.09198,-4.08709,NA,NA,NA,NA,-42.183,NA,NA,NA
92908,2.22235,2.01068,-3.60343,NA,NA,-24.859,NA,NA,NA,NA,NA
93145,1.69796,1.67661,-3.98821,NA,NA,NA,-19.73,NA,NA,NA,NA
93216,2.21702,1.62083,-5,NA,-26.27,NA,NA,NA,NA,NA,NA
93430,2.73689,1.46804,-4.10601,NA,-35.578,NA,NA,NA,NA,NA,NA
93650,1.85832,1.84927,-3.87856,NA,-9.933,NA,NA,NA,NA,NA,NA
93865,1.84782,1.79938,-3.68819,NA,NA,-14.717,NA,NA,NA,NA,NA
94001,2.7945,1.43716,-4.18119,NA,NA,-31.543,NA,NA,NA,NA,NA
94322,1.15633,1.63844,-5,NA,-29.446,NA,NA,NA,NA,NA,NA
94590,2.26138,1.92694,-4.342,-17.045,NA,NA,NA,NA,NA,NA,NA
94718,1.96305,1.98756,-5,NA,-27.541,NA,NA,NA,NA,NA,NA
94942,1.20958,1.81665,-4.85756,-20.19,NA,NA,NA,NA,NA,NA,NA
95075,2.07002,1.81584,-5,NA,NA,-16.32,NA,NA,NA,NA,NA
95289,1.88282,2.19518,-4.9368,-27.078,NA,NA,NA,NA,NA,NA,NA
95467,1.94096,2.49059,-4.50532,-23.234,NA,NA,NA,NA,NA,NA,NA
95799,1.77784,2.58025,-5,NA,-33.829,NA,NA,NA,NA,NA,NA
95882,2.43348,2.25981,-4.63586,NA,-24.441,NA,NA,NA,NA,NA,NA
96166,1.59463,1.16903,-4.59904,-22.568,NA,NA,NA,NA,NA,NA,NA
96383,1.25278,1.79508,-3.54001,NA,NA,NA,-56.781,NA,NA,NA,NA
96525,1.7397,2.05049,-4.40789,NA,-8.055,NA,NA,NA,NA,NA,NA
96666,1.26686,3.17219,-4.42495,NA,-61.523,NA,NA,NA,NA,NA,NA
96891,1.73961,2.11417,-4.75011,NA,NA,NA,-25.487,NA,NA,NA,NA
97006,2.36409,1.46085,-4.57654,NA,NA,NA,-44.965,NA,NA,NA,NA
97392,2.29422,1.88769,-4.98039,NA,NA,NA,-39.899,NA,NA,NA,NA
97534,2.52104,1.13005,-3.85998,NA,-36.281,NA,NA,NA,NA,NA,NA
97662,2.02262,1.51118,-3.85629,-23.558,NA,NA,NA,NA,NA,NA,NA
97806,2.00177,1.79504,-4.41396,NA,NA,-5.057,NA,NA,NA,NA,NA
98161,2.15601,1.76978,-3.84226,NA,-18.093,NA,NA,NA,NA,NA,NA
98251,2.79314,2.04634,-5,NA,-40.678,NA,NA,NA,NA,NA,NA
98475,2.28018,2.45429,-5,NA,-34.03,NA,NA,NA,NA,NA,NA
98695,2.04163,2.08704,-5,-22.056,NA,NA,NA,NA,NA,NA,NA
98950,2.06666,2.23186,-5,NA,NA,-22.325,NA,NA,NA,NA,NA
99052,2.54582,1.78825,-5,-31.731,NA,NA,NA,NA,NA,NA,NA
99330,2.74108,1.7934,-4.52812,NA,NA,NA,NA,-41.041,NA,NA,NA
99508,2.18147,1.4488,-5,NA,NA,-19.542,NA,NA,NA,NA,NA
99681,2.71311,2.21716,-5,-42.814,NA,NA,NA,NA,NA,NA,NA
99894,2.3589,1.27718,-5,NA,NA,-29.024,NA,NA,NA,NA,NA
100196,2.5561,0.668008,-4.49119,-58.561,NA,NA,NA,NA,NA,NA,NA
100262,1.9514,1.04535,-4.75886,NA,NA,NA,NA,NA,-57.753,NA,NA
100478,2.19455,1.35508,-5,NA,-24.09,NA,NA,NA,NA,NA,NA
100725,1.07628,1.46487,-5,NA,NA,-34.225,NA,NA,NA,NA,NA
100918,2.19268,1.54957,-5,NA,-27.98,NA,NA,NA,NA,NA,NA
101065,2.06796,1.58451,-4.61243,NA,NA,-6.509,NA,NA,NA,NA,NA
101338,1.48441,1.55012,-4.57027,NA,NA,-5.172,NA,NA,NA,NA,NA
101495,2.14255,1.85109,-4.13981,-8.687,NA,NA,NA,NA,NA,NA,NA
101777,1.92208,2.12752,-4.31062,NA,NA,-8.381,NA,NA,NA,NA,NA
101838,0.339834,1.53064,-4.25536,NA,NA,-64.807,NA,NA,NA,NA,NA
102173,1.88199,2.45322,-5,-31.677,NA,NA,NA,NA,NA,NA,NA
102217,2.31281,1.07214,-5,-45.134,NA,NA,NA,NA,NA,NA,NA
102544,1.42315,1.09671,-5,NA,NA,-35.911,NA,NA,NA,NA,NA
102638,1.43595,2.60337,-5,NA,NA,-35.247,NA,NA,NA,NA,NA
102923,2.51036,2.47959,-4.31011,-37.178,NA,NA,NA,NA,NA,NA,NA
103038,2.63986,1.75969,-4.6162,NA,NA,NA,-40.036,NA,NA,NA,NA
103238,2.19969,2.1535,-5,NA,NA,-22.667,NA,NA,NA,NA,NA
103405,2.02782,1.7349,-5,-20.895,NA,NA,NA,NA,NA,NA,NA
103715,2.94156,1.87573,-5,NA,NA,-43.802,NA,NA,NA,NA,NA
103876,1.80613,2.17611,-4.71805,NA,NA,-13.672,NA,NA,NA,NA,NA
104156,2.35826,2.33213,-3.64837,NA,NA,-35.174,NA,NA,NA,NA,NA
104265,1.98474,2.08859,-4.1171,-15.93,NA,NA,NA,NA,NA,NA,NA
104597,1.92151,1.68733,-4.40326,NA,NA,NA,NA,-19.379,NA,NA,NA
104697,1.73819,1.54687,-5,NA,NA,NA,NA,-34.743,NA,NA,NA
104952,1.9682,2.01286,-5,NA,-25.734,NA,NA,NA,NA,NA,NA
105162,1.6616,1.92617,-3.9773,NA,NA,NA,NA,-28.982,NA,NA,NA
105217,1.1876,1.62813,-4.57262,-15.009,NA,NA,NA,NA,NA,NA,NA
105572,1.69799,1.78646,-3.96077,-10.458,NA,NA,NA,NA,NA,NA,NA
105703,1.71052,0.717139,-4.41429,NA,-56.27,NA,NA,NA,NA,NA,NA
105917,2.37379,1.03378,-5,NA,NA,NA,NA,NA,NA,-82.043,NA
106072,2.26543,2.42651,-5,NA,-33.252,NA,NA,NA,NA,NA,NA
106218,2.71399,1.18302,-4.79789,NA,-48.693,NA,NA,NA,NA,NA,NA
106507,1.3349,1.16449,-4.48013,NA,NA,-18.134,NA,NA,NA,NA,NA
106740,1.34767,1.97338,-3.35065,-39.668,NA,NA,NA,NA,NA,NA,NA
106920,1.74083,1.75341,-4.0531,NA,-13.064,NA,NA,NA,NA,NA,NA
107047,2.29512,2.31821,-4.05859,NA,NA,-21.474,NA,NA,NA,NA,NA
107255,1.29585,1.88954,-4.14914,NA,-19.899,NA,NA,NA,NA,NA,NA
107506,1.97378,1.56563,-4.41689,NA,NA,-3.441,NA,NA,NA,NA,NA
107768,1.69853,2.5229,-4.61747,NA,-30.237,NA,NA,NA,NA,NA,NA
107949,1.96686,1.613,-4.0737,NA,NA,-3.71,NA,NA,NA,NA,NA
108141,1.65136,1.94594,-5,NA,NA,NA,-34.753,NA,NA,NA,NA
108230,1.80753,2.4926,-5,NA,NA,NA,-42.025,NA,NA,NA,NA
108456,2.39277,2.15579,-4.59365,-20.919,NA,NA,NA,NA,NA,NA,NA
108641,1.27788,1.50342,-5,NA,NA,NA,-51.052,NA,NA,NA,NA
108878,1.77142,1.23748,-4.72288,-17.564,NA,NA,NA,NA,NA,NA,NA
109059,1.26948,0.711189,-4.81669,NA,NA,NA,NA,-104.723,NA,NA,NA
109331,1.52105,1.19048,-5,NA,-35.253,NA,NA,NA,NA,NA,NA
109423,2.03095,1.43954,-5,NA,NA,-18.087,NA,NA,NA,NA,NA
109785,1.51441,1.67827,-5,NA,NA,NA,-31.403,NA,NA,NA,NA
109816,1.41526,1.83144,-3.79721,NA,NA,-15.726,NA,NA,NA,NA,NA
110165,1.42578,2.27713,-4.44388,NA,NA,-15.558,NA,NA,NA,NA,NA
110328,2.09768,1.48555,-5,-22.556,NA,NA,NA,NA,NA,NA,NA
110536,2.89836,1.52259,-5,-48.333,NA,NA,NA,NA,NA,NA,NA
110775,2.38954,1.91513,-3.87326,NA,NA,-19.072,NA,NA,NA,NA,NA
110833,2.05955,2.45355,-4.42886,-27.926,NA,NA,NA,NA,NA,NA,NA
111091,1.72584,1.53741,-5,-16.875,NA,NA,NA,NA,NA,NA,NA
111318,1.05165,2.19749,-5,-41.354,NA,NA,NA,NA,NA,NA,NA
111480,1.48749,1.69855,-5,NA,NA,NA,-42.871,NA,NA,NA,NA
111706,1.84762,1.78281,-4.5722,NA,NA,-3.441,NA,NA,NA,NA,NA
111870,2.23159,2.56644,-3.98908,NA,-34.484,NA,NA,NA,NA,NA,NA
112018,1.64205,1.68435,-5,NA,NA,-15.265,NA,NA,NA,NA,NA
112313,2.16784,1.88151,-4.34571,NA,NA,-7.852,NA,NA,NA,NA,NA
112445,1.72832,2.01911,-5,NA,NA,NA,NA,-38.351,NA,NA,NA
112703,1.87727,1.0886,-3.6347,NA,NA,NA,-44.227,NA,NA,NA,NA
112881,2.4419,1.38743,-4.41426,-27.817,NA,NA,NA,NA,NA,NA,NA
113054,1.17293,1.77572,-5,NA,NA,-26.31,NA,NA,NA,NA,NA
113299,2.02342,0.805217,-4.29539,NA,NA,-32.52,NA,NA,NA,NA,NA
113449,1.80739,1.3409,-4.97731,-20.323,NA,NA,NA,NA,NA,NA,NA
113720,1.56989,1.20928,-4.92017,NA,NA,-21.969,NA,NA,NA,NA,NA
113914,1.18575,1.38719,-5,-29.917,NA,NA,NA,NA,NA,NA,NA
114055,1.92131,2.35771,-5,NA,-26.254,NA,NA,NA,NA,NA,NA
114356,2.7619,1.99396,-4.25582,NA,-32.689,NA,NA,NA,NA,NA,NA
114446,1.45272,2.09277,-5,NA,-27.203,NA,NA,NA,NA,NA,NA
114608,1.60459,2.265,-2.85642,-72.266,NA,NA,NA,NA,NA,NA,NA
114881,1.56011,2.09143,-4.25212,NA,-9.846,NA,NA,NA,NA,NA,NA
115139,1.43413,1.19249,-5,NA,-37.5,NA,NA,NA,NA,NA,NA
115277,1.46884,1.26725,-4.41274,-22.659,NA,NA,NA,NA,NA,NA,NA
115427,2.3242,2.21897,-4.89871,NA,-25.946,NA,NA,NA,NA,NA,NA
115686,2.32066,1.78736,-4.8125,NA,NA,-16.374,NA,NA,NA,NA,NA
115840,1.29762,1.16508,-5,NA,NA,-34.474,NA,NA,NA,NA,NA
116073,2.01833,2.0247,-5,-24.739,NA,NA,NA,NA,NA,NA,NA
116306,2.03949,2.18425,-5,NA,NA,NA,NA,-37.927,NA,NA,NA
116453,2.36509,0.778689,-3.97337,NA,NA,-45.084,NA,NA,NA,NA,NA
116738,1.99158,1.38967,-4.044,-10.93,NA,NA,NA,NA,NA,NA,NA
116942,2.62698,1.92366,-4.28014,-29.314,NA,NA,NA,NA,NA,NA,NA
117088,2.50282,2.51603,-4.178,NA,NA,-33.231,NA,NA,NA,NA,NA
117250,2.24399,1.93104,-3.43113,NA,-36.134,NA,NA,NA,NA,NA,NA
117594,1.66119,1.78996,-4.02423,NA,NA,-5.331,NA,NA,NA,NA,NA
117641,1.60749,2.33381,-5,NA,-28.825,NA,NA,NA,NA,NA,NA
117968,1.65553,2.1325,-3.82306,NA,-17.266,NA,NA,NA,NA,NA,NA
118161,0.892068,1.18244,-3.99141,-54.142,NA,NA,NA,NA,NA,NA,NA
118210,2.27122,1.4975,-5,NA,NA,NA,NA,NA,-62.554,NA,NA
118453,1.2247,1.39521,-3.5383,NA,NA,-34.376,NA,NA,NA,NA,NA
118725,1.322,1.47643,-3.46746,NA,NA,-32.178,NA,NA,NA,NA,NA
118938,2.21753,1.59748,-4.46825,-16.819,NA,NA,NA,NA,NA,NA,NA
119170,2.10842,1.78954,-5,NA,-18.745,NA,NA,NA,NA,NA,NA
119362,2.91113,2.66611,-5,-64.906,NA,NA,NA,NA,NA,NA,NA
119503,3.12155,2.32786,-5,-61.812,NA,NA,NA,NA,NA,NA,NA
119678,1.17458,2.46564,-5,NA,-41.212,NA,NA,NA,NA,NA,NA
119985,2.28002,2.06001,-5,-29.071,NA,NA,NA,NA,NA,NA,NA
120124,2.51583,1.12748,-5,-38.045,NA,NA,NA,NA,NA,NA,NA
120226,1.03166,1.68279,-3.66914,NA,NA,-31.564,NA,NA,NA,NA,NA
120501,1.93577,1.8246,-3.99201,NA,NA,-6.483,NA,NA,NA,NA,NA
120785,2.86944,1.26167,-4.96075,-49.002,NA,NA,NA,NA,NA,NA,NA
120803,2.23736,1.65478,-4.91933,NA,-21.559,NA,NA,NA,NA,NA,NA
121052,2.22408,1.75925,-4.21846,NA,NA,NA,NA,-40.388,NA,NA,NA
121232,1.68884,1.54547,-4.83571,NA,NA,NA,NA,-32.658,NA,NA,NA
121402,1.09665,2.01311,-4.42838,NA,NA,-18.934,NA,NA,NA,NA,NA
121761,2.49657,1.60979,-5,-32.433,NA,NA,NA,NA,NA,NA,NA
121974,2.50433,1.89113,-3.86903,NA,-25.093,NA,NA,NA,NA,NA,NA
122034,1.80063,1.54213,-4.58667,NA,NA,-2.821,NA,NA,NA,NA,NA
122201,2.62911,1.85178,-4.27971,-27.618,NA,NA,NA,NA,NA,NA,NA
122568,1.92854,2.33684,-5,NA,NA,-24.987,NA,NA,NA,NA,NA
122760,1.44448,1.96811,-4.65532,NA,NA,-10.923,NA,NA,NA,NA,NA
122835,1.52135,2.29552,-4.98341,NA,NA,-24.147,NA,NA,NA,NA,NA
123061,2.17223,2.19887,-3.51457,NA,-40.037,NA,NA,NA,NA,NA,NA
123241,1.9798,2.66107,-4.10003,NA,NA,-28.698,NA,NA,NA,NA,NA
123478,2.21591,1.9801,-5,NA,-23.741,NA,NA,NA,NA,NA,NA
123642,2.49073,1.56995,-4.1796,NA,NA,-17.122,NA,NA,NA,NA,NA
123999,2.27072,1.61548,-3.81941,-17.758,NA,NA,NA,NA,NA,NA,NA
124013,1.84708,1.40313,-4.36049,NA,NA,NA,-27.635,NA,NA,NA,NA
124219,1.09526,1.75207,-5,-32.093,NA,NA,NA,NA,NA,NA,NA
124510,1.58056,2.08268,-4.96373,NA,-23.537,NA,NA,NA,NA,NA,NA
124766,2.55137,2.20299,-4.36269,NA,-27.339,NA,NA,NA,NA,NA,NA
124960,1.9342,1.9706,-4.30263,-13.917,NA,NA,NA,NA,NA,NA,NA
125064,2.25844,2.05502,-4.11305,-16.634,NA,NA,NA,NA,NA,NA,NA
125378,1.46376,2.01892,-4.07389,-15.585,NA,NA,NA,NA,NA,NA,NA
125570,1.33734,1.53107,-5,-22.981,NA,NA,NA,NA,NA,NA,NA
125652,2.36988,1.68332,-3.35401,-42.894,NA,NA,NA,NA,NA,NA,NA
125975,1.61664,1.32914,-3.99545,NA,NA,-8.671,NA,NA,NA,NA,NA
126103,2.58179,2.00512,-4.47929,-33.137,NA,NA,NA,NA,NA,NA,NA
126229,1.26701,2.32178,-3.96481,NA,NA,NA,NA,NA,-54.829,NA,NA
126411,2.80513,1.58353,-5,NA,-39.85,NA,NA,NA,NA,NA,NA
126730,2.14277,1.3108,-4.21642,NA,NA,-9.093,NA,NA,NA,NA,NA
126868,1.69513,1.10008,-4.21186,NA,NA,-13.794,NA,NA,NA,NA,NA
127115,1.99182,1.01558,-5,-32.332,NA,NA,NA,NA,NA,NA,NA
