id,x0,x1,x2,fitness-4,fitness-4.5,fitness-3.5,fitness-5,fitness-3
75332,-2.06393,3.83435,-4.33549,-34.308,NA,NA,NA,NA
75470,-2.18325,3.69171,-4.49901,NA,NA,NA,-49.672,NA
75688,-2.95647,4.49537,-4.64454,NA,-81.347,NA,NA,NA
75945,-2.38008,4.21778,-4.8464,NA,NA,NA,-48.595,NA
76162,-1.19646,3.605,-4.69411,NA,-37.325,NA,NA,NA
76300,-1.86794,3.90268,-4.43273,NA,NA,NA,-45.828,NA
76554,-1.03221,4.3866,-4.65899,-82.889,NA,NA,NA,NA
76786,-2.37652,3.51013,-4.75904,NA,NA,NA,-52.112,NA
76903,-0.707495,4.30882,-4.82544,-130.209,NA,NA,NA,NA
77069,-1.19598,4.61327,-4.7222,NA,-68.896,NA,NA,NA
77399,-1.49075,4.18466,-4.37084,-55.634,NA,NA,NA,NA
77497,-1.33215,3.47404,-4.23522,NA,NA,NA,-61.354,NA
77760,-1.98235,3.74148,-4.85735,NA,-32.728,NA,NA,NA
77936,-1.55351,4.18808,-4.39937,NA,-42.725,NA,NA,NA
78074,-2.00482,3.78819,-4.60605,NA,NA,NA,-41.25,NA
78229,-1.71389,3.44694,-4.80357,NA,NA,-27.333,NA,NA
78439,-1.21435,4.30407,-4.94613,NA,NA,-77.721,NA,NA
78684,-2.40063,4.85906,-3.68785,NA,-103.541,NA,NA,NA
78835,-1.47367,4.1286,-4.66805,-48.055,NA,NA,NA,NA
79097,-2.5512,4.35472,-4.55157,-66.826,NA,NA,NA,NA
79240,-1.55365,3.54806,-4.96671,NA,NA,NA,-41.926,NA
79567,-1.66961,4.62726,-4.32917,-59.682,NA,NA,NA,NA
79732,-1.44597,3.91831,-4.75619,NA,NA,NA,-28.119,NA
79801,-1.59021,3.36564,-4.92952,NA,-19.765,NA,NA,NA
80176,-1.76714,3.86208,-4.22154,NA,-60.567,NA,NA,NA
80240,-3.00172,3.692,-3.4635,NA,-127.019,NA,NA,NA
80512,-2.44811,3.09863,-4.14822,NA,-96.632,NA,NA,NA
80720,-2.57569,4.08947,-4.72501,-56.695,NA,NA,NA,NA
80927,-2.05337,3.32334,-4.14383,NA,-93.243,NA,NA,NA
81119,-0.929455,3.99012,-4.30129,NA,-88.763,NA,NA,NA
81277,-1.1753,3.80275,-4.25337,NA,NA,NA,-60.618,NA
81472,-1.82688,4.26726,-4.93539,NA,NA,NA,-40.009,NA
81720,-2.85126,3.82315,-4.50844,-81.277,NA,NA,NA,NA
81983,-1.90616,3.902,-4.74633,NA,NA,NA,-37.268,NA
82101,-1.57306,3.91928,-4.58659,-25.387,NA,NA,NA,NA
82206,-1.77865,4.7738,-4.78749,-62.604,NA,NA,NA,NA
82592,-2.08689,4.66147,-4.08266,NA,-74.387,NA,NA,NA
82733,-1.20607,3.29044,-4.70771,NA,-44.7,NA,NA,NA
82901,-2.15476,4.18114,-4.99521,-44.954,NA,NA,NA,NA
83003,-2.86771,3.68531,-4.40039,NA,NA,NA,-74.128,NA
83311,-1.67773,4.10363,-4.30235,NA,NA,NA,-57.857,NA
83590,-2.75578,4.05112,-4.26467,-80.5,NA,NA,NA,NA
83624,-1.77248,3.08372,-4.8067,NA,-59.822,NA,NA,NA
83931,-1.3661,3.88417,-4.30094,NA,-29.421,NA,NA,NA
84081,-2.64219,4.46406,-4.02864,NA,NA,NA,-85.198,NA
84277,-3.19091,3.84346,-4.7662,NA,NA,NA,-81.386,NA
84541,-2.07701,3.35377,-4.46296,-65.474,NA,NA,NA,NA
84671,-2.08442,3.94739,-4.16249,-57.747,NA,NA,NA,NA
84950,-2.16307,3.76048,-4.7239,NA,NA,NA,-48.207,NA
85196,-2.2984,4.14942,-4.06581,-88.963,NA,NA,NA,NA
85279,-2.10623,3.1519,-4.20885,NA,NA,NA,-84.177,NA
85438,-2.19409,3.50875,-4.56447,NA,NA,NA,-52.185,NA
85745,-1.67194,3.17505,-4.99666,NA,NA,NA,-52.879,NA
85889,-1.87834,4.28418,-4.76479,NA,-39.309,NA,NA,NA
86153,-1.24018,3.65337,-4.60735,NA,NA,NA,-41.833,NA
86266,-2.58354,3.73831,-4.90867,NA,-64.773,NA,NA,NA
86434,-2.37044,3.74324,-4.99985,-55.777,NA,NA,NA,NA
86664,-2.48978,4.33065,-4.87495,NA,-56.837,NA,NA,NA
86926,-1.3519,3.57708,-4.55873,NA,-19.601,NA,NA,NA
87036,-1.82347,4.02718,-4.33596,NA,NA,NA,-55.744,NA
87347,-1.24388,4.38118,-3.90508,NA,NA,NA,-104.444,NA
87486,-1.66213,3.63248,-4.56901,-44.421,NA,NA,NA,NA
87619,-2.90016,3.90915,-4.69316,NA,NA,-99.251,NA,NA
87881,-1.67552,3.4969,-4.78867,NA,NA,-99.199,NA,NA
88027,-3.24924,4.02716,-4.64467,-98.351,NA,NA,NA,NA
88341,-2.50775,4.9046,-4.40666,-93.469,NA,NA,NA,NA
88516,-2.14074,3.06339,-4.66938,-73.921,NA,NA,NA,NA
88623,-2.83589,3.71361,-4.70611,-71.176,NA,NA,NA,NA
88919,-1.90369,4.1823,-4.62193,NA,NA,NA,-51.95,NA
89148,-1.08789,4.55379,-4.44188,NA,NA,NA,-76.274,NA
89350,-1.84395,4.68642,-4.55643,NA,-62.548,NA,NA,NA
89431,-2.00024,4.86434,-4.20085,-101.987,NA,NA,NA,NA
89733,-1.8549,4.93873,-4.46876,-89.466,NA,NA,NA,NA
89973,-2.09759,4.80527,-4.41262,-71.45,NA,NA,NA,NA
90079,-1.29919,3.17462,-4.66129,NA,-49.884,NA,NA,NA
90320,-1.7003,3.58106,-4.65193,NA,-29.149,NA,NA,NA
90455,-1.63483,4.21199,-4.93899,-33.963,NA,NA,NA,NA
90702,-2.12453,4.59944,-4.93066,-63.383,NA,NA,NA,NA
90912,-1.75558,3.94293,-4.5804,-44.013,NA,NA,NA,NA
91051,-2.05713,4.66351,-4.75631,NA,-59.645,NA,NA,NA
91292,-1.72654,4.90653,-4.79302,NA,NA,NA,-72.637,NA
91566,-1.5151,3.54561,-4.76054,-8.891,NA,NA,NA,NA
91611,-2.23027,3.84779,-4.60531,NA,-41.838,NA,NA,NA
91897,-2.27678,4.91442,-4.82014,NA,-70.73,NA,NA,NA
92180,-1.68782,4.68025,-4.78728,NA,NA,NA,-70.236,NA
92221,-1.80057,3.95846,-4.26432,-57.404,NA,NA,NA,NA
92544,-1.77241,4.27459,-4.14745,NA,-51.401,NA,NA,NA
92717,-1.23037,3.55402,-4.35804,NA,-49.499,NA,NA,NA
92868,-2.07214,3.76142,-4.24006,NA,-48.053,NA,NA,NA
93068,-2.37975,2.86263,-4.82372,NA,-85.786,NA,NA,NA
93392,-1.85586,4.30237,-4.69713,NA,NA,NA,-52.641,NA
93585,-2.07138,3.4107,-4.86606,NA,NA,NA,-56.093,NA
93754,-1.31648,3.67454,-4.48018,NA,-23.918,NA,NA,NA
93854,-1.1617,3.47664,-4.31187,NA,NA,NA,-82.625,NA
94200,-1.65831,4.90025,-4.73595,NA,NA,NA,-76.315,NA
94367,-2.12792,4.12743,-4.8592,NA,NA,NA,-49.514,NA
94527,-1.74177,3.87118,-4.86947,NA,-9.973,NA,NA,NA
94764,-2.79513,4.97108,-4.83649,NA,NA,NA,-93.407,NA
94879,-2.06909,3.71573,-4.94267,NA,NA,NA,-34.167,NA
95032,-2.27763,4.21716,-4.47148,NA,-58.264,NA,NA,NA
95302,-2.26805,4.67585,-4.95244,NA,NA,NA,NA,-95.458
95409,-1.74685,3.80377,-4.78654,NA,NA,NA,-55.081,NA
95695,-1.37189,4.24487,-4.71942,NA,-23.068,NA,NA,NA
95890,-1.38292,3.72847,-4.44569,NA,NA,NA,-63.331,NA
96084,-1.9046,3.94325,-4.7306,NA,NA,NA,-33.054,NA
96219,-2.46803,4.12772,-4.56764,-69.151,NA,NA,NA,NA
96435,-1.91933,3.75027,-4.96819,-32.18,NA,NA,NA,NA
96723,-2.02596,4.80663,-4.76192,NA,-78.675,NA,NA,NA
96850,-1.3013,3.80194,-4.93519,NA,-13.452,NA,NA,NA
97189,-0.93578,3.22436,-4.88795,NA,-90.649,NA,NA,NA
97352,-1.45499,3.27227,-3.86779,NA,-87.874,NA,NA,NA
97530,-2.00867,3.50565,-4.97008,NA,-29.413,NA,NA,NA
97679,-2.13262,3.64998,-4.31353,NA,-49.561,NA,NA,NA
97818,-2.19996,3.54403,-4.86249,NA,-43.201,NA,NA,NA
98113,-2.19239,3.28982,-3.78533,NA,-99.766,NA,NA,NA
98393,-2.42763,4.62711,-3.98673,NA,-85.277,NA,NA,NA
98527,-1.79911,4.17078,-4.50907,-65.534,NA,NA,NA,NA
98771,-1.56781,3.76402,-4.8601,NA,-2.189,NA,NA,NA
98886,-1.79766,4.88653,-4.95055,-75.88,NA,NA,NA,NA
99070,-2.40571,4.1555,-4.99404,NA,-58.002,NA,NA,NA
99255,-2.46851,2.91382,-4.48371,NA,NA,NA,-89.716,NA
99564,-2.02466,4.17653,-4.93264,-49.39,NA,NA,NA,NA
99669,-1.85729,4.88329,-4.63536,NA,-69.736,NA,NA,NA
99960,-2.85143,4.11591,-4.70737,NA,-73.294,NA,NA,NA
100044,-2.19023,4.40874,-4.86369,NA,NA,NA,-53.407,NA
100283,-1.45017,4.5516,-4.29281,NA,NA,-122.296,NA,NA
100500,-1.56029,3.47055,-4.20725,NA,NA,NA,-73.996,NA
100603,-2.61208,3.19978,-4.82408,NA,NA,NA,-78.207,NA
100984,-1.31437,3.30465,-4.6463,-55.893,NA,NA,NA,NA
101140,-1.34537,4.38249,-4.7158,NA,NA,NA,-71.512,NA
101391,-1.63348,3.93755,-4.1013,NA,-66.787,NA,NA,NA
101520,-1.89624,4.26143,-4.39833,-56.551,NA,NA,NA,NA
101779,-1.31245,4.73655,-4.77266,NA,NA,NA,-65.33,NA
101882,-1.42726,4.14606,-4.91058,NA,NA,NA,-41.402,NA
102090,-2.5453,4.05326,-4.29313,NA,-66.571,NA,NA,NA
102304,-2.46048,3.94357,-4.56385,-57.241,NA,NA,NA,NA
102528,-1.74276,3.32715,-4.78744,NA,-36.31,NA,NA,NA
102658,-2.32426,3.94501,-4.28083,NA,NA,NA,-52.642,NA
102895,-1.09746,3.65379,-4.92429,-26.714,NA,NA,NA,NA
103133,-2.20809,4.41616,-4.89121,NA,NA,NA,-53.341,NA
103311,-2.44561,4.40778,-4.9479,NA,NA,NA,-60.026,NA
103448,-2.766,3.7089,-4.93674,NA,NA,NA,-65.004,NA
103770,-2.15868,4.01043,-4.68512,NA,-39.889,NA,NA,NA
103985,-1.148,4.33116,-4.44709,NA,-53.305,NA,NA,NA
104155,-1.72754,4.67538,-4.02388,NA,-83.488,NA,NA,NA
104231,-1.80194,4.10098,-4.71764,NA,NA,-56.329,NA,NA
104432,-1.30382,3.34934,-4.78424,NA,-25.406,NA,NA,NA
104753,-1.823,4.12137,-4.51069,NA,-35.067,NA,NA,NA
104806,-1.70929,3.93261,-4.80006,NA,-9.698,NA,NA,NA
105108,-2.51006,4.22962,-4.15024,NA,NA,NA,-71.851,NA
105221,-2.20969,4.33735,-4.78375,NA,-50.934,NA,NA,NA
105526,-1.88545,3.68038,-4.99687,-35.813,NA,NA,NA,NA
105751,-1.96504,3.20437,-4.84337,NA,-37.734,NA,NA,NA
105856,-2.36878,4.12025,-4.55376,NA,-55.4,NA,NA,NA
106164,-2.15646,3.81669,-4.85839,NA,NA,NA,-45.144,NA
106338,-1.7169,3.70823,-4.4039,-39.139,NA,NA,NA,NA
106514,-1.63514,4.3935,-4.4735,NA,-46.239,NA,NA,NA
106743,-2.62467,4.92937,-4.01525,NA,NA,NA,-100.612,NA
106824,-3.12781,4.86592,-4.26023,NA,-107.976,NA,NA,NA
107104,-2.87045,4.46476,-4.54989,NA,-77.439,NA,NA,NA
107261,-1.27771,4.76679,-4.55219,NA,-79.015,NA,NA,NA
107560,-1.6093,4.81388,-4.26192,NA,-78.188,NA,NA,NA
107685,-1.45272,4.56298,-4.27137,NA,-61.616,NA,NA,NA
107863,-1.79192,3.63982,-4.40584,NA,-34.968,NA,NA,NA
108103,-1.67306,4.4765,-4.64587,NA,NA,NA,-58.551,NA
108266,-1.19167,4.50967,-3.91683,NA,NA,NA,-106.295,NA
108430,-1.85289,3.18334,-4.49437,NA,-55.661,NA,NA,NA
108734,-1.90088,4.55372,-3.98605,-92.776,NA,NA,NA,NA
108843,-2.49515,4.61351,-4.8675,NA,NA,NA,-67.901,NA
109020,-1.32841,4.83267,-4.50637,NA,-76.264,NA,NA,NA
109397,-2.31585,4.75767,-4.7916,-55.43,NA,NA,NA,NA
109519,-1.94829,4.74354,-4.9608,NA,NA,NA,-54.647,NA
109674,-2.21136,3.42228,-4.76169,-55.083,NA,NA,NA,NA
109968,-2.27779,3.28664,-4.63381,NA,-60.314,NA,NA,NA
110192,-1.32477,3.57391,-4.12261,NA,-75.372,NA,NA,NA
110263,-1.69674,4.1971,-4.45656,NA,-43.861,NA,NA,NA
110480,-1.37885,3.93735,-4.08142,NA,-63.533,NA,NA,NA
110723,-1.47397,2.94819,-4.71196,NA,-94.319,NA,NA,NA
110886,-1.35367,3.58259,-4.35396,-43.27,NA,NA,NA,NA
111197,-0.829196,4.76128,-4.75969,-95.293,NA,NA,NA,NA
111351,-2.59336,4.05741,-4.28055,-80.403,NA,NA,NA,NA
111420,-2.07954,3.84842,-4.44836,-72.425,NA,NA,NA,NA
111622,-1.53181,4.17693,-4.83072,NA,-25.488,NA,NA,NA
111927,-2.92603,4.13979,-4.5026,NA,-76.806,NA,NA,NA
112157,-1.73136,3.87055,-4.83692,-23.146,NA,NA,NA,NA
112284,-1.82418,3.83154,-4.98166,NA,-25.998,NA,NA,NA
112572,-2.10566,2.97771,-4.86887,-69.958,NA,NA,NA,NA
112661,-0.702649,3.82871,-4.1775,NA,-89,NA,NA,NA
112858,-2.24171,3.14892,-4.79588,NA,NA,NA,-70.905,NA
113029,-2.69004,4.10706,-3.91737,-85.254,NA,NA,NA,NA
113361,-1.81869,4.29025,-4.81482,NA,-42.105,NA,NA,NA
113575,-1.70138,4.75463,-4.29225,NA,NA,-81.379,NA,NA
113692,-2.08386,4.07091,-4.64802,NA,-38.93,NA,NA,NA
113936,-1.07839,4.43256,-4.97257,NA,NA,NA,-66.668,NA
114028,-1.93445,3.81409,-4.92491,NA,-27.663,NA,NA,NA
114329,-1.99492,4.36115,-4.93127,NA,NA,NA,-63.559,NA
114537,-1.03909,4.04609,-4.90586,NA,-49.817,NA,NA,NA
114743,-2.17557,3.24495,-4.93909,NA,-53.485,NA,NA,NA
114898,-2.57071,3.90025,-4.63375,NA,NA,NA,-58.807,NA
115041,-2.57643,4.90219,-4.48534,NA,-81.585,NA,NA,NA
115295,-1.64017,3.91208,-4.8617,NA,-6.942,NA,NA,NA
115528,-1.70435,3.28123,-4.74098,NA,NA,NA,-36.915,NA
115642,-2.68141,4.21908,-4.3336,-79.266,NA,NA,NA,NA
115999,-0.732091,3.49744,-4.44993,-117.208,NA,NA,NA,NA
116165,-1.81469,4.08383,-4.74022,NA,-27.338,NA,NA,NA
116361,-2.53821,4.20322,-4.7287,NA,-56.304,NA,NA,NA
116551,-2.70853,3.22297,-4.86818,NA,NA,-113.838,NA,NA
116703,-2.77078,3.76653,-4.94747,-70.726,NA,NA,NA,NA
116905,-2.15058,4.20076,-4.78155,-62.753,NA,NA,NA,NA
117051,-1.63883,4.54798,-4.5594,NA,NA,NA,-62.413,NA
117325,-1.74237,3.78507,-4.22154,NA,NA,NA,-41.954,NA
117552,-2.25909,3.46497,-4.9966,NA,-55.869,NA,NA,NA
117719,-2.58612,4.82028,-4.95322,NA,-82.507,NA,NA,NA
117875,-2.65581,4.83578,-4.9615,NA,NA,NA,-77.518,NA
118077,-1.91884,4.89128,-4.79291,NA,-68.197,NA,NA,NA
118283,-2.19688,4.51438,-4.34501,NA,-66.459,NA,NA,NA
118550,-2.51466,4.47184,-4.12375,NA,NA,NA,-80.348,NA
118688,-1.6229,4.50845,-4.92376,NA,-48.342,NA,NA,NA
118897,-1.26796,4.35101,-4.84206,NA,-40.215,NA,NA,NA
119006,-2.6074,3.86904,-4.81231,NA,NA,-56.014,NA,NA
119245,-3.00189,4.48401,-4.67502,NA,NA,-104.051,NA,NA
119519,-2.70452,4.50561,-4.33103,NA,NA,NA,-80.033,NA
119695,-3.24994,4.16695,-4.84633,NA,-81.229,NA,NA,NA
119864,-3.08534,3.76531,-4.70208,NA,NA,NA,-85.246,NA
120178,-2.63498,3.70831,-4.94285,NA,NA,NA,-54.613,NA
120283,-2.97555,3.47319,-4.44229,NA,-73.758,NA,NA,NA
120559,-2.38356,4.23131,-4.66396,NA,-54.533,NA,NA,NA
120630,-1.64811,4.26048,-4.13927,NA,-56.415,NA,NA,NA
120858,-2.10073,4.37307,-4.86583,NA,-46.237,NA,NA,NA
121010,-2.43255,4.37848,-4.81502,NA,NA,-77.426,NA,NA
121346,-2.52776,4.05867,-4.51047,NA,-61.444,NA,NA,NA
121502,-2.09361,4.50052,-4.63057,NA,-55.085,NA,NA,NA
121647,-1.07693,3.87802,-4.5847,NA,NA,NA,-60.072,NA
121971,-1.80487,4.84328,-4.54171,-74.283,NA,NA,NA,NA
122101,-2.71387,4.03607,-4.21634,NA,-75.245,NA,NA,NA
122325,-1.37821,4.50157,-4.88158,NA,NA,NA,-60.287,NA
122425,-1.12082,4.51713,-4.56943,-86.749,NA,NA,NA,NA
122751,-2.12798,3.46137,-4.30504,NA,NA,NA,-57.931,NA
122956,-1.68043,4.36707,-4.12662,NA,-67.85,NA,NA,NA
123039,-1.45439,3.58011,-4.32587,-42.646,NA,NA,NA,NA
123317,-2.10315,4.00155,-4.64446,-51.424,NA,NA,NA,NA
123402,-1.63853,4.34918,-4.68957,-48.548,NA,NA,NA,NA
123792,-1.61444,3.81939,-4.62253,-19.66,NA,NA,NA,NA
123822,-3.20369,3.87904,-4.94021,NA,NA,NA,-81.659,NA
124172,-2.4386,3.94639,-4.44328,NA,-59.249,NA,NA,NA
124236,-1.93782,3.5427,-4.7529,NA,-29.652,NA,NA,NA
124415,-2.73492,3.4929,-4.86007,-86.667,NA,NA,NA,NA
124604,-1.99937,3.37982,-4.83926,-48.264,NA,NA,NA,NA
124833,-1.35254,3.65351,-4.54662,NA,-26.084,NA,NA,NA
125075,-1.9516,4.32088,-4.37248,NA,-59.111,NA,NA,NA
125230,-1.29197,3.46328,-3.86341,NA,-88.259,NA,NA,NA
125433,-1.3628,4.60363,-4.99768,NA,-59.992,NA,NA,NA
125752,-2.52103,4.33909,-4.66848,NA,NA,NA,-62.723,NA
125809,-2.27308,4.43201,-4.36647,NA,-57.124,NA,NA,NA
126104,-1.4729,4.3063,-4.45529,NA,-59.266,NA,NA,NA
126394,-2.13751,3.69657,-3.96717,NA,-76.151,NA,NA,NA
126492,-2.05201,3.77753,-4.06681,NA,-68.289,NA,NA,NA
126706,-2.02994,3.24219,-3.87336,NA,NA,NA,-110.26,NA
126943,-1.38467,3.37894,-4.91943,-27.177,NA,NA,NA,NA
127023,-2.17926,3.3432,-4.92795,-50.9,NA,NA,NA,NA
127361,-1.86005,3.28796,-4.82066,-33.527,NA,NA,NA,NA
127488,-2.19025,3.39103,-4.44685,-61.44,NA,NA,NA,NA
127690,-2.081,3.40648,-4.51327,NA,-52.992,NA,NA,NA
127914,-2.18851,3.55627,-4.51089,NA,NA,NA,-54.904,NA
128109,-2.3213,3.83464,-4.78975,NA,-27.752,NA,NA,NA
128375,-1.47895,4.83546,-4.99186,NA,NA,NA,-68.348,NA
128524,-2.31432,4.60733,-4.33221,NA,NA,NA,-64.157,NA
128671,-2.0171,3.78824,-4.37793,NA,-26.645,NA,NA,NA
128994,-2.82249,4.67335,-3.64271,NA,-111.677,NA,NA,NA
129123,-2.48222,4.02933,-4.44279,NA,-60.114,NA,NA,NA
129204,-1.74069,4.73487,-4.3752,NA,NA,NA,-56.66,NA
129581,-2.38817,4.10629,-4.24673,NA,-56.604,NA,NA,NA
129773,-1.94492,4.77287,-4.8937,NA,-74.254,NA,NA,NA
129917,-2.93158,3.86471,-4.54778,NA,NA,NA,-75.895,NA
130124,-2.41052,3.24772,-4.7349,-71.587,NA,NA,NA,NA
130257,-1.72466,4.37865,-4.73635,NA,-48.731,NA,NA,NA
130507,-2.14602,4.93198,-4.65888,NA,NA,NA,-73.211,NA
130693,-2.51269,3.74227,-4.61771,NA,NA,NA,-59.571,NA
130850,-2.50679,3.05153,-4.48106,NA,NA,NA,-87.046,NA
131166,-2.59859,4.01773,-4.76111,-64.316,NA,NA,NA,NA
131265,-3.25356,4.3339,-4.89165,-90.518,NA,NA,NA,NA
131502,-2.37656,3.40454,-4.74437,NA,-73.195,NA,NA,NA
131628,-2.38178,4.04302,-4.86871,NA,-48.649,NA,NA,NA
131938,-1.58193,3.84023,-4.56371,NA,-15.53,NA,NA,NA
132197,-2.02403,3.87722,-3.70073,NA,NA,-75.554,NA,NA
132311,-1.70023,3.72704,-4.64013,NA,-10.654,NA,NA,NA
132591,-2.17519,3.4164,-4.19365,NA,-67.428,NA,NA,NA
132714,-2.24252,4.89427,-4.32448,-85.753,NA,NA,NA,NA
132843,-1.64602,4.00525,-4.24038,NA,-52.513,NA,NA,NA
133077,-2.01048,4.71704,-3.97152,NA,-90.06,NA,NA,NA
133346,-2.3813,4.37644,-4.81438,NA,-62.049,NA,NA,NA
133535,-1.35159,4.34695,-4.64091,-45.937,NA,NA,NA,NA
133692,-1.99018,3.93913,-4.97391,NA,NA,NA,-34.132,NA
133924,-1.64349,4.83772,-4.57124,NA,NA,NA,-71.837,NA
134191,-2.04136,4.37617,-4.68942,NA,-48.815,NA,NA,NA
134235,-1.50677,4.60744,-4.57719,-64.964,NA,NA,NA,NA
134508,-2.07511,4.03491,-4.78441,NA,-35.978,NA,NA,NA
134675,-1.39746,4.26344,-4.79358,NA,-46.768,NA,NA,NA
134954,-1.4345,3.62274,-4.83298,-16.723,NA,NA,NA,NA
135091,-1.8266,4.05862,-4.71892,NA,-28.085,NA,NA,NA
135333,-1.18502,3.87107,-4.81917,NA,-17.227,NA,NA,NA
135413,-1.9368,4.64724,-4.83784,-65.854,NA,NA,NA,NA
135764,-1.70599,4.6239,-4.99827,NA,-53.155,NA,NA,NA
135856,-0.563385,3.92942,-4.54835,-135.424,NA,NA,NA,NA
136078,-1.25074,3.65938,-4.99006,NA,-17.8,NA,NA,NA
136393,-1.26126,3.98018,-4.77413,NA,NA,NA,-42.388,NA
136569,-1.13474,3.60457,-4.80552,-22.225,NA,NA,NA,NA
136697,-1.48991,4.73052,-4.68577,NA,NA,NA,-65.905,NA
136947,-2.53528,3.70224,-4.89582,NA,-58.078,NA,NA,NA
137009,-1.50513,4.05938,-4.58259,NA,NA,-60.884,NA,NA
137241,-1.62716,4.33854,-4.76376,NA,NA,NA,-39.648,NA
137414,-1.14497,4.54838,-4.46603,NA,-88.598,NA,NA,NA
137770,-1.8936,4.59189,-4.82921,NA,-58.146,NA,NA,NA
137850,-1.56086,3.48855,-4.16445,NA,NA,NA,-68.699,NA
138021,-1.59157,4.21959,-4.77488,NA,NA,-49.458,NA,NA
138259,-1.80219,3.57833,-4.66018,NA,-19.246,NA,NA,NA
138600,-1.21412,3.95063,-4.53828,-37.586,NA,NA,NA,NA
138797,-2.37188,4.21399,-4.75049,NA,NA,NA,-49.973,NA
138978,-2.083,4.82538,-4.65922,NA,NA,NA,-66.548,NA
139170,-1.8922,4.56003,-4.20793,-69.309,NA,NA,NA,NA
139267,-3.08609,4.1888,-4.62357,NA,NA,-107.528,NA,NA
139599,-1.94703,3.2877,-4.89394,NA,-24.752,NA,NA,NA
139639,-2.52788,3.54943,-4.89301,-59.966,NA,NA,NA,NA
139932,-1.41228,3.62244,-4.97397,NA,NA,NA,-29.258,NA
140085,-1.80145,4.544,-4.53183,-63.107,NA,NA,NA,NA
140381,-2.27665,3.91525,-3.99095,NA,-68.776,NA,NA,NA
140516,-2.37077,3.05797,-4.27614,-93.538,NA,NA,NA,NA
140768,-1.61301,3.59157,-4.56052,NA,NA,NA,-42.597,NA
140960,-1.54801,3.86497,-4.72653,NA,-7.217,NA,NA,NA
141155,-1.33856,4.1022,-4.74871,NA,NA,NA,-59.939,NA
141231,-1.05139,4.56868,-4.62406,NA,-82.587,NA,NA,NA
141593,-1.56552,4.3933,-4.26339,NA,NA,NA,-70.213,NA
141740,-2.15386,4.10396,-4.84654,NA,NA,NA,-49.338,NA
141863,-2.32721,3.80828,-4.37377,NA,-62.97,NA,NA,NA
142075,-2.09637,4.46934,-4.88113,NA,NA,NA,-53.945,NA
142283,-1.64175,3.36404,-4.20896,NA,-37.142,NA,NA,NA
142546,-1.7547,3.55464,-4.31538,-56.5,NA,NA,NA,NA
142778,-2.11775,3.15634,-4.34442,NA,NA,NA,-77.623,NA
142872,-2.82874,4.2613,-4.9194,NA,-70.392,NA,NA,NA
143179,-3.36647,3.09896,-4.76194,-119.073,NA,NA,NA,NA
143299,-1.71563,4.69435,-4.05032,-97.439,NA,NA,NA,NA
143468,-2.17688,4.18842,-4.67981,NA,NA,-91.263,NA,NA
143738,-2.62259,3.95064,-4.4903,NA,NA,-99.675,NA,NA
143940,-1.98606,2.97469,-4.48447,NA,-63.591,NA,NA,NA
144103,-1.3638,4.53633,-3.97669,NA,NA,NA,-90.308,NA
144372,-1.61748,4.73352,-4.29645,NA,NA,NA,-62.379,NA
144570,-1.83141,4.11032,-4.58189,-42.088,NA,NA,NA,NA
144687,-1.80232,4.40952,-4.31939,NA,NA,NA,-67.18,NA
144994,-1.34438,4.11609,-4.7656,NA,NA,NA,-44.249,NA
145055,-1.06316,4.66942,-4.8041,NA,-60.457,NA,NA,NA
145300,-1.30393,3.86095,-4.35993,NA,-28.042,NA,NA,NA
145509,-1.55018,4.22373,-3.84641,NA,NA,NA,-87.213,NA
145634,-1.42722,4.9347,-4.75439,NA,-77.776,NA,NA,NA
145825,-1.61211,4.40044,-4.46911,NA,-47.247,NA,NA,NA
146127,-2.20048,4.30097,-3.88015,NA,-87.453,NA,NA,NA
146392,-1.62133,3.58681,-4.99194,-13.053,NA,NA,NA,NA
146477,-1.92094,4.28375,-4.3717,NA,-64.357,NA,NA,NA
146619,-1.76393,4.25243,-4.17011,NA,-64.617,NA,NA,NA
146990,-2.47741,3.78199,-4.78573,NA,NA,NA,-55.786,NA
147040,-2.10827,4.05373,-4.60808,NA,NA,NA,-46.213,NA
147238,-1.34307,2.85224,-4.99101,NA,NA,NA,-74.718,NA
147527,-1.59061,4.03598,-4.81207,-28.653,NA,NA,NA,NA
147605,-1.46338,3.38159,-4.84552,-48.332,NA,NA,NA,NA
147976,-2.72588,3.77186,-4.49483,-66.991,NA,NA,NA,NA
148050,-1.53076,4.31481,-3.94103,NA,-83.782,NA,NA,NA
148396,-2.64988,4.10442,-4.26328,NA,NA,-89.323,NA,NA
148456,-2.69719,4.2414,-4.5274,NA,-70.511,NA,NA,NA
148788,-2.09381,3.54179,-4.89944,NA,NA,NA,-50.957,NA
148803,-1.60632,3.17835,-4.26967,NA,-71.387,NA,NA,NA
149041,-1.66013,3.4918,-3.90399,NA,-86.265,NA,NA,NA
149204,-2.6586,3.89917,-3.80983,NA,NA,NA,-78.18,NA
149475,-1.9666,4.40564,-4.52354,NA,-52.985,NA,NA,NA
149713,-2.31777,4.206,-4.60034,NA,-53.081,NA,NA,NA
149922,-2.0511,4.46,-3.92731,-94.05,NA,NA,NA,NA
150015,-2.08446,4.48038,-4.28063,NA,NA,NA,-65.955,NA
150387,-1.56098,4.14901,-4.88741,NA,-25.273,NA,NA,NA
150523,-2.10065,4.31819,-4.49485,NA,-55.996,NA,NA,NA
