id,x0,x1,x2,fitness4,fitness4.5,fitness7,fitness7.5,fitness8,fitness9,fitness8.5,fitness6.5
64616,7.53155,8.26413,8.34303,NA,NA,NA,0.848,NA,NA,NA,NA
64929,7.845,7.80582,8.14182,NA,NA,NA,NA,0.917,NA,NA,NA
65186,7.69378,7.562,7.83521,NA,NA,NA,NA,0.969,NA,NA,NA
65228,7.8545,7.64225,8.26965,NA,NA,NA,0.935,NA,NA,NA,NA
65585,7.7113,7.15383,7.05998,NA,NA,NA,0.837,NA,NA,NA,NA
65647,8.91822,8.1204,7.4075,NA,NA,NA,0.72,NA,NA,NA,NA
65941,8.2233,7.90647,8.67308,NA,NA,NA,NA,0.759,NA,NA,NA
66129,7.68074,6.68054,8.10774,NA,NA,0.671,NA,NA,NA,NA,NA
66238,7.77968,6.7596,7.44709,NA,NA,NA,NA,0.791,NA,NA,NA
66527,7.73338,7.12003,8.29361,NA,NA,NA,NA,0.836,NA,NA,NA
66639,7.9262,7.22483,7.84876,NA,NA,NA,0.931,NA,NA,NA,NA
66885,7.29866,7.61285,7.1062,NA,NA,NA,0.884,NA,NA,NA,NA
67007,7.11248,7.44325,7.36059,NA,NA,0.697,NA,NA,NA,NA,NA
67246,6.81404,8.24059,8.53685,NA,NA,NA,0.651,NA,NA,NA,NA
67528,7.55248,7.92529,7.74357,NA,NA,0.875,NA,NA,NA,NA,NA
67735,7.35238,7.24101,7.78379,NA,NA,NA,NA,0.891,NA,NA,NA
67950,8.09071,7.08333,7.05018,NA,NA,NA,0.783,NA,NA,NA,NA
68011,7.57012,7.74201,6.9818,NA,NA,NA,NA,0.874,NA,NA,NA
68217,7.94166,7.82443,7.35359,NA,NA,NA,NA,0.946,NA,NA,NA
68536,6.9994,8.03061,8.1208,NA,NA,NA,NA,NA,NA,0.722,NA
68748,7.73285,7.63369,8.81597,NA,NA,NA,0.804,NA,NA,NA,NA
68855,7.19727,7.68674,7.28775,NA,NA,NA,0.868,NA,NA,NA,NA
69170,7.23057,7.78822,7.46277,NA,NA,NA,0.937,NA,NA,NA,NA
69357,7.60492,7.42371,7.82006,NA,NA,NA,NA,0.977,NA,NA,NA
69515,7.68226,7.44194,7.20776,NA,NA,NA,NA,0.92,NA,NA,NA
69715,7.43482,7.90262,8.74132,NA,NA,NA,0.802,NA,NA,NA,NA
69986,7.56962,8.59022,7.3874,NA,NA,0.738,NA,NA,NA,NA,NA
70128,7.2455,7.64048,7.52431,NA,NA,NA,NA,0.943,NA,NA,NA
70343,7.28534,6.81843,7.26581,NA,NA,NA,NA,NA,NA,0.654,NA
70409,6.99646,7.162,7.9994,NA,NA,NA,0.791,NA,NA,NA,NA
70728,7.33376,7.04792,7.33987,NA,NA,NA,0.84,NA,NA,NA,NA
70833,8.43352,8.34458,7.63492,NA,NA,0.757,NA,NA,NA,NA,NA
71022,7.50107,8.14397,8.12992,NA,NA,NA,NA,0.912,NA,NA,NA
71239,7.51109,8.11474,7.42154,NA,NA,NA,0.919,NA,NA,NA,NA
71554,7.65209,7.65977,7.78952,NA,NA,NA,NA,0.985,NA,NA,NA
71649,8.01869,8.31111,7.91237,NA,NA,NA,0.897,NA,NA,NA,NA
71918,7.58591,8.24501,8.62272,NA,NA,NA,0.76,NA,NA,NA,NA
72059,7.59599,8.29618,8.06896,NA,NA,NA,NA,0.893,NA,NA,NA
72211,7.02061,7.78047,7.73516,NA,NA,NA,NA,0.884,NA,NA,NA
72408,7.38532,8.49834,7.13677,NA,NA,NA,0.785,NA,NA,NA,NA
72672,7.64855,7.43841,7.44591,NA,NA,NA,NA,NA,NA,0.911,NA
72919,7.36391,7.96361,7.89777,NA,NA,NA,0.953,NA,NA,NA,NA
73030,7.71649,7.89747,7.15261,NA,NA,NA,0.925,NA,NA,NA,NA
73222,7.59038,7.50338,7.87262,NA,NA,NA,NA,NA,0.779,NA,NA
73475,7.17395,7.84409,7.71473,NA,NA,NA,NA,0.925,NA,NA,NA
73728,7.91402,8.13182,7.9296,NA,NA,NA,NA,0.904,NA,NA,NA
73857,7.46186,7.76908,8.6462,NA,NA,NA,NA,NA,NA,0.703,NA
74053,7.62437,8.26925,7.17056,NA,NA,NA,NA,0.872,NA,NA,NA
74317,7.60591,7.31069,6.88048,NA,NA,NA,NA,0.819,NA,NA,NA
74405,7.6958,7.78353,7.35351,NA,NA,NA,0.966,NA,NA,NA,NA
74651,8.63887,7.9934,7.93115,NA,NA,NA,NA,0.811,NA,NA,NA
74839,7.58133,7.84296,7.2308,NA,NA,NA,NA,0.931,NA,NA,NA
75022,7.14764,7.48014,7.29723,NA,NA,NA,NA,0.843,NA,NA,NA
75375,7.46798,8.35394,7.55406,NA,NA,NA,NA,NA,NA,0.824,NA
75532,7.55035,8.17196,8.36738,NA,NA,NA,NA,0.862,NA,NA,NA
75685,7.29817,7.98054,8.43006,NA,NA,NA,0.855,NA,NA,NA,NA
75876,6.9005,8.35075,7.84351,NA,NA,NA,0.773,NA,NA,NA,NA
76064,7.0085,8.11914,7.93597,NA,NA,NA,NA,NA,NA,0.792,NA
76310,8.00112,7.81755,7.12604,NA,NA,0.809,NA,NA,NA,NA,NA
76512,7.34421,8.12906,8.44601,NA,NA,NA,NA,NA,NA,0.712,NA
76756,8.39216,8.37838,7.95664,NA,NA,NA,NA,NA,0.635,NA,NA
76871,8.24418,7.36079,7.28444,NA,NA,NA,NA,0.88,NA,NA,NA
77025,7.66362,7.4595,7.69439,NA,NA,NA,NA,0.976,NA,NA,NA
77244,7.3235,7.77508,8.07969,NA,NA,NA,0.933,NA,NA,NA,NA
77409,7.22369,7.2038,7.9184,NA,NA,NA,0.872,NA,NA,NA,NA
77615,7.96513,7.97452,7.81434,NA,NA,NA,NA,0.95,NA,NA,NA
77950,7.98727,7.10786,8.03699,NA,NA,NA,0.854,NA,NA,NA,NA
78198,6.95144,7.87898,8.33511,NA,NA,NA,0.799,NA,NA,NA,NA
78325,7.33985,7.40423,8.75738,NA,NA,NA,0.746,NA,NA,NA,NA
78549,7.63,8.24227,7.42032,NA,NA,0.857,NA,NA,NA,NA,NA
78653,7.4216,7.66086,7.94641,NA,NA,NA,NA,NA,NA,0.907,NA
78927,7.5786,7.64624,8.12353,NA,NA,NA,NA,0.951,NA,NA,NA
79066,7.74492,7.79083,7.99795,NA,NA,NA,NA,0.973,NA,NA,NA
79369,7.97566,6.68139,7.76616,NA,NA,0.715,NA,NA,NA,NA,NA
79443,7.74652,6.89461,7.75874,NA,NA,NA,NA,NA,NA,0.775,NA
79615,7.58714,7.7001,7.41767,NA,NA,NA,NA,0.949,NA,NA,NA
79950,7.12104,8.15611,8.12456,NA,NA,NA,NA,0.85,NA,NA,NA
80133,7.54838,8.65029,7.99326,NA,NA,NA,NA,0.817,NA,NA,NA
80293,7.57213,8.26175,7.64226,NA,NA,NA,NA,NA,NA,0.858,NA
80577,7.96406,8.32226,8.12846,NA,NA,NA,0.866,NA,NA,NA,NA
80702,6.95019,8.1752,7.99448,NA,NA,NA,0.81,NA,NA,NA,NA
80805,7.5977,8.05553,6.86914,NA,NA,NA,0.81,NA,NA,NA,NA
81117,8.31097,7.16591,7.81128,NA,NA,0.804,NA,NA,NA,NA,NA
81378,8.03314,7.92446,7.65844,NA,NA,NA,NA,NA,0.76,NA,NA
81462,7.88192,7.72271,6.93983,NA,NA,NA,NA,NA,NA,0.779,NA
81617,8.33664,8.03173,7.81962,NA,NA,NA,NA,NA,NA,0.842,NA
81942,8.66349,7.30008,7.999,NA,NA,NA,NA,0.768,NA,NA,NA
82200,7.44703,7.49733,8.74323,NA,NA,NA,NA,0.784,NA,NA,NA
82275,7.40587,7.67722,7.89836,NA,NA,0.894,NA,NA,NA,NA,NA
82531,7.54368,7.07782,7.38227,NA,NA,NA,NA,0.876,NA,NA,NA
82676,7.87412,8.24882,7.89888,NA,NA,NA,NA,0.918,NA,NA,NA
82943,8.04662,7.65767,7.41886,NA,NA,0.868,NA,NA,NA,NA,NA
83049,7.40628,7.52145,7.1726,NA,NA,0.823,NA,NA,NA,NA,NA
83277,8.11833,8.08312,7.68513,NA,NA,NA,NA,NA,NA,0.85,NA
83541,7.61905,8.05062,8.03844,NA,NA,NA,0.95,NA,NA,NA,NA
83768,8.07375,8.16915,7.35635,NA,NA,NA,NA,0.896,NA,NA,NA
83967,8.61975,8.21404,7.7451,NA,NA,0.763,NA,NA,NA,NA,NA
84092,8.33991,8.0361,7.44378,NA,NA,NA,0.867,NA,NA,NA,NA
84203,7.94349,7.87213,6.87787,NA,NA,NA,0.838,NA,NA,NA,NA
84537,7.83979,7.64335,7.44938,NA,NA,NA,NA,NA,NA,0.92,NA
84624,7.86212,7.67702,7.39688,NA,NA,NA,0.973,NA,NA,NA,NA
84829,7.32104,7.13109,7.60016,NA,NA,0.84,NA,NA,NA,NA,NA
85038,7.64468,6.97208,7.60152,NA,NA,0.735,NA,NA,NA,NA,NA
85349,7.69884,7.52695,7.70749,NA,NA,0.948,NA,NA,NA,NA,NA
85588,7.86019,8.64338,7.2407,NA,NA,NA,0.778,NA,NA,NA,NA
85796,7.8011,8.13816,8.46786,NA,NA,NA,NA,0.819,NA,NA,NA
85895,6.86456,7.25473,7.68464,NA,NA,NA,0.783,NA,NA,NA,NA
86199,7.9818,7.16682,7.96222,NA,NA,NA,NA,0.903,NA,NA,NA
86286,7.51881,6.9053,7.95869,NA,NA,NA,NA,0.842,NA,NA,NA
86440,7.34441,7.96583,6.94144,NA,NA,NA,0.8,NA,NA,NA,NA
86617,8.14901,8.64792,7.62103,NA,NA,NA,0.808,NA,NA,NA,NA
86986,7.92811,8.07461,7.58832,NA,NA,NA,NA,0.908,NA,NA,NA
87136,7.55098,7.43608,7.36834,NA,NA,NA,NA,0.913,NA,NA,NA
87385,7.79531,8.40902,8.17436,NA,NA,NA,NA,NA,NA,0.776,NA
87539,8.27569,8.33026,8.26343,NA,NA,NA,NA,NA,NA,0.731,NA
87723,7.41761,7.39463,7.61501,NA,NA,NA,NA,0.958,NA,NA,NA
87828,8.46273,7.26586,7.18823,NA,NA,NA,0.798,NA,NA,NA,NA
88146,8.09275,8.03094,7.31294,NA,NA,NA,0.899,NA,NA,NA,NA
88339,8.35535,7.05565,7.99889,NA,NA,0.683,NA,NA,NA,NA,NA
88491,8.42902,8.25218,7.51222,NA,NA,NA,0.842,NA,NA,NA,NA
88751,6.67295,7.88337,7.9945,NA,NA,NA,NA,0.755,NA,NA,NA
88878,7.40282,7.19278,7.45865,NA,NA,NA,0.89,NA,NA,NA,NA
89006,7.42194,7.42932,7.50101,NA,NA,NA,NA,0.937,NA,NA,NA
89267,7.48042,7.84929,7.63582,NA,NA,NA,NA,0.957,NA,NA,NA
89418,6.88881,8.09205,7.56529,NA,NA,NA,0.785,NA,NA,NA,NA
89788,7.21112,7.34987,7.92117,NA,NA,NA,0.898,NA,NA,NA,NA
89981,7.81465,7.75989,7.6392,NA,NA,NA,NA,NA,0.809,NA,NA
90055,7.3613,7.82851,7.22113,NA,NA,NA,0.92,NA,NA,NA,NA
90395,7.38887,7.73057,8.2189,NA,NA,NA,NA,0.907,NA,NA,NA
90489,8.27575,7.87758,7.50336,NA,NA,NA,NA,0.922,NA,NA,NA
90623,6.43598,7.59468,7.91139,NA,NA,NA,NA,0.641,NA,NA,NA
90882,7.27418,7.56337,8.15544,NA,NA,NA,0.902,NA,NA,NA,NA
91016,8.53404,7.66935,8.2272,NA,NA,NA,0.82,NA,NA,NA,NA
91226,8.53188,7.36171,8.01748,NA,NA,NA,NA,0.836,NA,NA,NA
91486,8.43016,7.50569,7.10214,NA,NA,NA,NA,0.818,NA,NA,NA
91714,8.42592,8.66764,7.16667,NA,NA,NA,NA,NA,0.482,NA,NA
91803,7.82301,7.55235,8.51821,NA,NA,NA,NA,0.866,NA,NA,NA
92126,7.47517,8.42419,7.49198,NA,NA,NA,NA,0.869,NA,NA,NA
92228,7.51038,8.15635,8.14953,NA,NA,NA,0.914,NA,NA,NA,NA
92416,8.19788,8.54376,8.25169,NA,NA,NA,0.775,NA,NA,NA,NA
92717,7.11219,8.67006,7.51582,NA,NA,NA,NA,0.723,NA,NA,NA
92919,7.43758,7.37807,7.38213,NA,NA,NA,0.938,NA,NA,NA,NA
93170,7.62343,7.51357,7.87698,NA,NA,NA,0.983,NA,NA,NA,NA
93321,7.40376,7.86674,8.33075,NA,NA,NA,NA,0.886,NA,NA,NA
93525,7.61529,7.18678,7.88329,NA,NA,NA,NA,0.928,NA,NA,NA
93769,7.94613,7.2982,7.75407,NA,NA,0.893,NA,NA,NA,NA,NA
93866,7.87173,7.14001,8.07659,NA,NA,0.79,NA,NA,NA,NA,NA
94036,7.78652,7.10779,7.30678,NA,NA,0.777,NA,NA,NA,NA,NA
94251,6.78062,7.85386,7.47037,NA,NA,0.725,NA,NA,NA,NA,NA
94497,7.46495,8.21233,8.97878,NA,NA,NA,0.69,NA,NA,NA,NA
94763,7.72257,8.07142,8.33829,NA,NA,NA,0.9,NA,NA,NA,NA
94845,7.8184,8.17164,7.15451,NA,NA,NA,0.89,NA,NA,NA,NA
95165,8.29042,8.32821,8.05773,NA,NA,NA,NA,0.838,NA,NA,NA
95282,7.67125,7.54108,7.84283,NA,NA,NA,NA,0.984,NA,NA,NA
95452,7.69855,8.58481,6.73506,NA,NA,NA,NA,0.661,NA,NA,NA
95633,7.18136,8.38719,7.35498,NA,NA,NA,0.828,NA,NA,NA,NA
95974,8.08005,7.68154,7.77478,NA,NA,0.825,NA,NA,NA,NA,NA
96024,7.69219,7.52963,7.31872,NA,NA,NA,0.958,NA,NA,NA,NA
96201,7.29268,7.35168,7.71099,NA,NA,NA,NA,NA,NA,0.854,NA
96413,7.9485,8.08129,7.86913,NA,NA,NA,NA,NA,NA,0.872,NA
96781,7.66971,7.68728,7.23944,NA,NA,NA,NA,NA,0.7,NA,NA
96916,7.2807,8.12799,7.61088,NA,NA,NA,NA,NA,0.695,NA,NA
97166,7.99765,8.02845,8.05405,NA,NA,NA,NA,NA,NA,0.876,NA
97223,7.44056,8.41133,8.69176,NA,NA,NA,0.735,NA,NA,NA,NA
97449,7.60569,8.21645,8.2909,NA,NA,NA,NA,0.854,NA,NA,NA
97690,8.10864,7.82545,8.5461,NA,NA,NA,NA,NA,NA,0.71,NA
97990,8.29314,7.86469,7.88834,NA,NA,NA,NA,0.906,NA,NA,NA
98111,7.81819,7.75655,7.40303,NA,NA,NA,0.965,NA,NA,NA,NA
98361,7.93026,8.25299,8.42375,NA,NA,0.736,NA,NA,NA,NA,NA
98429,7.99647,7.90527,7.64896,NA,NA,NA,0.974,NA,NA,NA,NA
98758,7.06337,7.62549,7.68489,NA,NA,NA,0.907,NA,NA,NA,NA
98838,7.59044,7.59429,7.92515,NA,NA,NA,NA,0.96,NA,NA,NA
99046,8.60405,7.14113,7.90916,NA,NA,NA,NA,0.785,NA,NA,NA
99258,7.55495,7.32415,6.86154,NA,NA,NA,NA,0.81,NA,NA,NA
99407,7.30861,8.16377,8.26467,NA,NA,NA,0.834,NA,NA,NA,NA
99678,7.38035,8.15696,8.41641,NA,NA,0.784,NA,NA,NA,NA,NA
99973,7.7672,7.40214,7.80114,NA,NA,NA,NA,0.942,NA,NA,NA
100170,7.70876,7.56291,7.99672,NA,NA,NA,NA,NA,0.797,NA,NA
100342,7.45374,7.30921,7.55628,NA,NA,NA,NA,NA,NA,0.797,NA
100517,7.99103,8.48276,7.92404,NA,NA,NA,0.867,NA,NA,NA,NA
100637,7.86089,7.74822,7.80445,NA,NA,NA,NA,0.959,NA,NA,NA
100886,7.25509,8.75244,7.50524,NA,NA,NA,NA,0.765,NA,NA,NA
101147,8.24717,7.79587,8.47302,NA,NA,0.758,NA,NA,NA,NA,NA
101247,7.66461,7.22575,8.17594,NA,NA,NA,NA,NA,NA,0.851,NA
101411,7.86914,8.02294,7.59942,NA,NA,NA,NA,NA,0.76,NA,NA
101618,8.23662,7.67294,8.77632,NA,NA,NA,0.743,NA,NA,NA,NA
101894,7.50178,8.1476,8.41613,NA,NA,NA,NA,NA,NA,0.729,NA
102013,8.24493,7.72488,7.95724,NA,NA,0.806,NA,NA,NA,NA,NA
102377,7.3557,8.03633,7.65787,NA,NA,NA,NA,NA,NA,0.79,NA
102444,7.1429,7.68634,7.607,NA,NA,NA,0.927,NA,NA,NA,NA
102669,7.82601,8.33614,7.20417,NA,NA,NA,0.853,NA,NA,NA,NA
102883,8.12074,7.82603,8.57099,NA,NA,NA,NA,NA,NA,0.721,NA
103082,7.62673,7.74288,7.34263,NA,NA,NA,NA,0.923,NA,NA,NA
103366,7.39397,7.62271,7.53283,NA,NA,NA,NA,0.95,NA,NA,NA
103475,7.39988,7.7047,8.49562,NA,NA,NA,NA,0.858,NA,NA,NA
103714,7.07348,7.8516,8.21,NA,NA,NA,NA,NA,NA,0.736,NA
103812,7.49062,7.05069,7.36619,NA,NA,NA,0.829,NA,NA,NA,NA
104133,8.06448,6.76509,8.42221,NA,NA,NA,0.697,NA,NA,NA,NA
104231,8.91047,7.55255,7.72391,NA,NA,0.692,NA,NA,NA,NA,NA
104512,7.92237,7.94253,7.96749,NA,NA,NA,NA,0.959,NA,NA,NA
104601,7.66695,8.00642,8.54384,NA,NA,NA,NA,NA,NA,0.777,NA
104975,7.77199,8.48508,7.22797,NA,NA,NA,NA,0.791,NA,NA,NA
105100,7.63168,7.75002,7.71467,NA,NA,NA,NA,NA,NA,0.837,NA
105253,8.38992,7.59935,7.60845,NA,NA,NA,NA,0.86,NA,NA,NA
105420,7.95489,7.66593,7.37833,NA,NA,NA,NA,0.947,NA,NA,NA
105728,7.9592,8.15548,7.70076,NA,NA,NA,NA,0.944,NA,NA,NA
105868,8.70785,7.25696,7.83799,NA,NA,NA,NA,0.783,NA,NA,NA
106104,7.71088,7.02402,7.66856,NA,NA,NA,NA,0.869,NA,NA,NA
106211,7.65146,7.74986,7.1398,NA,NA,NA,NA,0.929,NA,NA,NA
106510,7.8033,8.75872,7.22129,NA,NA,0.692,NA,NA,NA,NA,NA
106769,7.68555,7.38965,7.71371,NA,NA,NA,NA,NA,NA,0.901,NA
106832,8.01172,8.0998,7.74441,NA,NA,NA,NA,NA,NA,0.79,NA
107079,8.5583,7.91067,8.2179,NA,NA,NA,NA,0.813,NA,NA,NA
107281,7.65069,8.52603,8.20216,NA,NA,NA,0.835,NA,NA,NA,NA
107556,7.28507,7.77616,8.24852,NA,NA,NA,NA,0.876,NA,NA,NA
107739,8.0913,7.03816,7.86151,NA,NA,NA,NA,0.82,NA,NA,NA
107833,7.62463,7.94775,8.33331,NA,NA,NA,NA,NA,NA,0.842,NA
108180,8.31596,8.04568,8.07834,NA,NA,NA,NA,NA,NA,0.782,NA
108232,7.74917,7.86289,8.49696,NA,NA,NA,0.884,NA,NA,NA,NA
108566,7.42905,7.53735,7.92841,NA,NA,NA,NA,0.916,NA,NA,NA
108769,7.47187,7.57137,8.27565,NA,NA,NA,0.912,NA,NA,NA,NA
108979,8.00076,7.7907,7.31174,NA,NA,NA,0.942,NA,NA,NA,NA
109135,6.94336,7.84961,7.32194,NA,NA,NA,0.834,NA,NA,NA,NA
109216,7.56643,8.17362,7.79151,NA,NA,0.907,NA,NA,NA,NA,NA
109442,7.82354,8.07326,7.28156,NA,NA,NA,NA,0.899,NA,NA,NA
109639,7.77289,7.92245,7.42296,NA,NA,NA,NA,NA,NA,0.892,NA
109949,7.97099,7.72919,7.12366,NA,NA,NA,NA,0.874,NA,NA,NA
110191,7.45724,8.10761,7.8791,NA,NA,NA,NA,0.948,NA,NA,NA
110201,7.77077,7.97864,7.63866,NA,NA,NA,0.981,NA,NA,NA,NA
110401,8.33922,8.05544,7.35647,NA,NA,NA,0.838,NA,NA,NA,NA
110744,7.6551,7.76234,8.32232,NA,NA,NA,0.919,NA,NA,NA,NA
110951,7.14543,7.40725,8.1076,NA,NA,NA,0.85,NA,NA,NA,NA
111198,8.22244,8.62064,8.09624,NA,NA,NA,0.752,NA,NA,NA,NA
111272,7.71979,8.1858,8.21129,NA,NA,0.823,NA,NA,NA,NA,NA
111405,7.90798,8.21277,7.5989,NA,NA,NA,NA,0.922,NA,NA,NA
111691,7.96228,7.38126,7.90877,NA,NA,0.907,NA,NA,NA,NA,NA
111914,7.19563,7.61852,7.65566,NA,NA,0.867,NA,NA,NA,NA,NA
112191,8.03041,7.60568,8.03275,NA,NA,NA,0.949,NA,NA,NA,NA
112337,8.37471,7.51916,7.48522,NA,NA,NA,NA,NA,NA,0.814,NA
112438,7.64192,7.51699,7.84519,NA,NA,NA,NA,NA,NA,0.907,NA
112644,8.07553,8.01299,7.61491,NA,NA,NA,NA,NA,NA,0.845,NA
112877,8.45684,8.57355,7.49612,NA,NA,NA,NA,0.739,NA,NA,NA
113101,7.54999,8.15723,7.37896,NA,NA,NA,0.915,NA,NA,NA,NA
113347,7.67617,8.06647,7.49226,NA,NA,NA,NA,0.957,NA,NA,NA
113404,7.60133,6.81493,7.7288,NA,NA,0.774,NA,NA,NA,NA,NA
113690,7.99178,6.77578,6.92477,NA,NA,NA,0.671,NA,NA,NA,NA
113818,8.13974,7.27433,7.68412,NA,NA,NA,0.922,NA,NA,NA,NA
114152,7.83731,7.30752,7.49751,NA,NA,NA,NA,NA,NA,NA,0.753
114267,7.67377,7.72489,8.15465,NA,NA,NA,0.958,NA,NA,NA,NA
114451,7.30499,8.16034,8.06465,NA,NA,NA,0.892,NA,NA,NA,NA
114774,7.20173,7.56785,8.24556,NA,NA,NA,NA,0.885,NA,NA,NA
114847,8.25183,7.98959,7.25442,NA,NA,NA,0.883,NA,NA,NA,NA
115132,7.16849,7.16529,7.53595,NA,NA,NA,NA,NA,NA,0.754,NA
115250,7.96088,8.00546,7.44073,NA,NA,NA,NA,NA,NA,0.804,NA
115551,7.77642,7.93186,7.16278,NA,NA,NA,NA,0.9,NA,NA,NA
115791,8.1691,8.11523,7.29719,NA,NA,NA,0.852,NA,NA,NA,NA
115822,8.30926,7.77121,7.32976,NA,NA,NA,NA,0.881,NA,NA,NA
116026,8.16563,7.83338,7.28216,NA,NA,NA,0.916,NA,NA,NA,NA
116248,7.19938,7.75999,7.29562,NA,NA,NA,0.9,NA,NA,NA,NA
116577,7.75916,8.31928,7.61813,NA,NA,NA,NA,0.918,NA,NA,NA
116725,7.14466,8.13192,8.49148,NA,NA,NA,0.787,NA,NA,NA,NA
116836,7.79164,8.14055,8.19519,NA,NA,NA,0.91,NA,NA,NA,NA
117171,7.97276,7.59224,7.13895,NA,NA,NA,NA,NA,NA,0.771,NA
117365,7.84841,7.18271,7.5323,NA,NA,NA,NA,0.904,NA,NA,NA
117550,7.46015,8.15164,7.67107,NA,NA,NA,0.943,NA,NA,NA,NA
117685,7.71134,8.3276,7.24069,NA,NA,NA,0.879,NA,NA,NA,NA
117855,7.87315,7.61543,8.15746,NA,NA,NA,NA,0.917,NA,NA,NA
118155,7.47815,7.44511,7.54781,NA,NA,NA,NA,NA,NA,0.884,NA
118363,8.50145,8.34775,7.432,NA,NA,NA,NA,NA,NA,0.714,NA
118473,7.02216,7.85253,8.04632,NA,NA,NA,0.844,NA,NA,NA,NA
118642,8.01852,8.53457,8.04212,NA,NA,NA,0.839,NA,NA,NA,NA
118971,8.26737,7.74812,7.53883,NA,NA,NA,0.932,NA,NA,NA,NA
119184,7.74558,7.86145,7.11799,NA,NA,NA,0.918,NA,NA,NA,NA
119377,8.17184,7.53693,8.62816,NA,NA,0.756,NA,NA,NA,NA,NA
119592,6.91539,7.71445,7.58986,NA,NA,0.75,NA,NA,NA,NA,NA
119651,7.67214,8.72361,8.35582,NA,NA,0.649,NA,NA,NA,NA,NA
119967,7.98498,8.14281,8.0354,NA,NA,0.836,NA,NA,NA,NA,NA
120067,8.12113,7.71149,7.55049,NA,NA,0.806,NA,NA,NA,NA,NA
120225,7.67525,7.05406,7.76251,NA,NA,NA,0.902,NA,NA,NA,NA
120490,7.02969,6.99808,7.83589,NA,NA,NA,NA,0.781,NA,NA,NA
120655,7.66612,7.88224,7.92597,NA,NA,NA,0.967,NA,NA,NA,NA
120914,7.86174,7.56182,7.28126,NA,NA,0.82,NA,NA,NA,NA,NA
121106,8.46185,7.6478,7.60724,NA,NA,0.848,NA,NA,NA,NA,NA
121261,8.15256,6.79212,7.51929,NA,NA,0.664,NA,NA,NA,NA,NA
121510,8.22093,7.84467,7.96468,NA,NA,NA,0.921,NA,NA,NA,NA
121677,7.44975,7.53774,7.59849,NA,NA,NA,0.976,NA,NA,NA,NA
121877,7.68425,7.78258,7.18593,NA,NA,NA,NA,0.929,NA,NA,NA
122044,7.22084,8.03283,7.14906,NA,NA,NA,NA,NA,NA,0.756,NA
122367,7.99184,7.83772,8.51554,NA,NA,NA,NA,NA,NA,0.775,NA
122406,7.56592,7.34937,8.10672,NA,NA,NA,0.914,NA,NA,NA,NA
122700,7.33172,7.75633,8.09505,NA,NA,NA,NA,0.895,NA,NA,NA
122911,8.05025,7.54081,7.18918,NA,NA,NA,NA,0.911,NA,NA,NA
123037,8.12005,8.5458,7.644,NA,NA,NA,0.821,NA,NA,NA,NA
123246,8.6385,8.29925,7.77446,NA,NA,NA,0.787,NA,NA,NA,NA
123584,7.90513,7.2757,8.0951,NA,NA,NA,0.917,NA,NA,NA,NA
123769,7.77521,6.81692,7.32507,NA,NA,NA,0.802,NA,NA,NA,NA
123956,7.65283,7.4621,7.18811,NA,NA,NA,0.928,NA,NA,NA,NA
124094,7.93883,8.22249,7.44378,NA,NA,NA,0.919,NA,NA,NA,NA
124292,8.56592,7.83138,7.82212,NA,NA,NA,0.824,NA,NA,NA,NA
124503,8.50238,7.70536,7.98887,NA,NA,NA,0.862,NA,NA,NA,NA
124671,7.05949,7.02617,7.8981,NA,NA,NA,NA,0.771,NA,NA,NA
124964,7.34384,7.65596,7.92769,NA,NA,NA,NA,0.958,NA,NA,NA
125027,7.79881,8.1325,8.18416,NA,NA,NA,NA,0.914,NA,NA,NA
125289,8.08007,7.40505,7.82371,NA,NA,NA,0.95,NA,NA,NA,NA
125579,8.38256,7.62627,7.17272,NA,NA,NA,0.845,NA,NA,NA,NA
125700,8.52431,8.24223,7.50161,NA,NA,0.743,NA,NA,NA,NA,NA
125978,7.31439,8.34106,7.65756,NA,NA,NA,0.873,NA,NA,NA,NA
126132,7.68223,7.26314,7.38693,NA,NA,NA,0.899,NA,NA,NA,NA
126206,8.18034,7.37474,7.54535,NA,NA,NA,NA,0.927,NA,NA,NA
126438,7.75275,7.88918,7.7062,NA,NA,0.896,NA,NA,NA,NA,NA
126793,8.47343,7.92905,7.18337,NA,NA,NA,0.787,NA,NA,NA,NA
126861,8.00897,7.48923,7.72593,NA,NA,NA,NA,0.939,NA,NA,NA
127022,8.12063,7.77938,7.3654,NA,NA,NA,0.939,NA,NA,NA,NA
127209,8.48066,7.96486,8.37093,NA,NA,NA,0.8,NA,NA,NA,NA
127457,8.21441,8.01711,7.59461,NA,NA,NA,NA,0.921,NA,NA,NA
127748,7.84553,7.8363,7.07389,NA,NA,NA,0.883,NA,NA,NA,NA
127899,7.53619,7.78717,8.33287,NA,NA,NA,NA,0.891,NA,NA,NA
128058,7.90039,7.91571,9.06073,NA,NA,NA,NA,NA,NA,0.65,NA
128337,7.45989,7.65652,8.21415,NA,NA,NA,0.937,NA,NA,NA,NA
128551,8.49898,7.53103,8.00887,NA,NA,NA,NA,0.864,NA,NA,NA
128661,7.01194,8.23155,7.56632,NA,NA,0.714,NA,NA,NA,NA,NA
128946,7.91754,8.28141,7.59957,NA,NA,0.871,NA,NA,NA,NA,NA
129200,7.98224,7.47235,8.13857,NA,NA,0.832,NA,NA,NA,NA,NA
129243,7.6719,8.5669,7.65018,NA,NA,NA,0.863,NA,NA,NA,NA
