id,x0,x1,x2,fitness-3.5,fitness-1.5,fitness-0.5,fitness1,fitness2,fitness1.5,fitness3,fitness4,fitness3.5,fitness0,fitness0.5,fitness2.5,fitness5,fitness4.5,fitness-2,fitness-1,fitness-4,fitness-4.5,fitness-5,fitness-3,fitness-2.5
32720,-2.62787,4.50721,3.90681,NA,NA,NA,NA,-2.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32827,-4.81694,1.89714,4.51025,NA,NA,NA,NA,NA,NA,NA,1.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33185,-3.23213,2.54995,4.91449,NA,NA,NA,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33327,-3.4522,2.02044,4.48864,NA,NA,NA,NA,NA,NA,NA,NA,-1.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33599,-4.20283,0.517882,2.166,NA,NA,NA,NA,NA,NA,NA,-6.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33735,-1.406,-0.966239,1.21056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1695.64,NA,NA,NA,NA,NA,NA,NA
33995,0.0422997,-2.29051,-0.564949,NA,NA,NA,NA,NA,NA,NA,NA,4.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34114,-0.519331,-1.94015,0.369063,NA,NA,NA,NA,NA,NA,NA,169.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34325,-1.66837,-1.2228,-0.199682,NA,NA,NA,NA,NA,NA,NA,NA,341.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34509,-2.39035,-1.66182,-0.639203,NA,NA,NA,NA,NA,NA,NA,491.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34745,-1.98213,-1.54492,0.155012,NA,NA,NA,NA,NA,NA,NA,330.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34965,-0.816471,-1.72439,-0.60841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1633.479,NA,NA,NA,NA,NA,NA,NA
35001,-1.65487,-0.0783827,0.32909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.211,NA,NA,NA,NA,NA,NA,NA,NA
35314,-0.439017,-0.369814,-0.553993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.756,NA,NA,NA,NA,NA,NA,NA,NA
35440,-2.32104,-0.937839,-0.332306,NA,NA,NA,NA,NA,NA,NA,NA,-79.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35723,-1.45622,-1.86365,-0.650638,NA,NA,NA,NA,NA,NA,NA,2898.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35801,-2.58836,-3.46429,-0.880455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265.088,NA,NA,NA,NA,NA,NA,NA,NA
36147,-2.69154,-4.00159,-0.0781985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.397,NA,NA,NA,NA,NA,NA,NA,NA
36318,-2.0796,-4.77091,-2.27958,NA,NA,NA,NA,NA,NA,NA,-0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36409,-2.49125,-3.4565,-0.842376,NA,NA,NA,NA,NA,NA,329.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36699,-3.4407,-2.01324,-0.052673,NA,NA,NA,NA,NA,NA,NA,75.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36911,-3.55773,-1.99783,-0.0560848,NA,NA,NA,NA,NA,NA,NA,-126.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37016,-3.2424,-1.18239,0.29842,NA,NA,NA,NA,NA,NA,NA,-23.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37282,-4.48167,0.89813,2.75018,NA,NA,NA,NA,NA,NA,NA,NA,75.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37428,-4.13196,0.979093,1.37,NA,NA,NA,NA,NA,NA,NA,48.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37734,-4.52241,1.29431,1.6421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.456,NA,NA,NA,NA,NA,NA,NA
37977,-4.82688,2.04261,1.71809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.908,NA,NA,NA,NA,NA,NA,NA
38034,-3.82625,0.959332,0.905887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.71,NA,NA,NA,NA,NA,NA,NA,NA
38396,-2.41524,1.67024,2.43259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.528,NA,NA,NA,NA,NA,NA,NA
38577,-2.89568,2.11994,1.28549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.704,NA,NA,NA,NA,NA,NA,NA,NA
38800,-2.22545,2.96025,3.64051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.152,NA,NA,NA,NA,NA,NA,NA,NA
38898,-4.2322,3.65805,3.41798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.854,NA,NA,NA,NA,NA,NA,NA,NA
39070,-3.54596,2.93306,3.31133,NA,NA,NA,NA,NA,NA,NA,1.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39394,-4.35461,-0.156738,3.21052,NA,NA,NA,NA,106.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39434,-3.23166,-0.919232,3.82889,NA,NA,NA,NA,NA,72.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39659,-2.60757,-2.32138,4.31887,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39919,-2.06514,-3.2921,3.80702,NA,NA,NA,20.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40178,-0.669756,-1.51888,3.10875,NA,NA,NA,NA,NA,614.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40374,-1.29204,-1.00944,4.55515,NA,NA,NA,NA,411.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40553,-0.922002,-0.320605,2.97347,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40627,-0.368026,-1.10344,3.28134,NA,NA,NA,-80.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40935,-0.47667,-3.2339,3.65778,NA,NA,NA,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41054,0.323983,-4.17716,2.83465,NA,NA,NA,NA,NA,20.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41349,0.867345,-3.33895,1.00786,NA,NA,NA,NA,NA,5.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41555,0.67475,-3.08471,2.21067,NA,NA,NA,NA,4.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41642,2.02995,-2.9114,2.08821,NA,NA,NA,1.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41909,-0.287486,-1.52049,2.78464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
42127,-0.877176,-2.11713,3.17296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
42268,-0.157155,-1.6396,2.55597,NA,NA,NA,NA,NA,-7.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42516,-0.0490657,-0.560467,4.43046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42722,0.491852,1.09353,3.37637,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42978,1.93868,1.02009,4.00917,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43184,2.54715,0.331763,2.3939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43218,2.93942,0.940382,2.51674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
43598,3.06577,0.320295,2.74928,NA,NA,NA,NA,-1.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43760,4.74401,0.545067,2.55733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43806,4.17233,0.269787,1.56096,NA,NA,NA,NA,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44154,2.7673,0.0869843,1.74674,NA,NA,NA,NA,NA,24.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44232,1.86473,0.317599,2.10285,NA,NA,NA,NA,-5.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44547,2.04146,-0.430995,2.33624,NA,NA,NA,NA,NA,NA,-1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44629,1.83029,-1.13483,2.89699,NA,NA,NA,NA,NA,NA,6.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44845,2.51683,-1.15602,1.62364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.973,NA,NA,NA,NA,NA,NA,NA,NA,NA
45193,-0.180094,-0.217086,-0.273788,NA,NA,NA,NA,487.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45398,0.10834,1.07926,-0.130723,NA,NA,NA,NA,-1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45485,-0.484152,1.75429,0.468558,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45643,0.76932,1.21892,0.437138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45859,0.753686,1.37721,0.921363,NA,NA,NA,NA,NA,-11.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46048,-0.310489,0.633534,1.10192,NA,NA,NA,NA,5.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46328,-0.508288,1.47329,1.64728,NA,NA,NA,NA,-7.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46585,0.901904,0.53353,2.63794,NA,NA,NA,NA,NA,NA,NA,13.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46774,2.3915,-0.632408,1.05334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.94,NA,NA,NA,NA,NA,NA,NA
46862,3.36469,-2.5919,2.41234,NA,NA,NA,NA,NA,NA,NA,128.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47187,4.57003,-3.09884,2.08366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.667,NA,NA,NA,NA,NA,NA,NA
47343,4.68404,-4.35591,2.76501,NA,NA,NA,NA,NA,NA,130.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47470,4.87881,-4.77525,3.27184,NA,NA,NA,NA,NA,NA,126.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47745,4.04722,-4.25245,3.14264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.581,NA,NA,NA,NA,NA,NA,NA,NA,NA
47953,4.15786,-3.97924,3.91391,NA,NA,NA,NA,NA,52.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48071,4.59723,-3.54813,4.48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59,NA,NA,NA,NA,NA
48242,4.90564,-4.37749,4.36075,NA,1294.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48554,4.9983,-4.98953,3.96755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.157,NA
48712,3.68747,-4.27283,3.91098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.458,NA,NA,NA,NA
48927,3.24358,-4.89542,3.89554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.43,NA,NA
49006,4.19959,-4.13301,2.82738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.791,NA,NA,NA
49224,4.7479,-3.64306,0.850454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.381,NA,NA,NA,NA
49462,4.04885,-2.66685,-0.646229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.398,NA,NA,NA,NA
49702,3.1108,-1.26741,-0.859522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.63,NA
49826,2.83426,-1.7709,-2.24076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221,NA,NA,NA
50096,3.82624,-2.99188,-3.20378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.263,NA,NA,NA,NA
50229,3.39718,-4.22953,-1.82103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.039,NA
50587,4.74214,-4.52635,-3.73246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.883
50683,3.68743,-4.62754,-3.30808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.782,NA
50929,4.97806,-4.28825,-1.96682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.109
51178,4.16568,-4.03543,-3.12064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.48
51295,4.44873,-4.44123,-2.98182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.399,NA,NA
51468,4.84199,-4.23416,-4.56273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.456,NA,NA
51766,3.2964,-3.69485,-4.23997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,NA,NA,NA
51952,2.28118,-2.54743,-4.49618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.813,NA,NA,NA
52084,3.09564,-1.76665,-4.02634,-2.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52324,2.88472,-1.14505,-4.79662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.661,NA
52593,2.91225,-1.86618,-4.81629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.827
52610,3.54583,-1.94756,-4.93647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.261,NA
52896,2.64144,-2.06017,-4.07862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.458,NA
53096,3.99736,-3.51714,-2.68008,NA,10.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53344,3.98947,-1.98172,-2.80443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.999,NA,NA,NA,NA,NA
53452,4.32809,-0.205176,-2.5351,NA,602.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53694,4.73268,-0.475361,-2.00238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.364,NA,NA,NA,NA,NA
53824,4.54023,-1.52324,-2.35187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.703,NA,NA,NA,NA,NA,NA
54132,4.95702,-1.01584,-1.80789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.183,NA
54345,4.99947,1.29903,-0.672413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201.968,NA
54597,4.48656,1.22556,-1.14336,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54651,3.74831,1.21352,-0.633661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.003,NA,NA,NA,NA
54905,3.34438,1.48285,-1.71965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.859,NA,NA,NA,NA
55197,3.37986,0.725411,-3.15582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.883,NA,NA,NA,NA
55374,4.62379,-0.0730863,-2.21876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.441,NA,NA,NA
55441,3.8159,-0.561927,-0.650582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.042,NA,NA
55741,1.52934,-0.127698,-2.44776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.157,NA,NA
55819,1.49095,-0.765524,-1.99307,216.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56168,0.577754,-0.737154,-2.06828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.911,NA,NA,NA,NA
56348,0.314811,1.2685,-2.20261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.109,NA,NA,NA
56574,0.952394,1.01625,-2.04287,3.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56744,1.94296,0.266761,-2.18534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.965,NA
56833,2.48424,-0.0707984,-1.56521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.415
57032,1.71747,-1.85478,-2.81759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.008,NA,NA,NA,NA
57383,0.34249,-2.4501,-1.61822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.178
57550,-0.462318,-2.45922,-1.83538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,NA,NA,NA,NA
57774,-0.749581,-2.73685,-1.87604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.662,NA,NA,NA
57877,0.825802,-1.65993,-2.20555,114.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58041,0.657404,-2.56606,-1.89515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.816,NA,NA
58272,-0.778955,-2.85125,-0.329872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.02,NA,NA,NA,NA
58543,-0.722516,-2.43662,-1.58174,95.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58692,-0.361683,-4.04296,-0.981031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.577,NA,NA,NA,NA,NA,NA
58861,-0.896791,-4.01179,-2.35157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.603,NA,NA,NA,NA,NA,NA
59130,-0.0303471,-4.494,-2.61661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.224,NA,NA,NA,NA,NA,NA
59270,1.19776,-4.51078,-3.87821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.603,NA,NA,NA,NA,NA
59493,2.17793,-3.30775,-4.65021,NA,17.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59671,1.62824,-3.33109,-4.59573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.887,NA,NA,NA,NA,NA,NA
59881,1.43254,-1.95577,-3.19583,NA,232.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60078,3.36176,-3.33487,-3.95102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.953,NA,NA,NA,NA,NA
60249,2.4225,-4.47746,-2.8792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60551,2.95841,-4.13826,-3.47842,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60747,3.48894,-4.19484,-2.13697,NA,NA,25.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60925,0.722851,-3.87261,-1.08467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61056,0.652319,-3.19239,0.327922,NA,NA,NA,NA,NA,30.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61277,-0.216997,-2.41438,0.210697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
61481,-2.68517,-2.36473,0.467112,NA,NA,NA,NA,NA,NA,-23.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61778,-2.84578,-2.44555,-0.347482,NA,NA,NA,NA,55.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61920,-2.57257,-2.64158,-1.55613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.742,NA,NA,NA,NA,NA,NA,NA,NA,NA
62039,-2.37796,-3.08404,-1.18328,NA,NA,NA,NA,NA,NA,NA,NA,33.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62350,-1.99345,-2.78471,-0.862946,NA,NA,NA,NA,NA,NA,NA,NA,140.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62434,-3.731,-2.22778,-1.94626,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62744,-4.78171,-1.61944,-2.24453,NA,NA,NA,NA,NA,NA,NA,65.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62884,-2.87445,-1.70384,-1.72047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.072,NA,NA,NA,NA,NA,NA,NA
63106,-3.56627,-1.63297,-2.76557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.111,NA,NA,NA,NA,NA,NA,NA
63211,-1.3772,-0.850041,-4.42884,NA,NA,NA,NA,NA,NA,NA,NA,943.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63431,-0.0326277,0.818391,-4.32532,NA,NA,NA,NA,NA,NA,NA,NA,86.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63789,-0.451281,1.99838,-3.58637,NA,NA,NA,NA,NA,NA,NA,-1.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63972,-2.16905,2.0631,-2.16024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
64063,-2.47684,2.48135,-2.00765,NA,NA,NA,NA,NA,45.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64238,-3.05665,2.74697,-2.78789,NA,NA,52.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64540,-4.95164,3.61798,-1.47998,NA,NA,NA,251.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64719,-3.68472,2.9226,-0.605856,NA,NA,NA,5.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64858,-3.40917,4.71119,-1.46371,NA,NA,NA,479.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65046,-2.74809,2.32312,-0.0817505,NA,NA,NA,1.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65316,-2.63716,0.773775,0.0699899,NA,NA,NA,37.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
