id,x0,x1,x2,fitness7.5,fitness6.5,fitness7,fitness9,fitness8.5,fitness8,fitness9.5,fitness10,fitness6,fitness5,fitness5.5,fitness4.5,fitness4,fitness3.5,fitness10.5,fitness3
41251,8.45871,8.56971,8.41261,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41533,7.63087,9.38952,7.1057,NA,NA,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA,NA,NA,NA
41612,7.24157,8.76399,7.01905,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41881,7.65555,7.93175,6.29611,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42077,8.25828,7.28996,6.31426,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42202,7.25736,6.56924,7.79745,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42554,8.16271,7.19755,7.71437,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42665,8.75685,6.89773,9.16864,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42894,7.43386,7.51911,9.40146,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43136,7.20448,7.33585,8.78588,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43350,7.24213,7.72579,8.29889,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43512,6.97343,7.76765,8.49338,NA,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA
43674,7.6156,8.8329,8.10475,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43899,7.69335,6.75718,8.54486,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44090,8.49275,7.80959,8.14823,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44378,7.8436,8.36734,8.12357,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44437,8.34615,7.17815,8.34459,NA,NA,NA,NA,NA,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA
44632,8.57478,7.50131,7.67337,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44893,8.53062,7.43434,6.92905,NA,NA,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA
45030,6.89731,6.80492,7.16933,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,NA,NA
45333,7.30994,5.81619,8.13585,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45598,4.61138,7.58908,7.72696,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45722,6.45714,8.92679,7.69067,NA,NA,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45958,5.81668,8.77841,7.60932,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46149,6.67719,6.81372,7.28248,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46207,7.46585,5.48309,7.69707,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46581,7.01248,6.94013,8.04335,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46695,7.10385,8.39406,7.31097,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46802,7.08275,8.31994,8.00564,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47121,7.88199,7.65372,8.22148,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47306,8.3127,7.59322,7.93279,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47418,7.87489,8.23145,7.52248,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47602,7.98984,7.49101,8.94427,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47886,7.04403,8.94596,8.20861,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48125,7.33236,7.71257,9.5191,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48375,6.08985,7.24871,8.77672,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48454,7.29304,6.68803,7.2764,NA,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48753,6.97315,7.4813,7.64871,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48858,8.78114,8.18285,8.16697,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49187,8.71937,7.76435,8.07054,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49287,7.75901,7.83389,7.80713,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49469,7.18876,7.67238,6.46734,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49618,9.154,7.49538,7.02185,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49811,8.91123,7.10343,7.93405,NA,NA,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50192,7.76829,7.12106,7.26881,NA,NA,NA,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA
50239,8.64352,7.78823,7.18197,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50549,7.39661,7.7306,6.99803,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50727,7.95206,8.4076,7.46288,NA,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50911,7.90306,8.50672,7.21362,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51159,8.55664,7.97458,6.68458,NA,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51202,8.23093,7.97587,8.33745,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51455,7.48954,6.20977,6.79227,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51614,7.51305,7.67373,6.72936,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51981,7.57136,7.64883,6.85272,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52079,7.99667,6.53093,6.90544,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52280,7.7836,5.77486,4.77939,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52562,8.6261,4.58573,3.56683,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52672,8.05668,4.42563,3.87794,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52868,8.77813,4.89614,4.4348,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53138,8.23143,4.69077,4.64664,NA,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53273,8.18605,4.85654,4.73979,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53483,8.22707,3.49522,4.63053,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53749,8.85643,4.2054,5.52263,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53998,8.51579,3.75357,6.78149,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54200,9.30123,3.76631,8.60222,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54241,7.89357,5.08501,7.41994,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54509,7.54778,4.73913,6.82127,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54720,7.18759,4.83593,7.35914,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54986,7.0437,5.10007,8.38423,NA,NA,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55117,8.04321,7.02287,6.97145,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55257,8.10637,7.75052,7.39187,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55484,7.88646,7.759,7.57012,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55785,7.95791,8.49411,7.22076,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55953,7.65563,7.9011,7.06932,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56015,7.48077,7.73691,7.40458,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56350,6.9081,7.94889,7.05053,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56584,7.65205,9.1518,7.84069,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56632,7.20311,9.70684,8.14216,NA,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56987,6.04658,7.88439,8.10618,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57030,6.29322,7.47955,7.91729,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57263,8.06938,8.29548,7.37394,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57548,7.82711,6.63914,7.61722,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57616,8.44328,6.94985,7.24951,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57981,8.59545,7.88624,8.18504,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58138,8.42903,7.7266,8.33678,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58256,7.37329,7.77019,7.57585,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58566,7.73743,8.91309,7.28973,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58721,6.52612,7.76979,7.49705,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58950,8.88986,7.58051,8.63606,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59067,7.54901,7.58613,8.03058,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59262,6.7204,7.91008,8.11343,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59542,8.36106,7.73742,8.80348,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59622,7.8127,7.93751,9.31385,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59838,8.65386,7.7533,8.60822,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60080,8.30608,8.58845,8.06006,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60359,7.04572,7.75108,7.65937,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60466,7.14144,7.38764,7.1897,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60611,8.13176,7.0462,4.23569,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60945,8.38458,7.94511,3.85748,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61059,7.36924,8.67049,4.04526,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61389,8.05837,9.19262,4.66096,NA,NA,NA,NA,NA,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61534,6.69644,8.4338,7.459,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61681,7.58187,7.90807,6.95088,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61937,7.28238,8.0045,7.75669,NA,NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62177,7.10818,7.83312,7.17178,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62371,7.49731,8.67596,7.27257,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62435,6.64692,8.6046,7.69689,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62629,7.1902,8.9811,7.83647,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62973,8.67022,7.43241,8.15219,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63152,7.69162,8.86597,7.72001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA
63275,6.57654,8.50064,7.68973,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63484,8.36928,8.80315,7.62706,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63682,9.17091,7.92407,8.13863,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63905,6.73518,8.51192,7.65915,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64050,7.84215,8.46654,7.78731,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64240,8.59889,7.27418,6.58309,NA,NA,NA,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64531,8.46131,7.25998,7.5785,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64780,9.32117,8.41105,7.81212,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64950,7.56901,7.18439,7.77144,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65072,7.83227,8.0678,7.46912,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65369,7.79452,8.36825,7.20034,NA,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65559,7.69566,7.43907,8.62505,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65681,7.16011,7.2303,8.41098,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65847,8.57534,7.2339,8.06824,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66013,8.1764,7.72317,7.86883,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66347,7.58427,7.58725,6.78483,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66571,6.86404,8.40327,7.47944,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66696,7.20566,9.38216,8.28851,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66885,6.1943,7.96722,7.48731,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67055,7.232,7.85444,7.0399,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67365,7.53497,7.96245,8.8095,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67464,8.21976,6.97589,8.71633,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67795,8.37092,7.18766,8.60378,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67940,8.18991,7.82179,8.17069,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68094,7.93339,7.54272,7.25328,NA,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68265,7.99,7.39396,7.65606,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68404,9.01556,8.43174,6.63553,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68736,8.03289,8.35963,7.682,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68865,8.15079,8.34197,7.27448,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69186,7.88055,8.57577,8.14,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69355,8.41327,7.59348,7.54634,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69485,8.06999,6.20945,7.21973,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69795,8.45361,6.97222,7.36229,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69895,7.77147,7.82823,7.24872,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70129,7.57516,7.64436,7.8589,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70330,8.05026,7.85503,6.93581,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70432,8.0347,7.87698,7.67896,NA,NA,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70601,9.28864,7.11603,7.32056,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70812,8.37611,8.35478,8.62828,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71148,8.1761,6.58283,9.54848,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71277,7.0235,7.04355,9.71314,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71595,7.43961,7.62716,8.69931,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA
71649,7.41846,7.58282,8.19129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA
71943,6.51759,7.90509,8.17173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,NA,NA,NA
72088,7.54127,8.34341,8.16269,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72386,7.33008,8.4008,8.29036,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72483,8.21072,8.20946,7.96692,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72620,8.69292,8.98651,7.73571,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72933,8.73193,7.21461,7.63738,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73175,7.57565,6.87367,8.10565,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73347,7.42813,7.77847,7.52718,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73575,7.64344,7.52204,7.48198,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73693,8.21156,6.20288,8.26283,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73913,8.64611,6.87445,8.97318,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74050,8.17991,7.42572,9.224,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74255,7.38478,7.04337,7.96056,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74434,9.35759,6.91334,8.15797,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74763,8.27026,7.30997,8.081,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74905,7.54761,8.15966,6.20352,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75015,7.42438,8.4726,7.14741,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75296,7.19856,6.85275,7.69507,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75485,6.85452,7.12894,7.71923,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75629,8.14702,7.49174,7.86841,NA,NA,NA,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75901,9.5069,6.36615,7.24882,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76114,9.0937,8.02833,7.66742,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76318,8.64122,8.1395,7.39807,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76503,8.31052,8.41705,7.54931,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
76744,8.07658,8.20826,7.48129,NA,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76829,7.84012,8.31649,7.61832,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77134,8.11911,7.09965,7.18295,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77393,6.54282,7.87598,7.88045,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77555,7.18987,8.08941,7.78414,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77728,7.52778,6.44494,7.91459,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77873,8.13175,7.37606,7.43503,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78070,8.01393,8.40604,7.61233,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78362,8.92298,7.14887,8.10657,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78510,8.13497,7.47305,7.48957,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78629,8.14203,8.01638,6.3591,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78852,7.11015,8.83468,6.59406,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79037,7.80848,7.45503,6.68414,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79247,7.55959,6.75589,7.25358,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79413,7.57178,7.61877,8.04706,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79601,8.89189,8.59661,7.68488,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79826,7.22958,7.66478,7.16906,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80066,7.61037,6.89864,8.08617,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80358,7.41561,8.51102,7.8525,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80474,8.33452,8.12945,7.10741,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80677,7.81103,8.66313,6.96641,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80977,8.60029,8.94435,8.71947,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81033,9.3626,8.47587,7.51335,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81260,8.70678,9.29236,6.99481,NA,NA,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81520,8.68084,7.57459,5.97912,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81673,8.10549,8.05533,5.04769,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81980,8.31389,8.52835,3.94931,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82073,7.85699,8.56085,3.27066,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82333,7.87428,7.60988,1.90507,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82510,8.7747,7.33328,4.65605,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
