id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4.5,fitness-3,fitness-4,fitness-2.5,fitness-2,fitness-1.5,fitness-0.5,fitness-1,fitness0,fitness1,fitness0.5
46852,1.38071,2.67672,-2.89214,NA,NA,NA,-84.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
47059,2.58522,2.39835,-5,NA,NA,NA,NA,NA,-39.098,NA,NA,NA,NA,NA,NA,NA
47215,2.10802,1.04332,-5,-44.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47533,2.0128,0.718808,-5,NA,NA,NA,-59.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
47798,2.70775,2.02483,-3.46239,NA,NA,NA,-55.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
47897,2.40284,2.86343,-4.76468,NA,NA,NA,-48.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
48099,1.01099,2.33977,-5,NA,NA,NA,NA,NA,-37.646,NA,NA,NA,NA,NA,NA,NA
48262,1.36089,2.8094,-5,NA,NA,NA,-50.591,NA,NA,NA,NA,NA,NA,NA,NA,NA
48407,3.52181,1.31001,-5,NA,NA,NA,-85.079,NA,NA,NA,NA,NA,NA,NA,NA,NA
48704,5,1.66179,-3.44875,NA,NA,NA,-280.216,NA,NA,NA,NA,NA,NA,NA,NA,NA
48826,3.97011,2.51039,-4.09909,NA,NA,NA,NA,NA,NA,-127.131,NA,NA,NA,NA,NA,NA
49125,2.92489,1.63604,-4.13523,-50.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49227,1.69131,1.29285,-5,NA,NA,NA,-24.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
49491,2.3364,0.878813,-4.7944,NA,NA,NA,NA,-73.43,NA,NA,NA,NA,NA,NA,NA,NA
49755,3.22995,2.46872,-4.67529,NA,NA,NA,NA,-125.782,NA,NA,NA,NA,NA,NA,NA,NA
49963,3.42511,1.99025,-5,NA,-199.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50187,2.14891,2.11962,-4.75574,NA,-139.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2.79674,0.848401,-4.153,NA,NA,-127.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50453,2.26632,2.137,-5,NA,-150.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50706,2.02407,3.05877,-5,NA,-182.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51000,3.6642,3.31204,-4.86045,NA,-271.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51117,2.73497,2.19657,-5,NA,NA,NA,NA,-85.551,NA,NA,NA,NA,NA,NA,NA,NA
51261,1.94471,0.922262,-3.81811,NA,NA,-107.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51571,1.41525,1.50686,-4.83094,NA,NA,NA,NA,-64.687,NA,NA,NA,NA,NA,NA,NA,NA
51611,-0.122919,2.86426,-4.25569,NA,NA,NA,NA,NA,-112.879,NA,NA,NA,NA,NA,NA,NA
51922,-1.22729,3.06139,-4.92588,NA,NA,NA,NA,NA,NA,NA,NA,NA,-288.391,NA,NA,NA
52118,0.374394,2.2493,-4.91843,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.94,NA,NA,NA
52337,0.969541,2.37364,-4.01983,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.873,NA,NA,NA
52512,2.16811,0.434973,-5,NA,NA,NA,NA,NA,NA,-88.91,NA,NA,NA,NA,NA,NA
52746,1.06628,0.971405,-5,-80.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52888,1.77012,0.972165,-5,NA,NA,NA,-46.447,NA,NA,NA,NA,NA,NA,NA,NA,NA
53005,3.20851,0.672092,-4.53311,NA,NA,NA,NA,NA,NA,-90.376,NA,NA,NA,NA,NA,NA
53269,2.54841,1.5286,-5,NA,NA,NA,NA,NA,-28.701,NA,NA,NA,NA,NA,NA,NA
53437,2.96369,2.73313,-5,NA,NA,NA,-69.224,NA,NA,NA,NA,NA,NA,NA,NA,NA
53707,2.5483,3.02582,-5,NA,NA,-137.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53906,1.31356,1.69193,-4.97689,-47.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54103,1.75989,2.26638,-4.16167,NA,NA,NA,-24.109,NA,NA,NA,NA,NA,NA,NA,NA,NA
54261,1.1565,0.804832,-5,NA,NA,NA,NA,NA,NA,NA,-112.924,NA,NA,NA,NA,NA
54595,1.9476,1.32159,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.824,NA,NA,NA
54790,2.33256,1.29608,-5,NA,NA,NA,NA,NA,NA,-35.336,NA,NA,NA,NA,NA,NA
54847,2.67246,2.52641,-4.16873,NA,NA,NA,NA,NA,NA,NA,-69.773,NA,NA,NA,NA,NA
55119,2.91846,3.35077,-4.63294,NA,NA,NA,NA,NA,NA,NA,-106.551,NA,NA,NA,NA,NA
55203,1.34414,3.78368,-3.66842,NA,NA,NA,NA,NA,NA,NA,-133.758,NA,NA,NA,NA,NA
55445,0.309172,2.76302,-4.84458,NA,NA,NA,NA,NA,NA,-84.021,NA,NA,NA,NA,NA,NA
55692,-0.0261742,2.42598,-4.49339,NA,NA,NA,-88.951,NA,NA,NA,NA,NA,NA,NA,NA,NA
55876,0.792886,2.01518,-5,NA,NA,NA,NA,NA,NA,-47.349,NA,NA,NA,NA,NA,NA
56173,1.12566,3.27498,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.781,NA,NA,NA
56309,0.568691,3.09798,-5,NA,NA,NA,NA,NA,NA,NA,NA,-155.752,NA,NA,NA,NA
56533,0.469322,2.1983,-5,NA,NA,NA,NA,NA,NA,-63.753,NA,NA,NA,NA,NA,NA
56664,1.47046,2.36246,-4.18302,NA,NA,NA,NA,NA,-17.235,NA,NA,NA,NA,NA,NA,NA
56853,1.70183,2.25681,-5,NA,NA,NA,NA,NA,NA,NA,-39.542,NA,NA,NA,NA,NA
57165,0.897627,3.02016,-4.99478,NA,NA,NA,NA,NA,NA,-71.56,NA,NA,NA,NA,NA,NA
57292,0.97956,2.35784,-5,-55.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57511,1.54983,2.83906,-3.84546,-54.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57745,0.272321,2.58791,-4.57984,NA,NA,NA,-74.452,NA,NA,NA,NA,NA,NA,NA,NA,NA
57928,2.30614,3.05919,-5,NA,NA,-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58178,3.41913,1.29398,-5,-96.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58325,1.82616,3.25593,-3.99661,NA,NA,NA,NA,NA,-61.332,NA,NA,NA,NA,NA,NA,NA
58580,2.0157,2.43881,-4.02769,-37.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58642,3.16803,3.03867,-4.5134,NA,-207.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58854,1.26597,3.75988,-5,NA,-235.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59096,1.18103,2.42386,-5,NA,NA,NA,NA,-68.3,NA,NA,NA,NA,NA,NA,NA,NA
59325,1.92252,0.478554,-5,-93.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59466,3.01407,0.976174,-4.44246,NA,NA,-145.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59767,1.69514,-0.0629401,-3.68443,NA,-258.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59871,2.06549,1.22894,-5,NA,-148.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60183,1.16281,2.62335,-5,NA,-166.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60246,2.27644,2.03893,-3.0299,NA,NA,NA,NA,-104.103,NA,NA,NA,NA,NA,NA,NA,NA
60469,1.00547,2.09189,-3.52555,-64.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60786,1.9178,2.3342,-3.24662,NA,NA,NA,-47.626,NA,NA,NA,NA,NA,NA,NA,NA,NA
60846,1.57237,1.55463,-3.51432,NA,NA,NA,NA,-63.875,NA,NA,NA,NA,NA,NA,NA,NA
61017,0.251845,2.12746,-3.4617,-100.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61277,0.365975,2.62021,-2.88816,NA,NA,NA,-120.477,NA,NA,NA,NA,NA,NA,NA,NA,NA
61545,0.247427,2.28672,-3.38177,NA,NA,NA,NA,-115.928,NA,NA,NA,NA,NA,NA,NA,NA
61630,0.863991,2.1833,-3.59497,NA,NA,NA,NA,NA,-44.959,NA,NA,NA,NA,NA,NA,NA
61815,1.25569,2.52066,-3.84453,NA,NA,-112.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62096,2.44463,1.77279,-4.47759,NA,NA,-117.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62392,3.76455,2.02856,-4.02808,NA,-244.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62577,3.34622,1.05468,-5,NA,NA,NA,-86.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
62724,3.43652,2.44609,-5,NA,NA,NA,NA,NA,NA,-89.153,NA,NA,NA,NA,NA,NA
62924,1.97991,2.91056,-5,NA,NA,NA,NA,NA,NA,-54.019,NA,NA,NA,NA,NA,NA
63011,2.37405,2.99991,-3.82561,NA,NA,NA,NA,NA,NA,-58.525,NA,NA,NA,NA,NA,NA
63310,1.25322,2.39031,-3.26374,NA,NA,NA,NA,NA,NA,-59.456,NA,NA,NA,NA,NA,NA
63569,1.86358,2.18705,-3.19095,NA,NA,NA,NA,NA,NA,-56.81,NA,NA,NA,NA,NA,NA
63635,3.07368,2.12873,-2.89112,NA,NA,NA,NA,NA,-118.837,NA,NA,NA,NA,NA,NA,NA
63981,3.09023,0.821425,-4.55111,NA,NA,NA,-71.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
64054,1.85711,1.58207,-5,NA,NA,NA,NA,NA,-15.244,NA,NA,NA,NA,NA,NA,NA
64289,1.64699,1.49826,-5,NA,NA,NA,NA,NA,NA,NA,-44.217,NA,NA,NA,NA,NA
64597,1.70136,2.0859,-5,NA,NA,NA,NA,-51.143,NA,NA,NA,NA,NA,NA,NA,NA
64625,1.5133,2.06093,-5,NA,NA,NA,NA,NA,NA,-24.347,NA,NA,NA,NA,NA,NA
64830,1.53644,1.54291,-5,NA,NA,NA,-24.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
65035,2.34427,1.40371,-4.89497,NA,NA,NA,NA,NA,-20.45,NA,NA,NA,NA,NA,NA,NA
65319,0.811732,1.59009,-4.60705,-50.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65472,0.589988,2.7602,-4.31812,-83.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65720,0.842774,2.37817,-4.09459,NA,NA,NA,-38.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
65908,1.28336,2.9911,-4.75314,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.329,NA,NA,NA
66124,1.0652,3.47623,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.369,NA,NA,NA
66266,1.89522,4.1355,-4.22695,NA,NA,NA,NA,NA,NA,NA,-160.451,NA,NA,NA,NA,NA
66407,0.760145,2.72999,-4.94084,NA,NA,NA,NA,NA,-59.739,NA,NA,NA,NA,NA,NA,NA
66641,0.4175,2.79439,-5,NA,NA,NA,NA,NA,NA,NA,-92.111,NA,NA,NA,NA,NA
66997,0.36962,2.92089,-5,NA,NA,NA,NA,NA,-87.231,NA,NA,NA,NA,NA,NA,NA
67141,1.05094,2.31804,-5,NA,NA,NA,NA,NA,-35.63,NA,NA,NA,NA,NA,NA,NA
67368,1.68466,2.63015,-4.02541,NA,NA,NA,NA,NA,-27.263,NA,NA,NA,NA,NA,NA,NA
67533,2.69074,2.21479,-5,NA,NA,NA,NA,-82.973,NA,NA,NA,NA,NA,NA,NA,NA
67702,2.71058,2.29819,-4.93212,NA,NA,NA,NA,-84.435,NA,NA,NA,NA,NA,NA,NA,NA
67977,2.75082,2.66391,-5,NA,NA,-119.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68047,3.90495,2.65716,-5,NA,NA,NA,NA,-179.507,NA,NA,NA,NA,NA,NA,NA,NA
68246,2.30777,2.02655,-5,NA,NA,NA,NA,NA,-23.21,NA,NA,NA,NA,NA,NA,NA
68464,2.88088,1.98288,-5,NA,NA,NA,NA,NA,-42.172,NA,NA,NA,NA,NA,NA,NA
68704,2.18992,0.569265,-5,NA,NA,NA,NA,NA,-70.669,NA,NA,NA,NA,NA,NA,NA
68885,2.98155,0.668365,-5,NA,NA,NA,-81.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
69114,3.82748,0.92301,-4.87735,NA,NA,NA,-114.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
69389,1.7186,1.77819,-4.84366,NA,NA,NA,NA,NA,NA,NA,-26.136,NA,NA,NA,NA,NA
69565,1.96802,0.262104,-4.89778,-107.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69604,1.17613,1.43011,-5,NA,NA,NA,NA,-70.445,NA,NA,NA,NA,NA,NA,NA,NA
69941,0.222637,2.0534,-4.20785,NA,NA,-135.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70030,1.71142,3.47305,-4.64022,NA,-201.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70350,1.23688,1.93201,-4.02233,NA,NA,NA,NA,-50.544,NA,NA,NA,NA,NA,NA,NA,NA
70435,0.230693,1.89824,-4.39663,NA,-160.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70785,0.613295,2.00825,-5,NA,-171.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70972,0.94734,1.44022,-4.87475,-52.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71186,1.81965,2.3772,-5,NA,NA,NA,NA,NA,NA,NA,-50.333,NA,NA,NA,NA,NA
71399,0.835679,2.15678,-4.3362,-43.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71541,1.71793,1.92782,-3.40988,NA,NA,NA,NA,NA,-26.877,NA,NA,NA,NA,NA,NA,NA
71767,2.0054,1.65568,-3.22596,NA,NA,NA,NA,NA,NA,-47.455,NA,NA,NA,NA,NA,NA
71997,1.54331,1.40699,-2.48016,NA,NA,NA,NA,NA,NA,NA,-140.2,NA,NA,NA,NA,NA
72047,1.29576,1.72529,-4.06192,NA,NA,NA,NA,NA,NA,NA,NA,-92.262,NA,NA,NA,NA
72312,1.01522,2.05009,-4.32638,NA,NA,NA,NA,NA,NA,NA,-57.16,NA,NA,NA,NA,NA
72425,1.5738,2.09255,-4.78486,NA,NA,NA,NA,NA,NA,-21.141,NA,NA,NA,NA,NA,NA
72772,2.25244,3.44349,-4.22891,NA,NA,NA,NA,NA,NA,NA,-98.227,NA,NA,NA,NA,NA
72848,1.84564,3.42958,-3.81746,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.053,NA,NA,NA
73120,0.819347,5,-3.41601,NA,NA,NA,NA,NA,NA,NA,-301.836,NA,NA,NA,NA,NA
73312,0.404497,5,-4.31467,-293.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73497,1.18113,3.30301,-4.56844,NA,NA,NA,NA,-116.828,NA,NA,NA,NA,NA,NA,NA,NA
73761,1.73929,1.39495,-2.51959,NA,NA,NA,-101.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
73944,2.59819,2.61534,-4.44903,NA,NA,NA,-40.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
74190,1.26532,3.03771,-5,NA,NA,NA,-62.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
74337,2.3509,2.5855,-5,NA,NA,NA,NA,-72.543,NA,NA,NA,NA,NA,NA,NA,NA
74523,1.87334,2.38249,-5,NA,NA,NA,-28.684,NA,NA,NA,NA,NA,NA,NA,NA,NA
74607,2.90976,3.74395,-5,NA,NA,NA,NA,NA,-130.258,NA,NA,NA,NA,NA,NA,NA
74823,0.926377,3.09354,-5,NA,NA,NA,NA,NA,NA,NA,-102.842,NA,NA,NA,NA,NA
75158,1.62514,2.44178,-5,NA,NA,NA,NA,NA,-27.52,NA,NA,NA,NA,NA,NA,NA
75251,2.8303,1.45141,-4.23898,NA,NA,NA,-38.126,NA,NA,NA,NA,NA,NA,NA,NA,NA
75494,3.43009,1.1459,-5,-105.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75644,3.71583,0.81528,-4.68397,NA,NA,NA,NA,NA,NA,NA,-127.871,NA,NA,NA,NA,NA
75944,3.99667,1.66821,-5,NA,NA,NA,NA,NA,NA,NA,-129.562,NA,NA,NA,NA,NA
76060,1.99565,1.89398,-4.36209,NA,NA,NA,-7.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
76201,1.64738,1.5782,-3.49479,-44.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76557,2.39338,1.97346,-4.06662,NA,NA,NA,NA,NA,-16.042,NA,NA,NA,NA,NA,NA,NA
76645,2.34304,1.80987,-4.20856,NA,NA,NA,NA,NA,-11.596,NA,NA,NA,NA,NA,NA,NA
76801,1.69405,1.92358,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.217,NA,NA,NA
77036,1.19533,2.0168,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.025,NA,NA,NA
77216,0.0052174,2.93176,-5,NA,NA,NA,NA,NA,NA,-121.689,NA,NA,NA,NA,NA,NA
77552,0.336231,3.73786,-4.89728,NA,NA,NA,-148.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
77684,0.288413,3.52981,-4.72568,NA,NA,NA,NA,-177.929,NA,NA,NA,NA,NA,NA,NA,NA
77888,-0.135383,3.04043,-5,NA,-244.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78069,1.09415,2.64403,-4.54867,NA,-161.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78349,2.19857,0.887973,-5,NA,NA,NA,NA,-91.003,NA,NA,NA,NA,NA,NA,NA,NA
78576,2.67071,1.06985,-4.45718,NA,-160.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78720,2.30779,-0.174717,-3.93419,NA,NA,-206.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78940,1.92838,0.396691,-5,NA,NA,NA,NA,-110.371,NA,NA,NA,NA,NA,NA,NA,NA
79148,1.65726,-0.687874,-5,-313.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79308,1.00865,-0.198666,-4.77169,NA,NA,NA,NA,-255.232,NA,NA,NA,NA,NA,NA,NA,NA
79582,1.76301,0.898283,-4.71107,NA,NA,NA,NA,-87.865,NA,NA,NA,NA,NA,NA,NA,NA
79714,0.0559456,1.65904,-3.55075,NA,NA,-151.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79846,0.551435,1.45985,-3.98927,-66.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80088,0.487759,0.660564,-3.85048,NA,NA,NA,NA,-142.14,NA,NA,NA,NA,NA,NA,NA,NA
80318,1.43465,0.440252,-3.59471,-107.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80425,1.80072,0.745606,-3.76149,NA,NA,NA,NA,NA,NA,NA,-73.926,NA,NA,NA,NA,NA
80750,2.85717,1.01824,-3.92778,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.628,NA,NA,NA
80876,2.56674,3.00634,-5,NA,NA,NA,NA,NA,NA,-66.633,NA,NA,NA,NA,NA,NA
81039,1.34406,3.77195,-5,NA,NA,NA,NA,NA,-109.694,NA,NA,NA,NA,NA,NA,NA
81311,0.517497,3.39204,-3.08471,NA,NA,NA,NA,NA,NA,-148.183,NA,NA,NA,NA,NA,NA
81434,1.05054,2.0418,-4.19666,NA,NA,NA,NA,NA,NA,NA,-43.286,NA,NA,NA,NA,NA
81757,0.678557,3.50119,-4.50648,NA,NA,NA,NA,NA,NA,-111.176,NA,NA,NA,NA,NA,NA
81957,2.13614,3.82383,-3.79418,NA,NA,NA,NA,NA,-113.312,NA,NA,NA,NA,NA,NA,NA
82157,1.0831,4.08368,-5,NA,NA,NA,NA,NA,-143.68,NA,NA,NA,NA,NA,NA,NA
82213,0.537493,1.76583,-4.77242,-65.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82518,1.91993,2.35418,-5,NA,-131.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82634,2.47512,2.11475,-3.8,NA,NA,NA,NA,-88.409,NA,NA,NA,NA,NA,NA,NA,NA
82833,2.14803,1.62137,-4.31388,NA,NA,NA,NA,NA,-6.061,NA,NA,NA,NA,NA,NA,NA
83001,1.93973,1.62077,-4.16849,NA,NA,NA,NA,NA,NA,NA,-30.731,NA,NA,NA,NA,NA
83249,2.25578,2.74835,-5,NA,NA,NA,NA,NA,NA,NA,-62.42,NA,NA,NA,NA,NA
83521,1.2244,1.98125,-4.66685,NA,NA,NA,NA,NA,-16.507,NA,NA,NA,NA,NA,NA,NA
83798,1.9753,2.21535,-4.90414,-32.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83842,1.99275,1.66067,-4.00548,NA,NA,NA,-8.523,NA,NA,NA,NA,NA,NA,NA,NA,NA
84052,1.63963,2.04956,-4.10096,NA,NA,NA,NA,NA,NA,-18.024,NA,NA,NA,NA,NA,NA
84391,1.63253,0.872689,-4.53244,NA,NA,NA,NA,NA,NA,-53.56,NA,NA,NA,NA,NA,NA
84501,1.75465,1.34841,-5,NA,NA,NA,-21.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
84709,1.43436,2.01329,-5,NA,NA,NA,NA,NA,-21.395,NA,NA,NA,NA,NA,NA,NA
84874,0.833912,2.0537,-5,NA,NA,NA,NA,NA,NA,-51.109,NA,NA,NA,NA,NA,NA
85196,1.77616,1.43997,-5,NA,NA,NA,NA,NA,-17.052,NA,NA,NA,NA,NA,NA,NA
85387,2.09049,1.42128,-4.98728,NA,NA,NA,NA,-56.492,NA,NA,NA,NA,NA,NA,NA,NA
85451,1.15952,1.53033,-4.76059,NA,NA,NA,NA,NA,NA,-23.112,NA,NA,NA,NA,NA,NA
85758,2.234,1.56813,-4.82851,NA,NA,NA,NA,NA,NA,NA,-31.894,NA,NA,NA,NA,NA
85946,3.01059,0.949607,-5,NA,NA,NA,NA,NA,NA,-70.232,NA,NA,NA,NA,NA,NA
86139,1.9965,1.08045,-5,NA,NA,NA,NA,NA,-28.908,NA,NA,NA,NA,NA,NA,NA
86400,2.04177,3.52526,-5,NA,NA,NA,-89.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
86590,2.60607,1.94023,-5,-42.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86654,2.87632,1.59698,-4.4407,NA,NA,-101.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86846,0.927329,0.61547,-4.46659,NA,NA,NA,NA,-137.953,NA,NA,NA,NA,NA,NA,NA,NA
87051,1.74006,2.0765,-3.8972,NA,NA,NA,NA,-53.6,NA,NA,NA,NA,NA,NA,NA,NA
87242,1.63466,1.39862,-5,NA,NA,NA,-23.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
87557,1.16246,2.21676,-5,-44.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87634,0.438511,1.81885,-5,NA,NA,NA,NA,-96.672,NA,NA,NA,NA,NA,NA,NA,NA
87825,2.41141,2.13079,-5,NA,NA,NA,NA,-84.346,NA,NA,NA,NA,NA,NA,NA,NA
88025,2.59408,2.8032,-5,NA,NA,NA,NA,-102.235,NA,NA,NA,NA,NA,NA,NA,NA
88241,1.92239,3.5222,-5,NA,NA,NA,-90.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
88562,2.75229,3.0798,-5,NA,NA,NA,NA,-122.239,NA,NA,NA,NA,NA,NA,NA,NA
88651,0.971786,2.523,-5,NA,NA,NA,NA,NA,-43.936,NA,NA,NA,NA,NA,NA,NA
88997,0.590375,1.10341,-5,-84.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89156,0.499316,1.45728,-5,-77.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89361,0.525522,1.34211,-4.88776,NA,NA,NA,NA,NA,NA,-72.161,NA,NA,NA,NA,NA,NA
89408,1.22343,1.37993,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.943,NA,NA,NA
89608,2.11784,1.50004,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-179.937,NA,NA
89964,2.13342,1.73155,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-171.501,NA,NA
90060,1.37348,0.782197,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.659,NA,NA,NA
90382,1.32453,0.502997,-5,NA,NA,NA,NA,NA,-95.384,NA,NA,NA,NA,NA,NA,NA
90577,2.25105,0.393561,-5,NA,NA,NA,-86.987,NA,NA,NA,NA,NA,NA,NA,NA,NA
90674,2.1897,0.138133,-4.46353,NA,-189.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90921,1.65245,0.692865,-5,NA,NA,NA,NA,-96.711,NA,NA,NA,NA,NA,NA,NA,NA
91062,0.58481,1.20124,-5,NA,NA,NA,NA,-121.443,NA,NA,NA,NA,NA,NA,NA,NA
91386,1.49476,1.66748,-4.92891,NA,-141.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91568,0.647091,2.42099,-4.95182,NA,-158.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91644,-0.298729,3.18656,-5,NA,NA,NA,-152.219,NA,NA,NA,NA,NA,NA,NA,NA,NA
91829,-0.0650467,2.92453,-5,NA,NA,NA,-118.323,NA,NA,NA,NA,NA,NA,NA,NA,NA
92087,1.76679,2.31973,-5,NA,NA,NA,NA,NA,NA,NA,-40.166,NA,NA,NA,NA,NA
92274,2.10914,0.576329,-5,NA,NA,NA,NA,NA,NA,-81.524,NA,NA,NA,NA,NA,NA
92470,3.70834,0.15494,-4.20089,NA,NA,NA,NA,NA,NA,NA,-189.606,NA,NA,NA,NA,NA
92710,4.21194,0.968881,-4.2617,NA,NA,NA,NA,NA,NA,NA,-168.618,NA,NA,NA,NA,NA
92925,2.78365,0.903699,-4.48725,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.163,NA,NA,NA
93058,2.72319,2.14786,-4.27764,NA,NA,NA,NA,NA,NA,NA,NA,-109.39,NA,NA,NA,NA
93310,2.7886,1.51597,-5,NA,NA,NA,NA,NA,NA,NA,-59.551,NA,NA,NA,NA,NA
93412,3.06829,2.79055,-5,NA,NA,NA,NA,NA,-74.998,NA,NA,NA,NA,NA,NA,NA
93632,1.16218,3.17384,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.72,NA,NA,NA
93906,0.406158,2.54217,-5,NA,NA,NA,NA,NA,NA,NA,-98.061,NA,NA,NA,NA,NA
94048,1.02217,2.55944,-4.90942,NA,NA,NA,-43.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
