id,x0,x1,x2,fitness-1,fitness0,fitness-0.5,fitness-3,fitness-2.5,fitness-1.5,fitness-2,fitness0.5,fitness1,fitness3,fitness-3.5,fitness2,fitness1.5,fitness2.5,fitness4.5,fitness5,fitness3.5,fitness4,fitness-4.5,fitness-4
33482,-1.28715,-0.622447,-0.100029,NA,NA,NA,NA,2255.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33793,-1.52722,-1.01108,-0.579089,NA,NA,NA,NA,NA,NA,3547.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33929,-1.33547,-0.000689674,-0.471643,NA,NA,321.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34190,-0.305273,-0.695739,0.770579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.732,NA,NA,NA,NA,NA,NA,NA,NA
34356,-1.24748,-2.09879,-0.166968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.663,NA,NA,NA,NA,NA,NA,NA,NA
34599,-1.46598,-1.35061,-0.694831,NA,NA,NA,NA,NA,NA,NA,NA,2989.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34712,-2.39179,-1.144,-0.256667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.387,NA,NA,NA,NA,NA,NA,NA
34985,-1.0282,-0.637034,-0.132674,1040.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35031,-1.95331,-0.955334,-1.17856,NA,NA,NA,650.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35227,-2.41138,-0.986961,-1.80721,NA,NA,NA,NA,NA,NA,242.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35575,-1.9712,-0.17467,-1.60016,NA,NA,NA,NA,503.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35605,-3.0143,0.220847,-1.17979,NA,NA,NA,NA,NA,NA,224.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35983,-2.83626,-1.6935,-0.754087,1466.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36071,-2.33567,-1.16621,-0.89212,NA,NA,NA,NA,NA,563.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36212,-1.50067,-1.482,-0.969524,NA,NA,NA,NA,NA,11564.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36491,-1.36999,-2.41733,-0.10461,1025.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36799,-2.08445,-1.58254,-0.384309,NA,NA,NA,NA,NA,969.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36861,-2.41203,-2.13243,-0.138966,NA,NA,497.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37030,-1.09125,-1.3089,-1.67888,796.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37374,-0.878487,-1.96423,-1.64449,NA,NA,NA,NA,NA,NA,3165.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37538,-2.23362,-1.93381,-1.82146,NA,NA,NA,NA,65.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37777,-0.898533,-2.24539,-1.47242,NA,NA,NA,289.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37812,-0.239914,-1.16342,-1.68694,NA,NA,NA,NA,NA,NA,581.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38066,-0.846348,-0.841471,-2.09187,NA,NA,NA,NA,NA,12649.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38242,-1.60635,-0.666035,-2.52366,NA,NA,NA,NA,NA,3901.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38475,-1.65881,0.357316,-3.42604,250.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38648,-1.65597,-0.688686,-2.22467,NA,NA,NA,NA,NA,NA,NA,514.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38980,-2.59011,-1.22227,-2.57194,NA,NA,836.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39070,-1.20939,-1.96836,-2.57743,302.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39348,-2.14948,-1.05176,-0.866467,1451.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39505,-2.44288,-1.21986,-1.03124,NA,NA,NA,NA,NA,1605.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39725,-1.59641,-1.36689,-1.37624,10708.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39868,-1.93255,-1.296,-1.59674,NA,NA,NA,NA,NA,3994.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40060,-2.26423,-1.09914,-0.764188,NA,NA,85.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40291,-1.62545,-1.32243,-0.955339,NA,NA,NA,NA,NA,8000.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40439,-0.0571396,-0.170421,-1.64282,3462.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40632,0.854416,-0.829643,-0.785732,NA,NA,NA,NA,NA,NA,NA,2359.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40862,0.659568,0.319049,-2.09006,541.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41046,1.14074,-0.192151,-0.80405,NA,NA,948.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41395,-0.219941,-0.835479,-1.21341,NA,NA,3129.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41469,1.02328,-0.925719,-1.70183,NA,NA,NA,NA,NA,678.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41614,-0.793316,0.0474712,-1.5572,NA,NA,NA,NA,NA,3999.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41886,-1.51135,0.557046,-1.24209,NA,NA,73.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42087,-1.30529,0.26709,-0.321668,NA,NA,NA,NA,NA,2970.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42255,-0.498118,-0.89414,-0.947918,NA,NA,NA,NA,NA,2236.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42573,-0.026436,-1.19393,-0.354868,NA,NA,1847.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42633,-1.60232,-1.30873,0.156489,NA,NA,NA,NA,NA,1163.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42996,-1.38922,-1.70315,0.138584,NA,NA,NA,NA,NA,237.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43080,-0.80112,-1.87024,1.74414,1128.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43315,-1.19833,-1.27495,-1.56449,NA,NA,674.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43562,-1.32102,-0.818558,-0.978123,NA,NA,19148.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43701,-0.871455,-1.30713,-0.0704782,7711.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43870,-0.739333,-0.316739,-0.983298,NA,NA,NA,2720.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44056,-0.67993,-1.27847,-0.565094,NA,NA,NA,NA,NA,NA,3172.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44232,-0.164811,-0.751162,-0.995854,NA,NA,NA,NA,NA,NA,2035.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44427,-1.20555,-0.609498,-1.22575,2249.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44798,-0.352431,-0.77379,-0.614799,NA,NA,NA,NA,NA,NA,4039.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44929,-0.983728,0.175196,-1.42837,1513.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45030,-1.51969,0.815361,-0.857758,NA,NA,4784.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45358,-0.69057,-0.612332,-1.36976,20396.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45537,-0.244171,0.473891,-1.96427,1469.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45607,-1.00868,-0.126191,-1.6093,NA,NA,3247.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45988,-0.927348,-1.54526,-2.18832,NA,155.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46126,-1.63492,-0.721964,-2.58891,NA,2463.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46249,-2.12407,-0.667344,-2.16721,NA,NA,NA,NA,610.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46427,-1.81474,-0.317892,-1.01836,NA,NA,NA,285.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46654,-0.682259,-1.66684,-2.05183,NA,NA,NA,1371.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46875,-1.89449,-1.52981,-2.41683,NA,NA,NA,NA,452.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47042,-2.35384,-0.728917,-3.84827,NA,NA,NA,NA,NA,NA,264.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47245,-0.794734,-1.70159,-2.64551,NA,NA,NA,NA,NA,1470.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47574,-1.03307,-2.19927,-1.1944,1190.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47760,-1.4951,-0.952355,-2.74327,NA,NA,NA,NA,NA,289.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47913,-1.03154,-1.47431,-2.17548,NA,NA,2667.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48121,-1.24847,-2.50026,-1.56138,1177.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48324,-0.293866,-2.12481,-1.50557,NA,NA,NA,NA,392.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48485,-0.110105,-1.90869,-1.99554,NA,NA,NA,NA,NA,NA,615.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48769,-1.40648,-1.53683,-2.81663,NA,NA,NA,NA,NA,1937.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48910,-0.490023,-1.61761,-2.26618,NA,NA,137.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49007,-1.61989,-1.175,-0.773941,NA,1827.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49214,-1.95363,-1.24348,-1.46658,NA,NA,4392.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49537,-1.3202,-0.808672,-1.50699,NA,15562.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49723,-2.63696,-1.30579,-0.851928,NA,NA,2446.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49981,-2.38768,-0.970404,-0.197738,1334.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50153,-3.39023,-1.31315,0.0334025,NA,NA,NA,NA,NA,NA,304.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50322,-3.00617,-1.66785,-1.52269,NA,NA,NA,NA,NA,2728.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50427,-1.73424,-0.833516,-0.869097,NA,NA,NA,NA,NA,NA,2116.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50732,-1.52262,0.194737,-0.14099,NA,NA,NA,NA,NA,2213.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50831,-1.43153,-0.563929,-1.23084,NA,4893.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51110,-3.07828,-0.225953,-1.552,NA,NA,NA,NA,NA,3206.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51278,-2.54853,0.0931667,-0.60292,NA,NA,NA,NA,NA,NA,NA,NA,120.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51549,-2.69987,0.341608,-0.86779,NA,NA,NA,NA,NA,NA,NA,NA,116.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51796,-1.98858,-0.650801,0.266241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.981,NA,NA,NA,NA,NA,NA,NA
51877,-0.337222,-1.2672,-1.06008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.236,NA,NA,NA,NA,NA,NA,NA,NA
52153,-0.610499,-0.726568,0.375035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157.921,NA,NA,NA,NA,NA,NA,NA,NA
52234,-1.58115,-0.715418,0.0990779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.084,NA,NA,NA,NA,NA,NA
52596,-0.8586,-0.00234598,-0.661332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4296.8,NA,NA,NA,NA,NA
52673,-0.900423,0.222165,-1.87369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399.89,NA,NA,NA,NA,NA
52861,-0.55814,-0.587871,-1.38377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193.125,NA,NA,NA,NA,NA
53036,-1.58025,-0.26583,-1.03369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669.184,NA,NA,NA,NA,NA
53264,-2.15593,-0.362961,-0.0992824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.114,NA,NA,NA,NA,NA
53515,-0.990432,-1.20775,-0.894352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3875.86,NA,NA,NA,NA,NA
53628,-0.639963,-0.697107,0.458326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3949.267,NA,NA,NA,NA
53978,-1.32069,-0.978985,-1.67847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708.416,NA,NA,NA,NA,NA
54042,-0.725849,0.000149957,-1.16659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.816,NA,NA,NA
54382,-0.15285,-0.910097,-1.44805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13909.857,NA,NA,NA,NA,NA
54401,-1.01882,-0.719748,-1.45053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.358,NA,NA,NA,NA,NA
54718,-1.86549,-0.290452,-1.24661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2142.343,NA,NA,NA,NA,NA
54942,-1.48214,-0.760901,-1.9844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3844.372,NA,NA,NA
55171,-1.6032,-0.823796,-0.785129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.579,NA,NA,NA
55242,-0.728077,-1.99213,0.368544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.634,NA,NA,NA,NA,NA,NA,NA,NA
55592,0.392568,-1.89269,0.67705,NA,NA,NA,NA,NA,NA,NA,132.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55625,-0.489354,-0.947714,-0.543478,NA,921.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55922,-2.13329,-0.887617,-0.688764,NA,NA,2780.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56183,-1.97609,-1.17741,-2.10306,NA,NA,1106.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56353,-2.02148,-1.21455,-0.885447,NA,NA,6310.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56505,-0.998742,-2.08077,-1.4585,NA,NA,1081.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56738,-0.856409,-1.12716,-1.43832,NA,NA,NA,NA,NA,544.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56901,-0.0218168,-1.38274,-1.36452,9403.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57001,0.848947,-0.911891,-1.36196,NA,NA,NA,NA,NA,NA,NA,NA,1986.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57305,0.43795,-2.39271,-0.717879,NA,NA,650.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57434,2.75534,-2.44325,-1.21224,707.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57709,3.8137,-2.00413,-0.851353,NA,NA,NA,NA,NA,NA,1651.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57944,4.90334,-2.02087,-0.757345,NA,NA,NA,NA,NA,NA,1937.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58174,3.68301,-0.928323,-1.20673,NA,1028.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58381,4.24069,-1.07924,-0.399579,804.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58599,4.39437,-0.135818,-0.277528,2047.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58645,4.8576,-0.106097,-1.38429,NA,NA,NA,NA,NA,NA,7379.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58801,4.91048,-0.817373,-2.13317,1804.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59140,4.41171,0.386199,-0.769028,NA,NA,959.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59352,4.6747,-1.07053,-0.973329,NA,NA,NA,NA,NA,NA,NA,664.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59456,4.86,-0.926228,-1.4827,NA,NA,1536.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59716,4.17285,-0.746788,0.279502,NA,2078.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59902,4.33477,-1.38774,-1.88894,NA,NA,NA,NA,NA,NA,NA,1149.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60079,4.88418,-0.195987,0.269978,NA,2270.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60307,4.34513,-1.30589,-0.673505,NA,NA,NA,NA,NA,NA,3845.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60507,4.84517,-1.2761,-1.14811,250.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60750,4.14539,-0.821788,0.041907,NA,NA,NA,NA,NA,NA,1061.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60958,2.30485,-3.08799,-0.922941,NA,NA,NA,NA,NA,1343.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61125,1.46791,-1.45306,-1.49141,NA,NA,NA,NA,754.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61395,-0.739048,-1.49845,0.49323,NA,NA,NA,NA,NA,NA,512.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61576,-1.04343,-0.140007,0.673097,NA,544.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61758,-0.661428,-1.36644,-0.581003,NA,NA,1142.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61867,0.527915,-1.63048,-2.41542,NA,NA,NA,NA,NA,284.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62128,-0.800777,-1.40621,-1.51652,NA,NA,NA,NA,7345.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62264,0.0800992,-0.380622,-0.645727,NA,NA,NA,NA,NA,776.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62458,-1.30662,-1.21042,-0.784627,NA,NA,NA,NA,NA,11380.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62607,-0.0997326,-0.33359,-0.567757,NA,NA,NA,NA,NA,1593.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62812,-1.05323,-1.02679,-0.604426,NA,NA,NA,NA,NA,3415.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63023,-1.24248,-2.10954,-1.04673,NA,NA,NA,NA,NA,NA,1101.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63206,-2.12231,-0.158351,-1.47349,NA,NA,NA,NA,NA,5026.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63484,-2.86261,-0.589878,-1.00164,NA,NA,NA,NA,NA,1880.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63781,-2.11298,-0.926438,-2.61987,NA,494.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63931,-1.22102,-0.97711,-3.19104,NA,NA,NA,NA,NA,NA,NA,309.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64120,-0.661108,-1.44781,-2.38443,NA,NA,2205.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64211,-0.780465,-1.84715,-2.63859,1583.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64442,-1.22951,-1.59153,0.0825048,1309.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64716,-1.88849,-0.243285,-1.37456,NA,NA,NA,NA,1263.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64814,-2.20095,-0.281246,-2.85692,311.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65144,-1.53699,0.676813,-1.43424,2428.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65268,-0.134422,-0.698471,-2.18052,3317.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65574,0.223317,0.0729927,-2.14377,NA,NA,205.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65766,-0.030278,0.663716,-0.723069,NA,1263.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65871,-0.904937,0.332904,-1.33001,NA,NA,869.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66072,-0.638868,1.64585,-1.25496,NA,NA,NA,NA,NA,1474.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66361,-1.0664,0.815408,-1.47015,NA,NA,NA,NA,NA,2118.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66540,-0.595652,0.445588,-1.22509,NA,NA,2086.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66663,-1.50213,-1.32138,0.2168,NA,2925.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66859,-0.686956,-1.36382,-1.04099,NA,NA,NA,NA,837.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
