id,x0,x1,x2,fitness-3,fitness-1,fitness-1.5,fitness-2,fitness-2.5,fitness-3.5,fitness-4,fitness-0.5
63508,1.36279,2.12406,-4.50867,-23.728,NA,NA,NA,NA,NA,NA,NA
63753,2.4535,1.8538,-4.74991,NA,NA,NA,-20.38,NA,NA,NA,NA
63877,2.5164,1.85938,-5,-30.848,NA,NA,NA,NA,NA,NA,NA
64173,1.88513,1.29897,-5,NA,NA,NA,-23.423,NA,NA,NA,NA
64369,1.69016,2.10849,-4.21372,NA,NA,NA,-18.005,NA,NA,NA,NA
64542,2.59163,1.70691,-4.62443,-23.107,NA,NA,NA,NA,NA,NA,NA
64739,2.09342,1.99488,-4.71031,NA,NA,NA,NA,-11.184,NA,NA,NA
64852,2.38009,1.92992,-5,NA,NA,NA,NA,-23.486,NA,NA,NA
65023,1.88738,1.89209,-5,-24.31,NA,NA,NA,NA,NA,NA,NA
65222,2.1264,1.70396,-5,-22.438,NA,NA,NA,NA,NA,NA,NA
65457,1.61989,1.1367,-5,NA,NA,NA,-31.988,NA,NA,NA,NA
65744,1.83379,1.47546,-5,NA,NA,NA,-23.149,NA,NA,NA,NA
65983,1.81511,2.19393,-4.55379,NA,NA,NA,-18.006,NA,NA,NA,NA
66177,2.32695,0.689816,-5,NA,NA,NA,-70.296,NA,NA,NA,NA
66320,1.43632,1.70544,-5,-19.335,NA,NA,NA,NA,NA,NA,NA
66410,1.93437,2.27375,-4.69728,NA,NA,NA,NA,-15.381,NA,NA,NA
66699,2.81655,1.60985,-5,NA,NA,NA,-40.537,NA,NA,NA,NA
66919,1.80076,1.28625,-5,NA,NA,-37.819,NA,NA,NA,NA,NA
67093,1.49612,1.09688,-5,-38.55,NA,NA,NA,NA,NA,NA,NA
67252,1.28728,0.873464,-5,-61.215,NA,NA,NA,NA,NA,NA,NA
67519,1.3741,1.58125,-5,-26.257,NA,NA,NA,NA,NA,NA,NA
67609,2.23561,1.99446,-3.86759,NA,NA,NA,-17.568,NA,NA,NA,NA
67880,2.14773,1.54261,-4.97515,NA,NA,NA,-28.037,NA,NA,NA,NA
68149,0.659556,1.76638,-4.16187,-43.072,NA,NA,NA,NA,NA,NA,NA
68287,1.97011,1.96615,-5,NA,NA,NA,NA,NA,-34.148,NA,NA
68553,2.11102,1.76801,-5,NA,NA,NA,NA,-17.393,NA,NA,NA
68784,1.67317,1.76042,-3.32979,-34.968,NA,NA,NA,NA,NA,NA,NA
68986,2.22793,1.85605,-3.66384,-23.035,NA,NA,NA,NA,NA,NA,NA
69144,1.13881,2.13629,-4.13374,-30.964,NA,NA,NA,NA,NA,NA,NA
69247,2.23768,1.16998,-4.70204,NA,NA,NA,NA,-19.408,NA,NA,NA
69540,1.91981,1.45089,-4.95083,NA,NA,NA,NA,-15.007,NA,NA,NA
69772,1.73936,1.47301,-4.84624,NA,NA,NA,NA,-10.709,NA,NA,NA
69891,1.98596,2.15589,-4.97128,-29.243,NA,NA,NA,NA,NA,NA,NA
70144,1.95105,2.21417,-4.76,NA,NA,NA,NA,-15.855,NA,NA,NA
70214,1.51506,1.53584,-4.40061,NA,NA,NA,-7.873,NA,NA,NA,NA
70433,1.5409,1.51211,-5,-23.001,NA,NA,NA,NA,NA,NA,NA
70768,2.06619,0.929017,-5,NA,NA,NA,-44.304,NA,NA,NA,NA
70846,1.38084,0.98451,-4.8933,NA,NA,NA,NA,-39.093,NA,NA,NA
71120,1.88592,1.66281,-5,-21.884,NA,NA,NA,NA,NA,NA,NA
71283,2.39807,2.07526,-4.39848,NA,NA,NA,NA,-17.336,NA,NA,NA
71587,1.71641,1.93952,-5,NA,NA,NA,-21.587,NA,NA,NA,NA
71678,1.68514,1.42458,-5,NA,NA,-39.293,NA,NA,NA,NA,NA
71896,0.514245,2.16118,-4.23519,NA,NA,NA,NA,-49.063,NA,NA,NA
72021,1.20239,1.09769,-4.95839,NA,NA,NA,-44.199,NA,NA,NA,NA
72217,1.87823,2.08177,-5,NA,NA,NA,NA,-19.151,NA,NA,NA
72594,1.56743,2.24263,-4.13506,NA,NA,NA,NA,NA,NA,NA,-91.096
72689,1.7015,2.5824,-4.58311,NA,NA,NA,-27.417,NA,NA,NA,NA
72828,2.29595,1.45409,-4.13873,NA,NA,NA,-19.47,NA,NA,NA,NA
73077,1.64146,1.6259,-5,NA,NA,NA,NA,-15.764,NA,NA,NA
73327,1.60508,1.14113,-4.95501,NA,NA,NA,-28.923,NA,NA,NA,NA
73582,1.52377,1.16306,-4.07621,NA,NA,NA,NA,NA,-43.24,NA,NA
73644,1.78874,2.46158,-3.9859,-27.282,NA,NA,NA,NA,NA,NA,NA
73900,2.13418,2.37736,-5,NA,NA,NA,NA,-28.137,NA,NA,NA
74112,2.19708,2.14735,-4.73178,NA,NA,NA,-19.856,NA,NA,NA,NA
74301,1.99056,2.42506,-4.55572,NA,NA,NA,-20.305,NA,NA,NA,NA
74406,1.88722,1.30967,-5,NA,NA,NA,NA,-20.522,NA,NA,NA
74762,2.82088,1.56723,-5,NA,NA,NA,-45.169,NA,NA,NA,NA
74832,1.4888,1.12769,-4.8103,NA,NA,NA,-28.681,NA,NA,NA,NA
75189,1.95904,2.91845,-4.17021,NA,NA,NA,NA,-39.745,NA,NA,NA
75303,2.13659,2.15907,-4.10369,NA,NA,-38.404,NA,NA,NA,NA,NA
75464,2.61816,2.33789,-4.56205,NA,NA,NA,NA,-31.158,NA,NA,NA
75788,2.04054,1.9941,-5,NA,NA,NA,-20.207,NA,NA,NA,NA
75909,2.11116,1.47418,-4.06969,NA,NA,NA,NA,-8.516,NA,NA,NA
76151,1.01048,2.0442,-4.92546,-36.386,NA,NA,NA,NA,NA,NA,NA
76334,1.28174,1.66791,-5,NA,NA,NA,NA,NA,NA,-54.025,NA
76450,3.02982,1.41042,-4.29841,NA,NA,NA,NA,-42.526,NA,NA,NA
76602,1.51727,1.21662,-4.97652,-28.727,NA,NA,NA,NA,NA,NA,NA
76847,1.72361,1.16222,-4.00636,NA,NA,NA,NA,NA,-36.81,NA,NA
77119,2.38114,1.75878,-4.25188,NA,NA,NA,NA,-13.031,NA,NA,NA
77229,2.38477,1.74803,-3.79724,NA,NA,NA,-23.026,NA,NA,NA,NA
77568,3.2439,1.46652,-4.86181,NA,NA,NA,-59.347,NA,NA,NA,NA
77705,2.11662,1.57807,-4.22403,NA,NA,NA,NA,NA,-22.799,NA,NA
77817,2.63735,0.966641,-4.73155,NA,NA,NA,NA,-43.059,NA,NA,NA
78048,1.76901,1.96274,-4.13913,-14.231,NA,NA,NA,NA,NA,NA,NA
78215,1.38716,1.87643,-3.73914,NA,NA,NA,NA,-18.394,NA,NA,NA
78540,2.26541,1.35054,-5,NA,NA,-49.082,NA,NA,NA,NA,NA
78699,0.962445,1.54295,-5,NA,NA,NA,NA,-36.11,NA,NA,NA
78933,0.867323,2.10411,-5,NA,NA,-64.376,NA,NA,NA,NA,NA
79106,1.09658,1.84034,-5,NA,NA,NA,-34.088,NA,NA,NA,NA
79290,1.33819,2.25277,-4.54774,NA,NA,NA,-24.205,NA,NA,NA,NA
79459,1.74792,1.63591,-4.65673,NA,NA,NA,NA,-5.343,NA,NA,NA
79601,2.22144,2.37631,-4.42017,NA,NA,NA,NA,-20.682,NA,NA,NA
79977,1.84193,1.76374,-4.03985,NA,NA,NA,NA,NA,-23.613,NA,NA
80036,1.83469,1.32383,-4.9988,NA,NA,NA,NA,-18.91,NA,NA,NA
80295,1.78542,1.67575,-5,NA,NA,NA,-23.22,NA,NA,NA,NA
80437,1.5324,1.68083,-5,NA,NA,NA,-22.971,NA,NA,NA,NA
80615,0.974857,2.39691,-5,NA,NA,NA,NA,-40.471,NA,NA,NA
80812,1.55877,2.69259,-5,NA,NA,NA,NA,-37.659,NA,NA,NA
81192,1.3945,1.73711,-4.60378,NA,NA,NA,NA,-8.86,NA,NA,NA
81338,1.57093,2.0245,-4.02658,NA,NA,NA,-15.871,NA,NA,NA,NA
81432,1.30935,2.96111,-4.43294,NA,NA,NA,-52.988,NA,NA,NA,NA
81634,1.27377,2.3558,-4.7903,-31.92,NA,NA,NA,NA,NA,NA,NA
81892,1.69448,1.98122,-4.22787,-8.151,NA,NA,NA,NA,NA,NA,NA
82109,1.50698,2.55802,-5,NA,NA,NA,NA,-32.718,NA,NA,NA
82324,1.13031,2.35978,-5,NA,NA,NA,NA,-35.308,NA,NA,NA
82437,1.05919,1.92884,-4.88792,NA,NA,NA,NA,-26.261,NA,NA,NA
82617,1.71033,1.34333,-4.75861,NA,NA,NA,NA,NA,-27.36,NA,NA
82973,1.95184,2.73829,-5,-46.697,NA,NA,NA,NA,NA,NA,NA
83188,0.99469,2.08369,-4.87613,NA,NA,NA,NA,-30.473,NA,NA,NA
83248,1.58297,1.99572,-5,NA,NA,NA,-22.825,NA,NA,NA,NA
83441,1.91606,1.29568,-4.9255,-18.763,NA,NA,NA,NA,NA,NA,NA
83675,2.23609,1.75553,-5,NA,NA,NA,NA,-19.423,NA,NA,NA
83911,2.16249,1.89711,-5,NA,NA,NA,NA,NA,-38.751,NA,NA
84086,1.1383,2.07151,-4.58672,NA,NA,NA,NA,-18.874,NA,NA,NA
84255,1.1305,2.40752,-4.46746,NA,NA,NA,NA,NA,-49.766,NA,NA
84477,0.790117,2.30968,-5,NA,NA,NA,NA,-45.236,NA,NA,NA
84632,1.32743,2.72583,-4.82683,NA,NA,NA,NA,NA,-49.253,NA,NA
84811,1.58974,1.44745,-4.59143,NA,NA,NA,NA,-5.345,NA,NA,NA
85148,1.70862,1.84797,-5,NA,NA,NA,-22.18,NA,NA,NA,NA
85294,1.36158,2.0735,-3.79156,-25.002,NA,NA,NA,NA,NA,NA,NA
85437,2.47722,2.50877,-5,NA,NA,NA,NA,NA,-51.141,NA,NA
85724,0.584648,2.51037,-5,NA,NA,NA,NA,-59.841,NA,NA,NA
85937,1.63427,1.45558,-4.91733,NA,NA,NA,-29.693,NA,NA,NA,NA
86022,2.0366,2.00411,-5,NA,NA,NA,-19.563,NA,NA,NA,NA
86267,1.57067,2.32922,-5,NA,NA,NA,-35.016,NA,NA,NA,NA
86557,2.68844,2.18932,-4.6065,NA,NA,NA,NA,-30.399,NA,NA,NA
86625,2.59895,1.88934,-4.67486,NA,NA,NA,-28.665,NA,NA,NA,NA
86924,2.55842,1.09629,-3.83047,NA,NA,NA,-49.387,NA,NA,NA,NA
87040,1.4781,1.36916,-5,NA,NA,NA,NA,-22.521,NA,NA,NA
87241,2.1455,1.33332,-4.87643,NA,NA,-31.405,NA,NA,NA,NA,NA
87524,1.39784,1.55871,-5,NA,NA,NA,-26.071,NA,NA,NA,NA
87634,2.87872,1.72409,-5,-43.509,NA,NA,NA,NA,NA,NA,NA
87831,2.00218,1.30437,-4.95653,NA,NA,-37.771,NA,NA,NA,NA,NA
88079,2.13677,1.66657,-5,-19.362,NA,NA,NA,NA,NA,NA,NA
88362,2.09827,2.19068,-5,NA,NA,NA,NA,-22.394,NA,NA,NA
88494,2.00258,1.91782,-4.96719,NA,NA,NA,NA,NA,-38.992,NA,NA
88799,1.55371,1.62106,-5,NA,NA,NA,NA,-16.027,NA,NA,NA
88925,2.03839,1.52492,-4.64488,NA,NA,NA,-17.689,NA,NA,NA,NA
89128,1.24052,1.77571,-4.37079,NA,NA,NA,-16.262,NA,NA,NA,NA
89359,1.58457,1.27994,-4.38387,NA,NA,NA,-15.114,NA,NA,NA,NA
89531,1.44871,0.81558,-4.17229,NA,NA,NA,NA,-40.093,NA,NA,NA
89705,1.71014,1.05535,-4.45053,NA,NA,NA,-33.46,NA,NA,NA,NA
89804,1.80644,1.75158,-4.55635,NA,NA,NA,NA,-4.538,NA,NA,NA
90067,1.12888,1.37431,-3.48373,NA,NA,NA,-55.938,NA,NA,NA,NA
90218,1.12234,1.70687,-3.6653,-30.391,NA,NA,NA,NA,NA,NA,NA
90445,1.91794,2.62102,-5,NA,NA,NA,NA,-34.432,NA,NA,NA
90677,2.34589,1.95552,-5,NA,NA,NA,NA,NA,-41.927,NA,NA
90811,1.85376,1.58348,-4.96019,-17.494,NA,NA,NA,NA,NA,NA,NA
91133,0.891856,2.40847,-5,NA,NA,NA,NA,-44.407,NA,NA,NA
91363,1.75324,2.12067,-5,-21.585,NA,NA,NA,NA,NA,NA,NA
91414,1.87099,1.29485,-4.80756,NA,NA,NA,-19.581,NA,NA,NA,NA
91610,2.21881,2.29922,-5,-32.141,NA,NA,NA,NA,NA,NA,NA
91991,1.87414,1.65004,-5,NA,-51.592,NA,NA,NA,NA,NA,NA
92045,2.64269,2.61922,-3.44435,NA,NA,NA,NA,-63.336,NA,NA,NA
92218,2.28045,1.88059,-3.63332,-25.641,NA,NA,NA,NA,NA,NA,NA
92524,1.48457,2.11517,-3.56902,NA,NA,NA,NA,-24.734,NA,NA,NA
92779,2.11395,1.98987,-3.88929,NA,NA,NA,-23.754,NA,NA,NA,NA
92844,2.25634,2.82872,-4.66174,NA,NA,NA,NA,-40.173,NA,NA,NA
93022,2.6411,2.57528,-5,NA,NA,NA,-53.879,NA,NA,NA,NA
93319,1.09512,1.3032,-4.834,NA,NA,NA,-41.916,NA,NA,NA,NA
93560,0.677587,2.77946,-4.8774,NA,NA,NA,NA,-62.247,NA,NA,NA
93741,1.15897,1.48896,-5,NA,-69.406,NA,NA,NA,NA,NA,NA
93880,1.82584,1.6337,-5,NA,NA,NA,NA,NA,-34.117,NA,NA
94093,1.54891,2.06913,-4.87871,NA,NA,NA,NA,NA,-46.387,NA,NA
94374,1.2116,1.32421,-3.89275,-27.068,NA,NA,NA,NA,NA,NA,NA
94452,1.70069,2.12398,-3.43002,NA,NA,NA,-35.6,NA,NA,NA,NA
94668,1.09754,2.02386,-4.43105,NA,NA,NA,-22.14,NA,NA,NA,NA
94946,0.863079,2.49581,-4.59093,NA,NA,NA,NA,-39.273,NA,NA,NA
95081,2.52876,1.32162,-5,NA,NA,NA,NA,-31.321,NA,NA,NA
95267,1.55638,1.72593,-5,NA,NA,NA,NA,NA,-36.701,NA,NA
95537,1.21424,2.34115,-4.36264,NA,NA,NA,NA,NA,-36.751,NA,NA
95602,1.60124,2.22202,-3.88496,-23.243,NA,NA,NA,NA,NA,NA,NA
95833,2.00041,2.09353,-4.30222,NA,-64.181,NA,NA,NA,NA,NA,NA
96035,1.25103,2.21693,-4.53876,NA,NA,-35.975,NA,NA,NA,NA,NA
96234,1.76956,2.06865,-4.54225,-13.639,NA,NA,NA,NA,NA,NA,NA
96550,1.83778,2.78301,-4.01968,NA,NA,NA,NA,-35.233,NA,NA,NA
96644,2.71285,1.49497,-4.50118,NA,NA,NA,-28.149,NA,NA,NA,NA
96941,1.61714,2.43199,-5,NA,NA,-39.515,NA,NA,NA,NA,NA
97196,1.0453,1.87391,-4.9974,NA,NA,-50.396,NA,NA,NA,NA,NA
97355,1.5258,2.66367,-5,NA,NA,NA,NA,-36.549,NA,NA,NA
97452,2.50877,2.09825,-4.14739,NA,NA,NA,-29.77,NA,NA,NA,NA
97690,2.11607,2.66567,-4.44121,NA,NA,NA,-32.349,NA,NA,NA,NA
97929,1.9378,2.5644,-4.18329,NA,NA,NA,NA,-22.96,NA,NA,NA
98125,1.0056,3.02811,-4.99356,-65.763,NA,NA,NA,NA,NA,NA,NA
98360,1.11934,2.81045,-5,-56.728,NA,NA,NA,NA,NA,NA,NA
98490,1.29611,2.07006,-4.60913,-26.412,NA,NA,NA,NA,NA,NA,NA
98774,0.732782,2.24912,-5,NA,NA,NA,NA,-46.609,NA,NA,NA
98934,1.47953,1.21233,-4.75072,NA,NA,NA,-20.194,NA,NA,NA,NA
99188,1.69646,1.19657,-4.24575,NA,NA,NA,NA,NA,-34.096,NA,NA
99369,2.05952,0.832325,-4.95185,NA,NA,NA,NA,-42.133,NA,NA,NA
99486,2.27803,1.51015,-5,NA,NA,-37.566,NA,NA,NA,NA,NA
99750,2.64967,2.08893,-5,-35.997,NA,NA,NA,NA,NA,NA,NA
99884,2.303,2.00584,-4.00312,NA,NA,NA,-18.155,NA,NA,NA,NA
100103,1.27424,1.67683,-4.24674,NA,NA,NA,-13.972,NA,NA,NA,NA
100206,2.17792,1.3706,-5,NA,NA,NA,-25.431,NA,NA,NA,NA
100425,2.35902,1.14415,-4.67228,NA,NA,NA,-29.468,NA,NA,NA,NA
100685,1.95103,1.62713,-5,NA,NA,NA,-21.471,NA,NA,NA,NA
100965,1.73002,2.39659,-5,NA,NA,NA,-28.013,NA,NA,NA,NA
101075,2.05492,2.29983,-5,NA,NA,NA,NA,-24.389,NA,NA,NA
101222,1.58407,2.39984,-4.5904,NA,NA,NA,NA,NA,-39.539,NA,NA
101464,2.36805,1.98251,-5,NA,NA,NA,NA,-24.481,NA,NA,NA
101708,2.03336,2.29769,-5,NA,NA,-50.219,NA,NA,NA,NA,NA
101972,2.99393,2.42975,-4.9726,NA,NA,NA,-60.303,NA,NA,NA,NA
102153,2.40585,0.795881,-4.71854,NA,NA,NA,-52.296,NA,NA,NA,NA
102394,2.47917,2.49721,-5,NA,NA,NA,-40.065,NA,NA,NA,NA
102524,1.49817,1.56839,-5,NA,NA,NA,-30.876,NA,NA,NA,NA
102724,2.97132,2.66212,-4.8548,NA,NA,NA,-61.927,NA,NA,NA,NA
102969,1.63138,3.15381,-5,NA,NA,NA,-64.96,NA,NA,NA,NA
103107,2.03415,2.93352,-4.05989,NA,NA,NA,NA,-42.71,NA,NA,NA
103370,0.965726,2.57115,-5,NA,NA,NA,NA,-46.871,NA,NA,NA
103560,1.27853,1.76823,-4.39006,-19.842,NA,NA,NA,NA,NA,NA,NA
103657,0.636162,2.47665,-4.29639,-51.085,NA,NA,NA,NA,NA,NA,NA
103894,2.36925,1.94403,-3.58991,NA,NA,NA,-31.471,NA,NA,NA,NA
104172,1.92123,1.77223,-3.35874,NA,NA,NA,-33.412,NA,NA,NA,NA
104226,2.07334,2.29184,-4.53245,-22.271,NA,NA,NA,NA,NA,NA,NA
104477,1.8088,1.66563,-5,NA,NA,NA,-18.169,NA,NA,NA,NA
104713,1.64181,2.3343,-5,NA,NA,NA,NA,NA,-48.12,NA,NA
104931,0.83947,2.55763,-4.27242,NA,NA,NA,NA,NA,-52.097,NA,NA
105053,1.16532,1.80522,-3.81152,NA,NA,NA,-26.132,NA,NA,NA,NA
105258,1.82862,1.37335,-4.49026,NA,NA,NA,NA,-5.438,NA,NA,NA
105401,1.71237,1.93643,-3.7608,NA,NA,NA,NA,NA,-27.645,NA,NA
105768,1.52007,2.19542,-5,NA,NA,NA,NA,NA,-34.717,NA,NA
105997,2.13235,1.96515,-5,NA,NA,NA,-25.466,NA,NA,NA,NA
106151,1.75798,1.6025,-5,NA,NA,NA,NA,-16.78,NA,NA,NA
106310,1.59265,2.55027,-4.71195,NA,NA,NA,-28.108,NA,NA,NA,NA
106561,1.79085,2.06506,-5,-23.296,NA,NA,NA,NA,NA,NA,NA
106771,1.66436,1.32817,-5,NA,NA,NA,-32.137,NA,NA,NA,NA
106954,2.51711,1.60011,-5,NA,NA,NA,-33.862,NA,NA,NA,NA
107084,2.00096,1.55395,-4.29634,NA,NA,NA,NA,-2.747,NA,NA,NA
107202,1.19752,1.565,-4.43041,-20.379,NA,NA,NA,NA,NA,NA,NA
107496,2.5765,1.42813,-4.57088,-23.083,NA,NA,NA,NA,NA,NA,NA
107701,1.5735,1.4678,-4.57651,NA,NA,NA,NA,-5.99,NA,NA,NA
107912,1.27054,1.57379,-5,NA,NA,NA,-29.038,NA,NA,NA,NA
108047,2.29832,1.59609,-5,-29.4,NA,NA,NA,NA,NA,NA,NA
108378,1.92064,1.39604,-5,NA,NA,NA,NA,-17.566,NA,NA,NA
108486,1.68536,2.45117,-3.05336,NA,NA,NA,-62.498,NA,NA,NA,NA
108688,2.26969,2.26317,-3.98721,NA,NA,NA,NA,-20.089,NA,NA,NA
108929,1.82728,2.05896,-3.61895,NA,NA,-39.185,NA,NA,NA,NA,NA
109152,1.79255,2.59679,-3.96373,-27.828,NA,NA,NA,NA,NA,NA,NA
109289,2.10595,2.32416,-4.16205,NA,NA,-31.023,NA,NA,NA,NA,NA
109444,1.47586,2.48916,-4.58663,-23.81,NA,NA,NA,NA,NA,NA,NA
109653,2.76767,2.82886,-4.09589,NA,NA,NA,NA,-57.791,NA,NA,NA
109977,1.93034,2.57276,-3.80297,NA,NA,NA,NA,-29.67,NA,NA,NA
110066,1.27249,1.27279,-5,NA,NA,NA,NA,-29.711,NA,NA,NA
110285,2.23324,1.34834,-3.88241,-16.903,NA,NA,NA,NA,NA,NA,NA
110510,1.74563,1.11059,-4.50602,-14.674,NA,NA,NA,NA,NA,NA,NA
110679,1.19249,1.31976,-4.60947,NA,NA,NA,NA,-19.402,NA,NA,NA
110955,2.54163,1.28173,-4.94465,NA,NA,NA,NA,-31.572,NA,NA,NA
111057,1.03747,2.64064,-4.46002,-41.899,NA,NA,NA,NA,NA,NA,NA
111348,3.00331,1.75304,-5,NA,NA,NA,-48.369,NA,NA,NA,NA
111445,1.401,2.14939,-5,NA,NA,-37.595,NA,NA,NA,NA,NA
111652,2.19774,1.84628,-5,-22.611,NA,NA,NA,NA,NA,NA,NA
111928,2.02878,1.57198,-3.81104,-13.355,NA,NA,NA,NA,NA,NA,NA
112094,1.33479,1.36504,-5,NA,NA,NA,-28.36,NA,NA,NA,NA
112281,1.65062,1.09397,-5,NA,NA,NA,-33.298,NA,NA,NA,NA
112512,1.80448,0.885527,-5,NA,NA,NA,NA,-42.757,NA,NA,NA
112639,1.52115,1.84426,-4.91495,NA,NA,NA,NA,-14.206,NA,NA,NA
112805,1.2331,1.38184,-5,NA,NA,NA,NA,-30.375,NA,NA,NA
113036,1.49343,2.03838,-4.03302,NA,-51.517,NA,NA,NA,NA,NA,NA
113219,2.34216,2.64869,-5,NA,NA,NA,NA,-41.028,NA,NA,NA
113571,2.37708,1.92053,-5,NA,NA,NA,NA,-24.247,NA,NA,NA
113774,1.78329,1.67102,-5,NA,NA,NA,NA,NA,-27.514,NA,NA
113820,0.731613,1.75726,-4.17871,NA,NA,NA,NA,-36.296,NA,NA,NA
114113,1.26701,2.03849,-5,NA,NA,NA,NA,-24.776,NA,NA,NA
114213,1.75192,1.64518,-5,NA,NA,-30.939,NA,NA,NA,NA,NA
114506,2.17177,2.35648,-4.5145,NA,NA,NA,-29.917,NA,NA,NA,NA
114708,1.86127,2.1313,-5,NA,NA,NA,NA,-19.334,NA,NA,NA
114813,1.0462,1.69763,-4.39184,NA,NA,NA,NA,NA,-39.334,NA,NA
115195,1.23392,2.68588,-4.95925,NA,NA,NA,NA,NA,-60.279,NA,NA
115249,2.17558,2.56962,-5,NA,NA,NA,-35.721,NA,NA,NA,NA
115451,2.29572,2.57597,-3.81478,-38.354,NA,NA,NA,NA,NA,NA,NA
115672,2.80762,2.38499,-5,NA,NA,NA,NA,NA,NA,-83.961,NA
115880,2.7969,1.88815,-4.48714,-39.394,NA,NA,NA,NA,NA,NA,NA
116181,2.4526,2.02298,-5,NA,NA,NA,-31.463,NA,NA,NA,NA
116352,1.72161,1.60364,-5,NA,NA,NA,NA,-15.27,NA,NA,NA
116444,1.23017,2.0993,-4.90397,NA,NA,NA,NA,-22.533,NA,NA,NA
116757,1.8265,2.11515,-5,NA,NA,NA,NA,-18.778,NA,NA,NA
116896,1.43729,2.07127,-5,NA,NA,NA,NA,-21.106,NA,NA,NA
117049,1.05482,1.31231,-5,-39.992,NA,NA,NA,NA,NA,NA,NA
117335,1.5004,1.41151,-4.1044,-18.304,NA,NA,NA,NA,NA,NA,NA
117431,2.83155,2.15635,-5,NA,NA,NA,NA,NA,-54.031,NA,NA
117739,1.63522,2.30186,-4.88974,-27.963,NA,NA,NA,NA,NA,NA,NA
117829,1.38298,1.62593,-4.62279,-19.415,NA,NA,NA,NA,NA,NA,NA
118073,1.36494,1.52957,-4.37213,-9.694,NA,NA,NA,NA,NA,NA,NA
118382,1.57881,1.1611,-5,-29.515,NA,NA,NA,NA,NA,NA,NA
118471,1.11008,1.40168,-4.30736,NA,NA,NA,NA,NA,-32.89,NA,NA
118733,1.24933,1.50044,-4.51484,NA,NA,NA,NA,NA,NA,-57.727,NA
118848,2.48395,2.43946,-4.52024,NA,NA,NA,NA,-28.918,NA,NA,NA
119081,1.40989,2.36449,-5,NA,NA,NA,-35.835,NA,NA,NA,NA
119325,2.02846,2.7318,-4.33932,NA,NA,NA,-38.763,NA,NA,NA,NA
119596,2.23846,1.79782,-4.09566,NA,NA,NA,NA,-10.409,NA,NA,NA
119707,2.92165,1.64757,-5,NA,NA,NA,NA,-42.579,NA,NA,NA
119850,1.99082,1.80692,-5,-27.756,NA,NA,NA,NA,NA,NA,NA
120154,2.58495,1.50504,-5,NA,NA,NA,-35.025,NA,NA,NA,NA
120275,1.24614,0.936518,-4.28285,-40.775,NA,NA,NA,NA,NA,NA,NA
120472,1.73286,0.87477,-4.13399,NA,NA,NA,NA,-29.396,NA,NA,NA
120692,1.66195,1.09855,-4.41579,NA,NA,NA,NA,-14.897,NA,NA,NA
120824,1.94439,1.11976,-4.68178,-20.151,NA,NA,NA,NA,NA,NA,NA
121091,2.09238,2.00962,-5,-25.488,NA,NA,NA,NA,NA,NA,NA
121257,1.72077,1.00287,-5,NA,NA,NA,-39.143,NA,NA,NA,NA
121491,1.87128,1.0628,-4.71456,-22.302,NA,NA,NA,NA,NA,NA,NA
121789,1.51931,1.74969,-4.28703,NA,NA,NA,-15.883,NA,NA,NA,NA
121808,1.06359,1.10339,-3.9619,NA,NA,NA,NA,-38.468,NA,NA,NA
122103,1.53758,2.00697,-4.22955,NA,NA,NA,NA,-7.4,NA,NA,NA
122350,1.33803,1.714,-5,NA,NA,NA,-22.501,NA,NA,NA,NA
122524,0.990659,1.65239,-5,NA,NA,NA,-41.289,NA,NA,NA,NA
122697,1.36162,1.26338,-4.91568,NA,NA,NA,NA,-25.856,NA,NA,NA
122816,1.37087,2.6576,-5,NA,NA,NA,NA,-39.174,NA,NA,NA
123042,1.83074,2.23116,-4.41262,-12.806,NA,NA,NA,NA,NA,NA,NA
123295,2.69727,2.0108,-5,-37.384,NA,NA,NA,NA,NA,NA,NA
123546,1.46977,1.58192,-4.28479,-6.639,NA,NA,NA,NA,NA,NA,NA
123601,1.96331,2.30598,-4.7291,NA,NA,NA,NA,-17.001,NA,NA,NA
123813,2.10387,1.94464,-5,NA,NA,NA,-19.884,NA,NA,NA,NA
124166,1.33125,1.54131,-4.17527,-17.414,NA,NA,NA,NA,NA,NA,NA
124254,2.44439,1.77673,-4.11995,-21.712,NA,NA,NA,NA,NA,NA,NA
124510,1.94524,1.56093,-4.39314,NA,NA,NA,-5.462,NA,NA,NA,NA
124718,1.53289,2.23365,-4.87033,NA,NA,NA,-22.077,NA,NA,NA,NA
124802,2.48256,2.36212,-3.46433,-60.441,NA,NA,NA,NA,NA,NA,NA
125088,2.27184,2.26568,-4.9854,NA,NA,NA,NA,-26.352,NA,NA,NA
125382,1.95739,1.59106,-4.32539,-4.222,NA,NA,NA,NA,NA,NA,NA
125475,2.0111,1.66423,-5,NA,NA,NA,-19.402,NA,NA,NA,NA
125756,1.66454,2.61916,-5,NA,NA,NA,NA,-33.812,NA,NA,NA
125845,1.57843,2.23396,-4.04231,NA,NA,NA,-24.239,NA,NA,NA,NA
126066,1.89079,2.0828,-5,NA,NA,NA,-22.98,NA,NA,NA,NA
126243,1.48596,1.77198,-4.95929,NA,NA,NA,NA,NA,-30.457,NA,NA
126513,2.59667,1.78577,-4.24065,NA,NA,NA,NA,-20.737,NA,NA,NA
126789,2.37225,2.21319,-3.65568,NA,NA,NA,-32.794,NA,NA,NA,NA
126908,2.2584,1.44953,-4.37149,NA,NA,NA,NA,-9.525,NA,NA,NA
