id,x0,x1,x2,fitness10,fitness8.5,fitness7,fitness7.5,fitness8,fitness9.5,fitness6.5,fitness6,fitness9,fitness5,fitness5.5,fitness4.5
50249,7.67758,6.89832,7.55738,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA
50424,7.53762,8.71439,8.31536,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
50629,7.53497,8.99183,7.15565,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA,NA,NA
50910,8.04876,8.93136,8.04368,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA
51052,7.69171,9.4855,8.03117,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA
51369,8.41405,7.39599,7.26861,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA
51402,7.92497,7.42295,8.36499,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
51636,8.29833,7.73804,7.04769,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
51989,7.65333,7.93354,7.49228,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA
52151,8.225,8.35186,8.97825,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA
52234,8.63075,7.8668,9.20009,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA
52534,8.22754,5.6703,9.12153,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA
52768,7.43107,6.38833,8.38599,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA
52883,8.31886,7.51593,7.38907,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA
53119,8.80748,8.09831,6.60985,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA
53322,7.44934,7.0173,6.41334,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
53418,6.34524,6.78522,7.20906,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA,NA
53672,6.63501,8.35787,7.37212,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA
53978,8.38712,7.86335,7.94475,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA
54042,8.39156,8.15868,8.67716,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA
54248,7.66952,8.93419,8.61045,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA
54491,7.62801,7.791,8.33436,NA,NA,NA,NA,NA,NA,NA,0.513,NA,NA,NA,NA
54708,7.5481,6.73989,8.14434,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA
54950,7.88297,8.02813,8.16808,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA,NA,NA
55178,6.98685,7.73084,8.27461,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA
55301,7.53681,6.61032,7.01217,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA
55475,8.05176,6.78125,7.89032,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA
55657,7.54633,7.3185,7.0061,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
55884,7.37787,7.88356,7.47556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459,NA
56109,7.10521,6.95863,7.98565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591
56281,7.23684,6.65078,8.38541,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
56478,7.81163,7.82394,7.83623,NA,NA,NA,NA,NA,NA,NA,0.552,NA,NA,NA,NA
56789,7.10276,7.38708,7.53785,NA,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA
56935,6.70645,9.6267,7.16824,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA
57094,6.98208,9.10914,7.55023,NA,NA,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA
57289,7.59255,9.74011,7.29689,NA,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57542,8.46955,8.74933,8.20323,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA
57781,7.7546,8.89417,8.1953,NA,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA
57980,7.31852,8.8314,7.87031,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA
58161,7.49812,9.11645,7.14032,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA
58340,7.4799,10.1795,7.55743,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA
58425,7.42394,9.1369,8.06691,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA
58751,7.25038,9.27055,8.9989,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58892,8.40606,8.54689,8.63102,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA
59106,8.84272,8.12448,7.21917,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
59360,7.62504,8.15218,6.78056,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
59435,6.90371,9.25998,6.90561,NA,NA,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
59730,7.09786,8.7117,8.02268,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA
59974,7.7995,8.58894,7.93634,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA
60010,7.22067,6.68883,8.22917,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA
60308,7.99946,8.08995,8.3967,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA
60409,7.77586,8.07431,9.40147,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA
60716,7.51823,8.34634,8.62334,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA
60893,7.5921,8.30707,6.98361,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61112,6.44694,7.94704,8.94192,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA
61370,7.41763,7.65521,9.21403,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA
61437,7.95729,7.64874,7.75954,NA,NA,NA,NA,0.985,NA,NA,NA,NA,NA,NA,NA
61612,7.82877,8.38832,7.87818,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
61985,7.04995,8.48364,8.05431,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA
62116,7.51978,7.10079,8.32481,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA
62348,8.16473,7.48897,8.17418,NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA,NA
62419,7.96939,6.80021,7.7638,NA,NA,NA,NA,NA,NA,NA,NA,0.568,NA,NA,NA
62724,8.04215,7.16881,6.45417,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA
62869,7.80543,8.11438,7.99343,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
63141,6.74412,6.95321,7.48881,NA,NA,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
63224,6.88127,7.38838,9.42423,NA,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
63473,8.82927,6.91553,7.93646,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63752,7.83579,8.23465,7.16805,NA,NA,NA,NA,NA,NA,NA,NA,0.632,NA,NA,NA
63827,9.34551,7.71844,7.79297,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA
64019,8.60966,7.65081,9.23108,NA,NA,NA,NA,0.525,NA,NA,NA,NA,NA,NA,NA
64310,8.12163,8.45629,7.57571,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA
64493,7.66076,8.78921,7.61263,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA
64733,7.621,7.24368,7.71688,NA,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA
64816,7.04351,6.8636,9.01171,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA
65146,7.75717,7.99858,7.20529,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65278,6.59671,7.37877,8.15587,NA,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA
65537,7.5863,7.6565,8.3677,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA
65713,7.78041,8.15206,8.87851,NA,NA,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA
65958,9.26151,7.9704,8.40473,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA
66153,9.46459,8.00022,8.18271,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA
66369,9.3996,7.60375,7.99767,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA,NA
66573,8.20868,7.27907,8.07201,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA
66752,7.41968,8.21352,6.92612,NA,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA
66924,7.61941,8.58061,6.71196,NA,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA
67074,7.86762,7.19641,7.60973,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67201,6.56583,7.36456,7.66402,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA
67571,7.128,8.38989,7.48972,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
67715,7.24944,7.70392,7.00575,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA
67816,7.69777,7.83927,8.49078,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA,NA
68020,8.96589,8.0593,8.63511,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68220,7.90049,7.86064,8.15177,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
68452,7.00656,7.3036,9.17757,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA
68650,7.64457,6.89459,8.60289,NA,NA,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA
68844,7.53902,7.45044,9.07611,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA
69160,7.37291,6.61467,7.21047,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA
69295,7.89154,7.11231,7.34951,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69439,7.24052,8.23375,8.02576,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA
69722,7.43024,8.19082,8.17715,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA
69917,8.0273,7.08093,8.04412,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA
70085,7.59515,7.64456,7.91094,NA,NA,NA,NA,0.987,NA,NA,NA,NA,NA,NA,NA
70282,7.80004,7.06314,9.044,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA
70588,8.02404,7.51005,9.06561,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA
70658,8.68484,7.46145,8.72233,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA
70903,8.28946,7.71898,9.98335,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71182,7.47361,8.15084,9.12512,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71225,8.49085,8.8701,8.07945,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA
71600,8.08128,8.49229,7.84538,NA,NA,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA
71686,8.0523,7.97402,6.98146,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA
71825,8.73281,6.84873,7.53756,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72137,7.23177,6.83825,8.1536,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA
72219,7.59449,5.98604,7.8363,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA
72519,7.69959,6.76967,7.90718,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA
72682,8.16534,7.51691,8.68792,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
72882,5.79474,7.80958,7.99798,NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73119,7.46522,7.35749,8.19581,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73356,7.37842,7.325,6.81786,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,NA
73561,8.19883,7.94,7.53822,NA,NA,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA
73644,6.65971,7.56235,7.78899,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73835,7.03783,9.23338,8.09837,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA
74130,6.97153,7.99849,8.75662,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
74325,6.78035,7.15458,7.95063,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74508,7.13486,7.38813,9.14729,NA,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74783,8.2378,6.60738,8.84597,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA
74818,8.14478,8.02954,9.15102,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
75046,8.18247,6.78493,8.44099,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA
75238,8.21727,7.48091,8.02981,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA
75450,8.13665,6.544,7.86164,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA
75711,9.07961,5.80631,8.55253,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
75853,8.39394,6.9216,7.15745,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
76071,7.00201,7.25401,7.73398,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
76376,8.38443,7.23567,8.52082,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76549,8.45475,7.25858,8.50386,NA,NA,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA
76671,7.84483,7.20595,8.70795,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76867,8.13167,6.07966,7.82631,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA
77027,7.99969,6.67326,7.58425,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
77298,7.9064,7.81107,7.49418,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA
77401,7.99214,7.97203,7.15948,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77794,7.34999,7.64771,7.75352,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA
77903,6.33211,7.83812,7.69412,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA
78157,5.42946,7.26387,7.75157,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA
78269,4.78245,8.2056,7.80663,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA
78402,6.62877,8.49696,7.14119,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78633,6.65216,8.28409,7.22786,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA,NA
78876,6.16595,8.25736,8.40126,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79094,7.31298,8.52774,8.12996,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79374,7.3626,8.29291,7.89554,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA
79499,7.7645,8.56836,7.04586,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79769,8.43797,6.99352,8.14812,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA
79824,7.07444,8.0546,8.35733,NA,NA,NA,NA,NA,NA,NA,NA,0.636,NA,NA,NA
80022,7.01194,7.42513,9.32474,NA,NA,NA,NA,0.545,NA,NA,NA,NA,NA,NA,NA
80368,7.2703,7.83134,8.52571,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA
80472,7.00894,7.2056,9.10668,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA
80705,8.06444,7.78682,8.43197,NA,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA
80963,8.43422,6.80722,7.74232,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA
81139,8.05459,8.33299,8.25249,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA
81294,7.91274,7.3642,8.44393,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81432,8.09703,8.21786,7.19109,NA,NA,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA
81795,7.3987,7.60732,7.97735,NA,NA,NA,NA,NA,NA,NA,NA,0.742,NA,NA,NA
81868,7.36875,6.36899,7.1768,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82059,7.73788,6.91643,6.64604,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA
82384,8.29616,7.48668,6.91251,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA
82426,8.4542,7.80881,7.08046,NA,NA,NA,0.773,NA,NA,NA,NA,NA,NA,NA,NA
82732,8.68446,8.36347,7.51498,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA
82914,8.31098,8.33295,7.85201,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA
83014,8.80181,8.31926,7.29904,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83236,7.76158,7.68454,8.68679,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA
83432,7.49844,8.52661,9.57407,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA
83710,7.51229,7.79935,7.68978,NA,NA,NA,NA,NA,NA,NA,0.522,NA,NA,NA,NA
83813,7.25561,8.43816,7.51202,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA
84143,6.83969,8.7241,8.07633,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA
84270,7.08668,8.83479,8.08288,NA,NA,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA
84569,9.17996,7.80789,7.72675,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA
84768,8.53175,7.21676,8.29411,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84943,7.90959,6.6013,7.98087,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA
85073,8.35704,5.76544,8.62159,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA
85256,7.87875,6.75774,8.47201,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA
85469,8.1506,7.7718,7.84824,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA
85654,7.54892,7.86822,8.45393,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
85980,8.41101,8.37137,7.84048,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA
86138,8.13941,8.03861,7.73979,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
86312,7.81273,8.00233,8.49211,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA
86494,8.57089,8.2493,7.49213,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA
86650,8.10513,8.26775,8.28836,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA
86837,8.16473,8.64017,7.71057,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87166,8.77449,7.68069,7.37382,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA
87314,8.90753,7.62474,6.65705,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA
87596,8.00649,7.50984,6.88862,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA
87632,7.00049,8.1124,7.32037,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87993,7.7978,8.552,7.94319,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA
88121,7.75923,7.6142,6.84642,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA
88318,7.95765,8.24396,7.35671,NA,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA
88482,8.94247,7.41736,7.7159,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA
88676,8.8465,7.18444,8.24313,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA
88953,8.22066,7.41877,8.80174,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA
89200,8.30435,6.5424,7.83243,NA,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA
89319,7.99098,6.79648,7.72162,NA,NA,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA
89497,8.43824,7.52995,6.28976,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA
89743,7.3649,9.25954,6.23812,NA,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA
89917,8.19514,7.27943,7.89616,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA
90140,9.74669,6.79426,8.03812,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90273,9.86045,6.93623,6.96747,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90436,9.90445,6.84037,7.10971,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA
90732,9.28172,6.75546,6.76762,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA
90969,9.47881,6.67109,6.71408,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91154,9.39126,7.12494,7.80542,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA
91301,8.3811,6.88987,7.3151,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA
91552,8.88162,8.10877,8.1028,NA,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91643,7.02335,8.42398,8.37342,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA
91966,7.50104,7.92398,8.13727,NA,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA
92012,7.71387,8.64666,7.90074,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA
92295,9.14329,8.1098,8.45802,NA,NA,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA
92438,8.64589,8.3106,7.95528,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92662,9.61834,8.44645,7.16135,NA,NA,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
92992,9.05762,8.33794,7.29907,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
93074,10.1525,7.20909,7.66107,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA
93237,7.399,8.15773,8.52434,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA
93412,8.38229,7.86444,7.93378,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93710,7.98254,8.40632,7.35658,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA
93868,8.66669,8.35672,8.3035,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA
94184,9.49116,8.1064,8.09929,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA,NA
94333,8.73182,7.66577,8.13436,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA
94459,8.6838,7.35716,8.99257,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA
94798,8.18096,7.35683,8.47414,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94943,8.33366,7.78642,7.84232,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95111,7.21176,7.01503,7.15641,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA
95330,6.85675,7.76337,8.01852,NA,NA,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA
95590,7.5898,8.26565,7.53976,NA,NA,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA
95749,7.92372,7.56236,7.7304,NA,NA,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA
95985,7.63363,6.4425,7.21881,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA
96037,7.89104,6.69757,8.1457,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA
96238,7.56611,7.34495,8.02785,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA
96453,7.70072,7.05848,7.24898,NA,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA
96684,7.57921,8.22166,7.31871,NA,NA,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA
96954,8.89298,8.76512,7.65264,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA
97121,7.77345,7.60393,7.90834,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA
97316,7.78112,7.08131,7.78214,NA,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA
97520,6.742,7.09036,7.39662,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
97649,8.43781,7.06647,7.90547,NA,NA,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA
97946,7.67824,7.91137,7.69271,NA,NA,NA,NA,0.991,NA,NA,NA,NA,NA,NA,NA
98125,7.51008,7.05442,8.39103,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA
98269,7.92061,7.49204,7.46223,NA,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA
98536,8.08501,8.49897,7.40093,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA
98637,8.70184,8.67087,8.17978,NA,NA,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA
98907,7.02622,7.99362,7.69007,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA
99056,7.8705,8.47325,7.71051,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA
99381,8.51384,7.92605,7.15304,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
99436,7.74654,7.97996,7.8888,NA,NA,NA,NA,NA,NA,NA,NA,0.761,NA,NA,NA
99747,7.64971,9.21544,7.74922,NA,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99990,7.34015,9.54166,7.36801,NA,NA,NA,0.561,NA,NA,NA,NA,NA,NA,NA,NA
100171,7.62585,7.99434,6.77359,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
100394,7.27007,7.38884,7.27277,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
100581,6.60581,6.36307,7.77082,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA
100769,7.2994,7.18237,6.8984,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA
