id,x0,x1,x2,fitness1,fitness0.5,fitness2,fitness1.5,fitness3.5,fitness3,fitness4,fitness5,fitness5.5,fitness6.5,fitness8,fitness7,fitness9.5,fitness7.5,fitness4.5,fitness8.5,fitness10,fitness6,fitness9,fitness2.5
34655,7.25211,9.8572,8.46252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA
34853,6.45729,9.74085,6.96478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA
35165,6.58964,9.3539,7.21237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305,NA,NA,NA,NA,NA,NA,NA,NA
35383,8.04824,7.26231,6.13094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA
35413,8.66189,7.74084,5.51414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
35681,8.42817,7.48958,4.26521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA
35901,7.9587,6.87571,5.90847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363,NA,NA,NA,NA,NA,NA
36057,8.10317,6.67067,5.9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA,NA
36375,7.93832,7.29138,5.96936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA
36499,8.09643,8.30736,6.35451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA
36658,6.55467,8.96958,6.18917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.046,NA,NA,NA,NA
36900,7.39977,8.43099,6.56278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
37079,7.21696,8.92712,6.17299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,NA
37213,7.38209,10.1068,5.55923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387,NA,NA,NA,NA,NA,NA,NA
37522,7.57194,9.68446,7.79676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA
37688,7.14224,9.80047,8.66608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA
37958,6.25158,9.07641,7.80261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351,NA,NA,NA,NA,NA,NA
38157,5.58667,7.45776,7.85676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA
38207,5.30344,7.90808,8.16728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
38446,6.65607,6.62022,8.03376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA
38741,7.62382,6.86201,8.75932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA
38827,7.33046,7.20883,7.08701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA
39036,7.31323,8.46697,7.62894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA
39273,5.70312,8.99798,6.66216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
39600,6.01095,9.17263,7.20433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
39739,6.5366,8.6927,7.4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,NA
39857,6.99328,9.17917,6.34829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012,NA
40003,7.41725,7.49264,6.88571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA
40241,7.92222,5.89588,6.83101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
40464,8.87908,4.32504,8.00958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA
40654,8.74318,2.8325,7.81972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226,NA,NA,NA,NA
40960,7.76201,2.84998,7.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA
41199,6.56497,3.63341,7.69887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA,NA,NA
41233,7.48885,4.11907,7.4512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
41548,7.85645,3.64984,9.29749,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41773,7.57736,6.19932,8.76717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
41837,7.32108,6.80435,8.24186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,NA,NA,NA,NA
42010,8.25419,7.74521,7.33527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA
42259,8.83282,7.10837,8.17589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459,NA
42414,8.01029,6.33443,7.1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA
42754,7.33741,6.54304,7.76924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA
42948,7.75757,7.49415,7.93778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA
43085,6.64468,7.6548,6.44729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,NA,NA,NA,NA,NA,NA
43399,7.88555,8.20925,5.99264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA
43586,7.08267,7.59197,5.48527,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43751,6.41004,8.3198,7.48993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA
43927,6.47619,8.86077,7.27389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44007,4.8101,9.76801,8.04561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,NA,NA
44219,5.78778,10.1894,7.71673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.375,NA,NA
44544,6.17236,8.47176,7.98522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA
44797,7.76527,9.85763,7.14328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
44903,7.95308,8.80095,9.25518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA
45158,8.58394,8.01805,9.08293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA
45273,9.54089,8.0104,7.73715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA
45432,8.79307,8.11433,8.48841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA
45672,9.77622,8.14741,8.57511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,NA
45810,9.14757,8.29504,6.77765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA
46027,8.9925,6.66717,5.50123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.092,NA,NA,NA,NA
46356,9.11181,6.77919,4.56173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421,NA,NA,NA,NA,NA,NA
46440,8.74148,7.12637,4.79589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,NA,NA,NA,NA
46655,7.64781,6.1423,4.07044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA
46875,7.98765,7.45775,5.24243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA
47033,8.17102,6.30374,5.03343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,NA,NA
47353,8.15957,8.64536,5.81049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA
47556,6.87417,8.60387,6.76301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA,NA,NA,NA
47712,6.99069,8.27646,6.75399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,NA,NA
47921,7.18966,7.06861,7.60256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA
48062,7.59377,5.14047,6.73374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
48233,7.7764,5.34507,8.51833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA
48482,7.61893,6.03707,9.08382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA
48733,6.20343,5.08541,9.11171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA
48818,6.69154,5.91127,9.11207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA
49121,6.26466,5.30704,8.17575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
49368,4.86886,3.85786,9.08998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA
49579,5.11276,4.6188,10.0596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.018,NA,NA,NA,NA,NA,NA
49679,5.3826,2.54199,8.66998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA
49931,7.18568,2.23432,8.60725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA
50040,7.04726,2.22058,7.44297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA
50310,6.42403,3.05578,7.59391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA
50597,6.60024,3.9947,7.63477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA
50702,4.44155,4.30425,7.62252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
50953,4.85408,2.23569,7.82319,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51079,6.37168,4.07348,7.5061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA
51380,5.73525,3.81058,8.14462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
51415,5.08559,4.79936,8.34242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,NA
51727,4.46482,6.49324,8.24503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
51901,3.94861,7.49165,8.78598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA
52168,5.02763,7.62249,7.88267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA
52298,6.5423,7.66084,7.56277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA
52522,8.15904,7.54926,8.21914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473,NA,NA
52676,7.10557,8.78767,7.73993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
52974,7.78364,9.32196,8.27817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA
53095,8.36727,8.9404,6.90653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA
53333,8.80967,7.97906,9.0739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA
53517,8.31656,7.25177,8.85205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
53636,7.54576,6.37911,8.05156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA
53822,7.55176,4.88517,7.31074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA
54187,7.83191,4.61672,6.33612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA
54367,7.71729,3.22609,7.85548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA
54589,9.21712,4.18148,7.0527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA
54755,9.82692,4.49178,7.47347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA
54838,9.22011,3.87009,6.98562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA
55040,8.75315,2.8337,7.17686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272,NA,NA,NA,NA,NA,NA
55220,9.08107,2.02647,8.04124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA
55467,8.6902,2.29611,8.97277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA
55705,9.65883,2.08289,7.78832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA
55833,9.35732,2.23454,8.46453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA
56165,7.75886,1.92265,7.60433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA
56246,8.47296,1.70376,8.20151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA
56470,8.70967,3.20047,8.79511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA
56759,9.43763,2.39052,8.82972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA
56893,7.56296,2.42579,8.68198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448,NA
57112,7.31262,4.09526,8.13939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA
57328,7.36809,4.31182,9.32701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA
57600,7.59488,3.3987,7.80375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA
57618,7.32253,2.36198,6.87726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA
57998,8.70478,1.97068,7.71092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218,NA,NA,NA
58110,9.44878,2.5775,7.17977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,NA,NA,NA,NA
58253,8.66342,4.11745,8.13634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA
58546,7.36515,4.07202,9.37587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA
58639,7.16314,3.88363,8.91408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA
58924,6.5845,4.06066,7.49153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA
59101,6.47179,5.27391,7.26499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,NA,NA,NA,NA,NA,NA
59377,8.4462,4.33149,6.88621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
59524,7.26963,4.16402,6.59118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA
59609,8.51633,4.11305,6.98264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA
59846,7.77631,5.08582,6.42694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA
60032,7.87088,4.94066,6.67489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
60382,8.28832,4.81993,7.07261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,NA
60521,8.66105,5.69854,7.7255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,NA
60713,6.47401,6.29749,7.37796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA
60962,6.94567,5.49277,9.03216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA
61167,6.08085,3.7855,8.83854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
61313,7.01584,5.64555,7.62513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA
61445,6.18646,6.71121,7.77132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
61609,6.96587,7.33686,7.85715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA
61928,7.33273,7.64529,8.28648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA
62001,7.33797,8.41662,8.34069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
62264,9.01506,8.21971,7.39236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,NA,NA
62504,7.59641,6.74163,6.93848,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62688,7.37038,6.50169,7.02924,NA,NA,NA,NA,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62901,8.63034,6.55104,7.60482,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63173,8.60742,6.13051,7.2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.032,NA,NA
63210,7.72052,8.10265,7.10173,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63466,6.51073,7.43149,7.08789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63791,8.01633,7.45403,8.43137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA
63883,7.60339,7.37324,8.95943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA
64031,6.76904,8.23777,9.85584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA,NA,NA,NA,NA,NA
64290,6.24265,8.71649,7.70357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA
64510,7.33955,9.3064,7.9478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA
64712,7.576,8.4117,8.01656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,NA,NA
64936,8.28865,8.99552,8.34837,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65158,7.08651,8.87331,9.08352,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65301,7.47331,7.36147,10.1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65452,7.766,9.19065,9.79672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262,NA,NA,NA,NA,NA,NA
65777,7.05841,7.07388,9.57593,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65936,7.3724,7.95464,9.97074,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66108,8.13517,8.04694,8.07536,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66259,8.23712,7.56056,8.63843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
66537,9.60127,7.47298,7.4837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA
66707,8.19019,7.75844,9.82498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA
66802,8.6169,8.77081,10.1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
67065,8.51122,9.1885,10.1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA
67372,8.8725,9.54149,8.79919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA
67426,8.37298,9.95263,8.25505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,NA,NA,NA,NA,NA,NA
67755,8.49639,10.0315,8.13599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA
67847,8.98009,9.67088,8.26361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA
68122,8.41434,9.10013,9.75081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA
68347,7.70496,9.59276,10.1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
68489,7.60866,9.66486,9.93972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA
68602,7.78626,9.89346,10.0287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA
68880,8.13539,9.48814,8.47053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA
69098,7.94995,8.40403,8.64297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA
69204,7.74235,8.47294,7.68991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
69563,8.25535,8.39619,6.06454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
