id,x0,x1,x2,fitness-1.5,fitness-2,fitness-2.5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-5
60303,-3.18199,4.47714,-4.91205,NA,NA,NA,NA,-121.751,NA,NA,NA
60403,-2.48573,4.25071,-4.46506,NA,NA,NA,NA,NA,NA,-109.732,NA
60618,-0.722836,4.79329,-3.22943,NA,NA,NA,NA,NA,NA,-196.004,NA
60961,-1.31639,4.44769,-2.98132,NA,NA,NA,-201.216,NA,NA,NA,NA
61130,-1.85303,4.44096,-3.58524,NA,NA,NA,NA,-146.918,NA,NA,NA
61285,-2.62357,4.29486,-3.74346,NA,NA,NA,-82.626,NA,NA,NA,NA
61570,-2.81448,4.7247,-4.71616,NA,NA,NA,NA,-108.433,NA,NA,NA
61744,-2.98949,3.86715,-3.40685,NA,NA,-240.616,NA,NA,NA,NA,NA
61917,-3.60313,4.05508,-3.41489,NA,NA,NA,-165.796,NA,NA,NA,NA
62131,-1.59427,3.95905,-4.64023,NA,NA,NA,-17.314,NA,NA,NA,NA
62301,-0.969157,3.93045,-4.59845,NA,NA,NA,-78.418,NA,NA,NA,NA
62549,-2.32519,4.14135,-4.9857,NA,NA,NA,NA,NA,-56.5,NA,NA
62739,-1.00334,3.76722,-4.8121,NA,NA,NA,NA,NA,-21.53,NA,NA
62801,-1.20549,2.9193,-4.91489,NA,NA,NA,NA,NA,NA,-189.277,NA
63200,-2.12147,4.27848,-4.19472,NA,NA,NA,NA,NA,NA,NA,-59.924
63310,-2.04369,3.42996,-3.83691,NA,NA,NA,NA,NA,-66.357,NA,NA
63536,-2.73962,2.28582,-3.0539,NA,NA,NA,NA,NA,-224.344,NA,NA
63690,-1.32485,3.60496,-3.31506,NA,NA,NA,NA,NA,NA,NA,-156.168
63825,-2.55336,4.25443,-4.25109,NA,NA,NA,NA,NA,-71.413,NA,NA
64085,-2.23217,2.25999,-4.33552,NA,NA,NA,-178.388,NA,NA,NA,NA
64355,-3.47775,1.95948,-4.94181,NA,NA,NA,NA,NA,-177.485,NA,NA
64492,-2.61062,3.02462,-3.92342,NA,NA,NA,NA,NA,-118.576,NA,NA
64652,-1.99439,3.70833,-4.71789,NA,NA,-146.176,NA,NA,NA,NA,NA
64852,-3.12415,3.56342,-4.64296,NA,NA,NA,NA,NA,NA,-141.513,NA
65173,-3.66506,2.95354,-4.92306,NA,NA,NA,NA,NA,NA,-161.506,NA
65265,-3.48283,3.76218,-4.93264,NA,NA,-191.039,NA,NA,NA,NA,NA
65528,-2.8701,2.41279,-4.9363,NA,NA,-207.885,NA,NA,NA,NA,NA
65700,-2.38422,4.18003,-3.80274,NA,NA,NA,NA,NA,-87.114,NA,NA
65910,-0.55407,4.36316,-3.47777,NA,NA,NA,NA,NA,NA,NA,-189.108
66129,-0.931993,3.36746,-4.63555,NA,NA,NA,NA,NA,-78.467,NA,NA
66296,-1.72392,4.78995,-2.78786,NA,NA,NA,NA,NA,-160.293,NA,NA
66477,-2.80977,3.3677,-4.65461,NA,NA,NA,NA,-107.016,NA,NA,NA
66603,-2.77723,3.06174,-4.04194,NA,NA,NA,NA,NA,NA,NA,-105.634
66939,-1.49351,4.84403,-3.85114,NA,NA,NA,NA,-158.127,NA,NA,NA
67196,-2.72483,3.93294,-4.77566,NA,NA,NA,NA,-73.135,NA,NA,NA
67318,-2.21187,3.39923,-4.93808,NA,NA,NA,NA,NA,-53.898,NA,NA
67403,-2.43323,3.98583,-4.22373,NA,NA,NA,NA,NA,NA,NA,-66.047
67743,-2.41167,4.59451,-4.37179,NA,NA,NA,NA,NA,NA,-141.681,NA
67985,-2.49965,4.60369,-3.97559,NA,NA,NA,NA,NA,-88.268,NA,NA
68200,-1.72524,4.89347,-2.73575,NA,NA,NA,NA,NA,NA,NA,-191.145
68230,-1.61817,4.54769,-3.6461,NA,NA,NA,NA,NA,NA,NA,-108.14
68548,-3.09403,3.85187,-4.27638,NA,NA,NA,NA,NA,-92.908,NA,NA
68753,-2.2042,3.73209,-3.82926,NA,NA,NA,NA,NA,-78.93,NA,NA
68992,-1.62981,3.81836,-4.86962,NA,NA,NA,NA,NA,NA,-107.475,NA
69081,-2.14113,4.84796,-4.87557,NA,NA,NA,NA,NA,NA,-140.59,NA
69263,-1.53744,3.2264,-4.49671,NA,NA,NA,NA,NA,NA,-165.594,NA
69530,-1.35389,3.8199,-4.66778,NA,NA,NA,-33.178,NA,NA,NA,NA
69703,-2.55613,4.12958,-4.62194,NA,NA,NA,-75.367,NA,NA,NA,NA
69948,-1.87705,3.59737,-4.89743,NA,NA,NA,-18.051,NA,NA,NA,NA
70001,-1.42213,4.32172,-4.91915,NA,NA,NA,NA,NA,NA,NA,-75.254
70391,-2.30725,4.79386,-4.88691,NA,NA,NA,NA,NA,-65.171,NA,NA
70539,-2.53183,4.24212,-3.97309,NA,NA,NA,-80.609,NA,NA,NA,NA
70621,-2.41245,4.27733,-4.88592,NA,NA,NA,NA,NA,-56.462,NA,NA
70839,-2.15933,4.35202,-4.536,NA,NA,NA,NA,NA,NA,NA,-58.355
71045,-2.71627,4.7332,-4.82068,NA,NA,NA,NA,-79.043,NA,NA,NA
71340,-1.89065,3.44247,-4.07729,NA,NA,-237.368,NA,NA,NA,NA,NA
71444,-3.11147,4.63938,-4.51938,NA,NA,NA,NA,-123.819,NA,NA,NA
71649,-1.00274,4.51518,-4.27238,NA,NA,NA,NA,NA,NA,-220.036,NA
71854,-1.78868,4.67979,-4.04912,NA,NA,NA,NA,NA,NA,-142.976,NA
72114,-2.02965,4.06818,-4.85238,NA,NA,NA,NA,NA,-34.251,NA,NA
72307,-0.952066,4.81844,-4.23271,NA,NA,NA,NA,NA,-119.627,NA,NA
72569,-1.36369,4.38866,-4.94433,NA,NA,NA,NA,NA,-34.289,NA,NA
72698,-2.9281,2.77143,-3.5753,NA,NA,NA,NA,NA,NA,NA,-153.103
72827,-4.34675,4.17915,-4.23061,NA,NA,NA,-190.765,NA,NA,NA,NA
73139,-3.14411,4.68968,-4.29246,NA,NA,NA,-105.887,NA,NA,NA,NA
73356,-2.55689,4.9686,-4.41492,NA,NA,NA,NA,NA,-89.295,NA,NA
73569,-1.3561,2.94465,-4.23643,NA,NA,NA,NA,-251.146,NA,NA,NA
73609,-3.21572,3.50242,-4.49757,NA,NA,NA,-99.571,NA,NA,NA,NA
73979,-2.09614,4.16194,-4.05388,NA,NA,NA,-73.482,NA,NA,NA,NA
74166,-1.83608,2.73054,-4.30812,NA,NA,NA,NA,NA,NA,NA,-113.635
74280,-1.30541,2.77614,-3.92915,NA,NA,NA,NA,NA,-186.102,NA,NA
74597,-0.32028,3.3092,-3.51015,NA,NA,NA,NA,NA,-269.923,NA,NA
74752,-1.11532,4.6023,-3.10079,NA,NA,NA,NA,NA,NA,NA,-161.397
74926,-1.31208,4.32418,-3.34372,NA,NA,NA,NA,NA,NA,NA,-113.46
75023,-2.49663,4.90949,-2.92464,NA,NA,NA,NA,NA,-170.314,NA,NA
75283,-3.55057,4.30825,-2.81966,NA,NA,NA,NA,-236.192,NA,NA,NA
75404,-2.78727,3.61928,-2.86953,NA,NA,NA,NA,NA,-172.376,NA,NA
75727,-2.51562,3.93826,-4.49302,NA,NA,NA,NA,NA,-57.373,NA,NA
75909,-3.09282,3.97726,-4.15426,NA,NA,NA,NA,NA,NA,-145.026,NA
76061,-2.47966,3.3226,-4.20698,NA,NA,NA,NA,NA,-82.096,NA,NA
76232,-2.60232,4.25021,-4.21227,NA,NA,NA,NA,NA,-88.535,NA,NA
76454,-2.53819,4.69823,-4.9964,NA,NA,NA,NA,NA,-72.513,NA,NA
76748,-2.77417,4.30525,-4.70765,NA,NA,NA,NA,-93.616,NA,NA,NA
76805,-2.7062,3.7151,-4.11863,NA,NA,NA,-101.46,NA,NA,NA,NA
77073,-2.69092,4.40092,-4.76447,NA,NA,NA,NA,NA,NA,-97.799,NA
77400,-3.84512,2.99366,-4.87503,NA,-256.451,NA,NA,NA,NA,NA,NA
77456,-3.39458,4.85946,-4.54522,NA,NA,NA,NA,-140.513,NA,NA,NA
77700,-3.54696,4.70437,-4.96105,NA,NA,NA,NA,NA,-120.663,NA,NA
77884,-3.14849,4.41404,-4.87609,NA,NA,NA,-95.308,NA,NA,NA,NA
78161,-3.03575,4.0052,-3.07718,NA,NA,NA,-160.742,NA,NA,NA,NA
78293,-3.13548,3.50224,-4.46332,NA,NA,NA,NA,NA,NA,NA,-91.695
78433,-3.18078,4.74337,-3.53013,NA,NA,NA,NA,NA,-141.761,NA,NA
78772,-1.41496,4.18912,-2.68776,NA,NA,NA,NA,NA,-156.584,NA,NA
78841,-2.82669,4.32089,-3.57702,NA,NA,NA,NA,NA,NA,NA,-111.957
79181,-1.51349,4.88288,-4.83753,NA,NA,NA,NA,NA,-77.462,NA,NA
79229,-1.89723,4.33211,-4.67363,NA,NA,NA,NA,NA,NA,NA,-57.33
79467,-2.1612,3.82084,-4.35229,NA,NA,NA,NA,-83.015,NA,NA,NA
79800,-2.65334,4.20663,-4.65008,NA,NA,NA,NA,NA,-63.006,NA,NA
79838,-2.66735,3.48364,-4.67964,NA,NA,NA,NA,NA,-65.215,NA,NA
80111,-1.48164,3.53355,-4.67388,NA,NA,NA,NA,-58.752,NA,NA,NA
80237,-1.3059,3.29049,-4.63366,NA,NA,NA,-50.682,NA,NA,NA,NA
80460,-0.849105,3.66132,-4.90923,NA,NA,NA,-92.11,NA,NA,NA,NA
80780,-2.605,4.07928,-3.41116,NA,NA,NA,-121.497,NA,NA,NA,NA
80803,-2.19574,4.39017,-4.74314,NA,NA,NA,NA,-68.094,NA,NA,NA
81025,-1.39205,3.85237,-4.35362,NA,NA,-251.32,NA,NA,NA,NA,NA
81380,-2.17477,4.79848,-3.71461,NA,NA,NA,NA,NA,NA,-155.058,NA
81534,-3.72297,4.55372,-3.76995,NA,NA,-229.175,NA,NA,NA,NA,NA
81698,-1.78552,4.4401,-4.89826,NA,NA,NA,-56.217,NA,NA,NA,NA
81898,-1.16881,4.71813,-4.2687,NA,NA,NA,NA,NA,NA,NA,-81.048
82022,0.496028,4.62477,-4.58831,NA,NA,NA,NA,-339.15,NA,NA,NA
82240,1.44333,4.66577,-4.11734,NA,NA,NA,NA,NA,NA,-728.842,NA
82549,-0.644256,4.83474,-2.60006,NA,NA,NA,NA,NA,-267.208,NA,NA
82762,-2.87459,4.73969,-2.9936,NA,NA,NA,-171.6,NA,NA,NA,NA
82815,-0.669442,4.78355,-4.4352,NA,NA,NA,NA,NA,NA,NA,-147.692
83143,-1.14857,4.39473,-3.77777,NA,NA,NA,-128.31,NA,NA,NA,NA
83299,-1.12723,4.59213,-4.71056,NA,NA,NA,NA,-134.729,NA,NA,NA
83517,-1.8379,3.45298,-4.56459,NA,NA,NA,NA,NA,NA,-140.857,NA
83626,-2.79224,4.99836,-4.06047,NA,NA,NA,NA,NA,-106.925,NA,NA
83809,-1.38879,3.32164,-2.77824,NA,NA,NA,NA,NA,-163.462,NA,NA
84165,-2.20608,4.7433,-4.95212,NA,NA,NA,-84.788,NA,NA,NA,NA
84203,-1.56158,4.64552,-4.74561,NA,NA,NA,-64.608,NA,NA,NA,NA
84491,-1.07881,4.08083,-4.32988,NA,NA,NA,NA,-143.087,NA,NA,NA
84644,-2.19366,4.98028,-4.9941,NA,NA,NA,NA,-112.3,NA,NA,NA
84891,-2.78401,4.11054,-3.84758,NA,NA,NA,-108.42,NA,NA,NA,NA
85076,-2.5645,3.88029,-3.61684,NA,NA,NA,NA,NA,-112.316,NA,NA
85319,-1.60972,4.29254,-4.23534,NA,NA,NA,NA,NA,-48.23,NA,NA
85483,-1.51978,3.7192,-4.8925,NA,NA,NA,-4.703,NA,NA,NA,NA
85776,-1.92686,4.19351,-4.57519,NA,NA,NA,NA,-70.257,NA,NA,NA
85979,-2.46639,4.80215,-4.9893,NA,NA,NA,NA,NA,-71.229,NA,NA
86105,-1.1556,3.70144,-4.93946,NA,NA,NA,NA,NA,NA,NA,-65.206
86313,-3.0108,3.92205,-3.66988,NA,NA,NA,NA,NA,NA,NA,-113.526
86534,-3.05648,4.31216,-4.07071,NA,NA,NA,NA,NA,NA,NA,-98.745
86712,-2.51,4.39149,-4.20788,NA,NA,NA,NA,NA,NA,NA,-72.717
86885,-2.08327,4.77689,-4.32584,NA,NA,NA,NA,NA,NA,NA,-86.095
87148,-2.60958,4.39716,-2.85298,NA,NA,NA,-168.916,NA,NA,NA,NA
87380,-1.73114,4.5208,-2.32919,NA,NA,NA,NA,-280.076,NA,NA,NA
87499,-1.66417,3.82445,-1.55068,NA,NA,NA,NA,-422.599,NA,NA,NA
87602,-0.981037,4.69814,-3.5281,NA,NA,NA,-168.579,NA,NA,NA,NA
87994,-0.289156,3.89072,-3.55804,NA,NA,NA,-259.143,NA,NA,NA,NA
88044,-0.781132,3.92824,-3.84438,NA,NA,NA,NA,-136.42,NA,NA,NA
88250,-1.53543,4.55563,-3.77947,NA,NA,NA,NA,NA,NA,NA,-98.781
88566,-1.60911,3.64535,-4.02899,NA,NA,NA,NA,NA,-68.995,NA,NA
88747,-1.05968,3.29138,-4.25686,NA,NA,NA,-139.472,NA,NA,NA,NA
88890,-1.80648,2.74292,-4.66618,NA,NA,NA,NA,-152.223,NA,NA,NA
89084,-1.96136,3.76402,-3.10995,NA,NA,NA,NA,NA,-137.206,NA,NA
89258,-1.09644,4.72102,-3.78875,NA,NA,NA,NA,NA,-77.816,NA,NA
89464,-1.51032,3.81877,-4.61316,NA,NA,NA,NA,NA,-17.13,NA,NA
89689,-1.91434,4.19761,-3.97576,NA,NA,NA,NA,NA,NA,NA,-75.834
89917,-2.3541,4.80643,-3.77197,NA,NA,NA,NA,NA,NA,NA,-111.077
90088,-2.83948,3.96632,-4.68622,NA,NA,NA,NA,NA,NA,NA,-71.307
90221,-4.05712,2.68358,-4.54476,NA,NA,NA,NA,NA,-178.983,NA,NA
90564,-4.01738,3.43562,-4.38366,NA,NA,NA,NA,NA,-153.755,NA,NA
90776,-2.38363,3.32642,-4.6294,NA,NA,NA,NA,-92.333,NA,NA,NA
90979,-4.26068,3.4005,-4.01194,NA,NA,NA,-196.339,NA,NA,NA,NA
91059,-3.78145,4.41286,-4.62697,NA,NA,NA,NA,NA,-132.4,NA,NA
91237,-3.59934,4.16964,-4.67628,NA,NA,NA,NA,-148.151,NA,NA,NA
91410,-4.43316,3.97446,-3.28264,NA,NA,NA,NA,-267.685,NA,NA,NA
91664,-4.03203,3.95853,-3.32476,NA,NA,NA,NA,NA,NA,-247.829,NA
91968,-4.30407,4.16896,-4.39991,NA,NA,NA,NA,-201.038,NA,NA,NA
92094,-2.83797,4.20355,-4.90967,NA,NA,NA,NA,-102.881,NA,NA,NA
92331,-3.44416,3.42831,-4.10333,NA,NA,NA,NA,NA,NA,-160.274,NA
92463,-3.62302,1.87566,-3.92095,NA,-391.193,NA,NA,NA,NA,NA,NA
92644,-2.50917,3.17309,-3.76468,NA,NA,NA,-116.391,NA,NA,NA,NA
92876,-2.60744,3.28472,-4.09718,NA,NA,-183.367,NA,NA,NA,NA,NA
93060,-2.72972,4.43789,-4.11434,NA,NA,NA,NA,NA,NA,-158.731,NA
93368,-3.51759,4.67047,-3.73517,NA,NA,-233.529,NA,NA,NA,NA,NA
93511,-2.89407,4.62754,-4.0908,NA,NA,NA,NA,-107.868,NA,NA,NA
93687,-3.34376,4.27662,-4.84082,NA,NA,NA,-92.482,NA,NA,NA,NA
93821,-2.77057,4.69478,-4.41498,NA,NA,NA,NA,NA,NA,NA,-87.22
94064,-2.24262,3.55582,-4.30193,NA,NA,NA,NA,NA,-57.492,NA,NA
94258,-2.70991,3.43784,-4.87334,NA,NA,NA,-59.119,NA,NA,NA,NA
94472,-1.54112,3.61606,-4.94308,NA,NA,NA,-11.462,NA,NA,NA,NA
94762,-2.41596,4.04153,-4.21191,NA,NA,NA,-68.012,NA,NA,NA,NA
94848,-2.90669,4.97662,-4.15537,NA,NA,NA,-106.847,NA,NA,NA,NA
95134,-2.00743,4.33645,-4.55027,NA,NA,NA,NA,NA,NA,NA,-52.512
95282,-2.27837,4.02684,-4.04959,NA,NA,NA,NA,NA,-72.655,NA,NA
95514,-1.65433,4.9135,-4.93054,NA,NA,NA,NA,NA,-70.304,NA,NA
95636,-0.871063,3.23537,-4.94418,NA,NA,-335.32,NA,NA,NA,NA,NA
95946,-0.861562,3.69404,-4.48493,NA,NA,NA,NA,-172.032,NA,NA,NA
96176,-1.50972,2.44449,-4.11754,NA,NA,NA,-196.343,NA,NA,NA,NA
96302,-1.66896,4.22292,-4.934,NA,NA,NA,NA,-109.803,NA,NA,NA
96419,-2.68227,4.57331,-4.60871,NA,NA,NA,NA,NA,-72.744,NA,NA
96673,-3.13212,4.00474,-3.88072,NA,NA,NA,-107.232,NA,NA,NA,NA
96942,-1.83315,3.61883,-3.34724,NA,NA,NA,NA,NA,NA,NA,-125.597
97064,-2.08015,3.82005,-2.47937,NA,NA,NA,NA,NA,-219.178,NA,NA
97286,-2.83531,3.19865,-3.56626,NA,NA,NA,NA,NA,-126.229,NA,NA
97457,-1.95228,3.32611,-4.23085,NA,NA,NA,NA,NA,-88.505,NA,NA
97726,-1.4106,3.29502,-4.6958,NA,NA,NA,-35.938,NA,NA,NA,NA
97979,-2.15778,4.82254,-4.63041,NA,NA,NA,-82.7,NA,NA,NA,NA
98056,-1.39509,3.85884,-4.96682,NA,NA,NA,-18.882,NA,NA,NA,NA
98343,-1.92295,3.93263,-4.55101,NA,NA,NA,NA,NA,NA,NA,-48.231
98460,-2.4853,3.26747,-4.58757,NA,NA,NA,NA,NA,-69.156,NA,NA
98623,-3.14896,3.59189,-4.76089,NA,NA,NA,NA,NA,-86.712,NA,NA
98972,-2.59555,4.03821,-4.92097,NA,NA,NA,NA,NA,-58.109,NA,NA
99049,-3.15993,2.59393,-4.53095,NA,NA,NA,-141.202,NA,NA,NA,NA
99244,-3.17505,3.14754,-4.77614,NA,NA,NA,NA,NA,NA,NA,-98.785
99422,-4.10805,4.4756,-4.86319,NA,NA,NA,NA,-170.833,NA,NA,NA
99718,-2.80805,4.11968,-4.74935,NA,NA,NA,-70.05,NA,NA,NA,NA
99813,-3.71411,4.30757,-4.43658,NA,NA,NA,NA,NA,-125.88,NA,NA
100056,-3.53063,4.06697,-4.56558,NA,NA,NA,-116.69,NA,NA,NA,NA
100277,-1.38079,2.94223,-3.27785,NA,NA,NA,-313.902,NA,NA,NA,NA
100441,-2.56895,3.66016,-3.43553,NA,NA,NA,-119.457,NA,NA,NA,NA
100744,-4.16915,4.81985,-4.72118,NA,NA,NA,NA,NA,-179.279,NA,NA
100844,-3.57053,4.59822,-4.67784,NA,NA,NA,-118.574,NA,NA,NA,NA
101083,-3.76367,4.22407,-3.85575,NA,NA,NA,NA,NA,-146.732,NA,NA
101270,-2.52332,4.13735,-4.79108,NA,NA,NA,NA,NA,-54.284,NA,NA
101505,-1.42212,4.23779,-4.95167,NA,NA,NA,NA,-98.139,NA,NA,NA
101787,-2.67835,3.47702,-4.40334,NA,NA,NA,-72.807,NA,NA,NA,NA
101827,-1.83284,2.89151,-4.61757,NA,NA,NA,NA,NA,-79.156,NA,NA
102002,-2.25996,4.16774,-4.54479,NA,NA,NA,NA,NA,-49.655,NA,NA
102257,-2.12559,4.32157,-3.73074,NA,NA,NA,NA,NA,-82.955,NA,NA
102483,-2.64804,4.99459,-4.66722,NA,NA,NA,-86.593,NA,NA,NA,NA
102779,-1.78438,3.49044,-4.65441,NA,NA,NA,NA,-129.463,NA,NA,NA
102960,-2.11541,4.33924,-4.86163,NA,NA,NA,NA,NA,NA,-92.295,NA
103121,-3.04131,4.10951,-3.11202,NA,NA,NA,NA,NA,NA,-194.983,NA
103266,-3.93348,3.67814,-4.01636,NA,NA,NA,NA,NA,-154.131,NA,NA
103551,-4.6102,2.951,-4.00982,NA,NA,NA,NA,NA,NA,NA,-239.108
103624,-4.89234,3.68613,-3.34834,NA,NA,NA,NA,NA,NA,-340.304,NA
103827,-4.45883,3.2431,-4.01624,NA,NA,NA,NA,NA,NA,-268.55,NA
104086,-4.42782,4.89455,-4.54235,NA,NA,NA,NA,NA,NA,NA,-220.406
104292,-3.0849,3.93122,-4.43215,NA,NA,NA,-90.569,NA,NA,NA,NA
104433,-1.36255,4.81047,-4.49506,NA,NA,NA,NA,NA,NA,NA,-89.254
104644,-1.79322,4.43836,-3.58985,NA,NA,NA,NA,NA,-108.043,NA,NA
104999,-2.02515,4.6504,-4.31239,NA,NA,NA,NA,NA,-48.689,NA,NA
105001,-1.48153,4.77103,-4.28422,NA,NA,NA,-108.183,NA,NA,NA,NA
105226,-1.12315,4.66967,-4.36065,NA,NA,NA,NA,NA,-82.596,NA,NA
105449,-1.75239,4.91043,-4.88571,NA,NA,NA,NA,NA,NA,NA,-72.775
105627,-2.70488,4.54753,-4.73456,NA,NA,NA,NA,NA,NA,NA,-70.824
105804,-0.808365,3.77912,-4.95173,NA,NA,NA,-98.676,NA,NA,NA,NA
106121,-1.2984,4.88451,-4.9402,NA,NA,NA,NA,NA,-85.46,NA,NA
106324,-2.7412,4.77038,-4.39717,NA,NA,NA,NA,NA,NA,NA,-90.749
106545,-3.29161,4.44748,-3.31595,NA,NA,NA,-159.085,NA,NA,NA,NA
106666,-2.61141,4.69028,-4.01113,NA,NA,NA,-94.771,NA,NA,NA,NA
106982,-1.15088,4.367,-4.65228,NA,NA,NA,NA,NA,-67.468,NA,NA
107149,-1.66803,4.89426,-4.79895,NA,NA,NA,NA,NA,-65.616,NA,NA
107344,-2.80599,4.8192,-3.74445,NA,NA,NA,NA,-131.283,NA,NA,NA
107463,-1.77139,4.85291,-3.99114,NA,NA,NA,NA,-118.605,NA,NA,NA
107793,-3.09834,4.83417,-4.45265,NA,NA,NA,NA,NA,-102.223,NA,NA
107807,-3.45273,4.87966,-4.80216,NA,NA,NA,NA,NA,-121.205,NA,NA
108052,-3.28972,4.83954,-4.38583,NA,NA,NA,-124.54,NA,NA,NA,NA
108219,-3.99669,4.60304,-4.0165,NA,NA,NA,NA,NA,NA,-230.222,NA
108547,-3.34901,4.86767,-3.59484,NA,NA,-235.021,NA,NA,NA,NA,NA
108622,-3.32372,4.84495,-3.49717,NA,NA,NA,NA,-174.416,NA,NA,NA
108968,-1.72526,3.87044,-4.90743,NA,NA,NA,NA,NA,-17.543,NA,NA
109065,-0.752703,4.28198,-3.45659,NA,NA,NA,NA,NA,-167.294,NA,NA
109337,-1.35234,3.5985,-4.71207,NA,NA,NA,NA,NA,NA,NA,-30.103
109491,-1.4612,3.35818,-4.71856,NA,NA,NA,-15.759,NA,NA,NA,NA
109601,-1.58842,2.07019,-4.56375,NA,NA,NA,-224.919,NA,NA,NA,NA
109965,-1.38218,2.68857,-4.10868,NA,NA,NA,NA,NA,NA,NA,-148.391
110113,-1.70424,3.04188,-4.64987,NA,NA,NA,NA,NA,-66.009,NA,NA
110234,-2.16281,3.6978,-4.72011,NA,NA,NA,-44.954,NA,NA,NA,NA
110416,-2.065,4.62995,-4.09276,NA,NA,NA,NA,-108.787,NA,NA,NA
110608,-2.34652,4.87746,-4.70638,NA,NA,NA,-73.216,NA,NA,NA,NA
110972,-3.00564,3.57862,-4.24823,NA,NA,NA,NA,NA,NA,NA,-90.701
111096,-3.13236,2.75228,-3.69193,NA,NA,NA,NA,NA,-148.853,NA,NA
111333,-2.37498,2.14652,-4.95557,NA,NA,NA,NA,NA,-148.159,NA,NA
111556,-2.55457,3.38853,-3.91048,NA,NA,NA,NA,NA,NA,NA,-106.001
111793,-1.95606,3.5667,-3.07493,NA,NA,NA,NA,NA,-159.229,NA,NA
111935,-1.70595,3.16788,-4.53735,NA,NA,NA,NA,NA,NA,NA,-66.617
112030,-2.0418,3.28758,-4.88467,NA,NA,NA,NA,NA,-26.074,NA,NA
112260,-1.31932,3.64934,-3.69873,NA,NA,NA,NA,NA,NA,-237.292,NA
112511,-0.22158,4.71275,-4.90389,NA,NA,NA,NA,NA,NA,NA,-126.715
112640,-0.0722615,3.65861,-4.36719,NA,NA,NA,NA,NA,NA,NA,-244.625
112875,-0.138612,4.95705,-4.70226,NA,NA,NA,NA,NA,-177.042,NA,NA
113075,-0.357156,4.24053,-4.89406,NA,NA,NA,NA,NA,-211.057,NA,NA
113260,-1.2964,4.7967,-4.29003,NA,NA,NA,NA,NA,-87.566,NA,NA
113509,-0.498963,4.76978,-4.69677,NA,NA,NA,NA,NA,-119.328,NA,NA
113628,-0.948373,4.55916,-4.43497,NA,NA,NA,NA,-162.767,NA,NA,NA
113810,-3.13855,4.63876,-4.47248,NA,NA,NA,NA,NA,-96.553,NA,NA
114111,-3.15361,3.35809,-4.78159,NA,NA,NA,NA,NA,-87.445,NA,NA
114224,-1.54176,2.73215,-4.74954,NA,NA,NA,NA,-185.526,NA,NA,NA
114468,-2.04247,3.58624,-4.17231,NA,NA,NA,NA,NA,-61.509,NA,NA
114705,-1.30066,4.90013,-3.96776,NA,NA,NA,NA,NA,NA,NA,-106.011
114860,-1.27405,4.59334,-3.96766,NA,NA,NA,NA,-126.411,NA,NA,NA
115025,-1.27762,4.57761,-4.53537,NA,NA,NA,NA,NA,NA,NA,-75.006
115216,-2.57916,4.87467,-4.21561,NA,NA,NA,NA,-116.627,NA,NA,NA
115466,-2.74308,4.8518,-4.97484,NA,NA,NA,NA,NA,NA,-129.074,NA
115693,-1.79882,3.61127,-4.55931,NA,NA,NA,-30.867,NA,NA,NA,NA
115808,-1.83673,4.43149,-4.28644,NA,NA,NA,NA,NA,-62.387,NA,NA
116050,-2.83376,4.79754,-4.65242,NA,NA,NA,NA,NA,NA,-132.61,NA
116371,-2.0494,4.171,-4.78698,NA,NA,NA,NA,NA,NA,NA,-55.5
116518,-3.53583,3.55425,-4.33151,NA,NA,NA,-119.148,NA,NA,NA,NA
116711,-4.13249,2.21101,-3.74474,NA,NA,NA,NA,NA,NA,NA,-245.453
116892,-4.41434,2.05469,-4.49504,NA,NA,NA,NA,NA,-251.415,NA,NA
117089,-3.60234,3.12992,-4.84194,NA,NA,NA,NA,NA,-121.444,NA,NA
117297,-3.52975,3.60483,-4.79825,NA,NA,NA,-108.309,NA,NA,NA,NA
117504,-2.77155,2.40362,-4.65452,NA,NA,NA,-158.572,NA,NA,NA,NA
117730,-2.20547,3.70868,-4.61334,NA,NA,NA,NA,NA,NA,-148.163,NA
117802,-2.81155,4.95731,-4.32441,NA,NA,NA,NA,-130.62,NA,NA,NA
118049,-1.73116,3.82635,-4.66798,NA,NA,NA,NA,NA,NA,-99.94,NA
118307,-2.81359,3.76661,-4.95393,NA,NA,NA,NA,NA,NA,-110.564,NA
118481,-3.04283,3.67988,-4.59846,NA,NA,NA,NA,-120.254,NA,NA,NA
118701,-3.30268,3.08391,-4.46117,NA,NA,NA,-124.183,NA,NA,NA,NA
118947,-2.53333,3.53523,-3.77389,NA,NA,NA,NA,NA,-93.186,NA,NA
119105,-2.83655,4.33976,-4.98976,NA,NA,NA,NA,-92.683,NA,NA,NA
119391,-1.66232,3.79388,-4.21252,NA,NA,NA,-60.776,NA,NA,NA,NA
119555,-1.62426,4.96058,-4.43588,NA,NA,NA,-91.188,NA,NA,NA,NA
119796,-1.01787,4.87117,-4.3238,NA,NA,NA,NA,-127.201,NA,NA,NA
119870,-0.360232,3.52625,-4.95907,NA,NA,NA,NA,NA,NA,-335.787,NA
120149,-1.58331,3.17397,-4.63566,NA,NA,NA,NA,-109.628,NA,NA,NA
120252,-1.76319,3.00609,-4.81502,NA,NA,NA,NA,NA,-61.841,NA,NA
120438,-2.06313,4.84484,-4.94319,NA,NA,NA,NA,-75.374,NA,NA,NA
120766,-2.90993,4.94499,-3.63193,NA,NA,NA,NA,NA,NA,-181.264,NA
