id,x0,x1,x2,fitness1,fitness2,fitness2.5,fitness0.5,fitness0,fitness-0.5,fitness-1,fitness1.5,fitness4,fitness5,fitness3,fitness3.5,fitness-1.5,fitness-2,fitness4.5,fitness-3,fitness-2.5,fitness-4,fitness-5,fitness-4.5,fitness-3.5
33012,1.53241,-5,-0.617419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33399,1.58484,-5,-0.98745,NA,NA,16.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33583,1.54385,-3.01106,-1.82481,NA,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33776,2.19938,-3.53672,-3.21844,NA,NA,17.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33942,1.61888,-4.81539,-3.38746,NA,NA,NA,NA,NA,NA,NA,NA,-14.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34168,3.05409,-4.42276,-3.29192,NA,NA,NA,NA,NA,NA,NA,NA,-5.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34301,4.2822,-5,-4.11327,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34475,3.69613,-4.62249,-4.90576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.194,NA,NA,NA,NA,NA,NA
34704,3.62659,-5,-4.92755,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34852,4.03542,-5,-4.88249,NA,NA,NA,NA,NA,NA,NA,NA,31.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35160,3.59212,-5,-3.27683,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35286,4.7031,-4.40732,-3.6685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35541,5,-3.69924,-3.53413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35735,5,-3.42516,-3.9485,NA,NA,NA,NA,NA,NA,NA,NA,50.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35978,4.66328,-3.72626,-4.53878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
36128,4.18562,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.88,NA,NA,NA,NA,NA,NA
36252,4.64658,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,278.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36480,3.14249,-4.04367,-4.92953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.187,NA,NA,NA,NA,NA,NA
36706,3.13756,-3.9196,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36816,1.29492,-2.75321,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.834,NA,NA,NA,NA,NA,NA
37112,0.497427,-3.14153,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37372,1.14845,-1.98091,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37402,2.26094,-1.9095,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37778,1.60753,-1.56854,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
37894,2.53683,-1.78936,-4.32452,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38091,0.981901,-2.36338,-4.14449,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38333,2.39897,-2.76649,-3.82894,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38410,3.28198,-3.19457,-3.92433,NA,NA,NA,NA,NA,NA,NA,NA,53.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38636,5,-3.92803,-4.95816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38987,5,-5,-3.58995,NA,NA,146.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39152,5,-5,-4.75603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.749,NA,NA,NA,NA,NA,NA
39384,5,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.244,NA,NA,NA,NA,NA,NA
39510,5,-4.52784,-4.02263,NA,NA,NA,NA,NA,NA,NA,NA,NA,822.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39680,5,-4.49265,-2.83229,NA,NA,NA,NA,NA,NA,NA,NA,45.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39990,4.35069,-3.11486,-3.2448,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40156,3.788,-3.11859,-2.21187,NA,NA,NA,NA,NA,NA,NA,NA,-43.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40351,2.47946,-1.34756,-2.95821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.164,NA,NA,NA,NA,NA,NA,NA,NA,NA
40474,2.17457,0.682224,-1.8,NA,NA,18.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40791,1.75584,1.74061,-2.34084,NA,NA,NA,NA,NA,NA,NA,-4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40942,3.3631,3.24762,-3.34806,NA,NA,NA,54.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41050,3.35429,3.27643,-3.65818,-18.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41346,3.8034,4.2148,-2.37757,NA,NA,11.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41468,3.73576,3.23528,-2.64128,NA,NA,-53.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41700,3.52163,4.5533,-3.66773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
41886,3.22959,4.52961,-4.82942,NA,-14.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42044,5,5,-4.59001,NA,NA,NA,NA,NA,NA,NA,361.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42285,3.15526,5,-4.34387,NA,1.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42597,0.339395,4.57804,-4.79538,NA,NA,NA,NA,NA,NA,NA,42.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42736,-0.0152201,5,-4.27935,NA,NA,NA,123.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42862,0.136605,4.63109,-4.25103,1.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43163,-1.5917,3.67885,-5,222.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43387,-0.821354,4.82528,-3.57115,NA,798.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43522,-0.79784,3.19985,-4.87903,NA,NA,109.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43652,-2.41294,3.47991,-4.12046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.246,NA,NA,NA,NA,NA,NA,NA,NA,NA
43849,-1.10941,2.20359,-4.82756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
44123,-0.591269,2.26382,-5,NA,NA,NA,NA,NA,NA,NA,NA,14.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44392,-0.284216,2.35428,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
44493,-2.01237,3.49239,-4.16171,NA,19.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44660,-3.15255,3.56675,-5,NA,11.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44932,-3.5855,4.29623,-3.55408,NA,NA,49.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45190,-4.78598,3.73266,-3.43743,NA,NA,NA,NA,NA,NA,NA,13.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45371,-3.67165,3.46112,-3.79396,NA,NA,NA,6.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45586,-4.58246,3.86506,-3.48133,NA,NA,NA,61.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45775,-5,1.99031,-2.01307,NA,NA,NA,NA,-144.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45899,-4.81004,-1.409,0.141995,NA,NA,NA,NA,NA,166.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46179,-5,0.120544,-0.468798,NA,NA,NA,NA,NA,2.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46396,-3.93311,-0.69408,-1.66525,NA,NA,NA,NA,NA,2323.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46522,-5,-0.0515812,0.508091,NA,NA,NA,NA,NA,15.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46705,-4.10489,0.899901,1.03356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.627,NA,NA,NA,NA,NA,NA,NA,NA
46853,-4.38023,0.37866,0.884175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.776,NA,NA,NA,NA
47131,-4.77814,1.43667,1.20458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.448,NA,NA,NA,NA
47209,-4.55117,2.65647,0.0892365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.977,NA,NA,NA,NA
47574,-4.3616,4.78397,1.95577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.314,NA,NA,NA,NA,NA
47641,-4.80228,4.77304,0.613796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.02,NA,NA,NA,NA,NA
47875,-3.70599,5,0.335291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.135,NA,NA
48013,-4.26307,2.95198,1.86703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.737,NA,NA
48342,-5,2.12383,1.91656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.842,NA,NA,NA
48552,-3.16261,0.484002,2.36743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.018,NA,NA
48717,-3.09917,-0.133655,4.22899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.694,NA,NA
48921,-2.69983,-0.334131,3.26882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.475,NA,NA
49013,-2.4344,-1.0146,3.40824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.124,NA,NA
49370,-1.89697,-0.842411,3.90905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.587,NA,NA
49420,-3.02186,-1.4081,3.21476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.555,NA,NA
49606,-2.9114,0.374987,2.43883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.503,NA,NA
49824,-3.43445,1.56859,3.77136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.748
50048,-4.10768,1.26243,4.14603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.507,NA,NA,NA,NA,NA
50322,-4.57563,2.11673,4.52619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.845,NA,NA,NA,NA,NA
50475,-3.12719,3.50943,3.89651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.344
50744,-3.60488,5,4.50386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.626,NA,NA
50809,-4.03425,5,4.59554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-324.555,NA,NA
51113,-5,4.26266,4.62666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.546,NA,NA
51397,-5,5,4.8419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.532
51404,-5,4.54915,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.503,NA
51616,-4.92713,2.32033,3.5012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.142,NA
51972,-4.53664,1.47327,4.28621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.334,NA,NA
52120,-4.28651,-0.394747,3.75557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.652,NA,NA
52396,-3.13966,-1.01753,2.70245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.439,NA,NA
52412,-4.23102,-1.44026,1.8374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.133,NA,NA,NA
52734,-3.20648,-1.97437,0.620914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,NA,NA
52946,-3.19596,-0.380889,-0.933102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.257,NA,NA,NA,NA
53016,-3.00609,-2.39297,-0.591599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.453,NA,NA,NA,NA
53272,-2.77193,-1.91684,-0.619274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.705,NA,NA,NA,NA
53554,-1.74782,-2.83396,-1.37551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.634,NA,NA,NA,NA
53750,-0.944118,-2.30223,1.01215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.348,NA,NA,NA,NA,NA,NA,NA
53856,-2.7207,-4.09307,0.0447589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77
54126,-2.99218,-2.36434,-0.22536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.252,NA
54244,-3.03493,-3.95532,-1.42989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.414
54595,-2.22412,-3.30222,-1.01489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.566,NA,NA,NA,NA,NA
54751,-1.69794,-3.3961,-1.27612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.181,NA,NA,NA,NA,NA,NA,NA
54933,-1.79041,-5,-1.37184,NA,NA,NA,NA,NA,NA,373.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55188,-2.59201,-5,-3.30395,NA,NA,NA,NA,27.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55217,-1.74334,-4.7496,-5,-6.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55540,-2.07735,-4.56067,-5,NA,NA,NA,-125.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55763,-1.33103,-5,-4.21904,NA,NA,NA,NA,NA,NA,NA,24.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55902,-1.77734,-3.94695,-3.2956,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56097,-2.84028,-4.34086,-3.36696,NA,NA,NA,NA,NA,NA,NA,12.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56273,-3.12732,-3.15389,-1.70707,NA,-51.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56444,-5,-2.93357,-0.0137914,NA,NA,NA,NA,NA,-211.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56708,-5,-3.16651,0.201065,NA,NA,NA,NA,NA,26.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56862,-4.38714,-3.98868,0.087813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.189,NA,NA,NA,NA,NA,NA,NA,NA
57003,-3.53563,-4.51838,0.438391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.441,NA,NA,NA,NA,NA,NA,NA,NA
57350,-2.78999,-3.84308,-0.4421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.922,NA,NA,NA,NA,NA,NA,NA,NA
57577,-2.44525,-3.26314,0.970784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.255,NA,NA,NA,NA,NA,NA,NA,NA
57706,-0.369694,-3.3342,0.887696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.139,NA,NA,NA,NA,NA,NA,NA
57895,-0.335575,-2.47744,1.76591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.21,NA,NA,NA,NA,NA
58177,-1.46389,-0.222402,1.27982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.478
58345,-2.90216,0.181173,1.08747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.284,NA,NA
58597,-3.24462,-2.25213,2.67922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,NA,NA
58675,-5,-0.653064,2.59799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.157,NA,NA
58819,-5,-0.316543,4.82292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.664,NA
59159,-4.4511,0.90458,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.106,NA,NA
59355,-3.46703,1.5881,3.8356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.688,NA,NA
59426,-2.93039,1.7782,3.77479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.676,NA,NA,NA
59689,-3.91266,-0.519845,4.79839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.344,NA,NA,NA,NA,NA
59870,-5,-1.83348,4.14642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.41,NA,NA,NA,NA,NA,NA,NA,NA
60016,-4.36278,-2.31534,2.52865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.406,NA,NA,NA,NA,NA,NA,NA,NA
60281,-5,-1.89056,2.71754,NA,NA,NA,NA,NA,NA,445.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60434,-3.7926,-1.49511,1.64739,NA,NA,NA,NA,NA,NA,-7.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60692,-5,-0.42112,0.625801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.892,NA,NA,NA,NA,NA,NA,NA,NA
60908,-4.23201,-0.356306,0.651277,NA,NA,NA,NA,NA,NA,2.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61168,-4.04692,-1.29154,1.65306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.828,NA,NA,NA,NA,NA,NA,NA,NA
61220,-3.38546,0.260275,2.44075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.48,NA,NA,NA,NA,NA,NA,NA
61489,-2.55931,1.47233,2.12322,NA,NA,NA,NA,NA,92.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61729,-1.1051,1.22628,2.30581,5.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61905,-0.805052,0.00187686,2.69193,NA,NA,303.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62003,0.233042,0.966588,1.60957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62204,0.65325,1.95886,0.884264,NA,16.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62585,1.45258,1.16238,0.989323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62614,3.69956,-0.180091,0.881567,NA,NA,NA,NA,NA,NA,NA,275.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62817,3.77938,0.648784,0.936146,NA,NA,NA,NA,NA,NA,NA,-45.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63067,3.42156,0.42223,-0.558486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63388,4.01186,1.98901,-1.59945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
63437,4.30703,1.93436,-0.759444,NA,NA,NA,NA,NA,NA,NA,NA,273.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63609,5,2.25506,-1.34027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.618,NA,NA,NA,NA,NA,NA,NA,NA,NA
63969,5,3.15034,-1.97832,NA,NA,-101.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64098,4.94875,2.53676,-2.68836,NA,NA,-6.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64369,5,2.23766,-3.68135,NA,NA,-10.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64492,3.8841,3.58749,-4.83041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64712,3.9933,4.06229,-5,NA,-1.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64886,1.93525,5,-3.89266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65015,1.84036,4.78878,-5,188.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65276,1.17612,4.94176,-3.94412,-160.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65469,2.81284,4.39538,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.804,NA,NA,NA,NA,NA,NA,NA,NA,NA
65742,4.2416,4.40094,-4.84584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65900,3.00167,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66075,2.35119,5,-4.49908,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66260,4.09734,5,-4.40088,NA,NA,NA,NA,NA,NA,NA,NA,NA,868.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
