id,x0,x1,x2,fitness-5,fitness-4,fitness-2.5,fitness-2,fitness-3.5,fitness-3,fitness-1.5
67943,1.61591,1.20184,-4.46871,NA,NA,-10.831,NA,NA,NA,NA
68145,1.82748,2.23375,-4.66839,NA,NA,-13.348,NA,NA,NA,NA
68366,1.19145,1.76115,-4.49663,NA,NA,NA,NA,NA,-21.898,NA
68484,1.92048,1.31612,-4.43434,NA,NA,NA,NA,NA,-18.236,NA
68607,2.09262,1.9784,-3.4152,NA,NA,NA,-32.25,NA,NA,NA
68958,2.37136,1.71474,-5,NA,NA,-22.381,NA,NA,NA,NA
69180,2.59972,1.86307,-4.07369,NA,NA,NA,-33.964,NA,NA,NA
69316,2.00738,1.2623,-4.06558,NA,NA,NA,-25.643,NA,NA,NA
69475,2.24357,2.07766,-3.96612,NA,NA,-16.22,NA,NA,NA,NA
69606,1.69633,2.06077,-5,NA,NA,-17.964,NA,NA,NA,NA
69861,2.43402,1.60749,-4.82864,NA,NA,NA,NA,NA,-26.371,NA
70136,1.32236,1.9783,-4.92469,NA,NA,NA,NA,NA,-22.002,NA
70358,2.11592,1.92127,-3.92597,NA,NA,-11.232,NA,NA,NA,NA
70466,1.91485,1.76371,-4.54665,NA,NA,NA,-7.145,NA,NA,NA
70672,1.937,2.18332,-4.47078,NA,NA,-10.578,NA,NA,NA,NA
70977,2.29406,2.00142,-4.26086,NA,NA,NA,NA,-29.991,NA,NA
71023,1.76118,2.17879,-4.64382,NA,NA,NA,NA,NA,-18.328,NA
71239,1.56641,1.60839,-4.67222,NA,NA,-5.849,NA,NA,NA,NA
71535,2.18731,1.69172,-5,NA,NA,-17.766,NA,NA,NA,NA
71668,2.26615,1.58952,-4.7035,NA,NA,-13.518,NA,NA,NA,NA
71841,1.44495,2.33911,-4.26095,NA,NA,NA,NA,NA,-21.006,NA
72016,1.98116,1.0588,-5,NA,NA,-32.334,NA,NA,NA,NA
72306,1.61447,1.72652,-5,NA,NA,NA,NA,NA,-23.514,NA
72460,1.45227,1.48583,-5,NA,NA,-19.995,NA,NA,NA,NA
72636,1.87853,1.76734,-3.84879,NA,NA,-8.194,NA,NA,NA,NA
72801,2.64525,2.04193,-4.36018,NA,NA,NA,NA,NA,-30.287,NA
73107,1.38501,1.6632,-4.07143,NA,NA,NA,NA,NA,-8.958,NA
73251,1.88377,1.08115,-4.3386,NA,NA,-13.903,NA,NA,NA,NA
73556,1.78671,1.61615,-4.09898,NA,NA,-1.575,NA,NA,NA,NA
73691,1.90486,1.52168,-4.09993,NA,NA,-3.367,NA,NA,NA,NA
73890,1.75254,1.59508,-4.47947,NA,NA,NA,-6.595,NA,NA,NA
74094,2.59235,2.49003,-5,NA,NA,NA,NA,NA,NA,-54.539
74224,2.11204,1.71905,-5,NA,NA,-16.57,NA,NA,NA,NA
74515,2.25682,1.30245,-5,NA,NA,-24.288,NA,NA,NA,NA
74660,1.77125,2.27828,-4.7223,NA,NA,NA,-23.763,NA,NA,NA
74960,2.07843,1.30356,-4.43526,NA,NA,NA,-18.122,NA,NA,NA
75166,1.05195,1.28069,-4.52339,NA,NA,-26.917,NA,NA,NA,NA
75291,1.83593,1.96086,-4.49615,NA,NA,NA,-15.225,NA,NA,NA
75564,2.3896,2.06567,-4.58186,NA,NA,NA,-18.998,NA,NA,NA
75741,2.17619,2.08277,-4.15539,NA,NA,NA,-21.964,NA,NA,NA
75893,1.61082,2.39398,-4.14414,NA,NA,-18.499,NA,NA,NA,NA
76176,1.74839,1.64198,-3.87538,NA,NA,-8.126,NA,NA,NA,NA
76300,1.65538,1.91526,-5,NA,NA,-16.317,NA,NA,NA,NA
76451,2.73501,1.73323,-4.27358,NA,NA,NA,-32.58,NA,NA,NA
76695,2.7528,1.69441,-4.93226,NA,NA,NA,-40.566,NA,NA,NA
76954,1.59148,1.58469,-4.37404,NA,NA,-1.89,NA,NA,NA,NA
77119,1.69889,1.35491,-4.40939,NA,NA,-2.902,NA,NA,NA,NA
77254,1.2085,1.61969,-4.57783,NA,NA,NA,-19.987,NA,NA,NA
77465,1.64489,1.32741,-4.78898,NA,NA,-11.589,NA,NA,NA,NA
77751,1.29852,1.68559,-4.43913,NA,NA,NA,NA,NA,-16.272,NA
77954,1.42465,1.98945,-4.63311,NA,NA,NA,NA,NA,-20.131,NA
78091,2.24188,1.8643,-4.79165,NA,NA,NA,NA,NA,-15.557,NA
78338,2.06035,1.73606,-4.73726,NA,NA,NA,-16.519,NA,NA,NA
78437,2.77933,1.96238,-4.72949,NA,NA,NA,NA,NA,-36.887,NA
78749,1.82405,2.47559,-4.10157,NA,NA,-19.796,NA,NA,NA,NA
78947,1.90784,2.16724,-4.05832,NA,NA,-10.806,NA,NA,NA,NA
79041,2.92185,1.57517,-4.55285,NA,NA,NA,-41.74,NA,NA,NA
79372,1.60688,1.649,-5,NA,NA,-17.347,NA,NA,NA,NA
79458,1.91079,1.03594,-4.18739,NA,NA,NA,NA,NA,-17.306,NA
79625,2.3894,2.22432,-5,NA,NA,-29.092,NA,NA,NA,NA
79994,2.05298,2.0947,-5,NA,NA,NA,NA,NA,-23.233,NA
80005,1.71813,1.27586,-5,NA,NA,NA,NA,NA,-23.687,NA
80357,2.14154,1.65226,-5,NA,NA,NA,NA,NA,-25.676,NA
80462,1.9349,1.76235,-4.60641,NA,NA,NA,NA,NA,-11.915,NA
80602,1.24791,1.34819,-5,NA,NA,-30.751,NA,NA,NA,NA
80822,1.93678,1.12564,-5,NA,NA,NA,NA,NA,-34.026,NA
81189,1.56868,1.53653,-5,NA,NA,-17.147,NA,NA,NA,NA
81373,1.81073,1.81233,-4.41463,NA,NA,NA,NA,NA,-9.885,NA
81536,2.28526,1.47947,-5,NA,NA,NA,NA,-34.761,NA,NA
81755,1.59761,1.97602,-4.03544,NA,NA,NA,-9.329,NA,NA,NA
81890,2.06599,1.42112,-3.59581,NA,NA,-22.498,NA,NA,NA,NA
82166,1.46437,1.24035,-3.95489,NA,NA,NA,NA,NA,-16.587,NA
82217,1.3201,1.38796,-4.12568,NA,NA,-10.925,NA,NA,NA,NA
82474,1.87861,1.9744,-3.80357,NA,NA,-13.044,NA,NA,NA,NA
82671,1.21627,1.40806,-5,NA,NA,NA,-30.78,NA,NA,NA
82863,1.47025,1.37724,-4.25775,NA,NA,-5.511,NA,NA,NA,NA
83193,1.63558,1.73651,-4.59588,NA,NA,-3.824,NA,NA,NA,NA
83342,1.87908,1.70648,-5,NA,NA,-15.447,NA,NA,NA,NA
83445,1.19185,1.49429,-4.71837,NA,NA,-19.399,NA,NA,NA,NA
83727,1.41588,1.80068,-4.95084,NA,NA,NA,NA,NA,-23.653,NA
83946,1.57099,1.94754,-5,NA,NA,-17.96,NA,NA,NA,NA
84019,1.60247,1.41612,-5,NA,NA,-18.129,NA,NA,NA,NA
84366,1.78823,2.26745,-4.39904,NA,NA,-12.401,NA,NA,NA,NA
84585,1.71372,2.33656,-4.57175,NA,NA,NA,NA,NA,-17.719,NA
84743,2.1094,1.28147,-4.5611,NA,NA,NA,-23.419,NA,NA,NA
84937,2.3043,1.69942,-4.86038,NA,NA,NA,-18.189,NA,NA,NA
85140,2.72987,1.0742,-4.5352,NA,NA,-40.015,NA,NA,NA,NA
85330,1.0892,1.52887,-3.87529,NA,NA,-23.543,NA,NA,NA,NA
85471,1.42553,1.28201,-4.67712,NA,NA,NA,NA,NA,-15.652,NA
85728,2.11406,1.3693,-4.23087,NA,NA,-6.487,NA,NA,NA,NA
85917,1.34111,1.37048,-4.54349,NA,NA,NA,NA,NA,-22.097,NA
86103,1.91947,2.48483,-4.30393,NA,NA,-19.716,NA,NA,NA,NA
86361,1.32567,2.04038,-4.26417,NA,NA,-11.613,NA,NA,NA,NA
86434,1.69601,1.42164,-4.57972,NA,NA,NA,-14.788,NA,NA,NA
86631,1.43255,1.72791,-3.98721,NA,NA,NA,-15.447,NA,NA,NA
86973,2.06004,2.48236,-4.70963,NA,NA,-24.312,NA,NA,NA,NA
87155,2.00332,1.61676,-4.64083,NA,NA,NA,-9.448,NA,NA,NA
87280,1.75116,1.15494,-5,NA,NA,NA,NA,NA,-27.614,NA
87573,2.14098,1.49519,-4.94869,NA,NA,-16.269,NA,NA,NA,NA
87797,2.4462,2.45086,-5,NA,NA,NA,NA,-56.981,NA,NA
87979,1.53275,2.07106,-4.41651,NA,NA,NA,NA,NA,-12.48,NA
88153,1.93848,2.3135,-4.44543,NA,NA,NA,NA,-30.188,NA,NA
88399,2.06616,1.26315,-4.62243,NA,NA,NA,-13.243,NA,NA,NA
88403,1.95516,1.44646,-4.6888,NA,NA,NA,-9.303,NA,NA,NA
88772,1.21464,1.48021,-4.74384,NA,NA,-20.211,NA,NA,NA,NA
88886,2.47196,1.73483,-4.96845,NA,NA,-24.266,NA,NA,NA,NA
89023,1.43265,1.52373,-5,NA,NA,NA,NA,NA,-22.267,NA
89332,2.33671,1.58658,-5,NA,NA,NA,-25.991,NA,NA,NA
89584,2.72004,2.40223,-5,NA,NA,NA,-46.696,NA,NA,NA
89750,1.91823,2.45394,-5,NA,NA,NA,-29.438,NA,NA,NA
89848,2.16529,1.49989,-4.32866,NA,NA,NA,-9.469,NA,NA,NA
90128,1.23179,2.32449,-4.80177,NA,NA,NA,NA,NA,-30.86,NA
90331,2.52071,1.74207,-4.62488,NA,NA,NA,NA,NA,-28.335,NA
90489,1.79582,2.30351,-3.9197,NA,NA,NA,NA,NA,-19.66,NA
90798,2.056,1.73593,-4.7495,NA,NA,-9.419,NA,NA,NA,NA
90890,1.54079,1.57352,-4.74293,NA,NA,NA,-10.619,NA,NA,NA
91189,1.12156,1.68038,-3.80833,NA,NA,NA,-25.938,NA,NA,NA
91393,0.908373,1.88987,-4.13187,NA,NA,-26.132,NA,NA,NA,NA
91510,1.66145,1.89447,-4.31629,NA,NA,NA,NA,-26.24,NA,NA
91738,2.0665,1.62679,-4.33562,NA,NA,-3.082,NA,NA,NA,NA
91822,1.04046,1.99071,-5,NA,NA,NA,NA,NA,-37.015,NA
92200,1.88178,2.77063,-4.20438,NA,NA,NA,NA,NA,-36.088,NA
92258,1.94412,2.2476,-3.87453,NA,NA,NA,NA,NA,-23.425,NA
92555,1.36901,1.53393,-4.34527,NA,NA,NA,NA,NA,-9.667,NA
92771,1.80648,1.3013,-4.88918,NA,NA,-16.924,NA,NA,NA,NA
92986,1.71755,1.36176,-4.86627,NA,NA,NA,NA,NA,NA,-34.544
93101,2.33853,1.17425,-3.8207,NA,NA,-26.688,NA,NA,NA,NA
93252,1.40367,1.99213,-4.58748,NA,NA,-10.548,NA,NA,NA,NA
93471,1.57687,2.28349,-5,NA,NA,NA,NA,NA,-24.454,NA
93751,1.0375,1.33443,-4.33753,NA,NA,-25.256,NA,NA,NA,NA
93966,1.9467,2.40725,-5,NA,NA,-26.334,NA,NA,NA,NA
94155,1.87568,1.66299,-4.8472,NA,NA,-9.666,NA,NA,NA,NA
94330,1.47512,1.76943,-5,NA,NA,NA,NA,NA,-27.717,NA
94426,1.48584,1.54449,-4.80634,NA,NA,-10.934,NA,NA,NA,NA
94682,2.00579,1.84464,-4.68386,NA,NA,-7.339,NA,NA,NA,NA
94805,1.93784,1.46729,-4.00463,NA,NA,-5.576,NA,NA,NA,NA
95076,2.63161,2.08444,-3.99976,NA,NA,NA,NA,NA,-29.182,NA
95326,2.96377,2.33405,-4.38273,NA,NA,NA,NA,NA,-48.014,NA
95511,2.49742,1.81322,-4.87281,NA,NA,-23.334,NA,NA,NA,NA
95632,2.28735,2.05731,-5,NA,NA,-22.867,NA,NA,NA,NA
95970,1.05823,1.50601,-3.89403,NA,NA,NA,NA,NA,-25.565,NA
96009,1.63223,1.07504,-4.32504,NA,NA,NA,-20.581,NA,NA,NA
96217,2.51299,2.12785,-4.13059,NA,NA,-22.622,NA,NA,NA,NA
96461,1.0073,2.28665,-5,NA,NA,-36.309,NA,NA,NA,NA
96767,1.07768,1.46443,-5,NA,NA,NA,-39.848,NA,NA,NA
96828,1.45021,2.08153,-4.02299,NA,NA,-12.026,NA,NA,NA,NA
97083,1.01363,1.51411,-4.10676,NA,NA,NA,NA,NA,-35.3,NA
97364,1.19063,1.84497,-5,NA,NA,-24.445,NA,NA,NA,NA
97534,0.844769,2.16814,-4.6246,NA,NA,NA,NA,NA,-38.528,NA
97646,1.85086,1.18047,-5,NA,NA,-25.831,NA,NA,NA,NA
97900,1.81763,1.59399,-4.20131,NA,NA,NA,-12.54,NA,NA,NA
98166,1.29248,1.02609,-4.68697,NA,NA,-30.869,NA,NA,NA,NA
98400,1.52214,1.27929,-4.57011,NA,NA,-11.433,NA,NA,NA,NA
98407,1.39683,1.41155,-4.09328,NA,NA,-9.021,NA,NA,NA,NA
98658,1.86048,1.7204,-5,NA,NA,NA,NA,NA,NA,-38.203
98821,1.85832,1.56045,-4.87956,NA,NA,NA,-20.339,NA,NA,NA
99158,1.77596,1.6851,-4.93267,NA,NA,-11.948,NA,NA,NA,NA
99256,1.10317,1.4051,-4.50643,NA,NA,-20.149,NA,NA,NA,NA
99444,2.09609,1.78911,-3.61378,NA,NA,-19.438,NA,NA,NA,NA
99664,2.12115,1.61125,-3.94689,NA,NA,NA,NA,NA,NA,-34.443
99807,1.38901,1.16937,-4.06159,NA,NA,-18.395,NA,NA,NA,NA
100060,1.91379,0.991076,-4.21216,NA,NA,-18.028,NA,NA,NA,NA
100227,2.14794,1.91498,-5,NA,NA,NA,NA,NA,-25.269,NA
100582,1.58771,1.69873,-5,NA,NA,NA,NA,NA,-16.96,NA
100699,1.96225,2.06016,-5,NA,NA,NA,-22.553,NA,NA,NA
100890,1.50905,1.76104,-4.22455,NA,NA,NA,NA,NA,-6.957,NA
101061,1.6748,1.11152,-4.6991,NA,NA,-16.973,NA,NA,NA,NA
101337,2.06115,1.89223,-4.37309,NA,NA,NA,NA,NA,-12.03,NA
101418,1.90508,1.78365,-5,NA,NA,-14.767,NA,NA,NA,NA
101745,1.46571,1.04656,-4.32951,NA,NA,-19.212,NA,NA,NA,NA
101817,2.00222,1.85395,-5,NA,NA,-15.88,NA,NA,NA,NA
102013,2.0922,1.54623,-4.77153,NA,NA,-10.015,NA,NA,NA,NA
102307,1.92121,1.5813,-5,NA,NA,NA,NA,NA,-16.408,NA
102598,2.11637,1.95532,-5,NA,NA,NA,NA,-33.04,NA,NA
102641,1.7331,1.58269,-4.24789,NA,NA,-2.502,NA,NA,NA,NA
102896,2.17006,2.24364,-4.90697,NA,NA,-21.51,NA,NA,NA,NA
103190,1.84303,1.95104,-4.43362,NA,NA,NA,NA,-24.341,NA,NA
103204,1.8505,1.98982,-4.75134,NA,NA,NA,NA,NA,-18.902,NA
103445,1.33577,1.81436,-4.12694,NA,NA,NA,NA,-36.808,NA,NA
103787,2.54924,1.64638,-4.55777,NA,NA,NA,NA,-39.641,NA,NA
103935,1.63852,1.724,-4.82021,NA,NA,NA,-15.767,NA,NA,NA
104086,2.20513,1.2424,-4.92928,NA,NA,NA,NA,NA,-22.775,NA
104378,1.67894,1.47576,-5,NA,NA,-18.053,NA,NA,NA,NA
104422,2.45073,2.05979,-4.39114,NA,NA,-17.383,NA,NA,NA,NA
104783,1.71224,2.03399,-4.27849,NA,NA,-7.086,NA,NA,NA,NA
104900,1.70168,1.71421,-5,NA,NA,NA,-19.554,NA,NA,NA
105168,0.791129,1.71499,-4.02777,NA,NA,NA,NA,NA,-38.652,NA
105294,1.67627,2.26815,-4.23795,NA,NA,NA,-16.515,NA,NA,NA
105507,2.21665,1.55782,-4.00867,NA,NA,NA,-17.048,NA,NA,NA
105799,2.38201,1.4818,-4.20894,NA,NA,NA,NA,NA,-15.995,NA
105896,2.48834,1.51057,-3.95619,NA,NA,-20.587,NA,NA,NA,NA
106126,1.79435,1.89238,-3.73654,NA,NA,NA,NA,NA,-17.494,NA
106396,1.94771,1.64039,-4.53378,NA,NA,-3.219,NA,NA,NA,NA
106488,1.27826,2.01948,-5,NA,NA,-23.479,NA,NA,NA,NA
106719,1.25967,0.953063,-4.18774,NA,NA,-38.445,NA,NA,NA,NA
106996,1.47248,0.996067,-4.99166,NA,NA,-38.474,NA,NA,NA,NA
107050,1.38489,1.8516,-4.56951,NA,NA,NA,NA,-28.869,NA,NA
107363,1.47608,2.08727,-4.60908,NA,NA,NA,NA,-24.66,NA,NA
107406,1.38755,2.03632,-5,NA,NA,NA,NA,-36.919,NA,NA
107647,1.88736,1.94482,-4.92887,NA,NA,NA,NA,NA,-15.67,NA
107867,1.95369,1.52918,-5,NA,NA,NA,NA,NA,NA,-39.121
108134,1.56737,1.99439,-4.14429,NA,NA,NA,-9.002,NA,NA,NA
108337,2.01311,1.52676,-4.2993,NA,NA,-2.525,NA,NA,NA,NA
108496,1.39532,1.78659,-4.08611,NA,NA,-8.419,NA,NA,NA,NA
108789,1.49639,1.69497,-4.89933,NA,NA,NA,NA,NA,-18.615,NA
108919,1.1206,2.43966,-4.80286,NA,NA,-31.898,NA,NA,NA,NA
109134,2.60408,2.09008,-5,NA,NA,NA,NA,NA,NA,-58.124
109205,1.7379,1.92912,-4.35442,NA,NA,NA,-13.939,NA,NA,NA
109565,1.44802,1.86542,-4.63592,NA,NA,NA,-11.118,NA,NA,NA
109610,1.83537,1.90046,-5,NA,NA,-16.612,NA,NA,NA,NA
109876,2.47876,2.07365,-4.78196,NA,NA,NA,-29.25,NA,NA,NA
110191,2.17186,2.3557,-3.91524,NA,NA,-23.04,NA,NA,NA,NA
110336,1.34083,2.13919,-4.66103,NA,NA,NA,-24.605,NA,NA,NA
110421,1.79834,2.33056,-5,NA,NA,-24.479,NA,NA,NA,NA
110761,1.76895,1.71791,-4.7335,NA,NA,-6.108,NA,NA,NA,NA
110920,1.66681,1.70277,-4.83874,NA,NA,-10.158,NA,NA,NA,NA
111003,1.85551,1.72666,-3.35438,NA,NA,NA,NA,NA,-30.81,NA
111258,2.25005,1.50644,-4.89377,NA,NA,-17.352,NA,NA,NA,NA
111502,1.87748,0.820036,-4.60739,NA,NA,NA,NA,NA,-37.456,NA
111606,0.956042,1.6581,-4.63382,NA,NA,NA,NA,-40.649,NA,NA
111979,1.9208,1.53965,-5,NA,NA,-17.097,NA,NA,NA,NA
112075,1.95869,1.87971,-5,NA,NA,NA,NA,NA,-20.532,NA
112391,2.38296,1.29548,-5,NA,NA,-29.182,NA,NA,NA,NA
112476,2.15726,1.4536,-4.7424,NA,NA,NA,NA,NA,-18.069,NA
112632,2.06139,1.74151,-4.4728,NA,NA,NA,NA,NA,-9.229,NA
112930,1.8708,2.26753,-5,NA,NA,NA,NA,-41.983,NA,NA
113181,1.86133,2.09421,-5,NA,NA,-18.264,NA,NA,NA,NA
113209,2.03327,2.15184,-4.58295,NA,NA,-11.882,NA,NA,NA,NA
113510,2.17125,2.20322,-4.55346,NA,NA,-14.246,NA,NA,NA,NA
113693,1.83791,1.70093,-4.41489,NA,NA,NA,-3.525,NA,NA,NA
113989,2.04689,2.11436,-4.56874,NA,NA,-10.597,NA,NA,NA,NA
114065,2.02153,1.65769,-4.04012,NA,NA,NA,-17,NA,NA,NA
114389,1.4776,1.93111,-4.49472,NA,NA,-7.044,NA,NA,NA,NA
114588,1.92034,2.76843,-4.34361,NA,NA,-31.424,NA,NA,NA,NA
114745,1.22037,1.95678,-5,NA,NA,NA,NA,NA,-28.364,NA
114890,1.81671,1.40587,-5,NA,NA,-17.239,NA,NA,NA,NA
115034,2.09438,1.98865,-5,NA,NA,-18.44,NA,NA,NA,NA
115238,1.10341,1.04346,-4.75024,NA,NA,-41.633,NA,NA,NA,NA
115431,1.32923,0.984854,-4.29592,NA,NA,-30.163,NA,NA,NA,NA
115676,1.64995,1.7781,-4.95224,NA,NA,NA,-16.57,NA,NA,NA
115856,1.79613,1.96383,-4.63022,NA,NA,-6.941,NA,NA,NA,NA
116181,1.70824,1.91035,-5,NA,NA,NA,-24.011,NA,NA,NA
116378,1.61869,1.81367,-4.13841,NA,NA,-3.155,NA,NA,NA,NA
116499,1.5633,1.84857,-4.86561,NA,NA,NA,NA,NA,-21.363,NA
116766,2.33929,1.69532,-4.54486,NA,NA,-12.862,NA,NA,NA,NA
116830,2.41755,1.86202,-5,NA,NA,-24.833,NA,NA,NA,NA
117089,1.13653,1.70559,-4.87046,NA,NA,NA,NA,NA,-28.147,NA
117300,1.30713,2.18262,-4.47886,NA,NA,-15.48,NA,NA,NA,NA
117470,1.10646,1.65483,-4.75753,NA,NA,-22.429,NA,NA,NA,NA
117790,1.93138,1.779,-5,NA,NA,NA,-21.296,NA,NA,NA
117849,2.62405,1.64613,-5,NA,NA,NA,-37.927,NA,NA,NA
118200,1.59678,1.67723,-5,NA,NA,NA,NA,NA,-18.473,NA
118338,1.35089,1.89978,-4.09146,NA,NA,NA,NA,NA,-14.457,NA
118600,2.52639,1.86722,-4.33509,NA,NA,NA,NA,-33.24,NA,NA
118642,2.37201,1.83305,-5,NA,NA,NA,NA,-41.056,NA,NA
118926,1.27189,2.27983,-4.45477,NA,NA,-18.288,NA,NA,NA,NA
119034,1.5303,2.00611,-4.96705,NA,NA,NA,NA,NA,-20.564,NA
119241,1.67882,2.16485,-4.36629,NA,NA,NA,-16.356,NA,NA,NA
119423,0.966729,2.57153,-4.24039,NA,NA,NA,NA,NA,-43.323,NA
119790,1.57536,2.25803,-4.34787,NA,NA,NA,NA,NA,-16.255,NA
119839,1.91726,1.50181,-4.12856,NA,NA,NA,-4.953,NA,NA,NA
120194,2.09867,1.03696,-5,NA,NA,NA,-34.517,NA,NA,NA
120209,2.46664,1.19716,-4.08816,NA,NA,-24.095,NA,NA,NA,NA
120572,0.924755,1.93382,-5,NA,NA,NA,NA,NA,-38.219,NA
120651,1.63414,1.90039,-4.97998,NA,NA,-16.272,NA,NA,NA,NA
120924,1.91869,1.4466,-5,NA,NA,-18.193,NA,NA,NA,NA
121022,1.9134,2.19487,-5,NA,NA,NA,NA,NA,-24.401,NA
121354,2.28268,1.54324,-5,NA,NA,-21.113,NA,NA,NA,NA
121459,2.13301,1.29663,-5,NA,NA,-21.582,NA,NA,NA,NA
121719,2.62318,1.64018,-5,NA,NA,-30.646,NA,NA,NA,NA
121983,1.3148,1.86545,-4.26469,NA,NA,-9.412,NA,NA,NA,NA
122114,1.88533,2.0641,-4.78303,NA,NA,NA,-14.998,NA,NA,NA
122266,2.81964,1.78217,-5,NA,NA,NA,NA,NA,-39.449,NA
122517,2.07405,1.72162,-4.82074,NA,NA,-10.587,NA,NA,NA,NA
122638,2.1263,1.19531,-4.17148,NA,NA,NA,NA,NA,-25.582,NA
122941,2.14581,1.42222,-4.1386,NA,NA,NA,NA,NA,-16.214,NA
123181,1.98148,1.99664,-5,NA,NA,NA,NA,NA,-24.003,NA
123276,1.47015,1.53325,-4.75656,NA,NA,NA,-23.763,NA,NA,NA
123427,0.857988,2.33815,-5,NA,NA,-43.407,NA,NA,NA,NA
123649,1.49286,1.52692,-3.90365,NA,NA,NA,NA,NA,NA,-28.09
123901,1.61135,1.60789,-4.13954,NA,NA,-2.473,NA,NA,NA,NA
124196,1.6102,1.70635,-4.63131,NA,NA,NA,-12.237,NA,NA,NA
124223,2.22717,1.62892,-5,NA,NA,-19.287,NA,NA,NA,NA
124547,1.64466,1.66864,-4.70927,NA,NA,-5.961,NA,NA,NA,NA
124715,1.74714,1.53216,-3.66028,NA,NA,NA,-19.171,NA,NA,NA
124844,1.97345,1.63708,-4.17496,NA,NA,NA,NA,NA,-7.15,NA
125129,2.042,2.22822,-3.6982,NA,NA,NA,NA,NA,-26.342,NA
125390,2.24644,1.5756,-3.88977,NA,NA,NA,NA,-30.01,NA,NA
125505,1.57841,1.6823,-5,NA,NA,NA,NA,NA,-21.217,NA
125727,1.83913,1.74239,-4.97254,NA,NA,-14.81,NA,NA,NA,NA
125859,1.13719,1.77777,-5,NA,NA,-26.809,NA,NA,NA,NA
126132,1.95598,0.884866,-5,NA,NA,-43.753,NA,NA,NA,NA
126351,2.0579,1.52888,-4.62794,NA,NA,NA,NA,NA,-17.263,NA
126402,2.6917,1.85879,-5,NA,NA,-33.429,NA,NA,NA,NA
126699,1.77798,1.41664,-5,NA,NA,-16.784,NA,NA,NA,NA
126940,1.44927,1.68576,-4.60832,NA,NA,NA,-16.977,NA,NA,NA
127105,1.52119,1.94908,-5,NA,NA,NA,-27.516,NA,NA,NA
127371,2.34388,2.2937,-5,NA,NA,-29.319,NA,NA,NA,NA
127598,2.39655,2.41093,-4.81753,NA,NA,NA,-34.508,NA,NA,NA
127664,2.32111,1.68418,-3.94711,NA,NA,-14.215,NA,NA,NA,NA
127930,1.74268,1.67718,-4.2105,NA,NA,NA,NA,NA,-4.743,NA
128013,1.96077,2.24174,-3.97194,NA,NA,NA,NA,NA,-17.465,NA
128285,1.36049,2.47855,-3.72771,NA,NA,-31.955,NA,NA,NA,NA
128419,2.31348,2.21414,-4.26868,NA,NA,NA,NA,NA,-23.028,NA
128684,1.81021,1.97716,-4.26074,NA,NA,-5.162,NA,NA,NA,NA
128801,2.14437,1.57367,-4.41787,NA,NA,-5.068,NA,NA,NA,NA
129130,1.64604,1.31974,-3.92994,NA,NA,NA,-16.173,NA,NA,NA
129219,1.60023,1.86276,-3.71372,NA,NA,-14.359,NA,NA,NA,NA
129565,1.75597,2.28353,-3.74077,NA,NA,NA,-25.942,NA,NA,NA
129757,2.19069,0.903407,-4.58116,NA,NA,-29.547,NA,NA,NA,NA
129921,1.82935,2.17542,-5,NA,NA,NA,NA,NA,-24.236,NA
130149,1.10986,1.88148,-4.55335,NA,NA,-17.851,NA,NA,NA,NA
130324,1.47497,1.96612,-5,NA,NA,-18.927,NA,NA,NA,NA
130574,1.49522,1.56882,-5,NA,NA,NA,NA,NA,-20.359,NA
130734,1.45059,2.48622,-5,NA,NA,NA,NA,NA,-35.037,NA
130901,2.52097,2.39938,-5,NA,NA,NA,-42.275,NA,NA,NA
131058,2.02012,1.93232,-4.67545,NA,NA,NA,-16.229,NA,NA,NA
131315,1.33796,1.48247,-5,NA,NA,-22.935,NA,NA,NA,NA
131490,2.20233,1.90012,-4.29261,NA,NA,NA,NA,-22.884,NA,NA
131781,1.27196,1.54075,-4.47625,NA,NA,NA,NA,NA,-12.506,NA
131894,1.33904,1.71911,-5,NA,NA,-20.095,NA,NA,NA,NA
132131,1.83731,2.10343,-5,NA,NA,NA,NA,NA,NA,-45.788
132272,1.52169,1.66325,-4.26564,NA,NA,NA,NA,NA,-8.603,NA
132548,1.03872,1.9587,-4.08039,NA,NA,NA,NA,NA,-25.599,NA
132619,0.889536,2.37609,-3.90137,NA,NA,-38.135,NA,NA,NA,NA
132974,2.58134,2.21375,-5,NA,NA,-34.028,NA,NA,NA,NA
133162,1.89035,2.2286,-4.53633,NA,NA,NA,NA,NA,-13.71,NA
133283,0.880345,1.45438,-4.66066,NA,NA,NA,NA,NA,-33.976,NA
133476,1.39836,1.7593,-5,NA,NA,-20.283,NA,NA,NA,NA
133702,1.3234,2.23112,-5,NA,NA,NA,-28.008,NA,NA,NA
133889,2.21671,1.27696,-3.9747,NA,NA,-14.503,NA,NA,NA,NA
134195,1.91859,1.64561,-4.25985,NA,NA,-1.5,NA,NA,NA,NA
134260,1.92713,2.3369,-3.77997,NA,NA,-21.795,NA,NA,NA,NA
134570,1.27904,2.52502,-4.11266,NA,NA,NA,NA,NA,-35.063,NA
134623,1.53587,1.74493,-5,NA,NA,-16.369,NA,NA,NA,NA
134865,1.52493,2.02783,-4.58771,NA,NA,-8.841,NA,NA,NA,NA
135182,1.51996,1.72626,-5,NA,NA,-17.039,NA,NA,NA,NA
135225,2.08064,2.21898,-5,NA,NA,NA,-27.318,NA,NA,NA
135412,1.05135,1.90073,-5,NA,NA,NA,NA,NA,-33.435,NA
