id,x0,x1,x2,fitness8,fitness9,fitness8.5,fitness7.5,fitness6.5,fitness7,fitness9.5,fitness10
64693,6.62924,7.14655,8.20605,NA,NA,NA,0.633,NA,NA,NA,NA
64862,8.14179,8.674,7.37363,NA,NA,0.72,NA,NA,NA,NA,NA
65032,8.47399,7.4537,7.30193,NA,NA,0.739,NA,NA,NA,NA,NA
65270,8.09178,7.44848,6.55129,NA,NA,NA,0.681,NA,NA,NA,NA
65503,8.03314,8.09974,4.3501,0.905,NA,NA,NA,NA,NA,NA,NA
65694,7.72125,7.57454,5.13365,NA,NA,NA,0.571,NA,NA,NA,NA
65988,7.16376,7.79711,4.89353,0.641,NA,NA,NA,NA,NA,NA,NA
66185,7.43298,6.93869,8.12393,NA,NA,NA,0.78,NA,NA,NA,NA
66204,7.98741,7.30919,7.69029,NA,NA,NA,0.937,NA,NA,NA,NA
66401,7.07979,8.28588,8.06877,NA,NA,NA,0.826,NA,NA,NA,NA
66772,7.72513,7.89419,7.28246,0.921,NA,NA,NA,NA,NA,NA,NA
66844,8.02574,7.94376,6.95165,NA,0.609,NA,NA,NA,NA,NA,NA
67166,6.73008,7.53453,8.54359,NA,NA,0.615,NA,NA,NA,NA,NA
67310,7.56793,8.13142,7.8858,0.906,NA,NA,NA,NA,NA,NA,NA
67436,7.75485,6.70219,6.79731,0.62,NA,NA,NA,NA,NA,NA,NA
67642,7.67767,7.51513,6.36935,NA,NA,NA,0.638,NA,NA,NA,NA
67813,7.30315,9.06652,7.3637,0.621,NA,NA,NA,NA,NA,NA,NA
68150,7.87057,8.4177,7.66944,NA,NA,NA,0.89,NA,NA,NA,NA
68266,7.623,7.0764,8.11205,NA,NA,NA,0.881,NA,NA,NA,NA
68554,8.41014,7.03628,7.76936,NA,NA,NA,NA,NA,0.758,NA,NA
68634,8.21784,8.13733,8.08943,NA,NA,0.829,NA,NA,NA,NA,NA
68849,7.65983,7.99397,7.8048,NA,NA,0.843,NA,NA,NA,NA,NA
69123,7.55956,7.5984,7.58611,NA,NA,NA,0.954,NA,NA,NA,NA
69324,7.69099,7.02145,6.70736,0.692,NA,NA,NA,NA,NA,NA,NA
69433,7.77952,6.90527,7.67699,0.831,NA,NA,NA,NA,NA,NA,NA
69749,7.7816,7.69231,7.79223,NA,NA,NA,0.958,NA,NA,NA,NA
69905,6.9644,7.58947,8.45415,NA,NA,NA,0.773,NA,NA,NA,NA
70056,7.68637,7.49115,8.31966,NA,NA,NA,NA,NA,0.839,NA,NA
70310,7.86518,7.87232,7.5531,NA,NA,NA,NA,0.783,NA,NA,NA
70474,6.64207,7.39802,6.88137,NA,NA,NA,0.598,NA,NA,NA,NA
70614,7.55388,8.5225,7.13003,0.771,NA,NA,NA,NA,NA,NA,NA
70855,7.92009,7.66606,7.12917,NA,NA,NA,0.902,NA,NA,NA,NA
71146,7.14151,8.12352,6.88494,NA,NA,0.641,NA,NA,NA,NA,NA
71234,8.33956,8.08334,7.00322,NA,0.589,NA,NA,NA,NA,NA,NA
71561,8.16151,7.38143,7.25122,0.854,NA,NA,NA,NA,NA,NA,NA
71753,7.93408,7.67137,7.33074,NA,NA,NA,0.958,NA,NA,NA,NA
71932,9.82769,7.50426,7.70683,NA,NA,NA,NA,NA,0.482,NA,NA
72185,8.6092,8.05403,7.83078,NA,NA,NA,NA,0.606,NA,NA,NA
72346,8.6442,7.48311,8.34763,0.722,NA,NA,NA,NA,NA,NA,NA
72522,7.85449,7.33124,8.36469,0.839,NA,NA,NA,NA,NA,NA,NA
72641,8.43521,7.26094,7.98099,NA,NA,0.738,NA,NA,NA,NA,NA
72891,7.68585,6.9572,7.51758,NA,NA,NA,0.841,NA,NA,NA,NA
73003,7.85614,7.9875,7.28315,NA,NA,NA,NA,NA,NA,0.55,NA
73299,7.83984,7.3064,7.05673,NA,NA,NA,NA,NA,NA,NA,0.407
73482,7.38644,8.15125,7.21433,NA,0.643,NA,NA,NA,NA,NA,NA
73798,7.1384,8.81305,7.46776,NA,NA,NA,0.69,NA,NA,NA,NA
73988,7.52751,7.35286,7.56438,NA,NA,NA,0.961,NA,NA,NA,NA
74049,7.50716,6.88911,7.15938,NA,NA,NA,0.785,NA,NA,NA,NA
74393,7.72567,7.70119,7.45198,NA,NA,0.91,NA,NA,NA,NA,NA
74442,7.24337,7.63814,7.26466,NA,NA,0.791,NA,NA,NA,NA,NA
74668,7.41766,8.00267,6.97334,0.809,NA,NA,NA,NA,NA,NA,NA
74987,8.48158,7.55654,7.10881,0.795,NA,NA,NA,NA,NA,NA,NA
75006,8.15485,8.15993,7.71538,NA,NA,NA,0.921,NA,NA,NA,NA
75332,7.18374,7.59027,7.35308,NA,NA,NA,0.879,NA,NA,NA,NA
75587,6.66091,8.14549,7.74856,NA,NA,NA,NA,NA,0.602,NA,NA
75718,6.87928,7.58629,7.87884,NA,NA,NA,NA,NA,0.786,NA,NA
75811,7.48228,7.76807,8.26086,NA,NA,NA,NA,NA,0.786,NA,NA
76021,7.21392,7.66839,7.9929,NA,NA,NA,NA,NA,0.845,NA,NA
76259,7.43701,8.9287,7.35074,NA,NA,NA,NA,NA,0.67,NA,NA
76421,7.12627,9.73841,7.43247,NA,NA,NA,0.458,NA,NA,NA,NA
76653,7.88684,8.74649,7.7339,NA,NA,NA,0.818,NA,NA,NA,NA
76825,7.72091,8.60374,8.66579,0.66,NA,NA,NA,NA,NA,NA,NA
77142,8.73371,9.85078,7.89453,NA,NA,NA,0.367,NA,NA,NA,NA
77361,7.6422,8.26404,6.79584,NA,NA,NA,0.767,NA,NA,NA,NA
77577,7.30124,6.60592,7.43225,0.704,NA,NA,NA,NA,NA,NA,NA
77638,6.4012,7.45139,8.05057,NA,NA,NA,NA,NA,0.569,NA,NA
77871,7.15303,8.05688,8.17408,NA,NA,NA,NA,NA,0.797,NA,NA
78124,7.36517,6.19608,7.90334,0.56,NA,NA,NA,NA,NA,NA,NA
78236,6.82236,7.05015,6.90819,0.595,NA,NA,NA,NA,NA,NA,NA
78477,7.66516,7.3766,7.73524,NA,NA,NA,0.974,NA,NA,NA,NA
78793,7.54308,8.22892,7.96777,0.926,NA,NA,NA,NA,NA,NA,NA
78974,7.53303,7.78152,9.64626,0.57,NA,NA,NA,NA,NA,NA,NA
79041,6.89309,7.33621,8.08136,NA,NA,NA,0.774,NA,NA,NA,NA
79395,7.44256,6.46888,7.87608,NA,NA,0.513,NA,NA,NA,NA,NA
79595,7.07772,7.30267,8.37042,0.777,NA,NA,NA,NA,NA,NA,NA
79690,6.99821,7.79568,8.72502,0.676,NA,NA,NA,NA,NA,NA,NA
79809,7.28148,7.90333,8.00876,0.879,NA,NA,NA,NA,NA,NA,NA
80135,7.9437,8.28881,7.99337,NA,NA,NA,0.901,NA,NA,NA,NA
80201,8.4565,7.36555,8.04138,NA,NA,NA,NA,NA,0.696,NA,NA
80476,7.59893,8.02871,9.29077,NA,NA,NA,0.632,NA,NA,NA,NA
80746,7.42324,7.31925,8.30774,0.844,NA,NA,NA,NA,NA,NA,NA
80834,8.33748,7.74346,8.33534,NA,NA,NA,0.846,NA,NA,NA,NA
81147,7.78174,7.37775,8.76821,0.781,NA,NA,NA,NA,NA,NA,NA
81319,7.79531,8.39043,7.36627,NA,0.652,NA,NA,NA,NA,NA,NA
81433,7.39787,8.34625,8.64003,NA,0.502,NA,NA,NA,NA,NA,NA
81746,7.54713,7.49682,8.08318,0.911,NA,NA,NA,NA,NA,NA,NA
81878,6.64632,8.38394,7.34661,NA,NA,NA,0.648,NA,NA,NA,NA
82038,7.37255,7.86468,8.74517,NA,NA,NA,NA,NA,0.716,NA,NA
82390,7.91881,7.02334,8.31125,NA,NA,0.75,NA,NA,NA,NA,NA
82551,7.75579,7.97479,8.51761,NA,NA,0.771,NA,NA,NA,NA,NA
82754,8.37742,8.06689,8.94079,0.63,NA,NA,NA,NA,NA,NA,NA
82806,7.14662,8.63415,8.03657,NA,NA,NA,NA,NA,0.688,NA,NA
83080,8.21984,7.75172,7.80079,0.945,NA,NA,NA,NA,NA,NA,NA
83301,8.54452,6.67743,7.15763,NA,NA,NA,0.587,NA,NA,NA,NA
83495,8.16546,6.76492,7.4379,NA,NA,NA,0.736,NA,NA,NA,NA
83750,7.3873,7.76865,8.95294,NA,NA,NA,0.742,NA,NA,NA,NA
83930,7.07097,7.88686,8.015,NA,NA,NA,NA,NA,0.794,NA,NA
84168,7.94123,7.32022,7.66561,NA,NA,NA,0.938,NA,NA,NA,NA
84327,8.3702,7.47344,7.5919,0.878,NA,NA,NA,NA,NA,NA,NA
84432,8.02327,6.93546,7.73283,NA,0.541,NA,NA,NA,NA,NA,NA
84631,8.03546,7.77777,7.75651,NA,NA,0.911,NA,NA,NA,NA,NA
84912,8.66301,7.19926,7.39109,0.745,NA,NA,NA,NA,NA,NA,NA
85080,7.80122,7.73476,8.43202,0.857,NA,NA,NA,NA,NA,NA,NA
85272,7.97504,7.42411,8.51197,NA,NA,NA,NA,NA,0.727,NA,NA
85500,6.71252,7.15933,8.19471,0.682,NA,NA,NA,NA,NA,NA,NA
85796,6.38719,8.03792,7.96727,NA,0.356,NA,NA,NA,NA,NA,NA
85835,7.19131,8.99484,7.61695,NA,NA,0.619,NA,NA,NA,NA,NA
86098,8.17958,8.57319,7.5568,NA,NA,NA,0.823,NA,NA,NA,NA
86261,8.19674,8.06779,7.33281,0.892,NA,NA,NA,NA,NA,NA,NA
86450,7.89494,8.50074,7.52327,NA,NA,NA,0.863,NA,NA,NA,NA
86620,7.60145,8.53133,7.71452,0.868,NA,NA,NA,NA,NA,NA,NA
86984,8.03994,8.08341,8.62844,NA,NA,0.732,NA,NA,NA,NA,NA
87021,8.33158,8.19191,8.70766,NA,NA,NA,0.718,NA,NA,NA,NA
87297,8.52372,7.98564,7.05484,NA,NA,NA,0.771,NA,NA,NA,NA
87431,8.18973,7.62038,6.97711,NA,NA,0.719,NA,NA,NA,NA,NA
87781,7.42176,7.73952,7.79661,NA,NA,0.887,NA,NA,NA,NA,NA
87840,8.1925,7.56778,7.86768,0.931,NA,NA,NA,NA,NA,NA,NA
88038,8.06238,8.21814,7.77068,NA,NA,0.841,NA,NA,NA,NA,NA
88249,7.54685,8.30304,8.14741,NA,NA,NA,0.889,NA,NA,NA,NA
88441,7.37072,7.95896,7.33178,0.911,NA,NA,NA,NA,NA,NA,NA
88770,7.83595,7.76053,7.24562,0.913,NA,NA,NA,NA,NA,NA,NA
88922,7.73338,7.64383,7.44271,NA,NA,NA,0.984,NA,NA,NA,NA
89183,7.51838,7.46325,8.25331,0.885,NA,NA,NA,NA,NA,NA,NA
89210,7.04672,7.95174,8.72172,NA,NA,NA,NA,NA,0.68,NA,NA
89412,7.0344,7.16638,8.27261,NA,0.591,NA,NA,NA,NA,NA,NA
89704,7.32716,7.81514,9.05465,0.666,NA,NA,NA,NA,NA,NA,NA
89898,7.20388,8.45458,7.0223,NA,NA,NA,0.745,NA,NA,NA,NA
90113,7.3528,8.29004,8.26132,NA,0.635,NA,NA,NA,NA,NA,NA
90217,7.72903,8.61187,7.86371,0.854,NA,NA,NA,NA,NA,NA,NA
90514,7.44373,7.72704,7.93765,0.925,NA,NA,NA,NA,NA,NA,NA
90689,6.21754,7.65317,8.85913,NA,NA,0.294,NA,NA,NA,NA,NA
90961,6.65157,7.36679,8.04216,NA,NA,0.655,NA,NA,NA,NA,NA
91080,7.03643,7.65463,8.08957,NA,NA,0.817,NA,NA,NA,NA,NA
91210,8.08631,7.43363,7.96638,0.907,NA,NA,NA,NA,NA,NA,NA
91406,7.97655,6.83154,7.59518,NA,NA,NA,0.822,NA,NA,NA,NA
91762,7.15646,7.14647,6.70987,NA,NA,0.538,NA,NA,NA,NA,NA
91962,9.0734,8.37715,8.15645,0.599,NA,NA,NA,NA,NA,NA,NA
92153,7.8118,7.98488,8.08359,NA,NA,NA,0.939,NA,NA,NA,NA
92290,8.00083,7.78447,8.79398,NA,NA,NA,NA,NA,0.642,NA,NA
92452,8.78158,7.34036,8.1456,NA,NA,NA,0.729,NA,NA,NA,NA
92668,9.16249,8.17004,8.5114,0.517,NA,NA,NA,NA,NA,NA,NA
92882,7.40708,7.5984,7.3457,NA,NA,0.812,NA,NA,NA,NA,NA
93116,8.10314,7.28283,7.36577,0.891,NA,NA,NA,NA,NA,NA,NA
93230,8.11363,6.94157,7.50819,NA,NA,NA,0.822,NA,NA,NA,NA
93559,8.76777,7.75482,8.17072,NA,NA,NA,0.777,NA,NA,NA,NA
93629,8.30654,7.94058,8.48114,NA,NA,NA,NA,NA,0.705,NA,NA
93999,7.67304,7.79856,8.29021,NA,NA,0.867,NA,NA,NA,NA,NA
94177,7.3618,6.17793,7.79856,NA,NA,0.482,NA,NA,NA,NA,NA
94348,7.51961,6.98432,8.23312,NA,NA,0.751,NA,NA,NA,NA,NA
94434,7.83469,7.81194,7.23398,NA,NA,NA,0.94,NA,NA,NA,NA
94650,6.93987,7.63988,7.38537,NA,0.649,NA,NA,NA,NA,NA,NA
94966,7.30395,6.99401,7.55777,0.817,NA,NA,NA,NA,NA,NA,NA
95163,6.87187,7.3224,8.42288,NA,NA,NA,0.717,NA,NA,NA,NA
95278,8.31246,7.16841,8.92191,NA,NA,NA,0.645,NA,NA,NA,NA
95421,7.62222,7.91468,9.2817,NA,NA,NA,0.668,NA,NA,NA,NA
95714,8.4189,7.01515,8.34179,0.707,NA,NA,NA,NA,NA,NA,NA
95977,8.09771,7.57212,7.7624,NA,NA,NA,NA,NA,0.881,NA,NA
96036,7.3523,7.28385,7.10841,0.812,NA,NA,NA,NA,NA,NA,NA
96295,8.22924,6.98029,7.48841,NA,NA,0.759,NA,NA,NA,NA,NA
96490,8.08509,7.88344,7.28645,NA,NA,0.865,NA,NA,NA,NA,NA
96732,7.51674,8.9323,8.14133,0.724,NA,NA,NA,NA,NA,NA,NA
96868,8.11848,7.94746,8.2087,NA,NA,0.782,NA,NA,NA,NA,NA
97041,7.44482,7.58208,7.89065,0.93,NA,NA,NA,NA,NA,NA,NA
97311,8.03207,8.80624,7.75327,NA,NA,NA,0.759,NA,NA,NA,NA
97515,8.25529,8.69886,7.65788,0.741,NA,NA,NA,NA,NA,NA,NA
97662,7.65483,7.56264,7.77674,0.948,NA,NA,NA,NA,NA,NA,NA
97994,8.28563,7.35975,8.17844,NA,NA,NA,0.855,NA,NA,NA,NA
98016,8.92917,7.82425,8.29355,0.683,NA,NA,NA,NA,NA,NA,NA
98294,7.52078,8.44787,7.62858,NA,NA,0.834,NA,NA,NA,NA,NA
98443,7.64385,8.61738,8.45381,NA,NA,NA,0.734,NA,NA,NA,NA
98619,7.44828,8.27795,8.10982,NA,NA,NA,0.877,NA,NA,NA,NA
98813,8.1631,8.76119,8.11044,NA,NA,NA,0.748,NA,NA,NA,NA
99019,7.25535,7.8572,7.65214,0.922,NA,NA,NA,NA,NA,NA,NA
99208,6.73674,7.89508,7.12936,NA,NA,NA,0.685,NA,NA,NA,NA
99436,7.82923,8.07609,6.10316,NA,NA,0.478,NA,NA,NA,NA,NA
99658,7.73671,8.89169,6.63087,NA,NA,NA,NA,NA,0.504,NA,NA
99809,7.4854,9.07774,8.31348,NA,NA,NA,0.638,NA,NA,NA,NA
100090,8.06203,7.34606,8.26974,NA,NA,NA,0.887,NA,NA,NA,NA
100344,7.91887,7.86395,8.41642,NA,NA,NA,NA,NA,0.726,NA,NA
100411,7.81103,6.64626,8.1084,NA,NA,NA,0.73,NA,NA,NA,NA
100689,6.95212,7.56849,7.444,NA,NA,NA,NA,0.565,NA,NA,NA
100991,7.83497,7.13888,6.55708,NA,NA,NA,0.638,NA,NA,NA,NA
101052,8.63702,7.74073,7.98234,NA,NA,NA,0.83,NA,NA,NA,NA
101316,7.13367,6.72875,6.62372,NA,NA,0.384,NA,NA,NA,NA,NA
101510,7.43902,6.50583,7.05975,NA,NA,NA,0.59,NA,NA,NA,NA
101762,7.30978,6.81009,7.10018,0.707,NA,NA,NA,NA,NA,NA,NA
101899,7.64242,7.30566,8.19098,0.912,NA,NA,NA,NA,NA,NA,NA
102050,8.343,7.56861,7.04821,NA,NA,NA,NA,NA,0.737,NA,NA
102244,7.88586,7.21682,6.79534,0.765,NA,NA,NA,NA,NA,NA,NA
102470,8.18449,7.41783,6.73878,0.712,NA,NA,NA,NA,NA,NA,NA
102739,7.35461,6.75975,7.83764,NA,NA,NA,0.745,NA,NA,NA,NA
102998,8.49067,7.70478,8.18915,NA,NA,NA,0.819,NA,NA,NA,NA
103090,8.06675,7.51022,7.94228,NA,NA,NA,0.952,NA,NA,NA,NA
103253,7.00474,7.82962,8.59702,NA,NA,0.659,NA,NA,NA,NA,NA
103524,7.72044,8.07389,7.90297,NA,NA,NA,NA,NA,0.89,NA,NA
103643,7.85987,7.37151,7.4949,NA,NA,0.863,NA,NA,NA,NA,NA
103868,7.01585,8.49706,7.93623,0.776,NA,NA,NA,NA,NA,NA,NA
104151,7.29583,7.54986,7.21852,NA,NA,NA,0.906,NA,NA,NA,NA
104265,8.51923,7.2057,7.43328,NA,NA,0.721,NA,NA,NA,NA,NA
104588,8.32897,7.17078,7.7362,NA,NA,0.806,NA,NA,NA,NA,NA
104764,7.94855,8.32657,6.85473,0.748,NA,NA,NA,NA,NA,NA,NA
104968,7.23225,8.04891,6.93478,NA,NA,NA,0.792,NA,NA,NA,NA
105189,6.71446,7.88975,7.74676,NA,NA,NA,NA,NA,0.697,NA,NA
105262,8.15507,8.2121,7.08781,NA,NA,NA,0.813,NA,NA,NA,NA
105495,7.53054,7.70488,6.81823,0.826,NA,NA,NA,NA,NA,NA,NA
105767,8.22337,7.5888,7.31256,NA,NA,0.8,NA,NA,NA,NA,NA
105950,7.48466,6.70255,6.79201,NA,NA,0.448,NA,NA,NA,NA,NA
106177,8.25879,7.99618,6.93631,NA,NA,NA,0.799,NA,NA,NA,NA
106384,7.80745,7.95626,7.15751,0.914,NA,NA,NA,NA,NA,NA,NA
106572,7.93647,8.76601,7.52433,NA,NA,NA,NA,NA,0.699,NA,NA
106707,7.11834,7.92355,7.13166,NA,NA,NA,NA,NA,0.748,NA,NA
106924,7.03612,7.36156,7.53124,NA,NA,NA,NA,NA,0.755,NA,NA
107035,6.97448,7.55001,7.12011,NA,NA,NA,0.797,NA,NA,NA,NA
107291,6.67726,6.58481,7.1801,0.467,NA,NA,NA,NA,NA,NA,NA
107519,7.37435,6.7803,7.4058,NA,NA,NA,0.766,NA,NA,NA,NA
107700,7.37599,8.02298,8.55688,0.817,NA,NA,NA,NA,NA,NA,NA
107888,7.35796,8.00452,7.2557,NA,0.732,NA,NA,NA,NA,NA,NA
108040,7.5568,8.43245,7.16334,0.829,NA,NA,NA,NA,NA,NA,NA
108305,7.14967,8.41735,7.03995,NA,NA,NA,0.731,NA,NA,NA,NA
108499,8.43377,7.60053,8.15043,NA,NA,NA,0.857,NA,NA,NA,NA
108745,7.97507,7.54849,8.72215,NA,NA,0.68,NA,NA,NA,NA,NA
108846,7.6505,8.23431,8.96676,NA,NA,NA,0.702,NA,NA,NA,NA
109019,7.2739,6.96117,8.6263,0.674,NA,NA,NA,NA,NA,NA,NA
109359,8.32485,7.19152,8.54655,NA,0.533,NA,NA,NA,NA,NA,NA
109428,7.51128,7.42962,7.50129,NA,NA,NA,0.932,NA,NA,NA,NA
109651,7.69511,7.15973,6.85512,0.763,NA,NA,NA,NA,NA,NA,NA
109958,7.24243,7.57998,7.93147,NA,NA,NA,0.935,NA,NA,NA,NA
110014,7.37116,7.01364,7.69849,0.87,NA,NA,NA,NA,NA,NA,NA
110230,7.43926,8.43133,7.48425,NA,NA,NA,NA,NA,0.801,NA,NA
110447,7.64774,8.02369,8.28828,NA,NA,NA,0.899,NA,NA,NA,NA
110637,8.00307,8.05724,7.10328,NA,NA,NA,0.879,NA,NA,NA,NA
110881,6.83284,7.47641,8.06753,0.792,NA,NA,NA,NA,NA,NA,NA
111166,8.51082,7.01407,7.42263,0.762,NA,NA,NA,NA,NA,NA,NA
111272,8.38847,7.61459,8.09595,0.865,NA,NA,NA,NA,NA,NA,NA
111525,7.2015,8.01773,7.94856,0.89,NA,NA,NA,NA,NA,NA,NA
111680,8.75043,7.71133,8.60992,NA,NA,NA,0.684,NA,NA,NA,NA
111887,8.04284,7.03309,7.86199,0.857,NA,NA,NA,NA,NA,NA,NA
112164,8.05563,6.8846,7.32957,NA,NA,NA,0.763,NA,NA,NA,NA
112388,7.43131,7.60197,5.7206,NA,NA,NA,NA,NA,0.433,NA,NA
112551,7.19675,7.31361,6.68027,NA,NA,NA,0.694,NA,NA,NA,NA
112794,7.93403,7.69613,8.22019,NA,NA,NA,0.914,NA,NA,NA,NA
112817,8.13621,8.23458,7.45736,NA,NA,NA,NA,NA,0.84,NA,NA
113165,7.87345,7.78228,8.28899,0.924,NA,NA,NA,NA,NA,NA,NA
113253,9.27905,7.21927,7.59218,NA,NA,NA,NA,NA,0.56,NA,NA
113415,8.4433,7.79473,8.19096,NA,NA,NA,NA,NA,0.685,NA,NA
113743,9.32377,7.60133,7.63866,NA,NA,NA,NA,NA,0.576,NA,NA
113805,7.99448,6.73748,7.95511,0.756,NA,NA,NA,NA,NA,NA,NA
114148,8.17959,8.05208,7.55011,0.922,NA,NA,NA,NA,NA,NA,NA
114201,7.60874,8.38403,7.40262,NA,NA,NA,0.88,NA,NA,NA,NA
114586,7.06608,8.42905,8.31355,NA,NA,0.684,NA,NA,NA,NA,NA
114748,6.95066,8.5804,6.54024,NA,NA,NA,0.48,NA,NA,NA,NA
114926,6.93118,8.07186,7.64735,0.84,NA,NA,NA,NA,NA,NA,NA
115098,7.19508,8.4268,6.79621,NA,NA,NA,NA,NA,0.506,NA,NA
115393,8.02812,7.90754,6.75851,NA,NA,NA,0.785,NA,NA,NA,NA
115526,7.38487,6.98971,8.24684,NA,NA,NA,0.811,NA,NA,NA,NA
115745,7.17288,6.63049,8.1131,0.633,NA,NA,NA,NA,NA,NA,NA
115988,6.79104,7.13581,7.74033,NA,NA,0.698,NA,NA,NA,NA,NA
116031,7.21564,8.6323,8.17419,0.756,NA,NA,NA,NA,NA,NA,NA
116270,7.14067,8.30893,7.22852,NA,0.532,NA,NA,NA,NA,NA,NA
116484,6.92469,7.601,7.54384,NA,0.602,NA,NA,NA,NA,NA,NA
116719,7.26399,6.47499,8.23684,NA,NA,0.522,NA,NA,NA,NA,NA
116903,7.17094,7.31103,7.53213,NA,NA,NA,0.897,NA,NA,NA,NA
117006,7.13673,7.41445,7.9881,NA,NA,NA,0.892,NA,NA,NA,NA
117230,7.65973,7.833,7.03244,0.884,NA,NA,NA,NA,NA,NA,NA
117555,8.12752,8.0191,7.45623,NA,NA,NA,0.893,NA,NA,NA,NA
117628,8.72955,8.21282,7.45709,0.766,NA,NA,NA,NA,NA,NA,NA
117914,8.12386,7.67709,7.92588,NA,NA,NA,0.948,NA,NA,NA,NA
118115,7.40118,6.9739,9.0443,0.598,NA,NA,NA,NA,NA,NA,NA
118264,8.01755,7.30168,8.76714,0.742,NA,NA,NA,NA,NA,NA,NA
118558,7.78293,6.95277,8.28454,0.797,NA,NA,NA,NA,NA,NA,NA
118788,8.06375,6.34302,7.3245,0.598,NA,NA,NA,NA,NA,NA,NA
118865,7.72523,7.14066,7.75539,NA,NA,NA,0.927,NA,NA,NA,NA
119111,8.04091,6.69256,7.53825,NA,NA,NA,NA,NA,0.689,NA,NA
119267,6.96962,7.52084,8.28562,NA,NA,NA,NA,NA,0.738,NA,NA
119504,6.77178,8.04361,7.12822,NA,NA,NA,NA,NA,0.66,NA,NA
119752,7.08669,8.94775,7.62815,NA,NA,0.629,NA,NA,NA,NA,NA
119811,7.30694,9.45633,7.16368,NA,NA,NA,0.504,NA,NA,NA,NA
120132,7.90415,8.22807,8.51155,NA,NA,NA,0.816,NA,NA,NA,NA
120207,8.32614,7.70881,7.67069,NA,NA,NA,0.916,NA,NA,NA,NA
120469,8.27997,7.89447,8.3643,NA,NA,NA,NA,NA,0.727,NA,NA
120661,8.55437,7.62978,8.61586,NA,NA,NA,0.726,NA,NA,NA,NA
120817,7.63386,7.91065,8.04602,0.967,NA,NA,NA,NA,NA,NA,NA
121167,7.44547,7.95592,8.89521,0.714,NA,NA,NA,NA,NA,NA,NA
121309,8.0239,8.10309,8.42745,0.847,NA,NA,NA,NA,NA,NA,NA
121496,7.39834,6.8678,7.21402,NA,NA,0.638,NA,NA,NA,NA,NA
121711,6.95586,7.07143,7.67701,NA,NA,0.653,NA,NA,NA,NA,NA
121840,7.40487,7.85397,8.23568,NA,NA,NA,NA,NA,0.741,NA,NA
122004,8.40776,7.15673,7.72996,NA,NA,NA,NA,NA,0.688,NA,NA
122354,7.69843,7.72879,7.52519,NA,NA,0.844,NA,NA,NA,NA,NA
122567,7.72153,8.70308,7.57963,NA,NA,0.733,NA,NA,NA,NA,NA
122773,7.84193,7.7328,7.65244,NA,NA,NA,0.992,NA,NA,NA,NA
122801,7.70615,7.38525,6.9195,NA,NA,NA,NA,NA,0.75,NA,NA
123155,7.50261,7.50328,6.98646,NA,NA,NA,NA,NA,0.74,NA,NA
123223,7.39364,7.82628,7.98353,NA,NA,NA,NA,NA,0.872,NA,NA
123430,7.9574,8.12463,8.35762,NA,NA,NA,0.875,NA,NA,NA,NA
123792,7.86472,7.24872,8.05283,0.874,NA,NA,NA,NA,NA,NA,NA
123959,8.28581,7.5125,7.63823,NA,NA,NA,0.928,NA,NA,NA,NA
124092,7.3472,7.47974,7.95082,0.924,NA,NA,NA,NA,NA,NA,NA
124350,6.70199,7.68273,7.15084,0.679,NA,NA,NA,NA,NA,NA,NA
124592,7.74257,8.19663,8.27344,NA,NA,NA,0.892,NA,NA,NA,NA
124770,8.64905,6.91776,8.05783,0.647,NA,NA,NA,NA,NA,NA,NA
124947,7.93607,7.18741,7.07981,NA,NA,NA,0.846,NA,NA,NA,NA
125094,7.65909,6.66655,7.2068,0.712,NA,NA,NA,NA,NA,NA,NA
125280,7.62329,7.12265,7.19803,NA,NA,NA,0.865,NA,NA,NA,NA
125542,6.97282,8.50011,7.9695,NA,NA,0.611,NA,NA,NA,NA,NA
125728,7.93593,7.80037,8.19799,0.935,NA,NA,NA,NA,NA,NA,NA
125899,7.54287,7.11506,9.07467,0.612,NA,NA,NA,NA,NA,NA,NA
126086,8.27521,7.48681,10.0004,NA,NA,NA,0.464,NA,NA,NA,NA
126255,7.34766,7.06024,9.58351,NA,NA,0.37,NA,NA,NA,NA,NA
126564,7.54957,6.95562,7.76389,NA,NA,NA,NA,NA,0.823,NA,NA
126608,6.19275,7.51544,8.03006,0.548,NA,NA,NA,NA,NA,NA,NA
126866,7.33282,8.08808,8.16564,0.859,NA,NA,NA,NA,NA,NA,NA
127130,7.14626,8.36746,8.07859,0.809,NA,NA,NA,NA,NA,NA,NA
127301,7.07595,8.05513,7.24191,0.811,NA,NA,NA,NA,NA,NA,NA
127518,6.46992,6.99711,7.71652,0.594,NA,NA,NA,NA,NA,NA,NA
127690,7.35117,6.81378,9.31323,NA,NA,NA,0.454,NA,NA,NA,NA
127804,7.55029,7.87356,8.60269,0.803,NA,NA,NA,NA,NA,NA,NA
128184,8.76634,7.57599,8.18298,NA,NA,NA,0.772,NA,NA,NA,NA
128290,7.02008,7.49684,8.81839,0.693,NA,NA,NA,NA,NA,NA,NA
128527,7.4531,7.50158,7.97397,NA,NA,0.884,NA,NA,NA,NA,NA
128621,8.35763,7.4278,7.69843,0.894,NA,NA,NA,NA,NA,NA,NA
128829,7.89901,7.5878,7.0467,NA,NA,NA,0.895,NA,NA,NA,NA
129004,8.10287,7.51021,6.15975,0.544,NA,NA,NA,NA,NA,NA,NA
129211,6.75691,8.03514,8.04921,NA,NA,0.679,NA,NA,NA,NA,NA
