id,x0,x1,x2,fitness4.5,fitness5,fitness3,fitness4,fitness2.5,fitness1,fitness0,fitness2,fitness-0.5,fitness-1,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness0.5,fitness3.5,fitness1.5,fitness-3.5
38332,-0.090422,-0.891773,5,NA,11476.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38434,0.75626,-0.70997,5,NA,4222.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38579,0.717487,-1.47855,5,1911.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38926,0.0634442,-2.09398,4.91292,NA,1384.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39132,0.97275,-0.930372,5,NA,3210.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39359,-0.912047,0.226422,3.51909,NA,126.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39535,-0.945704,-0.505425,3.12929,NA,689.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39756,-0.127782,-1.75692,1.09792,NA,12.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39904,-0.222168,-0.841104,0.755406,NA,5118.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39997,1.98962,-2.6588,3.26191,NA,69.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40234,1.92938,-3.29113,4.88018,NA,-88.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40419,3.08636,-1.33052,2.77099,NA,425.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40650,3.7208,-0.158232,1.42279,NA,627.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40898,2.4362,0.347249,3.45873,95.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41131,3.07181,-0.0482485,4.7403,NA,748.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41190,2.2302,-1.75014,4.56188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.023,NA,NA
41421,2.679,-1.53746,4.18302,NA,NA,NA,398.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41688,3.28233,-0.288029,5,NA,2481.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41831,2.40357,-1.41912,5,NA,2789.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42143,2.56925,-2.21507,5,NA,67.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42250,2.65418,-1.52718,1.38488,NA,488.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42478,3.63538,-1.50674,1.48281,NA,371.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42690,3.4124,-2.41027,0.685156,NA,162.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42869,3.02081,-0.705264,3.28102,NA,82.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42974,3.7591,-2.86221,2.88567,NA,165.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43307,3.9559,-3.76673,3.83551,NA,18.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43547,5,-4.11429,5,NA,1831.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43628,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43799,5,-5,5,NA,3100.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44044,4.97341,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.437,NA,NA
44233,5,-4.90589,5,NA,NA,NA,NA,282.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44416,4.36926,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.553,NA,NA
44692,4.19649,-5,5,NA,NA,NA,264.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44957,4.99082,-3.16825,4.60136,NA,878.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45146,5,-2.75379,5,NA,58.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45192,5,-3.18275,4.91579,NA,1989.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45506,5,-5,5,2210.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45753,4.28429,-4.99575,4.64788,NA,NA,NA,412.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45792,5,-5,5,NA,NA,NA,883.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46071,5,-5,5,NA,3409.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46300,4.57091,-4.81451,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.77,NA,NA
46382,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46574,5,-5,4.68254,NA,2258.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46857,4.99597,-4.97815,5,NA,2670.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47147,3.97465,-4.99331,4.56553,NA,42.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47271,3.91768,-5,4.9178,NA,637.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47480,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47636,4.56903,-5,5,NA,762.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47945,5,-3.76904,4.95936,NA,703.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48023,3.89531,-2.27387,5,NA,123.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48269,4.51361,-1.87184,5,NA,37.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48390,3.54089,-1.04879,5,NA,93.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48700,3.90723,-0.796784,4.3921,862.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48825,5,-1.69063,5,479.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48969,5,-1.40435,5,6965.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49265,4.30227,-3.04772,4.36401,NA,1278.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49365,3.73818,-4.02451,5,NA,922.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49632,2.99598,-5,4.92812,99.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49862,3.36258,-5,4.81477,NA,NA,NA,469.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50100,5,-5,5,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50228,3.59981,-5,5,NA,400.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50524,3.91442,-5,5,NA,539.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50692,5,-4.14947,4.90311,NA,1753.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50820,3.45496,-4.53977,4.77741,NA,647.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51066,4.63101,-5,3.83981,243.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51339,5,-4.89447,3.68221,NA,729.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51425,4.72282,-5,4.78529,NA,3365.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51686,4.24302,-4.42567,5,NA,1452.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51850,5,-3.67597,4.24856,NA,545.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52147,5,-5,5,NA,2614.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52339,5,-4.98429,5,NA,2610.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52452,5,-4.61227,3.99505,-14.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52723,5,-4.21021,5,NA,553.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52867,5,-5,5,214.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53063,5,-3.91639,5,655.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53185,3.32334,-3.4083,4.82123,NA,925.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53539,3.46587,-2.5777,3.77908,NA,218.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53665,3.57535,-0.989921,4.68427,NA,706.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53883,3.11661,-0.458845,4.4652,NA,5.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54137,3.95322,-0.0535093,3.86631,92.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54325,4.64276,-0.102697,4.04034,NA,718.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54421,5,-0.595045,5,5513.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54634,5,-1.51991,4.33778,NA,6137.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54941,5,-3.18734,5,NA,1481.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55104,5,-3.07607,5,NA,2940.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55194,5,-2.98006,5,NA,3220.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55401,4.75212,-3.08005,5,NA,4460.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55760,4.04174,-2.42998,4.98112,NA,473.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55909,4.72736,-0.928189,4.64551,NA,7962.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56023,4.59718,-0.546898,3.92377,NA,395.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56274,3.17529,-1.01706,4.15517,NA,934.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56464,3.22188,-0.286778,5,NA,2338.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56730,5,1.28663,5,NA,2572.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56777,4.01225,3.56475,5,NA,44.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57091,4.46296,4.37043,4.42581,NA,380.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57249,3.931,4.43007,5,NA,639.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57418,4.55075,4.46879,5,NA,459.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57756,5,4.3356,5,NA,6893.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57820,5,4.24448,5,NA,6947.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58041,4.83005,4.75842,4.46667,NA,2808.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58291,4.41906,4.78228,3.74176,NA,1538.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58394,4.09709,5,5,NA,2868.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58731,4.06705,3.35916,4.44291,NA,209.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58771,4.12197,4.65823,5,NA,2670.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59073,4.72391,5,4.1422,NA,5503.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59298,4.49478,5,4.84739,NA,935.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59386,4.27216,4.89588,5,2043.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59568,4.23531,4.6156,5,NA,2947.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59938,3.49483,5,4.88019,NA,1010.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59990,4.8109,4.49742,5,NA,769.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60318,5,4.16276,4.81094,NA,5669.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60417,4.80207,5,4.08078,NA,3132.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60655,4.53845,4.11814,5,338.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60888,4.72111,5,4.83334,483.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61109,4.43323,3.94842,5,NA,353.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61247,4.03622,2.45969,5,NA,NA,NA,15.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61518,4.95383,4.09036,5,NA,NA,868.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61642,5,4.77519,4.13195,NA,NA,NA,NA,1117.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61926,4.76492,4.75587,4.97145,NA,NA,NA,NA,101.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62030,4.83654,4.06041,4.93896,NA,NA,112.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62343,4.5357,5,3.51929,NA,NA,5.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62481,4.71723,4.43734,2.5488,NA,NA,NA,NA,NA,NA,NA,2.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62748,5,4.24386,3.06777,NA,NA,NA,272.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62820,5,5,3.11557,NA,NA,NA,NA,NA,NA,NA,295.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62998,5,5,2.64866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.745,NA,NA,NA
63275,5,5,2.90983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-384.433,NA
63395,5,5,4.20495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048.196,NA,NA,NA,NA,NA,NA
63710,4.85934,4.28597,4.30899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1512.223,NA,NA,NA,NA
63889,5,5,4.27256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951.435,NA,NA,NA,NA,NA
64059,4.63833,4.79934,4.06599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.332,NA,NA,NA,NA,NA
64164,5,5,4.76168,NA,NA,NA,NA,NA,NA,NA,NA,NA,15465.885,NA,NA,NA,NA,NA,NA,NA,NA
64438,4.89787,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16604.685,NA,NA,NA,NA,NA,NA,NA,NA
64661,5,4.75406,4.22491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4548.08,NA,NA,NA,NA,NA,NA
64786,4.96241,4.57988,5,NA,NA,NA,NA,NA,NA,671.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65086,5,4.83783,5,NA,NA,NA,NA,NA,NA,NA,NA,11936.996,NA,NA,NA,NA,NA,NA,NA,NA,NA
65203,5,4.04731,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928.569,NA,NA,NA,NA,NA,NA
65446,5,4.69316,4.59123,NA,NA,NA,NA,NA,NA,NA,NA,NA,2371.951,NA,NA,NA,NA,NA,NA,NA,NA
65687,3.41143,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.908,NA,NA,NA,NA,NA
65869,4.79618,5,4.65189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4007.006,NA,NA,NA,NA,NA,NA,NA
65969,4.67848,3.52827,4.01319,NA,NA,NA,NA,NA,NA,NA,NA,2.178,NA,NA,NA,NA,NA,NA,NA,NA,NA
66192,5,3.64902,4.78247,NA,NA,NA,NA,NA,NA,NA,NA,3244.153,NA,NA,NA,NA,NA,NA,NA,NA,NA
66380,5,3.59728,4.50715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.785,NA,NA,NA,NA,NA,NA
66666,5,4.95368,5,NA,NA,NA,NA,NA,NA,3158.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66826,4.46636,5,5,NA,NA,NA,NA,NA,NA,128.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67118,4.10443,5,5,NA,NA,NA,NA,NA,1168.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67208,2.73129,4.27649,5,NA,NA,NA,NA,NA,549.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67443,1.94548,3.31025,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.692,NA
67673,3.69711,3.47105,5,NA,NA,NA,NA,NA,NA,NA,69.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67875,2.81634,5,4.77574,NA,NA,NA,NA,NA,NA,NA,611.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68144,3.41594,4.18385,4.96691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.208,NA
68233,3.37055,2.9403,5,NA,NA,NA,NA,71.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68446,5,3.60786,5,NA,NA,493.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68565,4.53827,4.51395,2.86879,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68806,5,4.11259,3.25033,765.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68987,4.20897,3.25641,2.76884,NA,NA,NA,221.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69284,3.6178,4.37187,1.67563,NA,166.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69463,3.89189,4.91291,1.72946,77.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69564,4.07802,4.81017,0.586684,NA,103.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69802,4.22456,5,-0.136733,NA,4444.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70028,3.61723,5,-0.496651,NA,551.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70320,4.18417,5,-0.307626,NA,3438.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70376,4.28199,5,-0.446633,NA,322.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70691,4.92864,5,-0.76033,NA,16009.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70821,5,5,-0.776495,NA,12970.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71145,5,5,-2.18405,NA,2921.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71327,4.09716,3.4026,-0.611745,NA,732.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71553,4.56501,3.73329,-0.987164,NA,790.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71740,5,5,-0.671841,NA,10650.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71899,5,5,-0.486632,NA,1598.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72115,5,2.76465,-0.161571,619.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72163,5,2.88566,-0.813516,NA,2774.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72432,4.90117,3.38651,-1.43172,NA,4471.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72746,5,4.76912,-2.88245,NA,2888.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72845,5,5,-3.0657,NA,3021.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72961,5,5,-3.63316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.908,NA,NA
73184,4.16508,4.50889,-2.29344,NA,-0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73543,4.71485,5,-1.1057,NA,1056.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73611,5,5,-0.55103,NA,5077.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73941,5,5,-0.323402,NA,NA,NA,3496.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74094,4.88001,5,0.0646438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.332,NA,NA
74253,4.68692,4.6833,0.387102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624.998,NA,NA
74506,5,4.59397,0.189255,NA,751.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74755,5,4.55657,1.31037,NA,609.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74952,5,5,-0.542156,NA,4603.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75042,5,4.43513,0.0095065,NA,1242.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75254,4.37086,3.72845,-0.0969232,NA,1246.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75456,4.1665,4.54694,0.0371167,NA,NA,NA,20.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75710,5,3.7354,0.0484254,505.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75821,5,4.66432,0.209207,NA,1729.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76028,5,5,1.21028,NA,2403.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76223,4.52092,5,1.23083,108.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76546,5,5,0.155806,850.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76619,5,5,-0.532189,NA,4066.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76952,5,5,0.393384,NA,4227.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77087,5,5,0.913336,1655.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
