id,x0,x1,x2,fitness-2,fitness-1.5,fitness-4,fitness-4.5,fitness-5,fitness-3.5
69583,-2.26211,4.66044,-4.29134,NA,NA,NA,-70.949,NA,NA
69667,-2.02807,4.391,-4.87246,NA,NA,NA,-43.273,NA,NA
69853,-1.60731,3.69293,-4.8278,NA,NA,NA,-4.232,NA,NA
70117,-1.95486,4.8349,-3.99816,NA,NA,NA,-91.531,NA,NA
70366,-2.74023,4.56156,-4.94225,NA,NA,NA,-72.207,NA,NA
70503,-1.78191,3.69189,-4.90506,NA,NA,NA,-8.281,NA,NA
70649,-2.12662,4.38285,-4.93385,NA,NA,NA,-44.119,NA,NA
70942,-1.52399,4.29112,-4.56639,NA,NA,NA,-41.961,NA,NA
71080,-1.74853,3.51534,-4.94889,NA,NA,-27.833,NA,NA,NA
71399,-2.48439,3.59033,-4.74723,NA,NA,NA,-57.286,NA,NA
71447,-1.00475,3.8957,-4.55075,NA,NA,NA,-56.911,NA,NA
71672,-1.64233,3.42631,-4.66119,NA,NA,-22.114,NA,NA,NA
71915,-1.21913,4.02001,-4.72412,NA,NA,-30.56,NA,NA,NA
72097,-1.40459,3.50866,-4.76971,NA,NA,-15.322,NA,NA,NA
72235,-2.10186,3.54559,-4.91778,NA,NA,NA,-34.067,NA,NA
72594,-1.95842,3.07512,-4.79068,NA,NA,NA,NA,NA,-70.791
72717,-1.28055,3.35487,-4.84553,NA,NA,-35.661,NA,NA,NA
72936,-1.77674,3.77876,-4.56762,NA,NA,NA,-32.108,NA,NA
73087,-1.75614,3.84778,-4.77071,NA,NA,-17.714,NA,NA,NA
73390,-1.59522,3.33147,-4.96401,NA,NA,NA,NA,-36.192,NA
73408,-1.47481,3.36081,-4.56498,NA,NA,NA,-34.003,NA,NA
73740,-1.34078,4.09663,-4.78388,NA,NA,NA,NA,-57.837,NA
73803,-2.11834,3.91269,-4.82974,NA,NA,-40.015,NA,NA,NA
74071,-1.48701,3.52545,-4.47874,NA,NA,NA,NA,NA,-72.493
74275,-2.3381,3.47959,-4.45713,NA,NA,NA,-54.576,NA,NA
74427,-1.63451,3.8353,-4.75219,NA,NA,NA,-7.1,NA,NA
74625,-2.05006,3.80861,-4.38717,NA,NA,-35.922,NA,NA,NA
74927,-1.68689,3.55093,-4.72546,NA,NA,-22.434,NA,NA,NA
75142,-1.13142,4.02185,-4.41884,NA,NA,NA,NA,-64.597,NA
75294,-1.75287,3.70065,-4.36137,NA,NA,NA,-44.136,NA,NA
75502,-1.5378,3.88193,-4.60796,NA,NA,NA,NA,-44.524,NA
75659,-1.75807,4.3993,-4.28516,NA,NA,NA,-48.221,NA,NA
75869,-2.01287,4.33953,-4.61095,NA,NA,NA,-44.283,NA,NA
76051,-2.02662,4.01127,-4.75148,NA,NA,NA,-34.359,NA,NA
76205,-2.21818,4.7976,-4.66747,NA,NA,NA,-65.493,NA,NA
76514,-1.08285,3.75495,-4.89202,NA,NA,NA,-12.337,NA,NA
76608,-1.82958,4.16339,-4.32016,NA,NA,NA,-45.65,NA,NA
76811,-1.64896,4.8414,-4.29603,NA,NA,NA,-95.675,NA,NA
77041,-1.42751,3.39676,-4.62161,NA,NA,-19.672,NA,NA,NA
77323,-1.85748,4.03048,-4.51787,NA,NA,-36.959,NA,NA,NA
77447,-1.92466,4.0471,-4.92514,NA,NA,NA,NA,-41.886,NA
77714,-1.79599,3.77023,-4.6656,NA,NA,-16.716,NA,NA,NA
77968,-2.0925,4.2199,-4.88261,NA,NA,NA,-35.351,NA,NA
78053,-1.73137,3.49116,-4.58604,NA,NA,-33.991,NA,NA,NA
78236,-2.02793,4.61667,-4.4095,NA,NA,NA,-49.802,NA,NA
78489,-1.89716,3.73928,-4.74959,NA,NA,NA,-22.896,NA,NA
78616,-1.77347,3.29483,-4.70547,NA,NA,NA,NA,-41.039,NA
78837,-2.31055,3.73143,-4.63495,NA,NA,NA,-47.024,NA,NA
79165,-1.97728,3.57428,-4.38357,NA,NA,-52.76,NA,NA,NA
79294,-0.992996,4.18258,-4.56138,NA,NA,NA,-65.391,NA,NA
79453,-1.17147,4.2898,-4.91088,NA,NA,NA,NA,-50.347,NA
79724,-2.02613,4.78727,-4.71276,NA,NA,NA,-64.149,NA,NA
79830,-2.1778,3.922,-4.84742,NA,NA,NA,NA,-45.67,NA
80058,-2.21561,4.94313,-4.63941,NA,NA,NA,-74.206,NA,NA
80380,-1.80034,4.73237,-4.71985,NA,NA,NA,-56.357,NA,NA
80476,-2.02111,3.80731,-4.50451,NA,NA,NA,NA,-47.47,NA
80791,-1.63152,3.99577,-4.79556,NA,NA,NA,-12.647,NA,NA
80868,-2.17415,4.29528,-4.47825,NA,NA,NA,-54.562,NA,NA
81136,-3.33719,4.30974,-4.91783,NA,NA,NA,-89.093,NA,NA
81378,-2.19697,4.71668,-4.36608,NA,NA,NA,-74.383,NA,NA
81537,-1.3614,4.37855,-4.8915,NA,NA,NA,-32.922,NA,NA
81753,-2.48424,4.17333,-4.38253,NA,NA,NA,-63.454,NA,NA
81888,-2.68908,4.36571,-4.49279,NA,NA,NA,-71.285,NA,NA
82004,-1.44731,3.66627,-4.58579,NA,NA,NA,-11.201,NA,NA
82298,-1.24097,4.15332,-4.53238,NA,NA,NA,NA,-60.571,NA
82474,-1.4283,3.79577,-4.46659,NA,NA,NA,NA,-49.031,NA
82634,-1.54965,3.81305,-4.97175,NA,NA,NA,NA,-35.927,NA
82928,-1.44885,3.70913,-4.77932,NA,NA,NA,-13.706,NA,NA
83048,-1.79278,4.46342,-4.92434,NA,NA,-56.86,NA,NA,NA
83352,-2.10349,3.51292,-4.84638,NA,NA,-37.958,NA,NA,NA
83462,-3.18894,4.66029,-4.35837,NA,NA,NA,NA,-109.254,NA
83798,-2.10084,3.46702,-4.50787,NA,NA,NA,-50.197,NA,NA
83910,-2.1906,4.08869,-3.93788,NA,NA,NA,NA,-76.07,NA
84017,-1.92866,4.58898,-4.41269,NA,NA,NA,-60.138,NA,NA
84398,-1.66902,4.34383,-4.71886,NA,NA,NA,NA,-40.555,NA
84585,-2.1365,4.32162,-4.93027,NA,NA,NA,-45.456,NA,NA
84700,-1.62425,3.21707,-4.96877,NA,NA,NA,NA,-46.472,NA
84852,-1.13245,3.44053,-4.72861,NA,NA,NA,NA,-46.662,NA
85108,-1.61414,3.47312,-4.67213,NA,NA,-27.328,NA,NA,NA
85255,-0.90274,3.7903,-4.28552,NA,NA,NA,-88.313,NA,NA
85439,-2.58993,4.24028,-4.04809,NA,NA,NA,NA,-78.689,NA
85662,-2.59638,4.23481,-4.78742,NA,NA,-50.977,NA,NA,NA
85848,-2.06575,3.93867,-4.7135,NA,NA,-39.071,NA,NA,NA
86193,-2.38828,3.21173,-4.82174,NA,NA,NA,-63.436,NA,NA
86344,-2.02685,3.85936,-4.93505,NA,NA,NA,-33.549,NA,NA
86565,-2.01178,3.65915,-4.69392,NA,NA,NA,NA,-41.865,NA
86681,-1.72078,3.82854,-4.74242,NA,NA,NA,-6.372,NA,NA
86997,-2.61236,3.90579,-4.70081,NA,NA,NA,-61.507,NA,NA
87129,-2.42343,4.44255,-4.86229,NA,NA,-63.902,NA,NA,NA
87381,-1.75077,3.96429,-4.85833,NA,NA,-13.32,NA,NA,NA
87401,-1.41378,3.97945,-4.56075,NA,NA,NA,-22.926,NA,NA
87627,-1.35642,3.88661,-4.53061,NA,NA,NA,-23.896,NA,NA
87824,-1.73,3.66615,-4.95462,NA,NA,NA,-14.143,NA,NA
88100,-1.56409,4.03308,-4.51776,NA,NA,NA,-27.426,NA,NA
88320,-2.1754,3.92733,-4.90333,NA,NA,NA,-36.737,NA,NA
88480,-1.13182,3.45494,-4.40215,NA,NA,NA,-38.961,NA,NA
88650,-1.83478,3.3768,-4.99545,NA,NA,NA,-27.991,NA,NA
88934,-1.93916,3.90394,-4.95451,NA,NA,-29.678,NA,NA,NA
89128,-1.55222,4.76688,-4.87357,NA,NA,NA,NA,-72.161,NA
89252,-2.00297,4.32611,-4.60473,NA,NA,-46.39,NA,NA,NA
89492,-1.85015,3.90088,-4.42543,NA,NA,-51.336,NA,NA,NA
89753,-1.92429,3.55682,-4.53817,NA,NA,NA,-32.444,NA,NA
89917,-1.39241,3.92605,-4.19784,NA,NA,NA,-53.733,NA,NA
90065,-1.77793,4.13683,-4.89422,NA,NA,-31.706,NA,NA,NA
90202,-1.04876,3.80533,-4.77471,NA,NA,NA,-21.874,NA,NA
90581,-1.62634,4.27964,-4.20159,NA,NA,NA,-44.963,NA,NA
90682,-1.37022,3.45691,-4.8585,NA,NA,NA,-4.906,NA,NA
90847,-2.5543,3.2631,-4.38401,NA,NA,NA,NA,-71.799,NA
91076,-2.37487,3.92502,-4.7196,NA,NA,-46.374,NA,NA,NA
91234,-2.13605,3.72592,-4.96954,NA,NA,NA,-37.687,NA,NA
91478,-2.62638,3.80103,-4.60766,NA,NA,NA,-64.198,NA,NA
91729,-1.85061,3.86056,-4.44804,NA,NA,NA,NA,-43.065,NA
91922,-1.79451,4.5407,-4.85091,NA,NA,NA,NA,-58.664,NA
92183,-1.81188,4.83717,-4.82799,NA,NA,NA,-66.276,NA,NA
92239,-1.12434,3.67445,-4.75346,NA,NA,NA,-24.098,NA,NA
92580,-2.347,4.22312,-4.79832,NA,NA,-62.011,NA,NA,NA
92773,-1.67535,3.4,-4.94986,NA,NA,-25.626,NA,NA,NA
92834,-2.22451,3.83826,-4.43534,NA,NA,NA,-57.327,NA,NA
93161,-2.52904,4.52972,-4.85219,NA,NA,NA,-66.016,NA,NA
93218,-1.65494,4.91823,-4.7964,NA,NA,NA,-71.878,NA,NA
93485,-2.13812,3.12673,-4.77079,NA,NA,NA,-61.814,NA,NA
93761,-1.71655,3.64926,-4.70836,NA,NA,NA,-8.362,NA,NA
93854,-1.91161,4.14636,-4.7594,NA,NA,NA,-28.181,NA,NA
94008,-1.84361,4.87153,-4.93816,NA,NA,NA,-67.673,NA,NA
94312,-1.68565,3.55647,-4.84832,NA,NA,-23.786,NA,NA,NA
94557,-1.36749,4.46615,-4.49733,NA,NA,NA,NA,-67.412,NA
94614,-1.2267,3.9941,-4.73704,NA,NA,-31.334,NA,NA,NA
94887,-2.36683,4.29614,-4.93719,NA,NA,NA,NA,NA,-71.939
95195,-2.53324,4.35367,-4.04351,NA,NA,-81.992,NA,NA,NA
95387,-2.60766,4.77972,-4.88171,NA,NA,NA,NA,-69.419,NA
95432,-2.25245,3.50016,-4.52835,NA,NA,NA,-52.854,NA,NA
95700,-1.35283,4.07334,-4.82962,NA,NA,NA,-29.768,NA,NA
95945,-1.61769,4.03981,-4.41347,NA,NA,-52.888,NA,NA,NA
96188,-0.748494,3.8948,-4.40304,NA,NA,NA,-56.963,NA,NA
96350,-2.11499,3.58275,-4.67513,NA,NA,NA,-42.928,NA,NA
96440,-1.49179,4.58072,-4.24483,NA,NA,NA,-67.827,NA,NA
96712,-1.25023,3.89171,-4.53517,NA,NA,-47.781,NA,NA,NA
96951,-1.45269,3.71129,-4.91894,NA,NA,NA,-15.596,NA,NA
97064,-1.7142,3.31481,-4.5712,NA,NA,NA,-33.309,NA,NA
97261,-1.52364,4.08987,-4.94269,NA,NA,NA,NA,-34.179,NA
97600,-1.74018,4.07339,-4.52167,NA,NA,NA,NA,-41.164,NA
97744,-2.00376,3.73107,-4.75423,NA,NA,-33.73,NA,NA,NA
97891,-1.44406,3.21821,-4.9124,NA,NA,NA,-25.268,NA,NA
98011,-1.31651,3.81106,-4.4567,NA,NA,NA,-20.453,NA,NA
98354,-2.11488,4.78689,-4.77402,NA,NA,NA,NA,-62.305,NA
98489,-1.89277,3.46137,-4.59817,NA,NA,NA,-30.497,NA,NA
98679,-2.13193,3.48133,-4.92517,NA,NA,NA,NA,-52.754,NA
98879,-1.58328,4.31303,-4.80093,NA,NA,-47.36,NA,NA,NA
99200,-1.81579,4.2264,-4.3817,NA,NA,NA,-44.687,NA,NA
99374,-1.63608,3.93422,-3.99527,NA,NA,NA,NA,-75.188,NA
99526,-1.28469,3.76299,-4.95023,NA,NA,NA,-27.131,NA,NA
99654,-2.14257,4.50798,-4.89299,NA,NA,NA,NA,-57.547,NA
99815,-2.32671,4.31524,-4.76002,NA,NA,NA,NA,-45.886,NA
100136,-2.47138,4.36026,-4.46841,NA,NA,NA,-62.483,NA,NA
100292,-1.10071,3.48521,-4.80322,NA,NA,-43.606,NA,NA,NA
100586,-2.32198,4.3441,-4.88781,NA,NA,NA,NA,NA,-50.418
100631,-1.6625,3.52934,-4.68173,NA,NA,-26.659,NA,NA,NA
100868,-1.82337,4.07539,-4.71636,NA,NA,NA,NA,-44.399,NA
101198,-2.65962,4.43644,-4.31943,NA,NA,NA,NA,-73.553,NA
101218,-3.03178,3.20485,-4.79892,NA,NA,NA,NA,-87.752,NA
101530,-2.17637,3.78383,-4.61363,NA,NA,NA,-43.287,NA,NA
101779,-1.72569,4.00486,-4.72133,NA,NA,NA,-31.128,NA,NA
101990,-1.77742,2.96274,-4.76733,NA,NA,NA,-46.514,NA,NA
102125,-1.69587,3.7858,-4.55833,NA,NA,-19.178,NA,NA,NA
102254,-2.58387,4.67439,-4.84187,NA,NA,NA,-69.134,NA,NA
102528,-1.52565,3.49939,-4.5916,NA,NA,NA,-15.075,NA,NA
102794,-1.28838,3.97171,-4.9868,NA,NA,NA,-21.317,NA,NA
102875,-1.09911,3.8866,-4.95362,NA,NA,NA,-21.456,NA,NA
103162,-1.7637,4.47877,-4.32859,NA,NA,NA,-62.673,NA,NA
103205,-1.75239,3.54236,-4.67171,NA,NA,NA,-18.93,NA,NA
103401,-1.78965,4.32235,-4.49417,NA,NA,NA,-42.212,NA,NA
103679,-2.31509,4.64507,-4.31643,NA,NA,NA,NA,-60.943,NA
103962,-1.88962,3.53216,-4.89929,NA,NA,-52.346,NA,NA,NA
104048,-1.94507,3.78564,-4.39316,NA,NA,NA,-25.717,NA,NA
104306,-1.97645,3.95146,-4.2185,NA,NA,NA,-42.128,NA,NA
104463,-1.2506,3.61458,-4.96435,NA,NA,NA,-28.729,NA,NA
104632,-1.01804,3.71751,-4.55504,NA,NA,NA,-52.243,NA,NA
104919,-1.20276,4.04251,-4.75694,NA,NA,-35.9,NA,NA,NA
105138,-1.51972,3.28361,-4.65602,NA,NA,-34.823,NA,NA,NA
105264,-1.78955,3.76331,-4.64374,NA,NA,NA,NA,-36.928,NA
105441,-1.99485,4.36132,-4.29086,NA,NA,NA,NA,-49.775,NA
105730,-1.7914,4.49053,-4.1249,NA,NA,NA,NA,-75.448,NA
105993,-1.38064,3.63355,-4.67813,NA,NA,NA,-7.567,NA,NA
106021,-2.02257,3.35788,-4.51558,NA,NA,-55.756,NA,NA,NA
106336,-1.71831,3.60175,-4.93173,NA,NA,NA,NA,-33.237,NA
106548,-1.89557,3.60793,-4.51799,NA,NA,-31.135,NA,NA,NA
106697,-1.17682,3.2334,-4.83553,NA,NA,NA,NA,-61.305,NA
106944,-1.73324,3.93463,-4.36211,NA,NA,NA,-43.483,NA,NA
107187,-1.06365,3.79382,-4.59015,NA,NA,NA,-46.112,NA,NA
107390,-1.56072,4.07835,-4.43198,NA,NA,NA,NA,-56.345,NA
107472,-1.63879,3.3436,-4.67225,NA,NA,NA,NA,-37.475,NA
107679,-1.95862,4.35042,-4.64961,NA,NA,NA,-40.506,NA,NA
107938,-1.39262,3.81272,-4.75405,NA,NA,NA,-21.793,NA,NA
108163,-1.22032,3.63282,-4.34547,NA,NA,NA,-48.903,NA,NA
108307,-1.39392,4.07562,-4.93936,NA,NA,NA,-18.209,NA,NA
108543,-2.28133,4.08594,-4.33981,NA,NA,NA,-52.564,NA,NA
108624,-2.08398,3.4092,-4.73589,NA,NA,-38.497,NA,NA,NA
108875,-1.4056,3.46046,-4.86734,NA,NA,NA,-26.244,NA,NA
109098,-0.683658,4.23881,-4.89984,NA,NA,NA,-61.411,NA,NA
109251,-1.10619,4.221,-4.17584,NA,NA,NA,-56.126,NA,NA
109473,-1.68701,4.12024,-4.69998,NA,NA,NA,-29.542,NA,NA
109634,-1.46145,4.30212,-4.75437,NA,NA,-57.702,NA,NA,NA
109831,-2.15391,3.52125,-4.72456,NA,NA,-41.623,NA,NA,NA
110125,-1.85474,3.43133,-4.41311,NA,NA,-55.135,NA,NA,NA
110350,-1.87925,3.74868,-4.99035,NA,NA,NA,NA,-30.541,NA
110469,-1.5237,3.62815,-4.9464,NA,NA,NA,-7.406,NA,NA
110630,-1.57812,3.59005,-4.55824,NA,NA,NA,NA,-34.445,NA
110993,-2.38009,3.90638,-4.9896,NA,NA,NA,-43.457,NA,NA
111043,-2.17214,4.11331,-4.86731,NA,NA,NA,-43.266,NA,NA
111247,-1.92422,4.62239,-4.35343,NA,NA,NA,-54.831,NA,NA
111411,-1.70485,3.36449,-3.92047,NA,NA,NA,NA,-70.218,NA
111611,-2.73917,3.6133,-4.64863,NA,NA,NA,NA,-70.799,NA
111817,-1.98282,3.35287,-4.74198,NA,NA,NA,-22.899,NA,NA
112012,-1.26705,4.41267,-4.74798,NA,NA,NA,-59.835,NA,NA
112305,-1.41583,4.08041,-4.87095,NA,NA,-18.72,NA,NA,NA
112525,-1.9218,3.82703,-4.87596,NA,NA,NA,NA,-28.572,NA
112746,-1.5467,4.06122,-4.98486,NA,NA,NA,-19.218,NA,NA
112833,-1.3631,3.8627,-4.78301,NA,NA,NA,-14.829,NA,NA
113065,-0.951059,3.98359,-4.88096,NA,NA,NA,-49.706,NA,NA
113224,-1.73292,4.0496,-4.27828,NA,NA,-50.869,NA,NA,NA
113509,-1.141,3.44449,-4.28527,NA,NA,NA,-45.604,NA,NA
113609,-1.83221,4.502,-4.14361,NA,NA,NA,NA,-71.495,NA
113831,-1.51078,3.77593,-4.50533,NA,NA,NA,-16.508,NA,NA
114007,-1.85265,3.41756,-4.83955,NA,NA,NA,-30.862,NA,NA
114367,-2.80761,3.42781,-4.67012,NA,NA,NA,NA,-74.706,NA
114503,-2.47607,4.22931,-4.71537,NA,NA,-69.371,NA,NA,NA
114648,-1.43929,4.70932,-4.45144,NA,NA,-82.109,NA,NA,NA
114823,-1.87023,4.15939,-4.7653,NA,NA,NA,-30.326,NA,NA
115040,-2.23941,4.42061,-4.78113,NA,NA,-58.676,NA,NA,NA
115311,-2.22968,3.33132,-4.82201,NA,NA,NA,NA,-50.009,NA
115413,-1.32125,3.89371,-4.90928,NA,NA,NA,-15.119,NA,NA
115798,-1.4744,4.0911,-4.53565,NA,NA,NA,-33.781,NA,NA
115967,-1.41537,4.37027,-4.97255,NA,NA,-64.218,NA,NA,NA
116196,-1.50931,3.81696,-4.9164,NA,NA,NA,-12.943,NA,NA
116318,-2.06153,4.27845,-4.09848,NA,NA,NA,NA,-64.056,NA
116580,-0.683029,4.30294,-4.86598,NA,NA,NA,-62.451,NA,NA
116725,-2.09333,3.98467,-4.635,NA,NA,NA,-39.713,NA,NA
116901,-1.60736,4.27013,-4.84437,NA,NA,NA,NA,-36.836,NA
117076,-1.80608,4.0496,-4.67992,NA,NA,NA,-28.412,NA,NA
117304,-1.77875,4.049,-4.54928,NA,NA,NA,-29.439,NA,NA
117596,-1.9225,3.73596,-4.62855,NA,NA,-34.81,NA,NA,NA
117679,-1.47934,4.18393,-4.39291,NA,NA,NA,-55.91,NA,NA
117824,-1.65024,3.85718,-4.95883,NA,NA,-26.69,NA,NA,NA
118172,-2.34763,3.92675,-4.67885,NA,NA,-51.719,NA,NA,NA
118332,-1.67561,4.38168,-4.53245,NA,NA,-46.995,NA,NA,NA
118432,-2.11761,3.95462,-4.19069,NA,NA,-79.524,NA,NA,NA
118701,-1.63963,4.3734,-4.62976,NA,NA,NA,-46.992,NA,NA
118942,-2.06224,4.19186,-4.46499,NA,NA,NA,NA,-47.102,NA
119090,-1.77034,3.99076,-4.82597,NA,NA,NA,NA,-46.919,NA
119215,-1.51165,3.8019,-4.72518,NA,NA,NA,-5.469,NA,NA
119478,-1.90471,4.58765,-4.83775,NA,NA,NA,-58.766,NA,NA
119768,-1.70884,4.61855,-4.87177,NA,NA,NA,-42.399,NA,NA
119815,-1.29777,3.82256,-4.64686,NA,NA,NA,NA,-44.721,NA
120016,-2.3252,3.86371,-4.81908,NA,NA,-33.599,NA,NA,NA
120323,-2.02893,3.98577,-4.59181,NA,NA,NA,-35.784,NA,NA
120420,-2.16475,3.45742,-4.4538,NA,NA,NA,-53.327,NA,NA
120711,-1.17422,4.05576,-4.93819,NA,NA,NA,NA,-44.527,NA
120923,-2.43313,3.45613,-4.92553,NA,NA,NA,NA,-55.383,NA
121148,-2.50319,4.61166,-4.57863,NA,NA,NA,-68.399,NA,NA
121273,-1.18899,3.72492,-4.90144,NA,NA,NA,-20.658,NA,NA
121503,-1.79175,3.30087,-4.19549,NA,NA,NA,-55.363,NA,NA
121630,-2.55624,4.23683,-4.3253,NA,NA,NA,-65.552,NA,NA
121802,-2.92391,4.69775,-4.94969,NA,NA,NA,NA,-95.665,NA
122170,-2.09527,4.66017,-4.29639,NA,NA,NA,-56.705,NA,NA
122327,-1.39832,4.42313,-4.56884,NA,NA,NA,-54.837,NA,NA
122440,-2.28673,4.58523,-4.88777,NA,NA,NA,-49.067,NA,NA
122668,-1.63837,4.39357,-4.58319,NA,NA,-55.783,NA,NA,NA
122824,-1.49276,3.87466,-4.93031,NA,NA,NA,NA,-23.749,NA
123047,-1.21734,3.97255,-4.55613,NA,NA,NA,NA,-50.094,NA
123299,-1.43402,3.65939,-4.41687,NA,NA,NA,-39.097,NA,NA
123562,-1.71889,4.23075,-4.88232,NA,NA,NA,NA,-29.669,NA
123703,-2.99695,3.29244,-4.39566,NA,NA,NA,-78.288,NA,NA
123997,-1.85868,4.40338,-4.42364,NA,NA,-58.118,NA,NA,NA
124072,-2.16991,4.07592,-4.39912,NA,NA,NA,NA,NA,-74.763
124229,-1.78424,4.73786,-4.99909,NA,NA,-65.391,NA,NA,NA
124585,-1.61349,3.15918,-4.22099,NA,NA,NA,-77.129,NA,NA
124752,-1.49688,4.30414,-4.63538,NA,NA,-52.62,NA,NA,NA
124949,-1.10422,4.21806,-4.75312,NA,NA,NA,NA,-46.564,NA
125080,-1.67141,3.25445,-4.90334,NA,NA,NA,-39.11,NA,NA
125336,-1.84592,4.07494,-4.7841,NA,NA,NA,NA,-39.947,NA
125534,-1.82991,3.77558,-4.34328,NA,NA,NA,-42.467,NA,NA
125605,-1.55152,4.07761,-4.75518,NA,NA,NA,-26.395,NA,NA
125992,-1.59752,3.55554,-4.9405,NA,NA,NA,-24.38,NA,NA
126007,-1.9065,3.5403,-4.87726,NA,NA,NA,NA,-43.063,NA
126356,-2.14875,3.33455,-4.67022,NA,NA,NA,-47.125,NA,NA
126512,-1.67141,3.66511,-4.82205,NA,NA,NA,-13.425,NA,NA
126740,-1.95944,3.87477,-4.91924,NA,NA,-31.492,NA,NA,NA
126825,-1.91017,3.45294,-4.62129,NA,NA,NA,-29.33,NA,NA
127125,-1.53548,3.82889,-4.77809,NA,NA,-27.065,NA,NA,NA
127395,-2.53084,4.18711,-4.52729,NA,NA,NA,-62.706,NA,NA
127553,-0.953934,3.69928,-4.97884,NA,NA,NA,-43.78,NA,NA
127712,-2.33067,3.34586,-4.84938,NA,NA,NA,-69.67,NA,NA
127853,-2.18837,3.46634,-4.67891,NA,NA,NA,NA,-52.818,NA
128052,-1.74567,4.75052,-4.93317,NA,NA,NA,-46.414,NA,NA
128317,-1.19866,4.14616,-4.57037,NA,NA,NA,-46.44,NA,NA
128443,-1.80447,4.29007,-4.8732,NA,NA,NA,NA,-38.877,NA
128720,-1.7924,4.55845,-4.40562,NA,NA,NA,-66.539,NA,NA
128907,-1.99518,4.83673,-4.4102,NA,NA,NA,-70.938,NA,NA
129033,-2.6503,4.25783,-4.97495,NA,NA,-54.192,NA,NA,NA
129316,-1.93604,3.25182,-4.76466,NA,NA,-45.949,NA,NA,NA
129447,-1.59832,3.70834,-4.91041,NA,NA,NA,-4.016,NA,NA
129791,-2.59855,3.20488,-4.75076,NA,NA,-71.728,NA,NA,NA
129927,-2.16323,3.82247,-4.79623,NA,NA,NA,NA,-48.087,NA
130152,-2.29823,4.38543,-4.43906,NA,NA,NA,-51.368,NA,NA
130369,-2.1351,3.09624,-4.91503,NA,NA,-68.882,NA,NA,NA
130513,-1.63221,4.49186,-4.96811,NA,NA,NA,NA,-56.806,NA
130631,-1.32704,4.66704,-4.76477,NA,NA,-66.015,NA,NA,NA
130838,-2.10081,3.88258,-4.04711,NA,NA,NA,NA,-69.88,NA
131085,-1.96808,3.83422,-4.96226,NA,NA,NA,NA,-30.463,NA
131309,-2.74523,3.68026,-4.71232,NA,NA,NA,-67.416,NA,NA
131466,-1.66497,3.16579,-4.85718,NA,NA,NA,-46.777,NA,NA
131693,-2.18421,4.12446,-4.3087,NA,NA,NA,-54.824,NA,NA
131964,-1.67465,4.90567,-4.63047,NA,NA,NA,-71.981,NA,NA
132057,-2.09901,4.94733,-4.35871,NA,NA,NA,-78.91,NA,NA
132349,-1.96707,3.56865,-4.8293,NA,NA,NA,-22.332,NA,NA
132556,-1.36102,3.74176,-4.83149,NA,NA,-21.612,NA,NA,NA
132669,-1.68325,3.24943,-4.42087,NA,NA,NA,-56.463,NA,NA
132908,-1.46208,4.36438,-4.93114,NA,NA,-35.951,NA,NA,NA
133121,-0.957903,3.63757,-4.58941,NA,NA,-63.146,NA,NA,NA
133338,-1.80204,3.81812,-4.82166,NA,NA,-10.858,NA,NA,NA
133479,-2.84614,3.64326,-4.35097,NA,NA,NA,-78.889,NA,NA
133648,-2.38991,4.19261,-4.63799,NA,NA,NA,-55.301,NA,NA
133846,-1.91623,3.46582,-4.93256,NA,NA,NA,-19.477,NA,NA
134121,-1.72032,4.01594,-4.82551,NA,NA,NA,-23.119,NA,NA
134358,-2.31564,3.94469,-4.60187,NA,NA,NA,-46.428,NA,NA
134505,-1.6582,3.75819,-4.85154,NA,NA,-6.507,NA,NA,NA
134755,-1.74937,4.13361,-4.32992,NA,NA,NA,-34.582,NA,NA
134882,-1.06288,3.32178,-4.56751,NA,NA,NA,-70.371,NA,NA
135181,-1.78385,3.43648,-4.7029,NA,NA,NA,NA,-40.58,NA
135384,-2.13076,3.84144,-4.97512,NA,NA,-39.006,NA,NA,NA
135420,-2.41933,4.09753,-4.43369,NA,NA,-68.973,NA,NA,NA
135746,-1.46172,3.29876,-4.82541,NA,NA,NA,-14.163,NA,NA
135898,-1.78067,3.80894,-4.92511,NA,NA,NA,-8.962,NA,NA
136093,-1.65868,3.56474,-4.72087,NA,NA,NA,NA,NA,-45.846
136267,-1.20803,3.34869,-4.80841,NA,NA,NA,-36.573,NA,NA
136566,-1.39827,3.73846,-4.48454,NA,NA,NA,NA,-56.633,NA
136686,-1.40756,3.05569,-4.9449,NA,NA,-64.212,NA,NA,NA
136899,-1.74463,3.56395,-4.79782,NA,NA,NA,-12.8,NA,NA
137064,-1.6454,3.93929,-4.40075,NA,NA,NA,-40.209,NA,NA
137249,-2.08915,4.14378,-4.38424,NA,NA,NA,-52.714,NA,NA
137555,-1.59182,4.36975,-4.65488,NA,NA,NA,-47.117,NA,NA
137645,-1.50035,4.59835,-4.24296,NA,NA,NA,-76.185,NA,NA
137897,-1.39489,4.87681,-4.99785,NA,NA,NA,-75.318,NA,NA
138156,-1.90016,3.89922,-4.25877,NA,NA,NA,-39.972,NA,NA
138308,-1.65084,4.14306,-4.7034,NA,NA,NA,-31.582,NA,NA
138521,-1.14908,3.4111,-4.52391,NA,NA,NA,-47.048,NA,NA
138688,-1.58439,3.19811,-4.48497,NA,NA,NA,-48.439,NA,NA
138813,-1.03201,4.49383,-4.75094,NA,NA,NA,-73.927,NA,NA
