id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1,fitness0.5,fitness-5,fitness-4,fitness-1.5,fitness-4.5,fitness0,fitness-0.5
49312,1.39879,2.93085,-2.54043,NA,-123.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49577,2.20524,1.7944,-2.53184,NA,NA,NA,NA,NA,NA,NA,-174.457,NA,NA,NA,NA
49734,2.12965,1.64986,-3.99146,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.246,NA,NA
49990,2.10055,0.537634,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.668,NA,NA
50058,0.691776,1.22955,-5,NA,NA,NA,NA,NA,NA,NA,-98.59,NA,NA,NA,NA
50232,1.28331,3.05375,-5,NA,NA,NA,NA,NA,NA,NA,-109.51,NA,NA,NA,NA
50501,1.53941,4.52205,-5,NA,NA,-187.876,NA,NA,NA,NA,NA,NA,NA,NA,NA
50782,1.12889,3.43207,-5,NA,NA,NA,NA,NA,NA,NA,-148.257,NA,NA,NA,NA
50854,1.50888,3.5196,-4.33339,NA,NA,NA,NA,NA,NA,-200.107,NA,NA,NA,NA,NA
51108,3.21913,2.83501,-4.98055,NA,NA,-94.616,NA,NA,NA,NA,NA,NA,NA,NA,NA
51213,3.3666,2.26851,-5,NA,NA,-79.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
51515,3.83069,1.6415,-4.5749,NA,-94.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51614,5,-0.467209,-4.27277,NA,NA,NA,NA,NA,NA,NA,NA,-348.139,NA,NA,NA
51858,5,-0.569497,-4.8617,NA,NA,NA,-347.967,NA,NA,NA,NA,NA,NA,NA,NA
52078,4.84,1.11632,-3.76858,NA,NA,NA,-222.903,NA,NA,NA,NA,NA,NA,NA,NA
52286,5,1.14297,-4.66641,NA,NA,-230.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
52502,3.61153,1.58659,-4.31231,-91.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52602,3.74502,1.5937,-4.24696,NA,-87.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52879,2.02918,2.51493,-2.62317,NA,-100.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53084,2.4339,1.65772,-3.47644,-67.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53383,1.96088,0.656088,-4.15411,NA,-50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53536,1.58962,1.54695,-5,NA,-18.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53713,2.89137,3.68242,-4.91262,NA,NA,NA,NA,NA,NA,NA,-165.618,NA,NA,NA,NA
53980,3.00747,3.61125,-4.3008,NA,NA,-127.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
54101,2.69446,4.08859,-4.87776,NA,NA,NA,NA,NA,NA,NA,-186.637,NA,NA,NA,NA
54350,3.33423,2.94082,-4.78246,NA,NA,NA,NA,NA,NA,NA,-131.28,NA,NA,NA,NA
54497,2.77294,2.24808,-5,NA,-42.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54650,2.98153,0.443718,-5,NA,NA,NA,NA,NA,NA,NA,-130.344,NA,NA,NA,NA
54932,3.5206,0.841063,-5,NA,NA,NA,NA,NA,NA,NA,-128.595,NA,NA,NA,NA
55037,3.67784,2.45373,-5,NA,-100.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55283,1.91588,2.99428,-5,NA,-51.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55457,1.32501,3.96604,-4.44418,NA,-119.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55729,0.874226,4.10672,-4.58542,NA,NA,NA,NA,NA,NA,NA,-188.342,NA,NA,NA,NA
55860,1.16327,4.54853,-5,-207.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56144,1.7419,5,-5,-255.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56348,2.01924,4.39557,-5,NA,NA,NA,NA,NA,NA,NA,-222.714,NA,NA,NA,NA
56483,1.04569,1.5548,-5,-46.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56773,1.86608,1.2589,-3.68647,-40.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56812,2.57523,0.787404,-3.53759,NA,NA,-76.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
57087,2.17967,-0.0909476,-3.15451,NA,NA,NA,NA,-264.29,NA,NA,NA,NA,NA,NA,NA
57362,1.61142,0.618484,-3.34832,NA,NA,-89.229,NA,NA,NA,NA,NA,NA,NA,NA,NA
57513,2.45772,0.720482,-2.98365,NA,-96.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57666,1.92616,1.74264,-3.15608,NA,NA,-46.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
57881,1.90829,0.536557,-3.87415,NA,NA,-66.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
58045,2.33704,2.19657,-4.52366,NA,NA,NA,NA,NA,NA,NA,-57.144,NA,NA,NA,NA
58299,2.34016,1.34201,-5,NA,NA,NA,NA,NA,NA,NA,-80.308,NA,NA,NA,NA
58465,1.70566,2.04634,-5,NA,NA,-23.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
58697,0.723017,4.31318,-3.77805,NA,-182.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58868,1.36352,3.2255,-3.73813,NA,NA,-69.852,NA,NA,NA,NA,NA,NA,NA,NA,NA
59139,1.35633,2.2668,-3.43553,NA,NA,-44.778,NA,NA,NA,NA,NA,NA,NA,NA,NA
59286,2.66342,1.25367,-4.66601,NA,NA,-34.128,NA,NA,NA,NA,NA,NA,NA,NA,NA
59479,1.41154,2.00126,-4.27069,NA,NA,NA,-19.854,NA,NA,NA,NA,NA,NA,NA,NA
59711,1.44645,2.18746,-5,NA,NA,NA,-34.088,NA,NA,NA,NA,NA,NA,NA,NA
59898,2.45242,2.76834,-4.49509,NA,NA,NA,-42.696,NA,NA,NA,NA,NA,NA,NA,NA
60191,3.69021,1.7221,-5,NA,NA,NA,NA,NA,NA,NA,NA,-108.021,NA,NA,NA
60344,2.10745,2.4242,-5,NA,-28.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60550,3.0336,1.50111,-5,NA,NA,NA,-50.862,NA,NA,NA,NA,NA,NA,NA,NA
60783,3.13753,1.31202,-5,NA,NA,-64.891,NA,NA,NA,NA,NA,NA,NA,NA,NA
60927,1.92062,2.29085,-3.19485,NA,NA,NA,NA,NA,NA,NA,-100.407,NA,NA,NA,NA
61199,1.33714,0.324017,-4.07299,NA,NA,NA,NA,NA,NA,NA,-122.332,NA,NA,NA,NA
61390,1.24679,0.619998,-3.52556,-105.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61580,1.69748,1.3282,-4.56061,NA,NA,-14.172,NA,NA,NA,NA,NA,NA,NA,NA,NA
61608,2.81557,0.634025,-4.19227,NA,NA,-66.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
61874,2.33949,1.65502,-5,NA,NA,NA,NA,NA,NA,NA,NA,-48.549,NA,NA,NA
62036,2.21584,2.62903,-5,NA,NA,NA,-46.63,NA,NA,NA,NA,NA,NA,NA,NA
62265,2.99137,1.56598,-3.62983,NA,NA,NA,NA,NA,NA,NA,NA,-78.743,NA,NA,NA
62551,2.65624,0.705126,-4.04035,NA,NA,NA,-74.293,NA,NA,NA,NA,NA,NA,NA,NA
62703,2.39301,0.507441,-4.38321,NA,NA,NA,-71.976,NA,NA,NA,NA,NA,NA,NA,NA
62813,3.30387,1.61893,-4.89344,NA,NA,NA,NA,NA,NA,-173.809,NA,NA,NA,NA,NA
63167,3.56786,0.581536,-5,-131.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63305,3.89779,1.68069,-5,NA,NA,NA,NA,NA,NA,NA,-150.512,NA,NA,NA,NA
63475,1.94251,1.31952,-4.20957,NA,NA,-21.022,NA,NA,NA,NA,NA,NA,NA,NA,NA
63747,3.48349,1.25987,-4.26171,NA,NA,NA,NA,NA,NA,NA,-114.493,NA,NA,NA,NA
63842,2.67135,2.43937,-4.47471,NA,NA,-37.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
64007,2.51796,2.9989,-5,NA,NA,-73.072,NA,NA,NA,NA,NA,NA,NA,NA,NA
64269,2.08679,2.68423,-3.85851,NA,NA,NA,NA,NA,NA,NA,NA,-48.09,NA,NA,NA
64503,1.91739,1.47529,-3.80548,NA,-10.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64601,2.27392,1.1891,-5,NA,NA,NA,NA,NA,NA,NA,NA,-55.646,NA,NA,NA
64831,1.31958,1.70986,-5,NA,NA,-22.299,NA,NA,NA,NA,NA,NA,NA,NA,NA
65180,2.44095,0.272559,-5,-110.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65308,1.86641,0.788135,-5,NA,NA,NA,-61.119,NA,NA,NA,NA,NA,NA,NA,NA
65423,1.47466,1.92311,-5,NA,NA,NA,NA,NA,NA,NA,NA,-37.204,NA,NA,NA
65770,1.34961,2.13088,-3.46865,NA,NA,NA,-45.249,NA,NA,NA,NA,NA,NA,NA,NA
65888,1.5964,1.93438,-4.8209,NA,-11.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66051,0.861224,2.45172,-4.72105,-58.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66263,1.11601,2.36946,-3.81576,NA,NA,NA,NA,NA,NA,NA,-79.072,NA,NA,NA,NA
66580,0.226764,2.03172,-4.74378,NA,NA,NA,NA,NA,NA,NA,-100.158,NA,NA,NA,NA
66794,0.368909,0.734937,-4.76847,NA,NA,NA,NA,NA,NA,-195.747,NA,NA,NA,NA,NA
66867,-0.586181,0.926106,-4.09079,NA,NA,NA,NA,NA,NA,-284.665,NA,NA,NA,NA,NA
67080,1.18138,0.824452,-4.93431,-71.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67301,0.886044,0.194924,-5,NA,NA,NA,NA,NA,NA,NA,NA,-252.541,NA,NA,NA
67558,4.98319,2.55712,-4.43931,NA,NA,NA,-238.166,NA,NA,NA,NA,NA,NA,NA,NA
67694,3.13938,3.29922,-5,NA,NA,-113.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
67817,2.14862,4.06234,-5,-163.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68159,1.58424,2.88173,-3.7002,NA,NA,NA,NA,NA,NA,NA,NA,-63.974,NA,NA,NA
68383,1.35716,1.45717,-4.08467,NA,NA,NA,-19.234,NA,NA,NA,NA,NA,NA,NA,NA
68478,2.06098,1.63544,-5,NA,-15.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68748,0.760615,2.38974,-4.99875,NA,NA,NA,-52.143,NA,NA,NA,NA,NA,NA,NA,NA
68821,0.847149,2.10618,-5,-57.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69016,0.992358,1.98835,-5,NA,NA,NA,-45.955,NA,NA,NA,NA,NA,NA,NA,NA
69272,-0.0416742,2.30825,-4.50302,NA,NA,NA,-99.401,NA,NA,NA,NA,NA,NA,NA,NA
69568,-0.22896,2.72599,-5,NA,NA,NA,-124.844,NA,NA,NA,NA,NA,NA,NA,NA
69667,-0.890888,1.68868,-4.56667,NA,NA,NA,NA,-225.184,NA,NA,NA,NA,NA,NA,NA
69887,0.537089,1.28432,-4.49181,NA,NA,NA,-72.349,NA,NA,NA,NA,NA,NA,NA,NA
70053,1.51409,0.809713,-4.7246,NA,-44.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70238,1.13545,2.42654,-5,NA,NA,NA,NA,-73.896,NA,NA,NA,NA,NA,NA,NA
70540,1.69498,2.99012,-5,-65.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70614,2.35837,2.4552,-4.65785,-49.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70922,1.63694,1.56092,-3.69267,NA,NA,-17.379,NA,NA,NA,NA,NA,NA,NA,NA,NA
71004,2.08283,1.09364,-3.95151,NA,NA,NA,-30.378,NA,NA,NA,NA,NA,NA,NA,NA
71268,1.37181,1.34825,-4.30053,NA,-9.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71474,1.54313,-0.574845,-5,NA,NA,-304.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
71726,-0.259712,0.82896,-5,NA,NA,NA,NA,-238.224,NA,NA,NA,NA,NA,NA,NA
71948,0.550131,0.613055,-4.38755,NA,-130.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72011,2.89362,2.0737,-5,NA,NA,NA,NA,NA,NA,NA,NA,-64.337,NA,NA,NA
72298,2.07466,2.0154,-5,NA,NA,NA,NA,NA,NA,NA,NA,-47.125,NA,NA,NA
72416,0.755407,2.6445,-5,NA,NA,NA,NA,NA,NA,NA,NA,-82.599,NA,NA,NA
72668,0.371791,1.71249,-5,NA,NA,-66.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
73000,0.221008,1.51308,-5,NA,NA,NA,NA,NA,NA,NA,NA,-111.076,NA,NA,NA
73185,0.67914,2.47274,-4.89014,NA,NA,NA,-55.007,NA,NA,NA,NA,NA,NA,NA,NA
73277,0.812042,2.45116,-4.92648,-56.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73466,2.62111,2.25705,-4.83927,NA,NA,NA,NA,NA,NA,NA,NA,-46.64,NA,NA,NA
73776,2.81386,3.27083,-5,NA,NA,NA,-97.807,NA,NA,NA,NA,NA,NA,NA,NA
73914,2.85828,2.98615,-4.08597,NA,NA,NA,-71.098,NA,NA,NA,NA,NA,NA,NA,NA
74101,3.67083,1.81179,-4.5677,NA,NA,NA,NA,-114.747,NA,NA,NA,NA,NA,NA,NA
74231,1.80286,1.89454,-4.57929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.805
74413,2.45398,1.8985,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.597
74692,2.40492,2.10215,-5,NA,NA,NA,NA,NA,NA,NA,NA,-40.725,NA,NA,NA
74961,0.975805,1.1451,-5,NA,NA,NA,NA,NA,NA,NA,NA,-74.616,NA,NA,NA
75011,2.12827,1.38519,-5,NA,NA,-24.643,NA,NA,NA,NA,NA,NA,NA,NA,NA
75251,0.578429,1.11901,-5,NA,NA,-75.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
75490,0.692268,1.07007,-4.91548,NA,NA,NA,-75.243,NA,NA,NA,NA,NA,NA,NA,NA
75742,1.05732,1.75894,-5,NA,NA,-31.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
75881,1.60484,1.80266,-4.6463,NA,NA,NA,-13.665,NA,NA,NA,NA,NA,NA,NA,NA
76081,2.07353,2.14582,-5,NA,NA,NA,-23.35,NA,NA,NA,NA,NA,NA,NA,NA
76350,1.73902,3.09749,-5,-75.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76449,1.83253,2.29661,-3.43093,NA,NA,-36.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
76680,2.03919,1.64281,-5,-30.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76985,2.68909,1.45983,-5,NA,-36.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77085,2.81776,1.55966,-5,NA,NA,NA,-48.654,NA,NA,NA,NA,NA,NA,NA,NA
77220,2.5342,2.13562,-5,NA,NA,-33.142,NA,NA,NA,NA,NA,NA,NA,NA,NA
77410,2.39595,2.44171,-3.6044,NA,-40.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77714,2.17804,1.61738,-2.94027,NA,NA,-61.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
77825,3.11464,1.9113,-4.23059,NA,NA,NA,NA,NA,NA,NA,-89.442,NA,NA,NA,NA
78062,3.77653,1.34523,-4.99013,NA,-99.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78226,3.97655,0.84234,-4.07317,NA,NA,-128.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
78403,3.94721,1.53048,-3.58073,-163.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78732,2.65454,1.70877,-4.65212,NA,-24.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78988,2.98271,2.66447,-5,NA,NA,NA,NA,-106.812,NA,NA,NA,NA,NA,NA,NA
79090,3.50128,2.61372,-5,NA,NA,NA,NA,NA,NA,NA,NA,-112.075,NA,NA,NA
79268,3.55278,1.09596,-3.41199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.701
79404,3.6295,1.33161,-5,NA,NA,-90.409,NA,NA,NA,NA,NA,NA,NA,NA,NA
79680,3.13123,1.0819,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.259
79821,2.54261,1.08848,-5,NA,NA,NA,NA,NA,NA,NA,NA,-74.891,NA,NA,NA
80133,1.68972,0.609554,-5,NA,NA,NA,-78.652,NA,NA,NA,NA,NA,NA,NA,NA
80358,1.617,3.23349,-5,NA,NA,NA,NA,NA,NA,NA,NA,-82.45,NA,NA,NA
80566,0.0755376,4.15926,-5,NA,NA,-202.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
80654,0.141569,3.68577,-5,NA,NA,NA,-155.314,NA,NA,NA,NA,NA,NA,NA,NA
80832,-0.333191,2.13807,-5,NA,NA,NA,NA,NA,NA,NA,-146.287,NA,NA,NA,NA
81087,0.258079,3.91338,-5,NA,NA,-164.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
81335,1.45619,2.32222,-5,NA,-25.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81494,1.03066,2.94748,-4.9158,NA,-57.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81715,-0.0772649,2.80454,-5,NA,NA,NA,-122.752,NA,NA,NA,NA,NA,NA,NA,NA
81875,-0.79441,2.48111,-4.35717,NA,NA,NA,-177.571,NA,NA,NA,NA,NA,NA,NA,NA
82009,0.0363666,3.46081,-4.64577,NA,-134.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82354,-0.251335,2.83404,-5,NA,NA,NA,-132.166,NA,NA,NA,NA,NA,NA,NA,NA
82406,0.319566,2.21834,-5,NA,NA,NA,-72.808,NA,NA,NA,NA,NA,NA,NA,NA
82611,1.55836,2.2412,-4.81253,NA,-17.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82814,0.70854,1.30808,-5,NA,NA,NA,NA,-104.088,NA,NA,NA,NA,NA,NA,NA
83060,-0.118124,1.33671,-4.79812,NA,NA,NA,NA,NA,NA,NA,NA,-127.929,NA,NA,NA
83365,1.10716,2.5662,-3.3315,NA,NA,NA,NA,NA,NA,NA,NA,-91.965,NA,NA,NA
83511,0.332105,2.55784,-4.5606,NA,NA,NA,-74.916,NA,NA,NA,NA,NA,NA,NA,NA
83645,0.759613,2.57837,-4.16095,NA,-47.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83918,0.763402,2.85666,-3.62021,NA,-69.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84084,0.75301,2.84113,-5,NA,NA,NA,NA,NA,NA,NA,-107.625,NA,NA,NA,NA
84231,1.2268,2.52749,-5,-48.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84565,2.89661,4.04196,-4.77704,NA,NA,-162.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
84773,2.60504,3.69293,-3.52076,-160.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84943,1.79652,2.12829,-4.21328,NA,NA,NA,NA,NA,NA,NA,-57.794,NA,NA,NA,NA
85078,1.66001,0.852643,-4.89615,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.444,NA,NA
85234,1.58043,0.663521,-4.80841,NA,NA,NA,NA,NA,NA,NA,-85.146,NA,NA,NA,NA
85458,2.96867,0.726014,-5,-87.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85622,2.55714,1.83709,-4.11411,NA,NA,NA,NA,NA,NA,NA,-63.807,NA,NA,NA,NA
85967,2.77779,1.03651,-3.53994,NA,NA,NA,-65.603,NA,NA,NA,NA,NA,NA,NA,NA
86016,1.92014,0.871444,-5,NA,NA,NA,NA,NA,NA,NA,NA,-71.315,NA,NA,NA
86383,2.26934,2.46346,-5,NA,NA,-42.779,NA,NA,NA,NA,NA,NA,NA,NA,NA
86472,1.37595,0.950626,-5,NA,NA,NA,NA,NA,NA,-142.967,NA,NA,NA,NA,NA
86697,0.887268,1.20199,-5,NA,NA,-53.872,NA,NA,NA,NA,NA,NA,NA,NA,NA
86869,2.30348,1.84777,-4.8236,NA,NA,NA,-25.927,NA,NA,NA,NA,NA,NA,NA,NA
87088,0.74229,0.946911,-5,NA,NA,NA,NA,NA,NA,NA,NA,-130.674,NA,NA,NA
87222,0.482611,1.49289,-5,NA,-65.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87415,0.402504,3.09571,-4.29317,NA,NA,NA,NA,NA,NA,NA,NA,-101.124,NA,NA,NA
87790,-0.193896,2.47667,-4.25853,NA,NA,NA,NA,NA,NA,NA,NA,-140.171,NA,NA,NA
87980,0.902944,3.254,-2.85674,NA,NA,NA,-146.825,NA,NA,NA,NA,NA,NA,NA,NA
88195,0.632733,3.8958,-4.18733,NA,NA,NA,-148.414,NA,NA,NA,NA,NA,NA,NA,NA
88303,1.88501,1.95491,-4.37487,NA,NA,NA,-15.713,NA,NA,NA,NA,NA,NA,NA,NA
88476,2.20561,1.16319,-5,NA,NA,-28.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
88607,2.44609,0.309715,-5,NA,NA,NA,NA,NA,NA,NA,-143.15,NA,NA,NA,NA
88911,1.8995,1.7073,-5,NA,NA,NA,NA,NA,NA,-122.938,NA,NA,NA,NA,NA
89098,0.533686,2.61336,-5,NA,NA,NA,NA,NA,NA,NA,-101.12,NA,NA,NA,NA
89303,1.35072,1.24152,-4.73805,-42.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89409,2.25233,1.24833,-3.94544,-41.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89606,2.60518,0.520022,-4.72236,NA,NA,NA,NA,NA,NA,NA,NA,NA,-155.9,NA,NA
89964,2.76211,1.60587,-5,-64.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90168,1.96357,0.957123,-4.49096,NA,NA,NA,NA,NA,NA,NA,-65.479,NA,NA,NA,NA
90349,2.26917,0.0106021,-5,NA,NA,NA,NA,NA,NA,NA,-176.633,NA,NA,NA,NA
90555,2.9819,0.831744,-5,NA,NA,-76.163,NA,NA,NA,NA,NA,NA,NA,NA,NA
90712,3.09127,1.77411,-5,NA,-50.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90892,1.64219,1.76287,-5,-28.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91195,0.883496,3.02721,-5,NA,NA,NA,NA,NA,NA,-194.052,NA,NA,NA,NA,NA
91351,1.26928,3.08055,-5,NA,NA,NA,NA,NA,NA,-186.44,NA,NA,NA,NA,NA
91470,1.47,2.22362,-4.7309,NA,NA,NA,NA,NA,NA,-142.98,NA,NA,NA,NA,NA
91651,1.78748,3.44024,-4.47468,-82.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91921,0.702565,3.59852,-5,NA,NA,NA,NA,NA,NA,NA,-146.952,NA,NA,NA,NA
92079,2.05189,1.849,-5,NA,NA,NA,NA,NA,NA,NA,-79.06,NA,NA,NA,NA
92214,1.90128,1.14663,-4.8217,NA,-18.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92582,3.07851,1.42902,-5,NA,NA,NA,NA,-98.182,NA,NA,NA,NA,NA,NA,NA
92659,2.29015,2.94922,-5,NA,NA,-55.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
92952,1.49864,2.10792,-5,NA,NA,NA,-23.231,NA,NA,NA,NA,NA,NA,NA,NA
93001,1.99338,2.52634,-5,NA,-30.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93400,2.59114,1.45293,-5,NA,NA,NA,-34.76,NA,NA,NA,NA,NA,NA,NA,NA
93522,3.56782,1.16493,-5,NA,NA,NA,-96.702,NA,NA,NA,NA,NA,NA,NA,NA
93618,4.36405,0.591541,-4.5399,NA,NA,NA,-180.952,NA,NA,NA,NA,NA,NA,NA,NA
93993,2.99791,0.0539179,-4.72807,-151.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94187,2.15792,0.322769,-5,NA,NA,NA,NA,NA,NA,NA,-126.317,NA,NA,NA,NA
94328,1.5938,0.272076,-3.8123,NA,NA,-119.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
94587,2.76426,0.213524,-4.3633,NA,-108.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94722,3.05554,-0.178711,-4.86696,NA,NA,NA,NA,-228.498,NA,NA,NA,NA,NA,NA,NA
94948,2.24976,1.02069,-3.88014,NA,-29.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95185,1.95931,1.08586,-2.67672,NA,NA,NA,-97.643,NA,NA,NA,NA,NA,NA,NA,NA
95321,0.443902,2.61593,-4.29401,-86.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95489,0.293372,3.10171,-4.01127,NA,NA,NA,-108.035,NA,NA,NA,NA,NA,NA,NA,NA
95712,0.864588,1.6131,-5,NA,NA,NA,-43.701,NA,NA,NA,NA,NA,NA,NA,NA
95907,1.02377,2.6708,-5,NA,NA,-57.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
96038,0.89196,1.74162,-5,NA,-40.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96312,2.37496,0.581465,-4.78501,NA,-62.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96520,2.7511,2.85436,-5,NA,NA,-66.209,NA,NA,NA,NA,NA,NA,NA,NA,NA
96712,3.5402,2.60262,-5,NA,NA,-98.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
96989,2.41041,2.48805,-5,NA,NA,-39.613,NA,NA,NA,NA,NA,NA,NA,NA,NA
97033,1.13819,3.31421,-4.33736,NA,NA,-78.192,NA,NA,NA,NA,NA,NA,NA,NA,NA
97319,1.14361,3.74496,-4.09018,NA,-104.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97417,1.55963,2.12108,-5,NA,-20.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97667,2.12645,2.19213,-5,NA,NA,NA,-31.415,NA,NA,NA,NA,NA,NA,NA,NA
97963,3.44355,1.60649,-4.8196,NA,-68.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98061,2.52295,1.67204,-4.41573,-39.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98282,2.38227,1.55614,-5,NA,NA,-28.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
98576,1.22679,2.71876,-4.66046,NA,NA,-42.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
98717,1.27474,2.9599,-5,-72.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98938,0.603276,2.03145,-5,NA,NA,NA,-59.207,NA,NA,NA,NA,NA,NA,NA,NA
99190,0.702542,3.79305,-5,NA,NA,NA,NA,-172.172,NA,NA,NA,NA,NA,NA,NA
