id,x0,x1,x2,fitness-4,fitness-3.5,fitness-5,fitness-4.5,fitness-3,fitness-1.5,fitness-2.5,fitness-2
63924,-1.05482,4.94667,-5,NA,NA,NA,-95.796,NA,NA,NA,NA
64097,-0.183978,5,-5,NA,-225.147,NA,NA,NA,NA,NA,NA
64259,-1.51529,5,-4.78643,-84.863,NA,NA,NA,NA,NA,NA,NA
64483,-1.55506,5,-4.05222,NA,NA,NA,NA,-172.376,NA,NA,NA
64749,-1.26055,5,-5,NA,NA,NA,NA,NA,NA,NA,-256.512
64819,-0.560092,3.86792,-5,NA,NA,NA,NA,-197.439,NA,NA,NA
65031,-1.08278,3.85947,-5,NA,NA,-78.21,NA,NA,NA,NA,NA
65228,-0.842938,5,-4.86745,NA,NA,-123.84,NA,NA,NA,NA,NA
65466,-1.2923,5,-5,NA,NA,-93.284,NA,NA,NA,NA,NA
65730,-0.228571,5,-5,NA,NA,-175.179,NA,NA,NA,NA,NA
65891,-1.03521,5,-3.50092,NA,NA,-149.724,NA,NA,NA,NA,NA
66075,-2.89508,4.55563,-4.09055,NA,NA,-94.685,NA,NA,NA,NA,NA
66363,-2.7964,5,-5,NA,NA,NA,-90.402,NA,NA,NA,NA
66537,-1.84371,3.70283,-5,-42.447,NA,NA,NA,NA,NA,NA,NA
66728,-0.853958,3.74722,-5,NA,NA,NA,-71.146,NA,NA,NA,NA
66865,-1.364,5,-4.28981,-109.806,NA,NA,NA,NA,NA,NA,NA
67165,-0.952632,3.78788,-4.12184,NA,NA,-100.219,NA,NA,NA,NA,NA
67343,-2.21323,5,-4.25499,NA,NA,-91.583,NA,NA,NA,NA,NA
67535,-3.48707,4.37225,-4.53449,NA,NA,-112.847,NA,NA,NA,NA,NA
67737,-4.08303,3.54641,-4.42486,NA,NA,-163.044,NA,NA,NA,NA,NA
67840,-2.63045,5,-3.55058,NA,NA,-130.655,NA,NA,NA,NA,NA
68102,-2.95796,3.59899,-4.02442,NA,NA,-97.23,NA,NA,NA,NA,NA
68396,-1.90727,3.67888,-3.83695,NA,NA,NA,-90.919,NA,NA,NA,NA
68439,-1.02325,4.10546,-4.98265,NA,-92.256,NA,NA,NA,NA,NA,NA
68793,-1.47133,3.54866,-5,NA,NA,NA,-4.941,NA,NA,NA,NA
68869,-2.66032,4.25428,-4.68496,NA,NA,-76.019,NA,NA,NA,NA,NA
69076,-2.74366,4.16193,-4.31796,NA,NA,NA,-80.153,NA,NA,NA,NA
69275,-3.50237,4.03067,-5,NA,NA,-109.338,NA,NA,NA,NA,NA
69440,-3.28323,4.54249,-4.54713,NA,NA,NA,-101.345,NA,NA,NA,NA
69743,-2.71546,4.92438,-5,-86.286,NA,NA,NA,NA,NA,NA,NA
69935,-1.20847,4.27556,-5,NA,-99.438,NA,NA,NA,NA,NA,NA
70190,-1.25164,4.74602,-4.57007,NA,-137.655,NA,NA,NA,NA,NA,NA
70354,-1.26508,5,-4.33553,-108.527,NA,NA,NA,NA,NA,NA,NA
70460,-1.6821,5,-4.80436,NA,NA,NA,NA,-162.371,NA,NA,NA
70782,-1.77536,5,-5,NA,NA,NA,NA,-136.341,NA,NA,NA
70855,-1.20462,5,-4.47774,NA,-128.334,NA,NA,NA,NA,NA,NA
71004,-2.09171,4.62537,-4.97576,NA,NA,-55.87,NA,NA,NA,NA,NA
71214,-2.79152,5,-5,NA,NA,-94.17,NA,NA,NA,NA,NA
71461,-2.55083,4.38137,-5,NA,-93.49,NA,NA,NA,NA,NA,NA
71756,-1.5542,5,-5,NA,NA,-77.733,NA,NA,NA,NA,NA
71991,-1.31674,3.45074,-4.6266,-39.714,NA,NA,NA,NA,NA,NA,NA
72066,-1.87128,3.90321,-5,NA,NA,-42.017,NA,NA,NA,NA,NA
72274,-2.39391,3.92611,-5,NA,NA,-62.255,NA,NA,NA,NA,NA
72570,-1.4958,4.924,-4.40885,NA,-111.929,NA,NA,NA,NA,NA,NA
72710,-1.62236,5,-4.22451,NA,NA,-98.581,NA,NA,NA,NA,NA
72995,-1.28842,4.50384,-4.97017,NA,NA,-65.1,NA,NA,NA,NA,NA
73107,-1.9641,4.64105,-4.21774,NA,NA,-89.034,NA,NA,NA,NA,NA
73399,-3.11342,5,-5,NA,NA,-111.136,NA,NA,NA,NA,NA
73446,-1.87274,5,-4.45447,NA,NA,-81.238,NA,NA,NA,NA,NA
73636,-1.43486,4.41094,-5,NA,NA,-65.46,NA,NA,NA,NA,NA
73946,-1.24194,4.97815,-5,-92.125,NA,NA,NA,NA,NA,NA,NA
74134,-0.866493,3.99101,-5,NA,NA,NA,-69.389,NA,NA,NA,NA
74202,-0.615852,4.9097,-5,NA,NA,-125.191,NA,NA,NA,NA,NA
74424,0.217084,5,-5,NA,NA,-192.748,NA,NA,NA,NA,NA
74638,0.365563,5,-5,NA,NA,NA,-245.574,NA,NA,NA,NA
74873,-1.53794,4.6639,-5,NA,NA,-64.948,NA,NA,NA,NA,NA
75185,-2.12433,4.46941,-4.54247,NA,-101.249,NA,NA,NA,NA,NA,NA
75375,-1.70249,4.63998,-5,NA,NA,NA,NA,NA,NA,-181.443,NA
75404,-3.09592,4.64634,-3.98512,-112.826,NA,NA,NA,NA,NA,NA,NA
75634,-2.0079,4.20928,-4.96158,NA,NA,NA,NA,-77.184,NA,NA,NA
75912,-0.95464,4.46014,-5,NA,NA,NA,-82.05,NA,NA,NA,NA
76151,-1.25169,3.92219,-5,NA,NA,NA,-27.902,NA,NA,NA,NA
76201,-1.54891,4.06922,-5,NA,NA,-45.877,NA,NA,NA,NA,NA
76518,-3.49862,3.5723,-5,NA,NA,-106.764,NA,NA,NA,NA,NA
76681,-1.54782,3.37293,-4.68122,NA,NA,-54.811,NA,NA,NA,NA,NA
76825,-2.04192,3.55877,-5,NA,NA,NA,-34.925,NA,NA,NA,NA
77081,-1.47261,4.52252,-5,NA,NA,-60.447,NA,NA,NA,NA,NA
77332,-1.46878,5,-5,NA,NA,NA,-75.595,NA,NA,NA,NA
77403,-2.4479,5,-5,NA,NA,-82.511,NA,NA,NA,NA,NA
77716,-2.82797,5,-5,NA,NA,-96.074,NA,NA,NA,NA,NA
77844,-1.63027,5,-4.96422,NA,NA,-73.149,NA,NA,NA,NA,NA
78169,-1.81437,5,-4.98094,NA,NA,-74.705,NA,NA,NA,NA,NA
78298,-1.72546,3.9293,-5,NA,NA,-50.782,NA,NA,NA,NA,NA
78517,-2.29587,3.80277,-3.28065,NA,NA,-97.008,NA,NA,NA,NA,NA
78619,-1.83437,3.44679,-4.26174,NA,NA,-74.397,NA,NA,NA,NA,NA
78984,-2.84573,3.62595,-4.31463,NA,NA,-81.047,NA,NA,NA,NA,NA
79038,-3.19811,5,-4.34564,-119.898,NA,NA,NA,NA,NA,NA,NA
79398,-3.14992,5,-4.54687,-118.555,NA,NA,NA,NA,NA,NA,NA
79540,-3.53949,4.15209,-5,NA,NA,-109.998,NA,NA,NA,NA,NA
79763,-2.01422,2.79298,-4.67616,NA,NA,-83.008,NA,NA,NA,NA,NA
79969,-1.49217,4.56945,-4.74638,NA,NA,-60.149,NA,NA,NA,NA,NA
80008,-1.22923,5,-5,NA,NA,NA,-88.079,NA,NA,NA,NA
80281,-1.80456,4.44236,-4.62665,NA,NA,-57.519,NA,NA,NA,NA,NA
80467,-2.3954,4.60393,-4.0513,NA,NA,-83.87,NA,NA,NA,NA,NA
80766,-2.81972,4.50905,-4.03082,-99.927,NA,NA,NA,NA,NA,NA,NA
80807,-2.48229,4.46816,-3.72717,NA,NA,NA,-94.15,NA,NA,NA,NA
81064,-2.15064,4.35669,-3.8278,NA,NA,-86.709,NA,NA,NA,NA,NA
81353,-1.79748,3.92401,-5,NA,NA,-47.687,NA,NA,NA,NA,NA
81533,-1.26576,4.41418,-5,NA,NA,-69.833,NA,NA,NA,NA,NA
81704,-1.67275,5,-5,NA,NA,-72.62,NA,NA,NA,NA,NA
81908,-0.704881,4.36134,-4.44932,NA,NA,-90.572,NA,NA,NA,NA,NA
82198,-1.28505,5,-4.48952,NA,NA,NA,-100.645,NA,NA,NA,NA
82248,-3.06452,5,-5,NA,NA,NA,-103.181,NA,NA,NA,NA
82432,-2.1671,5,-4.56731,NA,NA,-81.186,NA,NA,NA,NA,NA
82719,-2.30095,4.37403,-5,-60.686,NA,NA,NA,NA,NA,NA,NA
82826,-3.00794,3.69498,-5,-74.241,NA,NA,NA,NA,NA,NA,NA
83018,-1.75083,4.02093,-5,-46.07,NA,NA,NA,NA,NA,NA,NA
83320,-2.24568,4.70735,-5,NA,NA,-74.264,NA,NA,NA,NA,NA
83436,-2.33609,5,-5,NA,-84.161,NA,NA,NA,NA,NA,NA
83648,-1.86547,2.97748,-5,NA,NA,NA,-68.783,NA,NA,NA,NA
83862,-2.17804,3.31083,-5,NA,NA,-60.346,NA,NA,NA,NA,NA
84015,-1.92051,3.01315,-5,NA,NA,-64.318,NA,NA,NA,NA,NA
84394,-1.52698,1.76375,-5,NA,NA,-228.406,NA,NA,NA,NA,NA
84575,-1.34317,4.2189,-5,NA,NA,-55.995,NA,NA,NA,NA,NA
84603,-2.46032,5,-4.87123,NA,NA,-82.778,NA,NA,NA,NA,NA
84847,-2.80936,5,-5,NA,NA,NA,NA,-130.326,NA,NA,NA
85089,-3.68324,4.65686,-5,NA,NA,NA,NA,-178.174,NA,NA,NA
85333,-3.90693,5,-5,-167.621,NA,NA,NA,NA,NA,NA,NA
85474,-3.25353,5,-5,NA,NA,NA,-110.691,NA,NA,NA,NA
85633,-2.49017,5,-5,-91.222,NA,NA,NA,NA,NA,NA,NA
85813,-2.18174,4.67084,-5,NA,NA,-66.815,NA,NA,NA,NA,NA
86060,-2.65227,3.73792,-4.90889,NA,NA,NA,-74.51,NA,NA,NA,NA
86387,-2.58109,4.2491,-4.97603,NA,NA,-73.017,NA,NA,NA,NA,NA
86578,-2.48372,4.6533,-5,NA,NA,-71.291,NA,NA,NA,NA,NA
86744,-4.20885,5,-5,NA,NA,NA,-193.045,NA,NA,NA,NA
86976,-2.38286,3.85619,-5,NA,NA,-64.993,NA,NA,NA,NA,NA
87118,-1.59365,3.57027,-5,NA,NA,-43.371,NA,NA,NA,NA,NA
87356,-1.25393,4.62586,-5,NA,NA,-70.636,NA,NA,NA,NA,NA
87412,-1.87242,5,-5,NA,NA,NA,-73.709,NA,NA,NA,NA
87714,-2.09453,4.80564,-5,NA,NA,-62.892,NA,NA,NA,NA,NA
87938,-2.2438,3.7226,-5,NA,NA,NA,-41.655,NA,NA,NA,NA
88023,-2.60607,3.28776,-5,-99.58,NA,NA,NA,NA,NA,NA,NA
88366,-2.68753,3.54505,-5,NA,NA,NA,-60.911,NA,NA,NA,NA
88586,-2.66484,5,-4.69362,NA,-106.401,NA,NA,NA,NA,NA,NA
88796,-2.41556,4.8137,-5,NA,-101.155,NA,NA,NA,NA,NA,NA
88906,-1.8789,4.56587,-3.59619,NA,NA,NA,-104.202,NA,NA,NA,NA
89146,-2.35572,4.16346,-3.55105,NA,-139.866,NA,NA,NA,NA,NA,NA
89346,-2.80661,5,-4.10109,NA,NA,NA,NA,-169.306,NA,NA,NA
89516,-2.11769,4.94637,-5,NA,NA,NA,NA,-143.198,NA,NA,NA
89664,-1.68008,5,-5,NA,-103.163,NA,NA,NA,NA,NA,NA
89852,-2.78072,5,-5,-91.35,NA,NA,NA,NA,NA,NA,NA
90020,-3.55997,5,-4.65318,NA,-162.893,NA,NA,NA,NA,NA,NA
90233,-4.53849,4.79008,-5,NA,NA,NA,-220.41,NA,NA,NA,NA
90571,-5,5,-4.63088,NA,NA,-297.204,NA,NA,NA,NA,NA
90681,-2.89309,5,-4.18,NA,NA,-113.227,NA,NA,NA,NA,NA
90877,-2.55181,4.65229,-4.51373,NA,NA,NA,-69.926,NA,NA,NA,NA
91114,-1.60188,4.20193,-5,NA,NA,-36.61,NA,NA,NA,NA,NA
91284,-1.46882,3.44207,-5,NA,NA,-62.202,NA,NA,NA,NA,NA
91507,-2.88759,4.07602,-4.25521,NA,NA,-86.646,NA,NA,NA,NA,NA
91648,-2.2421,3.3489,-5,NA,NA,-51.508,NA,NA,NA,NA,NA
91960,-2.29136,4.24085,-4.15138,NA,NA,-82.437,NA,NA,NA,NA,NA
92181,-1.96733,3.46852,-4.96255,NA,NA,-63.209,NA,NA,NA,NA,NA
92210,-1.442,4.155,-4.29611,NA,NA,-49.404,NA,NA,NA,NA,NA
92410,-1.09868,3.73898,-4.13217,-92.556,NA,NA,NA,NA,NA,NA,NA
92746,-0.225046,4.31669,-4.40818,-233.202,NA,NA,NA,NA,NA,NA,NA
92884,-1.50795,5,-5,NA,NA,-83.953,NA,NA,NA,NA,NA
93140,-1.71967,4.85344,-5,NA,NA,-77.956,NA,NA,NA,NA,NA
93280,-2.41767,4.50823,-4.10669,NA,NA,-79.9,NA,NA,NA,NA,NA
93586,-3.49098,4.10013,-5,NA,NA,-107.69,NA,NA,NA,NA,NA
93784,-2.51925,5,-5,NA,NA,-86.429,NA,NA,NA,NA,NA
93847,-0.998219,5,-4.87064,NA,NA,-90.117,NA,NA,NA,NA,NA
94004,-1.58821,4.68316,-5,NA,NA,NA,-54.194,NA,NA,NA,NA
94237,-1.99115,4.16636,-5,NA,-82.937,NA,NA,NA,NA,NA,NA
94566,-0.934271,4.78483,-5,NA,NA,NA,-96.503,NA,NA,NA,NA
94623,-1.53885,4.24021,-5,NA,NA,-51.627,NA,NA,NA,NA,NA
94863,-0.524995,4.50324,-5,NA,NA,-127.517,NA,NA,NA,NA,NA
95177,-1.6504,4.18617,-5,NA,NA,-34.498,NA,NA,NA,NA,NA
95258,-0.926275,3.87233,-3.93978,-157.273,NA,NA,NA,NA,NA,NA,NA
95415,-1.18795,3.26669,-5,NA,NA,NA,NA,NA,NA,-238.524,NA
95780,-0.7954,2.88629,-5,NA,-281.985,NA,NA,NA,NA,NA,NA
95880,-1.64203,3.32034,-5,NA,NA,-39.225,NA,NA,NA,NA,NA
96109,-1.53911,2.28068,-5,NA,NA,NA,-168.999,NA,NA,NA,NA
96348,-1.62567,2.53502,-4.86158,NA,NA,-91.952,NA,NA,NA,NA,NA
96449,-2.63533,2.91086,-4.59632,NA,NA,NA,-92.841,NA,NA,NA,NA
96706,-1.84022,3.71335,-4.56862,NA,NA,NA,-31.011,NA,NA,NA,NA
96835,-2.52832,4.04048,-5,NA,NA,-60.783,NA,NA,NA,NA,NA
97048,-1.89576,4.48041,-5,NA,NA,NA,-48.842,NA,NA,NA,NA
97240,-1.66898,4.90226,-5,NA,NA,-76.657,NA,NA,NA,NA,NA
97574,-2.85448,3.33982,-4.20082,NA,NA,NA,-81.598,NA,NA,NA,NA
97748,-2.69379,3.27746,-5,NA,NA,-85.754,NA,NA,NA,NA,NA
97818,-3.11898,2.89857,-4.53746,NA,NA,-110.207,NA,NA,NA,NA,NA
98163,-4.0801,3.13076,-5,NA,-175.683,NA,NA,NA,NA,NA,NA
98266,-3.67848,1.71207,-5,-228.745,NA,NA,NA,NA,NA,NA,NA
98590,-2.7567,4.25656,-5,NA,NA,NA,-66.511,NA,NA,NA,NA
98637,-3.6586,4.10176,-4.57604,NA,NA,-123.512,NA,NA,NA,NA,NA
98955,-2.51707,3.56782,-5,NA,NA,-63.349,NA,NA,NA,NA,NA
99146,-2.72641,4.00588,-5,NA,NA,-66.154,NA,NA,NA,NA,NA
99397,-2.65036,5,-4.64922,NA,NA,-93.059,NA,NA,NA,NA,NA
99574,-2.77779,3.59886,-4.31401,NA,NA,NA,-76.706,NA,NA,NA,NA
99677,-2.37631,5,-5,NA,NA,-78.787,NA,NA,NA,NA,NA
99959,-2.0601,4.17575,-5,-41.027,NA,NA,NA,NA,NA,NA,NA
100027,-1.10189,4.66524,-5,NA,NA,NA,NA,-111.885,NA,NA,NA
100242,0.174768,4.00575,-4.84681,NA,NA,NA,NA,NA,NA,NA,-450.731
100509,-0.644895,5,-5,NA,NA,NA,NA,-223.834,NA,NA,NA
100726,-1.17251,4.95753,-4.723,-111.095,NA,NA,NA,NA,NA,NA,NA
100851,-1.34796,3.98096,-4.54853,-26.73,NA,NA,NA,NA,NA,NA,NA
101177,-0.863833,4.62856,-5,NA,NA,NA,-111.54,NA,NA,NA,NA
101379,-1.57851,4.34683,-5,NA,NA,-49.994,NA,NA,NA,NA,NA
101535,-1.30415,4.46968,-4.68777,NA,NA,-63.265,NA,NA,NA,NA,NA
101775,-3.30695,4.55128,-4.88562,NA,NA,-102.446,NA,NA,NA,NA,NA
101927,-1.28932,4.8806,-5,NA,NA,-79.986,NA,NA,NA,NA,NA
102029,-1.87438,5,-5,NA,NA,-77.972,NA,NA,NA,NA,NA
102291,-0.573092,5,-5,NA,NA,-128.175,NA,NA,NA,NA,NA
102448,-1.40164,3.5952,-2.9872,NA,NA,-178.074,NA,NA,NA,NA,NA
102764,-0.751694,4.45627,-3.92743,NA,NA,NA,-135.422,NA,NA,NA,NA
102868,-0.81812,3.71643,-4.48687,NA,NA,NA,-87.83,NA,NA,NA,NA
103122,-0.645058,5,-4.14383,-163.818,NA,NA,NA,NA,NA,NA,NA
103289,-0.621955,5,-4.06292,-165.913,NA,NA,NA,NA,NA,NA,NA
103407,-0.721504,4.19336,-4.91361,NA,NA,-140.734,NA,NA,NA,NA,NA
103725,-2.01092,4.30511,-5,NA,NA,NA,-35.991,NA,NA,NA,NA
103846,-3.28697,3.36192,-5,-120.11,NA,NA,NA,NA,NA,NA,NA
104179,-2.947,5,-5,-100.154,NA,NA,NA,NA,NA,NA,NA
104330,-3.09651,4.77407,-3.96624,NA,NA,-117.564,NA,NA,NA,NA,NA
104585,-3.63338,4.80713,-5,NA,NA,-139.95,NA,NA,NA,NA,NA
104780,-3.2465,4.51339,-4.61112,NA,-119.533,NA,NA,NA,NA,NA,NA
104987,-1.69778,4.4709,-4.55705,NA,-86.726,NA,NA,NA,NA,NA,NA
105122,-2.16784,4.21263,-4.60971,NA,NA,-55.919,NA,NA,NA,NA,NA
105255,-1.85648,5,-4.12072,NA,NA,-91.787,NA,NA,NA,NA,NA
105460,-2.33212,5,-5,NA,NA,-76.656,NA,NA,NA,NA,NA
105725,-2.43261,4.63813,-5,NA,NA,NA,-61.559,NA,NA,NA,NA
105959,-1.5933,4.77912,-5,NA,NA,-76.704,NA,NA,NA,NA,NA
106114,-2.02639,5,-5,-85.681,NA,NA,NA,NA,NA,NA,NA
106352,-1.20747,4.60508,-4.64534,NA,NA,-77.312,NA,NA,NA,NA,NA
106488,-1.80098,5,-4.91861,NA,NA,NA,-75.355,NA,NA,NA,NA
106751,-1.76352,5,-3.49815,NA,NA,-122.808,NA,NA,NA,NA,NA
106838,-1.39073,3.30516,-5,NA,NA,-76.39,NA,NA,NA,NA,NA
107074,-1.69464,3.44337,-5,NA,NA,NA,-19.819,NA,NA,NA,NA
107285,-1.39717,3.40688,-5,-14.181,NA,NA,NA,NA,NA,NA,NA
107418,-1.66907,5,-4.80949,-87.017,NA,NA,NA,NA,NA,NA,NA
107747,-2.01918,4.42536,-4.39436,NA,NA,-57.036,NA,NA,NA,NA,NA
107991,-1.62628,4.87547,-4.08919,NA,NA,-88.419,NA,NA,NA,NA,NA
108091,-1.94655,5,-4.08875,NA,NA,NA,-94.569,NA,NA,NA,NA
108364,-2.95196,5,-3.82942,NA,NA,-122.969,NA,NA,NA,NA,NA
108538,-2.29993,5,-5,NA,NA,-76.698,NA,NA,NA,NA,NA
108728,-3.20829,5,-4.1814,NA,NA,-122.799,NA,NA,NA,NA,NA
108957,-3.96824,5,-3.61607,NA,NA,NA,-202.36,NA,NA,NA,NA
109169,-3.04287,3.8513,-4.35431,-94.924,NA,NA,NA,NA,NA,NA,NA
109209,-3.35516,4.74914,-3.70645,NA,NA,NA,-140.614,NA,NA,NA,NA
109516,-3.14333,4.50731,-3.92385,NA,NA,NA,-109.83,NA,NA,NA,NA
109729,-3.33518,4.63087,-3.75165,-137.213,NA,NA,NA,NA,NA,NA,NA
109907,-1.94472,4.94877,-5,NA,NA,NA,-70.719,NA,NA,NA,NA
110190,-2.85747,4.40541,-4.13953,NA,NA,-92.778,NA,NA,NA,NA,NA
110294,-3.12305,3.97073,-4.69779,NA,NA,-85.936,NA,NA,NA,NA,NA
110490,-2.39894,3.93532,-4.72798,NA,NA,-63.62,NA,NA,NA,NA,NA
110783,-0.560079,3.8444,-5,-114.084,NA,NA,NA,NA,NA,NA,NA
110802,-1.53456,4.82594,-4.76938,NA,NA,-72.026,NA,NA,NA,NA,NA
111009,-2.38948,3.76753,-5,NA,NA,-65.361,NA,NA,NA,NA,NA
111360,-1.28815,3.35194,-5,NA,-105.061,NA,NA,NA,NA,NA,NA
111546,-2.40545,3.66485,-4.80331,-69.365,NA,NA,NA,NA,NA,NA,NA
111705,-2.08082,3.16197,-5,-56.594,NA,NA,NA,NA,NA,NA,NA
111895,-0.544247,3.94185,-5,NA,NA,NA,-104.208,NA,NA,NA,NA
112025,-1.03057,3.94055,-5,NA,NA,NA,-47.467,NA,NA,NA,NA
112290,-3.70677,4.57849,-5,NA,NA,-136.184,NA,NA,NA,NA,NA
112571,-2.96706,5,-3.5989,NA,NA,-135.477,NA,NA,NA,NA,NA
112785,-2.91588,4.28646,-3.17919,NA,NA,-156.205,NA,NA,NA,NA,NA
112880,-4.28089,4.10294,-4.7196,NA,NA,-174.56,NA,NA,NA,NA,NA
113105,-3.50964,4.39195,-5,NA,NA,NA,-111.216,NA,NA,NA,NA
113379,-1.50757,5,-5,NA,NA,-83.988,NA,NA,NA,NA,NA
113429,-1.4349,5,-5,NA,NA,NA,-74.512,NA,NA,NA,NA
113794,-1.31857,5,-5,NA,-126.594,NA,NA,NA,NA,NA,NA
113838,-1.99706,3.81443,-5,NA,-41.903,NA,NA,NA,NA,NA,NA
114176,-3.60168,3.82907,-5,NA,NA,NA,NA,NA,NA,-186.678,NA
114280,-3.04852,3.58745,-5,NA,NA,NA,NA,-122.338,NA,NA,NA
114573,-2.00915,4.32597,-3.64586,NA,NA,NA,-74.781,NA,NA,NA,NA
114670,-1.91224,4.38899,-3.94925,NA,NA,NA,-74.747,NA,NA,NA,NA
114850,-2.18407,5,-3.61198,NA,NA,NA,-113.174,NA,NA,NA,NA
115061,-3.0469,5,-2.72424,-216.531,NA,NA,NA,NA,NA,NA,NA
115213,-2.76585,4.87425,-3.53655,NA,NA,NA,-125.259,NA,NA,NA,NA
115471,-3.45166,4.80895,-3.28184,NA,NA,-178.434,NA,NA,NA,NA,NA
115649,-2.5264,4.88311,-3.60447,NA,NA,-116.791,NA,NA,NA,NA,NA
115952,-2.93087,5,-5,NA,NA,-99.228,NA,NA,NA,NA,NA
116053,-2.4831,4.31339,-5,NA,NA,-62.721,NA,NA,NA,NA,NA
116290,-2.61164,4.27711,-4.6959,NA,NA,-75.188,NA,NA,NA,NA,NA
116473,-2.82251,2.58915,-5,NA,NA,-111.007,NA,NA,NA,NA,NA
116798,-1.67421,5,-5,-84.019,NA,NA,NA,NA,NA,NA,NA
116978,-2.05948,5,-4.87899,NA,NA,-83.618,NA,NA,NA,NA,NA
117065,-0.779002,4.83159,-5,NA,NA,-93.813,NA,NA,NA,NA,NA
117290,-1.28695,5,-5,NA,NA,NA,-84.822,NA,NA,NA,NA
117494,-1.93338,3.82281,-4.36195,NA,NA,-71.883,NA,NA,NA,NA,NA
117663,-2.31135,4.42797,-5,NA,NA,-57.168,NA,NA,NA,NA,NA
117980,-3.32939,2.89311,-4.85888,NA,NA,NA,-131.524,NA,NA,NA,NA
118170,-2.87968,4.00908,-4.40185,NA,NA,NA,-76.859,NA,NA,NA,NA
118344,-1.56086,4.07949,-3.15075,NA,NA,NA,-149.99,NA,NA,NA,NA
118555,-1.0337,4.44479,-4.41578,NA,NA,-99.214,NA,NA,NA,NA,NA
118770,-1.6769,4.87954,-4.30567,NA,NA,-75.885,NA,NA,NA,NA,NA
118983,-2.49874,4.16029,-4.6058,NA,NA,-60.883,NA,NA,NA,NA,NA
119075,-1.45918,4.82971,-4.18488,NA,NA,NA,-78.005,NA,NA,NA,NA
119318,-2.72608,5,-5,NA,NA,-94.514,NA,NA,NA,NA,NA
119586,-1.98268,5,-4.76395,NA,NA,-83.955,NA,NA,NA,NA,NA
119761,-0.887385,5,-4.32626,NA,NA,-114.526,NA,NA,NA,NA,NA
119838,-0.955617,5,-4.64456,NA,NA,NA,-113.573,NA,NA,NA,NA
120063,0.00878029,4.77002,-3.61979,NA,NA,-228.114,NA,NA,NA,NA,NA
120324,0.390929,5,-4.02226,NA,NA,-272.89,NA,NA,NA,NA,NA
120402,-0.548822,4.44668,-4.67301,-154.053,NA,NA,NA,NA,NA,NA,NA
120707,-2.06966,2.92987,-5,-93.549,NA,NA,NA,NA,NA,NA,NA
120961,-2.15615,3.9076,-5,NA,NA,NA,-39.461,NA,NA,NA,NA
121160,-2.20313,5,-4.8125,NA,NA,-74.672,NA,NA,NA,NA,NA
121353,-2.0118,5,-3.77363,NA,NA,-115.495,NA,NA,NA,NA,NA
121556,-3.19076,4.89907,-4.24884,NA,NA,-120.734,NA,NA,NA,NA,NA
121759,-2.89228,5,-3.79731,NA,NA,NA,-123.655,NA,NA,NA,NA
121902,-2.11833,5,-5,NA,NA,NA,-72.632,NA,NA,NA,NA
122109,-1.93225,4.7041,-3.30625,-160.947,NA,NA,NA,NA,NA,NA,NA
122355,-1.39601,4.54795,-4.67998,NA,-96.287,NA,NA,NA,NA,NA,NA
122498,-1.7448,3.77151,-4.85921,NA,-80.025,NA,NA,NA,NA,NA,NA
122663,-1.97333,4.70551,-5,-65.362,NA,NA,NA,NA,NA,NA,NA
122895,-2.94253,4.20576,-5,NA,NA,-71.737,NA,NA,NA,NA,NA
123166,-3.27524,4.96753,-5,NA,NA,-119.043,NA,NA,NA,NA,NA
123204,-3.29679,5,-4.90831,NA,NA,-124.539,NA,NA,NA,NA,NA
123407,-3.72656,5,-4.37122,NA,NA,-159.901,NA,NA,NA,NA,NA
123709,-3.29218,5,-4.58678,NA,NA,-123.867,NA,NA,NA,NA,NA
123949,-3.14862,4.55165,-5,NA,NA,-95.197,NA,NA,NA,NA,NA
124021,-2.29796,5,-3.642,NA,NA,-110.65,NA,NA,NA,NA,NA
124308,-2.31022,2.89338,-4.46587,NA,NA,NA,-91.426,NA,NA,NA,NA
124599,-2.6656,3.25967,-5,NA,NA,NA,-65.457,NA,NA,NA,NA
124610,-2.93787,2.93664,-4.93909,NA,NA,-116.808,NA,NA,NA,NA,NA
124888,-1.81845,3.37384,-4.86274,NA,NA,-43.313,NA,NA,NA,NA,NA
125189,-0.9892,3.41983,-4.50058,NA,NA,-113.388,NA,NA,NA,NA,NA
125247,-1.84404,5,-4.25547,-90.432,NA,NA,NA,NA,NA,NA,NA
125563,-2.72277,5,-4.68184,NA,-115.962,NA,NA,NA,NA,NA,NA
125628,-1.85005,4.51018,-5,NA,NA,-58.026,NA,NA,NA,NA,NA
125886,-1.90921,5,-4.75145,NA,NA,-81.105,NA,NA,NA,NA,NA
126057,-2.21237,5,-2.82406,NA,NA,-176.266,NA,NA,NA,NA,NA
126305,-0.791964,4.01874,-4.02297,NA,NA,-128.741,NA,NA,NA,NA,NA
126405,-2.68641,3.44477,-4.58318,NA,NA,-72.419,NA,NA,NA,NA,NA
126798,-2.73648,3.59189,-4.96319,NA,NA,NA,-65.411,NA,NA,NA,NA
126947,-1.7051,5,-5,NA,NA,-72.171,NA,NA,NA,NA,NA
127198,-1.50393,2.84575,-5,NA,NA,-89.43,NA,NA,NA,NA,NA
127335,-0.690678,3.40436,-4.39083,NA,NA,NA,-128.121,NA,NA,NA,NA
127494,-1.39828,3.40407,-5,NA,NA,NA,-9.614,NA,NA,NA,NA
127600,-1.41556,3.07284,-5,NA,NA,-66.711,NA,NA,NA,NA,NA
