id,x0,x1,x2,fitness7,fitness8,fitness8.5,fitness7.5,fitness6.5,fitness9
75289,8.02323,8.15046,6.95393,NA,NA,NA,0.814,NA,NA
75436,7.61502,7.83046,7.11878,NA,0.877,NA,NA,NA,NA
75634,7.58873,8.55449,7.43785,NA,0.851,NA,NA,NA,NA
75975,7.49191,7.53022,7.91415,NA,0.965,NA,NA,NA,NA
76020,7.34905,7.8691,7.4229,NA,NA,0.866,NA,NA,NA
76387,7.2398,7.54073,7.79128,NA,NA,0.772,NA,NA,NA
76439,7.28653,8.32048,8.09267,NA,NA,0.757,NA,NA,NA
76785,7.17378,7.29145,7.59099,NA,NA,0.824,NA,NA,NA
76860,8.00169,7.72563,8.35747,NA,NA,NA,0.904,NA,NA
77080,7.85263,7.59993,8.42216,NA,NA,NA,0.87,NA,NA
77206,7.80523,7.09798,7.66458,NA,NA,NA,0.901,NA,NA
77426,7.78124,7.21444,6.93603,NA,0.816,NA,NA,NA,NA
77783,7.4225,7.78306,7.62649,NA,NA,NA,0.957,NA,NA
77917,7.75995,7.57822,7.27345,NA,NA,NA,0.924,NA,NA
78133,7.95462,6.96716,8.00759,0.778,NA,NA,NA,NA,NA
78238,8.61463,7.45401,7.98094,0.687,NA,NA,NA,NA,NA
78490,7.81972,7.66846,7.98735,0.917,NA,NA,NA,NA,NA
78756,7.72801,7.12238,7.8545,NA,NA,NA,0.914,NA,NA
78979,7.94886,7.32253,8.07939,NA,0.91,NA,NA,NA,NA
79120,7.73514,7.52124,7.30166,NA,0.956,NA,NA,NA,NA
79207,7.49363,8.11381,7.22025,NA,NA,0.765,NA,NA,NA
79587,7.74578,7.63447,7.85161,NA,NA,0.923,NA,NA,NA
79784,8.78907,7.73444,8.09403,NA,NA,NA,0.783,NA,NA
79940,7.70366,7.45554,8.68641,NA,0.772,NA,NA,NA,NA
80135,7.98221,7.4274,7.78052,NA,NA,0.905,NA,NA,NA
80224,7.35299,8.21039,6.82343,NA,0.747,NA,NA,NA,NA
80498,7.5445,8.33409,7.78626,NA,NA,0.823,NA,NA,NA
80649,7.91043,7.64415,7.72994,NA,0.97,NA,NA,NA,NA
80895,8.02507,7.8039,8.5079,NA,NA,NA,0.848,NA,NA
81169,7.48428,7.55048,7.2923,NA,NA,0.884,NA,NA,NA
81249,6.8465,7.57753,7.99358,NA,NA,NA,0.817,NA,NA
81520,7.64575,8.25307,7.58397,NA,NA,0.873,NA,NA,NA
81798,8.18418,7.54711,7.88484,NA,NA,NA,0.943,NA,NA
81880,7.82202,7.02014,7.29863,NA,NA,NA,0.86,NA,NA
82094,7.96281,8.00546,7.60047,NA,0.948,NA,NA,NA,NA
82303,7.77395,7.7642,7.38126,NA,NA,NA,0.959,NA,NA
82589,7.23167,8.18265,8.10871,0.808,NA,NA,NA,NA,NA
82759,8.0569,8.0779,8.85203,NA,0.706,NA,NA,NA,NA
82873,7.70317,7.77466,7.99821,NA,NA,0.837,NA,NA,NA
83044,8.86517,7.28877,7.5979,NA,NA,NA,0.748,NA,NA
83231,7.65691,7.38143,7.10815,NA,NA,0.821,NA,NA,NA
83571,8.34258,7.52025,7.53829,NA,0.862,NA,NA,NA,NA
83694,7.62713,7.47796,7.39934,NA,NA,0.849,NA,NA,NA
83863,7.2276,8.05913,7.8817,NA,0.88,NA,NA,NA,NA
84072,7.23932,8.46705,8.15569,NA,0.767,NA,NA,NA,NA
84294,7.09829,7.72093,7.67254,NA,0.902,NA,NA,NA,NA
84550,7.78087,7.9608,8.26702,NA,0.924,NA,NA,NA,NA
84722,7.81709,8.13657,7.9494,NA,NA,NA,NA,NA,0.763
84965,7.9785,7.51486,7.31441,0.88,NA,NA,NA,NA,NA
85039,7.63305,7.44823,7.31472,NA,0.938,NA,NA,NA,NA
85395,7.96141,7.20402,7.69342,NA,0.915,NA,NA,NA,NA
85449,7.82987,7.93316,7.42465,NA,NA,NA,0.969,NA,NA
85625,7.8085,8.06017,7.34314,0.858,NA,NA,NA,NA,NA
85942,7.9287,7.11342,7.04651,NA,0.795,NA,NA,NA,NA
86026,8.29536,7.71912,7.41041,NA,0.908,NA,NA,NA,NA
86210,7.88691,7.41247,7.64756,NA,0.933,NA,NA,NA,NA
86531,7.91356,7.97696,7.25464,NA,NA,0.79,NA,NA,NA
86688,8.04173,8.32975,7.87597,NA,NA,NA,0.9,NA,NA
86961,7.63823,7.55905,7.72884,0.928,NA,NA,NA,NA,NA
87046,7.26923,8.05553,7.26565,0.729,NA,NA,NA,NA,NA
87370,7.88834,7.48053,7.63621,NA,0.951,NA,NA,NA,NA
87480,7.70781,7.2047,8.15065,NA,0.901,NA,NA,NA,NA
87685,7.53398,6.92588,7.47913,0.794,NA,NA,NA,NA,NA
87961,8.06749,7.41532,6.92393,NA,NA,NA,0.818,NA,NA
88119,8.04037,7.99435,6.94805,0.693,NA,NA,NA,NA,NA
88352,8.19817,8.95412,7.43062,0.594,NA,NA,NA,NA,NA
88407,8.32087,8.03985,7.17956,NA,NA,NA,NA,0.629,NA
88771,7.12122,7.61429,7.24047,0.814,NA,NA,NA,NA,NA
88832,6.95465,8.05368,8.18476,NA,NA,NA,0.811,NA,NA
89084,8.18671,7.72685,8.40345,NA,NA,NA,0.864,NA,NA
89206,7.28183,7.42397,8.23521,0.839,NA,NA,NA,NA,NA
89438,7.59353,8.10902,8.18943,NA,NA,0.852,NA,NA,NA
89689,7.00098,7.51568,7.96645,NA,0.863,NA,NA,NA,NA
89876,7.4248,7.55508,7.61488,NA,0.961,NA,NA,NA,NA
90158,7.19205,7.8916,8.08077,NA,NA,NA,0.908,NA,NA
90242,7.53834,7.90102,8.11831,NA,NA,NA,0.953,NA,NA
90558,8.51917,7.27945,7.2225,NA,0.791,NA,NA,NA,NA
90615,8.24141,6.86966,8.08259,NA,NA,NA,0.768,NA,NA
90882,7.36402,7.25326,7.635,NA,NA,NA,0.926,NA,NA
91159,7.97124,8.16618,7.51241,NA,NA,NA,0.933,NA,NA
91208,8.61475,7.62809,7.51843,NA,0.832,NA,NA,NA,NA
91449,7.89676,7.37033,7.43842,NA,0.914,NA,NA,NA,NA
91630,8.21131,8.27341,7.93028,0.719,NA,NA,NA,NA,NA
91916,7.13329,7.89328,8.00595,NA,NA,NA,0.898,NA,NA
92080,6.75922,7.88341,7.74539,NA,NA,NA,0.807,NA,NA
92210,7.0445,8.04939,8.63168,NA,NA,NA,0.738,NA,NA
92577,7.80632,7.88778,7.73392,NA,0.95,NA,NA,NA,NA
92733,8.0517,7.57268,8.01229,NA,NA,NA,0.922,NA,NA
92998,7.60955,7.3722,7.3024,NA,0.89,NA,NA,NA,NA
93039,8.16128,7.79128,8.27009,NA,0.892,NA,NA,NA,NA
93347,8.40777,6.91582,8.1418,NA,0.705,NA,NA,NA,NA
93404,8.61468,7.68334,8.18746,NA,NA,NA,0.815,NA,NA
93623,7.20694,7.2133,7.72102,NA,NA,NA,NA,NA,0.599
93906,7.46388,7.04286,7.41455,NA,NA,NA,0.843,NA,NA
94044,8.21593,7.89726,7.67143,NA,NA,NA,0.941,NA,NA
94273,7.92218,7.42801,8.2567,NA,0.912,NA,NA,NA,NA
94465,8.36302,7.67316,7.67135,NA,NA,NA,0.92,NA,NA
94627,7.63704,8.30902,7.02455,NA,NA,NA,0.831,NA,NA
94844,8.068,7.13162,7.53526,0.831,NA,NA,NA,NA,NA
95016,7.61035,7.22808,7.49679,0.888,NA,NA,NA,NA,NA
95313,7.45863,7.73293,8.16547,NA,0.931,NA,NA,NA,NA
95598,8.65861,7.97927,8.14916,NA,0.767,NA,NA,NA,NA
95726,8.9035,8.27711,7.94119,NA,NA,NA,0.701,NA,NA
95834,7.52463,7.68302,7.8736,NA,NA,NA,0.987,NA,NA
96142,8.5996,7.31805,7.99522,NA,0.792,NA,NA,NA,NA
96364,7.82805,7.90187,7.88147,NA,NA,NA,0.962,NA,NA
96564,7.86336,7.01697,7.62595,NA,NA,NA,0.886,NA,NA
96730,7.63919,7.58912,7.51466,NA,NA,NA,0.988,NA,NA
96855,8.82411,7.62954,7.12378,NA,0.699,NA,NA,NA,NA
97101,8.32437,7.68452,7.78258,NA,0.903,NA,NA,NA,NA
97339,8.113,7.9247,7.78189,NA,NA,0.881,NA,NA,NA
97426,7.67536,8.17573,7.05011,NA,0.852,NA,NA,NA,NA
97693,7.04489,7.12593,8.49135,NA,0.672,NA,NA,NA,NA
97926,7.53417,7.0362,7.8195,NA,NA,NA,0.882,NA,NA
98147,7.83403,7.4189,7.08904,0.849,NA,NA,NA,NA,NA
98362,8.37883,7.2414,7.44562,NA,NA,NA,0.856,NA,NA
98513,8.22832,7.14941,7.77148,NA,NA,NA,0.861,NA,NA
98713,7.83366,7.47249,8.41411,0.759,NA,NA,NA,NA,NA
98821,8.35633,6.91484,8.63354,0.598,NA,NA,NA,NA,NA
99133,8.16197,7.24799,7.14247,NA,0.818,NA,NA,NA,NA
99221,7.48569,7.35285,7.17687,NA,0.874,NA,NA,NA,NA
99425,7.56393,8.21987,6.98461,NA,0.832,NA,NA,NA,NA
99685,7.63876,7.63932,7.60435,NA,NA,0.921,NA,NA,NA
99858,7.75353,7.6467,7.74008,NA,0.995,NA,NA,NA,NA
100077,7.77723,8.0834,8.00844,0.899,NA,NA,NA,NA,NA
100257,7.71936,8.30897,7.27239,NA,0.889,NA,NA,NA,NA
100497,7.4878,7.42236,7.62525,NA,NA,0.912,NA,NA,NA
100685,6.9628,6.81355,7.23608,NA,NA,NA,0.667,NA,NA
100998,7.58306,6.97289,7.68055,NA,NA,NA,0.863,NA,NA
101040,7.52296,7.61244,7.19433,0.828,NA,NA,NA,NA,NA
101379,7.79959,8.61334,7.98492,NA,NA,NA,0.819,NA,NA
101574,6.87657,8.46495,8.06869,NA,NA,NA,0.704,NA,NA
101759,7.77271,7.28013,7.86629,NA,0.946,NA,NA,NA,NA
101996,7.43921,7.42404,8.4355,NA,0.869,NA,NA,NA,NA
102147,7.80887,7.86711,8.15912,NA,0.938,NA,NA,NA,NA
102369,8.14817,7.30441,7.72857,NA,NA,0.795,NA,NA,NA
102462,7.15226,7.78703,7.36309,NA,NA,NA,0.893,NA,NA
102738,7.09679,7.94837,7.87406,0.846,NA,NA,NA,NA,NA
102828,7.62269,7.41111,8.46208,0.81,NA,NA,NA,NA,NA
103057,7.11218,8.73153,7.47885,NA,NA,NA,0.735,NA,NA
103321,7.32854,8.38017,7.45527,NA,0.867,NA,NA,NA,NA
103511,7.84063,7.68088,7.23172,NA,NA,NA,0.943,NA,NA
103601,7.27167,7.52157,6.96094,NA,0.821,NA,NA,NA,NA
103880,7.13729,8.11816,7.51583,0.819,NA,NA,NA,NA,NA
104101,8.45088,7.58965,8.25205,NA,NA,NA,0.835,NA,NA
104314,7.62621,8.04897,7.76939,NA,NA,NA,0.957,NA,NA
104587,8.11586,7.60892,7.12743,NA,0.86,NA,NA,NA,NA
104615,7.55863,7.34711,7.89337,NA,0.953,NA,NA,NA,NA
104874,7.50854,7.44878,7.94068,NA,NA,NA,0.952,NA,NA
105153,8.01355,7.29335,7.48923,NA,0.909,NA,NA,NA,NA
105205,8.33045,8.27136,7.56614,NA,0.847,NA,NA,NA,NA
105491,7.34488,7.59226,7.49176,NA,0.943,NA,NA,NA,NA
105730,8.52486,7.89021,8.26629,NA,NA,NA,0.8,NA,NA
105916,9.016,7.36071,7.71273,NA,NA,NA,0.722,NA,NA
106069,8.3076,8.41815,7.93028,NA,NA,NA,0.821,NA,NA
106362,7.40539,8.7439,8.01002,NA,NA,NA,0.787,NA,NA
106486,7.94083,7.91338,8.25718,NA,0.91,NA,NA,NA,NA
106777,8.18986,7.04419,7.65766,NA,NA,0.76,NA,NA,NA
106951,7.7916,7.57131,8.38664,NA,0.877,NA,NA,NA,NA
107041,7.302,7.6466,8.0099,NA,NA,NA,0.912,NA,NA
107224,7.43543,8.15035,7.70826,0.885,NA,NA,NA,NA,NA
107483,7.72273,8.33332,7.6834,NA,NA,NA,0.927,NA,NA
107780,6.84729,7.94399,7.73439,0.688,NA,NA,NA,NA,NA
107953,7.45622,8.19826,8.59554,NA,0.753,NA,NA,NA,NA
108052,8.34034,8.33757,7.86336,0.781,NA,NA,NA,NA,NA
108217,8.18248,7.17269,7.74873,NA,NA,NA,0.893,NA,NA
108415,7.78245,8.17321,7.68139,0.897,NA,NA,NA,NA,NA
108643,7.4173,7.8741,7.41289,NA,NA,0.895,NA,NA,NA
108838,8.52845,7.68577,7.92453,0.76,NA,NA,NA,NA,NA
109098,7.63792,8.13875,7.53628,0.909,NA,NA,NA,NA,NA
109295,7.88643,8.58233,8.28247,NA,NA,NA,0.765,NA,NA
109477,7.99671,7.27332,7.99813,NA,NA,0.816,NA,NA,NA
109670,7.17744,6.81445,7.69455,NA,NA,NA,0.757,NA,NA
109870,7.33977,6.61738,7.6888,NA,NA,NA,0.732,NA,NA
110084,7.32516,7.55965,8.12326,0.853,NA,NA,NA,NA,NA
110374,7.6657,7.94991,8.07389,NA,NA,NA,NA,0.618,NA
110457,7.54798,7.90471,8.25504,NA,NA,0.848,NA,NA,NA
110712,7.46086,7.7855,7.98111,NA,NA,0.88,NA,NA,NA
110823,7.99366,8.2792,7.98906,NA,0.878,NA,NA,NA,NA
111054,8.24566,7.85539,7.60123,NA,NA,NA,0.937,NA,NA
111217,7.80749,8.53791,7.64276,NA,0.866,NA,NA,NA,NA
111429,6.83381,7.71781,7.57189,NA,NA,NA,0.793,NA,NA
111648,7.46737,7.76421,8.42112,NA,NA,NA,0.893,NA,NA
111880,7.95453,7.98809,8.39278,NA,NA,NA,0.88,NA,NA
112186,6.85158,7.1572,8.06631,NA,NA,NA,0.715,NA,NA
112223,6.98513,7.40352,7.97346,0.797,NA,NA,NA,NA,NA
112533,7.57086,7.23667,6.88556,NA,0.763,NA,NA,NA,NA
112634,7.61821,8.22145,8.66633,NA,0.791,NA,NA,NA,NA
112907,7.99,7.73793,8.29335,NA,NA,NA,0.908,NA,NA
113080,8.03182,7.52296,7.8939,NA,NA,NA,NA,0.737,NA
113217,7.34947,7.61034,7.93135,NA,0.955,NA,NA,NA,NA
113418,7.5936,7.80778,7.75142,NA,0.961,NA,NA,NA,NA
113716,7.68377,7.10109,8.73335,NA,NA,NA,0.74,NA,NA
113975,6.74688,7.41114,8.57614,NA,NA,NA,0.642,NA,NA
114059,7.12975,7.45936,7.65676,NA,0.891,NA,NA,NA,NA
114370,7.91451,7.61576,7.32806,NA,NA,NA,0.952,NA,NA
114487,7.36706,7.73499,7.69067,NA,0.974,NA,NA,NA,NA
114698,7.98186,7.81395,7.9342,0.849,NA,NA,NA,NA,NA
114841,7.41111,8.12734,7.91773,0.818,NA,NA,NA,NA,NA
115056,7.38776,7.7201,7.99155,NA,NA,NA,0.958,NA,NA
115322,7.00014,7.7375,8.52852,0.704,NA,NA,NA,NA,NA
115408,7.32554,7.43816,7.66731,NA,0.948,NA,NA,NA,NA
115619,7.78672,8.01573,8.00019,NA,NA,NA,0.961,NA,NA
115852,7.69541,7.30494,7.46193,NA,NA,0.894,NA,NA,NA
116097,7.59745,6.84949,7.67327,NA,NA,0.767,NA,NA,NA
116266,8.08843,8.49449,7.28097,NA,0.789,NA,NA,NA,NA
116560,7.65889,8.61617,7.03178,NA,NA,NA,0.761,NA,NA
116700,7.6087,7.53932,7.83605,NA,NA,0.913,NA,NA,NA
116961,7.75709,7.27773,7.79147,NA,NA,0.857,NA,NA,NA
117177,7.20197,6.88689,7.62806,NA,NA,NA,0.801,NA,NA
117387,6.97141,7.85879,7.70748,NA,0.836,NA,NA,NA,NA
117556,7.31251,8.21753,8.11429,NA,NA,NA,0.884,NA,NA
117755,7.81001,8.34589,7.65486,NA,NA,NA,0.912,NA,NA
117924,8.05133,7.64951,8.08201,NA,NA,NA,0.948,NA,NA
118015,7.00681,7.85551,8.2126,NA,NA,0.765,NA,NA,NA
118230,6.75013,7.97838,8.15802,NA,0.743,NA,NA,NA,NA
118545,7.4181,7.7783,8.26186,NA,0.901,NA,NA,NA,NA
118766,7.66534,8.31356,7.85415,0.828,NA,NA,NA,NA,NA
118927,7.85221,8.21473,8.69797,NA,NA,NA,0.777,NA,NA
119170,7.55036,7.10384,7.57169,NA,0.912,NA,NA,NA,NA
119275,7.66086,8.24786,7.78723,0.896,NA,NA,NA,NA,NA
119550,7.63144,8.09703,7.17956,NA,0.904,NA,NA,NA,NA
119742,8.63458,8.0307,8.10285,NA,NA,NA,0.789,NA,NA
119868,8.03715,8.44241,7.19926,NA,NA,NA,0.808,NA,NA
120054,8.00706,7.99161,7.94941,NA,0.901,NA,NA,NA,NA
120203,7.59469,8.26694,7.23712,NA,0.843,NA,NA,NA,NA
120494,7.4303,8.03108,6.82232,NA,NA,NA,0.766,NA,NA
120690,7.41505,8.19351,7.79194,NA,NA,0.86,NA,NA,NA
120987,8.01645,7.0376,8.05597,NA,0.833,NA,NA,NA,NA
121098,7.70725,7.10773,8.18986,NA,NA,NA,0.867,NA,NA
121245,7.13981,7.48065,7.87776,NA,0.906,NA,NA,NA,NA
121511,7.8191,7.35712,7.23854,NA,NA,NA,0.921,NA,NA
121641,7.65457,6.81011,7.35588,0.703,NA,NA,NA,NA,NA
121898,7.60951,7.52887,7.54525,NA,NA,NA,0.986,NA,NA
122018,7.0053,8.09648,7.48377,NA,0.849,NA,NA,NA,NA
122320,7.2634,7.64305,8.02499,NA,0.892,NA,NA,NA,NA
122553,7.94354,8.13462,7.44267,NA,NA,NA,0.937,NA,NA
122745,7.07262,7.71943,7.86156,NA,NA,NA,0.904,NA,NA
122808,6.98009,7.1353,7.81357,NA,0.778,NA,NA,NA,NA
123005,7.26453,8.29508,7.54149,NA,0.864,NA,NA,NA,NA
123240,8.25814,8.31172,8.06704,NA,NA,NA,0.843,NA,NA
123529,7.42752,7.03186,7.756,NA,0.882,NA,NA,NA,NA
123709,7.47984,7.0573,7.4948,NA,NA,NA,0.886,NA,NA
123949,6.78059,7.83343,8.0917,NA,NA,NA,0.789,NA,NA
124122,7.69736,8.51802,7.73706,NA,0.876,NA,NA,NA,NA
124255,7.82372,7.97327,8.08652,NA,NA,NA,0.929,NA,NA
124442,7.63167,7.88873,7.55772,NA,NA,NA,0.956,NA,NA
124764,7.08745,7.89287,7.88431,0.827,NA,NA,NA,NA,NA
124864,6.99507,7.71671,7.32751,NA,NA,NA,0.85,NA,NA
125033,7.10062,7.38587,7.66028,NA,NA,0.769,NA,NA,NA
125252,7.73774,7.78062,8.03675,NA,NA,NA,0.946,NA,NA
125405,7.44682,7.88966,7.62415,0.815,NA,NA,NA,NA,NA
125633,7.01285,7.95526,7.72807,NA,0.873,NA,NA,NA,NA
125914,8.52096,7.14479,7.31047,NA,0.742,NA,NA,NA,NA
126120,7.49773,7.85199,6.98348,NA,0.844,NA,NA,NA,NA
126371,8.18857,8.46976,7.20099,NA,NA,NA,0.796,NA,NA
126459,7.92845,7.64142,7.97346,NA,NA,0.91,NA,NA,NA
126682,7.96514,8.13876,7.27994,NA,NA,NA,0.911,NA,NA
126865,7.488,7.66491,8.05804,NA,NA,NA,0.961,NA,NA
127165,8.25538,7.12676,7.52541,NA,0.861,NA,NA,NA,NA
127257,7.44835,7.54329,7.30335,NA,NA,NA,0.926,NA,NA
127427,8.23301,7.03859,7.64,NA,NA,NA,0.85,NA,NA
127608,8.03437,7.26329,8.53263,NA,NA,NA,0.817,NA,NA
127957,8.09643,7.19805,8.48519,NA,0.781,NA,NA,NA,NA
128021,7.94655,7.98919,7.35504,NA,0.893,NA,NA,NA,NA
128227,7.13396,8.26126,7.80443,NA,NA,NA,0.863,NA,NA
128468,6.9616,8.36658,7.67319,NA,NA,NA,0.777,NA,NA
128645,7.20982,8.62344,7.67996,NA,0.777,NA,NA,NA,NA
128841,7.73451,8.69629,7.34772,NA,NA,NA,0.767,NA,NA
129140,8.42212,7.64302,7.34851,NA,0.871,NA,NA,NA,NA
129391,7.14342,7.39485,7.68911,NA,NA,NA,0.91,NA,NA
129537,7.72978,7.13617,7.50508,NA,0.909,NA,NA,NA,NA
129641,7.77605,8.10116,8.16326,NA,NA,NA,0.928,NA,NA
129833,7.99117,7.31776,7.96015,NA,0.909,NA,NA,NA,NA
130193,6.91578,7.42375,8.15029,NA,0.795,NA,NA,NA,NA
130301,8.046,8.07005,7.66304,NA,NA,NA,0.924,NA,NA
130564,7.4819,7.54549,8.54033,NA,0.856,NA,NA,NA,NA
130649,7.77473,7.04314,7.34707,NA,NA,0.82,NA,NA,NA
130836,7.87807,7.47666,8.076,NA,0.948,NA,NA,NA,NA
131063,7.98719,7.47425,7.95012,NA,NA,0.828,NA,NA,NA
131371,8.3001,8.19769,6.93198,NA,0.756,NA,NA,NA,NA
131530,7.29157,7.79927,7.34665,NA,NA,NA,0.912,NA,NA
131646,7.37342,7.27843,7.8931,0.853,NA,NA,NA,NA,NA
131808,8.30001,7.57902,7.1678,0.778,NA,NA,NA,NA,NA
132133,7.4086,8.3729,7.97507,0.835,NA,NA,NA,NA,NA
132224,7.26898,9.01626,8.25655,NA,NA,NA,0.651,NA,NA
132525,7.36698,7.84598,8.04183,NA,0.908,NA,NA,NA,NA
132752,7.81468,8.17694,7.41415,NA,NA,NA,0.907,NA,NA
132835,7.57883,7.88865,7.75793,NA,NA,NA,0.978,NA,NA
133005,7.80409,7.6387,7.20362,NA,0.938,NA,NA,NA,NA
133326,7.60395,7.21262,6.97465,NA,NA,NA,0.821,NA,NA
133557,7.06131,7.64276,7.09079,NA,0.784,NA,NA,NA,NA
133787,7.85529,7.83669,7.47835,NA,NA,0.915,NA,NA,NA
133939,7.79177,8.02154,7.57996,NA,NA,NA,0.959,NA,NA
134031,7.85112,8.51186,7.33906,NA,NA,NA,0.852,NA,NA
134212,7.46561,7.59563,7.84489,NA,NA,0.901,NA,NA,NA
134465,7.34435,8.08631,7.92576,NA,NA,0.798,NA,NA,NA
134612,7.04517,8.25189,8.03636,NA,0.795,NA,NA,NA,NA
134886,7.27511,7.63899,7.45552,NA,0.928,NA,NA,NA,NA
135199,7.36092,7.33162,7.66002,NA,0.925,NA,NA,NA,NA
135370,7.55579,7.31038,8.039,NA,NA,0.836,NA,NA,NA
135417,8.29541,8.31642,7.36132,NA,NA,NA,0.821,NA,NA
135736,8.01831,7.60312,7.21856,NA,0.926,NA,NA,NA,NA
135880,7.34028,7.6377,6.86989,NA,NA,NA,0.819,NA,NA
136102,7.10982,7.70658,7.34131,NA,NA,NA,NA,0.7,NA
136260,7.82375,7.87904,7.78485,NA,0.95,NA,NA,NA,NA
136465,8.0003,7.96908,7.3444,NA,NA,NA,NA,NA,0.735
136632,7.19811,7.42463,7.88608,NA,0.907,NA,NA,NA,NA
136805,7.41306,7.82701,8.41206,0.836,NA,NA,NA,NA,NA
137149,7.35562,8.1728,7.54192,NA,NA,NA,0.926,NA,NA
137248,7.71641,7.86057,7.01611,0.747,NA,NA,NA,NA,NA
137598,7.21551,8.33624,8.00295,NA,0.853,NA,NA,NA,NA
137787,7.40123,7.05711,7.19264,NA,NA,NA,0.825,NA,NA
137843,8.40613,7.51331,7.9113,NA,NA,0.745,NA,NA,NA
138127,7.84097,7.37521,8.69416,NA,NA,NA,0.812,NA,NA
138371,7.69868,7.41637,8.38942,NA,NA,0.763,NA,NA,NA
138584,8.33397,7.56279,8.39252,0.789,NA,NA,NA,NA,NA
138685,7.72538,7.185,7.3156,0.776,NA,NA,NA,NA,NA
138814,8.26246,7.48125,8.29672,NA,0.861,NA,NA,NA,NA
139014,8.06503,7.33104,8.25589,NA,0.886,NA,NA,NA,NA
139255,7.3668,7.39363,7.86102,NA,NA,0.869,NA,NA,NA
139438,7.76321,6.98782,7.92421,NA,NA,NA,0.877,NA,NA
139740,7.59584,7.00066,8.51107,NA,0.751,NA,NA,NA,NA
139867,7.12197,8.35368,7.87955,NA,0.831,NA,NA,NA,NA
140111,7.50906,9.21909,7.95619,NA,NA,NA,0.674,NA,NA
140367,7.84602,7.27575,8.62848,NA,0.796,NA,NA,NA,NA
140511,8.00499,7.82196,7.49759,NA,NA,0.909,NA,NA,NA
140676,7.74074,7.47085,8.13283,NA,0.937,NA,NA,NA,NA
140978,7.68641,7.4175,8.5333,NA,0.843,NA,NA,NA,NA
141030,7.53642,7.24347,6.99575,NA,NA,NA,0.839,NA,NA
141267,7.996,7.61026,7.60053,NA,NA,0.919,NA,NA,NA
141407,7.41279,7.68735,8.01339,NA,NA,NA,0.94,NA,NA
141724,8.01623,7.70958,8.14531,NA,NA,NA,0.928,NA,NA
141857,8.45482,8.22802,8.1633,NA,NA,NA,0.797,NA,NA
142055,7.24586,7.92061,8.15693,NA,NA,NA,0.88,NA,NA
142281,8.13821,7.68145,8.51231,0.792,NA,NA,NA,NA,NA
142567,7.64365,7.19729,8.2323,NA,NA,0.834,NA,NA,NA
142777,7.93991,8.17711,6.9665,0.748,NA,NA,NA,NA,NA
142993,7.86146,8.38128,6.95027,0.703,NA,NA,NA,NA,NA
143031,7.46835,7.36142,7.33176,NA,NA,NA,0.932,NA,NA
143221,8.27782,7.32384,7.48867,NA,NA,NA,0.867,NA,NA
143439,7.92308,7.671,8.29136,NA,NA,NA,0.907,NA,NA
143694,7.65105,8.08572,7.46133,NA,NA,NA,0.927,NA,NA
143803,8.22291,8.35488,7.58075,NA,NA,NA,0.86,NA,NA
144006,6.80457,7.60775,8.33562,NA,0.724,NA,NA,NA,NA
144382,7.61965,6.83974,7.63577,NA,NA,NA,0.84,NA,NA
144554,7.47564,7.62277,7.38239,0.917,NA,NA,NA,NA,NA
144601,8.02931,6.74217,7.9476,NA,NA,NA,0.739,NA,NA
144888,7.96221,8.01516,8.54438,NA,NA,NA,0.846,NA,NA
145041,7.52392,7.39831,8.019,NA,NA,NA,0.948,NA,NA
145217,8.22358,6.99783,7.92476,NA,NA,NA,0.829,NA,NA
145435,8.26582,8.22161,8.20032,NA,0.796,NA,NA,NA,NA
145785,7.91712,8.0768,7.08807,NA,0.834,NA,NA,NA,NA
145899,7.3301,7.55282,7.7247,NA,NA,NA,0.925,NA,NA
146178,7.83245,8.23838,7.68489,NA,NA,NA,0.943,NA,NA
146265,7.22385,7.59062,8.24677,NA,0.86,NA,NA,NA,NA
146577,8.29428,7.90935,8.31851,NA,0.841,NA,NA,NA,NA
146636,8.50252,8.48312,7.62094,NA,NA,NA,0.773,NA,NA
146865,8.03093,7.40132,7.85922,NA,NA,NA,0.954,NA,NA
147081,6.9543,7.68675,7.0623,NA,0.775,NA,NA,NA,NA
147294,8.02662,7.42956,7.4735,NA,NA,NA,0.935,NA,NA
147465,8.48152,7.18632,7.44903,NA,0.816,NA,NA,NA,NA
147625,7.71388,8.14828,6.97927,NA,0.815,NA,NA,NA,NA
147814,8.21699,6.87396,8.01091,NA,0.785,NA,NA,NA,NA
148075,7.92648,6.93019,7.73292,NA,NA,NA,0.859,NA,NA
148276,8.21685,7.75674,6.81421,NA,0.733,NA,NA,NA,NA
148415,7.50405,7.74216,7.21166,NA,0.937,NA,NA,NA,NA
148729,7.89889,8.49216,7.78626,NA,NA,0.821,NA,NA,NA
148909,7.82257,8.22433,7.71333,NA,NA,0.889,NA,NA,NA
149039,7.93326,7.62635,7.66747,NA,0.984,NA,NA,NA,NA
149398,7.62139,7.60009,6.78078,NA,0.807,NA,NA,NA,NA
149432,7.00234,7.48166,7.05959,NA,NA,NA,0.793,NA,NA
149736,7.90467,8.31331,8.11373,NA,NA,NA,0.861,NA,NA
149953,7.49467,7.88583,8.2466,NA,NA,NA,NA,0.718,NA
150012,7.49399,7.95638,7.55307,NA,NA,NA,0.969,NA,NA
150208,6.31665,7.459,7.83071,NA,0.602,NA,NA,NA,NA
150452,7.44729,7.32424,7.90744,NA,NA,NA,0.945,NA,NA
