id,x0,x1,x2,fitness9,fitness9.5,fitness7.5,fitness7,fitness8,fitness8.5,fitness6.5,fitness4.5,fitness6,fitness10,fitness4
53241,8.20568,7.1653,8.24694,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA
53542,8.50097,8.07625,8.55931,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA
53731,7.83861,7.51034,8.4743,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53951,7.93854,7.01312,8.72346,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA
54165,8.42458,7.56845,8.03494,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA
54332,7.2003,7.54078,7.89616,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA
54441,7.83437,7.41809,7.77606,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA,NA
54679,7.51462,7.16226,7.41,NA,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA
54917,8.46015,7.70029,8.06301,NA,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA
55126,7.60914,7.45603,8.40703,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
55385,7.86663,8.5263,7.25641,NA,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA
55600,7.04149,7.48027,8.54984,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA,NA
55759,8.19253,7.35216,7.59271,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA
55989,7.37614,8.00395,7.4879,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
56067,7.43638,7.95256,7.86817,NA,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA
56262,7.05941,7.07972,8.3323,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA
56459,7.07635,8.20775,7.42888,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA
56604,7.10442,8.008,7.1591,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA
56809,7.4968,8.64639,6.83399,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA
57171,7.343,7.57675,7.91017,NA,NA,0.959,NA,NA,NA,NA,NA,NA,NA,NA
57260,7.47351,7.27435,8.14254,NA,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA
57409,7.02143,8.18929,8.08718,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57790,7.46274,7.80787,7.8582,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA
57852,6.83629,7.20903,7.57915,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA
58068,7.50538,7.02183,7.0922,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA
58237,8.35277,7.51562,6.67071,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA
58455,6.95204,7.47763,7.2347,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA
58607,7.77992,7.69283,7.51272,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA
58838,8.09743,7.14413,8.20674,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59182,8.47276,8.43754,7.89123,NA,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA
59267,6.84885,7.59189,6.86742,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA
59407,7.55709,8.57395,7.98335,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA
59643,7.21763,7.49999,9.54748,NA,NA,0.554,NA,NA,NA,NA,NA,NA,NA,NA
59993,6.80293,7.41722,7.75064,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA
60011,7.97397,8.46295,7.6164,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA
60324,8.2194,7.17773,8.33484,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
60418,7.55672,7.50049,8.87216,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA,NA
60769,7.24392,8.02223,8.28986,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA
60862,6.48003,7.86883,8.03958,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
61168,6.98743,8.12938,7.35464,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA
61391,6.74607,7.66884,7.94647,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA
61491,7.45946,7.70222,8.29636,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA
61761,8.30958,7.31165,8.52383,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA
61906,7.40311,7.39684,7.91505,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA
62160,8.44391,8.26661,8.60191,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA
62378,7.7747,7.63544,7.82167,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA,NA
62561,8.06809,8.05087,7.67694,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA
62681,8.00652,8.01854,7.65386,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA
62887,8.45669,7.18649,8.19905,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA
63133,8.86181,7.72315,7.54426,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA
63343,8.2003,8.04297,8.65595,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA
63445,8.40512,8.41489,8.06392,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA
63652,7.67573,7.8437,7.72824,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA
63949,8.14554,7.21836,8.22255,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA
64120,7.4236,7.8728,7.32116,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA
64274,8.44818,7.85172,7.29764,NA,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA
64492,7.42146,8.49768,8.17268,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA
64615,7.07476,7.54901,7.69255,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA
64981,7.59883,7.65833,7.31108,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA
65055,7.84973,8.83742,7.75466,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA
65276,7.43785,8.31334,7.33521,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA
65460,7.48444,8.05928,7.34443,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA
65769,7.30667,7.86738,7.46531,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA
65917,7.13908,6.6855,7.65001,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA
66033,7.49845,8.01882,7.27188,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA
66218,6.93323,7.74213,7.78045,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA
66444,7.39557,7.209,6.93068,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA
66642,7.79755,7.27041,7.98103,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA
66997,7.19318,8.00381,8.12209,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA
67162,7.65419,8.08984,8.15171,NA,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA
67301,7.17193,8.71434,7.78634,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
67431,8.88721,7.70181,7.21971,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA,NA
67615,8.53348,7.17957,7.95955,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA
67936,7.30328,7.02162,8.44769,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA
68192,7.05651,8.99115,7.49857,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA
68400,7.56121,7.89037,8.46869,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA
68414,6.28596,7.81544,7.92282,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA
68695,7.74852,7.7501,7.7068,NA,NA,0.999,NA,NA,NA,NA,NA,NA,NA,NA
68941,7.48093,7.7929,7.52723,NA,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA
69124,7.63589,7.68881,7.58238,NA,NA,NA,NA,0.994,NA,NA,NA,NA,NA,NA
69386,8.88432,7.24208,7.80967,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA
69411,8.43313,7.00424,7.83577,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
69670,7.93886,7.19185,8.55567,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA
69858,7.65878,7.78687,7.61982,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA,NA
70067,7.23944,8.02781,8.54891,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
70396,7.73307,7.78894,8.44458,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA
70576,8.55236,7.22777,8.27327,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA
70747,7.63043,7.06288,7.27922,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA
70858,8.14951,8.53657,7.22506,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA
71185,7.62113,8.27671,8.15832,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA
71387,7.48072,8.34705,8.25729,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA
71512,7.93901,7.64134,8.17242,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA
71725,8.82803,7.38253,8.30306,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA
71972,8.70361,8.17244,7.81818,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA
72053,8.07838,7.45349,6.94797,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72394,8.19632,8.01657,7.24446,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
72583,7.72993,9.11555,8.48994,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA
72760,7.55975,8.37695,8.0037,NA,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA
72948,7.55743,7.84972,6.21061,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA
73199,7.385,7.89227,8.11968,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
73307,7.05148,7.72809,8.03267,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA
73462,7.64088,8.714,8.11062,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
73618,7.82273,7.53781,7.67811,NA,NA,0.991,NA,NA,NA,NA,NA,NA,NA,NA
73957,7.10364,7.14645,7.48681,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA
74121,7.53657,8.71584,8.13965,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA
74320,7.09464,8.02677,6.90434,NA,NA,NA,0.697,NA,NA,NA,NA,NA,NA,NA
74582,8.05999,8.23486,6.75101,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA
74777,7.83114,9.36128,7.5335,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA
74954,7.16672,8.19528,7.82743,NA,NA,NA,NA,NA,0.731,NA,NA,NA,NA,NA
75191,7.21988,8.28703,7.94057,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA
75272,8.47951,7.81859,7.50154,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA
75557,7.60015,7.61735,6.25478,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA
75748,7.59952,8.13311,6.94442,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA
75967,7.37482,7.38896,7.85269,NA,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA
76105,6.96752,7.70946,7.72031,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA
76387,7.86748,8.14612,7.13152,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA
76469,8.30694,8.19124,7.29211,NA,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA
76692,8.07831,7.67345,7.42318,NA,NA,NA,NA,0.942,NA,NA,NA,NA,NA,NA
76926,7.97559,7.71088,6.66727,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA
77028,8.82905,7.99379,6.94352,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA
77323,7.61758,7.13968,7.81561,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA
77466,8.47948,8.34149,6.98535,NA,NA,NA,NA,NA,0.548,NA,NA,NA,NA,NA
77769,7.76379,7.49763,7.42208,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA
77901,7.68384,6.95184,7.33775,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA
78071,8.5001,7.66474,6.84545,NA,NA,NA,0.581,NA,NA,NA,NA,NA,NA,NA
78334,8.39683,7.34101,7.44021,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA
78529,7.23975,6.9179,7.40318,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA
78630,7.307,6.73427,7.76105,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA
78851,7.57089,6.76176,8.67013,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA
79171,8.35689,7.56317,8.21885,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA
79367,7.31406,8.83049,7.86576,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA
79569,7.86704,8.33822,7.99351,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA
79684,7.16058,7.76743,8.19672,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA
79844,6.58216,8.13512,7.72623,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA
80056,6.65405,7.80598,7.44551,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA
80203,7.07728,6.93846,8.25126,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA
80597,7.41393,7.57117,8.59218,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA
80623,8.12952,7.03393,8.25822,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA
80859,7.54169,7.65868,8.50208,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
81142,7.80287,7.63396,8.00276,NA,NA,0.943,NA,NA,NA,NA,NA,NA,NA,NA
81324,8.04305,7.72946,7.6543,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA
81512,9.00939,7.45747,7.29807,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA
81678,7.9029,8.30351,7.40361,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA
81867,7.66122,7.37618,7.96207,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA,NA
82023,8.48222,7.2949,7.90059,NA,NA,NA,NA,NA,0.773,NA,NA,NA,NA,NA
82312,7.47246,8.46831,7.84526,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA
82577,8.75775,9.17322,8.16163,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA
82752,9.10786,8.27125,7.67771,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA
82873,8.39971,7.41126,7.79785,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA
83015,7.64799,8.21195,7.10688,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
83381,8.74715,7.8074,8.15555,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA
83519,8.2898,8.70847,8.41187,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA
83788,8.1547,8.0516,8.06044,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA
83986,7.62183,8.26971,7.58526,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA
84187,7.86356,8.05692,8.4115,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA,NA
84221,7.64259,7.65132,7.43538,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA
84437,7.57395,7.0739,6.951,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA
84760,7.47221,8.76093,6.94338,NA,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA
84985,8.03747,8.40551,8.31263,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA
85003,7.80098,8.07422,8.04031,NA,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA
85319,7.18082,7.82202,7.69752,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA
85489,7.10791,7.56051,7.63694,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA
85635,7.20732,7.41242,7.29323,NA,NA,NA,NA,NA,NA,0.564,NA,NA,NA,NA
85983,7.70272,7.60831,7.6681,NA,NA,0.966,NA,NA,NA,NA,NA,NA,NA,NA
86068,7.40386,7.23766,8.09061,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA
86380,8.04962,7.69429,7.37122,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA
86597,7.73886,8.44404,7.21847,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA,NA
86633,7.71428,8.45864,7.47617,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA
86803,8.18267,7.48432,7.30344,NA,NA,NA,0.859,NA,NA,NA,NA,NA,NA,NA
87161,6.96481,8.12923,7.08266,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
87306,7.24847,7.99741,7.10917,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA,NA
87422,6.95219,8.18603,7.1145,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA
87693,7.53397,8.2773,6.66524,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA
87892,7.1903,8.01952,7.50298,NA,NA,NA,NA,NA,NA,0.649,NA,NA,NA,NA
88160,6.54086,7.13364,6.86432,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA
88331,7.35785,9.40144,6.88931,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA
88507,7.29259,8.17181,7.99645,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA,NA
88721,7.36625,9.1216,7.56377,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA
88931,7.78156,7.75641,8.01508,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA
89038,7.03158,8.07644,7.40814,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA
89288,7.35755,7.7649,7.77242,NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,NA
89401,8.1761,8.31325,6.94694,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA
89793,8.28865,7.25581,7.2088,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA
89833,7.87477,7.25693,7.76363,NA,NA,NA,NA,0.935,NA,NA,NA,NA,NA,NA
90199,6.88267,8.18681,8.24856,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA
90259,6.79673,6.98098,8.13377,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
90452,8.03064,8.35619,7.8644,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA
90745,8.22874,8.52926,8.40508,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA
90871,8.54935,7.77858,8.13429,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA
91115,7.52972,7.09315,7.77037,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA
91213,8.53153,7.88964,8.09129,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA
91523,7.82708,6.96999,7.17375,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA
91605,8.16013,7.87584,7.52569,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA
91954,7.60626,7.6651,7.11825,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA
92104,7.83918,7.59471,6.58885,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92370,6.76806,7.59703,8.01784,NA,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA
92550,7.98381,7.39733,8.5815,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA
92739,8.71745,8.10338,8.11683,NA,NA,NA,NA,NA,0.609,NA,NA,NA,NA,NA
92862,8.5684,8.20081,7.23159,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA
93152,7.68962,8.48585,7.46131,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA
93222,7.43061,9.2875,7.71733,NA,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA
93566,6.10241,8.59388,8.69775,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA
93703,6.72967,8.13027,7.17099,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA
93902,7.35908,7.34607,7.67286,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
94073,7.46835,7.33408,8.11958,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA
94279,7.71457,7.11769,7.34111,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA
94522,8.10386,7.11634,6.42652,NA,NA,NA,NA,0.554,NA,NA,NA,NA,NA,NA
94653,8.00765,8.57962,7.4783,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
94989,8.05584,8.78753,7.12723,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA
95056,7.48394,9.30104,7.84281,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
95251,6.55599,7.85053,7.46699,NA,NA,NA,NA,0.673,NA,NA,NA,NA,NA,NA
95487,7.45333,7.63407,8.28667,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95631,7.08691,7.64295,7.84945,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA
95937,8.14114,7.15582,7.19039,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA
96050,7.6149,7.64407,8.0592,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA
96219,8.57676,8.83857,7.69084,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96438,7.83977,8.52916,8.16134,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA
96651,7.66754,8.98666,7.48339,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA
96912,7.01051,8.21417,8.78867,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA
97121,7.25609,8.24368,8.80394,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97316,7.52027,8.2044,7.60844,NA,NA,NA,NA,NA,NA,0.706,NA,NA,NA,NA
97474,7.70696,8.94971,6.92972,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA
97679,8.8691,7.6458,7.14778,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA
97987,7.82661,7.83524,6.82663,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA
98054,7.75285,7.35562,8.30636,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA
98343,7.05204,8.1651,8.03037,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA
98434,7.19358,6.86209,7.40113,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA
98689,8.31,7.25609,8.15277,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA
98884,8.27675,7.06835,7.86794,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA
99186,8.11138,7.9278,7.35612,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA
99267,8.34137,7.71863,7.31933,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA
99549,7.90479,8.13217,7.53057,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
99668,8.93224,7.98695,8.01714,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA
99876,7.21582,7.25284,6.98223,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
100162,6.77709,7.49481,7.07868,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA
100327,7.05462,6.82315,7.53679,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA
100499,7.85163,7.53748,7.62589,NA,NA,0.973,NA,NA,NA,NA,NA,NA,NA,NA
100680,8.01739,7.66733,7.52554,NA,NA,NA,NA,0.938,NA,NA,NA,NA,NA,NA
100942,8.36962,7.95118,7.44747,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101030,8.45694,8.03519,7.715,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA
101309,8.60821,8.34013,7.29316,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA
101449,7.95498,7.76205,8.15577,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101775,7.49051,8.15351,9.36132,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA
101994,7.60502,6.83503,7.51316,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA
102170,8.20802,7.03791,7.64377,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA
102344,7.46555,7.00975,8.41615,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA
102425,8.56433,7.66107,7.29388,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA
102628,7.34541,8.80166,8.31174,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA
102940,7.23102,8.20431,8.32005,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA
103111,7.67389,7.87531,7.04894,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA
103253,7.18013,7.5504,8.11038,NA,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA
103588,7.47124,7.83015,7.46203,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA
103706,8.11782,8.32487,8.00238,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
103852,8.27501,8.50121,7.5054,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA
104102,8.52145,7.91211,7.95688,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA
104243,7.27551,6.91055,7.57446,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA
104529,7.27695,7.54445,7.83303,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA
104669,8.15052,7.2226,6.70797,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA
104903,7.00835,7.87575,7.08926,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
105066,7.67289,8.11879,6.54995,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA
105222,8.16756,7.81946,7.44168,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA
105408,7.80896,8.78832,7.39115,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA
105751,6.95639,8.44364,8.16198,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA
105851,6.95214,7.50367,6.88242,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA
106070,6.96238,7.99561,7.16203,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
106390,7.57304,8.25504,6.98561,NA,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA
106593,8.05322,8.58705,7.21966,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA
