id,x0,x1,x2,fitness5.5,fitness4.5,fitness4,fitness5,fitness7,fitness8.5,fitness8,fitness9,fitness7.5,fitness6.5,fitness6,fitness9.5,fitness10
47788,7.9162,7.04553,8.2785,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA
47973,6.98182,7.89201,7.02077,NA,NA,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA
48103,7.68886,7.31836,7.96043,NA,NA,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA
48313,7.43234,6.96788,7.4671,NA,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA
48583,7.54584,6.58391,7.95336,NA,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
48665,8.35464,7.91573,8.08248,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA
48905,8.6688,7.8719,8.32515,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA
49159,9.10773,7.19155,7.43321,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA
49352,7.59429,8.28094,7.2094,NA,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA
49516,7.62637,8.83236,8.06547,NA,NA,NA,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA
49619,7.90836,8.5475,8.11084,NA,NA,NA,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA
49860,8.1059,9.00538,8.17105,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA
50042,7.5653,8.40675,7.09803,NA,NA,NA,NA,NA,0.762,NA,NA,NA,NA,NA,NA,NA
50222,6.50601,7.24062,7.38267,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA
50435,7.6645,8.99802,7.67051,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA
50776,7.70161,7.53361,7.84481,NA,NA,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA,NA
50957,8.41212,8.6339,6.12267,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA
51089,7.16887,8.76549,6.8453,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA
51368,7.78512,8.64388,6.98981,NA,NA,NA,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA
51403,6.84077,9.38182,8.07831,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA
51770,7.7355,8.25123,7.83372,NA,NA,NA,NA,NA,NA,NA,NA,0.906,NA,NA,NA,NA
51994,6.42122,7.56411,8.20253,NA,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA
52078,6.82112,7.50655,7.44784,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA
52245,6.65027,8.00923,8.46174,NA,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA
52571,7.3897,7.52809,7.21263,NA,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA
52688,7.23435,7.75677,7.03376,NA,NA,NA,NA,NA,NA,NA,NA,0.854,NA,NA,NA,NA
52851,5.89514,7.62608,7.25251,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA
53166,6.73075,8.84097,7.66723,NA,NA,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA
53349,7.59561,7.5662,6.71412,NA,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA
53522,7.77851,7.64941,8.44837,NA,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
53701,9.15329,7.46649,8.01263,NA,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA
53983,8.33722,7.98427,7.21661,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA,NA
54149,7.88879,7.51405,7.61309,NA,NA,NA,NA,NA,NA,NA,NA,0.977,NA,NA,NA,NA
54315,7.34588,6.72698,6.93835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA,NA
54593,8.30203,7.14865,8.1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,NA,NA
54746,8.23473,7.42782,8.74707,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA
54843,8.23013,8.82196,7.87931,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA
55105,7.60045,8.71417,8.0652,NA,NA,NA,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA
55370,8.05053,8.74035,8.43292,NA,NA,NA,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA
55454,7.85567,7.8461,8.55067,NA,NA,NA,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA
55778,8.54011,7.86515,9.21733,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA
55915,8.14039,7.36651,9.17015,NA,NA,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA
56156,8.13286,8.08671,8.80341,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA
56386,9.01083,7.67084,7.37537,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
56595,8.89863,8.38312,7.05925,NA,NA,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA
56731,8.62684,7.73555,7.20669,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA
56940,7.34091,7.2991,6.74478,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,NA,NA,NA
57017,7.87833,7.49578,7.50037,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,NA,NA,NA
57338,8.09699,7.70144,8.25833,NA,NA,NA,NA,NA,NA,NA,NA,0.903,NA,NA,NA,NA
57516,7.11801,7.87391,8.44696,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA
57744,7.10795,8.19524,7.47124,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA
57994,8.30915,9.48243,7.22281,NA,NA,NA,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA
58127,8.90044,8.16951,7.80328,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA
58270,9.32852,7.89002,7.92476,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
58584,7.98063,8.12727,7.48065,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
58601,7.7317,6.37898,7.80169,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA
58950,7.47443,6.83954,8.65477,NA,NA,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA
59017,7.44127,8.38004,7.89776,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,NA,NA,NA
59252,6.63001,7.3448,6.89472,NA,NA,NA,NA,NA,NA,NA,NA,0.595,NA,NA,NA,NA
59563,8.42418,7.84704,7.52928,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
59601,7.7115,7.32774,8.20972,NA,NA,NA,NA,NA,NA,NA,NA,0.917,NA,NA,NA,NA
59873,6.36632,7.26571,7.90218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218,NA,NA
60034,7.18733,6.76148,7.85739,NA,NA,NA,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA
60242,7.10363,7.37028,6.94777,NA,NA,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA
60519,8.60801,8.25809,7.0043,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA,NA
60617,8.56648,8.21137,7.96696,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,NA,NA,NA
60898,7.19431,8.11425,6.8058,NA,NA,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA
61045,7.20528,6.96099,6.63422,NA,NA,NA,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA
61368,7.0436,7.73948,7.16556,NA,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA
61404,6.84169,7.11244,7.43943,NA,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
61709,7.29457,7.42128,8.03363,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA
61955,7.92462,8.60216,7.14632,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA
62121,8.33985,7.77317,6.45996,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA
62386,8.99018,7.15671,7.35615,NA,NA,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA
62567,8.74812,7.13174,7.10813,NA,NA,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA
62738,8.63528,7.41338,7.62542,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA
62881,8.68101,8.33706,8.22034,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA
63158,8.46266,8.08673,7.7762,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591,NA,NA,NA
63314,9.22012,8.53821,6.9191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236,NA,NA,NA
63598,8.24031,9.1158,7.48751,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA
63791,7.19327,9.10681,7.96021,NA,NA,NA,NA,NA,NA,NA,NA,0.634,NA,NA,NA,NA
63837,8.02472,8.53388,7.27065,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA
64177,7.62242,8.47431,8.02414,NA,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA
64343,6.73662,8.43503,7.55527,NA,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA
64571,7.22443,8.51088,7.41367,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64692,7.92053,9.31327,7.98721,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64902,8.17063,7.78068,7.14412,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65118,7.86147,8.29815,7.87215,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65321,8.39678,8.42973,6.98857,NA,NA,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA
65542,7.77278,8.26074,7.24443,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,NA,NA
65620,7.10967,9.02489,7.81853,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA
65939,9.00709,7.70246,8.80858,NA,NA,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA
66053,7.93942,7.11248,9.71282,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA
66287,8.14879,6.63142,7.56371,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA
66468,7.82722,7.34117,7.9209,NA,NA,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA
66618,7.3599,6.30461,7.75049,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA
66941,8.29516,7.1317,8.12008,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA
67024,8.67619,8.4228,7.96738,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA
67324,8.26839,7.77946,8.19294,NA,NA,NA,NA,NA,NA,NA,NA,0.885,NA,NA,NA,NA
67477,7.83447,7.93184,8.88595,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA
67791,8.43979,8.33101,9.67047,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA
67986,8.31157,8.51985,9.79186,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA
68054,8.66775,7.8027,8.88485,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA
68288,7.41508,7.24442,8.20506,NA,NA,NA,NA,NA,NA,NA,NA,0.855,NA,NA,NA,NA
68447,9.43827,8.23199,8.16704,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA
68734,8.70684,7.86545,8.45591,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA
68979,7.82875,7.26342,6.62924,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA
69096,7.6391,8.36375,7.24744,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA
69396,7.85696,8.49684,7.36613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA
69453,8.09656,8.00296,7.18261,NA,NA,NA,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA
69762,8.38098,8.23092,7.51824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA
69977,7.96865,8.42478,7.32014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,NA,NA,NA
70161,8.70761,7.61758,6.83348,NA,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA
70249,8.03119,9.24988,7.98347,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA
70429,7.53876,8.58252,7.20686,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA
70634,6.42982,8.17535,7.65671,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA
70899,7.97852,9.18556,8.02481,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA
71158,7.64612,7.90231,8.71826,NA,NA,NA,NA,NA,NA,NA,NA,0.806,NA,NA,NA,NA
71269,7.40046,7.84485,8.05151,NA,NA,NA,NA,NA,NA,0.946,NA,NA,NA,NA,NA,NA
71480,8.46448,8.64337,7.07638,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
71738,8.59927,8.05744,6.4085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,NA,NA,NA
71929,8.73463,9.22419,7.82042,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA
72016,8.81392,9.68013,8.37052,NA,NA,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA
72295,8.11823,9.75777,8.19522,NA,NA,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA
72425,6.96528,8.47407,7.85367,NA,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA
72639,7.13146,7.5915,7.02475,NA,NA,NA,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA
72987,8.09836,8.81375,7.97864,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA
73153,7.9125,8.45867,8.49193,NA,NA,NA,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA
73239,7.63922,8.48734,8.36651,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA
73537,7.74755,7.74663,7.8455,NA,NA,NA,NA,NA,NA,NA,NA,0.992,NA,NA,NA,NA
73781,7.38713,7.90506,7.04541,NA,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA
73820,7.66285,7.03049,7.34341,NA,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA
74010,7.93738,6.60595,7.6627,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA
74294,8.14741,7.01516,7.32368,NA,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA,NA
74488,9.15366,7.25917,7.60449,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA
74655,8.68243,7.8544,8.33736,NA,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA
74859,7.56772,7.91648,8.58121,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA,NA,NA
75194,7.61188,7.83625,8.60969,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA
75246,7.27976,7.35624,7.83117,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
75481,8.34104,7.28568,7.4146,NA,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA
75798,8.12279,8.13099,7.22257,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA
75832,7.46523,8.24507,6.66784,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
76107,7.64013,8.46532,7.53008,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
76354,7.15551,8.18662,7.87635,NA,NA,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA
76520,7.81712,7.82459,8.1112,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA
76645,8.25334,6.74902,8.85017,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA
76986,7.2274,6.84409,8.38483,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA
77181,7.36302,8.76074,7.56059,NA,NA,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA
77233,8.47423,7.92501,7.44635,NA,NA,NA,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA
77553,8.23093,6.73121,7.67244,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA
77648,7.80534,6.79592,7.04622,NA,NA,NA,NA,NA,NA,NA,NA,0.731,NA,NA,NA,NA
77947,7.84199,7.48237,7.58547,NA,NA,NA,NA,NA,NA,NA,NA,0.975,NA,NA,NA,NA
78068,7.85984,7.15185,6.99061,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA
78279,8.73228,8.11964,7.68225,NA,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
78434,7.07188,7.45189,8.03702,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA
78749,7.32476,8.90885,7.33441,NA,NA,NA,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA
78956,7.63133,7.2134,7.69487,NA,NA,NA,NA,NA,NA,NA,NA,0.915,NA,NA,NA,NA
79100,8.52115,7.45226,7.45222,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA
79366,8.11201,6.77288,8.33264,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA
79463,7.33913,7.74581,7.3864,NA,NA,NA,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA
79707,6.6383,7.48836,7.83861,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA
79976,8.38259,7.42871,7.15097,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA
80026,7.08371,8.32395,8.02093,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA
80334,7.39931,7.29978,8.34403,NA,NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA
80549,7.86382,7.22301,7.90149,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA
80714,7.9935,6.50661,7.24969,NA,NA,NA,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA
80884,7.80347,7.01803,7.30156,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA
81161,8.13659,6.383,7.23684,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA
81297,7.6089,7.39805,7.72469,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA
81478,7.56046,7.95785,7.5092,NA,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA
81622,8.09174,7.88328,6.62257,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA
81938,8.7901,8.24994,7.65957,NA,NA,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA
82077,8.69883,7.11615,7.00439,NA,NA,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA
82387,8.47554,8.38878,7.23947,NA,NA,NA,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA
82481,6.98475,8.6704,7.34431,NA,NA,NA,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA
82680,7.6634,9.15609,7.99371,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA
82837,7.20983,7.87745,6.77626,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA
83046,7.83443,6.73692,7.59636,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA
83365,7.43564,7.83334,4.48075,NA,NA,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA
83468,7.04752,8.01578,6.27665,NA,NA,NA,NA,NA,NA,0.521,NA,NA,NA,NA,NA,NA
83738,7.54516,6.95581,7.28039,NA,NA,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
83902,7.18536,7.27855,7.15212,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
84131,7.97668,7.28936,7.51058,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA
84219,8.33507,6.65657,8.14098,NA,NA,NA,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA
84545,7.79726,7.37589,8.04279,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA
84683,7.8302,7.84606,6.92445,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA
84893,7.80527,9.48904,7.22417,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA
85134,7.82798,9.14763,6.99766,NA,NA,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA
85264,7.38094,8.34781,7.12651,NA,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA
85468,8.63894,8.37642,8.34294,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA
85719,8.3536,7.34143,7.00543,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA
85832,8.12792,8.41598,6.1414,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA
86129,7.51285,7.99451,6.55633,NA,NA,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA
86205,8.33912,7.63575,7.84785,NA,NA,NA,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA
86500,8.64111,8.06199,8.95701,NA,NA,NA,NA,NA,NA,NA,NA,0.589,NA,NA,NA,NA
86731,8.83777,7.21224,8.20097,NA,NA,NA,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA
86943,7.83178,6.70037,7.05047,NA,NA,NA,NA,0.606,NA,NA,NA,NA,NA,NA,NA,NA
87085,6.95483,8.6143,7.32012,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA
87316,6.69927,10.0728,8.06208,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA
87440,8.80952,8.91692,7.79407,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA
87622,8.25045,8.29154,6.75622,NA,NA,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA
87810,6.65983,7.65309,7.88611,NA,NA,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
88108,6.87865,7.72482,8.60854,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA
88400,7.18078,7.2793,8.92361,NA,NA,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA
88585,6.95042,8.26497,8.0995,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA
88626,7.34827,7.38926,7.92132,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA
88882,7.94199,8.46776,7.6874,NA,NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA
89034,7.42461,8.91535,8.15751,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA
89210,7.52928,8.31834,7.74239,NA,NA,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA
89511,8.51397,8.80568,7.66186,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA
89628,8.6449,7.74433,8.69518,NA,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA
89860,7.86478,6.89243,7.81043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA
90066,9.00274,6.64299,6.31828,NA,NA,NA,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA
90369,7.86719,6.88958,8.36292,NA,NA,NA,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA
90424,8.46797,6.67219,7.83946,NA,NA,NA,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA
90603,7.07795,7.64825,6.70109,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA
90862,7.23423,8.1661,7.56174,NA,NA,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA,NA
91109,7.66192,9.22913,7.01622,NA,NA,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA
91351,7.21968,7.78812,7.65045,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA
91538,7.76108,8.67552,7.77445,NA,NA,NA,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA
91730,7.58252,8.74141,6.82779,NA,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA
91917,6.6565,8.2673,7.10352,NA,NA,NA,NA,NA,0.562,NA,NA,NA,NA,NA,NA,NA
92011,8.03076,8.49156,6.45389,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA
92335,8.88132,6.55503,7.10336,NA,NA,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA
92446,7.54024,7.54754,7.41193,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA
92647,8.0622,7.26638,7.36624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA
92960,7.63006,7.78076,8.79658,NA,NA,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA
93188,7.28519,7.2966,8.40673,NA,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA
93252,5.78614,7.84992,7.38528,NA,NA,NA,NA,NA,NA,NA,NA,0.468,NA,NA,NA,NA
93487,8.17411,8.79902,7.82902,NA,NA,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA
93698,8.64801,9.20817,8.53919,NA,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA,NA
93890,8.05901,7.83422,8.1945,NA,NA,NA,NA,NA,NA,NA,NA,0.926,NA,NA,NA,NA
94145,8.77767,8.1914,8.69388,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA
94250,8.85082,7.54228,9.22164,NA,NA,NA,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA
94540,7.75534,8.32533,8.08588,NA,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA
94665,7.58742,7.38963,7.97879,NA,NA,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA
94983,7.69455,6.30419,8.48411,NA,NA,NA,NA,NA,NA,NA,0.327,NA,NA,NA,NA,NA
95105,7.12685,7.09246,8.31749,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA
95376,7.86436,7.62433,7.94727,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA,NA
