id,x0,x1,x2,fitness5,fitness4.5,fitness4,fitness3.5,fitness2.5,fitness3,fitness2,fitness1,fitness-0.5,fitness-1,fitness-1.5,fitness0,fitness-2,fitness-3,fitness0.5
45211,5,-1.31198,3.37661,3016.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45425,4.03771,-0.876401,3.64342,NA,254.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45592,4.07895,-0.215791,3.75397,774.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45960,5,-0.323893,4.34454,4403.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46064,4.79592,-0.562256,5,NA,1914.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46233,5,-0.937368,5,10227.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46441,3.74389,-0.857824,5,4577.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46733,4.83384,-2.19885,5,3357.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46803,5,-0.750111,4.89935,22021.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47166,4.69575,-0.225749,4.15687,3485.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47208,5,-1.2068,4.03302,665.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47468,5,-1.19696,4.25003,3567.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47655,5,-0.762143,5,12834.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47895,5,-0.733289,5,NA,10778.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48057,5,-1.93016,5,4929.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48379,5,-2.09499,5,4821.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48467,4.88456,-2.04171,5,7180.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48591,4.69561,-1.70179,4.32277,1825.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48919,5,-1.59062,3.27183,3013.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49170,5,-1.83128,4.59588,1035.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49208,5,-1.89638,5,4260.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49513,5,-2.94552,5,3051.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49723,5,-3.20803,5,1127.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49801,4.83789,-2.22739,4.9439,2840.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50077,4.80858,-2.21078,5,2870.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50347,5,-0.577479,5,6460.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50410,5,-0.566948,4.95549,6947.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50748,5,-2.15255,5,3688.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50970,5,-0.960743,5,9231.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51087,5,-0.972947,4.94214,10519.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51370,5,-0.943041,5,NA,8088.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51462,4.93624,-0.901411,4.76522,NA,12063.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51761,5,-0.776389,4.67247,NA,7884.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51860,5,-0.893865,5,11715.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52013,5,-0.856561,5,NA,5930.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52292,5,-1.46625,5,NA,NA,4560.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52469,5,-1.61833,5,NA,1790.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52617,5,-0.71184,5,11885.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52909,4.79847,-0.837583,5,16381.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53087,4.60428,-0.761775,4.91835,7945.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53378,5,0.178763,5,1492.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53549,5,-0.958278,5,9342.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53709,4.783,-0.490994,5,2278.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53792,5,-1.44775,3.14728,3934.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54171,5,-0.00546073,5,NA,NA,1746.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54307,5,-1.00265,4.9228,9032.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54493,5,-1.89891,5,4318.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54669,5,-0.329872,4.30005,NA,1872.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54906,3.81744,-0.633258,4.68515,2888.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55121,4.67925,-0.526375,5,4180.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55358,5,-2.03282,5,5487.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55576,5,-0.73528,5,12416.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55725,5,-0.865471,4.57303,3961.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55977,5,-0.818134,5,13008.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55981,5,-0.499256,5,2280.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56238,4.8318,-0.813081,5,17225.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56451,4.072,-0.279962,4.87737,2817.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56716,4.37627,-0.113195,5,3578.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56926,4.85452,0.687288,5,NA,NA,NA,NA,NA,755.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
57011,4.86106,-0.790249,5,17384.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57213,3.77004,-0.755024,5,4735.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57546,4.82923,-0.541833,5,6051.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57743,5,-0.774136,5,12952.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57914,5,-0.270037,4.36043,3866.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58139,5,-1.41428,5,NA,NA,2806.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58324,5,-2.0981,5,NA,3234.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58384,5,-1.32126,4.39712,NA,4141.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58749,5,-0.678241,5,NA,NA,2161.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58836,5,1.19945,4.89955,2406.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59089,5,1.3423,5,2607.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59261,5,0.445304,5,2546.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59382,5,0.297971,5,3354.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59612,4.71154,-1.08235,5,2510.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59806,5,0.243507,5,2779.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60092,4.84335,-0.376473,4.19137,2814.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60219,2.82011,-0.587208,4.8156,2412.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60569,2.51681,0.659776,5,NA,131.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60644,2.24558,-0.297099,5,2367.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60964,4.18857,-1.38727,5,6319.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61145,5,-1.52184,4.49436,853.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61276,5,-1.35706,5,NA,4299.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61525,5,-0.837751,5,NA,NA,NA,NA,NA,3074.971,NA,NA,NA,NA,NA,NA,NA,NA,NA
61618,5,-1.59706,5,NA,NA,4898.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61835,4.67415,-1.87394,5,NA,2602.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62135,5,-0.732066,5,12352.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62218,5,0.312483,5,4361.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62427,5,1.30561,5,2623.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62614,4.95305,-1.22905,4.98102,NA,NA,4746.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62940,5,-1.65297,5,NA,NA,1168.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63100,4.34153,-0.402009,5,1869.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63284,5,-0.643314,4.80325,12260.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63536,4.74567,-0.598691,5,8545.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63642,5,-0.660189,4.88062,13537.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63889,4.33896,-0.955388,4.61808,NA,NA,1353.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64081,3.33328,-0.661847,5,NA,2100.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64292,3.66366,-0.603583,5,2885.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64485,5,-0.983837,3.72785,2887.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64600,5,-1.54921,4.09477,3077.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64803,4.61015,-0.754047,4.78079,8161.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65145,5,-0.243372,3.21943,2581.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65189,5,-0.903185,4.74762,13070.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65385,4.43167,-2.07495,4.33261,1358.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65582,4.37203,-1.5315,4.99494,5416.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65951,4.74442,-1.08286,5,2781.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66119,4.58449,-0.835984,5,4897.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66310,4.60139,-0.922086,4.91789,6484.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66463,4.46596,-0.343903,5,1059.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66701,4.65523,1.35363,5,1932.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66862,4.62822,4.73656,4.45117,NA,1679.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67125,3.32171,4.74707,4.89012,4723.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67241,4.24644,5,5,5465.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67473,5,4.34405,4.6785,4376.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67721,4.59877,4.7393,4.40103,1992.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67818,5,4.37876,3.95203,485.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67985,5,4.31568,2.80165,1465.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68314,4.94352,4.76337,3.27843,4690.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68550,5,4.76562,2.30181,3153.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68716,5,5,1.33951,2613.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68967,5,5,0.258492,3977.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69115,5,3.88226,-0.702682,3134.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69280,5,4.84025,0.210729,2926.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69404,4.81328,5,-0.796003,16975.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69646,5,5,0.498133,1603.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69972,5,5,-1.3546,NA,6232.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70130,3.43574,5,-0.243875,NA,1316.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70227,4.69905,5,-0.892919,11228.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70572,4.77846,5,-0.714912,14736.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70730,5,5,-0.767816,12895.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70938,4.39988,5,-0.883382,NA,NA,2782.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71080,5,4.8399,-1.30412,NA,7226.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71328,5,5,-0.833466,12887.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71379,5,5,-0.84447,12756.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71616,5,4.93594,-0.588774,8658.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71851,5,4.21555,-0.334643,NA,3655.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72123,5,3.81237,-1.0731,1095.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72362,5,4.09401,-1.64234,NA,2092.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72398,5,5,-1.34638,NA,NA,5403.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72675,3.31929,4.89457,-2.42712,1291.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72831,3.36442,4.29883,-2.41209,NA,NA,310.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73174,5,4.65512,-1.85887,2926.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73238,4.88496,4.28739,-1.28374,7336.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73454,2.81498,4.30539,-0.178274,1286.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73714,4.64594,5,-0.722274,8554.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73783,4.58036,5,-0.798334,4683.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74071,5,4.87533,-0.64785,12926.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74259,5,5,-1.8699,NA,3863.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74515,5,5,-0.739745,12500.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74627,5,4.83038,0.304296,4474.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74789,5,5,-0.975166,NA,6699.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75144,5,5,-0.866121,12389.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75237,4.2487,4.45145,-1.05948,666.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75426,5,4.20762,-0.386739,1962.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75675,5,4.25895,-1.21713,4734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75870,5,4.16156,-1.47528,5618.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76004,4.87614,5,-1.88299,5218.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76296,5,5,-1.91214,4602.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76399,4.90716,5,-0.854547,16290.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76742,5,4.29112,-1.68039,3279.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76867,5,5,-1.00613,9286.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76961,5,5,0.297623,4467.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77180,4.81033,5,-0.759581,16592.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77424,5,4.61259,-0.955747,5021.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77641,5,5,-0.803732,15931.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77760,5,5,-0.929394,10537.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78061,5,5,-1.98139,5484.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78221,5,5,-0.789644,13040.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78520,4.34872,5,-1.44953,6613.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78589,3.80459,5,-0.601102,NA,2676.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78912,3.36184,5,-0.0130885,1449.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79135,3.74014,5,-0.797121,NA,2657.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79181,4.23078,5,-1.7085,2335.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79383,4.83732,5,-1.70662,NA,2420.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79673,5,5,-2.98083,3222.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79771,5,4.89562,-1.10262,1605.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80060,5,5,-2.08475,NA,NA,1251.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80347,4.77938,5,-0.927189,13105.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80531,5,5,-2.2129,2163.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80579,5,3.75721,-2.13354,1832.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80778,5,4.36952,-2.38219,1077.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81126,4.2283,5,-1.21621,3400.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81285,4.39825,5,-0.18637,3507.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81543,5,5,0.426651,2814.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81608,5,4.9061,0.315416,NA,3698.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81832,5,5,-0.567264,NA,2376.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82099,5,2.6604,-0.51064,527.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82184,5,4.90219,-0.582381,8725.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82367,5,5,-0.499207,2277.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82720,4.41274,5,-0.180699,3157.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82877,4.85334,5,-0.932255,13897.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83137,5,4.79675,-0.983333,10373.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83241,4.38642,5,-0.06736,2919.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83410,5,5,-0.724664,15881.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83571,5,5,-0.715793,11985.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83767,4.60041,5,-1.07608,1340.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84008,4.63432,5,-3.04145,2721.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84267,5,5,-2.09067,4888.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84520,4.81926,5,-2.02579,7220.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84644,5,4.86795,-4.79657,1684.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84894,5,5,-4.87465,2215.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85090,4.90683,5,-4.86306,2720.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85201,5,5,-3.16226,1885.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85542,5,5,-5,3410.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85718,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85868,5,4.82925,-1.88169,NA,2323.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86043,4.66902,4.21752,-2.68072,692.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86270,5,5,-1.32916,NA,NA,5448.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86531,4.95189,4.17553,-0.533149,NA,NA,1407.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86665,5,4.96777,-0.672797,12095.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86938,4.30807,4.45127,-0.842346,2181.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87070,4.93025,5,-0.592092,8964.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87170,5,5,-0.759534,15742.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87371,5,5,-1.89233,5531.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87586,4.18527,5,-1.41871,7842.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87937,5,4.77633,-0.987227,9758.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88017,5,5,-1.96766,5390.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88325,5,4.76717,-0.836812,NA,NA,NA,2784.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88423,5,5,-0.819685,NA,2961.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88652,5,5,-0.64568,9644.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88919,5,4.6775,0.434779,2379.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88984,5,4.6854,1.15588,1093.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89189,5,3.75301,-0.501648,887.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89429,5,4.38233,0.839165,1684.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89587,4.89328,5,0.390573,4217.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
