id,x0,x1,x2,fitness-5,fitness-3.5,fitness-2.5,fitness-1,fitness-2,fitness-1.5,fitness-3,fitness-4,fitness-0.5,fitness-4.5
55576,2.69782,2.29919,-4.61794,NA,NA,NA,NA,-34.424,NA,NA,NA,NA,NA
55729,1.36542,1.88579,-3.75206,NA,NA,NA,NA,NA,NA,-19.386,NA,NA,NA
55977,1.96948,2.77585,-4.68375,NA,NA,NA,NA,NA,NA,-39.182,NA,NA,NA
56054,1.89687,2.63932,-4.09628,NA,NA,NA,NA,NA,NA,-28.72,NA,NA,NA
56352,2.24425,2.66781,-5,NA,NA,NA,NA,NA,NA,-46.943,NA,NA,NA
56515,2.28967,1.58183,-4.48652,NA,NA,NA,NA,-21.53,NA,NA,NA,NA,NA
56695,2.20486,1.33228,-4.1545,NA,NA,-11.299,NA,NA,NA,NA,NA,NA,NA
56968,1.88005,0.822237,-3.85097,NA,-59.435,NA,NA,NA,NA,NA,NA,NA,NA
57062,1.90378,1.42423,-4.84015,NA,NA,NA,NA,-16.999,NA,NA,NA,NA,NA
57358,1.25519,1.71573,-4.27453,NA,NA,-10.546,NA,NA,NA,NA,NA,NA,NA
57407,1.22161,0.905025,-3.78855,NA,NA,NA,NA,NA,NA,-60.481,NA,NA,NA
57746,0.794152,1.94375,-4.51083,NA,NA,NA,NA,-35.646,NA,NA,NA,NA,NA
57994,1.06044,1.30425,-3.83887,NA,NA,-32.476,NA,NA,NA,NA,NA,NA,NA
58062,1.49909,2.52765,-5,NA,NA,-32.448,NA,NA,NA,NA,NA,NA,NA
58347,2.49721,1.45426,-5,NA,NA,-28.258,NA,NA,NA,NA,NA,NA,NA
58525,2.43122,1.61662,-5,NA,NA,NA,NA,NA,NA,-31.622,NA,NA,NA
58643,1.4121,0.816505,-3.65654,NA,-72.126,NA,NA,NA,NA,NA,NA,NA,NA
58961,2.35305,1.52553,-4.52798,NA,NA,-12.769,NA,NA,NA,NA,NA,NA,NA
59200,2.51801,1.78006,-3.90175,NA,-36.399,NA,NA,NA,NA,NA,NA,NA,NA
59354,3.41044,1.22661,-4.63685,NA,NA,-69.796,NA,NA,NA,NA,NA,NA,NA
59536,2.6485,1.34743,-5,NA,-52.247,NA,NA,NA,NA,NA,NA,NA,NA
59770,3.18374,1.74725,-4.80852,NA,NA,NA,NA,NA,NA,-58.495,NA,NA,NA
59872,2.54653,1.79474,-3.88413,NA,-45.44,NA,NA,NA,NA,NA,NA,NA,NA
60012,2.87911,0.771022,-4.65125,NA,NA,NA,NA,NA,NA,-68.478,NA,NA,NA
60383,3.33456,1.19215,-4.69446,NA,NA,-67.464,NA,NA,NA,NA,NA,NA,NA
60563,2.72891,1.00768,-5,NA,NA,NA,NA,NA,-72.811,NA,NA,NA,NA
60695,2.81283,2.40791,-5,NA,NA,NA,NA,NA,NA,-50.005,NA,NA,NA
60973,3.01062,1.75438,-4.71383,NA,NA,-41.69,NA,NA,NA,NA,NA,NA,NA
61053,3.47188,3.65395,-5,NA,NA,NA,NA,-157.638,NA,NA,NA,NA,NA
61206,2.37227,2.57552,-5,NA,NA,NA,NA,NA,NA,-41.585,NA,NA,NA
61523,2.40018,1.53767,-4.91866,NA,NA,NA,NA,-27.834,NA,NA,NA,NA,NA
61735,1.79835,1.65938,-5,NA,NA,-16.25,NA,NA,NA,NA,NA,NA,NA
61943,2.72005,0.806119,-5,NA,NA,-61.727,NA,NA,NA,NA,NA,NA,NA
62028,2.17709,2.28422,-3.7345,NA,-48.267,NA,NA,NA,NA,NA,NA,NA,NA
62342,1.70236,1.60939,-3.94052,NA,-21.696,NA,NA,NA,NA,NA,NA,NA,NA
62420,2.49204,1.90051,-5,NA,NA,-26.356,NA,NA,NA,NA,NA,NA,NA
62620,2.23357,1.03798,-4.05393,NA,-51.726,NA,NA,NA,NA,NA,NA,NA,NA
62825,3.21321,2.71034,-5,NA,NA,NA,NA,NA,NA,-87.449,NA,NA,NA
63163,3.03129,1.7481,-5,NA,NA,NA,NA,NA,NA,-54.119,NA,NA,NA
63342,1.89278,1.96995,-4.85599,NA,NA,NA,NA,NA,NA,-13.488,NA,NA,NA
63476,1.44056,1.58595,-5,NA,NA,NA,NA,NA,-35.387,NA,NA,NA,NA
63797,0.46267,1.51479,-4.27601,NA,NA,NA,NA,NA,NA,-57.201,NA,NA,NA
63810,1.41628,3.34273,-5,NA,NA,NA,NA,NA,NA,-77.185,NA,NA,NA
64047,0.498414,2.62234,-4.65733,NA,NA,NA,NA,NA,NA,NA,-92.036,NA,NA
64279,1.54566,1.17262,-4.12424,NA,NA,-12.676,NA,NA,NA,NA,NA,NA,NA
64446,2.54552,2.16232,-5,NA,NA,NA,NA,NA,NA,-38.342,NA,NA,NA
64671,2.14222,1.93642,-5,NA,NA,-19.299,NA,NA,NA,NA,NA,NA,NA
64967,2.07309,2.98843,-5,NA,NA,-52.982,NA,NA,NA,NA,NA,NA,NA
65029,3.12282,2.73386,-4.77987,NA,NA,NA,NA,-72.617,NA,NA,NA,NA,NA
65250,2.03527,2.21525,-5,NA,NA,-22.166,NA,NA,NA,NA,NA,NA,NA
65587,1.38552,1.93079,-3.6412,NA,NA,NA,NA,NA,NA,-22.612,NA,NA,NA
65685,1.17207,2.12234,-4.7302,NA,NA,-21.224,NA,NA,NA,NA,NA,NA,NA
65929,1.92732,1.96372,-4.41773,NA,NA,NA,NA,-8.197,NA,NA,NA,NA,NA
66050,2.55307,0.773024,-5,NA,NA,NA,NA,-68.821,NA,NA,NA,NA,NA
66320,2.45507,1.82829,-5,NA,NA,NA,NA,NA,NA,-27.139,NA,NA,NA
66464,0.833524,2.10392,-5,NA,NA,NA,NA,NA,NA,-41.838,NA,NA,NA
66732,1.21112,2.65759,-3.33695,NA,NA,NA,NA,NA,NA,-60.097,NA,NA,NA
66991,0.979419,3.42961,-3.59335,NA,NA,-96.811,NA,NA,NA,NA,NA,NA,NA
67140,2.13272,2.56853,-5,NA,NA,NA,NA,NA,NA,-35.831,NA,NA,NA
67311,0.744511,2.21536,-5,NA,NA,NA,NA,NA,NA,-48.963,NA,NA,NA
67405,1.17957,2.94311,-5,NA,NA,NA,NA,NA,NA,-60.089,NA,NA,NA
67709,1.80913,2.41972,-4.62842,NA,NA,NA,NA,NA,NA,-24.142,NA,NA,NA
67954,2.5361,2.31346,-5,NA,NA,-35.037,NA,NA,NA,NA,NA,NA,NA
68042,2.10466,2.8592,-5,NA,NA,-46.927,NA,NA,NA,NA,NA,NA,NA
68285,1.98871,1.60769,-5,NA,NA,NA,NA,NA,NA,-25.412,NA,NA,NA
68470,2.43382,0.92591,-5,NA,NA,-45.417,NA,NA,NA,NA,NA,NA,NA
68768,1.46461,1.98051,-4.92577,NA,NA,NA,-56.613,NA,NA,NA,NA,NA,NA
68922,1.84515,2.7751,-4.91127,NA,NA,NA,-70.198,NA,NA,NA,NA,NA,NA
69046,1.35764,1.60273,-4.50229,NA,NA,NA,NA,-16.091,NA,NA,NA,NA,NA
69378,1.66033,2.3014,-4.14952,NA,NA,NA,NA,NA,-37.745,NA,NA,NA,NA
69535,1.75587,1.46826,-4.04148,NA,NA,NA,NA,NA,-40.907,NA,NA,NA,NA
69692,3.08927,1.39913,-5,NA,NA,NA,NA,-56.314,NA,NA,NA,NA,NA
69892,1.70535,3.22206,-4.14328,NA,NA,NA,NA,NA,NA,-66.457,NA,NA,NA
70131,1.57303,2.47489,-3.92387,NA,NA,NA,NA,-26.809,NA,NA,NA,NA,NA
70354,2.28027,2.99087,-4.35338,NA,NA,-47.323,NA,NA,NA,NA,NA,NA,NA
70530,3.32259,1.92441,-5,NA,NA,NA,NA,-72.782,NA,NA,NA,NA,NA
70723,3.86527,2.21457,-5,NA,NA,-109.425,NA,NA,NA,NA,NA,NA,NA
70975,2.52119,2.01561,-5,NA,NA,-29.102,NA,NA,NA,NA,NA,NA,NA
71151,1.6817,2.05118,-5,NA,NA,-17.893,NA,NA,NA,NA,NA,NA,NA
71256,1.68777,2.57356,-5,NA,NA,-32.303,NA,NA,NA,NA,NA,NA,NA
71497,0.739237,1.76004,-4.1206,NA,NA,-37.742,NA,NA,NA,NA,NA,NA,NA
71666,1.66142,1.82128,-3.71689,NA,NA,NA,NA,NA,NA,-15.261,NA,NA,NA
71823,1.93351,2.40249,-3.85862,NA,NA,NA,NA,-28.492,NA,NA,NA,NA,NA
72171,2.94544,3.12613,-5,NA,NA,NA,-134.63,NA,NA,NA,NA,NA,NA
72332,2.41199,3.43444,-4.08666,NA,NA,NA,NA,NA,NA,-83.752,NA,NA,NA
72598,0.709127,2.53707,-4.72545,NA,NA,-49.815,NA,NA,NA,NA,NA,NA,NA
72654,1.92185,2.73168,-5,NA,NA,NA,NA,-39.752,NA,NA,NA,NA,NA
72969,2.05803,2.61988,-3.33782,NA,NA,NA,NA,-54.058,NA,NA,NA,NA,NA
73069,1.88487,0.89612,-3.84996,NA,NA,-33.251,NA,NA,NA,NA,NA,NA,NA
73215,1.74234,0.752979,-4.30727,NA,NA,-40.073,NA,NA,NA,NA,NA,NA,NA
73578,3.12842,1.69307,-3.19251,NA,NA,-86.277,NA,NA,NA,NA,NA,NA,NA
73767,2.27197,2.21513,-5,NA,-39.296,NA,NA,NA,NA,NA,NA,NA,NA
73879,1.56473,1.41483,-5,NA,NA,NA,NA,NA,NA,-20.792,NA,NA,NA
74082,1.49941,1.1437,-4.46038,NA,NA,-14.489,NA,NA,NA,NA,NA,NA,NA
74354,1.40702,2.16053,-5,NA,NA,-23.51,NA,NA,NA,NA,NA,NA,NA
74557,1.4321,2.16171,-3.82398,NA,NA,NA,NA,NA,-36.955,NA,NA,NA,NA
74791,1.72675,1.55078,-4.05707,NA,NA,NA,-57.819,NA,NA,NA,NA,NA,NA
74936,1.61939,1.56686,-4.13281,NA,NA,-2.462,NA,NA,NA,NA,NA,NA,NA
75019,2.58548,1.91566,-5,NA,NA,-29.637,NA,NA,NA,NA,NA,NA,NA
75317,2.70536,1.24382,-5,NA,NA,-40.061,NA,NA,NA,NA,NA,NA,NA
75598,1.45233,1.24132,-5,NA,NA,NA,NA,NA,NA,-28.379,NA,NA,NA
75680,2.06206,1.51214,-5,NA,NA,-16.728,NA,NA,NA,NA,NA,NA,NA
75941,1.85014,2.23679,-5,NA,NA,-22.052,NA,NA,NA,NA,NA,NA,NA
76200,2.09155,2.27342,-5,NA,-38.715,NA,NA,NA,NA,NA,NA,NA,NA
76379,1.83564,1.90666,-5,NA,NA,NA,NA,NA,NA,-25.159,NA,NA,NA
76587,1.75591,1.92911,-4.71392,NA,NA,NA,NA,-16.42,NA,NA,NA,NA,NA
76659,1.12902,2.46941,-3.75893,NA,NA,NA,NA,NA,NA,NA,-65.766,NA,NA
76964,0.895318,1.76978,-3.77385,NA,NA,NA,NA,NA,NA,-41.95,NA,NA,NA
77144,2.3718,1.83221,-4.50668,NA,NA,NA,NA,NA,-27.147,NA,NA,NA,NA
77243,1.72721,2.34402,-5,NA,NA,NA,NA,-35.989,NA,NA,NA,NA,NA
77427,1.45112,2.21714,-2.489,NA,NA,NA,NA,NA,-133.361,NA,NA,NA,NA
77679,2.08892,2.12367,-3.66485,NA,NA,NA,NA,-23.611,NA,NA,NA,NA,NA
77806,0.982469,1.64696,-4.356,NA,NA,NA,NA,-23.919,NA,NA,NA,NA,NA
78161,1.32825,1.55654,-5,NA,NA,NA,NA,NA,NA,-26.197,NA,NA,NA
78328,1.14662,1.91124,-5,NA,NA,NA,NA,NA,NA,NA,-80.757,NA,NA
78574,1.76379,1.64046,-5,NA,NA,-15.479,NA,NA,NA,NA,NA,NA,NA
78626,1.95948,2.48554,-5,NA,NA,NA,NA,NA,NA,-30.261,NA,NA,NA
78874,2.66712,2.99819,-5,NA,NA,-67.231,NA,NA,NA,NA,NA,NA,NA
79162,2.3487,2.68941,-4.69365,NA,NA,NA,NA,-39.109,NA,NA,NA,NA,NA
79203,2.57837,2.62556,-5,NA,NA,NA,NA,-51.915,NA,NA,NA,NA,NA
79480,2.38393,2.09818,-2.98938,NA,NA,-67.92,NA,NA,NA,NA,NA,NA,NA
79797,1.65649,2.11742,-3.94741,NA,NA,-12.104,NA,NA,NA,NA,NA,NA,NA
79925,1.23491,2.84592,-3.864,NA,-69.198,NA,NA,NA,NA,NA,NA,NA,NA
80111,2.26861,2.86915,-3.66573,NA,NA,NA,NA,NA,NA,-59.659,NA,NA,NA
80393,2.10724,2.59879,-4.48375,NA,-38.229,NA,NA,NA,NA,NA,NA,NA,NA
80442,1.81575,2.66738,-5,NA,NA,NA,NA,NA,NA,-38.146,NA,NA,NA
80613,2.76353,2.29738,-4.97727,NA,NA,NA,NA,NA,NA,-46.209,NA,NA,NA
80890,3.18479,1.72164,-5,NA,NA,-56.091,NA,NA,NA,NA,NA,NA,NA
81011,2.64347,2.27584,-5,NA,-51.29,NA,NA,NA,NA,NA,NA,NA,NA
81249,2.58021,1.43003,-5,NA,-43.719,NA,NA,NA,NA,NA,NA,NA,NA
81570,2.95214,0.70959,-4.661,NA,NA,-68.006,NA,NA,NA,NA,NA,NA,NA
81705,1.7093,1.07889,-3.63699,NA,NA,-33.859,NA,NA,NA,NA,NA,NA,NA
81881,2.84283,1.91609,-4.89579,NA,NA,NA,NA,-41.595,NA,NA,NA,NA,NA
82045,1.87651,1.61726,-5,NA,NA,NA,NA,NA,NA,-25.311,NA,NA,NA
82379,2.27508,1.79182,-5,NA,NA,-20.059,NA,NA,NA,NA,NA,NA,NA
82510,1.94302,2.11127,-5,NA,NA,-18.904,NA,NA,NA,NA,NA,NA,NA
82775,2.93781,1.81894,-5,NA,NA,-43.487,NA,NA,NA,NA,NA,NA,NA
82830,1.68051,2.86389,-5,NA,NA,-44.418,NA,NA,NA,NA,NA,NA,NA
83004,0.424483,2.11393,-5,NA,NA,NA,NA,NA,NA,-60.433,NA,NA,NA
83233,2.28499,1.36851,-4.50909,NA,NA,NA,NA,NA,-36.591,NA,NA,NA,NA
83504,3.64716,1.63633,-4.27623,NA,NA,-79.378,NA,NA,NA,NA,NA,NA,NA
83762,2.29311,1.01933,-5,NA,NA,NA,NA,-40.08,NA,NA,NA,NA,NA
83983,2.13276,1.79446,-5,NA,NA,NA,NA,NA,NA,-28.203,NA,NA,NA
84058,1.57247,1.2632,-5,NA,NA,-22.535,NA,NA,NA,NA,NA,NA,NA
84389,2.41816,0.925758,-5,NA,NA,-46.467,NA,NA,NA,NA,NA,NA,NA
84591,1.23307,1.85195,-4.56285,NA,NA,NA,NA,-20.95,NA,NA,NA,NA,NA
84746,2.32593,2.06608,-5,NA,NA,NA,NA,NA,-41.131,NA,NA,NA,NA
84879,2.03427,1.08444,-3.7797,NA,NA,-24.521,NA,NA,NA,NA,NA,NA,NA
85028,2.34213,1.44124,-5,NA,NA,NA,NA,NA,-49.476,NA,NA,NA,NA
85241,2.99574,1.98999,-4.97002,NA,NA,NA,NA,NA,-77.013,NA,NA,NA,NA
85440,1.56287,2.72598,-3.79528,NA,NA,NA,-81.857,NA,NA,NA,NA,NA,NA
85701,2.66879,2.62314,-3.88697,NA,NA,NA,NA,NA,-68.936,NA,NA,NA,NA
85945,1.64733,2.49587,-4.32125,NA,NA,NA,NA,NA,-45.25,NA,NA,NA,NA
86072,1.63255,1.48853,-4.44087,NA,NA,NA,NA,-6.43,NA,NA,NA,NA,NA
86291,1.1028,0.748551,-5,NA,NA,NA,NA,NA,-107.055,NA,NA,NA,NA
86599,2.02408,1.15487,-4.63659,NA,NA,NA,NA,-21.172,NA,NA,NA,NA,NA
86772,2.10678,0.204795,-4.82534,NA,NA,NA,NA,-120.989,NA,NA,NA,NA,NA
86924,2.12101,1.17501,-4.80279,NA,NA,NA,NA,-25.958,NA,NA,NA,NA,NA
87153,1.60995,1.67708,-5,NA,NA,NA,NA,NA,-31.834,NA,NA,NA,NA
87331,2.37383,2.20523,-5,NA,NA,NA,NA,NA,NA,-33.736,NA,NA,NA
87596,1.66445,0.913417,-3.81382,NA,NA,NA,NA,NA,NA,-46.179,NA,NA,NA
87767,1.40648,0.849514,-5,NA,NA,NA,NA,NA,NA,-58.39,NA,NA,NA
87803,2.2055,1.39925,-5,NA,-33.153,NA,NA,NA,NA,NA,NA,NA,NA
88087,2.16882,1.2981,-5,NA,NA,NA,NA,NA,NA,-24.093,NA,NA,NA
88225,1.96757,0.430098,-5,NA,NA,-86.38,NA,NA,NA,NA,NA,NA,NA
88486,2.28634,1.14528,-4.75389,NA,NA,NA,NA,-25.84,NA,NA,NA,NA,NA
88614,2.17751,0.849097,-5,NA,NA,NA,NA,NA,NA,NA,-78.136,NA,NA
88825,1.72568,2.22191,-4.26197,NA,NA,NA,NA,NA,-33.259,NA,NA,NA,NA
89054,2.64004,1.68557,-5,NA,NA,NA,NA,NA,-53.986,NA,NA,NA,NA
89341,2.8636,2.46526,-3.95282,NA,NA,NA,NA,-51.934,NA,NA,NA,NA,NA
89579,1.20424,2.11227,-5,NA,-39.714,NA,NA,NA,NA,NA,NA,NA,NA
89686,2.25627,2.11971,-5,NA,NA,NA,NA,NA,NA,-27.267,NA,NA,NA
89954,1.92724,2.58445,-4.84565,NA,NA,NA,NA,NA,NA,-34.882,NA,NA,NA
90136,1.96983,2.44785,-4.96991,NA,NA,NA,NA,NA,NA,-28.206,NA,NA,NA
90277,0.741484,1.91569,-4.97012,NA,NA,NA,NA,-45.955,NA,NA,NA,NA,NA
90479,2.4524,2.59375,-5,NA,NA,-41.646,NA,NA,NA,NA,NA,NA,NA
90695,2.78264,1.17744,-4.52697,NA,NA,NA,NA,NA,NA,-40.057,NA,NA,NA
90849,2.94568,2.15725,-4.60271,NA,NA,NA,NA,-41.48,NA,NA,NA,NA,NA
91194,2.1715,2.22651,-4.46318,NA,NA,NA,NA,-17.571,NA,NA,NA,NA,NA
91317,0.96841,2.48429,-4.35582,NA,NA,-33.94,NA,NA,NA,NA,NA,NA,NA
91432,2.01267,2.10312,-4.9402,NA,NA,-17.939,NA,NA,NA,NA,NA,NA,NA
91626,2.5736,0.99212,-3.88966,NA,NA,NA,NA,NA,NA,-47.789,NA,NA,NA
91976,2.01072,2.14763,-4.89684,NA,NA,NA,NA,NA,NA,-28.248,NA,NA,NA
92025,1.32283,2.86134,-5,NA,NA,-48.65,NA,NA,NA,NA,NA,NA,NA
92338,2.25534,2.12929,-4.88941,NA,NA,NA,NA,NA,NA,-26.253,NA,NA,NA
92480,1.57184,2.63101,-5,NA,NA,NA,NA,NA,NA,-44.063,NA,NA,NA
92684,1.53552,2.31284,-5,NA,NA,-24.983,NA,NA,NA,NA,NA,NA,NA
92823,2.54418,2.86624,-5,NA,-69.36,NA,NA,NA,NA,NA,NA,NA,NA
93054,2.32732,2.58655,-5,NA,NA,-39.227,NA,NA,NA,NA,NA,NA,NA
93378,1.66538,2.0322,-5,NA,NA,NA,NA,NA,NA,-21.947,NA,NA,NA
93568,0.904091,2.56302,-5,NA,NA,NA,NA,-53.079,NA,NA,NA,NA,NA
93680,0.384012,2.06721,-5,NA,NA,NA,NA,-70.123,NA,NA,NA,NA,NA
93819,1.70515,3.1727,-5,NA,NA,NA,NA,-70.406,NA,NA,NA,NA,NA
94130,2.18084,2.20985,-4.99667,NA,NA,NA,-60.635,NA,NA,NA,NA,NA,NA
94366,2.12917,1.66638,-4.77871,NA,NA,NA,NA,NA,-24.83,NA,NA,NA,NA
94559,2.73572,2.41334,-5,NA,NA,NA,NA,-53.949,NA,NA,NA,NA,NA
94706,1.91267,2.12924,-4.4987,NA,NA,NA,NA,-10.488,NA,NA,NA,NA,NA
94801,1.75577,1.90432,-5,NA,NA,-15.554,NA,NA,NA,NA,NA,NA,NA
95076,1.64229,2.81804,-5,NA,NA,-42.338,NA,NA,NA,NA,NA,NA,NA
95350,1.69232,2.17091,-3.79258,NA,NA,NA,NA,NA,NA,-21.652,NA,NA,NA
95547,1.39639,1.84539,-4.20413,NA,NA,NA,NA,NA,NA,-8.806,NA,NA,NA
95644,2.59302,2.0852,-4.22562,NA,NA,-24.296,NA,NA,NA,NA,NA,NA,NA
95921,2.40251,2.0498,-5,NA,NA,NA,NA,NA,-47.187,NA,NA,NA,NA
96177,1.12739,1.98651,-5,NA,NA,NA,NA,NA,-53.335,NA,NA,NA,NA
96344,1.14663,1.62678,-4.33378,NA,NA,NA,NA,NA,NA,-15.45,NA,NA,NA
96573,1.825,3.60153,-4.80381,NA,NA,-88.101,NA,NA,NA,NA,NA,NA,NA
96762,1.83354,2.38737,-4.39086,NA,NA,-16.376,NA,NA,NA,NA,NA,NA,NA
96951,2.27144,1.11293,-5,NA,NA,-31.204,NA,NA,NA,NA,NA,NA,NA
97061,1.16901,2.26516,-5,NA,NA,NA,NA,NA,NA,NA,-82.87,NA,NA
97319,1.2507,2.52439,-4.33841,NA,NA,NA,NA,-28.872,NA,NA,NA,NA,NA
97542,2.45393,1.56621,-5,NA,NA,NA,NA,NA,NA,-26.678,NA,NA,NA
97780,2.16995,0.913081,-5,NA,NA,NA,NA,-44.228,NA,NA,NA,NA,NA
97848,1.46883,2.10016,-5,NA,NA,NA,NA,-29,NA,NA,NA,NA,NA
98041,2.55909,1.45171,-5,NA,NA,-30.316,NA,NA,NA,NA,NA,NA,NA
98374,2.64401,0.786777,-5,NA,NA,NA,NA,NA,NA,-61.478,NA,NA,NA
98505,2.72563,1.58104,-5,NA,NA,NA,NA,NA,NA,-40.783,NA,NA,NA
98673,3.25338,1.02863,-5,NA,NA,NA,NA,NA,NA,-75.751,NA,NA,NA
98845,2.19108,1.01162,-5,NA,NA,NA,NA,-45.097,NA,NA,NA,NA,NA
99081,2.73563,1.87576,-5,NA,NA,NA,NA,-42.012,NA,NA,NA,NA,NA
99248,1.38451,3.35353,-5,NA,NA,NA,NA,-85.025,NA,NA,NA,NA,NA
99554,1.09169,2.72541,-4.66427,NA,NA,-41.543,NA,NA,NA,NA,NA,NA,NA
99717,1.757,2.35444,-5,NA,NA,-24.642,NA,NA,NA,NA,NA,NA,NA
99850,1.43201,1.04627,-3.39005,NA,NA,NA,NA,NA,NA,-59.484,NA,NA,NA
100135,1.71137,1.51048,-4.57725,NA,NA,-3.516,NA,NA,NA,NA,NA,NA,NA
100223,1.61451,2.62619,-5,NA,NA,-34.341,NA,NA,NA,NA,NA,NA,NA
100520,2.97343,1.85629,-5,NA,-60.106,NA,NA,NA,NA,NA,NA,NA,NA
100763,2.24369,1.49166,-4.34637,NA,NA,NA,NA,NA,NA,-13.315,NA,NA,NA
100927,2.07553,1.49258,-4.34933,NA,NA,NA,-65.658,NA,NA,NA,NA,NA,NA
101034,2.2652,1.87758,-3.89911,NA,NA,NA,NA,NA,-27.885,NA,NA,NA,NA
101244,2.77772,1.92512,-3.77898,NA,NA,NA,NA,-38.265,NA,NA,NA,NA,NA
101502,2.84796,2.0793,-3.82999,NA,-69.632,NA,NA,NA,NA,NA,NA,NA,NA
101710,2.06785,1.38912,-3.61364,NA,NA,NA,NA,NA,NA,-24.605,NA,NA,NA
101994,2.48224,3.51777,-4.7931,NA,NA,-90.666,NA,NA,NA,NA,NA,NA,NA
102153,1.58706,2.47129,-4.76915,NA,NA,NA,NA,NA,NA,NA,-59.178,NA,NA
102304,1.61788,2.03698,-4.36762,NA,NA,-7.3,NA,NA,NA,NA,NA,NA,NA
102463,2.75256,1.94183,-5,NA,NA,NA,-75.238,NA,NA,NA,NA,NA,NA
102794,2.5519,2.77347,-4.58612,NA,NA,-45.051,NA,NA,NA,NA,NA,NA,NA
102912,2.18624,2.8976,-4.23414,NA,NA,NA,NA,NA,NA,-43.86,NA,NA,NA
103124,2.3994,2.36841,-5,NA,NA,NA,NA,NA,NA,-38.849,NA,NA,NA
103214,2.34794,2.6488,-5,NA,-56.357,NA,NA,NA,NA,NA,NA,NA,NA
103593,1.292,2.68777,-4.48743,NA,-53.272,NA,NA,NA,NA,NA,NA,NA,NA
103713,2.2712,2.07433,-4.07966,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.217
103992,1.50898,1.15087,-4.32532,NA,NA,NA,NA,NA,NA,NA,-53.71,NA,NA
104072,1.99159,1.79975,-4.32216,NA,NA,NA,NA,NA,NA,NA,-48.628,NA,NA
104231,0.673223,2.00568,-5,NA,-57.867,NA,NA,NA,NA,NA,NA,NA,NA
104578,2.03135,1.22518,-5,NA,-43.202,NA,NA,NA,NA,NA,NA,NA,NA
104790,2.1401,1.37682,-5,NA,NA,-20.242,NA,NA,NA,NA,NA,NA,NA
104834,1.36954,1.91783,-5,NA,NA,NA,NA,NA,NA,-23.886,NA,NA,NA
105123,2.77822,1.41705,-5,NA,NA,NA,NA,-43.663,NA,NA,NA,NA,NA
105331,3.27788,2.28256,-5,NA,NA,NA,NA,-69.447,NA,NA,NA,NA,NA
105576,2.28248,1.1756,-4.84512,NA,NA,NA,NA,NA,NA,-27.886,NA,NA,NA
105643,1.35049,0.967268,-5,NA,NA,-46.159,NA,NA,NA,NA,NA,NA,NA
105958,1.20691,1.17745,-5,NA,-49.935,NA,NA,NA,NA,NA,NA,NA,NA
106102,1.51669,2.13454,-4.04316,NA,-25.11,NA,NA,NA,NA,NA,NA,NA,NA
106367,1.9344,2.60368,-5,NA,NA,NA,NA,NA,NA,-37.477,NA,NA,NA
106426,0.894852,3.28805,-3.83051,NA,NA,-82.898,NA,NA,NA,NA,NA,NA,NA
106702,1.20807,1.09972,-5,NA,-54.207,NA,NA,NA,NA,NA,NA,NA,NA
106921,2.68754,1.00666,-4.69865,NA,NA,NA,NA,-48.813,NA,NA,NA,NA,NA
107008,2.86385,1.34801,-3.50327,NA,NA,NA,NA,NA,-84.453,NA,NA,NA,NA
107269,1.585,2.17587,-3.87769,NA,NA,NA,-65.973,NA,NA,NA,NA,NA,NA
107554,2.24003,2.19167,-3.70071,NA,NA,NA,NA,-33.921,NA,NA,NA,NA,NA
107788,2.53631,1.6462,-3.19454,NA,NA,NA,NA,NA,NA,-65.361,NA,NA,NA
107970,1.52429,1.60686,-4.29619,NA,NA,-1.962,NA,NA,NA,NA,NA,NA,NA
108181,1.10067,1.46341,-4.78617,NA,NA,-24.344,NA,NA,NA,NA,NA,NA,NA
108361,2.02796,2.28026,-4.71073,NA,-28.849,NA,NA,NA,NA,NA,NA,NA,NA
108527,1.21719,2.16233,-5,NA,NA,NA,NA,NA,NA,-35.28,NA,NA,NA
108604,1.65673,3.36472,-5,NA,NA,NA,NA,NA,NA,-78.849,NA,NA,NA
108933,1.76717,1.28664,-5,NA,NA,-19.977,NA,NA,NA,NA,NA,NA,NA
109168,2.10891,1.50244,-4.82648,NA,NA,NA,NA,NA,-30.735,NA,NA,NA,NA
109367,3.23556,2.96852,-4.13726,NA,NA,-88.02,NA,NA,NA,NA,NA,NA,NA
109514,3.08233,2.08148,-4.1141,NA,NA,-47.028,NA,NA,NA,NA,NA,NA,NA
109697,2.45102,2.33774,-4.30802,NA,NA,NA,NA,NA,NA,-34.472,NA,NA,NA
109996,2.9464,2.94713,-4.91927,NA,NA,NA,NA,NA,-87.567,NA,NA,NA,NA
110079,0.939279,3.08854,-5,NA,NA,NA,NA,-77.328,NA,NA,NA,NA,NA
110250,0.759438,2.79847,-4.49496,NA,-76.447,NA,NA,NA,NA,NA,NA,NA,NA
110506,1.35366,2.71851,-4.15801,NA,NA,-32.916,NA,NA,NA,NA,NA,NA,NA
110679,1.72215,2.70224,-4.76934,NA,-62.971,NA,NA,NA,NA,NA,NA,NA,NA
110840,1.40925,2.34423,-4.15844,NA,-30.049,NA,NA,NA,NA,NA,NA,NA,NA
111081,2.00876,1.61798,-4.65236,NA,NA,NA,NA,-11.196,NA,NA,NA,NA,NA
111325,1.53744,0.381794,-5,NA,NA,NA,NA,NA,NA,-101.701,NA,NA,NA
