id,x0,x1,x2,fitness-2.5,fitness-2,fitness-1.5,fitness-3,fitness-3.5,fitness0,fitness-4,fitness-1,fitness-4.5,fitness-0.5
55289,0.900324,1.6776,-5,NA,-40.728,NA,NA,NA,NA,NA,NA,NA,NA
55505,1.6849,0.845821,-5,NA,-64.411,NA,NA,NA,NA,NA,NA,NA,NA
55730,2.14025,2.2952,-4.71276,NA,-22.132,NA,NA,NA,NA,NA,NA,NA,NA
55914,1.63042,1.8807,-5,-16.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
56178,1.73221,2.54148,-5,-31.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
56318,2.53609,2.70175,-4.65361,-41.822,NA,NA,NA,NA,NA,NA,NA,NA,NA
56439,1.72101,1.267,-5,NA,-29.306,NA,NA,NA,NA,NA,NA,NA,NA
56768,2.17547,2.09569,-5,NA,NA,-34.173,NA,NA,NA,NA,NA,NA,NA
56984,1.25867,1.40051,-4.74065,NA,-25.119,NA,NA,NA,NA,NA,NA,NA,NA
57167,2.3454,2.04975,-5,NA,-27.036,NA,NA,NA,NA,NA,NA,NA,NA
57221,1.34793,1.72008,-5,NA,NA,NA,-26.393,NA,NA,NA,NA,NA,NA
57436,2.91434,2.75853,-5,NA,NA,NA,NA,-77.495,NA,NA,NA,NA,NA
57671,2.77304,3.37727,-5,-95.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
57992,2.20323,2.36661,-5,NA,NA,NA,NA,-41.243,NA,NA,NA,NA,NA
58092,1.29343,2.8554,-3.6376,NA,NA,NA,-59.489,NA,NA,NA,NA,NA,NA
58313,0.697753,3.2847,-5,NA,-95.006,NA,NA,NA,NA,NA,NA,NA,NA
58461,1.4188,2.75682,-5,NA,-50.786,NA,NA,NA,NA,NA,NA,NA,NA
58620,2.45538,2.85382,-5,NA,NA,-68.318,NA,NA,NA,NA,NA,NA,NA
58812,2.11037,2.79137,-4.57459,NA,NA,NA,NA,NA,NA,NA,-76.752,NA,NA
59126,0.0241509,3.02993,-4.73605,NA,-114.028,NA,NA,NA,NA,NA,NA,NA,NA
59293,0.989408,0.797439,-5,NA,-90.166,NA,NA,NA,NA,NA,NA,NA,NA
59427,2.86999,2.06147,-4.01844,NA,-41.527,NA,NA,NA,NA,NA,NA,NA,NA
59692,1.49292,0.810915,-3.73231,-56.959,NA,NA,NA,NA,NA,NA,NA,NA,NA
59955,1.87003,1.17355,-4.37073,NA,-19.095,NA,NA,NA,NA,NA,NA,NA,NA
60044,2.38187,1.70158,-5,NA,-24.58,NA,NA,NA,NA,NA,NA,NA,NA
60227,2.3219,2.39568,-4.42264,NA,-32.814,NA,NA,NA,NA,NA,NA,NA,NA
60487,2.52151,1.66398,-4.0526,NA,-21.464,NA,NA,NA,NA,NA,NA,NA,NA
60766,1.97634,2.70413,-4.52696,NA,NA,-53.325,NA,NA,NA,NA,NA,NA,NA
60922,2.2547,1.38168,-5,NA,NA,-49.24,NA,NA,NA,NA,NA,NA,NA
61096,1.94395,2.85864,-5,NA,-47.526,NA,NA,NA,NA,NA,NA,NA,NA
61292,1.98395,1.69457,-3.50388,-22.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
61464,1.95927,1.8838,-3.49316,NA,-25.387,NA,NA,NA,NA,NA,NA,NA,NA
61790,1.22188,2.60182,-3.26496,NA,-64.743,NA,NA,NA,NA,NA,NA,NA,NA
61845,1.40684,2.60297,-5,-35.652,NA,NA,NA,NA,NA,NA,NA,NA,NA
62097,1.46749,2.57659,-4.42324,-25.356,NA,NA,NA,NA,NA,NA,NA,NA,NA
62252,1.82149,1.73167,-4.53313,-2.654,NA,NA,NA,NA,NA,NA,NA,NA,NA
62401,2.07003,0.402572,-4.52377,NA,-97.042,NA,NA,NA,NA,NA,NA,NA,NA
62703,1.71057,2.05152,-5,NA,NA,-33.64,NA,NA,NA,NA,NA,NA,NA
62987,1.42712,2.2312,-4.10031,-15.149,NA,NA,NA,NA,NA,NA,NA,NA,NA
63015,0.821681,2.66175,-4.93029,NA,NA,NA,NA,-80.681,NA,NA,NA,NA,NA
63208,1.20669,2.32471,-4.31263,NA,NA,NA,-24.971,NA,NA,NA,NA,NA,NA
63432,1.64098,1.83977,-3.73807,NA,NA,NA,NA,-34.874,NA,NA,NA,NA,NA
63726,2.1266,1.56238,-3.9596,NA,-13.889,NA,NA,NA,NA,NA,NA,NA,NA
63875,2.35249,1.77603,-3.19305,-47.526,NA,NA,NA,NA,NA,NA,NA,NA,NA
64078,2.06646,2.82097,-3.51367,NA,NA,NA,-63.525,NA,NA,NA,NA,NA,NA
64291,2.06255,2.31385,-5,NA,-31.343,NA,NA,NA,NA,NA,NA,NA,NA
64554,1.11166,1.44073,-4.92842,NA,-42.233,NA,NA,NA,NA,NA,NA,NA,NA
64621,0.727101,2.61651,-4.93697,NA,-58.216,NA,NA,NA,NA,NA,NA,NA,NA
64989,1.89258,1.81514,-4.65351,-6.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
65087,1.28274,1.10217,-4.41218,NA,-26.74,NA,NA,NA,NA,NA,NA,NA,NA
65251,1.30698,1.54953,-4.06322,NA,-12.686,NA,NA,NA,NA,NA,NA,NA,NA
65426,1.19972,1.62879,-4.22307,NA,NA,NA,-13.471,NA,NA,NA,NA,NA,NA
65669,1.45938,1.07961,-5,NA,NA,NA,-42.651,NA,NA,NA,NA,NA,NA
65809,1.4927,2.7395,-5,NA,NA,NA,-45.795,NA,NA,NA,NA,NA,NA
66093,1.18356,2.11084,-5,NA,NA,NA,NA,-39.041,NA,NA,NA,NA,NA
66398,1.84296,1.6188,-5,NA,NA,NA,-19.347,NA,NA,NA,NA,NA,NA
66491,3.18212,2.24445,-5,-61.681,NA,NA,NA,NA,NA,NA,NA,NA,NA
66608,3.6274,2.70854,-5,NA,-111.713,NA,NA,NA,NA,NA,NA,NA,NA
66833,3.01907,2.29509,-4.46371,-46.564,NA,NA,NA,NA,NA,NA,NA,NA,NA
67079,1.36289,3.18692,-5,-65.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
67309,1.44738,3.23837,-5,-67.608,NA,NA,NA,NA,NA,NA,NA,NA,NA
67592,2.54801,2.02048,-5,NA,NA,-46.714,NA,NA,NA,NA,NA,NA,NA
67785,2.44496,2.05325,-5,NA,-33.919,NA,NA,NA,NA,NA,NA,NA,NA
67987,2.24607,1.53924,-5,NA,NA,-37.922,NA,NA,NA,NA,NA,NA,NA
68108,2.33754,1.6007,-5,-21.968,NA,NA,NA,NA,NA,NA,NA,NA,NA
68365,0.984823,2.39283,-4.2349,NA,NA,NA,-34.566,NA,NA,NA,NA,NA,NA
68545,2.47574,1.69672,-5,NA,NA,NA,-31.355,NA,NA,NA,NA,NA,NA
68738,2.1681,2.04426,-4.65019,-12.972,NA,NA,NA,NA,NA,NA,NA,NA,NA
68841,2.28171,2.21027,-4.44137,-17.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
69199,1.4308,0.993414,-4.71598,NA,NA,NA,-37.677,NA,NA,NA,NA,NA,NA
69288,2.66971,3.04413,-5,NA,NA,NA,NA,-88.784,NA,NA,NA,NA,NA
69559,2.01301,1.93231,-5,NA,NA,NA,-26.387,NA,NA,NA,NA,NA,NA
69610,1.97517,2.90136,-4.50468,NA,NA,NA,NA,NA,NA,-74.639,NA,NA,NA
69917,2.64355,1.25052,-4.67167,NA,NA,NA,NA,NA,NA,-72.629,NA,NA,NA
70094,1.35776,2.56126,-3.93742,NA,NA,NA,-30.777,NA,NA,NA,NA,NA,NA
70372,0.916538,1.9718,-5,NA,NA,NA,-36.078,NA,NA,NA,NA,NA,NA
70439,0.845957,1.70792,-5,NA,-44.752,NA,NA,NA,NA,NA,NA,NA,NA
70732,1.65857,2.0383,-3.71571,NA,NA,NA,NA,NA,NA,NA,-69.483,NA,NA
70843,1.6663,1.08252,-4.2953,NA,NA,-64.875,NA,NA,NA,NA,NA,NA,NA
71199,1.53892,1.84036,-4.83034,NA,NA,NA,NA,NA,NA,NA,-73.566,NA,NA
71253,0.855354,2.41973,-3.55782,NA,NA,NA,NA,NA,NA,NA,-135.447,NA,NA
71437,1.348,1.24467,-3.57225,NA,-50.411,NA,NA,NA,NA,NA,NA,NA,NA
71778,1.71483,2.3752,-4.01692,NA,NA,-40.75,NA,NA,NA,NA,NA,NA,NA
71923,2.13147,3.13305,-4.57636,-54.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
72112,1.85948,2.12343,-5,NA,NA,NA,-21.618,NA,NA,NA,NA,NA,NA
72269,2.7861,1.78593,-4.10017,-29.126,NA,NA,NA,NA,NA,NA,NA,NA,NA
72462,1.99268,1.52387,-4.75135,-8.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
72601,2.98367,1.58519,-4.21639,NA,-43.875,NA,NA,NA,NA,NA,NA,NA,NA
72872,1.66808,2.58816,-4.68919,-26.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
73068,1.37462,1.05102,-3.51678,NA,-68.786,NA,NA,NA,NA,NA,NA,NA,NA
73383,1.44283,1.00667,-4.125,NA,NA,NA,-25.275,NA,NA,NA,NA,NA,NA
73406,1.8461,2.10324,-5,NA,NA,NA,-26.785,NA,NA,NA,NA,NA,NA
73677,1.47143,2.5619,-4.76257,NA,-32.925,NA,NA,NA,NA,NA,NA,NA,NA
73921,1.46325,3.11119,-4.81195,NA,-60.184,NA,NA,NA,NA,NA,NA,NA,NA
74068,1.60825,3.41036,-5,NA,-82.582,NA,NA,NA,NA,NA,NA,NA,NA
74390,1.51372,2.44334,-3.72043,-29.337,NA,NA,NA,NA,NA,NA,NA,NA,NA
74539,1.34088,2.88934,-4.6625,NA,NA,-55.318,NA,NA,NA,NA,NA,NA,NA
74744,1.62339,1.9226,-5,NA,NA,-38.749,NA,NA,NA,NA,NA,NA,NA
74952,1.93986,2.99836,-3.69812,NA,-61.029,NA,NA,NA,NA,NA,NA,NA,NA
75194,1.98402,2.91813,-3.66964,-50.249,NA,NA,NA,NA,NA,NA,NA,NA,NA
75246,1.65191,2.43812,-4.44816,NA,NA,-39.063,NA,NA,NA,NA,NA,NA,NA
75506,2.42743,2.50212,-5,-37.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
75606,2.18881,3.08153,-5,-58.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
75827,1.61169,2.80721,-4.34682,NA,NA,NA,-39.597,NA,NA,NA,NA,NA,NA
76168,2.31972,2.72349,-4.93777,-42.976,NA,NA,NA,NA,NA,NA,NA,NA,NA
76360,2.55555,1.60452,-5,NA,-31.915,NA,NA,NA,NA,NA,NA,NA,NA
76509,1.94623,2.3318,-4.59089,NA,NA,NA,-21.648,NA,NA,NA,NA,NA,NA
76662,1.79134,2.09271,-5,-18.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
76876,0.669104,0.907136,-5,-93.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
77031,1.26486,1.94043,-4.99293,NA,NA,NA,NA,-41.611,NA,NA,NA,NA,NA
77374,2.4275,2.20961,-5,-29.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
77420,3.18023,1.51865,-5,NA,NA,NA,NA,-74.206,NA,NA,NA,NA,NA
77720,2.02885,1.47476,-4.59583,NA,NA,NA,NA,-39.783,NA,NA,NA,NA,NA
77921,2.56289,2.49084,-3.51758,-53.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
78120,1.74768,1.49396,-3.91189,NA,NA,NA,-10.743,NA,NA,NA,NA,NA,NA
78275,1.611,2.13957,-4.68163,-12.497,NA,NA,NA,NA,NA,NA,NA,NA,NA
78472,1.50332,1.71502,-4.43435,NA,-11.645,NA,NA,NA,NA,NA,NA,NA,NA
78639,1.69946,1.83212,-5,NA,NA,NA,-27.791,NA,NA,NA,NA,NA,NA
78910,1.55906,1.60077,-5,NA,-21.856,NA,NA,NA,NA,NA,NA,NA,NA
79094,1.70464,1.77938,-4.48498,NA,NA,NA,NA,NA,NA,NA,-49.976,NA,NA
79391,2.17114,1.59774,-5,NA,-29.205,NA,NA,NA,NA,NA,NA,NA,NA
79463,1.39826,2.57068,-5,-35.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
79707,0.697423,2.31322,-4.5478,NA,NA,NA,-44.309,NA,NA,NA,NA,NA,NA
79976,2.44172,2.25357,-5,NA,-33.738,NA,NA,NA,NA,NA,NA,NA,NA
80165,2.72646,1.61307,-4.17608,NA,NA,-41.317,NA,NA,NA,NA,NA,NA,NA
80213,1.62114,1.9117,-3.81104,NA,NA,-27.816,NA,NA,NA,NA,NA,NA,NA
80547,0.920227,1.60898,-4.72441,NA,-34.155,NA,NA,NA,NA,NA,NA,NA,NA
80742,1.84566,0.802593,-4.86038,-40.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
80907,2.78447,1.05256,-5,NA,-59.293,NA,NA,NA,NA,NA,NA,NA,NA
81124,2.78589,1.30346,-5,-41.689,NA,NA,NA,NA,NA,NA,NA,NA,NA
81303,2.88995,1.88772,-4.14267,NA,NA,NA,NA,-48.378,NA,NA,NA,NA,NA
81484,2.14527,1.79268,-3.97978,-9.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
81624,2.08894,1.7393,-4.25474,NA,-8.421,NA,NA,NA,NA,NA,NA,NA,NA
81959,0.725963,2.51043,-5,-53.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
82197,0.883902,1.29034,-4.348,NA,NA,-59.786,NA,NA,NA,NA,NA,NA,NA
82360,2.01161,0.630228,-4.439,NA,NA,-73.98,NA,NA,NA,NA,NA,NA,NA
82512,2.40255,1.45373,-5,-25.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
82755,2.42007,0.891655,-3.97045,NA,NA,NA,-42.68,NA,NA,NA,NA,NA,NA
82933,1.3998,1.55486,-4.9737,-18.946,NA,NA,NA,NA,NA,NA,NA,NA,NA
83007,2.21431,2.40429,-5,NA,NA,NA,-40.447,NA,NA,NA,NA,NA,NA
83216,1.94487,1.36157,-5,-19.699,NA,NA,NA,NA,NA,NA,NA,NA,NA
83483,0.571828,2.5063,-5,NA,NA,-89.399,NA,NA,NA,NA,NA,NA,NA
83716,0.952485,1.84363,-5,NA,-40.164,NA,NA,NA,NA,NA,NA,NA,NA
84000,1.10752,0.655869,-4.09004,-78.693,NA,NA,NA,NA,NA,NA,NA,NA,NA
84160,1.38993,1.31967,-5,NA,NA,NA,NA,-54.018,NA,NA,NA,NA,NA
84243,0.965383,1.91206,-4.31722,-23.345,NA,NA,NA,NA,NA,NA,NA,NA,NA
84559,1.52057,1.93483,-4.86699,-13.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
84695,0.716996,1.33392,-4.08603,-44.481,NA,NA,NA,NA,NA,NA,NA,NA,NA
84900,1.97937,1.44355,-4.12431,NA,NA,NA,NA,-22.344,NA,NA,NA,NA,NA
85128,2.26468,1.05515,-5,NA,-36.438,NA,NA,NA,NA,NA,NA,NA,NA
85394,1.55765,1.06072,-4.49205,NA,-23.318,NA,NA,NA,NA,NA,NA,NA,NA
85497,2.04905,1.26012,-3.38092,-35.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
85662,3.00475,1.78099,-4.55315,NA,NA,NA,-42.367,NA,NA,NA,NA,NA,NA
85868,2.02197,1.85354,-5,NA,NA,-32.588,NA,NA,NA,NA,NA,NA,NA
86076,1.56727,2.37623,-4.4036,-16.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
86266,1.048,2.15844,-3.90538,NA,NA,NA,-31.916,NA,NA,NA,NA,NA,NA
86422,2.63005,1.42342,-4.27048,NA,NA,NA,NA,-47.389,NA,NA,NA,NA,NA
86775,2.1846,1.48953,-5,-19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
86981,1.09828,1.30661,-4.67567,NA,NA,NA,-35.749,NA,NA,NA,NA,NA,NA
87020,1.4549,1.05352,-4.45904,NA,NA,NA,NA,-40.599,NA,NA,NA,NA,NA
87319,1.16346,2.11165,-3.82616,NA,NA,NA,NA,-36.188,NA,NA,NA,NA,NA
87406,2.38262,1.94271,-3.71246,-23.661,NA,NA,NA,NA,NA,NA,NA,NA,NA
87602,2.93339,1.69449,-3.55147,NA,-57.479,NA,NA,NA,NA,NA,NA,NA,NA
87960,2.10789,1.29079,-4.76496,NA,NA,NA,-15.296,NA,NA,NA,NA,NA,NA
88170,2.49916,1.15918,-3.96119,-28.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
88235,2.66709,1.22007,-4.6677,NA,NA,-47.165,NA,NA,NA,NA,NA,NA,NA
88529,2.18309,2.32524,-4.77617,-22.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
88640,1.12487,2.82084,-5,-51.824,NA,NA,NA,NA,NA,NA,NA,NA,NA
88994,0.943079,2.36206,-3.69075,NA,NA,NA,NA,NA,NA,-74.869,NA,NA,NA
89185,1.43197,1.96365,-4.51985,-8.526,NA,NA,NA,NA,NA,NA,NA,NA,NA
89329,1.89372,1.84083,-4.4807,NA,NA,NA,-5.485,NA,NA,NA,NA,NA,NA
89540,1.7175,2.49789,-5,NA,NA,NA,-37.731,NA,NA,NA,NA,NA,NA
89692,1.37636,1.56261,-5,-19.991,NA,NA,NA,NA,NA,NA,NA,NA,NA
89845,1.49876,1.35625,-4.18929,NA,NA,-32.869,NA,NA,NA,NA,NA,NA,NA
90065,1.08867,2.56284,-4.7963,NA,NA,-62.992,NA,NA,NA,NA,NA,NA,NA
90366,1.43899,2.6399,-4.34187,NA,NA,-44.567,NA,NA,NA,NA,NA,NA,NA
90463,1.21727,1.71849,-5,NA,NA,NA,-25.668,NA,NA,NA,NA,NA,NA
90616,1.76223,2.10408,-4.92142,NA,NA,NA,-25.77,NA,NA,NA,NA,NA,NA
90840,2.85647,1.8609,-5,NA,NA,NA,-47.424,NA,NA,NA,NA,NA,NA
91196,2.38261,1.70729,-5,-23.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
91281,1.31257,1.11856,-4.73817,NA,NA,-62.724,NA,NA,NA,NA,NA,NA,NA
91561,1.30063,2.82641,-4.41912,-38.264,NA,NA,NA,NA,NA,NA,NA,NA,NA
91740,1.82005,1.36569,-4.4234,NA,NA,NA,-5.101,NA,NA,NA,NA,NA,NA
91940,1.22076,1.72437,-3.66888,-23.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
92107,0.527198,1.556,-4.41956,NA,-54.166,NA,NA,NA,NA,NA,NA,NA,NA
92247,2.32924,1.85947,-5,NA,NA,NA,NA,-43.531,NA,NA,NA,NA,NA
92563,2.40621,2.59788,-5,NA,NA,NA,-42.318,NA,NA,NA,NA,NA,NA
92661,2.56112,2.4784,-5,NA,-50.962,NA,NA,NA,NA,NA,NA,NA,NA
92879,1.38633,1.83912,-4.92371,NA,-21.514,NA,NA,NA,NA,NA,NA,NA,NA
93068,1.39087,2.02092,-5,NA,NA,NA,NA,-35.631,NA,NA,NA,NA,NA
93316,1.92724,2.16958,-5,NA,-23.778,NA,NA,NA,NA,NA,NA,NA,NA
93485,1.76067,1.64443,-4.7032,NA,NA,-30.385,NA,NA,NA,NA,NA,NA,NA
93769,2.92415,2.1049,-4.53409,NA,-42.409,NA,NA,NA,NA,NA,NA,NA,NA
93888,2.74309,1.55725,-3.56905,NA,NA,NA,NA,NA,NA,NA,-103.706,NA,NA
94022,2.9976,2.55599,-4.52729,-54.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
94386,2.17614,2.78242,-5,NA,NA,NA,-48.449,NA,NA,NA,NA,NA,NA
94442,1.95823,2.20453,-5,NA,NA,NA,NA,NA,NA,-64.04,NA,NA,NA
94646,3.43494,1.99549,-5,NA,NA,NA,-83.815,NA,NA,NA,NA,NA,NA
94967,3.05538,2.06716,-5,NA,NA,NA,-62.384,NA,NA,NA,NA,NA,NA
95056,1.75145,3.01328,-5,NA,NA,NA,-55.683,NA,NA,NA,NA,NA,NA
95329,3.1111,2.52723,-4.61438,-59.328,NA,NA,NA,NA,NA,NA,NA,NA,NA
95463,2.73292,3.05564,-5,NA,NA,NA,NA,-96.637,NA,NA,NA,NA,NA
95685,1.42613,1.99539,-5,-20.383,NA,NA,NA,NA,NA,NA,NA,NA,NA
95920,0.450586,1.55813,-4.184,-56.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
96052,1.94598,1.85183,-3.36805,NA,-37.673,NA,NA,NA,NA,NA,NA,NA,NA
96375,2.6071,1.78778,-4.54633,NA,-26.018,NA,NA,NA,NA,NA,NA,NA,NA
96531,1.39522,1.4097,-3.6918,NA,-24.264,NA,NA,NA,NA,NA,NA,NA,NA
96790,1.1244,1.77423,-3.19656,-49.385,NA,NA,NA,NA,NA,NA,NA,NA,NA
96995,0.499349,2.4275,-3.81963,NA,NA,NA,-68.126,NA,NA,NA,NA,NA,NA
97142,0.938151,2.41021,-4.98558,NA,NA,NA,-43.954,NA,NA,NA,NA,NA,NA
97216,1.94824,2.08518,-5,NA,-23.27,NA,NA,NA,NA,NA,NA,NA,NA
97440,2.85733,1.72381,-5,-39.952,NA,NA,NA,NA,NA,NA,NA,NA,NA
97782,1.84222,1.70999,-4.58529,-3.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
97857,3.66092,2.81015,-4.28552,NA,NA,NA,-116.517,NA,NA,NA,NA,NA,NA
98111,2.64954,1.83027,-3.28227,-55.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
98389,2.37885,1.02873,-3.25466,-59.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
98460,1.8977,1.4416,-3.89187,-9.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
98697,0.162326,1.62402,-5,-79.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
98950,0.785946,2.74761,-4.67775,NA,NA,NA,-56.766,NA,NA,NA,NA,NA,NA
99189,1.97303,1.71835,-5,NA,NA,NA,-24.371,NA,NA,NA,NA,NA,NA
99216,1.84548,2.40623,-5,NA,NA,NA,-30.112,NA,NA,NA,NA,NA,NA
99587,2.4223,2.70464,-5,NA,NA,NA,-55.356,NA,NA,NA,NA,NA,NA
99677,1.72417,1.98397,-5,-16.943,NA,NA,NA,NA,NA,NA,NA,NA,NA
99946,2.36656,1.71102,-4.12921,-13.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
100086,1.66204,1.76538,-3.9637,NA,NA,NA,-8.966,NA,NA,NA,NA,NA,NA
100384,2.01146,1.91956,-3.30837,NA,-45.592,NA,NA,NA,NA,NA,NA,NA,NA
100460,0.418481,1.71925,-2.32984,-150.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
100732,0.324399,1.67041,-4.08657,NA,NA,NA,-64.416,NA,NA,NA,NA,NA,NA
100939,0.173925,1.86419,-4.73508,NA,-74.428,NA,NA,NA,NA,NA,NA,NA,NA
101164,1.94912,1.94641,-4.66782,NA,NA,-21.56,NA,NA,NA,NA,NA,NA,NA
101397,2.4364,1.53172,-4.62171,NA,NA,-33.418,NA,NA,NA,NA,NA,NA,NA
101587,2.85457,1.31953,-5,NA,NA,NA,NA,-62.624,NA,NA,NA,NA,NA
101671,1.629,1.21463,-5,NA,NA,NA,-36.336,NA,NA,NA,NA,NA,NA
101854,1.29747,1.37197,-4.74292,NA,NA,-38.488,NA,NA,NA,NA,NA,NA,NA
102069,2.34102,1.23319,-4.05767,NA,-26.563,NA,NA,NA,NA,NA,NA,NA,NA
102357,1.08524,2.76176,-4.24582,NA,-49.559,NA,NA,NA,NA,NA,NA,NA,NA
102413,1.9826,1.69992,-2.96803,NA,NA,-75.923,NA,NA,NA,NA,NA,NA,NA
102649,1.36156,1.47194,-4.49419,-8.926,NA,NA,NA,NA,NA,NA,NA,NA,NA
102961,0.961917,2.06423,-4.55716,NA,NA,NA,-35.402,NA,NA,NA,NA,NA,NA
103009,1.70349,2.52243,-5,NA,NA,NA,-32.656,NA,NA,NA,NA,NA,NA
103318,2.67459,1.20354,-4.69121,NA,NA,-51.187,NA,NA,NA,NA,NA,NA,NA
103503,2.51442,2.2154,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.239
103626,1.44954,1.15108,-4.80164,NA,-42.289,NA,NA,NA,NA,NA,NA,NA,NA
103879,2.41464,1.98237,-5,NA,NA,NA,-30.326,NA,NA,NA,NA,NA,NA
104032,2.0401,1.34032,-3.97032,NA,NA,NA,-24.305,NA,NA,NA,NA,NA,NA
104273,1.97483,1.14414,-4.69119,NA,NA,NA,NA,-30.674,NA,NA,NA,NA,NA
104560,2.60862,1.53351,-4.65621,NA,NA,NA,NA,NA,NA,-58.038,NA,NA,NA
104799,2.09427,1.64071,-4.2977,NA,NA,NA,-12.961,NA,NA,NA,NA,NA,NA
104844,1.73202,1.36616,-4.77924,NA,NA,NA,NA,NA,NA,-60.593,NA,NA,NA
105163,0.818781,3.08854,-4.60207,NA,NA,NA,-70.922,NA,NA,NA,NA,NA,NA
105280,0.431226,1.80428,-5,NA,NA,NA,-59.954,NA,NA,NA,NA,NA,NA
105458,1.41033,1.52069,-5,NA,NA,NA,-28.634,NA,NA,NA,NA,NA,NA
105677,1.66069,1.17231,-5,NA,NA,NA,NA,-53.597,NA,NA,NA,NA,NA
105936,1.69883,1.58692,-4.4347,NA,NA,NA,-12.098,NA,NA,NA,NA,NA,NA
106067,1.83285,2.46121,-5,NA,-37.64,NA,NA,NA,NA,NA,NA,NA,NA
106332,2.72975,1.72879,-5,NA,-46.219,NA,NA,NA,NA,NA,NA,NA,NA
106450,1.80384,3.0493,-4.15162,NA,-48.237,NA,NA,NA,NA,NA,NA,NA,NA
106710,1.35896,2.40816,-3.28202,NA,NA,NA,-47.413,NA,NA,NA,NA,NA,NA
106988,0.883855,2.65288,-4.25699,-43.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
107081,0.653265,1.13075,-4.28952,NA,NA,NA,-60.708,NA,NA,NA,NA,NA,NA
107338,1.69808,1.84482,-3.59926,NA,NA,NA,-20.24,NA,NA,NA,NA,NA,NA
107544,1.93712,1.76054,-2.44118,NA,NA,NA,-104.67,NA,NA,NA,NA,NA,NA
107602,1.92995,2.16058,-2.59621,NA,NA,NA,-96.252,NA,NA,NA,NA,NA,NA
107908,1.11402,2.26839,-3.72871,-31.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
108121,1.16199,2.65431,-3.45529,NA,NA,-69.896,NA,NA,NA,NA,NA,NA,NA
108310,1.48028,0.81511,-3.53574,NA,-76.229,NA,NA,NA,NA,NA,NA,NA,NA
108568,1.95207,0.458321,-3.27219,-98.957,NA,NA,NA,NA,NA,NA,NA,NA,NA
108663,2.06543,1.76041,-2.72487,NA,-85.228,NA,NA,NA,NA,NA,NA,NA,NA
108992,2.74059,3.56536,-3.31985,NA,-136.788,NA,NA,NA,NA,NA,NA,NA,NA
109033,2.50619,3.78406,-4.32569,NA,NA,-124.814,NA,NA,NA,NA,NA,NA,NA
109385,3.02652,2.45022,-5,-60.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
109535,1.884,1.78989,-5,-15.343,NA,NA,NA,NA,NA,NA,NA,NA,NA
109641,2.04198,2.14974,-4.3333,NA,NA,NA,-16.291,NA,NA,NA,NA,NA,NA
109978,0.516984,2.80367,-5,NA,NA,NA,NA,-87.608,NA,NA,NA,NA,NA
110200,1.61438,2.29003,-5,NA,NA,NA,-28.172,NA,NA,NA,NA,NA,NA
110305,1.4086,1.34804,-5,NA,NA,NA,-32.969,NA,NA,NA,NA,NA,NA
110531,2.32199,1.85389,-5,-21.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
110707,2.65911,3.19818,-5,NA,NA,NA,NA,NA,NA,NA,-123.198,NA,NA
110890,2.38822,2.39526,-4.24432,NA,NA,-47.872,NA,NA,NA,NA,NA,NA,NA
